,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
39,1,7:34.0,,Personal foul by Y. Ferrell (drawn by J. Lin),15,4
40,1,7:27.0,,K. McDaniels misses 3-pt jump shot from 25 ft,15,4
41,1,7:26.0,,Offensive rebound by B. Lopez,15,4
42,1,7:25.0,,Turnover by B. Lopez (lost ball; steal by W. Matthews),15,4
43,1,7:24.0,Personal foul by K. McDaniels (drawn by W. Matthews),,15,4
44,1,7:12.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,15,4
45,1,7:11.0,,Defensive rebound by R. Foye,15,4
46,1,7:05.0,,R. Foye makes 2-pt layup from 1 ft,15,6
47,1,6:42.0,S. Curry makes 2-pt jump shot from 11 ft,,17,6
48,1,6:31.0,N. Noel enters the game for D. Nowitzki,,17,6
49,1,6:31.0,J. Barea enters the game for S. Curry,,17,6
50,1,6:24.0,,J. Lin makes 2-pt jump shot from 14 ft,17,8
51,1,6:09.0,Personal foul by R. Hollis-Jefferson (drawn by H. Barnes),,17,8
52,1,6:09.0,,Q. Acy enters the game for R. Hollis-Jefferson,17,8
53,1,6:09.0,,I. Whitehead enters the game for R. Foye,17,8
54,1,6:09.0,S. Curry enters the game for Y. Ferrell,,17,8
55,1,5:52.0,S. Curry misses 3-pt jump shot from 23 ft,,17,8
56,1,5:51.0,,Defensive rebound by Q. Acy,17,8
57,1,5:45.0,,Personal foul by J. Barea,17,8
58,1,5:39.0,,J. Lin makes 2-pt jump shot from 18 ft,17,10
59,1,5:22.0,H. Barnes makes 2-pt jump shot from 14 ft,,19,10
60,1,5:10.0,,J. Lin misses 2-pt jump shot from 9 ft,19,10
61,1,5:08.0,Defensive rebound by J. Barea,,19,10
62,1,4:58.0,J. Barea misses 3-pt jump shot from 24 ft,,19,10
63,1,4:57.0,,Defensive rebound by Q. Acy,19,10
64,1,4:43.0,,K. McDaniels makes 3-pt jump shot from 24 ft (assist by I. Whitehead),19,13
65,1,4:36.0,Dallas full timeout,,19,13
66,1,4:36.0,,S. Dinwiddie enters the game for J. Lin,19,13
67,1,4:30.0,Turnover by S. Curry (step out of bounds),,19,13
68,1,4:14.0,,K. McDaniels makes 2-pt layup from 2 ft (assist by S. Dinwiddie),19,15
69,1,4:06.0,Personal foul by S. Dinwiddie,,19,15
70,1,4:06.0,J. Barea misses free throw 1 of 2,,19,15
71,1,4:06.0,Offensive rebound by Team,,19,15
72,1,4:06.0,D. Harris enters the game for S. Curry,,19,15
73,1,4:06.0,,A. Nicholson enters the game for B. Lopez,19,15
74,1,4:06.0,J. Barea makes free throw 2 of 2,,20,15
75,1,3:54.0,,K. McDaniels misses 3-pt jump shot from 25 ft,20,15
76,1,3:53.0,Defensive rebound by W. Matthews,,20,15
77,1,3:41.0,D. Harris makes 3-pt jump shot from 25 ft (assist by W. Matthews),,23,15
78,1,3:24.0,,Shooting block foul by W. Matthews (drawn by Q. Acy),23,15
79,1,3:24.0,,Q. Acy misses free throw 1 of 2,23,15
80,1,3:24.0,,Offensive rebound by Team,23,15
81,1,3:24.0,,Q. Acy makes free throw 2 of 2,23,16
82,1,3:08.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by N. Noel),,26,16
83,1,3:02.0,,Personal foul by J. Barea,26,16
84,1,3:02.0,,S. Dinwiddie makes free throw 1 of 2,26,17
85,1,3:02.0,Y. Ferrell enters the game for J. Barea,,26,17
86,1,3:02.0,D. Nowitzki enters the game for H. Barnes,,26,17
87,1,3:02.0,,S. Dinwiddie makes free throw 2 of 2,26,18
88,1,2:46.0,Y. Ferrell misses 2-pt jump shot from 20 ft,,26,18
89,1,2:45.0,,Defensive rebound by A. Nicholson,26,18
90,1,2:35.0,,K. McDaniels makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),26,21
91,1,2:23.0,Turnover by D. Harris (traveling),,26,21
92,1,2:03.0,,Shooting foul by W. Matthews (drawn by Q. Acy),26,21
93,1,2:03.0,,Q. Acy misses free throw 1 of 3,26,21
94,1,2:03.0,,Offensive rebound by Team,26,21
95,1,2:03.0,,Q. Acy makes free throw 2 of 3,26,22
96,1,2:03.0,D. Finney-Smith enters the game for W. Matthews,,26,21
97,1,2:03.0,,Q. Acy makes free throw 3 of 3,26,23
98,1,1:53.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by Y. Ferrell),,28,23
99,1,1:35.0,,Q. Acy misses 2-pt layup at rim (block by N. Noel),28,23
100,1,1:33.0,,Offensive rebound by Team,28,23
101,1,1:24.0,,I. Whitehead makes 3-pt jump shot from 25 ft (assist by A. Nicholson),28,26
102,1,1:00.0,D. Harris misses 2-pt jump shot from 21 ft,,28,26
103,1,0:59.0,,Defensive rebound by A. Nicholson,28,26
104,1,0:48.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,28,26
105,1,0:47.0,Defensive rebound by Y. Ferrell,,28,26
106,1,0:34.0,Shooting foul by S. Dinwiddie (drawn by D. Harris),,28,26
107,1,0:34.0,D. Harris makes free throw 1 of 2,,29,26
108,1,0:34.0,D. Harris makes free throw 2 of 2,,30,26
109,1,0:20.0,,Q. Acy misses 3-pt jump shot from 24 ft,30,26
110,1,0:19.0,Defensive rebound by D. Harris,,30,26
111,1,0:01.0,Shooting foul by S. Dinwiddie (drawn by Y. Ferrell),,30,26
112,1,0:01.0,Y. Ferrell makes free throw 1 of 2,,31,26
113,1,0:01.0,Y. Ferrell makes free throw 2 of 2,,32,26
114,2,11:38.0,J. Barea makes 2-pt jump shot from 18 ft,,34,26
115,2,11:11.0,,A. Nicholson misses 2-pt hook shot from 12 ft,34,26
116,2,11:10.0,Defensive rebound by N. Noel,,34,26
117,2,11:02.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,36,26
118,2,10:41.0,,Shooting foul by N. Noel (drawn by Q. Acy),36,26
119,2,10:41.0,,Q. Acy makes free throw 1 of 2,36,27
120,2,10:41.0,D. Powell enters the game for N. Noel,,36,27
121,2,10:41.0,,Q. Acy makes free throw 2 of 2,36,28
122,2,10:23.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,36,28
123,2,10:22.0,,Defensive rebound by K. McDaniels,36,28
124,2,10:15.0,,I. Whitehead makes 2-pt layup from 2 ft (assist by K. McDaniels),36,30
125,2,9:53.0,D. Nowitzki makes 2-pt jump shot from 5 ft,,38,30
126,2,9:38.0,,I. Whitehead misses 3-pt jump shot from 26 ft,38,30
127,2,9:37.0,Defensive rebound by D. Finney-Smith,,38,30
128,2,9:28.0,Def 3 sec tech foul by A. Nicholson,,38,30
129,2,9:28.0,D. Nowitzki makes technical free throw,,39,30
130,2,9:28.0,,R. Foye enters the game for K. McDaniels,39,30
131,2,9:23.0,Personal foul by R. Foye (drawn by D. Powell),,39,30
132,2,9:14.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,39,30
133,2,9:13.0,Offensive rebound by D. Powell,,39,30
134,2,9:02.0,D. Harris misses 3-pt jump shot from 24 ft,,39,30
135,2,9:01.0,Offensive rebound by Team,,39,30
136,2,8:49.0,J. Barea makes 2-pt jump shot from 20 ft,,41,30
137,2,8:43.0,,Offensive foul by Q. Acy (drawn by D. Finney-Smith),41,30
138,2,8:43.0,,Turnover by Q. Acy (offensive foul),41,30
139,2,8:43.0,Official timeout,,41,30
140,2,8:43.0,H. Barnes enters the game for D. Nowitzki,,41,30
141,2,8:24.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,41,30
142,2,8:23.0,,Defensive rebound by I. Whitehead,41,30
143,2,8:15.0,,Personal foul by D. Harris (drawn by I. Whitehead),41,30
144,2,8:01.0,,Q. Acy misses 2-pt jump shot from 8 ft,41,30
145,2,8:00.0,Defensive rebound by D. Powell,,41,30
146,2,7:43.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Harris),,44,30
147,2,7:24.0,,R. Foye misses 3-pt jump shot from 24 ft,44,30
148,2,7:23.0,Defensive rebound by H. Barnes,,44,30
149,2,7:10.0,H. Barnes makes 2-pt jump shot from 4 ft (assist by J. Barea),,46,30
150,2,7:10.0,Shooting foul by A. Nicholson (drawn by H. Barnes),,46,30
151,2,7:10.0,,Brooklyn full timeout,46,30
152,2,7:10.0,S. Curry enters the game for D. Harris,,46,30
153,2,7:10.0,,B. Lopez enters the game for A. Nicholson,46,30
154,2,7:10.0,W. Matthews enters the game for D. Finney-Smith,,46,30
155,2,7:10.0,H. Barnes makes free throw 1 of 1,,47,30
156,2,6:56.0,,Turnover by B. Lopez (lost ball; steal by J. Barea),47,30
157,2,6:47.0,Turnover by J. Barea (bad pass),,47,30
158,2,6:40.0,,I. Whitehead misses 2-pt layup from 2 ft,47,30
159,2,6:38.0,Defensive rebound by W. Matthews,,47,30
160,2,6:20.0,J. Barea misses 2-pt jump shot from 5 ft,,47,30
161,2,6:19.0,,Defensive rebound by B. Lopez,47,30
162,2,6:09.0,,Shooting foul by D. Powell (drawn by B. Lopez),47,30
163,2,6:09.0,,B. Lopez makes free throw 1 of 2,47,31
164,2,6:09.0,,S. Dinwiddie enters the game for A. Goodwin,47,31
165,2,6:09.0,,R. Hollis-Jefferson enters the game for I. Whitehead,47,31
166,2,6:09.0,,C. LeVert enters the game for Q. Acy,47,31
167,2,6:09.0,N. Noel enters the game for D. Powell,,47,31
168,2,6:09.0,Y. Ferrell enters the game for J. Barea,,47,31
169,2,6:09.0,,B. Lopez makes free throw 2 of 2,47,32
170,2,5:57.0,H. Barnes misses 2-pt jump shot from 17 ft,,47,32
171,2,5:56.0,,Defensive rebound by R. Foye,47,32
172,2,5:47.0,,Shooting foul by N. Noel (drawn by B. Lopez),47,32
173,2,5:47.0,,B. Lopez makes free throw 1 of 2,47,33
174,2,5:47.0,,B. Lopez misses free throw 2 of 2,47,33
175,2,5:46.0,Defensive rebound by N. Noel,,47,33
176,2,5:30.0,Turnover by Y. Ferrell (bad pass),,47,33
177,2,5:09.0,,Turnover by C. LeVert (traveling),47,33
178,2,4:58.0,Shooting foul by R. Hollis-Jefferson (drawn by S. Curry),,47,33
179,2,4:58.0,S. Curry makes free throw 1 of 2,,48,33
180,2,4:58.0,S. Curry makes free throw 2 of 2,,49,33
181,2,4:48.0,,Turnover by R. Foye (bad pass; steal by N. Noel),49,33
182,2,4:47.0,Personal foul by B. Lopez (drawn by N. Noel),,49,33
183,2,4:37.0,S. Curry misses 3-pt jump shot from 25 ft,,49,33
184,2,4:36.0,,Defensive rebound by R. Foye,49,33
185,2,4:27.0,,B. Lopez misses 2-pt jump shot from 14 ft,49,33
186,2,4:26.0,,Offensive rebound by B. Lopez,49,33
187,2,4:25.0,,B. Lopez misses 2-pt layup from 1 ft,49,33
188,2,4:24.0,,Offensive rebound by B. Lopez,49,33
189,2,4:22.0,,B. Lopez makes 2-pt layup from 2 ft,49,35
190,2,4:09.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,52,35
191,2,3:51.0,,C. LeVert misses 2-pt jump shot from 13 ft,52,35
192,2,3:50.0,Defensive rebound by S. Curry,,52,35
193,2,3:37.0,Turnover by N. Noel (bad pass),,52,35
194,2,3:23.0,,Turnover by B. Lopez (lost ball; steal by Y. Ferrell),52,35
195,2,3:16.0,,Offensive charge foul by H. Barnes (drawn by C. LeVert),52,35
196,2,3:16.0,Turnover by H. Barnes (offensive foul),,52,35
197,2,2:57.0,,B. Lopez misses 2-pt jump shot from 10 ft,52,35
198,2,2:56.0,Defensive rebound by N. Noel,,52,35
199,2,2:34.0,W. Matthews misses 3-pt jump shot from 23 ft,,52,35
200,2,2:33.0,,Defensive rebound by B. Lopez,52,35
201,2,2:24.0,,Turnover by R. Foye (traveling),52,35
202,2,2:24.0,Dallas full timeout,,52,35
203,2,2:24.0,,I. Whitehead enters the game for R. Foye,52,35
204,2,2:24.0,J. Barea enters the game for N. Noel,,52,35
205,2,2:24.0,D. Nowitzki enters the game for Y. Ferrell,,52,35
206,2,2:01.0,S. Curry misses 3-pt jump shot from 25 ft,,52,35
207,2,2:00.0,,Defensive rebound by S. Dinwiddie,52,35
208,2,1:53.0,,R. Hollis-Jefferson makes 2-pt jump shot from 19 ft,52,37
209,2,1:35.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by J. Barea),,55,37
210,2,1:20.0,,I. Whitehead misses 3-pt jump shot from 23 ft,55,37
211,2,1:19.0,Defensive rebound by D. Nowitzki,,55,37
212,2,1:11.0,W. Matthews misses 2-pt jump shot from 23 ft,,55,37
213,2,1:09.0,,Defensive rebound by C. LeVert,55,37
214,2,1:02.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by C. LeVert),55,40
215,2,0:44.0,H. Barnes makes 2-pt jump shot from 13 ft,,57,40
216,2,0:36.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,57,40
217,2,0:33.0,Defensive rebound by D. Nowitzki,,57,40
218,2,0:17.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,57,40
219,2,0:16.0,,Defensive rebound by R. Hollis-Jefferson,57,40
220,2,0:01.0,,C. LeVert makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),57,43
221,3,11:51.0,Turnover by H. Barnes (illegal screen),,57,43
222,3,11:35.0,,C. LeVert misses 3-pt jump shot from 24 ft,57,43
223,3,11:33.0,,Offensive rebound by Team,57,43
224,3,11:29.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by R. Foye),57,46
225,3,11:09.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by S. Curry),,60,46
226,3,11:05.0,,Personal foul by D. Nowitzki (drawn by B. Lopez),60,46
227,3,10:57.0,,Shooting foul by Y. Ferrell (drawn by B. Lopez),60,46
228,3,10:57.0,,B. Lopez makes free throw 1 of 2,60,47
229,3,10:57.0,,B. Lopez makes free throw 2 of 2,60,48
230,3,10:43.0,H. Barnes misses 2-pt jump shot from 11 ft,,60,48
231,3,10:42.0,,Defensive rebound by C. LeVert,60,48
232,3,10:29.0,,C. LeVert makes 2-pt layup from 2 ft,60,50
233,3,10:07.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,60,50
234,3,10:06.0,,Defensive rebound by C. LeVert,60,50
235,3,9:57.0,,B. Lopez misses 3-pt jump shot from 24 ft,60,50
236,3,9:56.0,Defensive rebound by W. Matthews,,60,50
237,3,9:32.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,60,50
238,3,9:31.0,,Defensive rebound by R. Hollis-Jefferson,60,50
239,3,9:15.0,,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft,60,52
240,3,8:52.0,H. Barnes misses 2-pt layup from 1 ft,,60,52
241,3,8:50.0,,Defensive rebound by R. Foye,60,52
242,3,8:47.0,,Turnover by R. Foye (offensive foul),60,52
243,3,8:47.0,Offensive charge foul by R. Foye (drawn by Y. Ferrell),,60,52
244,3,8:38.0,S. Curry makes 2-pt jump shot from 11 ft,,62,52
245,3,8:27.0,,B. Lopez makes 2-pt jump shot from 16 ft,62,54
246,3,8:06.0,Turnover by W. Matthews (bad pass),,62,54
247,3,7:52.0,,Shooting foul by Y. Ferrell (drawn by S. Dinwiddie),62,54
248,3,7:52.0,Dallas full timeout,,62,54
249,3,7:52.0,,S. Dinwiddie makes free throw 1 of 3,62,55
250,3,7:52.0,,S. Dinwiddie makes free throw 2 of 3,62,56
251,3,7:52.0,,S. Dinwiddie makes free throw 3 of 3,62,57
252,3,7:35.0,S. Curry makes 2-pt jump shot from 19 ft,,64,57
253,3,7:19.0,,C. LeVert misses 2-pt jump shot from 11 ft,64,57
254,3,7:18.0,Defensive rebound by H. Barnes,,64,57
255,3,7:10.0,S. Curry misses 2-pt jump shot from 10 ft (block by R. Hollis-Jefferson),,64,57
256,3,7:08.0,,Defensive rebound by R. Hollis-Jefferson,64,57
257,3,6:59.0,,B. Lopez misses 3-pt jump shot from 25 ft,64,57
258,3,6:58.0,Defensive rebound by Y. Ferrell,,64,57
259,3,6:42.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,64,57
260,3,6:41.0,,Defensive rebound by R. Hollis-Jefferson,64,57
261,3,6:31.0,,C. LeVert misses 3-pt jump shot from 24 ft,64,57
262,3,6:30.0,Defensive rebound by H. Barnes,,64,57
263,3,6:11.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by H. Barnes),,67,57
264,3,5:50.0,,Shooting foul by D. Nowitzki (drawn by R. Hollis-Jefferson),67,57
265,3,5:50.0,,R. Hollis-Jefferson makes free throw 1 of 2,67,58
266,3,5:50.0,,K. McDaniels enters the game for C. LeVert,67,58
267,3,5:50.0,,I. Whitehead enters the game for R. Foye,67,58
268,3,5:50.0,N. Noel enters the game for D. Nowitzki,,67,58
269,3,5:50.0,J. Barea enters the game for Y. Ferrell,,67,58
270,3,5:50.0,D. Harris enters the game for S. Curry,,67,58
271,3,5:50.0,,R. Hollis-Jefferson makes free throw 2 of 2,67,59
272,3,5:31.0,Shooting foul by S. Dinwiddie (drawn by J. Barea),,67,59
273,3,5:31.0,J. Barea makes free throw 1 of 3,,68,59
274,3,5:31.0,J. Barea misses free throw 2 of 3,,68,59
275,3,5:31.0,Offensive rebound by Team,,68,59
276,3,5:31.0,,Q. Acy enters the game for R. Hollis-Jefferson,68,59
277,3,5:31.0,,A. Goodwin enters the game for S. Dinwiddie,68,59
278,3,5:31.0,J. Barea makes free throw 3 of 3,,69,59
279,3,5:07.0,,A. Goodwin misses 2-pt layup from 1 ft,69,59
280,3,5:06.0,,Offensive rebound by I. Whitehead,69,59
281,3,5:05.0,,Shooting foul by H. Barnes (drawn by I. Whitehead),69,59
282,3,5:05.0,,I. Whitehead makes free throw 1 of 2,69,60
283,3,5:05.0,,I. Whitehead misses free throw 2 of 2,69,60
284,3,5:03.0,,Offensive rebound by A. Goodwin,69,60
285,3,4:52.0,,B. Lopez makes 2-pt dunk at rim (assist by I. Whitehead),69,62
286,3,4:33.0,H. Barnes misses 2-pt jump shot from 11 ft,,69,62
287,3,4:32.0,,Defensive rebound by B. Lopez,69,62
288,3,4:24.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by A. Goodwin),69,65
289,3,3:57.0,J. Barea makes 2-pt layup from 2 ft,,71,65
290,3,3:39.0,,Offensive foul by K. McDaniels (drawn by N. Noel),71,65
291,3,3:39.0,,Turnover by K. McDaniels (offensive foul),71,65
292,3,3:22.0,D. Harris makes 2-pt jump shot from 20 ft,,73,65
293,3,3:03.0,,Q. Acy makes 3-pt jump shot from 23 ft (assist by A. Goodwin),73,68
294,3,2:51.0,J. Barea misses 3-pt jump shot from 24 ft,,73,68
295,3,2:50.0,,Defensive rebound by Team,73,68
296,3,2:50.0,,Brooklyn full timeout,73,68
297,3,2:50.0,,A. Nicholson enters the game for B. Lopez,73,68
298,3,2:40.0,,Turnover by A. Nicholson (lost ball; steal by D. Harris),73,68
299,3,2:28.0,H. Barnes misses 2-pt jump shot from 5 ft,,73,68
300,3,2:27.0,,Defensive rebound by A. Nicholson,73,68
301,3,2:10.0,,Shooting foul by N. Noel (drawn by I. Whitehead),73,68
302,3,2:10.0,,I. Whitehead makes free throw 1 of 2,73,69
303,3,2:10.0,D. Powell enters the game for N. Noel,,73,69
304,3,2:10.0,D. Nowitzki enters the game for H. Barnes,,73,69
305,3,2:10.0,,I. Whitehead makes free throw 2 of 2,73,70
306,3,2:00.0,W. Matthews makes 2-pt jump shot from 17 ft,,75,70
307,3,1:53.0,,Offensive foul by A. Nicholson (drawn by J. Barea),75,70
308,3,1:53.0,,Turnover by A. Nicholson (offensive foul),75,70
309,3,1:42.0,W. Matthews makes 2-pt jump shot from 6 ft (assist by J. Barea),,77,70
310,3,1:31.0,,K. McDaniels misses 2-pt jump shot from 21 ft,77,70
311,3,1:28.0,Defensive rebound by D. Nowitzki,,77,70
312,3,1:21.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by W. Matthews),,80,70
313,3,1:11.0,,Brooklyn full timeout,80,70
314,3,1:11.0,,S. Dinwiddie enters the game for K. McDaniels,80,70
315,3,1:06.0,,Shooting foul by W. Matthews (drawn by I. Whitehead),80,70
316,3,1:06.0,,I. Whitehead misses free throw 1 of 2,80,70
317,3,1:06.0,,Offensive rebound by Team,80,70
318,3,1:06.0,,I. Whitehead misses free throw 2 of 2,80,70
319,3,1:04.0,Defensive rebound by D. Nowitzki,,80,70
320,3,0:48.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,82,70
321,3,0:31.0,,I. Whitehead makes 2-pt layup from 1 ft,82,72
322,3,0:19.0,J. Barea misses 3-pt jump shot from 24 ft,,82,72
323,3,0:18.0,,Defensive rebound by A. Nicholson,82,72
324,3,0:00.0,,I. Whitehead misses 3-pt jump shot from 26 ft,82,72
325,3,0:00.0,,Offensive rebound by Team,82,72
326,4,11:39.0,,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft,82,72
327,4,11:38.0,Defensive rebound by D. Harris,,82,72
328,4,11:26.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,82,72
329,4,11:25.0,,Defensive rebound by A. Goodwin,82,72
330,4,11:15.0,,A. Goodwin misses 2-pt layup from 3 ft,82,72
331,4,11:14.0,Defensive rebound by D. Nowitzki,,82,72
332,4,11:07.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,84,72
333,4,10:55.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),84,75
334,4,10:34.0,J. Barea makes 2-pt layup from 2 ft,,86,75
335,4,10:23.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,86,75
336,4,10:22.0,,Offensive rebound by S. Dinwiddie,86,75
337,4,10:17.0,,A. Goodwin makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),86,78
338,4,10:00.0,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),,88,78
339,4,9:47.0,,Shooting foul by D. Nowitzki (drawn by A. Goodwin),88,78
340,4,9:47.0,,A. Goodwin misses free throw 1 of 2,88,78
341,4,9:47.0,,Offensive rebound by Team,88,78
342,4,9:47.0,Y. Ferrell enters the game for J. Barea,,88,78
343,4,9:47.0,S. Curry enters the game for D. Harris,,88,78
344,4,9:47.0,,A. Goodwin makes free throw 2 of 2,88,79
345,4,9:27.0,D. Finney-Smith makes 3-pt jump shot from 25 ft,,91,79
346,4,9:12.0,,Violation by A. Goodwin (kicked ball),91,79
347,4,9:12.0,,C. LeVert enters the game for A. Goodwin,91,79
348,4,9:01.0,,Shooting foul by D. Powell (drawn by S. Dinwiddie),91,79
349,4,9:01.0,,S. Dinwiddie makes free throw 1 of 2,91,80
350,4,9:01.0,,S. Dinwiddie misses free throw 2 of 2,91,80
351,4,8:59.0,Defensive rebound by D. Nowitzki,,91,80
352,4,8:46.0,Shooting foul by Q. Acy (drawn by D. Nowitzki),,91,80
353,4,8:46.0,Official timeout,,91,80
354,4,8:46.0,D. Nowitzki misses free throw 1 of 2,,91,80
355,4,8:46.0,Offensive rebound by Team,,91,80
356,4,8:46.0,,B. Lopez enters the game for Q. Acy,91,80
357,4,8:46.0,,R. Foye enters the game for I. Whitehead,91,80
358,4,8:46.0,D. Nowitzki makes free throw 2 of 2,,92,80
359,4,8:32.0,,S. Dinwiddie makes 2-pt layup from 2 ft,92,82
360,4,8:15.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,92,82
361,4,8:14.0,,Defensive rebound by C. LeVert,92,82
362,4,8:08.0,,S. Dinwiddie makes 2-pt jump shot from 10 ft,92,84
363,4,8:06.0,Dallas full timeout,,92,84
364,4,8:06.0,H. Barnes enters the game for D. Nowitzki,,92,84
365,4,7:48.0,Y. Ferrell misses 2-pt jump shot from 21 ft,,92,84
366,4,7:46.0,,Defensive rebound by R. Foye,92,84
367,4,7:28.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),92,87
368,4,7:17.0,Shooting foul by B. Lopez (drawn by D. Powell),,92,87
369,4,7:17.0,D. Powell makes free throw 1 of 2,,93,87
370,4,7:17.0,D. Powell misses free throw 2 of 2,,93,87
371,4,7:16.0,,Defensive rebound by R. Hollis-Jefferson,93,87
372,4,7:06.0,,Personal foul by D. Finney-Smith (drawn by S. Dinwiddie),93,87
373,4,7:06.0,N. Noel enters the game for D. Powell,,93,87
374,4,7:06.0,W. Matthews enters the game for D. Finney-Smith,,93,87
375,4,6:55.0,,Shooting foul by H. Barnes (drawn by B. Lopez),93,87
376,4,6:55.0,,B. Lopez makes free throw 1 of 2,93,88
377,4,6:55.0,,B. Lopez misses free throw 2 of 2,93,88
378,4,6:55.0,J. Barea enters the game for Y. Ferrell,,93,88
379,4,6:54.0,Defensive rebound by N. Noel,,93,88
