,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
91,1,0:40.0,O. White makes free throw 1 of 1,,40,29
92,1,0:26.0,,A. Wiggins makes 2-pt jump shot from 15 ft,40,31
93,1,0:05.0,Turnover by T. Johnson (bad pass; steal by K. Towns),,40,31
94,1,0:03.0,,Personal foul by R. McGruder (drawn by S. Muhammad),40,31
95,1,0:03.0,,S. Muhammad makes free throw 1 of 2,40,32
96,1,0:03.0,,S. Muhammad makes free throw 2 of 2,40,33
97,2,11:38.0,W. Reed misses 2-pt jump shot from 5 ft,,40,33
98,2,11:36.0,Offensive rebound by W. Reed,,40,33
99,2,11:28.0,Shooting foul by C. Aldrich (drawn by D. Waiters),,40,33
100,2,11:28.0,D. Waiters makes free throw 1 of 2,,41,33
101,2,11:28.0,D. Waiters makes free throw 2 of 2,,42,33
102,2,11:13.0,,S. Muhammad misses 2-pt dunk at rim,42,33
103,2,11:12.0,,Offensive rebound by C. Aldrich,42,33
104,2,11:08.0,,Shooting block foul by O. White (drawn by N. Bjelica),42,33
105,2,11:08.0,,N. Bjelica misses free throw 1 of 2,42,33
106,2,11:08.0,,Offensive rebound by Team,42,33
107,2,11:08.0,,N. Bjelica misses free throw 2 of 2,42,33
108,2,11:08.0,Defensive rebound by W. Reed,,42,33
109,2,10:56.0,Turnover by O. White (bad pass; steal by C. Aldrich),,42,33
110,2,10:48.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by T. Jones),42,35
111,2,10:30.0,D. Waiters makes 2-pt layup from 1 ft,,44,35
112,2,10:22.0,,Personal foul by O. White (drawn by S. Muhammad),44,35
113,2,10:22.0,L. Babbitt enters the game for O. White,,44,35
114,2,10:18.0,,Turnover by N. Bjelica (bad pass; steal by D. Waiters),44,35
115,2,10:15.0,Personal take foul by N. Bjelica (drawn by D. Waiters),,44,35
116,2,10:07.0,D. Waiters misses 3-pt jump shot from 25 ft,,44,35
117,2,10:06.0,,Defensive rebound by C. Aldrich,44,35
118,2,9:54.0,,S. Muhammad misses 2-pt layup from 1 ft,44,35
119,2,9:53.0,,Offensive rebound by S. Muhammad,44,35
120,2,9:52.0,,S. Muhammad makes 2-pt layup from 1 ft,44,37
121,2,9:32.0,W. Reed misses 2-pt jump shot from 15 ft,,44,37
122,2,9:31.0,,Defensive rebound by B. Rush,44,37
123,2,9:23.0,,Turnover by B. Rush (bad pass),44,37
124,2,9:14.0,T. Johnson misses 2-pt jump shot from 18 ft,,44,37
125,2,9:13.0,Offensive rebound by W. Reed,,44,37
126,2,9:02.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Waiters),,47,37
127,2,8:54.0,,Minnesota full timeout,47,37
128,2,8:45.0,Violation by W. Reed (def goaltending),,47,37
129,2,8:45.0,,N. Bjelica makes 2-pt jump shot from 4 ft,47,39
130,2,8:32.0,W. Ellington misses 2-pt jump shot from 21 ft,,47,39
131,2,8:31.0,,Defensive rebound by N. Bjelica,47,39
132,2,8:23.0,,B. Rush makes 2-pt jump shot from 14 ft (assist by T. Jones),47,41
133,2,8:04.0,T. Johnson misses 2-pt layup from 2 ft,,47,41
134,2,8:03.0,Offensive rebound by W. Reed,,47,41
135,2,8:03.0,W. Reed makes 2-pt dunk at rim,,49,41
136,2,7:50.0,,T. Jones makes 2-pt jump shot from 21 ft,49,43
137,2,7:34.0,D. Waiters misses 2-pt jump shot from 16 ft,,49,43
138,2,7:33.0,,Defensive rebound by N. Bjelica,49,43
139,2,7:19.0,,T. Jones makes 2-pt jump shot from 7 ft,49,45
140,2,7:10.0,Miami full timeout,,49,45
141,2,7:10.0,,R. Rubio enters the game for N. Bjelica,49,45
142,2,7:10.0,J. Johnson enters the game for L. Babbitt,,49,45
143,2,7:10.0,H. Whiteside enters the game for W. Reed,,49,45
144,2,6:59.0,Turnover by J. Johnson (bad pass; steal by T. Jones),,49,45
145,2,6:54.0,,S. Muhammad misses 2-pt layup from 1 ft (block by D. Waiters),49,45
146,2,6:53.0,,Offensive rebound by Team,49,45
147,2,6:44.0,,Offensive foul by S. Muhammad (drawn by D. Waiters),49,45
148,2,6:44.0,,Turnover by S. Muhammad (offensive foul),49,45
149,2,6:44.0,G. Dragić enters the game for T. Johnson,,49,45
150,2,6:44.0,,K. Towns enters the game for C. Aldrich,49,45
151,2,6:34.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Johnson),,52,45
152,2,6:14.0,,S. Muhammad misses 2-pt jump shot from 9 ft,52,45
153,2,6:13.0,Defensive rebound by H. Whiteside,,52,45
154,2,6:07.0,D. Waiters makes 2-pt layup from 2 ft,,54,45
155,2,5:44.0,,T. Jones misses 3-pt jump shot from 27 ft,54,45
156,2,5:44.0,Defensive rebound by Team,,54,45
157,2,5:44.0,,A. Wiggins enters the game for S. Muhammad,54,45
158,2,5:33.0,G. Dragić misses 2-pt layup from 2 ft,,54,45
159,2,5:31.0,,Defensive rebound by K. Towns,54,45
160,2,5:23.0,,Shooting foul by G. Dragić (drawn by A. Wiggins),54,45
161,2,5:23.0,,A. Wiggins makes free throw 1 of 2,54,46
162,2,5:23.0,R. McGruder enters the game for D. Waiters,,54,46
163,2,5:23.0,,A. Wiggins makes free throw 2 of 2,54,47
164,2,5:02.0,W. Ellington misses 2-pt jump shot from 22 ft,,54,47
165,2,5:01.0,Offensive rebound by H. Whiteside,,54,47
166,2,4:59.0,H. Whiteside misses 2-pt jump shot from 4 ft,,54,47
167,2,4:58.0,,Defensive rebound by A. Wiggins,54,47
168,2,4:47.0,,Shooting foul by H. Whiteside (drawn by K. Towns),54,47
169,2,4:47.0,,K. Towns makes free throw 1 of 2,54,48
170,2,4:47.0,,K. Towns misses free throw 2 of 2,54,48
171,2,4:47.0,Defensive rebound by H. Whiteside,,54,48
172,2,4:34.0,Personal foul by T. Jones (drawn by J. Johnson),,54,48
173,2,4:25.0,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,56,48
174,2,4:07.0,,R. Rubio makes 2-pt jump shot from 19 ft,56,50
175,2,3:46.0,Turnover by H. Whiteside (lost ball; steal by R. Rubio),,56,50
176,2,3:39.0,,Turnover by R. Rubio (bad pass; steal by G. Dragić),56,50
177,2,3:35.0,R. McGruder misses 2-pt layup from 1 ft,,56,50
178,2,3:34.0,Offensive rebound by G. Dragić,,56,50
179,2,3:33.0,G. Dragić makes 2-pt layup from 1 ft,,58,50
180,2,3:13.0,,R. Rubio misses 2-pt jump shot from 15 ft,58,50
181,2,3:12.0,,Offensive rebound by A. Wiggins,58,50
182,2,3:07.0,,A. Wiggins misses 3-pt jump shot from 25 ft,58,50
183,2,3:06.0,Defensive rebound by W. Ellington,,58,50
184,2,2:57.0,Turnover by G. Dragić (lost ball),,58,50
185,2,2:57.0,,Minnesota full timeout,58,50
186,2,2:46.0,,A. Wiggins makes 2-pt layup from 2 ft,58,52
187,2,2:29.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by G. Dragić),,61,52
188,2,2:13.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),61,55
189,2,1:53.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,63,55
190,2,1:38.0,,A. Wiggins misses 3-pt jump shot from 24 ft,63,55
191,2,1:36.0,Defensive rebound by G. Dragić,,63,55
192,2,1:29.0,G. Dragić makes 2-pt jump shot from 17 ft,,65,55
193,2,1:07.0,,A. Wiggins misses 2-pt jump shot from 20 ft,65,55
194,2,1:06.0,Defensive rebound by W. Ellington,,65,55
195,2,1:01.0,R. McGruder makes 3-pt jump shot from 23 ft (assist by J. Johnson),,68,55
196,2,0:46.0,,K. Towns misses 2-pt hook shot from 6 ft,68,55
197,2,0:45.0,Defensive rebound by J. Johnson,,68,55
198,2,0:30.0,Turnover by G. Dragić (bad pass; steal by T. Jones),,68,55
199,2,0:26.0,,K. Towns makes 2-pt layup at rim (assist by B. Rush),68,57
200,2,0:19.0,Miami full timeout,,68,57
201,2,0:19.0,D. Waiters enters the game for J. Johnson,,68,57
202,2,0:06.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),,71,57
203,2,0:01.0,,A. Wiggins misses 2-pt jump shot from 4 ft (block by D. Waiters),71,57
204,2,0:00.0,,Offensive rebound by Team,71,57
205,3,11:49.0,L. Babbitt misses 2-pt jump shot from 14 ft,,71,57
206,3,11:47.0,,Defensive rebound by B. Rush,71,57
207,3,11:30.0,,A. Wiggins makes 2-pt jump shot from 14 ft,71,59
208,3,11:14.0,G. Dragić makes 2-pt layup from 2 ft (assist by H. Whiteside),,73,59
209,3,10:57.0,,A. Wiggins makes 2-pt jump shot from 15 ft,73,61
210,3,10:39.0,D. Waiters misses 2-pt jump shot from 17 ft,,73,61
211,3,10:38.0,Offensive rebound by R. McGruder,,73,61
212,3,10:29.0,H. Whiteside misses 2-pt layup from 1 ft,,73,61
213,3,10:28.0,,Defensive rebound by K. Towns,73,61
214,3,10:09.0,,A. Wiggins makes 2-pt jump shot from 17 ft (assist by R. Rubio),73,63
215,3,9:56.0,R. McGruder misses 3-pt jump shot from 25 ft,,73,63
216,3,9:55.0,,Defensive rebound by R. Rubio,73,63
217,3,9:44.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by R. Rubio),73,65
218,3,9:27.0,L. Babbitt misses 3-pt jump shot from 25 ft,,73,65
219,3,9:26.0,,Defensive rebound by B. Rush,73,65
220,3,9:17.0,,Shooting foul by H. Whiteside (drawn by K. Towns),73,65
221,3,9:17.0,,K. Towns misses free throw 1 of 2,73,65
222,3,9:17.0,,Offensive rebound by Team,73,65
223,3,9:17.0,,K. Towns makes free throw 2 of 2,73,66
224,3,9:05.0,Turnover by D. Waiters (lost ball; steal by R. Rubio),,73,66
225,3,9:02.0,,Personal foul by L. Babbitt (drawn by R. Rubio),73,66
226,3,8:54.0,,Shooting foul by G. Dragić (drawn by R. Rubio),73,66
227,3,8:54.0,,R. Rubio makes free throw 1 of 2,73,67
228,3,8:54.0,,R. Rubio makes free throw 2 of 2,73,68
229,3,8:37.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by R. McGruder),,76,68
230,3,8:17.0,,A. Wiggins makes 2-pt jump shot from 13 ft (assist by R. Rubio),76,70
231,3,8:06.0,L. Babbitt misses 3-pt jump shot from 26 ft,,76,70
232,3,8:05.0,,Defensive rebound by G. Dieng,76,70
233,3,7:55.0,,Turnover by A. Wiggins (lost ball; steal by D. Waiters),76,70
234,3,7:49.0,G. Dragić misses 2-pt jump shot from 18 ft (block by K. Towns),,76,70
235,3,7:48.0,,Defensive rebound by K. Towns,76,70
236,3,7:28.0,,B. Rush misses 3-pt jump shot from 25 ft,76,70
237,3,7:27.0,Defensive rebound by H. Whiteside,,76,70
238,3,7:10.0,G. Dragić makes 2-pt jump shot from 15 ft,,78,70
239,3,6:48.0,,R. Rubio misses 3-pt jump shot from 24 ft,78,70
240,3,6:47.0,,Offensive rebound by K. Towns,78,70
241,3,6:44.0,,Turnover by K. Towns (lost ball; steal by R. McGruder),78,70
242,3,6:25.0,J. Johnson enters the game for L. Babbitt,,78,70
243,3,6:22.0,D. Waiters misses 2-pt jump shot from 18 ft,,78,70
244,3,6:21.0,,Defensive rebound by G. Dieng,78,70
245,3,6:16.0,,Shooting foul by G. Dragić (drawn by R. Rubio),78,70
246,3,6:16.0,,R. Rubio makes free throw 1 of 2,78,71
247,3,6:16.0,,R. Rubio makes free throw 2 of 2,78,72
248,3,6:06.0,Turnover by J. Johnson (bad pass; steal by B. Rush),,78,72
249,3,6:00.0,,Turnover by B. Rush (lost ball),78,72
250,3,5:47.0,H. Whiteside makes 2-pt dunk at rim (assist by R. McGruder),,80,72
251,3,5:47.0,Shooting foul by K. Towns (drawn by H. Whiteside),,80,72
252,3,5:47.0,,Minnesota full timeout,80,72
253,3,5:47.0,T. Johnson enters the game for G. Dragić,,80,72
254,3,5:47.0,H. Whiteside makes free throw 1 of 1,,81,72
255,3,5:39.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by R. Rubio),81,74
256,3,5:22.0,Offensive foul by J. Johnson (drawn by R. Rubio),,81,74
257,3,5:22.0,Turnover by J. Johnson (offensive foul),,81,74
258,3,5:22.0,,T. Jones enters the game for R. Rubio,81,74
259,3,5:11.0,,A. Wiggins misses 2-pt jump shot from 19 ft,81,74
260,3,5:10.0,Defensive rebound by D. Waiters,,81,74
261,3,5:02.0,Shooting foul by T. Jones (drawn by T. Johnson),,81,74
262,3,5:02.0,T. Johnson makes free throw 1 of 2,,82,74
263,3,5:02.0,T. Johnson misses free throw 2 of 2,,82,74
264,3,5:00.0,Offensive rebound by Team,,82,74
265,3,4:56.0,Shooting foul by G. Dieng (drawn by D. Waiters),,82,74
266,3,4:56.0,D. Waiters makes free throw 1 of 2,,83,74
267,3,4:56.0,D. Waiters makes free throw 2 of 2,,84,74
268,3,4:34.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by T. Jones),84,77
269,3,4:33.0,Miami full timeout,,84,77
270,3,4:23.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Waiters),,86,77
271,3,3:59.0,,K. Towns misses 2-pt jump shot from 4 ft,86,77
272,3,3:57.0,Defensive rebound by H. Whiteside,,86,77
273,3,3:44.0,Turnover by H. Whiteside (lost ball; steal by G. Dieng),,86,77
274,3,3:37.0,,G. Dieng makes 2-pt dunk at rim (assist by T. Jones),86,79
275,3,3:17.0,D. Waiters misses 3-pt jump shot from 26 ft,,86,79
276,3,3:15.0,,Defensive rebound by G. Dieng,86,79
277,3,2:59.0,,T. Jones misses 2-pt jump shot from 20 ft,86,79
278,3,2:58.0,Defensive rebound by H. Whiteside,,86,79
279,3,2:48.0,D. Waiters makes 2-pt layup from 2 ft,,88,79
280,3,2:27.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Jones),88,82
281,3,2:10.0,J. Johnson misses 2-pt layup from 2 ft,,88,82
282,3,2:09.0,Offensive rebound by T. Johnson,,88,82
283,3,2:03.0,J. Johnson misses 2-pt layup from 1 ft,,88,82
284,3,2:02.0,,Defensive rebound by G. Dieng,88,82
285,3,1:50.0,,K. Towns makes 2-pt hook shot from 2 ft (assist by T. Jones),88,84
286,3,1:32.0,T. Johnson makes 2-pt jump shot from 21 ft,,90,84
287,3,1:12.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),90,86
288,3,1:00.0,Turnover by J. Johnson (lost ball),,90,86
289,3,1:00.0,W. Ellington enters the game for R. McGruder,,90,86
290,3,1:00.0,W. Reed enters the game for H. Whiteside,,90,86
291,3,1:00.0,,N. Bjelica enters the game for G. Dieng,90,86
292,3,0:45.0,,K. Towns misses 2-pt jump shot from 6 ft,90,86
293,3,0:44.0,Defensive rebound by W. Reed,,90,86
294,3,0:37.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Waiters),,93,86
295,3,0:20.0,,A. Wiggins misses 2-pt jump shot from 21 ft,93,86
296,3,0:19.0,,Offensive rebound by N. Bjelica,93,86
297,3,0:04.0,,A. Wiggins makes 2-pt jump shot from 19 ft,93,88
298,3,0:01.0,J. Johnson misses 3-pt jump shot from 25 ft,,93,88
299,3,0:00.0,Offensive rebound by Team,,93,88
300,4,11:37.0,,G. Dieng misses 2-pt jump shot from 20 ft,93,88
301,4,11:36.0,,Offensive rebound by Team,93,88
302,4,11:36.0,,Turnover by Team (shot clock),93,88
303,4,11:23.0,T. Johnson misses 3-pt jump shot from 24 ft,,93,88
304,4,11:22.0,,Defensive rebound by S. Muhammad,93,88
305,4,11:09.0,,R. Rubio makes 2-pt layup from 1 ft,93,90
306,4,10:50.0,D. Waiters misses 2-pt jump shot from 19 ft,,93,90
307,4,10:49.0,,Defensive rebound by S. Muhammad,93,90
308,4,10:38.0,,R. Rubio makes 2-pt jump shot from 20 ft,93,92
309,4,10:15.0,Turnover by W. Reed (bad pass; steal by N. Bjelica),,93,92
310,4,10:13.0,,Turnover by N. Bjelica (bad pass),93,92
311,4,10:13.0,G. Dragić enters the game for W. Ellington,,93,92
312,4,10:13.0,R. McGruder enters the game for D. Waiters,,93,92
313,4,9:53.0,G. Dragić makes 3-pt jump shot from 25 ft,,96,92
314,4,9:36.0,,S. Muhammad misses 2-pt dunk at rim (block by W. Reed),96,92
315,4,9:35.0,Defensive rebound by J. Johnson,,96,92
316,4,9:22.0,G. Dragić misses 3-pt jump shot from 25 ft,,96,92
317,4,9:20.0,Offensive rebound by W. Reed,,96,92
318,4,9:18.0,W. Reed misses 2-pt layup from 1 ft,,96,92
319,4,9:17.0,,Defensive rebound by G. Dieng,96,92
320,4,9:09.0,,T. Jones misses 2-pt jump shot from 5 ft,96,92
321,4,9:07.0,Defensive rebound by T. Johnson,,96,92
322,4,8:56.0,T. Johnson misses 2-pt jump shot from 5 ft,,96,92
323,4,8:55.0,,Defensive rebound by R. Rubio,96,92
324,4,8:48.0,,R. Rubio misses 2-pt jump shot from 16 ft,96,92
325,4,8:45.0,Defensive rebound by Team,,96,92
326,4,8:45.0,Miami full timeout,,96,92
327,4,8:26.0,Turnover by G. Dragić (bad pass; steal by N. Bjelica),,96,92
328,4,8:15.0,,S. Muhammad misses 2-pt layup from 1 ft,96,92
329,4,8:14.0,,Offensive rebound by Team,96,92
330,4,7:59.0,,Shooting foul by G. Dragić (drawn by T. Jones),96,92
331,4,7:59.0,,T. Jones misses free throw 1 of 2,96,92
332,4,7:59.0,,Offensive rebound by Team,96,92
333,4,7:59.0,,T. Jones makes free throw 2 of 2,96,93
334,4,7:43.0,J. Johnson makes 2-pt jump shot from 17 ft,,98,93
335,4,7:15.0,,G. Dieng makes 2-pt jump shot from 5 ft (assist by R. Rubio),98,95
336,4,7:04.0,W. Reed makes 2-pt dunk at rim (assist by J. Johnson),,100,95
337,4,7:04.0,Shooting foul by N. Bjelica (drawn by W. Reed),,100,95
338,4,7:04.0,,K. Towns enters the game for G. Dieng,100,95
339,4,7:04.0,,A. Wiggins enters the game for N. Bjelica,100,95
340,4,7:04.0,W. Reed makes free throw 1 of 1,,101,95
341,4,6:47.0,,K. Towns makes 2-pt jump shot from 14 ft (assist by R. Rubio),101,97
342,4,6:32.0,W. Reed misses 2-pt dunk at rim,,101,97
343,4,6:31.0,,Defensive rebound by R. Rubio,101,97
344,4,6:27.0,,Personal block foul by T. Johnson (drawn by A. Wiggins),101,97
345,4,6:27.0,H. Whiteside enters the game for W. Reed,,101,97
346,4,6:17.0,,K. Towns makes 2-pt jump shot from 5 ft,101,99
347,4,5:58.0,H. Whiteside misses 2-pt jump shot from 5 ft,,101,99
348,4,5:57.0,,Defensive rebound by T. Jones,101,99
349,4,5:34.0,,K. Towns misses 2-pt layup from 1 ft (block by J. Johnson),101,99
350,4,5:33.0,Defensive rebound by J. Johnson,,101,99
351,4,5:29.0,T. Johnson makes 2-pt dunk at rim (assist by J. Johnson),,103,99
352,4,5:29.0,,Minnesota full timeout,103,99
353,4,5:16.0,,Shooting foul by T. Johnson (drawn by K. Towns),103,99
354,4,5:16.0,,K. Towns makes free throw 1 of 2,103,100
355,4,5:16.0,,K. Towns makes free throw 2 of 2,103,101
356,4,4:53.0,T. Johnson misses 3-pt jump shot from 23 ft,,103,101
357,4,4:52.0,Offensive rebound by Team,,103,101
358,4,4:52.0,,Loose ball foul by K. Towns (drawn by H. Whiteside),103,101
359,4,4:35.0,G. Dragić misses 3-pt jump shot from 26 ft,,103,101
360,4,4:33.0,Offensive rebound by Team,,103,101
361,4,4:33.0,D. Waiters enters the game for T. Johnson,,103,101
362,4,4:33.0,,Violation by Team (jump ball),103,101
363,4,4:25.0,G. Dragić makes 2-pt jump shot from 18 ft,,105,101
364,4,4:09.0,,A. Wiggins makes 2-pt layup from 1 ft,105,103
365,4,3:46.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),,108,103
366,4,3:31.0,,A. Wiggins misses 2-pt jump shot from 18 ft,108,103
367,4,3:30.0,,Offensive rebound by K. Towns,108,103
368,4,3:24.0,,S. Muhammad makes 2-pt jump shot from 7 ft (assist by T. Jones),108,105
369,4,2:57.0,D. Waiters misses 3-pt jump shot from 28 ft,,108,105
370,4,2:56.0,Offensive rebound by R. McGruder,,108,105
371,4,2:54.0,R. McGruder makes 2-pt layup from 2 ft,,110,105
372,4,2:39.0,,Personal foul by J. Johnson (drawn by A. Wiggins),110,105
373,4,2:39.0,Miami full timeout,,110,105
374,4,2:32.0,,A. Wiggins misses 2-pt jump shot from 18 ft,110,105
375,4,2:31.0,Defensive rebound by H. Whiteside,,110,105
376,4,2:11.0,R. McGruder makes 2-pt jump shot from 7 ft (assist by G. Dragić),,112,105
377,4,1:59.0,,Shooting foul by D. Waiters (drawn by R. Rubio),112,105
378,4,1:59.0,,R. Rubio makes free throw 1 of 2,112,106
379,4,1:59.0,,R. Rubio makes free throw 2 of 2,112,107
