,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DETROIT_ACTION,GOLDEN STATE_SCORE,DETROIT_SCORE
258,3,6:59.0,,Defensive rebound by A. Drummond,67,69
259,3,6:51.0,,Turnover by T. Harris (lost ball),67,69
260,3,6:39.0,K. Durant makes 2-pt layup at rim (assist by D. Green),,69,69
261,3,6:39.0,,Detroit full timeout,69,69
262,3,6:18.0,,Shooting foul by D. Green (drawn by A. Drummond),69,69
263,3,6:18.0,,A. Drummond misses free throw 1 of 2,69,69
264,3,6:18.0,,Offensive rebound by Team,69,69
265,3,6:18.0,,A. Drummond makes free throw 2 of 2,69,70
266,3,6:02.0,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),,71,70
267,3,5:53.0,Violation by Team (jump ball),,71,70
268,3,5:53.0,,Shooting foul by K. Durant (drawn by K. Caldwell-Pope),71,70
269,3,5:53.0,,K. Caldwell-Pope makes free throw 1 of 2,71,71
270,3,5:53.0,,K. Caldwell-Pope makes free throw 2 of 2,71,72
271,3,5:46.0,K. Durant makes 2-pt jump shot from 15 ft (assist by D. Green),,73,72
272,3,5:46.0,Shooting foul by J. Leuer (drawn by K. Durant),,73,72
273,3,5:46.0,K. Durant makes free throw 1 of 1,,74,72
274,3,5:36.0,,Turnover by A. Drummond (bad pass; steal by Z. Pachulia),74,72
275,3,5:36.0,Personal foul by R. Jackson (drawn by D. Green),,74,72
276,3,5:36.0,J. McGee enters the game for Z. Pachulia,,74,72
277,3,5:20.0,Shooting foul by K. Caldwell-Pope (drawn by J. McGee),,74,72
278,3,5:20.0,J. McGee makes free throw 1 of 2,,75,72
279,3,5:20.0,J. McGee makes free throw 2 of 2,,76,72
280,3,5:05.0,,R. Jackson makes 2-pt jump shot from 16 ft,76,74
281,3,4:52.0,K. Thompson misses 3-pt jump shot from 23 ft,,76,74
282,3,4:52.0,,Defensive rebound by T. Harris,76,74
283,3,4:45.0,,Shooting foul by J. McGee (drawn by A. Drummond),76,74
284,3,4:45.0,,A. Drummond makes free throw 1 of 2,76,75
285,3,4:45.0,,A. Drummond misses free throw 2 of 2,76,75
286,3,4:45.0,A. Iguodala enters the game for K. Durant,,76,75
287,3,4:44.0,Defensive rebound by J. McGee,,76,75
288,3,4:33.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,78,75
289,3,4:28.0,,Detroit full timeout,78,75
290,3,4:16.0,,J. Leuer misses 2-pt jump shot from 16 ft,78,75
291,3,4:15.0,Defensive rebound by S. Curry,,78,75
292,3,4:07.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,80,75
293,3,4:07.0,Shooting foul by A. Drummond (drawn by J. McGee),,80,75
294,3,4:07.0,,A. Baynes enters the game for A. Drummond,80,75
295,3,4:07.0,J. McGee makes free throw 1 of 1,,81,75
296,3,3:56.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Jackson),81,78
297,3,3:34.0,S. Curry misses 3-pt jump shot from 26 ft,,81,78
298,3,3:34.0,,Defensive rebound by R. Jackson,81,78
299,3,3:26.0,,Turnover by R. Jackson (bad pass; steal by D. Green),81,78
300,3,3:14.0,J. McGee makes 2-pt dunk at rim (assist by A. Iguodala),,83,78
301,3,2:54.0,,R. Jackson misses 2-pt jump shot from 5 ft (block by J. McGee),83,78
302,3,2:54.0,,Offensive rebound by Team,83,78
303,3,2:54.0,Golden State full timeout,,83,78
304,3,2:54.0,,I. Smith enters the game for R. Jackson,83,78
305,3,2:54.0,I. Clark enters the game for K. Thompson,,83,78
306,3,2:43.0,,T. Harris misses 2-pt jump shot from 20 ft,83,78
307,3,2:43.0,Defensive rebound by I. Clark,,83,78
308,3,2:27.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,86,78
309,3,2:11.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),86,81
310,3,1:54.0,Offensive foul by J. McGee (drawn by A. Baynes),,86,81
311,3,1:54.0,Turnover by J. McGee (offensive foul),,86,81
312,3,1:42.0,,Shooting foul by J. McGee (drawn by K. Caldwell-Pope),86,81
313,3,1:42.0,,K. Caldwell-Pope makes free throw 1 of 2,86,82
314,3,1:42.0,,K. Caldwell-Pope misses free throw 2 of 2,86,82
315,3,1:42.0,Defensive rebound by D. West,,86,82
316,3,1:42.0,D. West enters the game for J. McGee,,86,82
317,3,1:42.0,,S. Johnson enters the game for J. Leuer,86,82
318,3,1:21.0,S. Curry misses 2-pt jump shot from 17 ft,,86,82
319,3,1:21.0,,Defensive rebound by S. Johnson,86,82
320,3,1:06.0,,S. Johnson misses 2-pt jump shot from 14 ft,86,82
321,3,1:06.0,Defensive rebound by D. Green,,86,82
322,3,1:01.0,Personal foul by T. Harris (drawn by D. Green),,86,82
323,3,1:01.0,D. Green makes free throw 1 of 2,,87,82
324,3,1:01.0,D. Green makes free throw 2 of 2,,88,82
325,3,0:39.0,,Turnover by I. Smith (bad pass; steal by D. West),88,82
326,3,0:35.0,Turnover by S. Curry (lost ball; steal by I. Smith),,88,82
327,3,0:31.0,,T. Harris makes 2-pt dunk at rim (assist by A. Baynes),88,84
328,3,0:10.0,Turnover by D. Green (traveling),,88,84
329,3,0:10.0,K. Durant enters the game for I. Clark,,88,84
330,3,0:02.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,88,84
331,3,0:00.0,,Offensive rebound by Team,88,84
332,4,11:46.0,,Shooting foul by D. West (drawn by T. Harris),88,84
333,4,11:46.0,,T. Harris makes free throw 1 of 2,88,85
334,4,11:46.0,,T. Harris makes free throw 2 of 2,88,86
335,4,11:37.0,Turnover by K. Thompson (bad pass; steal by S. Johnson),,88,86
336,4,11:35.0,,Shooting foul by K. Durant (drawn by S. Johnson),88,86
337,4,11:35.0,,S. Johnson misses free throw 1 of 2,88,86
338,4,11:35.0,,Offensive rebound by Team,88,86
339,4,11:35.0,,S. Johnson makes free throw 2 of 2,88,87
340,4,11:23.0,Personal foul by S. Johnson (drawn by K. Durant),,88,87
341,4,11:15.0,S. Livingston makes 2-pt layup from 1 ft (assist by D. West),,90,87
342,4,10:56.0,,K. Caldwell-Pope makes 2-pt layup at rim,90,89
343,4,10:47.0,Turnover by K. Durant (step out of bounds),,90,89
344,4,10:21.0,,I. Smith misses 2-pt jump shot from 16 ft,90,89
345,4,10:21.0,,Offensive rebound by A. Baynes,90,89
346,4,10:18.0,,A. Baynes makes 2-pt layup from 1 ft,90,91
347,4,10:07.0,S. Livingston misses 2-pt jump shot from 11 ft,,90,91
348,4,10:06.0,,Defensive rebound by T. Harris,90,91
349,4,10:04.0,,Turnover by I. Smith (lost ball; steal by S. Livingston),90,91
350,4,10:04.0,Personal foul by I. Smith (drawn by K. Durant),,90,91
351,4,9:51.0,K. Thompson misses 3-pt jump shot from 24 ft,,90,91
352,4,9:51.0,,Defensive rebound by T. Harris,90,91
353,4,9:42.0,,A. Baynes makes 2-pt layup from 1 ft (assist by I. Smith),90,93
354,4,9:42.0,Golden State full timeout,,90,93
355,4,9:30.0,Turnover by A. Iguodala (bad pass; steal by S. Johnson),,90,93
356,4,9:24.0,,T. Harris makes 2-pt dunk at rim (assist by S. Johnson),90,95
357,4,9:01.0,D. West makes 2-pt jump shot from 18 ft (assist by S. Livingston),,92,95
358,4,8:35.0,,Turnover by Team (shot clock),92,95
359,4,8:35.0,I. Clark enters the game for A. Iguodala,,92,95
360,4,8:20.0,K. Durant makes 2-pt jump shot from 10 ft (assist by I. Clark),,94,95
361,4,8:05.0,,T. Harris misses 3-pt jump shot from 26 ft,94,95
362,4,8:05.0,Defensive rebound by Team,,94,95
363,4,8:05.0,,M. Morris enters the game for T. Harris,94,95
364,4,7:50.0,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Livingston),,96,95
365,4,7:35.0,,M. Morris misses 2-pt jump shot from 18 ft,96,95
366,4,7:35.0,,Offensive rebound by K. Caldwell-Pope,96,95
367,4,7:24.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,96,95
368,4,7:24.0,Defensive rebound by K. Durant,,96,95
369,4,7:19.0,Turnover by K. Durant (bad pass; steal by M. Morris),,96,95
370,4,7:14.0,,Shooting foul by K. Durant (drawn by S. Johnson),96,95
371,4,7:14.0,,S. Johnson makes free throw 1 of 2,96,96
372,4,7:14.0,,S. Johnson misses free throw 2 of 2,96,96
373,4,7:14.0,D. Green enters the game for K. Durant,,96,96
374,4,7:14.0,,J. Leuer enters the game for K. Caldwell-Pope,96,96
375,4,7:12.0,Defensive rebound by S. Livingston,,96,96
376,4,6:56.0,D. West makes 2-pt jump shot from 17 ft (assist by K. Thompson),,98,96
377,4,6:39.0,,I. Smith makes 3-pt jump shot from 25 ft,98,99
378,4,6:24.0,I. Clark makes 2-pt layup from 1 ft (assist by D. West),,100,99
379,4,6:03.0,,M. Morris misses 2-pt jump shot from 16 ft,100,99
380,4,6:03.0,,Offensive rebound by A. Baynes,100,99
381,4,5:59.0,,A. Baynes misses 2-pt layup from 1 ft,100,99
382,4,5:58.0,Defensive rebound by D. Green,,100,99
383,4,5:50.0,I. Clark makes 2-pt layup at rim (assist by D. West),,102,99
384,4,5:29.0,,S. Johnson misses 3-pt jump shot from 25 ft,102,99
385,4,5:28.0,Defensive rebound by D. Green,,102,99
