,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
129,2,7:23.0,A. Wiggins misses 2-pt jump shot from 6 ft (block by J. Johnson),,31,42
130,2,7:22.0,,Defensive rebound by J. Richardson,31,42
131,2,7:16.0,,W. Reed makes 2-pt dunk at rim (assist by J. Johnson),31,44
132,2,6:49.0,A. Wiggins misses 2-pt jump shot from 19 ft,,31,44
133,2,6:48.0,Offensive rebound by K. Towns,,31,44
134,2,6:43.0,K. Towns makes 2-pt layup at rim,,33,44
135,2,6:28.0,,T. Johnson makes 2-pt layup from 1 ft (assist by J. Johnson),33,46
136,2,6:11.0,K. Towns makes 3-pt jump shot from 25 ft (assist by S. Muhammad),,36,46
137,2,5:55.0,,J. Richardson misses 2-pt jump shot from 22 ft,36,46
138,2,5:54.0,Defensive rebound by K. Towns,,36,46
139,2,5:34.0,G. Dieng misses 2-pt jump shot from 15 ft,,36,46
140,2,5:33.0,,Defensive rebound by J. Johnson,36,46
141,2,5:30.0,,Personal foul by R. Rubio (drawn by J. Richardson),36,46
142,2,5:30.0,Official timeout,,36,46
143,2,5:30.0,,L. Babbitt enters the game for T. Johnson,36,46
144,2,5:30.0,,G. Dragić enters the game for J. Johnson,36,46
145,2,5:30.0,,H. Whiteside enters the game for W. Reed,36,46
146,2,5:21.0,,W. Ellington misses 3-pt jump shot from 24 ft,36,46
147,2,5:20.0,Defensive rebound by K. Towns,,36,46
148,2,5:07.0,R. Rubio makes 2-pt jump shot from 19 ft,,38,46
149,2,4:48.0,,W. Ellington misses 3-pt jump shot from 25 ft,38,46
150,2,4:47.0,,Offensive rebound by G. Dragić,38,46
151,2,4:29.0,,G. Dragić makes 2-pt jump shot from 4 ft,38,48
152,2,4:10.0,R. Rubio makes 2-pt layup from 2 ft,,40,48
153,2,3:57.0,,Personal foul by S. Muhammad (drawn by J. Richardson),40,48
154,2,3:57.0,,D. Waiters enters the game for W. Ellington,40,48
155,2,3:44.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by G. Dragić),40,51
156,2,3:24.0,K. Towns makes 2-pt dunk at rim (assist by G. Dieng),,42,51
157,2,3:07.0,,Shooting foul by A. Wiggins (drawn by D. Waiters),42,51
158,2,3:07.0,,Miami full timeout,42,51
159,2,3:07.0,,W. Reed misses free throw 1 of 2,42,51
160,2,3:07.0,,Offensive rebound by Team,42,51
161,2,3:07.0,,W. Reed enters the game for D. Waiters,42,51
162,2,3:07.0,,W. Reed makes free throw 2 of 2,42,52
163,2,3:06.0,Personal foul by J. Richardson (drawn by R. Rubio),,42,52
164,2,3:06.0,,T. Johnson enters the game for W. Reed,42,52
165,2,2:53.0,R. Rubio makes 2-pt jump shot from 13 ft (assist by S. Muhammad),,44,52
166,2,2:53.0,Shooting foul by G. Dragić (drawn by R. Rubio),,44,52
167,2,2:53.0,R. Rubio makes free throw 1 of 1,,45,52
168,2,2:30.0,,T. Johnson makes 2-pt layup from 1 ft,45,54
169,2,2:11.0,A. Wiggins misses 2-pt jump shot from 6 ft (block by J. Richardson),,45,54
170,2,2:10.0,,Defensive rebound by H. Whiteside,45,54
171,2,2:00.0,,J. Johnson enters the game for L. Babbitt,45,54
172,2,1:48.0,,Turnover by T. Johnson (lost ball; steal by R. Rubio),45,54
173,2,1:42.0,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),,47,54
174,2,1:31.0,,Shooting foul by R. Rubio (drawn by G. Dragić),47,54
175,2,1:31.0,,G. Dragić makes free throw 1 of 3,47,55
176,2,1:31.0,,G. Dragić makes free throw 2 of 3,47,56
177,2,1:31.0,T. Jones enters the game for R. Rubio,,47,56
178,2,1:31.0,,G. Dragić makes free throw 3 of 3,47,57
179,2,1:20.0,S. Muhammad makes 2-pt dunk at rim,,49,57
180,2,1:10.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),49,59
181,2,0:52.0,K. Towns misses 3-pt jump shot from 24 ft,,49,59
182,2,0:51.0,,Defensive rebound by H. Whiteside,49,59
183,2,0:36.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),49,61
184,2,0:19.0,A. Wiggins misses 2-pt jump shot from 17 ft,,49,61
185,2,0:18.0,,Defensive rebound by G. Dragić,49,61
186,2,0:01.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),49,64
187,2,0:00.0,T. Jones misses 3-pt jump shot from 45 ft,,49,64
188,2,0:00.0,Offensive rebound by Team,,49,64
189,3,11:46.0,K. Towns misses 2-pt hook shot from 5 ft,,49,64
190,3,11:45.0,Offensive rebound by K. Towns,,49,64
191,3,11:42.0,K. Towns makes 2-pt hook shot from 6 ft,,51,64
192,3,11:31.0,,Turnover by G. Dragić (offensive foul),51,64
193,3,11:31.0,,Offensive foul by G. Dragić (drawn by R. Rubio),51,64
194,3,11:17.0,A. Wiggins makes 2-pt layup from 2 ft,,53,64
195,3,10:55.0,,H. Whiteside makes 2-pt jump shot from 17 ft,53,66
196,3,10:39.0,K. Towns misses 2-pt jump shot from 10 ft,,53,66
197,3,10:38.0,,Defensive rebound by R. McGruder,53,66
198,3,10:31.0,,L. Babbitt misses 2-pt layup from 2 ft (block by G. Dieng),53,66
199,3,10:30.0,Defensive rebound by B. Rush,,53,66
200,3,10:22.0,R. Rubio misses 2-pt layup from 1 ft,,53,66
201,3,10:21.0,Offensive rebound by K. Towns,,53,66
202,3,10:19.0,K. Towns makes 2-pt layup at rim,,55,66
203,3,9:55.0,,R. McGruder misses 3-pt jump shot from 24 ft,55,66
204,3,9:54.0,Defensive rebound by G. Dieng,,55,66
205,3,9:35.0,R. Rubio makes 2-pt layup from 1 ft,,57,66
206,3,9:10.0,,Turnover by H. Whiteside (3 sec),57,66
207,3,8:49.0,R. Rubio makes 2-pt jump shot from 22 ft (assist by G. Dieng),,59,66
208,3,8:36.0,,G. Dragić misses 3-pt jump shot from 25 ft,59,66
209,3,8:35.0,Defensive rebound by G. Dieng,,59,66
210,3,8:28.0,Offensive foul by K. Towns (drawn by L. Babbitt),,59,66
211,3,8:28.0,Turnover by K. Towns (offensive foul),,59,66
212,3,8:13.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by G. Dragić),59,68
213,3,8:01.0,Offensive foul by K. Towns (drawn by L. Babbitt),,59,68
214,3,8:01.0,Turnover by K. Towns (offensive foul),,59,68
215,3,7:47.0,,W. Ellington misses 3-pt jump shot from 25 ft,59,68
216,3,7:46.0,,Offensive rebound by R. McGruder,59,68
217,3,7:41.0,,W. Ellington makes 2-pt layup from 2 ft (assist by G. Dragić),59,70
218,3,7:26.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,61,70
219,3,6:58.0,,R. McGruder misses 2-pt jump shot from 7 ft,61,70
220,3,6:57.0,Defensive rebound by A. Wiggins,,61,70
221,3,6:51.0,A. Wiggins makes 2-pt layup from 2 ft,,63,70
222,3,6:39.0,,Turnover by L. Babbitt (lost ball),63,70
223,3,6:25.0,K. Towns makes 2-pt hook shot from 8 ft (assist by R. Rubio),,65,70
224,3,6:25.0,,Miami full timeout,65,70
225,3,6:25.0,,J. Richardson enters the game for L. Babbitt,65,70
226,3,6:25.0,,T. Johnson enters the game for G. Dragić,65,70
227,3,6:25.0,,J. Johnson enters the game for W. Ellington,65,70
228,3,6:11.0,,Turnover by T. Johnson (traveling),65,70
229,3,5:59.0,R. Rubio makes 2-pt jump shot from 20 ft,,67,70
230,3,5:46.0,,J. Johnson misses 2-pt jump shot from 18 ft,67,70
231,3,5:45.0,,Offensive rebound by Team,67,70
232,3,5:45.0,Loose ball foul by G. Dieng (drawn by H. Whiteside),,67,70
233,3,5:32.0,,R. McGruder misses 3-pt jump shot from 24 ft,67,70
234,3,5:31.0,,Offensive rebound by H. Whiteside,67,70
235,3,5:29.0,,H. Whiteside makes 2-pt dunk at rim,67,72
236,3,5:11.0,Shooting foul by H. Whiteside (drawn by A. Wiggins),,67,72
237,3,5:11.0,A. Wiggins makes free throw 1 of 2,,68,72
238,3,5:11.0,A. Wiggins makes free throw 2 of 2,,69,72
239,3,4:57.0,,J. Richardson misses 2-pt jump shot from 19 ft (block by B. Rush),69,72
240,3,4:55.0,,Offensive rebound by Team,69,72
241,3,4:49.0,,T. Johnson makes 2-pt jump shot from 21 ft (assist by J. Richardson),69,74
242,3,4:28.0,K. Towns makes 2-pt jump shot from 15 ft,,71,74
243,3,4:11.0,,Shooting foul by G. Dieng (drawn by T. Johnson),71,74
244,3,4:11.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Richardson),71,76
245,3,4:11.0,C. Aldrich enters the game for K. Towns,,71,74
246,3,4:11.0,,T. Johnson makes free throw 1 of 1,71,77
247,3,4:07.0,A. Wiggins misses 2-pt jump shot from 9 ft (block by J. Richardson),,71,77
248,3,4:06.0,,Defensive rebound by J. Richardson,71,77
249,3,4:00.0,,J. Richardson misses 2-pt jump shot from 10 ft,71,77
250,3,3:59.0,Defensive rebound by G. Dieng,,71,77
251,3,3:48.0,Personal foul by H. Whiteside (drawn by G. Dieng),,71,77
252,3,3:48.0,S. Muhammad enters the game for G. Dieng,,71,77
253,3,3:42.0,Offensive foul by R. Rubio (drawn by J. Richardson),,71,77
254,3,3:42.0,Turnover by R. Rubio (offensive foul),,71,77
255,3,3:42.0,K. Dunn enters the game for R. Rubio,,71,77
256,3,3:25.0,,R. McGruder misses 3-pt jump shot from 23 ft,71,77
257,3,3:23.0,,Offensive rebound by T. Johnson,71,77
258,3,3:22.0,,T. Johnson makes 2-pt layup from 1 ft,71,79
259,3,3:08.0,A. Wiggins misses 3-pt jump shot from 25 ft,,71,79
260,3,3:07.0,,Defensive rebound by H. Whiteside,71,79
261,3,2:52.0,,Turnover by T. Johnson (lost ball),71,79
262,3,2:52.0,Minnesota full timeout,,71,79
263,3,2:52.0,T. Jones enters the game for B. Rush,,71,79
264,3,2:52.0,,G. Dragić enters the game for R. McGruder,71,79
265,3,2:52.0,,W. Reed enters the game for H. Whiteside,71,79
266,3,2:43.0,Offensive foul by C. Aldrich (drawn by J. Richardson),,71,79
267,3,2:43.0,Turnover by C. Aldrich (offensive foul),,71,79
268,3,2:24.0,,Shooting foul by A. Wiggins (drawn by W. Reed),71,79
269,3,2:24.0,,W. Reed makes free throw 1 of 2,71,80
270,3,2:24.0,,W. Reed misses free throw 2 of 2,71,80
271,3,2:23.0,Defensive rebound by C. Aldrich,,71,80
272,3,2:16.0,A. Wiggins makes 2-pt layup from 2 ft,,73,80
273,3,2:02.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Johnson),73,83
274,3,1:48.0,A. Wiggins misses 2-pt jump shot from 5 ft,,73,83
275,3,1:47.0,Offensive rebound by A. Wiggins,,73,83
276,3,1:46.0,A. Wiggins makes 2-pt layup from 1 ft,,75,83
277,3,1:30.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),75,86
278,3,1:17.0,Shooting foul by W. Reed (drawn by A. Wiggins),,75,86
279,3,1:17.0,A. Wiggins makes free throw 1 of 2,,76,86
280,3,1:17.0,A. Wiggins makes free throw 2 of 2,,77,86
281,3,1:13.0,,Turnover by G. Dragić (lost ball; steal by K. Dunn),77,86
282,3,1:10.0,K. Dunn makes 2-pt layup at rim,,79,86
283,3,0:50.0,,Personal foul by T. Jones (drawn by J. Richardson),79,86
284,3,0:45.0,,T. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),79,88
285,3,0:32.0,A. Wiggins misses 2-pt jump shot from 13 ft (block by J. Richardson),,79,88
286,3,0:31.0,,Defensive rebound by W. Reed,79,88
287,3,0:23.0,,G. Dragić misses 2-pt jump shot from 13 ft,79,88
288,3,0:21.0,,Offensive rebound by W. Reed,79,88
289,3,0:17.0,,J. Richardson makes 2-pt hook shot from 5 ft (assist by T. Johnson),79,90
290,3,0:03.0,T. Jones makes 2-pt jump shot from 11 ft,,81,90
291,3,0:00.0,,G. Dragić misses 3-pt jump shot from 30 ft,81,90
292,3,0:00.0,,Offensive rebound by Team,81,90
293,4,11:44.0,,Turnover by G. Dragić (lost ball; steal by K. Dunn),81,90
294,4,11:40.0,Turnover by K. Dunn (lost ball; steal by J. Johnson),,81,90
295,4,11:35.0,,J. Richardson misses 2-pt layup from 2 ft,81,90
296,4,11:34.0,,Offensive rebound by J. Richardson,81,90
297,4,11:29.0,,J. Johnson misses 2-pt layup from 1 ft (block by B. Rush),81,90
298,4,11:28.0,,Offensive rebound by Team,81,90
299,4,11:25.0,,Shooting foul by K. Dunn (drawn by J. Richardson),81,90
300,4,11:25.0,,J. Richardson makes free throw 1 of 2,81,91
301,4,11:25.0,,J. Richardson makes free throw 2 of 2,81,92
302,4,11:05.0,Shooting foul by T. Johnson (drawn by K. Towns),,81,92
303,4,11:05.0,K. Towns makes free throw 1 of 2,,82,92
304,4,11:05.0,K. Towns makes free throw 2 of 2,,83,92
305,4,10:54.0,,J. Johnson makes 2-pt dunk at rim,83,94
306,4,10:40.0,S. Muhammad makes 2-pt layup from 2 ft,,85,94
307,4,10:40.0,Shooting foul by J. Richardson (drawn by S. Muhammad),,85,94
308,4,10:40.0,,W. Ellington enters the game for J. Richardson,85,94
309,4,10:40.0,S. Muhammad makes free throw 1 of 1,,86,94
310,4,10:25.0,,J. Johnson makes 2-pt jump shot from 8 ft,86,96
311,4,10:05.0,K. Towns makes 2-pt hook shot from 8 ft,,88,96
312,4,9:46.0,,J. Johnson misses 2-pt jump shot from 12 ft,88,96
313,4,9:45.0,Defensive rebound by K. Dunn,,88,96
314,4,9:39.0,S. Muhammad makes 2-pt dunk at rim (assist by B. Rush),,90,96
315,4,9:13.0,,G. Dragić makes 2-pt jump shot from 10 ft,90,98
316,4,8:57.0,Shooting foul by W. Reed (drawn by K. Towns),,90,98
317,4,8:57.0,Official timeout,,90,98
318,4,8:57.0,K. Towns makes free throw 1 of 2,,91,98
319,4,8:57.0,R. Rubio enters the game for T. Jones,,90,98
320,4,8:57.0,,J. Richardson enters the game for J. Johnson,90,98
321,4,8:57.0,K. Towns makes free throw 2 of 2,,92,98
322,4,8:41.0,,T. Johnson misses 3-pt jump shot from 25 ft,92,98
323,4,8:40.0,,Offensive rebound by Team,92,98
324,4,8:40.0,,H. Whiteside enters the game for W. Reed,92,98
325,4,8:30.0,,G. Dragić makes 2-pt jump shot from 11 ft,92,100
326,4,8:14.0,R. Rubio makes 2-pt jump shot from 16 ft,,94,100
327,4,7:55.0,,Shooting foul by K. Dunn (drawn by G. Dragić),94,100
328,4,7:55.0,,G. Dragić misses free throw 1 of 2,94,100
329,4,7:55.0,,Offensive rebound by Team,94,100
330,4,7:55.0,A. Wiggins enters the game for K. Dunn,,94,100
331,4,7:55.0,,G. Dragić makes free throw 2 of 2,94,101
332,4,7:51.0,Shooting foul by J. Richardson (drawn by R. Rubio),,94,101
333,4,7:51.0,R. Rubio makes free throw 1 of 2,,95,101
334,4,7:51.0,,J. Johnson enters the game for W. Ellington,95,101
335,4,7:51.0,R. Rubio makes free throw 2 of 2,,96,101
336,4,7:39.0,,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),96,103
337,4,7:20.0,R. Rubio makes 2-pt layup from 1 ft,,98,103
338,4,7:06.0,,Personal foul by S. Muhammad (drawn by H. Whiteside),98,103
339,4,6:54.0,,G. Dragić makes 3-pt jump shot from 25 ft,98,106
340,4,6:38.0,Shooting foul by J. Johnson (drawn by K. Towns),,98,106
341,4,6:38.0,K. Towns makes free throw 1 of 2,,99,106
342,4,6:38.0,G. Dieng enters the game for S. Muhammad,,99,106
343,4,6:38.0,K. Towns makes free throw 2 of 2,,100,106
344,4,6:27.0,,Shooting foul by G. Dieng (drawn by H. Whiteside),100,106
345,4,6:27.0,,H. Whiteside makes free throw 1 of 2,100,107
346,4,6:27.0,,H. Whiteside makes free throw 2 of 2,100,108
347,4,6:16.0,R. Rubio misses 2-pt jump shot from 17 ft,,100,108
348,4,6:15.0,Offensive rebound by K. Towns,,100,108
349,4,6:11.0,Turnover by K. Towns (bad pass; steal by G. Dragić),,100,108
350,4,6:01.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),100,110
351,4,6:00.0,Minnesota full timeout,,100,110
352,4,5:49.0,G. Dieng misses 2-pt layup from 1 ft (block by T. Johnson),,100,110
353,4,5:48.0,,Defensive rebound by Team,100,110
354,4,5:34.0,,Turnover by J. Johnson (traveling),100,110
355,4,5:19.0,A. Wiggins misses 2-pt layup from 3 ft (block by H. Whiteside),,100,110
356,4,5:18.0,,Defensive rebound by H. Whiteside,100,110
357,4,5:01.0,,H. Whiteside makes 2-pt dunk at rim,100,112
358,4,5:01.0,,Shooting foul by G. Dieng (drawn by H. Whiteside),100,112
359,4,5:01.0,,H. Whiteside makes free throw 1 of 1,100,113
360,4,4:46.0,Turnover by A. Wiggins (bad pass; steal by G. Dragić),,100,113
361,4,4:43.0,,Shooting foul by R. Rubio (drawn by T. Johnson),100,113
362,4,4:43.0,,T. Johnson makes free throw 1 of 2,100,114
363,4,4:43.0,,T. Johnson makes free throw 2 of 2,100,115
364,4,4:34.0,Turnover by R. Rubio (bad pass; steal by J. Johnson),,100,115
365,4,4:28.0,,Turnover by T. Johnson (bad pass; steal by R. Rubio),100,115
366,4,4:24.0,G. Dieng misses 2-pt dunk at rim (block by H. Whiteside),,100,115
367,4,4:22.0,Offensive rebound by K. Towns,,100,115
368,4,4:20.0,K. Towns misses 2-pt layup from 1 ft,,100,115
369,4,4:18.0,,Defensive rebound by G. Dragić,100,115
370,4,4:01.0,,T. Johnson misses 3-pt jump shot from 23 ft,100,115
371,4,4:01.0,Defensive rebound by Team,,100,115
372,4,4:01.0,S. Muhammad enters the game for G. Dieng,,100,115
373,4,3:45.0,K. Towns misses 3-pt jump shot from 24 ft,,100,115
374,4,3:44.0,,Defensive rebound by H. Whiteside,100,115
375,4,3:27.0,,G. Dragić makes 2-pt jump shot from 12 ft,100,117
376,4,3:01.0,A. Wiggins misses 2-pt jump shot from 18 ft,,100,117
377,4,3:00.0,Offensive rebound by K. Towns,,100,117
378,4,2:56.0,S. Muhammad makes 2-pt jump shot from 9 ft (assist by K. Towns),,102,117
379,4,2:34.0,,G. Dragić misses 2-pt jump shot from 14 ft,102,117
