,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
57,1,5:34.0,Offensive rebound by Z. Pachulia,,16,16
58,1,5:25.0,Shooting foul by J. Parker (drawn by S. Curry),,16,16
59,1,5:25.0,S. Curry makes 2-pt jump shot from 10 ft (assist by D. Green),,18,16
60,1,5:25.0,S. Curry makes free throw 1 of 1,,19,16
61,1,5:14.0,,Turnover by J. Parker (lost ball; steal by A. Iguodala),19,16
62,1,5:09.0,S. Curry makes 2-pt layup at rim,,21,16
63,1,4:48.0,,T. Snell misses 2-pt jump shot from 6 ft,21,16
64,1,4:47.0,Defensive rebound by S. Curry,,21,16
65,1,4:45.0,,Violation by M. Brogdon (kicked ball),21,16
66,1,4:40.0,K. Thompson makes 2-pt layup at rim (assist by S. Curry),,23,16
67,1,4:25.0,K. Looney enters the game for Z. Pachulia,,23,16
68,1,4:16.0,,M. Beasley misses 2-pt jump shot from 9 ft,23,16
69,1,4:14.0,,Offensive rebound by M. Plumlee,23,16
70,1,4:12.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Parker),23,18
71,1,3:57.0,Turnover by S. Curry (bad pass),,23,18
72,1,3:57.0,Loose ball foul by K. Looney (drawn by M. Plumlee),,23,18
73,1,3:57.0,P. McCaw enters the game for K. Thompson,,23,18
74,1,3:49.0,,M. Brogdon makes 2-pt jump shot from 14 ft (assist by M. Plumlee),23,20
75,1,3:34.0,K. Looney misses 2-pt jump shot from 4 ft,,23,20
76,1,3:32.0,Offensive rebound by K. Looney,,23,20
77,1,3:32.0,K. Looney misses 2-pt layup from 1 ft,,23,20
78,1,3:31.0,,Defensive rebound by M. Brogdon,23,20
79,1,3:25.0,,M. Brogdon misses 2-pt layup from 2 ft,23,20
80,1,3:22.0,,Offensive rebound by M. Plumlee,23,20
81,1,3:22.0,,M. Plumlee makes 2-pt dunk at rim,23,22
82,1,3:12.0,S. Curry misses 2-pt jump shot from 5 ft,,23,22
83,1,3:10.0,,Defensive rebound by T. Snell,23,22
84,1,3:05.0,,J. Parker makes 2-pt layup at rim,23,24
85,1,3:05.0,Golden State full timeout,,23,24
86,1,3:05.0,,G. Antetokounmpo enters the game for J. Parker,23,24
87,1,3:05.0,,J. Terry enters the game for T. Snell,23,24
88,1,2:48.0,P. McCaw makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,26,24
89,1,2:33.0,,M. Beasley makes 2-pt layup from 4 ft (assist by M. Plumlee),26,26
90,1,2:07.0,A. Iguodala makes 2-pt jump shot from 18 ft,,28,26
91,1,1:57.0,,Personal foul by K. Looney (drawn by M. Beasley),28,26
92,1,1:57.0,,M. Dellavedova enters the game for M. Brogdon,28,26
93,1,1:57.0,K. Durant enters the game for D. Green,,28,26
94,1,1:52.0,,G. Antetokounmpo misses 2-pt dunk at rim,28,26
95,1,1:50.0,Defensive rebound by K. Looney,,28,26
96,1,1:45.0,K. Durant misses 2-pt layup from 1 ft,,28,26
97,1,1:43.0,,Defensive rebound by J. Terry,28,26
98,1,1:35.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),28,29
99,1,1:21.0,Turnover by S. Curry (bad pass; steal by J. Terry),,28,29
100,1,1:17.0,,G. Antetokounmpo makes 2-pt layup at rim,28,31
101,1,1:00.0,P. McCaw misses 3-pt jump shot from 24 ft,,28,31
102,1,1:00.0,,Defensive rebound by Team,28,31
103,1,1:00.0,K. Thompson enters the game for S. Curry,,28,31
104,1,0:53.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),28,34
105,1,0:39.0,K. Looney misses 2-pt layup from 2 ft,,28,34
106,1,0:37.0,,Defensive rebound by M. Dellavedova,28,34
107,1,0:30.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),28,36
108,1,0:30.0,,Shooting foul by K. Durant (drawn by M. Plumlee),28,36
109,1,0:30.0,,M. Plumlee makes free throw 1 of 1,28,37
110,1,0:07.0,K. Thompson misses 2-pt jump shot from 17 ft,,28,37
111,1,0:06.0,Offensive rebound by P. McCaw,,28,37
112,1,0:03.0,K. Thompson misses 3-pt jump shot from 25 ft,,28,37
113,1,0:02.0,,Defensive rebound by Team,28,37
114,1,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 42 ft,28,37
115,1,0:00.0,,Offensive rebound by Team,28,37
116,2,11:48.0,K. Durant misses 2-pt layup from 1 ft,,28,37
117,2,11:46.0,Offensive rebound by D. West,,28,37
118,2,11:42.0,Shooting foul by M. Plumlee (drawn by K. Durant),,28,37
119,2,11:42.0,K. Durant makes free throw 1 of 2,,29,37
120,2,11:42.0,K. Durant makes free throw 2 of 2,,30,37
121,2,11:33.0,,J. Terry misses 2-pt layup from 2 ft,30,37
122,2,11:31.0,Defensive rebound by A. Iguodala,,30,37
123,2,11:17.0,A. Iguodala makes 3-pt jump shot from 26 ft (assist by D. West),,33,37
124,2,11:00.0,,M. Beasley misses 2-pt layup from 2 ft,33,37
125,2,10:58.0,,Offensive rebound by M. Plumlee,33,37
126,2,10:58.0,,M. Plumlee misses 2-pt layup from 1 ft,33,37
127,2,10:57.0,Defensive rebound by D. West,,33,37
128,2,10:49.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Livingston),,36,37
129,2,10:23.0,,J. Terry misses 3-pt jump shot from 25 ft,36,37
130,2,10:22.0,,Offensive rebound by M. Beasley,36,37
131,2,10:20.0,,M. Beasley misses 2-pt layup from 2 ft (block by D. West),36,37
132,2,10:17.0,,Offensive rebound by M. Plumlee,36,37
133,2,10:11.0,,M. Dellavedova makes 3-pt jump shot from 28 ft (assist by M. Plumlee),36,40
134,2,9:58.0,K. Thompson misses 2-pt jump shot from 20 ft,,36,40
135,2,9:57.0,,Defensive rebound by M. Dellavedova,36,40
136,2,9:53.0,,Personal foul by S. Livingston (drawn by M. Dellavedova),36,40
137,2,9:53.0,,J. Henson enters the game for M. Plumlee,36,40
138,2,9:48.0,,Shooting foul by D. West (drawn by J. Henson),36,40
139,2,9:48.0,,J. Henson misses free throw 1 of 2,36,40
140,2,9:48.0,,Offensive rebound by Team,36,40
141,2,9:48.0,,J. Henson makes free throw 2 of 2,36,41
142,2,9:37.0,Offensive foul by D. West (drawn by J. Henson),,36,41
143,2,9:37.0,Turnover by D. West (offensive foul),,36,41
144,2,9:28.0,,Personal foul by D. West (drawn by J. Henson),36,41
145,2,9:20.0,,G. Antetokounmpo makes 2-pt jump shot from 22 ft,36,43
146,2,9:06.0,D. West makes 2-pt layup from 3 ft,,38,43
147,2,8:55.0,,G. Antetokounmpo makes 2-pt dunk at rim,38,45
148,2,8:54.0,Golden State full timeout,,38,45
149,2,8:54.0,,J. Parker enters the game for M. Beasley,38,45
150,2,8:54.0,P. McCaw enters the game for A. Iguodala,,38,45
151,2,8:37.0,D. West makes 2-pt layup from 1 ft (assist by K. Durant),,40,45
152,2,8:20.0,,Turnover by G. Antetokounmpo (bad pass),40,45
153,2,8:07.0,K. Durant makes 3-pt jump shot from 28 ft,,43,45
154,2,7:43.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,43,45
155,2,7:42.0,Defensive rebound by D. West,,43,45
156,2,7:29.0,K. Durant makes 2-pt jump shot from 18 ft,,45,45
157,2,7:16.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),45,47
158,2,7:16.0,,Shooting foul by P. McCaw (drawn by G. Antetokounmpo),45,47
159,2,7:16.0,,M. Brogdon enters the game for M. Dellavedova,45,47
160,2,7:16.0,Z. Pachulia enters the game for D. West,,45,47
161,2,7:16.0,,G. Antetokounmpo makes free throw 1 of 1,45,48
162,2,7:06.0,Shooting foul by J. Henson (drawn by K. Durant),,45,48
163,2,7:06.0,K. Durant misses free throw 1 of 2,,45,48
164,2,7:06.0,Offensive rebound by Team,,45,48
165,2,7:06.0,K. Durant misses free throw 2 of 2,,45,48
166,2,7:06.0,,T. Snell enters the game for J. Terry,45,48
167,2,7:05.0,,Defensive rebound by M. Brogdon,45,48
168,2,6:52.0,,J. Parker makes 2-pt jump shot from 23 ft (assist by T. Snell),45,50
169,2,6:37.0,S. Curry enters the game for K. Durant,,45,50
170,2,6:37.0,D. Green enters the game for K. Thompson,,45,50
171,2,6:27.0,S. Livingston makes 2-pt jump shot from 16 ft,,47,50
172,2,6:11.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,47,50
173,2,6:10.0,Defensive rebound by Z. Pachulia,,47,50
174,2,6:02.0,S. Curry misses 3-pt jump shot from 26 ft,,47,50
175,2,6:01.0,,Defensive rebound by J. Henson,47,50
176,2,5:52.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Brogdon),47,52
177,2,5:38.0,Turnover by Z. Pachulia (bad pass),,47,52
178,2,5:38.0,Official timeout,,47,52
179,2,5:26.0,,M. Brogdon misses 3-pt jump shot from 26 ft,47,52
180,2,5:26.0,Defensive rebound by Team,,47,52
181,2,5:06.0,S. Livingston misses 2-pt jump shot from 6 ft,,47,52
182,2,5:05.0,Offensive rebound by Z. Pachulia,,47,52
183,2,5:05.0,Z. Pachulia misses 2-pt layup from 1 ft,,47,52
184,2,5:04.0,Offensive rebound by S. Livingston,,47,52
185,2,4:59.0,Z. Pachulia misses 2-pt layup from 1 ft,,47,52
186,2,4:57.0,Offensive rebound by Z. Pachulia,,47,52
187,2,4:57.0,Z. Pachulia makes 2-pt layup from 1 ft,,49,52
188,2,4:32.0,,J. Parker makes 2-pt layup from 1 ft,49,54
189,2,4:20.0,P. McCaw misses 3-pt jump shot from 25 ft,,49,54
190,2,4:18.0,Offensive rebound by Z. Pachulia,,49,54
191,2,4:15.0,S. Curry misses 2-pt layup from 1 ft,,49,54
192,2,4:13.0,Offensive rebound by Z. Pachulia,,49,54
193,2,4:13.0,Z. Pachulia misses 2-pt layup from 1 ft,,49,54
194,2,4:12.0,Offensive rebound by Z. Pachulia,,49,54
195,2,4:12.0,Z. Pachulia makes 2-pt layup from 1 ft,,51,54
196,2,4:07.0,,Turnover by G. Antetokounmpo (lost ball),51,54
197,2,3:51.0,S. Livingston misses 2-pt jump shot from 16 ft,,51,54
198,2,3:50.0,Offensive rebound by S. Livingston,,51,54
199,2,3:46.0,S. Curry misses 3-pt jump shot from 26 ft,,51,54
200,2,3:45.0,,Defensive rebound by J. Henson,51,54
201,2,3:36.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Parker),51,56
202,2,3:32.0,Golden State full timeout,,51,56
203,2,3:32.0,K. Durant enters the game for Z. Pachulia,,51,56
204,2,3:32.0,A. Iguodala enters the game for P. McCaw,,51,56
205,2,3:32.0,,M. Dellavedova enters the game for M. Brogdon,51,56
206,2,3:29.0,Shooting foul by J. Henson (drawn by D. Green),,51,56
207,2,3:29.0,D. Green makes free throw 1 of 2,,52,56
208,2,3:29.0,,M. Plumlee enters the game for J. Henson,52,56
209,2,3:29.0,K. Thompson enters the game for S. Livingston,,52,56
210,2,3:29.0,D. Green makes free throw 2 of 2,,53,56
211,2,3:15.0,,Turnover by T. Snell (bad pass; steal by D. Green),53,56
212,2,3:15.0,Personal foul by M. Plumlee (drawn by D. Green),,53,56
213,2,2:58.0,K. Thompson misses 3-pt jump shot from 26 ft,,53,56
214,2,2:56.0,,Defensive rebound by M. Dellavedova,53,56
215,2,2:54.0,,J. Parker makes 2-pt layup from 1 ft (assist by M. Dellavedova),53,58
216,2,2:54.0,,Shooting foul by S. Curry (drawn by J. Parker),53,58
217,2,2:54.0,,Milwaukee full timeout,53,58
218,2,2:54.0,,J. Parker makes free throw 1 of 1,53,59
219,2,2:41.0,K. Durant makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,56,59
220,2,2:21.0,,T. Snell makes 2-pt jump shot from 20 ft,56,61
221,2,2:05.0,A. Iguodala misses 2-pt jump shot from 17 ft,,56,61
222,2,2:05.0,Offensive rebound by Team,,56,61
223,2,2:05.0,,Loose ball foul by M. Plumlee (drawn by D. Green),56,61
224,2,2:05.0,D. Green makes free throw 1 of 2,,57,61
225,2,2:05.0,,G. Monroe enters the game for M. Plumlee,57,61
226,2,2:05.0,D. Green makes free throw 2 of 2,,58,61
227,2,1:39.0,,G. Monroe misses 2-pt jump shot from 8 ft (block by K. Durant),58,61
228,2,1:37.0,Defensive rebound by K. Durant,,58,61
229,2,1:33.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),,61,61
230,2,1:21.0,,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),61,63
231,2,1:07.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),,64,63
232,2,0:47.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by G. Monroe),64,65
233,2,0:35.0,K. Durant makes 3-pt jump shot from 24 ft (assist by D. Green),,67,65
234,2,0:25.0,,Shooting foul by K. Durant (drawn by G. Antetokounmpo),67,65
235,2,0:25.0,,G. Antetokounmpo misses free throw 1 of 2,67,65
236,2,0:25.0,,Offensive rebound by Team,67,65
237,2,0:25.0,,G. Antetokounmpo makes free throw 2 of 2,67,66
238,2,0:17.0,Personal foul by M. Dellavedova (drawn by S. Curry),,67,66
239,2,0:17.0,S. Curry makes free throw 1 of 2,,68,66
240,2,0:17.0,Z. Pachulia enters the game for K. Durant,,68,66
241,2,0:17.0,S. Curry makes free throw 2 of 2,,69,66
242,2,0:01.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,69,66
243,2,0:00.0,,Offensive rebound by Team,69,66
244,3,11:40.0,Z. Pachulia misses 2-pt layup from 1 ft,,69,66
245,3,11:38.0,,Defensive rebound by G. Antetokounmpo,69,66
246,3,11:36.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Durant),69,66
247,3,11:24.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,72,66
248,3,11:05.0,,J. Parker misses 3-pt jump shot from 25 ft,72,66
249,3,11:03.0,Defensive rebound by S. Curry,,72,66
250,3,10:58.0,Offensive foul by Z. Pachulia (drawn by J. Henson),,72,66
251,3,10:58.0,Turnover by Z. Pachulia (offensive foul),,72,66
252,3,10:37.0,,G. Antetokounmpo makes 2-pt hook shot from 4 ft,72,68
253,3,10:25.0,K. Thompson misses 3-pt jump shot from 29 ft,,72,68
254,3,10:24.0,,Defensive rebound by J. Parker,72,68
255,3,10:11.0,,J. Parker misses 2-pt layup from 1 ft,72,68
256,3,10:09.0,,Offensive rebound by J. Parker,72,68
257,3,10:09.0,,J. Parker makes 2-pt layup from 1 ft,72,70
258,3,10:00.0,Personal foul by T. Snell (drawn by K. Thompson),,72,70
259,3,9:47.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Durant),,75,70
260,3,9:32.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,75,70
261,3,9:30.0,Defensive rebound by Z. Pachulia,,75,70
262,3,9:25.0,S. Curry misses 3-pt jump shot from 29 ft,,75,70
263,3,9:25.0,,Defensive rebound by Team,75,70
264,3,9:17.0,,M. Dellavedova makes 2-pt layup from 1 ft,75,72
265,3,9:00.0,Turnover by K. Thompson (bad pass),,75,72
266,3,9:00.0,Golden State full timeout,,75,72
267,3,8:47.0,,T. Snell misses 2-pt jump shot from 6 ft,75,72
268,3,8:47.0,,Offensive rebound by Team,75,72
269,3,8:47.0,Loose ball foul by Z. Pachulia (drawn by J. Henson),,75,72
270,3,8:39.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,75,72
271,3,8:37.0,Defensive rebound by D. Green,,75,72
272,3,8:31.0,K. Durant misses 3-pt jump shot from 28 ft,,75,72
273,3,8:30.0,,Defensive rebound by T. Snell,75,72
274,3,8:23.0,,M. Dellavedova makes 2-pt jump shot from 16 ft,75,74
275,3,8:03.0,S. Curry makes 2-pt layup from 1 ft (assist by Z. Pachulia),,77,74
276,3,7:52.0,,J. Parker makes 2-pt layup at rim,77,76
277,3,7:38.0,Z. Pachulia misses 2-pt layup from 2 ft,,77,76
278,3,7:36.0,,Defensive rebound by J. Henson,77,76
279,3,7:27.0,,Personal foul by S. Curry (drawn by M. Dellavedova),77,76
280,3,7:25.0,,T. Snell makes 2-pt layup from 1 ft (assist by J. Parker),77,78
281,3,7:11.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,80,78
282,3,7:00.0,,Offensive foul by J. Henson (drawn by D. Green),80,78
283,3,7:00.0,,Turnover by J. Henson (offensive foul),80,78
284,3,7:00.0,,Technical foul by J. Henson,80,78
285,3,7:00.0,,M. Plumlee enters the game for J. Henson,80,78
286,3,7:00.0,S. Curry makes technical free throw,,81,78
287,3,6:51.0,J. McGee enters the game for Z. Pachulia,,81,78
288,3,6:48.0,Shooting foul by T. Snell (drawn by K. Thompson),,81,78
289,3,6:48.0,K. Thompson makes free throw 1 of 2,,82,78
290,3,6:48.0,K. Thompson makes free throw 2 of 2,,83,78
291,3,6:28.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,83,78
292,3,6:27.0,Defensive rebound by K. Durant,,83,78
293,3,6:18.0,K. Thompson misses 3-pt jump shot from 26 ft,,83,78
294,3,6:17.0,,Defensive rebound by T. Snell,83,78
295,3,6:07.0,,T. Snell misses 3-pt jump shot from 27 ft,83,78
296,3,6:05.0,Defensive rebound by J. McGee,,83,78
297,3,5:58.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,85,78
298,3,5:58.0,,Milwaukee full timeout,85,78
299,3,5:58.0,,M. Brogdon enters the game for G. Antetokounmpo,85,78
300,3,5:58.0,,M. Beasley enters the game for M. Dellavedova,85,78
301,3,5:58.0,,Violation by Team (jump ball),85,78
302,3,5:40.0,,Shooting foul by D. Green (drawn by J. Parker),85,78
303,3,5:40.0,,J. Parker makes free throw 1 of 2,85,79
304,3,5:40.0,,J. Parker makes free throw 2 of 2,85,80
305,3,5:28.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,87,80
306,3,5:17.0,,M. Brogdon misses 2-pt layup from 1 ft (block by J. McGee),87,80
307,3,5:15.0,Defensive rebound by S. Curry,,87,80
308,3,5:10.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,90,80
309,3,4:52.0,,M. Beasley misses 2-pt layup from 2 ft,90,80
310,3,4:50.0,Defensive rebound by J. McGee,,90,80
311,3,4:44.0,S. Curry misses 3-pt jump shot from 26 ft,,90,80
312,3,4:43.0,,Defensive rebound by M. Brogdon,90,80
313,3,4:38.0,,J. Parker misses 2-pt jump shot from 6 ft,90,80
314,3,4:38.0,Defensive rebound by Team,,90,80
315,3,4:38.0,A. Iguodala enters the game for K. Durant,,90,80
316,3,4:20.0,S. Curry misses 3-pt jump shot from 23 ft,,90,80
317,3,4:19.0,,Defensive rebound by T. Snell,90,80
318,3,4:11.0,,M. Brogdon misses 2-pt jump shot from 14 ft,90,80
319,3,4:10.0,,Offensive rebound by M. Beasley,90,80
320,3,4:10.0,,M. Beasley makes 2-pt layup from 1 ft,90,82
321,3,3:55.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,92,82
322,3,3:38.0,,J. Parker makes 2-pt jump shot from 15 ft,92,84
323,3,3:18.0,S. Curry misses 2-pt layup at rim,,92,84
324,3,3:16.0,Offensive rebound by J. McGee,,92,84
325,3,3:13.0,S. Curry makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,94,84
326,3,2:58.0,,Turnover by M. Brogdon (lost ball; steal by D. Green),94,84
327,3,2:57.0,D. Green makes 2-pt layup from 1 ft,,96,84
328,3,2:57.0,,Milwaukee full timeout,96,84
329,3,2:57.0,,J. Terry enters the game for T. Snell,96,84
330,3,2:57.0,P. McCaw enters the game for K. Thompson,,96,84
331,3,2:48.0,,Shooting foul by D. Green (drawn by M. Plumlee),96,84
332,3,2:48.0,,M. Plumlee makes free throw 1 of 2,96,85
333,3,2:48.0,,M. Plumlee makes free throw 2 of 2,96,86
334,3,2:37.0,Turnover by P. McCaw (bad pass; steal by J. Parker),,96,86
335,3,2:36.0,,Personal take foul by S. Curry (drawn by J. Parker),96,86
336,3,2:36.0,,J. Parker misses free throw 1 of 2,96,86
337,3,2:36.0,,Offensive rebound by Team,96,86
338,3,2:36.0,,J. Parker makes free throw 2 of 2,96,87
339,3,2:16.0,S. Curry misses 2-pt jump shot from 9 ft,,96,87
340,3,2:15.0,,Defensive rebound by M. Brogdon,96,87
341,3,1:58.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by J. Parker),96,90
342,3,1:45.0,Shooting foul by M. Plumlee (drawn by J. McGee),,96,90
343,3,1:45.0,J. McGee makes free throw 1 of 2,,97,90
344,3,1:45.0,J. McGee misses free throw 2 of 2,,97,90
345,3,1:45.0,,M. Dellavedova enters the game for M. Brogdon,97,90
346,3,1:45.0,K. Thompson enters the game for S. Curry,,97,90
347,3,1:43.0,,Defensive rebound by J. Parker,97,90
348,3,1:37.0,,Shooting foul by A. Iguodala (drawn by M. Beasley),97,90
349,3,1:37.0,,M. Beasley misses free throw 1 of 2,97,90
350,3,1:37.0,,Offensive rebound by Team,97,90
351,3,1:37.0,,M. Beasley misses free throw 2 of 2,97,90
352,3,1:37.0,Defensive rebound by Team,,97,90
353,3,1:37.0,,Violation by M. Beasley (lane),97,90
354,3,1:37.0,K. Durant enters the game for J. McGee,,97,90
355,3,1:27.0,,G. Antetokounmpo enters the game for M. Plumlee,97,90
356,3,1:22.0,Personal foul by M. Beasley (drawn by K. Durant),,97,90
357,3,1:22.0,K. Durant makes free throw 1 of 2,,98,90
358,3,1:22.0,K. Durant makes free throw 2 of 2,,99,90
359,3,1:04.0,,J. Parker misses 2-pt jump shot from 17 ft,99,90
360,3,1:01.0,Defensive rebound by K. Thompson,,99,90
361,3,0:48.0,Personal foul by J. Terry (drawn by K. Thompson),,99,90
362,3,0:48.0,K. Thompson makes free throw 1 of 2,,100,90
363,3,0:48.0,K. Thompson makes free throw 2 of 2,,101,90
364,3,0:30.0,,Turnover by G. Antetokounmpo (offensive foul),101,90
365,3,0:30.0,,Offensive foul by G. Antetokounmpo (drawn by P. McCaw),101,90
366,3,0:18.0,K. Thompson makes 2-pt jump shot from 12 ft (assist by K. Durant),,103,90
367,3,0:01.0,,Shooting foul by P. McCaw (drawn by G. Antetokounmpo),103,90
368,3,0:01.0,,G. Antetokounmpo makes free throw 1 of 2,103,91
369,3,0:01.0,,G. Antetokounmpo makes free throw 2 of 2,103,92
370,3,0:00.0,A. Iguodala misses 3-pt jump shot from 40 ft,,103,92
371,3,0:00.0,Offensive rebound by Team,,103,92
372,4,11:45.0,,G. Antetokounmpo misses 2-pt layup at rim,103,92
373,4,11:43.0,Defensive rebound by D. West,,103,92
374,4,11:30.0,Shooting foul by G. Antetokounmpo (drawn by K. Durant),,103,92
375,4,11:30.0,K. Durant makes free throw 1 of 2,,104,92
376,4,11:30.0,K. Durant makes free throw 2 of 2,,105,92
377,4,11:19.0,,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),105,95
378,4,11:05.0,D. West makes 2-pt hook shot from 4 ft (assist by S. Livingston),,107,95
379,4,10:55.0,,Personal foul by K. Durant (drawn by M. Teletović),107,95
380,4,10:39.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,107,95
381,4,10:38.0,Defensive rebound by K. Thompson,,107,95
