,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
37,1,4:54.0,,Turnover by G. Antetokounmpo (bad pass),23,18
38,1,4:54.0,,R. Vaughn enters the game for K. Middleton,23,18
39,1,4:54.0,,J. Terry enters the game for M. Dellavedova,23,18
40,1,4:33.0,Turnover by D. Harris (bad pass; steal by R. Vaughn),,23,18
41,1,4:25.0,,Turnover by T. Snell (lost ball; steal by D. Harris),23,18
42,1,4:18.0,W. Matthews misses 3-pt jump shot from 25 ft,,23,18
43,1,4:16.0,,Defensive rebound by G. Antetokounmpo,23,18
44,1,4:15.0,,Offensive foul by G. Antetokounmpo (drawn by W. Matthews),23,18
45,1,4:15.0,,Turnover by G. Antetokounmpo (offensive foul),23,18
46,1,3:57.0,H. Barnes makes 2-pt jump shot from 20 ft,,25,18
47,1,3:40.0,,R. Vaughn makes 2-pt jump shot from 21 ft (assist by G. Antetokounmpo),25,20
48,1,3:21.0,J. Barea makes 2-pt jump shot from 20 ft,,27,20
49,1,3:03.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by R. Vaughn),27,22
50,1,2:55.0,Dallas full timeout,,27,22
51,1,2:55.0,,M. Beasley enters the game for T. Snell,27,22
52,1,2:40.0,D. Harris misses 2-pt jump shot from 18 ft,,27,22
53,1,2:39.0,,Defensive rebound by G. Antetokounmpo,27,22
54,1,2:17.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by G. Monroe),27,25
55,1,2:07.0,Shooting foul by M. Beasley (drawn by D. Harris),,27,25
56,1,2:07.0,D. Harris makes free throw 1 of 2,,28,25
57,1,2:07.0,D. Finney-Smith enters the game for W. Matthews,,28,25
58,1,2:07.0,D. Harris makes free throw 2 of 2,,29,25
59,1,1:51.0,,M. Beasley misses 2-pt jump shot from 7 ft,29,25
60,1,1:49.0,Defensive rebound by N. Noel,,29,25
61,1,1:44.0,J. Barea misses 2-pt layup from 1 ft (block by M. Beasley),,29,25
62,1,1:42.0,,Defensive rebound by G. Monroe,29,25
63,1,1:37.0,,Personal block foul by D. Harris (drawn by R. Vaughn),29,25
64,1,1:32.0,,Shooting foul by N. Noel (drawn by G. Monroe),29,25
65,1,1:32.0,,G. Monroe misses free throw 1 of 2,29,25
66,1,1:32.0,,Offensive rebound by Team,29,25
67,1,1:32.0,,G. Monroe makes free throw 2 of 2,29,26
68,1,1:21.0,D. Harris makes 2-pt layup from 1 ft,,31,26
69,1,0:57.0,,R. Vaughn misses 3-pt jump shot from 26 ft,31,26
70,1,0:57.0,Defensive rebound by Team,,31,26
71,1,0:57.0,,Loose ball foul by M. Beasley (drawn by D. Finney-Smith),31,26
72,1,0:57.0,D. Nowitzki enters the game for H. Barnes,,31,26
73,1,0:35.0,D. Harris misses 3-pt jump shot from 26 ft,,31,26
74,1,0:33.0,,Defensive rebound by G. Monroe,31,26
75,1,0:12.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,31,26
76,1,0:11.0,,Offensive rebound by G. Antetokounmpo,31,26
77,1,0:01.0,,M. Beasley makes 2-pt jump shot from 17 ft,31,28
78,1,0:00.0,D. Finney-Smith misses 3-pt jump shot from 83 ft,,31,28
79,1,0:00.0,Offensive rebound by Team,,31,28
80,2,11:47.0,N. Brussino makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,34,28
81,2,11:23.0,,M. Teletović misses 3-pt jump shot from 29 ft,34,28
82,2,11:22.0,Defensive rebound by N. Noel,,34,28
83,2,11:17.0,Personal foul by G. Monroe,,34,28
84,2,11:10.0,J. Barea misses 2-pt jump shot from 19 ft,,34,28
85,2,11:09.0,Offensive rebound by N. Brussino,,34,28
86,2,10:54.0,J. Barea makes 3-pt jump shot from 28 ft (assist by N. Noel),,37,28
87,2,10:35.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,37,28
88,2,10:33.0,Defensive rebound by J. Barea,,37,28
89,2,10:22.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,37,28
90,2,10:21.0,,Defensive rebound by K. Middleton,37,28
91,2,10:16.0,,G. Monroe makes 2-pt dunk at rim (assist by J. Terry),37,30
92,2,9:51.0,Turnover by J. Barea (bad pass; steal by M. Dellavedova),,37,30
93,2,9:46.0,,Personal foul by N. Noel (drawn by J. Terry),37,30
94,2,9:46.0,S. Mejri enters the game for N. Noel,,37,30
95,2,9:30.0,,Shooting foul by N. Brussino (drawn by G. Monroe),37,30
96,2,9:30.0,,G. Monroe misses free throw 1 of 2,37,30
97,2,9:30.0,,Offensive rebound by Team,37,30
98,2,9:30.0,,G. Monroe makes free throw 2 of 2,37,31
99,2,9:21.0,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),,39,31
100,2,9:05.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Terry),39,34
101,2,8:55.0,D. Nowitzki makes 2-pt layup at rim (assist by J. Barea),,41,34
102,2,8:44.0,,M. Dellavedova makes 2-pt jump shot from 8 ft (assist by M. Teletović),41,36
103,2,8:29.0,J. Barea misses 3-pt jump shot from 26 ft,,41,36
104,2,8:28.0,,Defensive rebound by K. Middleton,41,36
105,2,8:21.0,,M. Teletović misses 3-pt jump shot from 25 ft,41,36
106,2,8:20.0,Defensive rebound by S. Mejri,,41,36
107,2,8:05.0,Y. Ferrell makes 2-pt jump shot from 5 ft,,43,36
108,2,8:05.0,,Milwaukee full timeout,43,36
109,2,8:05.0,D. Harris enters the game for J. Barea,,43,36
110,2,8:05.0,D. Powell enters the game for S. Mejri,,43,36
111,2,8:05.0,,S. Hawes enters the game for G. Monroe,43,36
112,2,7:48.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),43,39
113,2,7:25.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,43,39
114,2,7:24.0,,Defensive rebound by S. Hawes,43,39
115,2,7:09.0,,K. Middleton misses 2-pt jump shot from 15 ft,43,39
116,2,7:08.0,Defensive rebound by D. Nowitzki,,43,39
117,2,6:48.0,Y. Ferrell misses 2-pt jump shot from 16 ft,,43,39
118,2,6:48.0,Offensive rebound by D. Powell,,43,39
119,2,6:48.0,Personal foul by J. Terry (drawn by D. Powell),,43,39
120,2,6:48.0,H. Barnes enters the game for D. Nowitzki,,43,39
121,2,6:48.0,W. Matthews enters the game for N. Brussino,,43,39
122,2,6:33.0,D. Harris misses 3-pt jump shot from 24 ft,,43,39
123,2,6:32.0,,Defensive rebound by K. Middleton,43,39
124,2,6:16.0,,K. Middleton misses 3-pt jump shot from 27 ft,43,39
125,2,6:15.0,Defensive rebound by Y. Ferrell,,43,39
126,2,6:11.0,D. Powell makes 2-pt layup at rim (assist by Y. Ferrell),,45,39
127,2,5:43.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,45,39
128,2,5:42.0,Defensive rebound by Y. Ferrell,,45,39
129,2,5:34.0,W. Matthews misses 3-pt jump shot from 26 ft,,45,39
130,2,5:33.0,,Defensive rebound by S. Hawes,45,39
131,2,5:27.0,,Milwaukee full timeout,45,39
132,2,5:27.0,,G. Antetokounmpo enters the game for J. Terry,45,39
133,2,5:27.0,,T. Snell enters the game for M. Teletović,45,39
134,2,5:12.0,,S. Hawes misses 2-pt hook shot from 7 ft,45,39
135,2,5:11.0,Defensive rebound by Y. Ferrell,,45,39
136,2,5:02.0,D. Powell misses 2-pt jump shot from 16 ft (block by G. Antetokounmpo),,45,39
137,2,5:00.0,,Defensive rebound by S. Hawes,45,39
138,2,4:55.0,,Personal foul by W. Matthews (drawn by G. Antetokounmpo),45,39
139,2,4:51.0,,Turnover by S. Hawes (bad pass),45,39
140,2,4:38.0,H. Barnes misses 2-pt jump shot from 16 ft,,45,39
141,2,4:37.0,,Defensive rebound by G. Antetokounmpo,45,39
142,2,4:23.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by M. Dellavedova),45,41
143,2,4:14.0,Personal foul by T. Snell (drawn by W. Matthews),,45,41
144,2,4:03.0,Turnover by D. Powell (bad pass),,45,41
145,2,3:50.0,,Shooting foul by H. Barnes (drawn by G. Antetokounmpo),45,41
146,2,3:50.0,Dallas full timeout,,45,41
147,2,3:50.0,,G. Antetokounmpo makes free throw 1 of 2,45,42
148,2,3:50.0,D. Nowitzki enters the game for Y. Ferrell,,45,41
149,2,3:50.0,J. Barea enters the game for D. Powell,,45,41
150,2,3:50.0,,T. Maker enters the game for S. Hawes,45,42
151,2,3:50.0,,G. Antetokounmpo makes free throw 2 of 2,45,43
152,2,3:43.0,D. Harris misses 2-pt layup from 1 ft,,45,43
153,2,3:40.0,,Defensive rebound by G. Antetokounmpo,45,43
154,2,3:27.0,,K. Middleton makes 2-pt layup from 1 ft,45,45
155,2,3:04.0,J. Barea makes 2-pt jump shot from 19 ft (assist by W. Matthews),,47,45
156,2,2:48.0,,K. Middleton misses 2-pt jump shot from 15 ft,47,45
157,2,2:47.0,Defensive rebound by D. Harris,,47,45
158,2,2:38.0,D. Nowitzki makes 2-pt layup from 1 ft (assist by J. Barea),,49,45
159,2,2:17.0,,T. Maker makes 2-pt jump shot from 12 ft (assist by T. Snell),49,47
160,2,1:54.0,W. Matthews makes 2-pt jump shot from 5 ft (assist by D. Harris),,51,47
161,2,1:44.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by D. Nowitzki),51,47
162,2,1:44.0,,Offensive rebound by Team,51,47
163,2,1:44.0,Y. Ferrell enters the game for D. Harris,,51,47
164,2,1:41.0,,T. Maker makes 2-pt dunk at rim (assist by G. Antetokounmpo),51,49
165,2,1:22.0,Y. Ferrell makes 2-pt jump shot from 6 ft (assist by W. Matthews),,53,49
166,2,0:58.0,,T. Maker makes 2-pt jump shot from 10 ft,53,51
167,2,0:34.0,H. Barnes misses 3-pt jump shot from 31 ft,,53,51
168,2,0:33.0,,Defensive rebound by Team,53,51
169,2,0:17.0,,T. Maker makes 2-pt dunk at rim (assist by G. Antetokounmpo),53,53
170,2,0:05.0,Turnover by J. Barea (bad pass),,53,53
171,2,0:05.0,D. Finney-Smith enters the game for D. Nowitzki,,53,53
172,2,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 37 ft,53,53
173,2,0:00.0,,Offensive rebound by Team,53,53
174,3,11:46.0,Shooting block foul by T. Maker (drawn by Y. Ferrell),,53,53
175,3,11:46.0,Y. Ferrell makes free throw 1 of 2,,54,53
176,3,11:46.0,Y. Ferrell makes free throw 2 of 2,,55,53
177,3,11:30.0,,T. Maker makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),55,56
178,3,11:12.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,55,56
179,3,11:10.0,,Defensive rebound by T. Snell,55,56
180,3,10:50.0,,K. Middleton makes 2-pt jump shot from 14 ft,55,58
181,3,10:35.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by W. Matthews),,58,58
182,3,10:17.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,58,58
183,3,10:16.0,Defensive rebound by D. Finney-Smith,,58,58
184,3,10:00.0,W. Matthews misses 3-pt jump shot from 26 ft,,58,58
185,3,9:58.0,,Defensive rebound by G. Antetokounmpo,58,58
186,3,9:52.0,,Turnover by G. Antetokounmpo (lost ball; steal by Y. Ferrell),58,58
187,3,9:45.0,D. Nowitzki makes 3-pt jump shot from 29 ft (assist by Y. Ferrell),,61,58
188,3,9:22.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,61,58
189,3,9:21.0,,Offensive rebound by T. Maker,61,58
190,3,9:16.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),61,61
191,3,9:02.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,61,61
192,3,9:00.0,,Defensive rebound by G. Antetokounmpo,61,61
193,3,8:46.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),61,64
194,3,8:26.0,Turnover by H. Barnes (bad pass; steal by G. Antetokounmpo),,61,64
195,3,8:25.0,,Personal take foul by D. Nowitzki (drawn by G. Antetokounmpo),61,64
196,3,8:11.0,,K. Middleton misses 3-pt jump shot from 24 ft,61,64
197,3,8:10.0,Defensive rebound by D. Nowitzki,,61,64
198,3,7:51.0,H. Barnes makes 2-pt jump shot from 17 ft,,63,64
199,3,7:37.0,,T. Snell misses 3-pt jump shot from 26 ft,63,64
200,3,7:36.0,Defensive rebound by Y. Ferrell,,63,64
201,3,7:30.0,D. Nowitzki misses 3-pt jump shot from 30 ft,,63,64
202,3,7:29.0,,Defensive rebound by K. Middleton,63,64
203,3,7:19.0,,Shooting foul by D. Finney-Smith (drawn by G. Antetokounmpo),63,64
204,3,7:19.0,,G. Antetokounmpo makes free throw 1 of 2,63,65
205,3,7:19.0,,G. Antetokounmpo misses free throw 2 of 2,63,65
206,3,7:16.0,Defensive rebound by D. Nowitzki,,63,65
207,3,7:10.0,Personal foul by M. Dellavedova (drawn by W. Matthews),,63,65
208,3,7:10.0,Offensive foul by Y. Ferrell (drawn by M. Dellavedova),,63,65
209,3,7:10.0,Turnover by Y. Ferrell (offensive foul),,63,65
210,3,6:55.0,,K. Middleton makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),63,67
211,3,6:55.0,Dallas full timeout,,63,67
212,3,6:55.0,,G. Payton enters the game for M. Dellavedova,63,67
213,3,6:42.0,H. Barnes misses 3-pt jump shot from 25 ft,,63,67
214,3,6:40.0,,Defensive rebound by G. Payton,63,67
215,3,6:24.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft,63,69
216,3,6:13.0,H. Barnes makes 2-pt dunk at rim (assist by Y. Ferrell),,65,69
217,3,6:01.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,65,69
218,3,6:00.0,Defensive rebound by D. Nowitzki,,65,69
219,3,5:35.0,W. Matthews misses 3-pt jump shot from 26 ft,,65,69
220,3,5:34.0,,Defensive rebound by G. Antetokounmpo,65,69
221,3,5:17.0,,G. Payton makes 3-pt jump shot from 27 ft (assist by K. Middleton),65,72
222,3,5:16.0,Dallas full timeout,,65,72
223,3,5:16.0,N. Noel enters the game for D. Nowitzki,,65,72
224,3,5:16.0,D. Harris enters the game for D. Finney-Smith,,65,72
225,3,5:16.0,J. Barea enters the game for Y. Ferrell,,65,72
226,3,4:49.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by D. Harris),,68,72
227,3,4:38.0,,Turnover by G. Payton (bad pass; steal by D. Harris),68,72
228,3,4:22.0,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),,68,72
229,3,4:11.0,,G. Payton makes 2-pt dunk at rim (assist by K. Middleton),68,74
230,3,3:55.0,J. Barea misses 2-pt jump shot from 16 ft,,68,74
231,3,3:54.0,,Defensive rebound by G. Antetokounmpo,68,74
232,3,3:32.0,,T. Snell misses 3-pt jump shot from 24 ft,68,74
233,3,3:32.0,,Offensive rebound by Team,68,74
234,3,3:32.0,,Turnover by Team (shot clock),68,74
235,3,3:32.0,,G. Monroe enters the game for T. Maker,68,74
236,3,3:23.0,,J. Terry enters the game for T. Snell,68,74
237,3,3:14.0,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),,68,74
238,3,3:07.0,,K. Middleton misses 3-pt jump shot from 28 ft,68,74
239,3,3:06.0,Defensive rebound by W. Matthews,,68,74
240,3,3:00.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by W. Matthews),,71,74
241,3,2:33.0,,K. Middleton misses 3-pt jump shot from 26 ft,71,74
242,3,2:33.0,,Offensive rebound by Team,71,74
243,3,2:33.0,,Turnover by Team (shot clock),71,74
244,3,2:33.0,,Milwaukee full timeout,71,74
245,3,2:33.0,,M. Beasley enters the game for K. Middleton,71,74
246,3,2:20.0,H. Barnes misses 2-pt jump shot from 14 ft,,71,74
247,3,2:18.0,,Defensive rebound by G. Monroe,71,74
248,3,2:06.0,,Turnover by G. Payton (bad pass; steal by N. Noel),71,74
249,3,1:52.0,J. Barea makes 2-pt layup from 1 ft (assist by N. Noel),,73,74
250,3,1:28.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,73,74
251,3,1:27.0,Defensive rebound by D. Harris,,73,74
252,3,1:18.0,N. Noel misses 2-pt layup at rim,,73,74
253,3,1:15.0,,Defensive rebound by G. Monroe,73,74
254,3,1:12.0,,Shooting foul by D. Harris (drawn by G. Antetokounmpo),73,74
255,3,1:12.0,,G. Antetokounmpo makes free throw 1 of 2,73,75
256,3,1:12.0,D. Finney-Smith enters the game for W. Matthews,,73,75
257,3,1:12.0,D. Nowitzki enters the game for H. Barnes,,73,75
258,3,1:12.0,,G. Antetokounmpo makes free throw 2 of 2,73,76
259,3,0:58.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,73,76
260,3,0:57.0,,Defensive rebound by G. Antetokounmpo,73,76
261,3,0:44.0,,G. Payton misses 3-pt jump shot from 26 ft,73,76
262,3,0:43.0,Defensive rebound by Team,,73,76
263,3,0:43.0,,Loose ball foul by G. Monroe (drawn by D. Harris),73,76
264,3,0:30.0,J. Barea makes 2-pt jump shot from 14 ft,,75,76
265,3,0:06.0,,G. Antetokounmpo misses 2-pt hook shot from 7 ft,75,76
266,3,0:05.0,,Offensive rebound by G. Monroe,75,76
267,3,0:04.0,,G. Monroe makes 2-pt layup from 1 ft,75,78
268,3,0:03.0,Turnover by D. Finney-Smith (lost ball),,75,78
269,3,0:03.0,H. Barnes enters the game for D. Nowitzki,,75,78
270,3,0:00.0,,J. Terry misses 3-pt jump shot from 25 ft,75,78
271,3,0:00.0,,Offensive rebound by Team,75,78
272,4,11:47.0,,Turnover by G. Antetokounmpo (bad pass; steal by N. Noel),75,78
273,4,11:29.0,D. Nowitzki makes 2-pt jump shot from 14 ft,,77,78
274,4,11:19.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,77,80
275,4,11:00.0,Shooting foul by M. Beasley (drawn by D. Harris),,77,80
276,4,11:00.0,D. Harris makes free throw 1 of 2,,78,80
277,4,11:00.0,D. Harris makes free throw 2 of 2,,79,80
278,4,10:44.0,,M. Beasley misses 2-pt dunk at rim,79,80
279,4,10:42.0,,Offensive rebound by M. Beasley,79,80
280,4,10:42.0,,Turnover by M. Beasley (lost ball),79,80
281,4,10:30.0,J. Barea makes 3-pt jump shot from 27 ft,,82,80
282,4,10:22.0,,Personal block foul by D. Harris (drawn by G. Antetokounmpo),82,80
283,4,10:22.0,,Turnover by J. Terry (bad pass; steal by N. Noel),82,80
284,4,10:12.0,J. Barea makes 3-pt jump shot from 26 ft (assist by N. Brussino),,85,80
285,4,10:12.0,,Milwaukee full timeout,85,80
286,4,10:12.0,H. Barnes enters the game for D. Nowitzki,,85,80
287,4,10:12.0,,T. Snell enters the game for G. Monroe,85,80
288,4,10:12.0,,M. Dellavedova enters the game for M. Beasley,85,80
289,4,10:12.0,,T. Maker enters the game for G. Payton,85,80
290,4,9:47.0,,T. Maker misses 2-pt jump shot from 18 ft,85,80
291,4,9:45.0,Defensive rebound by N. Brussino,,85,80
292,4,9:35.0,N. Noel makes 2-pt dunk at rim (assist by J. Barea),,87,80
293,4,9:09.0,,G. Antetokounmpo makes 2-pt layup at rim,87,82
294,4,8:59.0,N. Noel makes 2-pt dunk at rim (assist by J. Barea),,89,82
295,4,8:40.0,,J. Terry misses 3-pt jump shot from 25 ft,89,82
296,4,8:38.0,Defensive rebound by H. Barnes,,89,82
297,4,8:33.0,Personal block foul by T. Maker (drawn by N. Noel),,89,82
298,4,8:33.0,,K. Middleton enters the game for G. Antetokounmpo,89,82
299,4,8:20.0,Turnover by H. Barnes (lost ball; steal by K. Middleton),,89,82
300,4,7:56.0,,K. Middleton misses 2-pt jump shot from 18 ft,89,82
301,4,7:56.0,,Offensive rebound by Team,89,82
302,4,7:56.0,Loose ball foul by N. Noel (drawn by T. Maker),,89,82
303,4,7:51.0,,Personal foul by J. Barea,89,82
304,4,7:45.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,89,82
305,4,7:44.0,Defensive rebound by J. Barea,,89,82
306,4,7:39.0,Personal block foul by M. Dellavedova,,89,82
307,4,7:39.0,Y. Ferrell enters the game for J. Barea,,89,82
308,4,7:26.0,N. Brussino misses 3-pt jump shot from 27 ft,,89,82
309,4,7:25.0,Offensive rebound by N. Noel,,89,82
310,4,7:12.0,N. Brussino makes 2-pt layup at rim (assist by D. Harris),,91,82
311,4,6:49.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by K. Middleton),91,85
312,4,6:38.0,Dallas full timeout,,91,85
313,4,6:38.0,W. Matthews enters the game for N. Noel,,91,85
314,4,6:38.0,N. Noel enters the game for D. Harris,,91,85
315,4,6:38.0,,G. Monroe enters the game for T. Maker,91,85
316,4,6:38.0,,G. Antetokounmpo enters the game for J. Terry,91,85
317,4,6:32.0,Shooting foul by K. Middleton (drawn by H. Barnes),,91,85
318,4,6:32.0,H. Barnes makes free throw 1 of 2,,92,85
319,4,6:32.0,H. Barnes makes free throw 2 of 2,,93,85
320,4,6:11.0,,K. Middleton misses 3-pt jump shot from 26 ft,93,85
321,4,6:09.0,Defensive rebound by N. Brussino,,93,85
322,4,6:01.0,W. Matthews misses 3-pt jump shot from 26 ft,,93,85
323,4,6:00.0,,Defensive rebound by G. Monroe,93,85
324,4,5:58.0,Loose ball foul by N. Noel (drawn by G. Monroe),,93,85
325,4,5:58.0,S. Mejri enters the game for N. Noel,,93,85
326,4,5:41.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,93,87
327,4,5:31.0,Personal foul by K. Middleton (drawn by N. Brussino),,93,87
328,4,5:31.0,N. Brussino makes free throw 1 of 2,,94,87
329,4,5:31.0,N. Brussino makes free throw 2 of 2,,95,87
330,4,5:24.0,,Personal block foul by Y. Ferrell (drawn by G. Antetokounmpo),95,87
331,4,5:24.0,,G. Antetokounmpo makes free throw 1 of 2,95,88
332,4,5:24.0,,G. Antetokounmpo makes free throw 2 of 2,95,89
333,4,5:09.0,Personal foul by K. Middleton (drawn by H. Barnes),,95,89
334,4,5:09.0,H. Barnes makes free throw 1 of 2,,96,89
335,4,5:09.0,H. Barnes makes free throw 2 of 2,,97,89
336,4,4:54.0,,Turnover by M. Dellavedova (bad pass; steal by H. Barnes),97,89
337,4,4:52.0,Shooting foul by K. Middleton (drawn by H. Barnes),,97,89
338,4,4:52.0,H. Barnes makes free throw 1 of 2,,98,89
339,4,4:52.0,H. Barnes makes free throw 2 of 2,,99,89
340,4,4:33.0,,Shooting foul by H. Barnes (drawn by K. Middleton),99,89
341,4,4:33.0,,K. Middleton makes free throw 1 of 2,99,90
342,4,4:33.0,,K. Middleton makes free throw 2 of 2,99,91
343,4,4:16.0,Shooting foul by G. Monroe (drawn by H. Barnes),,99,91
344,4,4:16.0,H. Barnes makes free throw 1 of 2,,100,91
345,4,4:16.0,H. Barnes makes free throw 2 of 2,,101,91
346,4,4:04.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),101,94
347,4,3:44.0,N. Brussino misses 2-pt jump shot from 4 ft (block by G. Antetokounmpo),,101,94
348,4,3:42.0,,Defensive rebound by G. Antetokounmpo,101,94
349,4,3:39.0,,Shooting foul by W. Matthews (drawn by G. Antetokounmpo),101,94
350,4,3:39.0,,G. Antetokounmpo makes free throw 1 of 2,101,95
351,4,3:39.0,,G. Antetokounmpo makes free throw 2 of 2,101,96
352,4,3:14.0,H. Barnes makes 3-pt jump shot from 24 ft,,104,96
353,4,3:07.0,,Turnover by G. Antetokounmpo (offensive foul),104,96
354,4,3:07.0,Offensive charge foul by G. Antetokounmpo (drawn by W. Matthews),,104,96
355,4,2:44.0,Turnover by H. Barnes (lost ball; steal by T. Snell),,104,96
356,4,2:40.0,,T. Snell misses 2-pt layup from 2 ft,104,96
357,4,2:36.0,Defensive rebound by S. Mejri,,104,96
358,4,2:28.0,W. Matthews misses 3-pt jump shot from 24 ft,,104,96
359,4,2:26.0,,Defensive rebound by G. Antetokounmpo,104,96
360,4,2:26.0,,Personal foul by N. Brussino (drawn by G. Antetokounmpo),104,96
361,4,2:26.0,Official timeout,,104,96
362,4,2:26.0,,G. Antetokounmpo makes free throw 1 of 2,104,97
363,4,2:26.0,,G. Antetokounmpo makes free throw 2 of 2,104,98
364,4,2:02.0,W. Matthews misses 3-pt jump shot from 25 ft,,104,98
365,4,2:02.0,Offensive rebound by Team,,104,98
366,4,2:02.0,Turnover by Team (shot clock),,104,98
367,4,1:51.0,,K. Middleton makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),104,100
368,4,1:35.0,Shooting foul by G. Monroe (drawn by H. Barnes),,104,100
369,4,1:35.0,H. Barnes makes free throw 1 of 2,,105,100
370,4,1:35.0,H. Barnes makes free throw 2 of 2,,106,100
