,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
155,2,7:30.0,S. Mack misses 2-pt jump shot from 18 ft,,38,35
156,2,7:29.0,,Defensive rebound by R. Covington,38,35
157,2,7:18.0,,D. Šarić misses 2-pt layup from 1 ft,38,35
158,2,7:16.0,Defensive rebound by J. Johnson,,38,35
159,2,7:07.0,R. Hood makes 2-pt layup from 2 ft,,40,35
160,2,6:47.0,,G. Henderson misses 3-pt jump shot from 27 ft,40,35
161,2,6:46.0,Defensive rebound by R. Gobert,,40,35
162,2,6:31.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Johnson),,43,35
163,2,6:30.0,,Philadelphia full timeout,43,35
164,2,6:30.0,,J. Embiid enters the game for J. Okafor,43,35
165,2,6:18.0,,Shooting foul by R. Gobert (drawn by J. Embiid),43,35
166,2,6:18.0,,J. Embiid misses free throw 1 of 2,43,35
167,2,6:18.0,,Offensive rebound by Team,43,35
168,2,6:18.0,,J. Embiid makes free throw 2 of 2,43,36
169,2,6:05.0,R. Hood makes 3-pt jump shot from 27 ft (assist by S. Mack),,46,36
170,2,5:44.0,,G. Henderson misses 2-pt jump shot from 19 ft,46,36
171,2,5:42.0,,Offensive rebound by J. Embiid,46,36
172,2,5:34.0,,Turnover by J. Embiid (lost ball; steal by R. Gobert),46,36
173,2,5:27.0,Shooting foul by J. Embiid (drawn by R. Gobert),,46,36
174,2,5:27.0,R. Gobert misses free throw 1 of 2,,46,36
175,2,5:27.0,Offensive rebound by Team,,46,36
176,2,5:27.0,R. Gobert misses free throw 2 of 2,,46,36
177,2,5:27.0,G. Hayward enters the game for J. Johnson,,46,36
178,2,5:25.0,,Defensive rebound by J. Embiid,46,36
179,2,5:10.0,,S. Rodríguez misses 2-pt layup from 2 ft,46,36
180,2,5:09.0,,Offensive rebound by J. Embiid,46,36
181,2,5:09.0,,J. Embiid misses 2-pt layup from 1 ft (block by T. Lyles),46,36
182,2,5:09.0,Defensive rebound by Team,,46,36
183,2,4:53.0,R. Hood misses 2-pt jump shot from 4 ft,,46,36
184,2,4:50.0,,Defensive rebound by J. Embiid,46,36
185,2,4:34.0,,J. Embiid misses 2-pt hook shot from 3 ft,46,36
186,2,4:32.0,,Offensive rebound by J. Embiid,46,36
187,2,4:31.0,,J. Embiid makes 2-pt layup from 2 ft,46,38
188,2,4:23.0,Offensive foul by R. Gobert (drawn by J. Embiid),,46,38
189,2,4:23.0,Turnover by R. Gobert (offensive foul),,46,38
190,2,4:23.0,J. Johnson enters the game for S. Mack,,46,38
191,2,4:23.0,D. Exum enters the game for R. Gobert,,46,38
192,2,4:23.0,D. Favors enters the game for R. Hood,,46,38
193,2,4:12.0,,Shooting foul by D. Exum (drawn by J. Embiid),46,38
194,2,4:12.0,,J. Embiid misses free throw 1 of 2,46,38
195,2,4:12.0,,Offensive rebound by Team,46,38
196,2,4:12.0,S. Mack enters the game for D. Exum,,46,38
197,2,4:12.0,,J. Embiid makes free throw 2 of 2,46,39
198,2,3:59.0,S. Mack misses 2-pt jump shot from 12 ft,,46,39
199,2,3:57.0,Offensive rebound by J. Johnson,,46,39
200,2,3:52.0,T. Lyles misses 3-pt jump shot from 26 ft,,46,39
201,2,3:51.0,,Defensive rebound by J. Embiid,46,39
202,2,3:49.0,,Turnover by J. Embiid (traveling),46,39
203,2,3:49.0,Utah full timeout,,46,39
204,2,3:42.0,G. Hayward makes 2-pt dunk at rim,,48,39
205,2,3:25.0,,D. Šarić makes 2-pt jump shot from 22 ft (assist by S. Rodríguez),48,41
206,2,3:08.0,D. Favors misses 2-pt jump shot from 18 ft,,48,41
207,2,3:07.0,,Defensive rebound by S. Rodríguez,48,41
208,2,2:53.0,,Turnover by D. Šarić (bad pass; steal by D. Favors),48,41
209,2,2:45.0,S. Mack makes 2-pt jump shot from 7 ft,,50,41
210,2,2:26.0,,J. Okafor enters the game for J. Embiid,50,41
211,2,2:26.0,,E. İlyasova enters the game for D. Šarić,50,41
212,2,2:26.0,R. Hood enters the game for J. Johnson,,50,41
213,2,2:22.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,50,41
214,2,2:20.0,Defensive rebound by D. Favors,,50,41
215,2,2:08.0,T. Lyles misses 2-pt jump shot from 13 ft,,50,41
216,2,2:06.0,,Defensive rebound by S. Rodríguez,50,41
217,2,2:00.0,,E. İlyasova misses 2-pt layup from 2 ft (block by D. Favors),50,41
218,2,1:58.0,,Offensive rebound by E. İlyasova,50,41
219,2,1:57.0,,E. İlyasova misses 2-pt layup from 1 ft,50,41
220,2,1:55.0,Defensive rebound by R. Hood,,50,41
221,2,1:51.0,Turnover by T. Lyles (offensive goaltending),,50,41
222,2,1:51.0,,N. Stauskas enters the game for G. Henderson,50,41
223,2,1:39.0,,S. Rodríguez misses 2-pt jump shot from 11 ft,50,41
224,2,1:38.0,Defensive rebound by D. Favors,,50,41
225,2,1:29.0,G. Hayward makes 2-pt layup from 1 ft (assist by S. Mack),,52,41
226,2,1:15.0,,E. İlyasova misses 2-pt jump shot from 4 ft (block by D. Favors),52,41
227,2,1:13.0,,Offensive rebound by J. Okafor,52,41
228,2,1:12.0,,J. Okafor makes 2-pt layup from 1 ft,52,43
229,2,1:05.0,Utah full timeout,,52,43
230,2,1:05.0,,D. Šarić enters the game for J. Okafor,52,43
231,2,1:05.0,J. Ingles enters the game for T. Lyles,,52,43
232,2,1:00.0,Personal foul by N. Stauskas (drawn by R. Hood),,52,43
233,2,0:57.0,G. Hayward misses 2-pt layup from 3 ft,,52,43
234,2,0:54.0,,Defensive rebound by R. Covington,52,43
235,2,0:43.0,,Turnover by S. Rodríguez (bad pass; steal by S. Mack),52,43
236,2,0:32.0,R. Hood misses 2-pt jump shot from 24 ft,,52,43
237,2,0:31.0,,Defensive rebound by R. Covington,52,43
238,2,0:13.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,52,43
239,2,0:12.0,Defensive rebound by D. Favors,,52,43
240,2,0:00.0,Turnover by G. Hayward (lost ball; steal by S. Rodríguez),,52,43
241,3,11:46.0,,D. Šarić misses 2-pt jump shot from 21 ft,52,43
242,3,11:46.0,,Offensive rebound by J. Embiid,52,43
243,3,11:46.0,Loose ball foul by R. Gobert (drawn by J. Embiid),,52,43
244,3,11:46.0,T. Lyles enters the game for R. Gobert,,52,43
245,3,11:33.0,,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),52,45
246,3,11:09.0,G. Hayward misses 3-pt jump shot from 25 ft,,52,45
247,3,11:07.0,,Defensive rebound by G. Henderson,52,45
248,3,11:00.0,,G. Henderson misses 2-pt jump shot from 17 ft,52,45
249,3,10:59.0,,Offensive rebound by Team,52,45
250,3,10:59.0,Loose ball foul by S. Mack (drawn by J. Embiid),,52,45
251,3,10:46.0,,Shooting foul by D. Favors (drawn by J. Embiid),52,45
252,3,10:46.0,,J. Embiid makes free throw 1 of 2,52,46
253,3,10:46.0,,J. Embiid makes free throw 2 of 2,52,47
254,3,10:41.0,T. Lyles makes 2-pt layup from 2 ft,,54,47
255,3,10:32.0,,Offensive foul by J. Embiid (drawn by G. Hayward),54,47
256,3,10:32.0,,Turnover by J. Embiid (offensive foul),54,47
257,3,10:24.0,Personal foul by R. Covington (drawn by G. Hayward),,54,47
258,3,10:11.0,G. Hayward misses 2-pt jump shot from 20 ft,,54,47
259,3,10:10.0,,Defensive rebound by D. Šarić,54,47
260,3,9:54.0,,D. Šarić misses 2-pt layup from 1 ft (block by R. Hood),54,47
261,3,9:50.0,Defensive rebound by D. Favors,,54,47
262,3,9:50.0,D. Favors makes 2-pt jump shot from 8 ft (assist by T. Lyles),,56,47
263,3,9:24.0,,S. Rodríguez makes 2-pt jump shot from 20 ft,56,49
264,3,9:15.0,Shooting foul by J. Embiid (drawn by D. Favors),,56,49
265,3,9:15.0,D. Favors misses free throw 1 of 2,,56,49
266,3,9:15.0,Offensive rebound by Team,,56,49
267,3,9:15.0,,J. Okafor enters the game for J. Embiid,56,49
268,3,9:15.0,D. Favors makes free throw 2 of 2,,57,49
269,3,9:00.0,,J. Okafor makes 2-pt layup from 2 ft (assist by S. Rodríguez),57,51
270,3,8:41.0,R. Hood makes 3-pt jump shot from 27 ft (assist by G. Hayward),,60,51
271,3,8:22.0,Offensive charge foul by G. Henderson (drawn by S. Mack),,60,51
272,3,8:22.0,,Turnover by G. Henderson (offensive foul),60,51
273,3,8:22.0,,E. İlyasova enters the game for D. Šarić,60,51
274,3,8:05.0,T. Lyles misses 2-pt jump shot from 19 ft,,60,51
275,3,8:03.0,,Defensive rebound by R. Covington,60,51
276,3,7:56.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by E. İlyasova),60,54
277,3,7:42.0,D. Favors makes 2-pt jump shot from 6 ft (assist by S. Mack),,62,54
278,3,7:32.0,,E. İlyasova misses 3-pt jump shot from 25 ft,62,54
279,3,7:31.0,Defensive rebound by G. Hayward,,62,54
280,3,7:15.0,D. Favors misses 2-pt layup from 1 ft,,62,54
281,3,7:13.0,,Defensive rebound by E. İlyasova,62,54
282,3,7:02.0,,J. Okafor misses 2-pt jump shot from 3 ft,62,54
283,3,7:00.0,Defensive rebound by D. Favors,,62,54
284,3,6:52.0,S. Mack makes 3-pt jump shot from 26 ft,,65,54
285,3,6:51.0,,Philadelphia full timeout,65,54
286,3,6:51.0,,H. Thompson enters the game for G. Henderson,65,54
287,3,6:51.0,J. Ingles enters the game for R. Hood,,65,54
288,3,6:36.0,,Turnover by J. Okafor (traveling),65,54
289,3,6:18.0,D. Favors misses 2-pt jump shot from 14 ft,,65,54
290,3,6:17.0,,Defensive rebound by J. Okafor,65,54
291,3,6:06.0,,R. Covington misses 3-pt jump shot from 27 ft,65,54
292,3,6:04.0,Defensive rebound by D. Favors,,65,54
293,3,5:54.0,G. Hayward makes 2-pt jump shot from 19 ft,,67,54
294,3,5:39.0,,J. Okafor misses 2-pt layup from 2 ft,67,54
295,3,5:38.0,Defensive rebound by G. Hayward,,67,54
296,3,5:28.0,,Offensive charge foul by G. Hayward (drawn by J. Okafor),67,54
297,3,5:28.0,Turnover by G. Hayward (offensive foul),,67,54
298,3,5:28.0,,T. McConnell enters the game for S. Rodríguez,67,54
299,3,5:28.0,,N. Stauskas enters the game for R. Covington,67,54
300,3,5:14.0,,E. İlyasova misses 2-pt jump shot from 13 ft,67,54
301,3,5:12.0,,Offensive rebound by J. Okafor,67,54
302,3,5:10.0,,J. Okafor misses 2-pt layup from 2 ft,67,54
303,3,5:08.0,Defensive rebound by J. Ingles,,67,54
304,3,5:01.0,J. Ingles misses 3-pt jump shot from 24 ft,,67,54
305,3,4:59.0,,Defensive rebound by T. McConnell,67,54
306,3,4:41.0,,Turnover by T. McConnell (bad pass; steal by S. Mack),67,54
307,3,4:24.0,G. Hayward makes 2-pt layup from 3 ft (assist by S. Mack),,69,54
308,3,4:02.0,,H. Thompson misses 2-pt jump shot from 17 ft,69,54
309,3,4:01.0,Defensive rebound by G. Hayward,,69,54
310,3,3:49.0,Shooting foul by H. Thompson (drawn by D. Favors),,69,54
311,3,3:49.0,D. Favors makes free throw 1 of 2,,70,54
312,3,3:49.0,D. Favors misses free throw 2 of 2,,70,54
313,3,3:49.0,,Defensive rebound by E. İlyasova,70,54
314,3,3:49.0,D. Exum enters the game for S. Mack,,70,54
315,3,3:49.0,,R. Holmes enters the game for J. Okafor,70,54
316,3,3:31.0,,Personal foul by D. Exum (drawn by R. Holmes),70,54
317,3,3:31.0,J. Withey enters the game for D. Favors,,70,54
318,3,3:29.0,,Turnover by N. Stauskas (bad pass),70,54
319,3,3:17.0,T. Lyles misses 2-pt layup from 3 ft,,70,54
320,3,3:15.0,,Defensive rebound by H. Thompson,70,54
321,3,3:04.0,,Shooting block foul by J. Withey (drawn by E. İlyasova),70,54
322,3,3:04.0,,E. İlyasova makes free throw 1 of 2,70,55
323,3,3:04.0,,E. İlyasova makes free throw 2 of 2,70,56
324,3,2:54.0,D. Exum misses 2-pt layup from 2 ft,,70,56
325,3,2:52.0,Offensive rebound by J. Withey,,70,56
326,3,2:52.0,J. Withey makes 2-pt layup from 1 ft,,72,56
327,3,2:43.0,,E. İlyasova misses 3-pt jump shot from 25 ft,72,56
328,3,2:41.0,Defensive rebound by D. Exum,,72,56
329,3,2:29.0,G. Hayward misses 3-pt jump shot from 26 ft,,72,56
330,3,2:28.0,,Defensive rebound by H. Thompson,72,56
331,3,2:08.0,,N. Stauskas misses 3-pt jump shot from 24 ft,72,56
332,3,2:06.0,Defensive rebound by G. Hayward,,72,56
333,3,1:48.0,G. Hayward misses 2-pt jump shot from 6 ft,,72,56
334,3,1:47.0,Offensive rebound by G. Hayward,,72,56
335,3,1:44.0,G. Hayward misses 2-pt jump shot from 13 ft,,72,56
336,3,1:42.0,,Defensive rebound by R. Holmes,72,56
337,3,1:37.0,,Shooting foul by G. Hayward (drawn by E. İlyasova),72,56
338,3,1:37.0,Utah full timeout,,72,56
339,3,1:37.0,,E. İlyasova makes free throw 1 of 3,72,57
340,3,1:37.0,,E. İlyasova makes free throw 2 of 3,72,58
341,3,1:37.0,,J. Embiid enters the game for R. Holmes,72,57
342,3,1:37.0,R. Hood enters the game for J. Ingles,,72,57
343,3,1:37.0,J. Johnson enters the game for G. Hayward,,72,57
344,3,1:37.0,,E. İlyasova makes free throw 3 of 3,72,59
345,3,1:19.0,T. Lyles misses 2-pt jump shot from 10 ft,,72,59
346,3,1:18.0,Offensive rebound by J. Johnson,,72,59
347,3,1:12.0,J. Johnson misses 2-pt jump shot from 5 ft,,72,59
348,3,1:09.0,,Defensive rebound by J. Embiid,72,59
349,3,1:00.0,,J. Embiid makes 2-pt hook shot from 6 ft,72,61
350,3,0:45.0,R. Hood misses 2-pt jump shot from 8 ft,,72,61
351,3,0:44.0,Offensive rebound by J. Withey,,72,61
352,3,0:44.0,J. Withey makes 2-pt layup from 1 ft,,74,61
353,3,0:29.0,,E. İlyasova misses 3-pt jump shot from 26 ft,74,61
354,3,0:27.0,Defensive rebound by T. Lyles,,74,61
355,3,0:09.0,Personal foul by N. Stauskas (drawn by R. Hood),,74,61
356,3,0:05.0,D. Exum makes 3-pt jump shot from 25 ft (assist by J. Withey),,77,61
357,4,11:39.0,R. Hood misses 2-pt jump shot from 5 ft,,77,61
358,4,11:38.0,,Defensive rebound by R. Covington,77,61
359,4,11:19.0,,J. Embiid makes 2-pt hook shot from 8 ft,77,63
360,4,10:57.0,R. Hood makes 3-pt jump shot from 26 ft (assist by T. Lyles),,80,63
361,4,10:36.0,,J. Embiid makes 2-pt jump shot from 17 ft (assist by D. Šarić),80,65
362,4,10:18.0,D. Exum makes 2-pt layup from 2 ft,,82,65
363,4,10:05.0,,Personal foul by R. Gobert (drawn by J. Embiid),82,65
364,4,10:05.0,D. Favors enters the game for R. Gobert,,82,65
365,4,9:52.0,,Turnover by J. Embiid (traveling),82,65
366,4,9:33.0,R. Hood misses 3-pt jump shot from 24 ft,,82,65
367,4,9:31.0,,Defensive rebound by R. Covington,82,65
368,4,9:24.0,,S. Rodríguez makes 2-pt layup from 2 ft,82,67
369,4,9:03.0,Shooting foul by J. Embiid (drawn by T. Lyles),,82,67
370,4,9:03.0,T. Lyles makes free throw 1 of 2,,83,67
371,4,9:03.0,S. Mack enters the game for D. Exum,,83,67
372,4,9:03.0,,J. Okafor enters the game for J. Embiid,83,67
373,4,9:03.0,T. Lyles makes free throw 2 of 2,,84,67
374,4,8:52.0,,Turnover by S. Rodríguez (bad pass; steal by T. Lyles),84,67
375,4,8:36.0,J. Johnson makes 2-pt jump shot from 17 ft,,86,67
376,4,8:35.0,,Philadelphia full timeout,86,67
377,4,8:17.0,,D. Šarić misses 2-pt jump shot from 18 ft,86,67
378,4,8:16.0,Defensive rebound by D. Favors,,86,67
379,4,7:59.0,R. Hood makes 3-pt jump shot from 23 ft (assist by T. Lyles),,89,67
380,4,7:41.0,,G. Henderson makes 2-pt jump shot from 16 ft (assist by J. Okafor),89,69
381,4,7:22.0,J. Johnson makes 2-pt jump shot from 11 ft,,91,69
382,4,7:05.0,,G. Henderson makes 2-pt layup at rim (assist by R. Covington),91,71
383,4,6:42.0,J. Johnson misses 2-pt jump shot from 17 ft,,91,71
384,4,6:40.0,,Defensive rebound by R. Covington,91,71
385,4,6:19.0,,J. Okafor makes 2-pt layup from 3 ft,91,73
386,4,6:14.0,Utah full timeout,,91,73
