,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
46,1,6:23.0,,Sacramento full timeout,11,12
47,1,6:19.0,,A. Afflalo misses 3-pt jump shot from 32 ft (block by K. Middleton),11,12
48,1,6:18.0,,Offensive rebound by Team,11,12
49,1,6:18.0,,Turnover by Team (shot clock),11,12
50,1,5:58.0,K. Middleton makes 2-pt jump shot from 15 ft,,13,12
51,1,5:31.0,,D. Collison makes 2-pt jump shot from 19 ft,13,14
52,1,5:17.0,G. Antetokounmpo makes 2-pt layup from 5 ft,,15,14
53,1,5:02.0,,G. Papagiannis misses 2-pt jump shot from 12 ft,15,14
54,1,5:02.0,Defensive rebound by G. Monroe,,15,14
55,1,4:50.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),,17,14
56,1,4:25.0,,B. Hield misses 2-pt jump shot from 18 ft,17,14
57,1,4:23.0,,Offensive rebound by G. Papagiannis,17,14
58,1,4:23.0,,G. Papagiannis misses 2-pt layup from 1 ft,17,14
59,1,4:22.0,Defensive rebound by G. Monroe,,17,14
60,1,4:14.0,K. Middleton misses 2-pt layup from 3 ft,,17,14
61,1,4:13.0,,Defensive rebound by S. Labissière,17,14
62,1,4:04.0,,Turnover by D. Collison (bad pass; steal by G. Antetokounmpo),17,14
63,1,3:59.0,G. Antetokounmpo makes 2-pt layup at rim,,19,14
64,1,3:35.0,,D. Collison makes 2-pt jump shot from 15 ft,19,16
65,1,3:16.0,K. Middleton misses 3-pt jump shot from 25 ft,,19,16
66,1,3:15.0,,Defensive rebound by G. Papagiannis,19,16
67,1,3:15.0,M. Teletović enters the game for G. Antetokounmpo,,19,16
68,1,3:15.0,,G. Temple enters the game for S. Labissière,19,16
69,1,3:15.0,,A. Tolliver enters the game for B. Hield,19,16
70,1,3:03.0,,Turnover by G. Papagiannis (lost ball; steal by K. Middleton),19,16
71,1,2:55.0,M. Teletović misses 3-pt jump shot from 22 ft,,19,16
72,1,2:55.0,,Defensive rebound by A. Afflalo,19,16
73,1,2:43.0,,Personal foul by M. Dellavedova (drawn by A. Afflalo),19,16
74,1,2:43.0,Milwaukee full timeout,,19,16
75,1,2:43.0,J. Terry enters the game for T. Snell,,19,16
76,1,2:31.0,,A. Tolliver misses 3-pt jump shot from 25 ft,19,16
77,1,2:30.0,Defensive rebound by K. Middleton,,19,16
78,1,2:10.0,M. Dellavedova misses 2-pt jump shot from 8 ft (block by G. Papagiannis),,19,16
79,1,2:10.0,Offensive rebound by Team,,19,16
80,1,2:10.0,,B. McLemore enters the game for A. Afflalo,19,16
81,1,2:07.0,M. Teletović makes 2-pt layup from 3 ft (assist by M. Dellavedova),,21,16
82,1,1:51.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by A. Tolliver),21,19
83,1,1:31.0,G. Monroe makes 2-pt hook shot from 5 ft,,23,19
84,1,1:17.0,,Turnover by G. Temple (lost ball; steal by J. Terry),23,19
85,1,1:09.0,M. Teletović misses 3-pt jump shot from 24 ft,,23,19
86,1,1:08.0,,Defensive rebound by D. Collison,23,19
87,1,0:58.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Collison),23,22
88,1,0:40.0,M. Dellavedova misses 2-pt jump shot from 13 ft,,23,22
89,1,0:39.0,,Defensive rebound by G. Temple,23,22
90,1,0:27.0,,G. Papagiannis makes 2-pt jump shot from 5 ft,23,24
91,1,0:07.0,G. Monroe makes 2-pt layup from 2 ft (assist by K. Middleton),,25,24
92,1,0:00.0,,G. Papagiannis misses 2-pt hook shot from 4 ft,25,24
93,1,0:00.0,,Offensive rebound by Team,25,24
94,2,11:47.0,J. Terry misses 3-pt jump shot from 22 ft,,25,24
95,2,11:46.0,,Defensive rebound by G. Papagiannis,25,24
96,2,11:32.0,,B. McLemore misses 2-pt jump shot from 18 ft,25,24
97,2,11:31.0,Defensive rebound by M. Teletović,,25,24
98,2,11:21.0,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,27,24
99,2,11:00.0,,A. Tolliver misses 3-pt jump shot from 25 ft,27,24
100,2,11:00.0,Defensive rebound by G. Antetokounmpo,,27,24
101,2,10:43.0,M. Teletović misses 3-pt jump shot from 24 ft,,27,24
102,2,10:43.0,,Defensive rebound by G. Temple,27,24
103,2,10:34.0,,G. Temple makes 2-pt jump shot from 17 ft,27,26
104,2,10:19.0,Shooting foul by G. Papagiannis (drawn by G. Monroe),,27,26
105,2,10:19.0,G. Monroe makes free throw 1 of 2,,28,26
106,2,10:19.0,G. Monroe makes free throw 2 of 2,,29,26
107,2,10:05.0,,G. Papagiannis makes 2-pt dunk at rim (assist by T. Evans),29,28
108,2,9:51.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,29,28
109,2,9:50.0,,Defensive rebound by B. McLemore,29,28
110,2,9:41.0,,T. Evans misses 2-pt jump shot from 22 ft,29,28
111,2,9:41.0,Defensive rebound by J. Terry,,29,28
112,2,9:32.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,31,28
113,2,9:10.0,,G. Papagiannis misses 2-pt jump shot from 8 ft,31,28
114,2,9:10.0,Defensive rebound by Team,,31,28
115,2,9:10.0,,Loose ball foul by A. Tolliver (drawn by M. Teletović),31,28
116,2,9:10.0,S. Hawes enters the game for G. Monroe,,31,28
117,2,9:10.0,M. Brogdon enters the game for M. Dellavedova,,31,28
118,2,8:48.0,M. Teletović misses 3-pt jump shot from 26 ft,,31,28
119,2,8:47.0,,Defensive rebound by T. Evans,31,28
120,2,8:41.0,,T. Evans makes 2-pt layup from 3 ft,31,30
121,2,8:22.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,34,30
122,2,7:58.0,,G. Temple makes 2-pt jump shot from 21 ft,34,32
123,2,7:40.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),,36,32
124,2,7:29.0,,A. Tolliver misses 3-pt jump shot from 25 ft,36,32
125,2,7:25.0,,Offensive rebound by T. Evans,36,32
126,2,7:23.0,,Turnover by T. Evans (bad pass; steal by J. Terry),36,32
127,2,7:15.0,S. Hawes makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,39,32
128,2,7:02.0,,G. Papagiannis misses 2-pt dunk at rim (block by S. Hawes),39,32
129,2,7:01.0,,Offensive rebound by Team,39,32
130,2,7:01.0,Official timeout,,39,32
131,2,7:01.0,,W. Cauley-Stein enters the game for G. Papagiannis,39,32
132,2,6:54.0,,G. Temple misses 3-pt jump shot from 23 ft,39,32
133,2,6:54.0,Defensive rebound by G. Antetokounmpo,,39,32
134,2,6:38.0,J. Terry makes 3-pt jump shot from 25 ft (assist by M. Teletović),,42,32
135,2,6:20.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,42,32
136,2,6:20.0,Defensive rebound by G. Antetokounmpo,,42,32
137,2,6:09.0,J. Terry makes 3-pt jump shot from 24 ft (assist by S. Hawes),,45,32
138,2,5:49.0,,T. Evans makes 2-pt layup from 3 ft,45,34
139,2,5:43.0,Personal foul by G. Temple (drawn by M. Brogdon),,45,34
140,2,5:43.0,,Sacramento full timeout,45,34
141,2,5:43.0,,S. Labissière enters the game for A. Tolliver,45,34
142,2,5:43.0,,B. Hield enters the game for B. McLemore,45,34
143,2,5:37.0,Turnover by M. Brogdon (lost ball; steal by G. Temple),,45,34
144,2,5:34.0,,Shooting foul by M. Teletović (drawn by B. Hield),45,34
145,2,5:34.0,,B. Hield misses free throw 1 of 2,45,34
146,2,5:34.0,,Offensive rebound by Team,45,34
147,2,5:34.0,,B. Hield misses free throw 2 of 2,45,34
148,2,5:32.0,Defensive rebound by M. Teletović,,45,34
149,2,5:08.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,45,34
150,2,5:07.0,,Defensive rebound by W. Cauley-Stein,45,34
151,2,4:52.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Evans),45,36
152,2,4:27.0,M. Teletović misses 3-pt jump shot from 25 ft,,45,36
153,2,4:27.0,Offensive rebound by Team,,45,36
154,2,4:27.0,,Loose ball foul by G. Temple (drawn by S. Hawes),45,36
155,2,4:27.0,,A. Afflalo enters the game for G. Temple,45,36
156,2,4:27.0,,D. Collison enters the game for T. Evans,45,36
157,2,4:27.0,K. Middleton enters the game for M. Teletović,,45,36
158,2,4:15.0,G. Antetokounmpo misses 2-pt layup from 5 ft (block by W. Cauley-Stein),,45,36
159,2,4:14.0,Offensive rebound by S. Hawes,,45,36
160,2,4:13.0,S. Hawes makes 2-pt layup from 4 ft,,47,36
161,2,4:13.0,Shooting foul by A. Afflalo (drawn by S. Hawes),,47,36
162,2,4:13.0,S. Hawes misses free throw 1 of 1,,47,36
163,2,4:10.0,,Defensive rebound by W. Cauley-Stein,47,36
164,2,4:00.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by D. Collison),47,39
165,2,3:38.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Terry),,50,39
166,2,3:20.0,,B. Hield makes 2-pt layup from 4 ft,50,41
167,2,3:08.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,50,41
168,2,3:06.0,Offensive rebound by G. Antetokounmpo,,50,41
169,2,3:06.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,52,41
170,2,2:41.0,,B. Hield makes 2-pt jump shot from 15 ft,52,43
171,2,2:22.0,M. Brogdon makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,55,43
172,2,2:13.0,,Turnover by A. Afflalo (bad pass; steal by G. Antetokounmpo),55,43
173,2,2:11.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,57,43
174,2,2:11.0,Shooting foul by A. Afflalo (drawn by G. Antetokounmpo),,57,43
175,2,2:11.0,Milwaukee full timeout,,57,43
176,2,2:11.0,T. Snell enters the game for J. Terry,,57,43
177,2,2:11.0,G. Antetokounmpo makes free throw 1 of 1,,58,43
178,2,2:00.0,,Def 3 sec tech foul by S. Hawes,58,43
179,2,2:00.0,,B. Hield makes technical free throw,58,44
180,2,1:52.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by S. Hawes),58,44
181,2,1:52.0,Defensive rebound by Team,,58,44
182,2,1:45.0,Turnover by T. Snell (lost ball),,58,44
183,2,1:34.0,,S. Labissière makes 2-pt hook shot from 5 ft (assist by W. Cauley-Stein),58,46
184,2,1:16.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,61,46
185,2,0:57.0,,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by B. Hield),61,48
186,2,0:49.0,Shooting foul by A. Afflalo (drawn by G. Antetokounmpo),,61,48
187,2,0:49.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,63,48
188,2,0:49.0,G. Antetokounmpo makes free throw 1 of 1,,64,48
189,2,0:42.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),64,50
190,2,0:32.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by K. Middleton),,67,50
191,2,0:24.0,,Turnover by B. Hield (lost ball; steal by K. Middleton),67,50
192,2,0:03.0,K. Middleton makes 2-pt jump shot from 15 ft,,69,50
193,2,0:00.0,,A. Afflalo misses 3-pt jump shot from 29 ft,69,50
194,2,0:00.0,,Offensive rebound by Team,69,50
195,3,11:35.0,G. Antetokounmpo misses 2-pt hook shot from 5 ft,,69,50
196,3,11:33.0,,Defensive rebound by D. Collison,69,50
197,3,11:23.0,,S. Labissière makes 2-pt dunk at rim (assist by D. Collison),69,52
198,3,11:00.0,T. Maker misses 3-pt jump shot from 24 ft,,69,52
199,3,11:00.0,,Defensive rebound by B. Hield,69,52
200,3,10:34.0,,A. Afflalo misses 3-pt jump shot from 25 ft,69,52
201,3,10:33.0,,Offensive rebound by S. Labissière,69,52
202,3,10:31.0,,S. Labissière misses 2-pt layup from 2 ft,69,52
203,3,10:30.0,Defensive rebound by T. Maker,,69,52
204,3,10:11.0,K. Middleton misses 3-pt jump shot from 25 ft,,69,52
205,3,10:10.0,,Defensive rebound by S. Labissière,69,52
206,3,9:59.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft,69,52
207,3,9:57.0,,Offensive rebound by B. Hield,69,52
208,3,9:49.0,,Shooting foul by M. Brogdon (drawn by D. Collison),69,52
209,3,9:49.0,,D. Collison makes free throw 1 of 2,69,53
210,3,9:49.0,,D. Collison makes free throw 2 of 2,69,54
211,3,9:24.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by T. Snell),,72,54
212,3,9:00.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,72,54
213,3,8:58.0,Defensive rebound by T. Maker,,72,54
214,3,8:47.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by W. Cauley-Stein),,72,54
215,3,8:45.0,,Defensive rebound by B. Hield,72,54
216,3,8:29.0,,S. Labissière makes 2-pt jump shot from 12 ft,72,56
217,3,8:08.0,M. Brogdon misses 3-pt jump shot from 24 ft,,72,56
218,3,8:08.0,,Defensive rebound by S. Labissière,72,56
219,3,7:57.0,,S. Labissière misses 3-pt jump shot from 25 ft,72,56
220,3,7:56.0,Defensive rebound by T. Maker,,72,56
221,3,7:43.0,K. Middleton misses 2-pt layup from 3 ft,,72,56
222,3,7:43.0,,Defensive rebound by W. Cauley-Stein,72,56
223,3,7:35.0,,A. Afflalo makes 2-pt jump shot from 9 ft,72,58
224,3,7:35.0,Milwaukee full timeout,,72,58
225,3,7:35.0,G. Monroe enters the game for T. Maker,,72,58
226,3,7:25.0,Offensive foul by G. Monroe (drawn by D. Collison),,72,58
227,3,7:25.0,Turnover by G. Monroe (offensive foul),,72,58
228,3,7:06.0,,A. Afflalo makes 2-pt jump shot from 13 ft,72,60
229,3,6:46.0,T. Snell makes 3-pt jump shot from 22 ft (assist by M. Brogdon),,75,60
230,3,6:27.0,,D. Collison misses 3-pt jump shot from 23 ft,75,60
231,3,6:26.0,,Offensive rebound by S. Labissière,75,60
232,3,6:12.0,,Turnover by W. Cauley-Stein (lost ball),75,60
233,3,5:58.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,75,60
234,3,5:55.0,Offensive rebound by G. Antetokounmpo,,75,60
235,3,5:55.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,77,60
236,3,5:42.0,,Shooting block foul by M. Brogdon (drawn by B. Hield),77,60
237,3,5:42.0,,B. Hield makes free throw 1 of 2,77,61
238,3,5:42.0,,B. Hield makes free throw 2 of 2,77,62
239,3,5:22.0,Turnover by G. Monroe (lost ball; steal by D. Collison),,77,62
240,3,5:15.0,,B. Hield misses 3-pt jump shot from 25 ft,77,62
241,3,5:14.0,Defensive rebound by K. Middleton,,77,62
242,3,5:01.0,G. Antetokounmpo misses 2-pt dunk at rim (block by W. Cauley-Stein),,77,62
243,3,4:59.0,Offensive rebound by G. Monroe,,77,62
244,3,4:57.0,Turnover by G. Monroe (lost ball; steal by B. Hield),,77,62
245,3,4:51.0,,Turnover by A. Afflalo (bad pass; steal by M. Brogdon),77,62
246,3,4:41.0,Shooting foul by S. Labissière (drawn by G. Monroe),,77,62
247,3,4:41.0,G. Monroe makes free throw 1 of 2,,78,62
248,3,4:41.0,G. Monroe misses free throw 2 of 2,,78,62
249,3,4:41.0,,Defensive rebound by W. Cauley-Stein,78,62
250,3,4:41.0,M. Dellavedova enters the game for M. Brogdon,,78,62
251,3,4:41.0,,G. Papagiannis enters the game for S. Labissière,78,62
252,3,4:19.0,,A. Afflalo makes 2-pt jump shot from 18 ft,78,64
253,3,4:01.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by T. Snell),,81,64
254,3,3:37.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by B. Hield),81,67
255,3,3:21.0,T. Snell misses 3-pt jump shot from 25 ft,,81,67
256,3,3:21.0,,Defensive rebound by W. Cauley-Stein,81,67
257,3,3:13.0,,B. Hield misses 2-pt layup from 2 ft,81,67
258,3,3:13.0,Defensive rebound by G. Monroe,,81,67
259,3,3:02.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,81,67
260,3,3:02.0,,Defensive rebound by Team,81,67
261,3,3:02.0,,G. Temple enters the game for A. Afflalo,81,67
262,3,2:52.0,,G. Papagiannis misses 2-pt jump shot from 8 ft,81,67
263,3,2:51.0,Defensive rebound by M. Dellavedova,,81,67
264,3,2:44.0,K. Middleton misses 2-pt jump shot from 9 ft,,81,67
265,3,2:43.0,Offensive rebound by G. Antetokounmpo,,81,67
266,3,2:35.0,T. Snell misses 3-pt jump shot from 25 ft,,81,67
267,3,2:35.0,,Defensive rebound by W. Cauley-Stein,81,67
268,3,2:24.0,,Personal foul by G. Monroe (drawn by W. Cauley-Stein),81,67
269,3,2:24.0,,Sacramento full timeout,81,67
270,3,2:24.0,M. Teletović enters the game for G. Antetokounmpo,,81,67
271,3,2:24.0,J. Terry enters the game for T. Snell,,81,67
272,3,2:24.0,,A. Tolliver enters the game for W. Cauley-Stein,81,67
273,3,2:19.0,,G. Temple makes 2-pt layup from 3 ft (assist by A. Tolliver),81,69
274,3,1:59.0,Shooting foul by G. Papagiannis (drawn by G. Monroe),,81,69
275,3,1:59.0,G. Monroe makes free throw 1 of 2,,82,69
276,3,1:59.0,G. Monroe makes free throw 2 of 2,,83,69
277,3,1:49.0,,Turnover by A. Tolliver (bad pass),83,69
278,3,1:33.0,J. Terry makes 3-pt jump shot from 25 ft (assist by M. Teletović),,86,69
279,3,1:13.0,,B. Hield makes 3-pt jump shot from 24 ft,86,72
280,3,1:00.0,G. Monroe misses 2-pt layup from 4 ft (block by G. Papagiannis),,86,72
281,3,1:00.0,Offensive rebound by Team,,86,72
282,3,1:00.0,,T. Evans enters the game for D. Collison,86,72
283,3,0:49.0,K. Middleton misses 3-pt jump shot from 26 ft,,86,72
284,3,0:48.0,Offensive rebound by J. Terry,,86,72
285,3,0:45.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Dellavedova),,88,72
286,3,0:27.0,,B. Hield makes 3-pt jump shot from 23 ft,88,75
287,3,0:06.0,J. Terry misses 3-pt jump shot from 27 ft,,88,75
288,3,0:05.0,Offensive rebound by G. Monroe,,88,75
289,3,0:03.0,G. Monroe makes 2-pt jump shot from 3 ft,,90,75
290,3,0:00.0,,G. Temple misses 3-pt jump shot from 26 ft,90,75
291,3,0:00.0,,Offensive rebound by Team,90,75
292,4,11:42.0,,T. Evans misses 3-pt jump shot from 25 ft,90,75
293,4,11:42.0,Defensive rebound by J. Terry,,90,75
294,4,11:19.0,M. Dellavedova misses 2-pt layup from 1 ft,,90,75
295,4,11:19.0,,Defensive rebound by G. Papagiannis,90,75
296,4,11:08.0,,G. Papagiannis misses 2-pt hook shot from 5 ft,90,75
297,4,11:07.0,,Offensive rebound by G. Papagiannis,90,75
298,4,11:01.0,,T. Evans misses 2-pt jump shot from 6 ft,90,75
299,4,11:00.0,Defensive rebound by J. Terry,,90,75
300,4,10:54.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by J. Terry),,92,75
301,4,10:54.0,,Sacramento full timeout,92,75
302,4,10:35.0,,Turnover by B. McLemore (bad pass; steal by M. Dellavedova),92,75
303,4,10:31.0,Turnover by J. Terry (bad pass; steal by A. Tolliver),,92,75
304,4,10:25.0,,T. Evans makes 2-pt hook shot from 6 ft,92,77
305,4,10:25.0,,Shooting foul by M. Teletović (drawn by T. Evans),92,77
306,4,10:25.0,,T. Evans misses free throw 1 of 1,92,77
307,4,10:24.0,Defensive rebound by M. Teletović,,92,77
308,4,10:00.0,M. Teletović makes 2-pt jump shot from 7 ft (assist by M. Dellavedova),,94,77
309,4,9:43.0,,B. McLemore misses 3-pt jump shot from 25 ft,94,77
310,4,9:42.0,Defensive rebound by G. Antetokounmpo,,94,77
311,4,9:28.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Terry),,97,77
312,4,9:15.0,,Personal foul by G. Monroe (drawn by B. McLemore),97,77
313,4,9:15.0,,S. Labissière enters the game for B. McLemore,97,77
314,4,9:15.0,,B. Hield enters the game for A. Tolliver,97,77
315,4,9:15.0,S. Hawes enters the game for G. Monroe,,97,77
316,4,9:06.0,,G. Temple makes 3-pt jump shot from 25 ft,97,80
317,4,8:44.0,Turnover by M. Teletović (bad pass; steal by S. Labissière),,97,80
318,4,8:34.0,,B. Hield makes 2-pt jump shot from 18 ft,97,82
319,4,8:10.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,97,82
320,4,8:10.0,,Defensive rebound by G. Papagiannis,97,82
321,4,7:58.0,,T. Evans misses 2-pt layup from 2 ft,97,82
322,4,7:57.0,Defensive rebound by M. Teletović,,97,82
323,4,7:41.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Terry),,100,82
324,4,7:19.0,,B. Hield misses 2-pt jump shot from 11 ft,100,82
325,4,7:18.0,Defensive rebound by M. Dellavedova,,100,82
326,4,7:13.0,Personal foul by T. Evans (drawn by G. Antetokounmpo),,100,82
327,4,7:13.0,G. Antetokounmpo misses free throw 1 of 2,,100,82
328,4,7:13.0,Offensive rebound by Team,,100,82
329,4,7:13.0,M. Brogdon enters the game for M. Dellavedova,,100,82
330,4,7:13.0,G. Antetokounmpo makes free throw 2 of 2,,101,82
331,4,6:48.0,,T. Evans makes 2-pt jump shot from 11 ft (assist by S. Labissière),101,84
332,4,6:26.0,M. Brogdon makes 2-pt layup from 2 ft,,103,84
333,4,6:15.0,,T. Evans makes 2-pt layup from 3 ft,103,86
334,4,5:50.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,103,86
335,4,5:50.0,,Defensive rebound by G. Papagiannis,103,86
336,4,5:43.0,,T. Evans misses 2-pt layup from 3 ft,103,86
337,4,5:41.0,,Offensive rebound by S. Labissière,103,86
338,4,5:41.0,,S. Labissière makes 2-pt dunk from 2 ft,103,88
339,4,5:14.0,S. Hawes misses 3-pt jump shot from 26 ft,,103,88
340,4,5:12.0,,Defensive rebound by G. Temple,103,88
341,4,5:02.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by G. Temple),103,91
342,4,5:02.0,Milwaukee full timeout,,103,91
343,4,5:02.0,K. Middleton enters the game for J. Terry,,103,91
344,4,5:02.0,T. Snell enters the game for M. Teletović,,103,91
345,4,5:02.0,,W. Cauley-Stein enters the game for G. Papagiannis,103,91
346,4,4:45.0,Shooting foul by T. Evans (drawn by G. Antetokounmpo),,103,91
347,4,4:45.0,G. Antetokounmpo makes free throw 1 of 2,,104,91
348,4,4:45.0,G. Antetokounmpo makes free throw 2 of 2,,105,91
349,4,4:37.0,,Personal foul by G. Antetokounmpo (drawn by S. Labissière),105,91
350,4,4:26.0,,B. Hield misses 3-pt jump shot from 23 ft,105,91
351,4,4:25.0,Defensive rebound by G. Antetokounmpo,,105,91
352,4,4:09.0,Turnover by K. Middleton (traveling),,105,91
353,4,3:50.0,,T. Evans misses 2-pt layup from 1 ft,105,91
354,4,3:49.0,Defensive rebound by S. Hawes,,105,91
355,4,3:32.0,M. Brogdon makes 2-pt layup from 3 ft,,107,91
356,4,3:18.0,,Personal foul by G. Antetokounmpo (drawn by S. Labissière),107,91
357,4,3:08.0,,T. Evans makes 2-pt layup from 2 ft (assist by G. Temple),107,93
358,4,2:50.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,110,93
359,4,2:36.0,,B. Hield misses 3-pt jump shot from 25 ft,110,93
360,4,2:35.0,Defensive rebound by S. Hawes,,110,93
361,4,2:18.0,Shooting foul by S. Labissière (drawn by S. Hawes),,110,93
362,4,2:18.0,Official timeout,,110,93
363,4,2:18.0,S. Hawes makes free throw 1 of 2,,111,93
364,4,2:18.0,T. Jones enters the game for K. Middleton,,110,93
365,4,2:18.0,R. Vaughn enters the game for G. Antetokounmpo,,110,93
366,4,2:18.0,T. Maker enters the game for T. Snell,,110,93
367,4,2:18.0,S. Hawes makes free throw 2 of 2,,112,93
368,4,2:04.0,,B. Hield makes 2-pt jump shot from 12 ft (assist by G. Temple),112,95
