,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW ORLEANS_ACTION,BOSTON_SCORE,NEW ORLEANS_SCORE
389,4,6:54.0,M. Smart enters the game for J. Brown,,91,94
390,4,6:54.0,,A. Davis makes free throw 2 of 2,91,95
391,4,6:33.0,I. Thomas makes 2-pt layup from 2 ft,,93,95
392,4,6:19.0,,A. Davis misses 2-pt layup from 2 ft,93,95
393,4,6:17.0,Defensive rebound by A. Bradley,,93,95
394,4,6:10.0,I. Thomas misses 3-pt jump shot from 25 ft,,93,95
395,4,6:09.0,,Defensive rebound by T. Jones,93,95
396,4,6:03.0,,T. Frazier makes 2-pt layup from 3 ft (assist by T. Jones),93,97
397,4,5:47.0,I. Thomas makes 2-pt layup from 1 ft,,95,97
398,4,5:37.0,,Personal foul by K. Olynyk (drawn by A. Davis),95,97
399,4,5:37.0,A. Johnson enters the game for K. Olynyk,,95,97
400,4,5:30.0,,T. Frazier misses 2-pt jump shot from 18 ft,95,97
401,4,5:30.0,Defensive rebound by A. Bradley,,95,97
402,4,5:20.0,Turnover by A. Bradley (bad pass; steal by T. Jones),,95,97
403,4,5:16.0,,Shooting foul by J. Jerebko (drawn by T. Jones),95,97
404,4,5:16.0,,T. Jones misses free throw 1 of 2,95,97
405,4,5:16.0,,Offensive rebound by Team,95,97
406,4,5:16.0,,T. Jones makes free throw 2 of 2,95,98
407,4,5:01.0,A. Bradley misses 3-pt jump shot from 25 ft,,95,98
408,4,5:00.0,Offensive rebound by M. Smart,,95,98
409,4,4:37.0,I. Thomas misses 3-pt jump shot from 27 ft,,95,98
410,4,4:36.0,,Defensive rebound by A. Davis,95,98
411,4,4:13.0,,A. Davis misses 2-pt hook shot from 13 ft,95,98
412,4,4:11.0,Defensive rebound by M. Smart,,95,98
413,4,4:01.0,J. Jerebko misses 3-pt jump shot from 26 ft,,95,98
414,4,4:01.0,,Defensive rebound by T. Jones,95,98
415,4,3:41.0,,A. Davis misses 3-pt jump shot from 26 ft,95,98
416,4,3:41.0,Defensive rebound by I. Thomas,,95,98
417,4,3:38.0,Boston full timeout,,95,98
418,4,3:38.0,I. Thomas misses 2-pt layup from 3 ft,,95,98
419,4,3:38.0,Offensive rebound by A. Johnson,,95,98
420,4,3:38.0,K. Olynyk enters the game for J. Jerebko,,95,98
421,4,3:27.0,A. Johnson makes 2-pt layup from 1 ft,,97,98
422,4,3:15.0,,A. Davis misses 2-pt jump shot from 7 ft,97,98
423,4,3:14.0,Defensive rebound by A. Bradley,,97,98
424,4,2:54.0,A. Bradley makes 2-pt layup from 2 ft (assist by A. Johnson),,99,98
425,4,2:45.0,,T. Jones misses 3-pt jump shot from 27 ft,99,98
426,4,2:44.0,Defensive rebound by M. Smart,,99,98
427,4,2:20.0,Turnover by K. Olynyk (bad pass; steal by S. Hill),,99,98
428,4,2:12.0,,L. Galloway makes 2-pt jump shot from 22 ft,99,100
429,4,1:57.0,I. Thomas makes 3-pt jump shot from 27 ft,,102,100
430,4,1:56.0,,New Orleans full timeout,102,100
431,4,1:48.0,,Turnover by L. Galloway (lost ball; steal by I. Thomas),102,100
432,4,1:31.0,I. Thomas misses 2-pt jump shot from 7 ft,,102,100
433,4,1:31.0,,Defensive rebound by A. Davis,102,100
434,4,1:31.0,Loose ball foul by K. Olynyk (drawn by A. Davis),,102,100
435,4,1:31.0,,A. Davis makes free throw 1 of 2,102,101
436,4,1:31.0,,A. Davis makes free throw 2 of 2,102,102
437,4,1:20.0,K. Olynyk misses 3-pt jump shot from 26 ft,,102,102
438,4,1:20.0,Offensive rebound by M. Smart,,102,102
439,4,1:04.0,I. Thomas misses 3-pt jump shot from 26 ft,,102,102
440,4,1:03.0,,Defensive rebound by A. Davis,102,102
441,4,0:58.0,,New Orleans full timeout,102,102
442,4,0:38.0,,A. Davis misses 2-pt jump shot from 17 ft,102,102
443,4,0:37.0,Defensive rebound by K. Olynyk,,102,102
444,4,0:37.0,Boston full timeout,,102,102
445,4,0:33.0,Shooting foul by A. Davis (drawn by I. Thomas),,102,102
446,4,0:33.0,I. Thomas misses free throw 1 of 2,,102,102
447,4,0:33.0,Offensive rebound by Team,,102,102
448,4,0:33.0,I. Thomas makes free throw 2 of 2,,103,102
449,4,0:33.0,,New Orleans full timeout,103,102
450,4,0:33.0,,B. Hield enters the game for S. Hill,103,102
451,4,0:27.0,,A. Davis misses 2-pt jump shot from 8 ft,103,102
452,4,0:25.0,,Offensive rebound by A. Davis,103,102
453,4,0:25.0,,Shooting foul by A. Johnson (drawn by A. Davis),103,102
454,4,0:25.0,,A. Davis makes free throw 1 of 2,103,103
455,4,0:25.0,T. Zeller enters the game for K. Olynyk,,103,103
456,4,0:25.0,,S. Hill enters the game for B. Hield,103,103
457,4,0:25.0,K. Olynyk enters the game for A. Johnson,,103,104
458,4,0:25.0,T. Rozier enters the game for T. Zeller,,103,104
459,4,0:25.0,,A. Davis makes free throw 2 of 2,103,104
460,4,0:25.0,Boston full timeout,,103,104
461,4,0:18.0,A. Bradley misses 3-pt jump shot from 27 ft (block by A. Davis),,103,104
462,4,0:15.0,Offensive rebound by Team,,103,104
463,4,0:15.0,Turnover by M. Smart (bad pass; steal by T. Frazier),,103,104
464,4,0:15.0,,Personal foul by A. Johnson (drawn by T. Frazier),103,104
465,4,0:15.0,,T. Frazier misses free throw 1 of 2,103,104
466,4,0:15.0,,Offensive rebound by Team,103,104
467,4,0:15.0,A. Johnson enters the game for T. Rozier,,103,104
468,4,0:15.0,T. Zeller enters the game for A. Johnson,,103,104
469,4,0:15.0,J. Mickey enters the game for K. Olynyk,,103,104
470,4,0:15.0,T. Rozier enters the game for J. Mickey,,103,105
471,4,0:15.0,K. Olynyk enters the game for T. Zeller,,103,105
472,4,0:15.0,,A. Goodwin enters the game for T. Jones,103,105
473,4,0:15.0,,T. Frazier makes free throw 2 of 2,103,105
474,4,0:15.0,Boston full timeout,,103,105
475,4,0:07.0,I. Thomas makes 2-pt layup from 3 ft,,105,105
476,4,0:03.0,,Personal foul by K. Olynyk (drawn by T. Frazier),105,105
477,4,0:03.0,,T. Frazier makes free throw 1 of 2,105,106
478,4,0:03.0,T. Zeller enters the game for K. Olynyk,,105,105
479,4,0:03.0,,T. Jones enters the game for A. Goodwin,105,105
480,4,0:03.0,,T. Frazier misses free throw 2 of 2,105,106
481,4,0:02.0,Defensive rebound by Team,,105,106
482,4,0:02.0,,A. Goodwin enters the game for T. Jones,105,106
483,4,0:00.0,,Ö. Aşık enters the game for T. Frazier,105,106
484,4,0:00.0,,A. Ajinça enters the game for L. Galloway,105,106
485,4,0:00.0,,D. Cunningham enters the game for A. Goodwin,105,106
