,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
78,1,3:24.0,Defensive rebound by T. Johnson,,22,12
79,1,3:10.0,D. Waiters misses 2-pt jump shot from 21 ft,,22,12
80,1,3:08.0,,Defensive rebound by V. Carter,22,12
81,1,3:04.0,,W. Baldwin misses 2-pt layup from 1 ft,22,12
82,1,3:01.0,Defensive rebound by T. Johnson,,22,12
83,1,2:51.0,Turnover by R. McGruder (lost ball),,22,12
84,1,2:51.0,L. Babbitt enters the game for D. Waiters,,22,12
85,1,2:36.0,,V. Carter misses 2-pt layup from 1 ft,22,12
86,1,2:32.0,Defensive rebound by H. Whiteside,,22,12
87,1,2:26.0,J. Johnson misses 2-pt layup from 2 ft,,22,12
88,1,2:25.0,Offensive rebound by J. Johnson,,22,12
89,1,2:21.0,J. Johnson misses 2-pt layup from 2 ft,,22,12
90,1,2:21.0,Offensive rebound by H. Whiteside,,22,12
91,1,2:21.0,H. Whiteside makes 2-pt layup from 1 ft,,24,12
92,1,2:21.0,Shooting foul by V. Carter (drawn by H. Whiteside),,24,12
93,1,2:21.0,H. Whiteside misses free throw 1 of 1,,24,12
94,1,2:21.0,,T. Allen enters the game for V. Carter,24,12
95,1,2:20.0,,Defensive rebound by J. Martin,24,12
96,1,2:09.0,,M. Conley makes 2-pt jump shot from 5 ft,24,14
97,1,2:09.0,,Shooting foul by R. McGruder (drawn by M. Conley),24,14
98,1,2:09.0,D. Waiters enters the game for R. McGruder,,24,14
99,1,2:09.0,,M. Conley makes free throw 1 of 1,24,15
100,1,1:56.0,T. Johnson misses 2-pt jump shot from 4 ft (block by M. Conley),,24,15
101,1,1:54.0,Offensive rebound by H. Whiteside,,24,15
102,1,1:54.0,H. Whiteside misses 2-pt jump shot from 4 ft (block by T. Allen),,24,15
103,1,1:52.0,,Defensive rebound by J. Martin,24,15
104,1,1:48.0,,Turnover by T. Allen (bad pass),24,15
105,1,1:48.0,J. McRoberts enters the game for H. Whiteside,,24,15
106,1,1:48.0,,M. Gasol enters the game for D. Davis,24,15
107,1,1:32.0,T. Johnson makes 2-pt layup at rim (assist by J. McRoberts),,26,15
108,1,1:14.0,,M. Gasol makes 2-pt hook shot from 5 ft,26,17
109,1,0:58.0,J. McRoberts misses 2-pt layup from 2 ft (block by M. Gasol),,26,17
110,1,0:56.0,,Defensive rebound by T. Allen,26,17
111,1,0:53.0,,M. Conley makes 2-pt layup from 2 ft (assist by T. Allen),26,19
112,1,0:42.0,T. Johnson misses 2-pt jump shot from 21 ft,,26,19
113,1,0:40.0,,Defensive rebound by J. Martin,26,19
114,1,0:32.0,,M. Conley misses 2-pt jump shot from 18 ft,26,19
115,1,0:31.0,Defensive rebound by T. Johnson,,26,19
116,1,0:28.0,T. Johnson makes 2-pt dunk at rim,,28,19
117,1,0:02.0,,M. Gasol misses 3-pt jump shot from 26 ft,28,19
118,1,0:01.0,Defensive rebound by J. Johnson,,28,19
119,2,11:45.0,T. Johnson makes 2-pt jump shot from 22 ft (assist by J. McRoberts),,30,19
120,2,11:28.0,,M. Conley misses 3-pt jump shot from 25 ft,30,19
121,2,11:27.0,Defensive rebound by J. McRoberts,,30,19
122,2,11:11.0,L. Babbitt misses 3-pt jump shot from 24 ft,,30,19
123,2,11:11.0,,Defensive rebound by J. Martin,30,19
124,2,10:56.0,,T. Allen makes 2-pt jump shot from 5 ft,30,21
125,2,10:37.0,J. McRoberts makes 2-pt layup from 2 ft,,32,21
126,2,10:30.0,,Memphis full timeout,32,21
127,2,10:20.0,,T. Allen misses 2-pt layup from 1 ft,32,21
128,2,10:18.0,Defensive rebound by J. McRoberts,,32,21
129,2,10:05.0,T. Johnson misses 2-pt layup from 2 ft (block by T. Allen),,32,21
130,2,10:03.0,,Defensive rebound by J. Martin,32,21
131,2,9:59.0,,Personal foul by J. McRoberts (drawn by M. Gasol),32,21
132,2,9:52.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),32,24
133,2,9:31.0,T. Johnson makes 2-pt jump shot from 21 ft (assist by J. McRoberts),,34,24
134,2,9:21.0,,Turnover by W. Baldwin (step out of bounds),34,24
135,2,9:14.0,Shooting foul by J. Martin (drawn by J. Johnson),,34,24
136,2,9:14.0,J. Johnson makes free throw 1 of 2,,35,24
137,2,9:14.0,J. Richardson enters the game for D. Waiters,,35,24
138,2,9:14.0,,J. Green enters the game for J. Martin,35,24
139,2,9:14.0,,A. Harrison enters the game for W. Baldwin,35,24
140,2,9:14.0,,T. Williams enters the game for T. Allen,35,24
141,2,9:14.0,J. Johnson makes free throw 2 of 2,,36,24
142,2,9:08.0,,T. Williams makes 2-pt dunk at rim (assist by M. Conley),36,26
143,2,8:52.0,Turnover by J. Johnson (lost ball; steal by T. Williams),,36,26
144,2,8:45.0,,Turnover by T. Williams (traveling),36,26
145,2,8:45.0,Miami full timeout,,36,26
146,2,8:45.0,,J. Martin enters the game for M. Gasol,36,26
147,2,8:23.0,Shooting foul by T. Williams (drawn by J. McRoberts),,36,26
148,2,8:23.0,J. McRoberts makes free throw 1 of 2,,37,26
149,2,8:23.0,J. McRoberts misses free throw 2 of 2,,37,26
150,2,8:22.0,,Defensive rebound by J. Martin,37,26
151,2,8:11.0,,M. Conley misses 2-pt layup from 2 ft,37,26
152,2,8:09.0,Defensive rebound by L. Babbitt,,37,26
153,2,7:51.0,T. Johnson misses 3-pt jump shot from 23 ft,,37,26
154,2,7:50.0,,Defensive rebound by J. Martin,37,26
155,2,7:41.0,,J. Green makes 2-pt hook shot from 7 ft (assist by A. Harrison),37,28
156,2,7:18.0,J. McRoberts misses 2-pt jump shot from 10 ft,,37,28
157,2,7:17.0,,Defensive rebound by J. Martin,37,28
158,2,7:08.0,,Turnover by M. Conley (bad pass; steal by T. Johnson),37,28
159,2,7:00.0,T. Johnson misses 3-pt jump shot from 25 ft,,37,28
160,2,6:57.0,,Defensive rebound by T. Williams,37,28
161,2,6:46.0,,J. Martin makes 2-pt layup from 2 ft (assist by A. Harrison),37,30
162,2,6:46.0,Miami full timeout,,37,30
163,2,6:46.0,,D. Davis enters the game for J. Martin,37,30
164,2,6:46.0,,T. Daniels enters the game for M. Conley,37,30
165,2,6:46.0,H. Whiteside enters the game for T. Johnson,,37,30
166,2,6:46.0,R. McGruder enters the game for J. Johnson,,37,30
167,2,6:46.0,J. Johnson enters the game for J. McRoberts,,37,30
168,2,6:27.0,J. Richardson misses 2-pt layup from 3 ft (block by A. Harrison),,37,30
169,2,6:27.0,Offensive rebound by H. Whiteside,,37,30
170,2,6:27.0,,Loose ball foul by D. Davis (drawn by H. Whiteside),37,30
171,2,6:14.0,J. Richardson misses 3-pt jump shot from 25 ft,,37,30
172,2,6:13.0,,Defensive rebound by T. Williams,37,30
173,2,6:04.0,,T. Williams misses 2-pt layup from 2 ft,37,30
174,2,6:03.0,,Offensive rebound by D. Davis,37,30
175,2,6:03.0,,D. Davis misses 2-pt layup from 1 ft,37,30
176,2,6:00.0,Defensive rebound by J. Johnson,,37,30
177,2,5:53.0,R. McGruder misses 3-pt jump shot from 24 ft,,37,30
178,2,5:53.0,,Defensive rebound by A. Harrison,37,30
179,2,5:51.0,,Personal foul by J. Johnson (drawn by A. Harrison),37,30
180,2,5:37.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by A. Harrison),37,33
181,2,5:20.0,Turnover by H. Whiteside (3 sec),,37,33
182,2,5:05.0,,Turnover by T. Daniels (bad pass),37,33
183,2,5:05.0,T. Johnson enters the game for L. Babbitt,,37,33
184,2,4:53.0,Def 3 sec tech foul by D. Davis,,37,33
185,2,4:53.0,T. Johnson misses technical free throw,,37,33
186,2,4:53.0,Offensive rebound by Team,,37,33
187,2,4:45.0,J. Johnson makes 2-pt layup from 2 ft (assist by J. Richardson),,39,33
188,2,4:36.0,,Personal foul by J. Johnson (drawn by A. Harrison),39,33
189,2,4:26.0,,A. Harrison misses 2-pt jump shot from 19 ft,39,33
190,2,4:26.0,,Offensive rebound by D. Davis,39,33
191,2,4:26.0,,D. Davis makes 2-pt dunk at rim,39,35
192,2,4:06.0,R. McGruder misses 2-pt jump shot from 7 ft,,39,35
193,2,4:05.0,Offensive rebound by H. Whiteside,,39,35
194,2,4:04.0,H. Whiteside misses 2-pt layup from 2 ft (block by D. Davis),,39,35
195,2,4:00.0,Offensive rebound by R. McGruder,,39,35
196,2,3:57.0,J. Richardson misses 3-pt jump shot from 26 ft,,39,35
197,2,3:56.0,,Defensive rebound by T. Daniels,39,35
198,2,3:50.0,,A. Harrison misses 3-pt jump shot from 26 ft,39,35
199,2,3:47.0,Defensive rebound by R. McGruder,,39,35
200,2,3:31.0,T. Johnson misses 2-pt layup from 1 ft (block by T. Williams),,39,35
201,2,3:31.0,Offensive rebound by Team,,39,35
202,2,3:31.0,,T. Allen enters the game for T. Daniels,39,35
203,2,3:23.0,J. Richardson makes 3-pt jump shot from 26 ft,,42,35
204,2,3:09.0,,Memphis full timeout,42,35
205,2,3:09.0,L. Babbitt enters the game for J. Johnson,,42,35
206,2,3:09.0,,M. Gasol enters the game for D. Davis,42,35
207,2,3:09.0,,M. Conley enters the game for T. Williams,42,35
208,2,3:00.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by M. Conley),42,37
209,2,2:36.0,H. Whiteside misses 2-pt jump shot from 20 ft,,42,37
210,2,2:35.0,,Defensive rebound by Team,42,37
211,2,2:35.0,D. Waiters enters the game for R. McGruder,,42,37
212,2,2:19.0,,T. Allen misses 2-pt layup from 3 ft,42,37
213,2,2:17.0,,Offensive rebound by J. Green,42,37
214,2,2:17.0,,J. Green misses 2-pt layup from 2 ft,42,37
215,2,2:14.0,Defensive rebound by H. Whiteside,,42,37
216,2,2:07.0,D. Waiters misses 2-pt layup from 1 ft,,42,37
217,2,2:07.0,,Defensive rebound by A. Harrison,42,37
218,2,1:57.0,,M. Conley misses 3-pt jump shot from 23 ft,42,37
219,2,1:56.0,,Offensive rebound by Team,42,37
220,2,1:46.0,,M. Gasol misses 3-pt jump shot from 26 ft,42,37
221,2,1:46.0,,Offensive rebound by Team,42,37
222,2,1:46.0,Loose ball foul by L. Babbitt (drawn by J. Green),,42,37
223,2,1:36.0,,M. Conley misses 2-pt jump shot from 12 ft,42,37
224,2,1:34.0,Defensive rebound by H. Whiteside,,42,37
225,2,1:24.0,J. Richardson misses 2-pt jump shot from 14 ft,,42,37
226,2,1:22.0,,Defensive rebound by M. Conley,42,37
227,2,1:16.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),42,39
228,2,1:00.0,Turnover by D. Waiters (bad pass; steal by M. Conley),,42,39
229,2,0:56.0,,Turnover by T. Allen (lost ball),42,39
230,2,0:42.0,Shooting foul by M. Gasol (drawn by T. Johnson),,42,39
231,2,0:42.0,T. Johnson misses free throw 1 of 2,,42,39
232,2,0:42.0,Offensive rebound by Team,,42,39
233,2,0:42.0,T. Johnson makes free throw 2 of 2,,43,39
234,2,0:19.0,,Turnover by T. Allen (bad pass; steal by J. Richardson),43,39
235,2,0:13.0,D. Waiters misses 3-pt jump shot from 23 ft,,43,39
236,2,0:11.0,Offensive rebound by T. Johnson,,43,39
237,2,0:10.0,,Violation by J. Green (def goaltending),43,39
238,2,0:10.0,T. Johnson makes 2-pt jump shot from 5 ft,,45,39
239,2,0:03.0,,M. Conley misses 3-pt jump shot from 25 ft,45,39
240,2,0:02.0,Defensive rebound by H. Whiteside,,45,39
241,3,11:36.0,Turnover by Team (shot clock),,45,39
242,3,11:14.0,,T. Daniels misses 3-pt jump shot from 25 ft,45,39
243,3,11:14.0,Defensive rebound by J. Richardson,,45,39
244,3,11:04.0,J. Richardson makes 3-pt jump shot from 25 ft,,48,39
245,3,10:47.0,,M. Gasol misses 2-pt jump shot from 12 ft,48,39
246,3,10:47.0,Defensive rebound by D. Waiters,,48,39
247,3,10:27.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by D. Waiters),,51,39
248,3,10:27.0,,Memphis full timeout,51,39
249,3,10:13.0,,Personal foul by H. Whiteside (drawn by M. Gasol),51,39
250,3,10:04.0,,T. Daniels misses 2-pt jump shot from 14 ft,51,39
251,3,10:02.0,,Offensive rebound by T. Daniels,51,39
252,3,9:58.0,,M. Gasol misses 2-pt jump shot from 20 ft,51,39
253,3,9:57.0,,Offensive rebound by T. Allen,51,39
254,3,9:55.0,,T. Allen misses 2-pt layup from 1 ft,51,39
255,3,9:54.0,,Offensive rebound by T. Allen,51,39
256,3,9:43.0,,M. Gasol makes 2-pt layup from 2 ft (assist by A. Harrison),51,41
257,3,9:19.0,D. Williams misses 3-pt jump shot from 24 ft,,51,41
258,3,9:19.0,,Defensive rebound by Team,51,41
259,3,9:19.0,Loose ball foul by H. Whiteside (drawn by M. Gasol),,51,41
260,3,9:05.0,,Shooting foul by H. Whiteside (drawn by M. Gasol),51,41
261,3,9:05.0,,M. Gasol misses free throw 1 of 2,51,41
262,3,9:05.0,,Offensive rebound by Team,51,41
263,3,9:05.0,U. Haslem enters the game for H. Whiteside,,51,41
264,3,9:05.0,,M. Gasol makes free throw 2 of 2,51,42
265,3,8:54.0,D. Williams misses 2-pt jump shot from 16 ft,,51,42
266,3,8:53.0,,Defensive rebound by J. Green,51,42
267,3,8:39.0,,M. Gasol misses 2-pt jump shot from 12 ft,51,42
268,3,8:37.0,Defensive rebound by J. Richardson,,51,42
269,3,8:24.0,Turnover by D. Waiters (traveling),,51,42
270,3,8:09.0,,Offensive foul by J. Green (drawn by D. Waiters),51,42
271,3,8:09.0,,Turnover by J. Green (offensive foul),51,42
272,3,7:56.0,D. Williams misses 2-pt jump shot from 3 ft (block by M. Gasol),,51,42
273,3,7:53.0,,Defensive rebound by M. Gasol,51,42
274,3,7:46.0,,J. Green makes 2-pt layup from 2 ft (assist by A. Harrison),51,44
275,3,7:25.0,D. Waiters makes 2-pt layup from 1 ft,,53,44
276,3,7:06.0,,Turnover by A. Harrison (lost ball; steal by D. Waiters),53,44
277,3,6:58.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by D. Waiters),,56,44
278,3,6:42.0,,T. Allen makes 2-pt layup from 2 ft,56,46
279,3,6:26.0,,J. Martin enters the game for M. Gasol,56,46
280,3,6:26.0,,T. Williams enters the game for T. Daniels,56,46
281,3,6:12.0,D. Waiters misses 3-pt jump shot from 26 ft,,56,46
282,3,6:10.0,,Defensive rebound by T. Williams,56,46
283,3,6:02.0,,T. Williams makes 3-pt jump shot from 25 ft (assist by J. Green),56,49
284,3,6:02.0,Miami full timeout,,56,49
285,3,6:02.0,J. Johnson enters the game for D. Williams,,56,49
286,3,5:48.0,R. McGruder misses 2-pt jump shot from 6 ft,,56,49
287,3,5:46.0,Offensive rebound by U. Haslem,,56,49
288,3,5:46.0,U. Haslem makes 2-pt layup from 2 ft,,58,49
289,3,5:27.0,,J. Martin misses 2-pt layup from 1 ft (block by J. Johnson),58,49
290,3,5:25.0,Defensive rebound by U. Haslem,,58,49
291,3,5:05.0,R. McGruder misses 3-pt jump shot from 23 ft,,58,49
292,3,5:04.0,,Defensive rebound by J. Martin,58,49
293,3,4:42.0,,J. Martin makes 2-pt jump shot from 15 ft (assist by A. Harrison),58,51
294,3,4:19.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by R. McGruder),,61,51
295,3,4:06.0,,Turnover by J. Martin (lost ball),61,51
296,3,4:06.0,T. Johnson enters the game for J. Richardson,,61,51
297,3,4:06.0,,M. Conley enters the game for T. Allen,61,51
298,3,3:46.0,U. Haslem makes 2-pt dunk at rim (assist by D. Waiters),,63,51
299,3,3:22.0,,T. Williams misses 2-pt jump shot from 13 ft,63,51
300,3,3:20.0,,Offensive rebound by J. Martin,63,51
301,3,3:13.0,,Turnover by A. Harrison (lost ball; steal by D. Waiters),63,51
302,3,3:09.0,D. Waiters makes 2-pt layup from 1 ft,,65,51
303,3,3:09.0,,Memphis full timeout,65,51
304,3,3:09.0,,D. Davis enters the game for J. Green,65,51
305,3,3:09.0,,V. Carter enters the game for A. Harrison,65,51
306,3,3:09.0,,W. Baldwin enters the game for J. Martin,65,51
307,3,2:53.0,,Personal foul by R. McGruder (drawn by M. Conley),65,51
308,3,2:46.0,,Turnover by M. Conley (step out of bounds),65,51
309,3,2:27.0,D. Waiters misses 2-pt jump shot from 20 ft,,65,51
310,3,2:25.0,,Defensive rebound by D. Davis,65,51
311,3,2:18.0,,V. Carter misses 3-pt jump shot from 26 ft,65,51
312,3,2:16.0,Defensive rebound by D. Waiters,,65,51
313,3,1:59.0,J. Johnson misses 2-pt layup from 1 ft,,65,51
314,3,1:56.0,,Defensive rebound by V. Carter,65,51
315,3,1:50.0,,Personal foul by R. McGruder (drawn by W. Baldwin),65,51
316,3,1:50.0,,W. Baldwin makes free throw 1 of 2,65,52
317,3,1:50.0,,W. Baldwin misses free throw 2 of 2,65,52
318,3,1:50.0,L. Babbitt enters the game for R. McGruder,,65,52
319,3,1:49.0,Defensive rebound by U. Haslem,,65,52
320,3,1:33.0,J. Johnson makes 3-pt jump shot from 26 ft,,68,52
321,3,1:08.0,,W. Baldwin makes 2-pt layup from 1 ft,68,54
322,3,0:54.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by L. Babbitt),,71,54
323,3,0:48.0,,M. Conley makes 2-pt jump shot from 5 ft,71,56
324,3,0:48.0,,Shooting foul by T. Johnson (drawn by M. Conley),71,56
325,3,0:48.0,,M. Conley makes free throw 1 of 1,71,57
326,3,0:26.0,D. Waiters misses 2-pt layup from 2 ft (block by D. Davis),,71,57
327,3,0:24.0,,Defensive rebound by D. Davis,71,57
328,3,0:03.0,,Turnover by M. Conley (lost ball; steal by T. Johnson),71,57
329,3,0:01.0,T. Johnson misses 2-pt jump shot from 16 ft,,71,57
330,3,0:00.0,Offensive rebound by Team,,71,57
331,4,11:50.0,,V. Carter misses 3-pt jump shot from 25 ft,71,57
332,4,11:50.0,Defensive rebound by J. Johnson,,71,57
333,4,11:47.0,Personal foul by J. Green (drawn by J. Johnson),,71,57
334,4,11:47.0,,T. Daniels enters the game for W. Baldwin,71,57
335,4,11:29.0,J. McRoberts misses 2-pt jump shot from 15 ft (block by M. Gasol),,71,57
336,4,11:28.0,,Defensive rebound by M. Conley,71,57
337,4,11:11.0,,V. Carter makes 2-pt layup from 1 ft,71,59
338,4,10:44.0,J. McRoberts misses 2-pt jump shot from 8 ft,,71,59
339,4,10:44.0,,Defensive rebound by Team,71,59
340,4,10:44.0,Loose ball foul by J. McRoberts (drawn by V. Carter),,71,59
341,4,10:36.0,,Shooting foul by T. Johnson (drawn by M. Conley),71,59
342,4,10:36.0,,M. Conley makes free throw 1 of 3,71,60
343,4,10:36.0,,M. Conley makes free throw 2 of 3,71,61
344,4,10:36.0,,M. Conley makes free throw 3 of 3,71,62
345,4,10:16.0,J. McRoberts misses 2-pt layup from 2 ft (block by M. Gasol),,71,62
346,4,10:16.0,,Defensive rebound by Team,71,62
347,4,10:07.0,,T. Daniels misses 3-pt jump shot from 25 ft (block by J. Johnson),71,62
348,4,10:06.0,Defensive rebound by T. Johnson,,71,62
349,4,9:55.0,J. McRoberts makes 2-pt layup from 1 ft,,73,62
350,4,9:41.0,,Shooting foul by J. Johnson (drawn by J. Green),73,62
351,4,9:41.0,,J. Green makes free throw 1 of 2,73,63
352,4,9:41.0,,A. Harrison enters the game for M. Conley,73,63
353,4,9:41.0,,J. Green makes free throw 2 of 2,73,64
354,4,9:26.0,L. Babbitt makes 2-pt jump shot from 13 ft (assist by J. Richardson),,75,64
355,4,9:09.0,,J. Green misses 2-pt jump shot from 4 ft (block by J. McRoberts),75,64
356,4,9:08.0,,Offensive rebound by V. Carter,75,64
357,4,9:01.0,,V. Carter misses 3-pt jump shot from 32 ft,75,64
358,4,9:01.0,,Offensive rebound by Team,75,64
359,4,9:01.0,,Turnover by Team (shot clock),75,64
360,4,8:39.0,L. Babbitt misses 3-pt jump shot from 27 ft,,75,64
361,4,8:39.0,,Defensive rebound by T. Daniels,75,64
362,4,8:28.0,,A. Harrison misses 2-pt layup from 2 ft (block by L. Babbitt),75,64
363,4,8:24.0,,Offensive rebound by J. Green,75,64
364,4,8:24.0,,J. Green misses 2-pt layup from 1 ft,75,64
365,4,8:21.0,Defensive rebound by J. McRoberts,,75,64
366,4,8:14.0,T. Johnson misses 3-pt jump shot from 24 ft,,75,64
367,4,8:14.0,Offensive rebound by J. McRoberts,,75,64
368,4,8:00.0,L. Babbitt makes 3-pt jump shot from 26 ft (assist by J. Richardson),,78,64
369,4,7:58.0,,Memphis full timeout,78,64
370,4,7:58.0,H. Whiteside enters the game for J. Richardson,,78,64
371,4,7:58.0,R. McGruder enters the game for J. McRoberts,,78,64
372,4,7:58.0,,T. Williams enters the game for M. Gasol,78,64
373,4,7:58.0,,J. Martin enters the game for T. Daniels,78,64
374,4,7:39.0,,T. Williams makes 2-pt layup from 1 ft,78,66
375,4,7:24.0,Turnover by J. Johnson (bad pass),,78,66
376,4,7:12.0,,A. Harrison misses 2-pt jump shot from 13 ft,78,66
377,4,7:11.0,Defensive rebound by J. Johnson,,78,66
378,4,7:01.0,J. Johnson misses 2-pt jump shot from 5 ft,,78,66
379,4,7:01.0,,Defensive rebound by J. Martin,78,66
380,4,6:47.0,,J. Green makes 2-pt jump shot from 6 ft,78,68
381,4,6:33.0,Personal foul by T. Williams (drawn by R. McGruder),,78,68
382,4,6:33.0,D. Waiters enters the game for L. Babbitt,,78,68
383,4,6:20.0,J. Johnson misses 3-pt jump shot from 25 ft,,78,68
384,4,6:19.0,,Defensive rebound by T. Williams,78,68
385,4,6:04.0,,T. Williams misses 2-pt layup from 2 ft (block by T. Johnson),78,68
386,4,6:03.0,Defensive rebound by H. Whiteside,,78,68
387,4,5:56.0,,M. Gasol enters the game for J. Martin,78,68
388,4,5:56.0,Miami full timeout,,78,68
389,4,5:56.0,,M. Conley enters the game for J. Green,78,68
390,4,5:48.0,Turnover by R. McGruder (bad pass; steal by V. Carter),,78,68
391,4,5:33.0,,M. Conley misses 2-pt jump shot from 10 ft,78,68
392,4,5:31.0,,Offensive rebound by T. Williams,78,68
