,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BOSTON_ACTION,LA LAKERS_SCORE,BOSTON_SCORE
391,4,7:12.0,,I. Thomas makes 2-pt jump shot from 17 ft (assist by M. Smart),82,94
392,4,7:03.0,Shooting foul by J. Jerebko (drawn by L. Williams),,82,94
393,4,7:03.0,L. Williams makes free throw 1 of 2,,83,94
394,4,7:03.0,,A. Horford enters the game for K. Olynyk,83,94
395,4,7:03.0,,J. Crowder enters the game for M. Smart,83,94
396,4,7:03.0,L. Williams makes free throw 2 of 2,,84,94
397,4,6:48.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by A. Horford),84,97
398,4,6:33.0,D. Russell misses 3-pt jump shot from 23 ft,,84,97
399,4,6:32.0,Offensive rebound by L. Nance,,84,97
400,4,6:28.0,M. Huertas makes 3-pt jump shot from 24 ft (assist by L. Nance),,87,97
401,4,6:11.0,,Personal foul by L. Nance (drawn by I. Thomas),87,97
402,4,6:01.0,,Personal foul by D. Russell (drawn by T. Rozier),87,97
403,4,5:46.0,,J. Jerebko makes 2-pt layup from 1 ft (assist by A. Horford),87,99
404,4,5:35.0,B. Ingram misses 3-pt jump shot from 25 ft,,87,99
405,4,5:33.0,,Defensive rebound by A. Horford,87,99
406,4,5:27.0,,Turnover by J. Crowder (bad pass),87,99
407,4,5:27.0,Official timeout,,87,99
408,4,5:27.0,N. Young enters the game for M. Huertas,,87,99
409,4,5:12.0,N. Young misses 3-pt jump shot from 26 ft,,87,99
410,4,5:11.0,Offensive rebound by L. Nance,,87,99
411,4,5:10.0,L. Nance makes 2-pt hook shot from 4 ft,,89,99
412,4,4:55.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Horford),89,101
413,4,4:42.0,Turnover by L. Nance (bad pass),,89,101
414,4,4:42.0,,M. Smart enters the game for T. Rozier,89,101
415,4,4:30.0,,Turnover by I. Thomas (bad pass; steal by L. Nance),89,101
416,4,4:27.0,L. Nance makes 2-pt dunk at rim,,91,101
417,4,4:05.0,,Offensive foul by A. Horford (drawn by L. Nance),91,101
418,4,4:05.0,,Turnover by A. Horford (offensive foul),91,101
419,4,4:05.0,,J. Brown enters the game for J. Jerebko,91,101
420,4,3:50.0,Shooting foul by A. Horford (drawn by L. Williams),,91,101
421,4,3:50.0,L. Williams makes free throw 1 of 3,,92,101
422,4,3:50.0,L. Williams makes free throw 2 of 3,,93,101
423,4,3:50.0,L. Williams makes free throw 3 of 3,,94,101
424,4,3:39.0,,I. Thomas misses 3-pt jump shot from 24 ft,94,101
425,4,3:38.0,Defensive rebound by D. Russell,,94,101
426,4,3:27.0,L. Nance misses 2-pt jump shot from 18 ft,,94,101
427,4,3:26.0,,Defensive rebound by A. Horford,94,101
428,4,3:12.0,,A. Horford misses 2-pt jump shot from 15 ft,94,101
429,4,3:11.0,Defensive rebound by L. Nance,,94,101
430,4,3:04.0,D. Russell misses 3-pt jump shot from 25 ft,,94,101
431,4,3:03.0,Offensive rebound by L. Nance,,94,101
432,4,2:59.0,L. Williams misses 3-pt jump shot from 24 ft,,94,101
433,4,2:58.0,Offensive rebound by L. Nance,,94,101
434,4,2:55.0,L. Williams misses 3-pt jump shot from 23 ft,,94,101
435,4,2:54.0,Offensive rebound by N. Young,,94,101
436,4,2:49.0,D. Russell misses 3-pt jump shot from 23 ft,,94,101
437,4,2:48.0,,Defensive rebound by A. Horford,94,101
438,4,2:40.0,,Shooting foul by D. Russell (drawn by I. Thomas),94,101
439,4,2:40.0,,Boston full timeout,94,101
440,4,2:40.0,,I. Thomas makes free throw 1 of 2,94,102
441,4,2:40.0,,I. Thomas makes free throw 2 of 2,94,103
442,4,2:29.0,Turnover by B. Ingram (bad pass; steal by J. Crowder),,94,103
443,4,2:25.0,,I. Thomas makes 2-pt layup from 3 ft (assist by J. Crowder),94,105
444,4,2:09.0,L. Williams makes 3-pt jump shot from 24 ft (assist by D. Russell),,97,105
445,4,1:54.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Smart),97,108
446,4,1:43.0,L. Williams makes 3-pt jump shot from 26 ft (assist by L. Nance),,100,108
447,4,1:31.0,,Shooting foul by L. Nance (drawn by I. Thomas),100,108
448,4,1:31.0,,I. Thomas makes 2-pt layup from 3 ft,100,110
449,4,1:31.0,,I. Thomas makes free throw 1 of 1,100,111
450,4,1:20.0,N. Young makes 3-pt jump shot from 24 ft (assist by L. Nance),,103,111
451,4,1:05.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by I. Thomas),103,113
452,4,0:57.0,Shooting foul by J. Brown (drawn by L. Nance),,103,113
453,4,0:57.0,L. Nance misses free throw 1 of 2,,103,113
454,4,0:57.0,Offensive rebound by Team,,103,113
455,4,0:57.0,L. Nance makes free throw 2 of 2,,104,113
456,4,0:35.0,,J. Crowder misses 3-pt jump shot from 26 ft,104,113
457,4,0:34.0,Defensive rebound by L. Williams,,104,113
458,4,0:32.0,Personal foul by J. Crowder,,104,113
459,4,0:32.0,L. Williams misses free throw 1 of 2,,104,113
460,4,0:32.0,Offensive rebound by Team,,104,113
461,4,0:32.0,L. Williams misses free throw 2 of 2,,104,113
462,4,0:32.0,,Defensive rebound by J. Brown,104,113
463,4,0:14.0,,Turnover by M. Smart (lost ball; steal by D. Russell),104,113
464,4,0:09.0,D. Russell makes 3-pt jump shot from 26 ft,,107,113
