,QUARTER,TIME_REMAINING,NEW YORK_ACTION,OKLAHOMA CITY_ACTION,NEW YORK_SCORE,OKLAHOMA CITY_SCORE
379,4,7:51.0,C. Anthony enters the game for K. Porziņģis,,87,94
380,4,7:51.0,W. Hernangómez enters the game for L. Thomas,,87,94
381,4,7:49.0,,Offensive rebound by S. Adams,87,94
382,4,7:45.0,,S. Adams makes 2-pt layup from 2 ft,87,96
383,4,7:21.0,D. Rose misses 2-pt layup from 2 ft,,87,96
384,4,7:21.0,,Defensive rebound by A. Roberson,87,96
385,4,7:15.0,,V. Oladipo misses 3-pt jump shot from 25 ft,87,96
386,4,7:14.0,Defensive rebound by W. Hernangómez,,87,96
387,4,6:56.0,W. Hernangómez makes 2-pt jump shot from 13 ft (assist by R. Baker),,89,96
388,4,6:40.0,,S. Adams makes 2-pt layup from 1 ft,89,98
389,4,6:28.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. Lee),,92,98
390,4,6:11.0,,Shooting foul by R. Baker (drawn by J. Grant),92,98
391,4,6:11.0,,J. Grant misses free throw 1 of 2,92,98
392,4,6:11.0,,Offensive rebound by Team,92,98
393,4,6:11.0,,J. Grant makes free throw 2 of 2,92,99
394,4,5:52.0,D. Rose misses 2-pt layup from 2 ft,,92,99
395,4,5:51.0,,Defensive rebound by S. Adams,92,99
396,4,5:48.0,,Shooting foul by C. Anthony (drawn by R. Westbrook),92,99
397,4,5:48.0,,Oklahoma City full timeout,92,99
398,4,5:48.0,,R. Westbrook makes free throw 1 of 2,92,100
399,4,5:48.0,,R. Westbrook makes free throw 2 of 2,92,101
400,4,5:31.0,C. Anthony makes 2-pt jump shot from 10 ft,,94,101
401,4,5:19.0,,Shooting foul by W. Hernangómez (drawn by R. Westbrook),94,101
402,4,5:19.0,,R. Westbrook makes free throw 1 of 2,94,102
403,4,5:19.0,,R. Westbrook misses free throw 2 of 2,94,102
404,4,5:19.0,K. Porziņģis enters the game for R. Baker,,94,102
405,4,5:18.0,,Offensive rebound by R. Westbrook,94,102
406,4,5:09.0,,R. Westbrook makes 3-pt jump shot from 23 ft,94,105
407,4,4:46.0,C. Lee makes 2-pt jump shot from 17 ft (assist by C. Anthony),,96,105
408,4,4:28.0,,R. Westbrook misses 2-pt jump shot from 12 ft,96,105
409,4,4:28.0,,Offensive rebound by Team,96,105
410,4,4:23.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Adams),96,108
411,4,4:12.0,D. Rose misses 2-pt layup from 1 ft (block by R. Westbrook),,96,108
412,4,4:11.0,,Defensive rebound by V. Oladipo,96,108
413,4,4:05.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),96,111
414,4,4:03.0,New York full timeout,,96,111
415,4,3:54.0,Personal foul by A. Roberson (drawn by C. Anthony),,96,111
416,4,3:41.0,W. Hernangómez misses 2-pt dunk at rim (block by J. Grant),,96,111
417,4,3:40.0,,Defensive rebound by S. Adams,96,111
418,4,3:25.0,,Turnover by R. Westbrook (bad pass; steal by W. Hernangómez),96,111
419,4,3:19.0,C. Lee makes 3-pt jump shot from 25 ft (assist by D. Rose),,99,111
420,4,3:02.0,Violation by W. Hernangómez (kicked ball),,99,111
421,4,2:49.0,,A. Roberson makes 2-pt layup from 1 ft,99,113
422,4,2:31.0,D. Rose makes 2-pt jump shot from 11 ft,,101,113
423,4,2:16.0,,Personal foul by C. Anthony (drawn by A. Roberson),101,113
424,4,2:16.0,,A. Roberson misses free throw 1 of 2,101,113
425,4,2:16.0,,Offensive rebound by Team,101,113
426,4,2:16.0,,A. Roberson makes free throw 2 of 2,101,114
427,4,2:00.0,C. Anthony misses 2-pt jump shot from 16 ft,,101,114
428,4,2:00.0,Offensive rebound by W. Hernangómez,,101,114
429,4,1:54.0,C. Lee misses 2-pt jump shot from 16 ft,,101,114
430,4,1:53.0,,Defensive rebound by S. Adams,101,114
431,4,1:44.0,,R. Westbrook misses 2-pt jump shot from 14 ft,101,114
432,4,1:44.0,Defensive rebound by W. Hernangómez,,101,114
433,4,1:36.0,Turnover by K. Porziņģis (bad pass; steal by R. Westbrook),,101,114
434,4,1:34.0,,R. Westbrook makes 2-pt dunk at rim,101,116
435,4,1:33.0,New York full timeout,,101,116
436,4,1:19.0,C. Lee misses 3-pt jump shot from 24 ft,,101,116
437,4,1:19.0,,Defensive rebound by J. Grant,101,116
438,4,1:00.0,,A. Roberson misses 2-pt dunk at rim (block by W. Hernangómez),101,116
439,4,0:58.0,Defensive rebound by C. Lee,,101,116
440,4,0:53.0,,Violation by A. Roberson (kicked ball),101,116
441,4,0:53.0,,D. Sabonis enters the game for S. Adams,101,116
442,4,0:53.0,,C. Payne enters the game for R. Westbrook,101,116
443,4,0:53.0,,Á. Abrines enters the game for A. Roberson,101,116
444,4,0:53.0,,J. Lauvergne enters the game for V. Oladipo,101,116
445,4,0:43.0,K. Porziņģis makes 2-pt hook shot from 6 ft,,103,116
446,4,0:24.0,,C. Payne misses 2-pt jump shot from 18 ft,103,116
447,4,0:23.0,Defensive rebound by C. Lee,,103,116
448,4,0:12.0,Shooting foul by J. Grant (drawn by D. Rose),,103,116
449,4,0:12.0,D. Rose makes free throw 1 of 2,,104,116
450,4,0:12.0,D. Rose makes free throw 2 of 2,,105,116
