,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
85,1,0:25.0,G. Dieng misses 2-pt hook shot from 7 ft,,28,26
86,1,0:25.0,Offensive rebound by Team,,28,26
87,1,0:25.0,,K. Bazemore enters the game for D. Schröder,28,26
88,1,0:04.0,A. Wiggins misses 2-pt jump shot from 6 ft (block by K. Bazemore),,28,26
89,1,0:00.0,,Defensive rebound by T. Sefolosha,28,26
90,1,0:00.0,,K. Korver misses 2-pt layup from 2 ft,28,26
91,1,0:00.0,,Offensive rebound by Team,28,26
92,2,11:35.0,,P. Millsap makes 2-pt jump shot from 6 ft,28,28
93,2,11:07.0,G. Dieng misses 2-pt hook shot from 13 ft,,28,28
94,2,11:06.0,,Defensive rebound by M. Scott,28,28
95,2,10:56.0,,P. Millsap misses 3-pt jump shot from 24 ft,28,28
96,2,10:55.0,Defensive rebound by K. Dunn,,28,28
97,2,10:45.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,31,28
98,2,10:33.0,,K. Korver misses 3-pt jump shot from 25 ft,31,28
99,2,10:31.0,Defensive rebound by G. Dieng,,31,28
100,2,10:20.0,N. Bjelica misses 3-pt jump shot from 24 ft,,31,28
101,2,10:19.0,,Defensive rebound by K. Bazemore,31,28
102,2,10:11.0,,K. Bazemore makes 2-pt jump shot from 21 ft,31,30
103,2,9:59.0,K. Dunn makes 2-pt layup from 1 ft,,33,30
104,2,9:59.0,Shooting foul by M. Scott (drawn by K. Dunn),,33,30
105,2,9:59.0,K. Towns enters the game for G. Dieng,,33,30
106,2,9:59.0,K. Dunn makes free throw 1 of 1,,34,30
107,2,9:44.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),34,33
108,2,9:27.0,S. Muhammad misses 3-pt jump shot from 25 ft,,34,33
109,2,9:26.0,Offensive rebound by K. Towns,,34,33
110,2,9:21.0,S. Muhammad misses 2-pt jump shot from 3 ft (block by K. Korver),,34,33
111,2,9:18.0,Offensive rebound by K. Towns,,34,33
112,2,9:18.0,S. Muhammad misses 2-pt layup from 2 ft (block by K. Korver),,34,33
113,2,9:18.0,Offensive rebound by S. Muhammad,,34,33
114,2,9:18.0,S. Muhammad misses 2-pt layup from 2 ft (block by K. Korver),,34,33
115,2,9:18.0,Offensive rebound by Team,,34,33
116,2,9:16.0,,M. Muscala enters the game for M. Scott,34,33
117,2,9:16.0,Personal foul by K. Bazemore (drawn by Z. LaVine),,34,33
118,2,9:04.0,K. Dunn misses 3-pt jump shot from 25 ft,,34,33
119,2,9:03.0,,Defensive rebound by P. Millsap,34,33
120,2,8:56.0,,M. Delaney misses 2-pt jump shot from 22 ft,34,33
121,2,8:55.0,Defensive rebound by K. Towns,,34,33
122,2,8:46.0,N. Bjelica misses 3-pt jump shot from 25 ft,,34,33
123,2,8:44.0,,Defensive rebound by K. Korver,34,33
124,2,8:37.0,,Turnover by M. Delaney (lost ball; steal by Z. LaVine),34,33
125,2,8:30.0,K. Dunn misses 3-pt jump shot from 25 ft,,34,33
126,2,8:29.0,Offensive rebound by N. Bjelica,,34,33
127,2,8:20.0,Shooting foul by M. Muscala (drawn by K. Towns),,34,33
128,2,8:20.0,Official timeout,,34,33
129,2,8:20.0,K. Towns makes free throw 1 of 2,,35,33
130,2,8:20.0,,T. Prince enters the game for K. Korver,34,33
131,2,8:20.0,K. Towns makes free throw 2 of 2,,36,33
132,2,7:54.0,,K. Bazemore misses 3-pt jump shot from 24 ft,36,33
133,2,7:53.0,Defensive rebound by S. Muhammad,,36,33
134,2,7:46.0,Turnover by S. Muhammad (bad pass; steal by M. Delaney),,36,33
135,2,7:39.0,,M. Delaney misses 2-pt layup from 1 ft (block by Z. LaVine),36,33
136,2,7:36.0,Defensive rebound by Z. LaVine,,36,33
137,2,7:18.0,K. Towns misses 2-pt jump shot from 3 ft,,36,33
138,2,7:17.0,,Defensive rebound by T. Prince,36,33
139,2,7:13.0,,Turnover by M. Muscala (bad pass; steal by N. Bjelica),36,33
140,2,7:03.0,N. Bjelica misses 2-pt jump shot from 5 ft (block by K. Bazemore),,36,33
141,2,7:00.0,Offensive rebound by K. Towns,,36,33
142,2,6:56.0,Z. LaVine misses 3-pt jump shot from 26 ft,,36,33
143,2,6:53.0,Offensive rebound by S. Muhammad,,36,33
144,2,6:48.0,S. Muhammad makes 2-pt layup from 1 ft,,38,33
145,2,6:33.0,,Turnover by M. Muscala (bad pass; steal by S. Muhammad),38,33
146,2,6:16.0,K. Towns makes 2-pt hook shot from 6 ft,,40,33
147,2,6:16.0,,Atlanta full timeout,40,33
148,2,6:16.0,,D. Schröder enters the game for K. Bazemore,40,33
149,2,6:16.0,,K. Korver enters the game for M. Delaney,40,33
150,2,6:16.0,A. Wiggins enters the game for S. Muhammad,,40,33
151,2,6:03.0,,K. Korver makes 2-pt layup from 1 ft (assist by P. Millsap),40,35
152,2,5:38.0,K. Towns misses 2-pt jump shot from 10 ft,,40,35
153,2,5:35.0,,Defensive rebound by K. Korver,40,35
154,2,5:25.0,,P. Millsap makes 2-pt dunk at rim,40,37
155,2,5:09.0,A. Wiggins misses 2-pt jump shot from 18 ft,,40,37
156,2,5:07.0,,Defensive rebound by P. Millsap,40,37
157,2,5:01.0,,Shooting foul by A. Wiggins (drawn by P. Millsap),40,37
158,2,5:01.0,,P. Millsap misses free throw 1 of 2,40,37
159,2,5:01.0,,Offensive rebound by Team,40,37
160,2,5:01.0,,P. Millsap misses free throw 2 of 2,40,37
161,2,5:01.0,R. Rubio enters the game for K. Dunn,,40,37
162,2,5:01.0,,T. Sefolosha enters the game for M. Muscala,40,37
163,2,4:59.0,Defensive rebound by K. Towns,,40,37
164,2,4:48.0,A. Wiggins misses 2-pt layup from 1 ft (block by K. Korver),,40,37
165,2,4:48.0,,Defensive rebound by Team,40,37
166,2,4:35.0,,P. Millsap misses 2-pt jump shot from 6 ft,40,37
167,2,4:32.0,Defensive rebound by N. Bjelica,,40,37
168,2,4:25.0,N. Bjelica misses 3-pt jump shot from 25 ft,,40,37
169,2,4:24.0,,Defensive rebound by K. Korver,40,37
170,2,4:15.0,,K. Korver misses 2-pt jump shot from 15 ft,40,37
171,2,4:14.0,,Offensive rebound by P. Millsap,40,37
172,2,4:13.0,,P. Millsap misses 2-pt layup from 2 ft,40,37
173,2,4:13.0,Defensive rebound by Team,,40,37
174,2,4:13.0,G. Dieng enters the game for N. Bjelica,,40,37
175,2,4:02.0,Turnover by R. Rubio (bad pass; steal by T. Sefolosha),,40,37
176,2,3:55.0,,T. Prince misses 2-pt layup from 2 ft,40,37
177,2,3:49.0,Defensive rebound by K. Towns,,40,37
178,2,3:32.0,A. Wiggins misses 3-pt jump shot from 28 ft,,40,37
179,2,3:31.0,,Defensive rebound by K. Korver,40,37
180,2,3:18.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by K. Korver),40,39
181,2,3:00.0,K. Towns makes 2-pt jump shot from 16 ft (assist by Z. LaVine),,42,39
182,2,2:34.0,,D. Schröder makes 2-pt layup from 2 ft,42,41
183,2,2:21.0,Shooting foul by K. Korver (drawn by R. Rubio),,42,41
184,2,2:21.0,Official timeout,,42,41
185,2,2:21.0,R. Rubio makes free throw 1 of 2,,43,41
186,2,2:21.0,,K. Bazemore enters the game for T. Prince,42,41
187,2,2:21.0,R. Rubio makes free throw 2 of 2,,44,41
188,2,2:06.0,,P. Millsap misses 2-pt jump shot from 4 ft (block by G. Dieng),44,41
189,2,2:04.0,Defensive rebound by K. Towns,,44,41
190,2,1:55.0,Turnover by K. Towns (bad pass; steal by T. Sefolosha),,44,41
191,2,1:41.0,,Atlanta full timeout,44,41
192,2,1:33.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,44,41
193,2,1:31.0,Defensive rebound by K. Towns,,44,41
194,2,1:25.0,,M. Muscala enters the game for P. Millsap,44,41
195,2,1:07.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),,47,41
196,2,0:51.0,,K. Bazemore misses 2-pt jump shot from 20 ft,47,41
197,2,0:49.0,Defensive rebound by Z. LaVine,,47,41
198,2,0:40.0,Z. LaVine misses 2-pt jump shot from 12 ft,,47,41
199,2,0:39.0,,Defensive rebound by K. Korver,47,41
200,2,0:29.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),47,44
201,2,0:09.0,Minnesota full timeout,,47,44
202,2,0:05.0,K. Towns makes 2-pt hook shot from 8 ft,,49,44
203,2,0:00.0,,D. Schröder misses 3-pt jump shot from 37 ft,49,44
204,2,0:00.0,Defensive rebound by A. Wiggins,,49,44
205,3,11:46.0,,M. Muscala makes 2-pt layup from 2 ft (assist by P. Millsap),49,46
206,3,11:46.0,,Shooting foul by G. Dieng (drawn by M. Muscala),49,46
207,3,11:46.0,,M. Muscala makes free throw 1 of 1,49,47
208,3,11:34.0,Turnover by K. Towns (bad pass; steal by T. Sefolosha),,49,47
209,3,11:14.0,,P. Millsap misses 3-pt jump shot from 24 ft,49,47
210,3,11:14.0,,Offensive rebound by Team,49,47
211,3,11:14.0,Loose ball foul by G. Dieng (drawn by T. Sefolosha),,49,47
212,3,11:07.0,,Turnover by T. Sefolosha (lost ball; steal by G. Dieng),49,47
213,3,10:52.0,K. Towns misses 2-pt hook shot from 5 ft,,49,47
214,3,10:49.0,,Defensive rebound by T. Sefolosha,49,47
215,3,10:35.0,,D. Schröder misses 3-pt jump shot from 25 ft,49,47
216,3,10:34.0,Defensive rebound by K. Towns,,49,47
217,3,10:21.0,K. Towns makes 2-pt hook shot from 3 ft (assist by R. Rubio),,51,47
218,3,9:59.0,,M. Muscala makes 2-pt jump shot from 20 ft (assist by K. Bazemore),51,49
219,3,9:37.0,K. Towns misses 2-pt jump shot from 10 ft,,51,49
220,3,9:36.0,,Defensive rebound by D. Schröder,51,49
221,3,9:20.0,,M. Muscala makes 3-pt jump shot from 24 ft (assist by D. Schröder),51,52
222,3,8:58.0,Shooting foul by M. Muscala (drawn by Z. LaVine),,51,52
223,3,8:58.0,Z. LaVine makes free throw 1 of 2,,52,52
224,3,8:58.0,Z. LaVine makes free throw 2 of 2,,53,52
225,3,8:44.0,,K. Bazemore misses 2-pt layup from 3 ft,53,52
226,3,8:42.0,Defensive rebound by K. Towns,,53,52
227,3,8:39.0,Shooting foul by M. Muscala (drawn by G. Dieng),,53,52
228,3,8:39.0,G. Dieng makes free throw 1 of 2,,54,52
229,3,8:39.0,G. Dieng makes free throw 2 of 2,,55,52
230,3,8:19.0,,D. Schröder misses 2-pt layup from 3 ft,55,52
231,3,8:19.0,Defensive rebound by Team,,55,52
232,3,8:19.0,,Loose ball foul by T. Sefolosha (drawn by R. Rubio),55,52
233,3,8:10.0,A. Wiggins misses 2-pt jump shot from 21 ft,,55,52
234,3,8:09.0,,Defensive rebound by P. Millsap,55,52
235,3,7:56.0,,D. Schröder misses 2-pt layup from 1 ft,55,52
236,3,7:54.0,Defensive rebound by K. Towns,,55,52
237,3,7:43.0,K. Towns makes 2-pt hook shot from 5 ft (assist by R. Rubio),,57,52
238,3,7:26.0,,P. Millsap makes 2-pt layup from 3 ft (assist by D. Schröder),57,54
239,3,7:09.0,A. Wiggins misses 2-pt jump shot from 4 ft,,57,54
240,3,7:09.0,Offensive rebound by A. Wiggins,,57,54
241,3,7:09.0,,K. Korver enters the game for K. Bazemore,57,54
242,3,7:05.0,K. Towns misses 3-pt jump shot from 26 ft,,57,54
243,3,7:03.0,,Defensive rebound by T. Sefolosha,57,54
244,3,6:50.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),57,57
245,3,6:36.0,,Violation by K. Korver (kicked ball),57,57
246,3,6:28.0,Turnover by R. Rubio (bad pass; steal by P. Millsap),,57,57
247,3,6:15.0,,Personal foul by Z. LaVine (drawn by D. Schröder),57,57
248,3,6:13.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by K. Korver),57,59
249,3,5:50.0,Turnover by R. Rubio (traveling),,57,59
250,3,5:50.0,,M. Scott enters the game for M. Muscala,57,59
251,3,5:50.0,,Atlanta full timeout,57,59
252,3,5:41.0,,D. Schröder makes 2-pt layup from 3 ft,57,61
253,3,5:30.0,Personal foul by T. Sefolosha (drawn by K. Towns),,57,61
254,3,5:19.0,Turnover by R. Rubio (bad pass; steal by P. Millsap),,57,61
255,3,5:04.0,,P. Millsap misses 2-pt jump shot from 7 ft (block by G. Dieng),57,61
256,3,5:02.0,Defensive rebound by K. Towns,,57,61
257,3,4:42.0,R. Rubio makes 3-pt jump shot from 27 ft (assist by K. Towns),,60,61
258,3,4:41.0,Violation by G. Dieng (kicked ball),,60,61
259,3,4:41.0,S. Muhammad enters the game for Z. LaVine,,60,61
260,3,4:40.0,,Turnover by K. Korver (bad pass; steal by R. Rubio),60,61
261,3,4:35.0,R. Rubio makes 2-pt layup from 2 ft,,62,61
262,3,4:35.0,,Atlanta full timeout,62,61
263,3,4:26.0,,K. Korver misses 3-pt jump shot from 25 ft,62,61
264,3,4:24.0,Defensive rebound by G. Dieng,,62,61
265,3,4:11.0,K. Towns misses 3-pt jump shot from 25 ft,,62,61
266,3,4:09.0,,Defensive rebound by T. Sefolosha,62,61
267,3,3:55.0,,P. Millsap misses 3-pt jump shot from 25 ft,62,61
268,3,3:53.0,Defensive rebound by G. Dieng,,62,61
269,3,3:40.0,A. Wiggins makes 2-pt layup from 1 ft,,64,61
270,3,3:25.0,,D. Schröder misses 2-pt jump shot from 14 ft,64,61
271,3,3:24.0,Defensive rebound by R. Rubio,,64,61
272,3,3:07.0,R. Rubio misses 3-pt jump shot from 26 ft,,64,61
273,3,3:06.0,Offensive rebound by Team,,64,61
274,3,3:06.0,,K. Bazemore enters the game for D. Schröder,64,61
275,3,2:53.0,S. Muhammad misses 2-pt jump shot from 9 ft (block by K. Bazemore),,64,61
276,3,2:52.0,,Defensive rebound by P. Millsap,64,61
277,3,2:45.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by P. Millsap),64,63
278,3,2:21.0,Turnover by R. Rubio (bad pass),,64,63
279,3,2:21.0,Minnesota full timeout,,64,63
280,3,1:56.0,,P. Millsap makes 2-pt jump shot from 15 ft (assist by K. Korver),64,65
281,3,1:33.0,A. Wiggins misses 2-pt jump shot from 16 ft,,64,65
282,3,1:32.0,,Defensive rebound by Team,64,65
283,3,1:32.0,N. Bjelica enters the game for K. Towns,,64,65
284,3,1:15.0,,T. Sefolosha misses 2-pt jump shot from 17 ft,64,65
285,3,1:13.0,,Offensive rebound by M. Scott,64,65
286,3,1:13.0,,M. Scott misses 2-pt layup from 2 ft,64,65
287,3,1:13.0,,Offensive rebound by M. Scott,64,65
288,3,1:13.0,,Personal foul by G. Dieng (drawn by M. Scott),64,65
289,3,1:13.0,,M. Scott makes free throw 1 of 2,64,66
290,3,1:13.0,,M. Muscala enters the game for P. Millsap,64,66
291,3,1:13.0,K. Dunn enters the game for R. Rubio,,64,66
292,3,1:13.0,,M. Scott makes free throw 2 of 2,64,67
293,3,1:01.0,A. Wiggins misses 3-pt jump shot from 25 ft,,64,67
294,3,1:00.0,,Defensive rebound by K. Bazemore,64,67
295,3,0:48.0,,M. Muscala misses 2-pt jump shot from 16 ft,64,67
296,3,0:45.0,,Offensive rebound by M. Scott,64,67
297,3,0:30.0,,K. Korver misses 3-pt jump shot from 25 ft,64,67
298,3,0:28.0,Defensive rebound by A. Wiggins,,64,67
299,3,0:07.0,K. Dunn makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,67,67
300,3,0:01.0,,K. Bazemore makes 2-pt dunk at rim,67,69
301,4,11:35.0,Z. LaVine makes 3-pt layup from 26 ft,,70,69
302,4,11:27.0,,Personal foul by K. Dunn (drawn by K. Bazemore),70,69
303,4,11:27.0,,K. Bazemore makes free throw 1 of 2,70,70
304,4,11:27.0,,K. Bazemore makes free throw 2 of 2,70,71
305,4,11:12.0,Z. LaVine misses 3-pt jump shot from 26 ft,,70,71
306,4,11:11.0,,Defensive rebound by M. Muscala,70,71
307,4,10:46.0,,T. Prince misses 2-pt layup from 3 ft,70,71
308,4,10:45.0,Defensive rebound by N. Bjelica,,70,71
309,4,10:33.0,K. Dunn misses 2-pt jump shot from 7 ft,,70,71
310,4,10:31.0,Offensive rebound by Z. LaVine,,70,71
311,4,10:21.0,S. Muhammad misses 2-pt jump shot from 13 ft,,70,71
312,4,10:21.0,Offensive rebound by Team,,70,71
313,4,10:15.0,Z. LaVine misses 2-pt layup from 3 ft (block by K. Bazemore),,70,71
314,4,10:13.0,Offensive rebound by G. Dieng,,70,71
315,4,10:05.0,Personal foul by T. Prince (drawn by K. Dunn),,70,71
316,4,10:05.0,,D. Schröder enters the game for K. Korver,70,71
317,4,9:52.0,Turnover by Z. LaVine (lost ball),,70,71
318,4,9:37.0,,Turnover by T. Prince (lost ball),70,71
319,4,9:23.0,Personal foul by T. Prince (drawn by S. Muhammad),,70,71
320,4,9:23.0,,P. Millsap enters the game for M. Muscala,70,71
321,4,9:16.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by G. Dieng),,73,71
322,4,8:51.0,,K. Bazemore misses 2-pt jump shot from 18 ft,73,71
323,4,8:49.0,Defensive rebound by G. Dieng,,73,71
324,4,8:35.0,Turnover by G. Dieng (bad pass),,73,71
325,4,8:27.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. Millsap),73,74
326,4,8:27.0,Minnesota full timeout,,73,74
327,4,8:27.0,K. Towns enters the game for G. Dieng,,73,74
328,4,8:27.0,A. Wiggins enters the game for S. Muhammad,,73,74
329,4,8:12.0,,Violation by K. Bazemore (kicked ball),73,74
330,4,8:08.0,Z. LaVine makes 3-pt jump shot from 26 ft (assist by N. Bjelica),,76,74
331,4,7:45.0,,D. Schröder makes 2-pt jump shot from 5 ft (assist by P. Millsap),76,76
332,4,7:29.0,Turnover by K. Towns (bad pass; steal by T. Prince),,76,76
333,4,7:28.0,,Personal foul by K. Dunn (drawn by D. Schröder),76,76
334,4,7:28.0,,K. Korver enters the game for K. Bazemore,76,76
335,4,7:28.0,,T. Sefolosha enters the game for T. Prince,76,76
336,4,7:18.0,,M. Scott misses 3-pt jump shot from 24 ft,76,76
337,4,7:16.0,Defensive rebound by Z. LaVine,,76,76
338,4,6:59.0,Turnover by K. Towns (bad pass; steal by T. Sefolosha),,76,76
339,4,6:52.0,,Turnover by K. Korver (lost ball),76,76
340,4,6:39.0,A. Wiggins makes 2-pt jump shot from 21 ft,,78,76
341,4,6:23.0,,D. Schröder makes 2-pt layup from 2 ft,78,78
342,4,6:05.0,Personal foul by P. Millsap (drawn by A. Wiggins),,78,78
343,4,6:05.0,,M. Muscala enters the game for M. Scott,78,78
344,4,6:05.0,G. Dieng enters the game for N. Bjelica,,78,78
345,4,5:58.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,80,78
346,4,5:41.0,,D. Schröder makes 2-pt jump shot from 18 ft,80,80
347,4,5:23.0,A. Wiggins makes 2-pt jump shot from 16 ft,,82,80
348,4,5:23.0,Shooting foul by T. Sefolosha (drawn by A. Wiggins),,82,80
349,4,5:23.0,Official timeout,,82,80
350,4,5:23.0,R. Rubio enters the game for K. Dunn,,82,80
351,4,5:23.0,A. Wiggins makes free throw 1 of 1,,83,80
352,4,5:14.0,,Turnover by K. Korver (lost ball; steal by R. Rubio),83,80
353,4,5:08.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Rubio),,85,80
354,4,4:51.0,,Shooting foul by K. Towns (drawn by P. Millsap),85,80
355,4,4:51.0,,P. Millsap makes free throw 1 of 2,85,81
356,4,4:51.0,,K. Bazemore enters the game for K. Korver,85,81
357,4,4:51.0,,P. Millsap makes free throw 2 of 2,85,82
358,4,4:35.0,G. Dieng makes 2-pt jump shot from 6 ft (assist by K. Towns),,87,82
359,4,4:09.0,,M. Muscala misses 2-pt jump shot from 8 ft (block by K. Towns),87,82
360,4,4:06.0,Defensive rebound by R. Rubio,,87,82
361,4,3:51.0,G. Dieng misses 2-pt jump shot from 12 ft,,87,82
362,4,3:50.0,,Defensive rebound by M. Muscala,87,82
363,4,3:37.0,,Shooting foul by A. Wiggins (drawn by K. Bazemore),87,82
364,4,3:37.0,,K. Bazemore misses free throw 1 of 2,87,82
365,4,3:37.0,,Offensive rebound by Team,87,82
366,4,3:37.0,,K. Bazemore misses free throw 2 of 2,87,82
367,4,3:36.0,Defensive rebound by K. Towns,,87,82
368,4,3:23.0,Shooting block foul by M. Muscala (drawn by K. Towns),,87,82
369,4,3:23.0,K. Towns misses free throw 1 of 2,,87,82
370,4,3:23.0,Offensive rebound by Team,,87,82
371,4,3:23.0,K. Towns makes free throw 2 of 2,,88,82
372,4,3:08.0,,D. Schröder misses 3-pt jump shot from 25 ft,88,82
373,4,3:06.0,,Offensive rebound by M. Muscala,88,82
374,4,3:01.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,88,82
375,4,3:00.0,Defensive rebound by R. Rubio,,88,82
376,4,2:42.0,Turnover by A. Wiggins (traveling),,88,82
377,4,2:42.0,,Atlanta full timeout,88,82
378,4,2:42.0,,K. Korver enters the game for T. Sefolosha,88,82
379,4,2:27.0,,M. Muscala misses 2-pt jump shot from 17 ft,88,82
380,4,2:25.0,Defensive rebound by G. Dieng,,88,82
