,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
373,4,6:18.0,,K. Porziņģis misses free throw 1 of 2,102,101
374,4,6:18.0,,Offensive rebound by Team,102,101
375,4,6:18.0,,K. Porziņģis misses free throw 2 of 2,102,101
376,4,6:18.0,,C. Anthony enters the game for M. Kuzminskas,102,101
377,4,6:17.0,,Offensive rebound by K. O'Quinn,102,101
378,4,6:17.0,,K. O'Quinn misses 2-pt layup from 2 ft,102,101
379,4,6:15.0,,Offensive rebound by K. O'Quinn,102,101
380,4,6:13.0,,K. O'Quinn makes 2-pt layup from 2 ft,102,103
381,4,5:54.0,N. Bjelica misses 3-pt jump shot from 26 ft,,102,103
382,4,5:53.0,,Defensive rebound by K. O'Quinn,102,103
383,4,5:42.0,,K. Porziņģis misses 3-pt jump shot from 28 ft,102,103
384,4,5:41.0,,Offensive rebound by Team,102,103
385,4,5:41.0,,Personal foul by C. Aldrich (drawn by K. O'Quinn),102,103
386,4,5:41.0,Official timeout,,102,103
387,4,5:41.0,,K. O'Quinn makes free throw 1 of 2,102,104
388,4,5:41.0,K. Towns enters the game for S. Muhammad,,102,103
389,4,5:41.0,A. Wiggins enters the game for N. Bjelica,,102,103
390,4,5:41.0,,K. O'Quinn makes free throw 2 of 2,102,105
391,4,5:26.0,K. Towns misses 3-pt jump shot from 24 ft,,102,105
392,4,5:25.0,Offensive rebound by Team,,102,105
393,4,5:25.0,,Loose ball foul by K. Porziņģis (drawn by C. Aldrich),102,105
394,4,5:11.0,A. Wiggins makes 2-pt jump shot from 16 ft,,104,105
395,4,4:59.0,,D. Rose makes 2-pt layup from 1 ft,104,107
396,4,4:48.0,Turnover by K. Dunn (bad pass; steal by J. Holiday),,104,107
397,4,4:31.0,,D. Rose makes 2-pt jump shot from 18 ft,104,109
398,4,4:31.0,Minnesota full timeout,,104,109
399,4,4:31.0,G. Dieng enters the game for C. Aldrich,,104,109
400,4,4:31.0,R. Rubio enters the game for K. Dunn,,104,109
401,4,4:17.0,K. Towns misses 2-pt jump shot from 20 ft,,104,109
402,4,4:16.0,,Defensive rebound by D. Rose,104,109
403,4,3:56.0,,J. Holiday misses 2-pt jump shot from 11 ft,104,109
404,4,3:56.0,,Offensive rebound by K. Porziņģis,104,109
405,4,3:55.0,,K. Porziņģis misses 2-pt layup at rim,104,109
406,4,3:51.0,Defensive rebound by K. Towns,,104,109
407,4,3:45.0,Turnover by Z. LaVine (bad pass; steal by C. Anthony),,104,109
408,4,3:28.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,104,109
409,4,3:27.0,Defensive rebound by R. Rubio,,104,109
410,4,3:25.0,Personal foul by J. Holiday (drawn by R. Rubio),,104,109
411,4,3:14.0,R. Rubio misses 3-pt jump shot from 24 ft,,104,109
412,4,3:13.0,,Defensive rebound by K. O'Quinn,104,109
413,4,2:52.0,,Shooting foul by G. Dieng (drawn by D. Rose),104,109
414,4,2:52.0,,D. Rose makes free throw 1 of 2,104,110
415,4,2:52.0,,D. Rose misses free throw 2 of 2,104,110
416,4,2:52.0,N. Bjelica enters the game for G. Dieng,,104,110
417,4,2:51.0,,Offensive rebound by K. O'Quinn,104,110
418,4,2:40.0,,New York full timeout,104,110
419,4,2:34.0,,C. Anthony misses 2-pt layup from 2 ft (block by K. Towns),104,110
420,4,2:33.0,,Offensive rebound by Team,104,110
421,4,2:28.0,,C. Anthony misses 3-pt jump shot from 26 ft,104,110
422,4,2:28.0,Defensive rebound by N. Bjelica,,104,110
423,4,2:15.0,K. Towns misses 3-pt jump shot from 25 ft,,104,110
424,4,2:14.0,Offensive rebound by A. Wiggins,,104,110
425,4,2:11.0,A. Wiggins makes 2-pt layup from 1 ft,,106,110
426,4,1:45.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,106,110
427,4,1:44.0,Defensive rebound by N. Bjelica,,106,110
428,4,1:24.0,Turnover by N. Bjelica (bad pass; steal by C. Anthony),,106,110
429,4,1:21.0,,C. Anthony makes 2-pt layup from 2 ft (assist by K. O'Quinn),106,112
430,4,1:21.0,Minnesota full timeout,,106,112
431,4,1:16.0,K. Towns misses 2-pt layup from 2 ft (block by K. O'Quinn),,106,112
432,4,1:15.0,Offensive rebound by K. Towns,,106,112
433,4,1:14.0,K. Towns misses 2-pt layup from 1 ft (block by K. Porziņģis),,106,112
434,4,1:13.0,,Defensive rebound by Team,106,112
435,4,0:48.0,,C. Anthony misses 3-pt jump shot from 25 ft,106,112
436,4,0:47.0,Defensive rebound by N. Bjelica,,106,112
437,4,0:42.0,N. Bjelica misses 2-pt layup from 2 ft (block by J. Holiday),,106,112
438,4,0:41.0,Offensive rebound by R. Rubio,,106,112
439,4,0:34.0,Z. LaVine misses 3-pt jump shot from 28 ft,,106,112
440,4,0:34.0,,Defensive rebound by D. Rose,106,112
441,4,0:31.0,,Personal take foul by Z. LaVine (drawn by D. Rose),106,112
442,4,0:31.0,,D. Rose makes free throw 1 of 2,106,113
443,4,0:31.0,,D. Rose makes free throw 2 of 2,106,114
444,4,0:31.0,Minnesota full timeout,,106,114
445,4,0:29.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,109,114
446,4,0:16.0,,Personal take foul by K. Towns (drawn by J. Holiday),109,114
447,4,0:16.0,,J. Holiday makes free throw 1 of 2,109,115
448,4,0:16.0,,J. Holiday makes free throw 2 of 2,109,116
449,4,0:08.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,112,116
450,4,0:06.0,,Personal take foul by A. Wiggins (drawn by C. Anthony),112,116
451,4,0:06.0,,C. Anthony makes free throw 1 of 2,112,117
452,4,0:06.0,,C. Anthony makes free throw 2 of 2,112,118
453,4,0:02.0,Z. LaVine makes 2-pt dunk at rim,,114,118
