,QUARTER,TIME_REMAINING,ATLANTA_ACTION,OKLAHOMA CITY_ACTION,ATLANTA_SCORE,OKLAHOMA CITY_SCORE
105,2,11:39.0,,A. Roberson makes 2-pt jump shot from 5 ft (assist by S. Christon),22,18
106,2,11:20.0,Shooting foul by Á. Abrines (drawn by D. Schröder),,22,18
107,2,11:20.0,D. Schröder makes free throw 1 of 2,,23,18
108,2,11:20.0,D. Schröder makes free throw 2 of 2,,24,18
109,2,10:57.0,,S. Christon misses 2-pt jump shot from 5 ft,24,18
110,2,10:56.0,,Offensive rebound by J. Lauvergne,24,18
111,2,10:55.0,,J. Lauvergne makes 2-pt layup from 1 ft,24,20
112,2,10:29.0,K. Bazemore misses 3-pt jump shot from 25 ft,,24,20
113,2,10:29.0,,Defensive rebound by Team,24,20
114,2,10:16.0,,Personal foul by K. Korver (drawn by A. Roberson),24,20
115,2,10:04.0,,Á. Abrines makes 2-pt jump shot from 5 ft,24,22
116,2,9:58.0,K. Bazemore makes 2-pt layup from 2 ft (assist by M. Muscala),,26,22
117,2,9:35.0,,Á. Abrines makes 2-pt jump shot from 16 ft (assist by S. Christon),26,24
118,2,9:10.0,M. Delaney makes 2-pt jump shot from 15 ft,,28,24
119,2,8:57.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,28,24
120,2,8:53.0,Defensive rebound by D. Schröder,,28,24
121,2,8:37.0,Shooting foul by J. Lauvergne (drawn by K. Bazemore),,28,24
122,2,8:37.0,Official timeout,,28,24
123,2,8:37.0,K. Bazemore makes free throw 1 of 2,,29,24
124,2,8:37.0,,R. Westbrook enters the game for J. Lauvergne,28,24
125,2,8:37.0,P. Millsap enters the game for K. Korver,,28,24
126,2,8:37.0,T. Sefolosha enters the game for M. Muscala,,28,24
127,2,8:37.0,K. Bazemore misses free throw 2 of 2,,29,24
128,2,8:36.0,,Defensive rebound by R. Westbrook,29,24
129,2,8:16.0,,R. Westbrook misses 3-pt jump shot from 24 ft,29,24
130,2,8:16.0,,Offensive rebound by E. Freedom,29,24
131,2,8:16.0,,E. Freedom makes 2-pt layup from 1 ft,29,26
132,2,7:54.0,D. Schröder makes 2-pt jump shot from 15 ft (assist by P. Millsap),,31,26
133,2,7:33.0,,N. Collison enters the game for E. Freedom,31,26
134,2,7:33.0,T. Hardaway enters the game for K. Bazemore,,31,26
135,2,7:26.0,,S. Christon misses 3-pt jump shot from 22 ft,31,26
136,2,7:26.0,,Offensive rebound by R. Westbrook,31,26
137,2,7:26.0,,A. Morrow enters the game for S. Christon,31,26
138,2,7:24.0,,Turnover by R. Westbrook (bad pass; steal by T. Sefolosha),31,26
139,2,7:14.0,T. Sefolosha misses 2-pt jump shot from 18 ft,,31,26
140,2,7:14.0,Offensive rebound by P. Millsap,,31,26
141,2,7:09.0,M. Delaney misses 3-pt jump shot from 22 ft,,31,26
142,2,7:09.0,,Defensive rebound by R. Westbrook,31,26
143,2,7:00.0,,R. Westbrook makes 2-pt jump shot from 14 ft,31,28
144,2,6:44.0,D. Schröder makes 2-pt layup from 1 ft,,33,28
145,2,6:31.0,,R. Westbrook makes 2-pt jump shot from 17 ft,33,30
146,2,6:25.0,Turnover by M. Delaney (bad pass; steal by A. Morrow),,33,30
147,2,6:18.0,,R. Westbrook misses 3-pt jump shot from 25 ft,33,30
148,2,6:18.0,Defensive rebound by M. Delaney,,33,30
149,2,6:05.0,Shooting foul by N. Collison (drawn by P. Millsap),,33,30
150,2,6:05.0,P. Millsap makes free throw 1 of 2,,34,30
151,2,6:05.0,,S. Adams enters the game for N. Collison,34,30
152,2,6:05.0,K. Korver enters the game for M. Delaney,,34,30
153,2,6:05.0,P. Millsap makes free throw 2 of 2,,35,30
154,2,5:52.0,,A. Roberson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),35,33
155,2,5:37.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Schröder),,37,33
156,2,5:26.0,,R. Westbrook makes 2-pt layup from 1 ft,37,35
157,2,5:15.0,Shooting foul by A. Morrow (drawn by D. Schröder),,37,35
158,2,5:15.0,,Oklahoma City full timeout,37,35
159,2,5:15.0,D. Schröder makes free throw 1 of 2,,38,35
160,2,5:15.0,,J. Grant enters the game for Á. Abrines,37,35
161,2,5:15.0,K. Bazemore enters the game for P. Millsap,,37,35
162,2,5:15.0,M. Muscala enters the game for T. Hardaway,,37,35
163,2,5:15.0,D. Schröder makes free throw 2 of 2,,39,35
164,2,5:02.0,,A. Roberson misses 3-pt jump shot from 23 ft,39,35
165,2,5:00.0,,Offensive rebound by S. Adams,39,35
166,2,4:57.0,,A. Morrow misses 3-pt jump shot from 25 ft,39,35
167,2,4:56.0,Defensive rebound by K. Bazemore,,39,35
168,2,4:39.0,D. Schröder makes 2-pt layup from 1 ft,,41,35
169,2,4:24.0,,R. Westbrook makes 2-pt layup from 1 ft,41,37
170,2,4:24.0,,Shooting foul by M. Muscala (drawn by R. Westbrook),41,37
171,2,4:24.0,,S. Christon enters the game for A. Morrow,41,37
172,2,4:24.0,,R. Westbrook makes free throw 1 of 1,41,38
173,2,4:12.0,Turnover by K. Bazemore (bad pass; steal by S. Adams),,41,38
174,2,4:05.0,Offensive charge foul by S. Adams (drawn by K. Korver),,41,38
175,2,4:05.0,,Turnover by S. Adams (offensive foul),41,38
176,2,4:05.0,P. Millsap enters the game for K. Korver,,41,38
177,2,3:48.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,41,38
178,2,3:48.0,,Defensive rebound by J. Grant,41,38
179,2,3:34.0,,R. Westbrook makes 2-pt jump shot from 20 ft,41,40
180,2,3:13.0,M. Muscala misses 2-pt jump shot from 14 ft,,41,40
181,2,3:12.0,,Defensive rebound by S. Adams,41,40
182,2,3:12.0,,Oklahoma City full timeout,41,40
183,2,3:12.0,K. Korver enters the game for D. Schröder,,41,40
184,2,3:12.0,M. Delaney enters the game for M. Muscala,,41,40
185,2,3:02.0,,R. Westbrook makes 2-pt jump shot from 14 ft,41,42
186,2,2:35.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by K. Bazemore),,43,42
187,2,2:22.0,,Personal foul by K. Bazemore (drawn by R. Westbrook),43,42
188,2,2:22.0,Atlanta full timeout,,43,42
189,2,2:15.0,,Personal foul by M. Delaney (drawn by R. Westbrook),43,42
190,2,2:04.0,,R. Westbrook misses 2-pt jump shot from 19 ft,43,42
191,2,2:03.0,,Offensive rebound by S. Adams,43,42
192,2,2:03.0,,Personal foul by K. Korver (drawn by S. Adams),43,42
193,2,2:03.0,,S. Adams makes free throw 1 of 2,43,43
194,2,2:03.0,,S. Adams makes free throw 2 of 2,43,44
195,2,1:53.0,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,46,44
196,2,1:40.0,,Personal foul by K. Bazemore (drawn by J. Grant),46,44
197,2,1:40.0,,J. Grant makes free throw 1 of 2,46,45
198,2,1:40.0,,J. Grant makes free throw 2 of 2,46,46
199,2,1:27.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,46,46
200,2,1:27.0,,Defensive rebound by A. Roberson,46,46
201,2,1:20.0,,R. Westbrook makes 2-pt jump shot from 17 ft,46,48
202,2,1:02.0,P. Millsap makes 2-pt layup from 3 ft,,48,48
203,2,0:55.0,,A. Roberson misses 3-pt jump shot from 23 ft,48,48
204,2,0:55.0,Defensive rebound by K. Bazemore,,48,48
205,2,0:45.0,M. Delaney misses 3-pt jump shot from 24 ft,,48,48
206,2,0:44.0,,Defensive rebound by A. Roberson,48,48
207,2,0:37.0,,R. Westbrook makes 3-pt jump shot from 25 ft,48,51
208,2,0:32.0,Personal foul by J. Grant (drawn by K. Bazemore),,48,51
209,2,0:32.0,K. Bazemore misses free throw 1 of 2,,48,51
210,2,0:32.0,Offensive rebound by Team,,48,51
211,2,0:32.0,K. Bazemore misses free throw 2 of 2,,48,51
212,2,0:32.0,M. Muscala enters the game for P. Millsap,,48,51
213,2,0:32.0,T. Hardaway enters the game for K. Korver,,48,51
214,2,0:32.0,,Á. Abrines enters the game for S. Christon,48,51
215,2,0:31.0,,Defensive rebound by R. Westbrook,48,51
216,2,0:15.0,,Personal foul by M. Delaney (drawn by Á. Abrines),48,51
217,2,0:15.0,,Á. Abrines makes free throw 1 of 2,48,52
218,2,0:15.0,P. Millsap enters the game for T. Sefolosha,,48,52
219,2,0:15.0,D. Schröder enters the game for M. Delaney,,48,52
220,2,0:15.0,K. Korver enters the game for M. Muscala,,48,52
221,2,0:15.0,,S. Christon enters the game for S. Adams,48,52
222,2,0:15.0,,Á. Abrines makes free throw 2 of 2,48,53
223,2,0:01.0,Turnover by P. Millsap (lost ball; steal by A. Roberson),,48,53
224,3,11:44.0,,S. Adams makes 2-pt hook shot from 4 ft,48,55
225,3,11:44.0,,Shooting foul by P. Millsap (drawn by S. Adams),48,55
226,3,11:44.0,,S. Adams misses free throw 1 of 1,48,55
227,3,11:44.0,Defensive rebound by T. Sefolosha,,48,55
228,3,11:27.0,P. Millsap misses 2-pt jump shot from 4 ft,,48,55
229,3,11:27.0,,Defensive rebound by D. Sabonis,48,55
230,3,11:13.0,,D. Sabonis misses 2-pt hook shot from 3 ft,48,55
231,3,11:12.0,Defensive rebound by K. Korver,,48,55
232,3,10:51.0,Turnover by D. Schröder (bad pass; steal by S. Adams),,48,55
233,3,10:38.0,,A. Roberson misses 3-pt jump shot from 24 ft,48,55
234,3,10:38.0,Defensive rebound by T. Sefolosha,,48,55
235,3,10:23.0,K. Korver makes 2-pt jump shot from 17 ft,,50,55
236,3,10:05.0,,Personal foul by T. Sefolosha (drawn by D. Sabonis),50,55
237,3,9:53.0,,Turnover by A. Roberson (bad pass),50,55
238,3,9:39.0,P. Millsap misses 3-pt jump shot from 25 ft,,50,55
239,3,9:39.0,,Defensive rebound by A. Roberson,50,55
240,3,9:32.0,,Shooting foul by D. Schröder (drawn by A. Morrow),50,55
241,3,9:32.0,,A. Morrow makes free throw 1 of 2,50,56
242,3,9:32.0,,A. Morrow makes free throw 2 of 2,50,57
243,3,9:17.0,D. Schröder misses 2-pt jump shot from 3 ft,,50,57
244,3,9:16.0,,Defensive rebound by R. Westbrook,50,57
245,3,9:09.0,,Shooting foul by T. Sefolosha (drawn by R. Westbrook),50,57
246,3,9:09.0,,R. Westbrook misses free throw 1 of 2,50,57
247,3,9:09.0,,Offensive rebound by Team,50,57
248,3,9:09.0,,R. Westbrook makes free throw 2 of 2,50,58
249,3,9:02.0,,Violation by A. Roberson (kicked ball),50,58
250,3,8:52.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Korver),,53,58
251,3,8:41.0,,Offensive foul by A. Roberson (drawn by T. Sefolosha),53,58
252,3,8:41.0,,Turnover by A. Roberson (offensive foul),53,58
253,3,8:29.0,P. Millsap makes 2-pt jump shot from 10 ft (assist by K. Korver),,55,58
254,3,8:14.0,,A. Morrow misses 2-pt jump shot from 10 ft,55,58
255,3,8:14.0,Defensive rebound by T. Sefolosha,,55,58
256,3,8:02.0,P. Millsap misses 2-pt jump shot from 19 ft,,55,58
257,3,8:01.0,,Defensive rebound by D. Sabonis,55,58
258,3,7:55.0,,R. Westbrook makes 2-pt jump shot from 18 ft,55,60
259,3,7:33.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by K. Korver),,58,60
260,3,7:16.0,,R. Westbrook misses 2-pt jump shot from 14 ft,58,60
261,3,7:15.0,Defensive rebound by T. Sefolosha,,58,60
262,3,7:04.0,K. Bazemore misses 2-pt layup from 1 ft,,58,60
263,3,7:03.0,Offensive rebound by D. Schröder,,58,60
264,3,7:00.0,D. Schröder misses 3-pt jump shot from 24 ft,,58,60
265,3,6:59.0,,Defensive rebound by D. Sabonis,58,60
266,3,6:53.0,,R. Westbrook misses 2-pt layup from 2 ft,58,60
267,3,6:52.0,Defensive rebound by P. Millsap,,58,60
268,3,6:45.0,Turnover by P. Millsap (bad pass),,58,60
269,3,6:45.0,,Oklahoma City full timeout,58,60
270,3,6:29.0,,D. Sabonis misses 3-pt jump shot from 23 ft,58,60
271,3,6:29.0,Defensive rebound by P. Millsap,,58,60
272,3,6:19.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),,61,60
273,3,6:01.0,,R. Westbrook makes 3-pt jump shot from 25 ft,61,63
274,3,5:49.0,P. Millsap makes 2-pt jump shot from 12 ft,,63,63
275,3,5:40.0,,Shooting foul by K. Korver (drawn by S. Adams),63,63
276,3,5:40.0,,S. Adams misses free throw 1 of 2,63,63
277,3,5:40.0,,Offensive rebound by Team,63,63
278,3,5:40.0,,S. Adams misses free throw 2 of 2,63,63
279,3,5:40.0,Defensive rebound by T. Sefolosha,,63,63
280,3,5:40.0,,Á. Abrines enters the game for A. Roberson,63,63
281,3,5:40.0,T. Hardaway enters the game for K. Bazemore,,63,63
282,3,5:22.0,T. Sefolosha misses 2-pt layup from 2 ft,,63,63
283,3,5:22.0,,Defensive rebound by D. Sabonis,63,63
284,3,5:06.0,,R. Westbrook makes 2-pt jump shot from 19 ft,63,65
285,3,4:52.0,Turnover by D. Schröder (back court),,63,65
286,3,4:52.0,,J. Grant enters the game for D. Sabonis,63,65
287,3,4:52.0,K. Bazemore enters the game for D. Schröder,,63,65
288,3,4:52.0,,S. Christon enters the game for A. Morrow,63,65
289,3,4:48.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),63,68
290,3,4:36.0,T. Sefolosha makes 2-pt jump shot from 16 ft (assist by K. Korver),,65,68
291,3,4:18.0,,Shooting block foul by K. Korver (drawn by R. Westbrook),65,68
292,3,4:18.0,,R. Westbrook makes free throw 1 of 2,65,69
293,3,4:18.0,M. Scott enters the game for K. Korver,,65,69
294,3,4:18.0,,R. Westbrook makes free throw 2 of 2,65,70
295,3,4:06.0,K. Bazemore makes 2-pt jump shot from 7 ft,,67,70
296,3,3:46.0,,R. Westbrook misses 2-pt jump shot from 19 ft,67,70
297,3,3:46.0,,Offensive rebound by S. Christon,67,70
298,3,3:38.0,,S. Adams misses 2-pt layup from 2 ft,67,70
299,3,3:38.0,Defensive rebound by Team,,67,70
300,3,3:38.0,,Loose ball foul by S. Adams (drawn by P. Millsap),67,70
301,3,3:29.0,Shooting foul by R. Westbrook (drawn by K. Bazemore),,67,70
302,3,3:29.0,K. Bazemore makes free throw 1 of 2,,68,70
303,3,3:29.0,,E. Freedom enters the game for S. Adams,68,70
304,3,3:29.0,K. Bazemore makes free throw 2 of 2,,69,70
305,3,3:07.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),69,73
306,3,2:55.0,Shooting foul by Á. Abrines (drawn by T. Sefolosha),,69,73
307,3,2:55.0,Atlanta full timeout,,69,73
308,3,2:55.0,T. Sefolosha makes free throw 1 of 2,,70,73
309,3,2:55.0,T. Sefolosha makes free throw 2 of 2,,71,73
310,3,2:36.0,,E. Freedom misses 2-pt jump shot from 8 ft,71,73
311,3,2:35.0,Defensive rebound by P. Millsap,,71,73
312,3,2:24.0,P. Millsap misses 3-pt jump shot from 25 ft,,71,73
313,3,2:24.0,,Defensive rebound by Á. Abrines,71,73
314,3,2:14.0,,Shooting foul by K. Bazemore (drawn by R. Westbrook),71,73
315,3,2:14.0,,R. Westbrook makes free throw 1 of 2,71,74
316,3,2:14.0,,R. Westbrook makes free throw 2 of 2,71,75
317,3,2:01.0,K. Bazemore makes 2-pt layup from 2 ft,,73,75
318,3,2:01.0,Shooting foul by E. Freedom (drawn by K. Bazemore),,73,75
319,3,2:01.0,D. Schröder enters the game for T. Sefolosha,,73,75
320,3,2:01.0,,A. Roberson enters the game for R. Westbrook,73,75
321,3,2:01.0,K. Bazemore makes free throw 1 of 1,,74,75
322,3,1:48.0,,Turnover by A. Roberson (bad pass; steal by P. Millsap),74,75
323,3,1:42.0,T. Hardaway makes 2-pt layup from 1 ft (assist by K. Bazemore),,76,75
324,3,1:30.0,,Á. Abrines misses 3-pt jump shot from 24 ft,76,75
325,3,1:29.0,Defensive rebound by P. Millsap,,76,75
326,3,1:18.0,M. Scott makes 2-pt layup at rim (assist by K. Bazemore),,78,75
327,3,1:18.0,,Oklahoma City full timeout,78,75
328,3,1:04.0,,Á. Abrines misses 3-pt jump shot from 25 ft,78,75
329,3,1:04.0,Defensive rebound by M. Scott,,78,75
330,3,0:54.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,81,75
331,3,0:33.0,,Shooting foul by T. Hardaway (drawn by A. Roberson),81,75
332,3,0:33.0,,A. Roberson misses free throw 1 of 2,81,75
333,3,0:33.0,,Offensive rebound by Team,81,75
334,3,0:33.0,,A. Roberson makes free throw 2 of 2,81,76
335,3,0:13.0,Turnover by P. Millsap (lost ball; steal by J. Grant),,81,76
336,3,0:04.0,,J. Grant misses 2-pt layup from 3 ft (block by P. Millsap),81,76
337,3,0:04.0,,Offensive rebound by Team,81,76
338,3,0:01.0,,A. Roberson misses 2-pt layup at rim,81,76
339,3,0:01.0,,Offensive rebound by S. Christon,81,76
340,3,0:01.0,,S. Christon makes 2-pt layup from 2 ft,81,78
341,4,11:45.0,M. Scott misses 2-pt jump shot from 9 ft,,81,78
342,4,11:44.0,,Defensive rebound by E. Freedom,81,78
343,4,11:32.0,,Turnover by K. Singler (traveling),81,78
344,4,11:20.0,D. Schröder makes 2-pt layup from 1 ft,,83,78
345,4,11:00.0,,J. Grant makes 2-pt layup from 1 ft,83,80
346,4,10:39.0,T. Hardaway misses 2-pt layup from 2 ft,,83,80
347,4,10:38.0,Offensive rebound by M. Scott,,83,80
348,4,10:36.0,M. Scott misses 2-pt jump shot from 3 ft,,83,80
349,4,10:35.0,,Defensive rebound by E. Freedom,83,80
350,4,10:16.0,,A. Roberson makes 3-pt jump shot from 25 ft (assist by S. Christon),83,83
351,4,9:55.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,86,83
352,4,9:30.0,,A. Roberson makes 3-pt jump shot from 25 ft,86,86
353,4,9:07.0,K. Bazemore misses 3-pt jump shot from 25 ft,,86,86
354,4,9:05.0,,Defensive rebound by K. Singler,86,86
355,4,8:47.0,,J. Grant misses 2-pt jump shot from 5 ft,86,86
356,4,8:47.0,,Offensive rebound by E. Freedom,86,86
357,4,8:46.0,,E. Freedom makes 2-pt layup from 1 ft,86,88
358,4,8:45.0,Atlanta full timeout,,86,88
359,4,8:45.0,P. Millsap enters the game for M. Muscala,,86,88
360,4,8:45.0,K. Korver enters the game for M. Scott,,86,88
361,4,8:33.0,Shooting foul by E. Freedom (drawn by D. Schröder),,86,88
362,4,8:33.0,D. Schröder makes free throw 1 of 2,,87,88
363,4,8:33.0,D. Schröder makes free throw 2 of 2,,88,88
364,4,8:12.0,,A. Roberson makes 2-pt layup from 2 ft (assist by E. Freedom),88,90
365,4,7:49.0,P. Millsap misses 2-pt layup from 2 ft (block by E. Freedom),,88,90
366,4,7:48.0,Offensive rebound by P. Millsap,,88,90
367,4,7:45.0,P. Millsap makes 3-pt jump shot from 25 ft,,91,90
368,4,7:25.0,,J. Grant makes 2-pt layup from 1 ft (assist by A. Roberson),91,92
369,4,7:11.0,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),,93,92
370,4,7:11.0,Shooting foul by E. Freedom (drawn by P. Millsap),,93,92
371,4,7:11.0,,R. Westbrook enters the game for S. Christon,93,92
372,4,7:11.0,,S. Adams enters the game for E. Freedom,93,92
373,4,7:11.0,T. Sefolosha enters the game for K. Bazemore,,93,92
374,4,7:11.0,P. Millsap makes free throw 1 of 1,,94,92
375,4,6:53.0,,K. Singler makes 2-pt layup from 2 ft,94,94
376,4,6:30.0,D. Schröder makes 2-pt layup from 1 ft,,96,94
377,4,6:18.0,,R. Westbrook makes 3-pt jump shot from 25 ft,96,97
378,4,5:55.0,T. Hardaway makes 2-pt layup from 1 ft,,98,97
379,4,5:35.0,,A. Roberson misses 3-pt jump shot from 23 ft,98,97
380,4,5:35.0,Defensive rebound by Team,,98,97
381,4,5:35.0,Official timeout,,98,97
382,4,5:35.0,,A. Morrow enters the game for A. Roberson,98,97
