,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
385,4,1:28.0,R. Jackson makes 2-pt layup from 1 ft,,90,81
386,4,1:28.0,,Dallas full timeout,90,81
387,4,1:22.0,,W. Matthews misses 2-pt layup from 2 ft (block by A. Baynes),90,81
388,4,1:20.0,Defensive rebound by K. Caldwell-Pope,,90,81
389,4,1:17.0,Personal block foul by W. Matthews (drawn by R. Jackson),,90,81
390,4,1:17.0,R. Jackson makes free throw 1 of 2,,91,81
391,4,1:17.0,R. Jackson misses free throw 2 of 2,,91,81
392,4,1:17.0,,D. Finney-Smith enters the game for H. Barnes,91,81
393,4,1:17.0,,J. Anderson enters the game for W. Matthews,91,81
394,4,1:17.0,,N. Brussino enters the game for D. Williams,91,81
395,4,1:17.0,J. Leuer enters the game for A. Baynes,,91,81
396,4,1:17.0,,A. Hammons enters the game for D. Powell,91,81
397,4,1:17.0,,J. Gibson enters the game for S. Curry,91,81
398,4,1:16.0,,Defensive rebound by J. Anderson,91,81
399,4,1:04.0,,N. Brussino makes 2-pt jump shot from 19 ft (assist by D. Finney-Smith),91,83
400,4,0:43.0,R. Jackson makes 2-pt jump shot from 6 ft,,93,83
401,4,0:35.0,,Shooting foul by S. Johnson (drawn by A. Hammons),93,83
402,4,0:35.0,,A. Hammons misses free throw 1 of 2,93,83
403,4,0:35.0,,Offensive rebound by Team,93,83
404,4,0:35.0,,A. Hammons misses free throw 2 of 2,93,83
405,4,0:34.0,Defensive rebound by K. Caldwell-Pope,,93,83
406,4,0:32.0,,Loose ball foul by N. Brussino (drawn by K. Caldwell-Pope),93,83
407,4,0:32.0,K. Caldwell-Pope makes free throw 1 of 2,,94,83
408,4,0:32.0,K. Caldwell-Pope makes free throw 2 of 2,,95,83
409,4,0:31.0,,Personal take foul by R. Jackson (drawn by J. Gibson),95,83
410,4,0:31.0,,J. Gibson makes free throw 1 of 2,95,84
411,4,0:31.0,,J. Gibson makes free throw 2 of 2,95,85
412,4,0:11.0,S. Johnson misses 2-pt jump shot from 16 ft,,95,85
413,4,0:09.0,,Defensive rebound by J. Anderson,95,85
414,4,0:04.0,,Turnover by J. Anderson (lost ball),95,85
