,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
73,1,3:22.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by J. Leuer),,15,17
74,1,3:07.0,,F. Kaminsky misses 2-pt jump shot from 13 ft,15,17
75,1,3:06.0,Defensive rebound by A. Drummond,,15,17
76,1,2:41.0,J. Leuer makes 2-pt layup from 1 ft (assist by T. Harris),,17,17
77,1,2:28.0,,Shooting foul by J. Leuer (drawn by F. Kaminsky),17,17
78,1,2:28.0,,F. Kaminsky makes free throw 1 of 2,17,18
79,1,2:28.0,,F. Kaminsky misses free throw 2 of 2,17,18
80,1,2:28.0,,R. Hibbert enters the game for C. Zeller,17,18
81,1,2:28.0,M. Morris enters the game for T. Harris,,17,18
82,1,2:27.0,Defensive rebound by A. Drummond,,17,18
83,1,2:14.0,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Drummond),,20,18
84,1,2:01.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Belinelli),20,21
85,1,1:46.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by J. Leuer),,22,21
86,1,1:32.0,,R. Hibbert misses 2-pt hook shot from 6 ft,22,21
87,1,1:31.0,Defensive rebound by A. Drummond,,22,21
88,1,1:21.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by I. Smith),,24,21
89,1,1:00.0,,R. Sessions misses 2-pt jump shot from 6 ft,24,21
90,1,1:00.0,,Offensive rebound by Team,24,21
91,1,1:00.0,A. Baynes enters the game for A. Drummond,,24,21
92,1,0:48.0,,R. Sessions misses 3-pt jump shot from 24 ft,24,21
93,1,0:47.0,Defensive rebound by J. Leuer,,24,21
94,1,0:41.0,Turnover by I. Smith (bad pass),,24,21
95,1,0:28.0,,R. Sessions misses 3-pt jump shot from 24 ft,24,21
96,1,0:26.0,Defensive rebound by K. Caldwell-Pope,,24,21
97,1,0:20.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,24,21
98,1,0:19.0,,Defensive rebound by R. Hibbert,24,21
99,1,0:15.0,,Shooting foul by I. Smith (drawn by R. Sessions),24,21
100,1,0:15.0,,R. Sessions makes free throw 1 of 2,24,22
101,1,0:15.0,,R. Sessions makes free throw 2 of 2,24,23
102,1,0:04.0,I. Smith misses 2-pt jump shot from 19 ft,,24,23
103,1,0:03.0,,Defensive rebound by M. Belinelli,24,23
104,1,0:00.0,,M. Belinelli misses 3-pt jump shot from 71 ft,24,23
105,1,0:00.0,,Offensive rebound by Team,24,23
106,2,11:48.0,,F. Kaminsky makes 2-pt jump shot from 17 ft (assist by R. Hibbert),24,25
107,2,11:20.0,M. Morris misses 2-pt jump shot from 18 ft,,24,25
108,2,11:19.0,,Defensive rebound by Team,24,25
109,2,11:05.0,,M. Belinelli misses 3-pt jump shot from 24 ft,24,25
110,2,11:04.0,Defensive rebound by D. Hilliard,,24,25
111,2,10:56.0,A. Baynes misses 2-pt jump shot from 17 ft,,24,25
112,2,10:55.0,,Defensive rebound by F. Kaminsky,24,25
113,2,10:46.0,,Shooting foul by D. Hilliard (drawn by M. Belinelli),24,25
114,2,10:46.0,,M. Belinelli makes free throw 1 of 2,24,26
115,2,10:46.0,,M. Belinelli makes free throw 2 of 2,24,27
116,2,10:33.0,Personal foul by J. Lamb (drawn by M. Morris),,24,27
117,2,10:25.0,J. Leuer misses 2-pt jump shot from 18 ft,,24,27
118,2,10:22.0,,Defensive rebound by R. Hibbert,24,27
119,2,10:04.0,,R. Hibbert misses 2-pt jump shot from 11 ft,24,27
120,2,10:03.0,Defensive rebound by M. Morris,,24,27
121,2,9:54.0,J. Leuer misses 3-pt jump shot from 24 ft,,24,27
122,2,9:53.0,,Defensive rebound by R. Hibbert,24,27
123,2,9:46.0,,Turnover by J. Lamb (bad pass; steal by A. Baynes),24,27
124,2,9:45.0,Personal foul by R. Hibbert (drawn by A. Baynes),,24,27
125,2,9:45.0,T. Harris enters the game for J. Leuer,,24,27
126,2,9:33.0,I. Smith misses 2-pt jump shot from 6 ft,,24,27
127,2,9:32.0,,Defensive rebound by R. Hibbert,24,27
128,2,9:22.0,,J. Lamb misses 3-pt jump shot from 24 ft,24,27
129,2,9:21.0,Defensive rebound by D. Hilliard,,24,27
130,2,9:10.0,M. Morris misses 2-pt jump shot from 16 ft,,24,27
131,2,9:09.0,,Defensive rebound by F. Kaminsky,24,27
132,2,9:02.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,24,27
133,2,9:01.0,Defensive rebound by A. Baynes,,24,27
134,2,8:54.0,T. Harris makes 2-pt layup from 1 ft,,26,27
135,2,8:30.0,,J. Lamb misses 3-pt jump shot from 24 ft,26,27
136,2,8:29.0,,Offensive rebound by F. Kaminsky,26,27
137,2,8:22.0,,R. Hibbert misses 2-pt hook shot from 5 ft,26,27
138,2,8:22.0,,Offensive rebound by Team,26,27
139,2,8:22.0,Official timeout,,26,27
140,2,8:22.0,,K. Walker enters the game for R. Sessions,26,27
141,2,8:22.0,,C. Zeller enters the game for R. Hibbert,26,27
142,2,8:16.0,,J. Lamb misses 2-pt layup from 1 ft (block by A. Baynes),26,27
143,2,8:14.0,Defensive rebound by D. Hilliard,,26,27
144,2,8:08.0,T. Harris misses 2-pt layup from 1 ft,,26,27
145,2,8:06.0,,Defensive rebound by C. Zeller,26,27
146,2,8:00.0,,K. Walker misses 2-pt jump shot from 14 ft,26,27
147,2,7:59.0,Defensive rebound by I. Smith,,26,27
148,2,7:44.0,T. Harris misses 2-pt jump shot from 13 ft,,26,27
149,2,7:43.0,Offensive rebound by A. Baynes,,26,27
150,2,7:43.0,A. Baynes misses 2-pt layup from 1 ft,,26,27
151,2,7:39.0,Offensive rebound by M. Morris,,26,27
152,2,7:33.0,Turnover by D. Hilliard (lost ball; steal by K. Walker),,26,27
153,2,7:28.0,,J. Lamb makes 2-pt layup from 1 ft (assist by K. Walker),26,29
154,2,7:06.0,T. Harris makes 2-pt jump shot from 6 ft,,28,29
155,2,6:40.0,,Turnover by K. Walker (bad pass; steal by D. Hilliard),28,29
156,2,6:34.0,Turnover by A. Baynes (bad pass; steal by M. Belinelli),,28,29
157,2,6:29.0,,M. Belinelli makes 2-pt layup at rim,28,31
158,2,6:02.0,I. Smith misses 2-pt jump shot from 13 ft,,28,31
159,2,6:02.0,Offensive rebound by Team,,28,31
160,2,6:02.0,Turnover by Team (shot clock),,28,31
161,2,6:02.0,A. Drummond enters the game for A. Baynes,,28,31
162,2,6:02.0,R. Jackson enters the game for I. Smith,,28,31
163,2,5:42.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,28,31
164,2,5:41.0,Defensive rebound by A. Drummond,,28,31
165,2,5:31.0,D. Hilliard makes 2-pt jump shot from 11 ft,,30,31
166,2,5:31.0,Shooting foul by M. Belinelli (drawn by D. Hilliard),,30,31
167,2,5:31.0,,Charlotte full timeout,30,31
168,2,5:31.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,30,31
169,2,5:31.0,,M. Williams enters the game for F. Kaminsky,30,31
170,2,5:31.0,,N. Batum enters the game for J. Lamb,30,31
171,2,5:31.0,D. Hilliard makes free throw 1 of 1,,31,31
172,2,5:14.0,,M. Williams misses 2-pt jump shot from 8 ft,31,31
173,2,5:13.0,Defensive rebound by T. Harris,,31,31
174,2,4:54.0,M. Morris misses 2-pt layup from 1 ft,,31,31
175,2,4:53.0,,Defensive rebound by M. Williams,31,31
176,2,4:46.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),31,34
177,2,4:23.0,D. Hilliard makes 2-pt jump shot from 17 ft (assist by M. Morris),,33,34
178,2,4:10.0,,K. Walker misses 3-pt jump shot from 25 ft,33,34
179,2,4:09.0,Defensive rebound by A. Drummond,,33,34
180,2,3:58.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by T. Harris),,35,34
181,2,3:44.0,,Shooting foul by R. Jackson (drawn by C. Zeller),35,34
182,2,3:44.0,,C. Zeller makes free throw 1 of 2,35,35
183,2,3:44.0,J. Leuer enters the game for M. Morris,,35,35
184,2,3:44.0,K. Caldwell-Pope enters the game for D. Hilliard,,35,35
185,2,3:44.0,,C. Zeller makes free throw 2 of 2,35,36
186,2,3:27.0,T. Harris makes 2-pt layup from 1 ft (assist by J. Leuer),,37,36
187,2,3:13.0,,N. Batum misses 2-pt jump shot from 13 ft,37,36
188,2,3:12.0,Defensive rebound by T. Harris,,37,36
189,2,2:56.0,Detroit full timeout,,37,36
190,2,2:53.0,R. Jackson misses 3-pt jump shot from 23 ft,,37,36
191,2,2:52.0,,Defensive rebound by M. Kidd-Gilchrist,37,36
192,2,2:38.0,,K. Walker misses 2-pt layup from 1 ft,37,36
193,2,2:38.0,Defensive rebound by A. Drummond,,37,36
194,2,2:38.0,Personal foul by K. Walker (drawn by A. Drummond),,37,36
195,2,2:25.0,R. Jackson misses 2-pt layup from 1 ft (block by C. Zeller),,37,36
196,2,2:23.0,,Defensive rebound by C. Zeller,37,36
197,2,2:15.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,37,36
198,2,2:14.0,,Offensive rebound by C. Zeller,37,36
199,2,2:10.0,,K. Walker misses 3-pt jump shot from 24 ft,37,36
200,2,2:09.0,Defensive rebound by A. Drummond,,37,36
201,2,1:50.0,J. Leuer misses 2-pt jump shot from 10 ft,,37,36
202,2,1:48.0,,Defensive rebound by C. Zeller,37,36
203,2,1:41.0,,C. Zeller misses 2-pt jump shot from 6 ft,37,36
204,2,1:40.0,Defensive rebound by A. Drummond,,37,36
205,2,1:26.0,T. Harris misses 2-pt jump shot from 11 ft,,37,36
206,2,1:23.0,Offensive rebound by T. Harris,,37,36
207,2,1:23.0,T. Harris makes 2-pt jump shot from 4 ft,,39,36
208,2,1:10.0,,N. Batum makes 2-pt layup at rim (assist by K. Walker),39,38
209,2,0:42.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,39,38
210,2,0:41.0,,Defensive rebound by N. Batum,39,38
211,2,0:27.0,,M. Williams misses 3-pt jump shot from 24 ft,39,38
212,2,0:27.0,Defensive rebound by Team,,39,38
213,2,0:07.0,R. Jackson misses 3-pt jump shot from 24 ft,,39,38
214,2,0:05.0,,Defensive rebound by M. Williams,39,38
215,2,0:00.0,,K. Walker misses 2-pt jump shot from 20 ft,39,38
216,2,0:00.0,,Offensive rebound by Team,39,38
217,3,11:50.0,,C. Zeller makes 2-pt dunk at rim,39,40
218,3,11:50.0,,Shooting foul by A. Drummond (drawn by C. Zeller),39,40
219,3,11:50.0,,C. Zeller makes free throw 1 of 1,39,41
220,3,11:25.0,T. Harris makes 2-pt jump shot from 18 ft,,41,41
221,3,11:10.0,,N. Batum misses 2-pt jump shot from 17 ft,41,41
222,3,11:09.0,Defensive rebound by M. Morris,,41,41
223,3,10:49.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,44,41
224,3,10:36.0,,K. Walker makes 2-pt layup at rim,44,43
225,3,10:23.0,A. Drummond misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,44,43
226,3,10:23.0,Offensive rebound by M. Morris,,44,43
227,3,10:23.0,Personal foul by N. Batum (drawn by M. Morris),,44,43
228,3,10:15.0,Turnover by T. Harris (lost ball; steal by M. Williams),,44,43
229,3,9:57.0,,C. Zeller misses 2-pt layup from 2 ft (block by A. Drummond),44,43
230,3,9:56.0,Defensive rebound by M. Morris,,44,43
231,3,9:43.0,A. Drummond makes 2-pt hook shot from 10 ft,,46,43
232,3,9:26.0,,K. Walker misses 2-pt jump shot from 15 ft,46,43
233,3,9:25.0,Defensive rebound by A. Drummond,,46,43
234,3,9:13.0,T. Harris misses 3-pt jump shot from 25 ft,,46,43
235,3,9:11.0,,Defensive rebound by K. Walker,46,43
236,3,9:03.0,,C. Zeller misses 2-pt layup from 1 ft (block by M. Morris),46,43
237,3,9:00.0,Defensive rebound by M. Morris,,46,43
238,3,8:50.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,46,43
239,3,8:49.0,,Defensive rebound by C. Zeller,46,43
240,3,8:32.0,,Shooting foul by K. Caldwell-Pope (drawn by N. Batum),46,43
241,3,8:32.0,,N. Batum makes free throw 1 of 3,46,44
242,3,8:32.0,,N. Batum makes free throw 2 of 3,46,45
243,3,8:32.0,,N. Batum misses free throw 3 of 3,46,45
244,3,8:30.0,Defensive rebound by A. Drummond,,46,45
245,3,8:16.0,A. Drummond makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,48,45
246,3,8:08.0,,Shooting foul by R. Jackson (drawn by K. Walker),48,45
247,3,8:08.0,,K. Walker makes free throw 1 of 2,48,46
248,3,8:08.0,,K. Walker makes free throw 2 of 2,48,47
249,3,7:57.0,Turnover by A. Drummond (lost ball),,48,47
250,3,7:34.0,,M. Williams makes 2-pt jump shot from 11 ft,48,49
251,3,7:15.0,A. Drummond makes 2-pt hook shot from 8 ft (assist by K. Caldwell-Pope),,50,49
252,3,7:01.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),50,52
253,3,6:42.0,Shooting foul by C. Zeller (drawn by A. Drummond),,50,52
254,3,6:42.0,A. Drummond misses free throw 1 of 2,,50,52
255,3,6:42.0,Offensive rebound by Team,,50,52
256,3,6:42.0,A. Drummond misses free throw 2 of 2,,50,52
257,3,6:40.0,,Defensive rebound by N. Batum,50,52
258,3,6:29.0,,N. Batum misses 2-pt jump shot from 18 ft,50,52
259,3,6:27.0,Defensive rebound by R. Jackson,,50,52
260,3,6:06.0,R. Jackson misses 3-pt jump shot from 24 ft,,50,52
261,3,6:05.0,,Defensive rebound by N. Batum,50,52
262,3,5:57.0,,N. Batum misses 2-pt jump shot from 7 ft,50,52
263,3,5:56.0,Defensive rebound by A. Drummond,,50,52
264,3,5:42.0,M. Morris makes 2-pt jump shot from 17 ft,,52,52
265,3,5:23.0,,K. Walker misses 2-pt layup from 2 ft,52,52
266,3,5:22.0,Defensive rebound by M. Morris,,52,52
267,3,5:00.0,R. Jackson misses 2-pt jump shot from 21 ft,,52,52
268,3,4:59.0,,Defensive rebound by M. Kidd-Gilchrist,52,52
269,3,4:51.0,,M. Kidd-Gilchrist misses 2-pt layup at rim,52,52
270,3,4:50.0,Defensive rebound by A. Drummond,,52,52
271,3,4:39.0,T. Harris misses 3-pt jump shot from 24 ft,,52,52
272,3,4:38.0,,Defensive rebound by C. Zeller,52,52
273,3,4:22.0,,M. Williams misses 3-pt jump shot from 26 ft,52,52
274,3,4:21.0,Defensive rebound by M. Morris,,52,52
275,3,4:16.0,Detroit full timeout,,52,52
276,3,4:16.0,J. Leuer enters the game for M. Morris,,52,52
277,3,4:16.0,I. Smith enters the game for R. Jackson,,52,52
278,3,4:16.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,52,52
279,3,4:16.0,,M. Belinelli enters the game for M. Williams,52,52
280,3,4:08.0,J. Leuer misses 2-pt jump shot from 16 ft,,52,52
281,3,4:07.0,Offensive rebound by K. Caldwell-Pope,,52,52
282,3,3:57.0,T. Harris misses 3-pt jump shot from 23 ft,,52,52
283,3,3:56.0,,Defensive rebound by M. Belinelli,52,52
284,3,3:46.0,,R. Hibbert enters the game for C. Zeller,52,52
285,3,3:46.0,A. Baynes enters the game for A. Drummond,,52,52
286,3,3:41.0,,N. Batum makes 2-pt jump shot from 10 ft,52,54
287,3,3:41.0,,Shooting foul by T. Harris (drawn by N. Batum),52,54
288,3,3:41.0,,R. Sessions enters the game for K. Walker,52,54
289,3,3:41.0,,N. Batum makes free throw 1 of 1,52,55
290,3,3:27.0,T. Harris misses 2-pt jump shot from 9 ft,,52,55
291,3,3:26.0,,Defensive rebound by M. Belinelli,52,55
292,3,3:15.0,,R. Hibbert misses 2-pt jump shot from 18 ft,52,55
293,3,3:14.0,Defensive rebound by I. Smith,,52,55
294,3,3:09.0,Personal foul by R. Sessions (drawn by A. Baynes),,52,55
295,3,2:54.0,T. Harris makes 2-pt jump shot from 17 ft (assist by I. Smith),,54,55
296,3,2:38.0,,R. Sessions makes 2-pt jump shot from 11 ft (assist by N. Batum),54,57
297,3,2:24.0,I. Smith misses 2-pt layup from 1 ft,,54,57
298,3,2:23.0,,Defensive rebound by F. Kaminsky,54,57
299,3,2:11.0,,Shooting foul by K. Caldwell-Pope (drawn by F. Kaminsky),54,57
300,3,2:11.0,,Charlotte full timeout,54,57
301,3,2:11.0,,F. Kaminsky misses free throw 1 of 2,54,57
302,3,2:11.0,,Offensive rebound by Team,54,57
303,3,2:11.0,,F. Kaminsky misses free throw 2 of 2,54,57
304,3,2:09.0,Defensive rebound by J. Leuer,,54,57
305,3,1:51.0,A. Baynes misses 2-pt layup from 1 ft,,54,57
306,3,1:49.0,,Defensive rebound by R. Hibbert,54,57
307,3,1:39.0,,R. Sessions misses 2-pt layup from 2 ft,54,57
308,3,1:38.0,Defensive rebound by A. Baynes,,54,57
309,3,1:34.0,I. Smith makes 2-pt jump shot from 8 ft,,56,57
310,3,1:13.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,56,57
311,3,1:12.0,Defensive rebound by J. Leuer,,56,57
312,3,1:05.0,J. Leuer misses 3-pt jump shot from 25 ft,,56,57
313,3,1:04.0,,Defensive rebound by N. Batum,56,57
314,3,0:55.0,,F. Kaminsky makes 2-pt jump shot from 9 ft (assist by N. Batum),56,59
315,3,0:38.0,Turnover by I. Smith (lost ball; steal by R. Sessions),,56,59
316,3,0:30.0,,M. Belinelli misses 3-pt jump shot from 24 ft,56,59
317,3,0:29.0,Defensive rebound by K. Caldwell-Pope,,56,59
318,3,0:22.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by K. Caldwell-Pope),,58,59
319,3,0:02.0,,N. Batum misses 2-pt jump shot from 21 ft,58,59
320,3,0:01.0,,Offensive rebound by R. Hibbert,58,59
321,3,0:00.0,,R. Hibbert makes 2-pt layup from 1 ft,58,61
322,4,11:45.0,M. Morris makes 2-pt jump shot from 16 ft (assist by J. Leuer),,60,61
323,4,11:29.0,,M. Belinelli makes 2-pt jump shot from 12 ft (assist by F. Kaminsky),60,63
324,4,11:07.0,M. Morris misses 2-pt jump shot from 17 ft,,60,63
325,4,11:06.0,,Defensive rebound by F. Kaminsky,60,63
326,4,10:46.0,,Shooting foul by M. Morris (drawn by J. Lamb),60,63
327,4,10:46.0,,J. Lamb misses free throw 1 of 2,60,63
328,4,10:46.0,,Offensive rebound by Team,60,63
329,4,10:46.0,,J. Lamb makes free throw 2 of 2,60,64
330,4,10:28.0,Turnover by M. Morris (lost ball; steal by M. Belinelli),,60,64
331,4,10:28.0,,Personal foul by A. Baynes (drawn by R. Hibbert),60,64
332,4,10:17.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Sessions),60,66
333,4,10:17.0,Detroit full timeout,,60,66
334,4,10:03.0,D. Hilliard misses 3-pt jump shot from 25 ft,,60,66
335,4,10:02.0,,Defensive rebound by Team,60,66
336,4,9:50.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),60,68
337,4,9:28.0,D. Hilliard misses 2-pt jump shot from 7 ft,,60,68
338,4,9:25.0,,Defensive rebound by Team,60,68
339,4,9:25.0,K. Caldwell-Pope enters the game for D. Hilliard,,60,68
340,4,9:12.0,,M. Belinelli misses 2-pt jump shot from 20 ft,60,68
341,4,9:12.0,Defensive rebound by Team,,60,68
342,4,8:54.0,M. Morris misses 2-pt jump shot from 19 ft,,60,68
343,4,8:52.0,,Defensive rebound by M. Belinelli,60,68
344,4,8:48.0,,Personal foul by K. Caldwell-Pope (drawn by M. Belinelli),60,68
345,4,8:48.0,A. Drummond enters the game for A. Baynes,,60,68
346,4,8:48.0,,K. Walker enters the game for R. Sessions,60,68
347,4,8:44.0,,Turnover by J. Lamb (step out of bounds),60,68
348,4,8:32.0,J. Leuer misses 3-pt jump shot from 26 ft,,60,68
349,4,8:31.0,,Defensive rebound by R. Hibbert,60,68
350,4,8:22.0,,K. Walker makes 2-pt layup from 1 ft,60,70
351,4,8:06.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,,63,70
352,4,7:54.0,,K. Walker makes 3-pt jump shot from 25 ft,63,73
353,4,7:29.0,A. Drummond makes 2-pt layup from 1 ft (assist by J. Leuer),,65,73
354,4,7:18.0,,K. Walker makes 2-pt layup from 1 ft,65,75
355,4,7:18.0,Detroit full timeout,,65,75
356,4,7:18.0,T. Harris enters the game for J. Leuer,,65,75
357,4,7:18.0,R. Jackson enters the game for I. Smith,,65,75
358,4,7:01.0,R. Jackson makes 2-pt jump shot from 7 ft,,67,75
359,4,6:46.0,,Turnover by K. Walker (lost ball),67,75
360,4,6:28.0,T. Harris misses 2-pt jump shot from 14 ft,,67,75
361,4,6:27.0,,Defensive rebound by M. Belinelli,67,75
362,4,6:10.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,67,75
363,4,6:09.0,Defensive rebound by M. Morris,,67,75
364,4,6:03.0,Shooting foul by R. Hibbert (drawn by A. Drummond),,67,75
365,4,6:03.0,A. Drummond makes free throw 1 of 2,,68,75
366,4,6:03.0,,C. Zeller enters the game for F. Kaminsky,68,75
367,4,6:03.0,,M. Williams enters the game for R. Hibbert,68,75
368,4,6:03.0,,N. Batum enters the game for J. Lamb,68,75
369,4,6:03.0,A. Drummond makes free throw 2 of 2,,69,75
370,4,5:52.0,,K. Walker misses 2-pt layup from 2 ft,69,75
371,4,5:50.0,Defensive rebound by T. Harris,,69,75
372,4,5:41.0,T. Harris makes 2-pt jump shot from 9 ft (assist by R. Jackson),,71,75
373,4,5:41.0,,Charlotte full timeout,71,75
374,4,5:31.0,,Shooting foul by A. Drummond (drawn by C. Zeller),71,75
375,4,5:31.0,,C. Zeller misses free throw 1 of 2,71,75
376,4,5:31.0,,Offensive rebound by Team,71,75
377,4,5:31.0,,C. Zeller misses free throw 2 of 2,71,75
378,4,5:29.0,Defensive rebound by T. Harris,,71,75
379,4,5:08.0,R. Jackson misses 3-pt jump shot from 27 ft,,71,75
380,4,5:07.0,,Defensive rebound by N. Batum,71,75
381,4,4:58.0,,K. Walker misses 3-pt jump shot from 25 ft,71,75
382,4,4:56.0,Defensive rebound by T. Harris,,71,75
383,4,4:47.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,73,75
