,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
28,1,8:35.0,Personal foul by M. Morris (drawn by B. Griffin),,2,6
29,1,8:21.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,4,6
30,1,8:05.0,,B. Beal makes 2-pt layup from 3 ft (assist by M. Morris),4,8
31,1,7:52.0,J. Redick misses 2-pt jump shot from 21 ft,,4,8
32,1,7:52.0,,Defensive rebound by J. Wall,4,8
33,1,7:41.0,,B. Beal misses 3-pt jump shot from 25 ft,4,8
34,1,7:39.0,Defensive rebound by B. Griffin,,4,8
35,1,7:33.0,B. Griffin makes 2-pt layup from 2 ft,,6,8
36,1,7:19.0,,O. Porter misses 3-pt jump shot from 26 ft,6,8
37,1,7:17.0,Defensive rebound by D. Jordan,,6,8
38,1,7:05.0,Turnover by D. Jordan (bad pass; steal by J. Wall),,6,8
39,1,6:58.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),6,11
40,1,6:40.0,J. Redick misses 2-pt jump shot from 20 ft,,6,11
41,1,6:39.0,,Defensive rebound by M. Morris,6,11
42,1,6:34.0,,J. Wall misses 3-pt jump shot from 25 ft,6,11
43,1,6:32.0,,Offensive rebound by M. Morris,6,11
44,1,6:28.0,,M. Morris misses 2-pt jump shot from 9 ft,6,11
45,1,6:28.0,Defensive rebound by D. Jordan,,6,11
46,1,6:11.0,Shooting foul by M. Gortat (drawn by L. Mbah a Moute),,6,11
47,1,6:11.0,L. Mbah a Moute makes free throw 1 of 2,,7,11
48,1,6:11.0,L. Mbah a Moute makes free throw 2 of 2,,8,11
49,1,6:03.0,,Turnover by J. Wall (bad pass),8,11
50,1,5:52.0,C. Paul misses 3-pt jump shot from 23 ft,,8,11
51,1,5:51.0,,Defensive rebound by M. Morris,8,11
52,1,5:48.0,Offensive charge foul by J. Wall (drawn by B. Griffin),,8,11
53,1,5:48.0,,Turnover by J. Wall (offensive foul),8,11
54,1,5:33.0,B. Griffin misses 2-pt jump shot from 15 ft,,8,11
55,1,5:31.0,,Defensive rebound by Team,8,11
56,1,5:15.0,,M. Gortat misses 2-pt jump shot from 16 ft,8,11
57,1,5:13.0,,Offensive rebound by O. Porter,8,11
58,1,5:12.0,,O. Porter makes 2-pt layup at rim,8,13
59,1,4:53.0,Turnover by L. Mbah a Moute (bad pass; steal by O. Porter),,8,13
60,1,4:50.0,,Shooting foul by L. Mbah a Moute (drawn by O. Porter),8,13
61,1,4:50.0,,O. Porter makes free throw 1 of 2,8,14
62,1,4:50.0,,O. Porter misses free throw 2 of 2,8,14
63,1,4:50.0,,A. Nicholson enters the game for M. Morris,8,14
64,1,4:50.0,A. Rivers enters the game for L. Mbah a Moute,,8,14
65,1,4:50.0,J. Crawford enters the game for J. Redick,,8,14
66,1,4:38.0,Defensive rebound by B. Griffin,,8,14
67,1,4:35.0,Turnover by J. Crawford (bad pass; steal by M. Gortat),,8,14
68,1,4:29.0,,B. Beal misses 3-pt jump shot from 26 ft,8,14
69,1,4:28.0,Defensive rebound by D. Jordan,,8,14
70,1,4:17.0,B. Griffin misses 2-pt jump shot from 16 ft,,8,14
71,1,4:17.0,Offensive rebound by Team,,8,14
72,1,4:17.0,,Loose ball foul by A. Nicholson (drawn by B. Griffin),8,14
73,1,4:08.0,C. Paul makes 2-pt jump shot from 15 ft,,10,14
74,1,3:56.0,,O. Porter misses 3-pt jump shot from 26 ft,10,14
75,1,3:55.0,Defensive rebound by J. Crawford,,10,14
76,1,3:49.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,12,14
77,1,3:49.0,,Washington full timeout,12,14
78,1,3:49.0,,T. Burke enters the game for O. Porter,12,14
79,1,3:37.0,,Turnover by M. Gortat (bad pass),12,14
80,1,3:19.0,A. Rivers misses 3-pt jump shot from 23 ft,,12,14
81,1,3:19.0,Offensive rebound by Team,,12,14
82,1,3:19.0,,Loose ball foul by M. Gortat (drawn by D. Jordan),12,14
83,1,3:19.0,,D. Ochefu enters the game for M. Gortat,12,14
84,1,3:19.0,,Violation by Team (jump ball),12,14
85,1,3:09.0,B. Griffin makes 2-pt hook shot from 2 ft,,14,14
86,1,2:47.0,,B. Beal misses 2-pt jump shot from 21 ft,14,14
87,1,2:45.0,Defensive rebound by C. Paul,,14,14
88,1,2:41.0,Shooting foul by D. Ochefu (drawn by B. Griffin),,14,14
89,1,2:41.0,B. Griffin misses free throw 1 of 2,,14,14
90,1,2:41.0,Offensive rebound by Team,,14,14
91,1,2:41.0,B. Griffin makes free throw 2 of 2,,15,14
92,1,2:25.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by J. Wall),15,17
93,1,2:12.0,B. Griffin misses 2-pt jump shot from 6 ft,,15,17
94,1,2:11.0,Offensive rebound by D. Jordan,,15,17
95,1,2:05.0,D. Jordan makes 2-pt dunk at rim,,17,17
96,1,1:49.0,,A. Nicholson makes 2-pt layup from 2 ft (assist by J. Wall),17,19
97,1,1:49.0,,Shooting foul by D. Jordan (drawn by A. Nicholson),17,19
98,1,1:49.0,,M. Thornton enters the game for B. Beal,17,19
99,1,1:49.0,M. Speights enters the game for B. Griffin,,17,19
100,1,1:49.0,W. Johnson enters the game for D. Jordan,,17,19
101,1,1:49.0,,A. Nicholson makes free throw 1 of 1,17,20
102,1,1:36.0,C. Paul makes 2-pt jump shot from 18 ft,,19,20
103,1,1:28.0,,Turnover by J. Wall (lost ball),19,20
104,1,1:14.0,M. Speights makes 3-pt jump shot from 25 ft (assist by A. Rivers),,22,20
105,1,0:54.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by D. Ochefu),22,23
106,1,0:36.0,Shooting foul by A. Nicholson (drawn by M. Speights),,22,23
107,1,0:36.0,M. Speights makes free throw 1 of 2,,23,23
108,1,0:36.0,R. Felton enters the game for C. Paul,,23,23
109,1,0:36.0,M. Speights makes free throw 2 of 2,,24,23
110,1,0:30.0,,J. Wall makes 2-pt jump shot from 17 ft,24,25
111,1,0:14.0,M. Speights makes 3-pt jump shot from 26 ft (assist by J. Crawford),,27,25
112,1,0:03.0,,Personal foul by M. Speights (drawn by J. Wall),27,25
113,1,0:03.0,,J. Wall makes free throw 1 of 2,27,26
114,1,0:03.0,,J. Wall misses free throw 2 of 2,27,26
115,1,0:03.0,,T. Satoranský enters the game for A. Nicholson,27,26
116,1,0:01.0,,Offensive rebound by J. Wall,27,26
117,1,0:01.0,,J. Wall makes 2-pt jump shot from 20 ft,27,28
118,2,11:41.0,W. Johnson misses 3-pt layup from 24 ft,,27,28
119,2,11:40.0,Offensive rebound by M. Speights,,27,28
120,2,11:36.0,Turnover by W. Johnson (lost ball; steal by A. Nicholson),,27,28
121,2,11:16.0,,M. Thornton makes 2-pt jump shot from 16 ft (assist by T. Satoranský),27,30
122,2,10:59.0,M. Speights misses 3-pt jump shot from 25 ft,,27,30
123,2,10:59.0,,Defensive rebound by Team,27,30
124,2,10:44.0,,Offensive foul by D. Ochefu (drawn by J. Crawford),27,30
125,2,10:44.0,,Turnover by D. Ochefu (offensive foul),27,30
126,2,10:30.0,A. Rivers misses 2-pt jump shot from 3 ft,,27,30
127,2,10:28.0,Offensive rebound by M. Speights,,27,30
128,2,10:26.0,M. Speights makes 2-pt layup at rim,,29,30
129,2,10:13.0,,Turnover by A. Nicholson (3 sec),29,30
130,2,9:58.0,J. Crawford misses 3-pt jump shot from 26 ft,,29,30
131,2,9:56.0,Offensive rebound by W. Johnson,,29,30
132,2,9:49.0,J. Crawford misses 2-pt jump shot from 17 ft,,29,30
133,2,9:49.0,Offensive rebound by Team,,29,30
134,2,9:49.0,,Loose ball foul by A. Nicholson (drawn by M. Speights),29,30
135,2,9:49.0,,M. Morris enters the game for A. Nicholson,29,30
136,2,9:35.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by J. Crawford),,31,30
137,2,9:07.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by T. Satoranský),31,33
138,2,8:42.0,A. Rivers makes 2-pt jump shot from 18 ft,,33,33
139,2,8:35.0,Offensive charge foul by M. Thornton (drawn by M. Speights),,33,33
140,2,8:35.0,,Turnover by M. Thornton (offensive foul),33,33
141,2,8:35.0,Official timeout,,33,33
142,2,8:35.0,,B. Beal enters the game for D. Ochefu,33,33
143,2,8:21.0,Personal foul by T. Satoranský (drawn by A. Rivers),,33,33
144,2,8:14.0,Turnover by J. Crawford (lost ball; steal by M. Morris),,33,33
145,2,8:00.0,,M. Morris misses 2-pt jump shot from 17 ft,33,33
146,2,7:59.0,,Offensive rebound by M. Thornton,33,33
147,2,7:56.0,,M. Thornton makes 2-pt layup from 1 ft,33,35
148,2,7:47.0,R. Felton misses 2-pt jump shot from 4 ft,,33,35
149,2,7:46.0,Offensive rebound by R. Felton,,33,35
150,2,7:43.0,R. Felton misses 2-pt layup at rim (block by M. Morris),,33,35
151,2,7:41.0,,Defensive rebound by M. Morris,33,35
152,2,7:39.0,,B. Beal makes 2-pt layup from 2 ft,33,37
153,2,7:39.0,,Shooting foul by W. Johnson (drawn by B. Beal),33,37
154,2,7:39.0,B. Griffin enters the game for W. Johnson,,33,37
155,2,7:39.0,,B. Beal makes free throw 1 of 1,33,38
156,2,7:25.0,A. Rivers makes 2-pt layup from 1 ft (assist by R. Felton),,35,38
157,2,7:13.0,,B. Beal makes 2-pt layup from 1 ft,35,40
158,2,6:57.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by A. Rivers),,37,40
159,2,6:42.0,,M. Morris misses 2-pt jump shot from 13 ft,37,40
160,2,6:41.0,Defensive rebound by M. Speights,,37,40
161,2,6:31.0,B. Griffin makes 2-pt jump shot from 12 ft,,39,40
162,2,6:26.0,,Washington full timeout,39,40
163,2,6:26.0,,M. Gortat enters the game for T. Burke,39,40
164,2,6:26.0,,J. Wall enters the game for M. Thornton,39,40
165,2,6:26.0,C. Paul enters the game for M. Speights,,39,40
166,2,6:26.0,D. Jordan enters the game for R. Felton,,39,40
167,2,6:18.0,,B. Beal misses 2-pt jump shot from 22 ft,39,40
168,2,6:16.0,Defensive rebound by C. Paul,,39,40
169,2,6:11.0,Personal foul by B. Beal (drawn by J. Crawford),,39,40
170,2,5:56.0,B. Griffin misses 2-pt jump shot from 6 ft,,39,40
171,2,5:55.0,,Defensive rebound by M. Morris,39,40
172,2,5:44.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),39,43
173,2,5:26.0,J. Crawford makes 3-pt jump shot from 27 ft (assist by C. Paul),,42,43
174,2,5:11.0,,B. Beal makes 2-pt dunk at rim,42,45
175,2,5:00.0,J. Redick enters the game for J. Crawford,,42,45
176,2,4:49.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,44,45
177,2,4:32.0,,Shooting foul by A. Rivers (drawn by B. Beal),44,45
178,2,4:32.0,,B. Beal misses free throw 1 of 2,44,45
179,2,4:32.0,,Offensive rebound by Team,44,45
180,2,4:32.0,Technical foul by A. Rivers,,44,45
181,2,4:32.0,,B. Beal makes technical free throw,44,46
182,2,4:32.0,,O. Porter enters the game for T. Satoranský,44,45
183,2,4:32.0,J. Crawford enters the game for A. Rivers,,44,45
184,2,4:32.0,,B. Beal makes free throw 2 of 2,44,47
185,2,4:22.0,Turnover by J. Crawford (bad pass; steal by M. Morris),,44,47
186,2,4:14.0,,J. Wall makes 2-pt dunk at rim (assist by M. Morris),44,49
187,2,4:02.0,Turnover by C. Paul (lost ball),,44,49
188,2,3:55.0,,Personal foul by C. Paul (drawn by M. Morris),44,49
189,2,3:43.0,,J. Wall misses 2-pt jump shot from 11 ft,44,49
190,2,3:41.0,Defensive rebound by B. Griffin,,44,49
191,2,3:36.0,D. Jordan makes 2-pt dunk from 1 ft (assist by B. Griffin),,46,49
192,2,3:29.0,,Turnover by M. Morris (bad pass; steal by C. Paul),46,49
193,2,3:22.0,C. Paul makes 2-pt jump shot from 15 ft,,48,49
194,2,3:05.0,,J. Wall misses 2-pt layup from 1 ft,48,49
195,2,3:04.0,Defensive rebound by D. Jordan,,48,49
196,2,2:59.0,Shooting foul by B. Beal (drawn by J. Redick),,48,49
197,2,2:59.0,LA Clippers full timeout,,48,49
198,2,2:59.0,J. Redick makes free throw 1 of 2,,49,49
199,2,2:59.0,J. Redick misses free throw 2 of 2,,49,49
200,2,2:56.0,,Defensive rebound by M. Morris,49,49
201,2,2:39.0,,B. Beal makes 3-pt jump shot from 25 ft,49,52
202,2,2:20.0,Shooting foul by M. Morris (drawn by B. Griffin),,49,52
203,2,2:20.0,B. Griffin misses free throw 1 of 2,,49,52
204,2,2:20.0,Offensive rebound by Team,,49,52
205,2,2:20.0,B. Griffin makes free throw 2 of 2,,50,52
206,2,2:01.0,,M. Morris misses 3-pt jump shot from 22 ft,50,52
207,2,2:00.0,Defensive rebound by J. Crawford,,50,52
208,2,1:58.0,Shooting foul by M. Morris (drawn by B. Griffin),,50,52
209,2,1:58.0,B. Griffin makes free throw 1 of 2,,51,52
210,2,1:58.0,,D. Ochefu enters the game for M. Morris,51,52
211,2,1:58.0,B. Griffin makes free throw 2 of 2,,52,52
212,2,1:40.0,,B. Beal misses 2-pt jump shot from 6 ft,52,52
213,2,1:40.0,Defensive rebound by Team,,52,52
214,2,1:33.0,C. Paul misses 2-pt jump shot from 13 ft,,52,52
215,2,1:32.0,,Defensive rebound by J. Wall,52,52
216,2,1:27.0,,J. Wall misses 2-pt jump shot from 8 ft,52,52
217,2,1:25.0,Defensive rebound by D. Jordan,,52,52
218,2,1:10.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,54,52
219,2,0:57.0,,Personal foul by J. Redick (drawn by B. Beal),54,52
220,2,0:43.0,,B. Beal misses 3-pt jump shot from 26 ft,54,52
221,2,0:42.0,Defensive rebound by D. Jordan,,54,52
222,2,0:40.0,Turnover by D. Jordan (bad pass),,54,52
223,2,0:33.0,,J. Wall misses 2-pt jump shot from 16 ft,54,52
224,2,0:33.0,,Offensive rebound by M. Gortat,54,52
225,2,0:32.0,,M. Gortat misses 2-pt layup from 1 ft,54,52
226,2,0:31.0,,Offensive rebound by D. Ochefu,54,52
227,2,0:27.0,,D. Ochefu misses 2-pt layup from 2 ft,54,52
228,2,0:25.0,Defensive rebound by B. Griffin,,54,52
229,2,0:06.0,J. Crawford misses 3-pt jump shot from 23 ft,,54,52
230,2,0:05.0,Offensive rebound by D. Jordan,,54,52
231,2,0:04.0,,Loose ball foul by D. Ochefu (drawn by D. Jordan),54,52
232,2,0:04.0,D. Jordan misses free throw 1 of 2,,54,52
233,2,0:04.0,Offensive rebound by Team,,54,52
234,2,0:04.0,,Washington full timeout,54,52
235,2,0:04.0,R. Felton enters the game for J. Redick,,54,52
236,2,0:04.0,L. Mbah a Moute enters the game for J. Crawford,,54,52
237,2,0:04.0,A. Rivers enters the game for C. Paul,,54,52
238,2,0:04.0,D. Jordan makes free throw 2 of 2,,55,52
239,2,0:01.0,,J. Wall misses 3-pt jump shot from 26 ft,55,52
240,2,0:00.0,,Offensive rebound by Team,55,52
241,3,11:50.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,57,52
242,3,11:30.0,,O. Porter misses 2-pt jump shot from 17 ft,57,52
243,3,11:29.0,Defensive rebound by Team,,57,52
244,3,11:19.0,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),,60,52
245,3,11:06.0,,B. Beal misses 2-pt jump shot from 10 ft,60,52
246,3,11:04.0,,Offensive rebound by O. Porter,60,52
247,3,10:54.0,,M. Gortat misses 2-pt hook shot from 9 ft,60,52
248,3,10:53.0,Defensive rebound by D. Jordan,,60,52
249,3,10:46.0,C. Paul misses 2-pt jump shot from 15 ft,,60,52
250,3,10:45.0,,Defensive rebound by M. Gortat,60,52
251,3,10:32.0,,Shooting foul by L. Mbah a Moute (drawn by O. Porter),60,52
252,3,10:32.0,,O. Porter makes free throw 1 of 2,60,53
253,3,10:32.0,,O. Porter makes free throw 2 of 2,60,54
254,3,10:18.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,63,54
255,3,10:03.0,,B. Beal misses 2-pt layup from 2 ft,63,54
256,3,10:00.0,Defensive rebound by C. Paul,,63,54
257,3,9:47.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),,65,54
258,3,9:47.0,,Washington full timeout,65,54
259,3,9:36.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),65,56
260,3,9:17.0,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),,67,56
261,3,9:12.0,,B. Beal makes 2-pt layup at rim,67,58
262,3,9:12.0,,Shooting foul by J. Redick (drawn by B. Beal),67,58
263,3,9:12.0,,B. Beal makes free throw 1 of 1,67,59
264,3,8:49.0,Shooting foul by M. Morris (drawn by B. Griffin),,67,59
265,3,8:49.0,B. Griffin makes free throw 1 of 2,,68,59
266,3,8:49.0,B. Griffin makes free throw 2 of 2,,69,59
267,3,8:33.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by J. Wall),69,61
268,3,8:22.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),,71,61
269,3,8:16.0,Violation by Team (jump ball),,71,61
270,3,8:08.0,,B. Beal makes 2-pt jump shot from 13 ft (assist by O. Porter),71,63
271,3,7:50.0,J. Redick misses 3-pt jump shot from 26 ft (block by J. Wall),,71,63
272,3,7:49.0,,Defensive rebound by M. Morris,71,63
273,3,7:46.0,,Turnover by M. Morris (bad pass; steal by C. Paul),71,63
274,3,7:42.0,J. Redick misses 3-pt jump shot from 26 ft,,71,63
275,3,7:41.0,,Defensive rebound by B. Beal,71,63
276,3,7:39.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),71,66
277,3,7:10.0,B. Griffin makes 2-pt jump shot from 4 ft,,73,66
278,3,6:57.0,,M. Morris makes 2-pt jump shot from 9 ft,73,68
279,3,6:33.0,B. Griffin misses 2-pt jump shot from 11 ft,,73,68
280,3,6:32.0,,Defensive rebound by M. Gortat,73,68
281,3,6:20.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),73,71
282,3,6:20.0,LA Clippers full timeout,,73,71
283,3,6:20.0,,A. Nicholson enters the game for M. Morris,73,71
284,3,5:59.0,Personal foul by J. Wall (drawn by C. Paul),,73,71
285,3,5:53.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,73,71
286,3,5:53.0,,Defensive rebound by Team,73,71
287,3,5:35.0,,B. Beal misses 3-pt jump shot from 26 ft,73,71
288,3,5:33.0,Defensive rebound by D. Jordan,,73,71
289,3,5:27.0,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),,75,71
290,3,5:06.0,,O. Porter misses 2-pt jump shot from 20 ft,75,71
291,3,5:05.0,Defensive rebound by D. Jordan,,75,71
292,3,4:58.0,B. Griffin misses 2-pt jump shot from 20 ft,,75,71
293,3,4:56.0,,Defensive rebound by O. Porter,75,71
294,3,4:51.0,,A. Nicholson misses 2-pt jump shot from 6 ft,75,71
295,3,4:49.0,Defensive rebound by B. Griffin,,75,71
296,3,4:31.0,C. Paul misses 2-pt jump shot from 19 ft,,75,71
297,3,4:30.0,,Defensive rebound by Team,75,71
298,3,4:19.0,,J. Wall makes 2-pt jump shot from 17 ft,75,73
299,3,4:03.0,Def 3 sec tech foul by A. Nicholson,,75,73
300,3,4:03.0,C. Paul misses technical free throw,,75,73
301,3,4:03.0,Offensive rebound by Team,,75,73
302,3,3:56.0,J. Redick makes 2-pt jump shot from 21 ft (assist by D. Jordan),,77,73
303,3,3:39.0,,J. Wall misses 2-pt jump shot from 11 ft,77,73
304,3,3:38.0,,Offensive rebound by M. Gortat,77,73
305,3,3:34.0,,M. Gortat misses 2-pt layup from 2 ft,77,73
306,3,3:32.0,Defensive rebound by J. Redick,,77,73
307,3,3:27.0,B. Griffin misses 2-pt jump shot from 19 ft,,77,73
308,3,3:27.0,,Defensive rebound by B. Beal,77,73
309,3,3:22.0,,Shooting foul by C. Paul (drawn by B. Beal),77,73
310,3,3:22.0,,B. Beal makes free throw 1 of 2,77,74
311,3,3:22.0,J. Crawford enters the game for L. Mbah a Moute,,77,74
312,3,3:22.0,,T. Burke enters the game for O. Porter,77,74
313,3,3:22.0,,B. Beal makes free throw 2 of 2,77,75
314,3,3:07.0,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),,79,75
315,3,2:57.0,,B. Beal makes 3-pt jump shot from 26 ft,79,78
316,3,2:36.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,81,78
317,3,2:25.0,,B. Beal makes 2-pt jump shot from 10 ft,81,80
318,3,2:12.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,83,80
319,3,1:58.0,,Personal foul by J. Crawford (drawn by J. Wall),83,80
320,3,1:58.0,A. Rivers enters the game for J. Redick,,83,80
321,3,1:54.0,,B. Beal misses 2-pt layup from 2 ft (block by D. Jordan),83,80
322,3,1:52.0,,Offensive rebound by J. Wall,83,80
323,3,1:46.0,,J. Wall misses 2-pt jump shot from 18 ft,83,80
324,3,1:45.0,Defensive rebound by B. Griffin,,83,80
325,3,1:24.0,Turnover by J. Crawford (bad pass; steal by B. Beal),,83,80
326,3,1:18.0,,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),83,82
327,3,1:18.0,,Technical foul by J. Wall,83,82
328,3,1:18.0,J. Crawford makes technical free throw,,84,82
329,3,1:18.0,,M. Thornton enters the game for J. Wall,84,82
330,3,0:56.0,B. Griffin misses 2-pt jump shot from 21 ft,,84,82
331,3,0:54.0,,Defensive rebound by M. Thornton,84,82
332,3,0:42.0,,M. Gortat makes 2-pt jump shot from 15 ft (assist by A. Nicholson),84,84
333,3,0:35.0,C. Paul makes 3-pt jump shot from 25 ft,,87,84
334,3,0:17.0,,Personal foul by A. Rivers (drawn by T. Burke),87,84
335,3,0:17.0,,T. Burke misses free throw 1 of 2,87,84
336,3,0:17.0,,Offensive rebound by Team,87,84
337,3,0:17.0,M. Speights enters the game for D. Jordan,,87,84
338,3,0:17.0,,T. Burke makes free throw 2 of 2,87,85
339,3,0:07.0,Personal take foul by T. Burke (drawn by C. Paul),,87,85
340,3,0:07.0,,O. Porter enters the game for A. Nicholson,87,85
341,3,0:01.0,M. Speights misses 3-pt jump shot from 24 ft,,87,85
342,3,0:00.0,Offensive rebound by Team,,87,85
343,4,11:40.0,,M. Gortat makes 2-pt jump shot from 8 ft,87,87
344,4,11:26.0,A. Rivers makes 2-pt layup from 1 ft (assist by J. Crawford),,89,87
345,4,11:13.0,,Personal foul by M. Speights (drawn by M. Gortat),89,87
346,4,11:02.0,,M. Morris makes 2-pt dunk at rim,89,89
347,4,10:44.0,J. Crawford misses 2-pt jump shot from 23 ft,,89,89
348,4,10:44.0,,Defensive rebound by M. Thornton,89,89
349,4,10:33.0,,M. Thornton misses 2-pt jump shot from 7 ft,89,89
350,4,10:29.0,Defensive rebound by W. Johnson,,89,89
351,4,10:19.0,A. Rivers makes 2-pt layup from 1 ft (assist by W. Johnson),,91,89
352,4,10:07.0,,M. Morris makes 2-pt jump shot from 6 ft (assist by O. Porter),91,91
353,4,10:07.0,,Shooting foul by W. Johnson (drawn by M. Morris),91,91
354,4,10:07.0,,M. Morris misses free throw 1 of 1,91,91
355,4,10:05.0,Defensive rebound by R. Felton,,91,91
356,4,9:56.0,Shooting foul by O. Porter (drawn by M. Speights),,91,91
357,4,9:56.0,M. Speights makes free throw 1 of 2,,92,91
358,4,9:56.0,M. Speights makes free throw 2 of 2,,93,91
359,4,9:38.0,,Turnover by T. Burke (bad pass; steal by W. Johnson),93,91
360,4,9:29.0,Personal foul by T. Burke (drawn by M. Speights),,93,91
361,4,9:18.0,M. Speights misses 3-pt jump shot from 25 ft,,93,91
362,4,9:18.0,,Defensive rebound by M. Gortat,93,91
363,4,9:06.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by T. Burke),93,93
364,4,8:50.0,R. Felton misses 2-pt jump shot from 18 ft,,93,93
365,4,8:48.0,Offensive rebound by M. Speights,,93,93
366,4,8:45.0,M. Speights makes 2-pt layup from 1 ft,,95,93
367,4,8:31.0,,Personal foul by M. Speights (drawn by M. Gortat),95,93
368,4,8:31.0,Official timeout,,95,93
369,4,8:31.0,B. Griffin enters the game for W. Johnson,,95,93
370,4,8:20.0,,Turnover by M. Thornton (bad pass; steal by A. Rivers),95,93
371,4,8:03.0,B. Griffin misses 2-pt jump shot from 20 ft,,95,93
372,4,8:00.0,,Defensive rebound by M. Thornton,95,93
373,4,7:47.0,,M. Gortat makes 2-pt jump shot from 13 ft,95,95
374,4,7:28.0,A. Rivers makes 2-pt layup from 1 ft (assist by B. Griffin),,97,95
375,4,7:16.0,,T. Burke misses 2-pt jump shot from 13 ft,97,95
376,4,7:16.0,Defensive rebound by Team,,97,95
377,4,7:16.0,Personal foul by M. Gortat (drawn by M. Speights),,97,95
378,4,7:16.0,,J. Wall enters the game for T. Burke,97,95
379,4,7:16.0,,B. Beal enters the game for M. Thornton,97,95
380,4,7:16.0,C. Paul enters the game for M. Speights,,97,95
381,4,7:16.0,D. Jordan enters the game for R. Felton,,97,95
382,4,7:00.0,J. Crawford makes 2-pt jump shot from 21 ft,,99,95
383,4,6:48.0,,Personal foul by A. Rivers (drawn by M. Morris),99,95
384,4,6:38.0,,Turnover by B. Beal (bad pass; steal by A. Rivers),99,95
385,4,6:23.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by D. Jordan),,102,95
386,4,6:23.0,,Washington full timeout,102,95
387,4,6:05.0,,M. Morris makes 2-pt hook shot from 5 ft,102,97
