,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW ORLEANS_ACTION,SACRAMENTO_SCORE,NEW ORLEANS_SCORE
44,1,6:03.0,,A. Davis makes 2-pt layup from 3 ft,11,15
45,1,5:50.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,11,15
46,1,5:48.0,,Defensive rebound by A. Davis,11,15
47,1,5:43.0,,T. Frazier misses 3-pt jump shot from 25 ft,11,15
48,1,5:42.0,Defensive rebound by W. Cauley-Stein,,11,15
49,1,5:35.0,Shooting block foul by D. Cousins (drawn by S. Labissière),,11,15
50,1,5:35.0,,New Orleans full timeout,11,15
51,1,5:35.0,S. Labissière makes free throw 1 of 2,,12,15
52,1,5:35.0,G. Papagiannis enters the game for W. Cauley-Stein,,11,15
53,1,5:35.0,S. Labissière makes free throw 2 of 2,,13,15
54,1,5:34.0,,Personal foul by B. Hield (drawn by T. Frazier),13,15
55,1,5:16.0,,Turnover by D. Cousins (bad pass),13,15
56,1,5:02.0,T. Evans misses 2-pt layup from 3 ft,,13,15
57,1,5:01.0,Offensive rebound by S. Labissière,,13,15
58,1,4:56.0,Turnover by S. Labissière (lost ball; steal by J. Holiday),,13,15
59,1,4:55.0,,Personal foul by D. Collison (drawn by A. Davis),13,15
60,1,4:55.0,,E. Moore enters the game for T. Frazier,13,15
61,1,4:43.0,,A. Davis makes 2-pt jump shot from 5 ft (assist by S. Hill),13,17
62,1,4:43.0,,Shooting foul by S. Labissière (drawn by A. Davis),13,17
63,1,4:43.0,G. Temple enters the game for T. Evans,,13,17
64,1,4:43.0,,D. Cunningham enters the game for D. Cousins,13,17
65,1,4:43.0,,A. Davis makes free throw 1 of 1,13,18
66,1,4:21.0,S. Labissière misses 2-pt jump shot from 13 ft (block by A. Davis),,13,18
67,1,4:19.0,Offensive rebound by Team,,13,18
68,1,4:19.0,Turnover by Team (shot clock),,13,18
69,1,4:00.0,,D. Cunningham misses 3-pt jump shot from 24 ft,13,18
70,1,3:59.0,,Offensive rebound by A. Davis,13,18
71,1,3:53.0,,J. Holiday misses 3-pt jump shot from 29 ft,13,18
72,1,3:52.0,Defensive rebound by D. Collison,,13,18
73,1,3:48.0,G. Temple makes 2-pt jump shot from 19 ft (assist by D. Collison),,15,18
74,1,3:35.0,,A. Davis makes 2-pt layup from 4 ft (assist by J. Holiday),15,20
75,1,3:17.0,Turnover by D. Collison (bad pass; steal by D. Cunningham),,15,20
76,1,3:08.0,,S. Hill misses 2-pt layup from 1 ft (block by G. Temple),15,20
77,1,3:06.0,,Offensive rebound by A. Davis,15,20
78,1,3:05.0,,A. Davis makes 2-pt layup from 1 ft,15,22
79,1,2:45.0,D. Collison misses 2-pt layup from 2 ft,,15,22
80,1,2:44.0,,Defensive rebound by D. Cunningham,15,22
81,1,2:40.0,,S. Hill makes 2-pt layup at rim,15,24
82,1,2:23.0,B. Hield makes 2-pt jump shot from 16 ft,,17,24
83,1,2:09.0,,Turnover by J. Holiday (lost ball; steal by G. Temple),17,24
84,1,2:07.0,G. Temple misses 2-pt layup at rim (block by J. Holiday),,17,24
85,1,2:06.0,,Defensive rebound by J. Holiday,17,24
86,1,1:56.0,,A. Davis misses 2-pt jump shot from 19 ft,17,24
87,1,1:55.0,Defensive rebound by G. Temple,,17,24
88,1,1:50.0,G. Temple misses 2-pt jump shot from 8 ft (block by J. Holiday),,17,24
89,1,1:49.0,,Defensive rebound by J. Holiday,17,24
90,1,1:43.0,,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),17,26
91,1,1:19.0,S. Labissière misses 2-pt jump shot from 13 ft,,17,26
92,1,1:18.0,Offensive rebound by B. Hield,,17,26
93,1,1:08.0,G. Temple misses 3-pt jump shot from 26 ft,,17,26
94,1,1:07.0,,Defensive rebound by A. Davis,17,26
95,1,1:03.0,,Turnover by A. Davis (bad pass),17,26
96,1,1:03.0,Sacramento full timeout,,17,26
97,1,1:03.0,,T. Frazier enters the game for A. Davis,17,26
98,1,1:03.0,,D. Cousins enters the game for J. Holiday,17,26
99,1,1:03.0,B. McLemore enters the game for S. Labissière,,17,26
100,1,1:03.0,L. Galloway enters the game for D. Collison,,17,26
101,1,0:51.0,L. Galloway misses 3-pt jump shot from 25 ft,,17,26
102,1,0:50.0,,Defensive rebound by D. Cousins,17,26
103,1,0:42.0,,D. Cousins makes 2-pt layup from 2 ft,17,28
104,1,0:37.0,Turnover by B. McLemore (bad pass; steal by D. Cousins),,17,28
105,1,0:34.0,,D. Cousins makes 2-pt layup from 1 ft,17,30
106,1,0:34.0,,Shooting foul by G. Papagiannis (drawn by D. Cousins),17,30
107,1,0:34.0,,D. Cousins makes free throw 1 of 1,17,31
108,1,0:13.0,Shooting foul by D. Cunningham (drawn by G. Papagiannis),,17,31
109,1,0:13.0,G. Papagiannis makes free throw 1 of 2,,18,31
110,1,0:13.0,G. Papagiannis makes free throw 2 of 2,,19,31
111,1,0:01.0,,Shooting foul by G. Papagiannis (drawn by D. Cousins),19,31
112,1,0:01.0,,D. Cousins misses free throw 1 of 3,19,31
113,1,0:01.0,,Offensive rebound by Team,19,31
114,1,0:01.0,,D. Cousins makes free throw 2 of 3,19,32
115,1,0:01.0,,D. Cousins misses free throw 3 of 3,19,32
116,1,0:01.0,Defensive rebound by B. McLemore,,19,32
117,2,11:44.0,Turnover by G. Temple (bad pass; steal by D. Cousins),,19,32
118,2,11:41.0,,Shooting foul by G. Temple (drawn by E. Moore),19,32
119,2,11:41.0,,E. Moore makes free throw 1 of 2,19,33
120,2,11:41.0,,E. Moore misses free throw 2 of 2,19,33
121,2,11:40.0,Defensive rebound by B. McLemore,,19,33
122,2,11:24.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by B. McLemore),,22,33
123,2,11:00.0,,T. Frazier misses 3-pt jump shot from 23 ft,22,33
124,2,10:57.0,Defensive rebound by B. McLemore,,22,33
125,2,10:50.0,B. McLemore misses 2-pt jump shot from 17 ft,,22,33
126,2,10:48.0,,Defensive rebound by D. Cousins,22,33
127,2,10:29.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by J. Crawford),22,36
128,2,10:08.0,G. Temple misses 2-pt jump shot from 18 ft,,22,36
129,2,10:07.0,,Defensive rebound by D. Cousins,22,36
130,2,10:00.0,,D. Cousins makes 2-pt layup from 3 ft,22,38
131,2,9:42.0,G. Papagiannis misses 2-pt hook shot from 12 ft,,22,38
132,2,9:41.0,,Defensive rebound by D. Cousins,22,38
133,2,9:17.0,,D. Cousins misses 3-pt jump shot from 27 ft,22,38
134,2,9:16.0,Defensive rebound by W. Cauley-Stein,,22,38
135,2,9:07.0,L. Galloway misses 3-pt jump shot from 24 ft,,22,38
136,2,9:05.0,,Defensive rebound by D. Cunningham,22,38
137,2,8:54.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by D. Cousins),22,41
138,2,8:39.0,B. McLemore misses 2-pt jump shot from 6 ft,,22,41
139,2,8:36.0,Offensive rebound by B. McLemore,,22,41
140,2,8:35.0,B. McLemore makes 2-pt layup from 1 ft,,24,41
141,2,8:19.0,,Turnover by D. Cousins (lost ball; steal by G. Temple),24,41
142,2,8:12.0,B. McLemore makes 2-pt layup from 2 ft (assist by G. Temple),,26,41
143,2,7:54.0,,D. Cunningham makes 2-pt jump shot from 18 ft (assist by D. Cousins),26,43
144,2,7:40.0,L. Galloway misses 2-pt jump shot from 18 ft,,26,43
145,2,7:38.0,,Defensive rebound by D. Cunningham,26,43
146,2,7:29.0,,New Orleans full timeout,26,43
147,2,7:29.0,,J. Holiday enters the game for D. Cousins,26,43
148,2,7:29.0,,A. Davis enters the game for E. Moore,26,43
149,2,7:29.0,S. Labissière enters the game for G. Papagiannis,,26,43
150,2,7:16.0,,A. Davis misses 2-pt layup from 2 ft,26,43
151,2,7:14.0,Defensive rebound by B. McLemore,,26,43
152,2,7:08.0,B. McLemore makes 3-pt jump shot from 26 ft,,29,43
153,2,6:45.0,,J. Crawford misses 2-pt layup from 3 ft,29,43
154,2,6:43.0,,Offensive rebound by D. Cunningham,29,43
155,2,6:43.0,,D. Cunningham makes 2-pt dunk at rim,29,45
156,2,6:26.0,B. McLemore misses 2-pt jump shot from 21 ft,,29,45
157,2,6:26.0,,Defensive rebound by D. Cunningham,29,45
158,2,6:13.0,,T. Frazier makes 2-pt hook shot from 6 ft (assist by A. Davis),29,47
159,2,6:04.0,Turnover by B. McLemore (bad pass; steal by T. Frazier),,29,47
160,2,5:57.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by T. Frazier),29,50
161,2,5:40.0,B. McLemore makes 2-pt layup from 3 ft,,31,50
162,2,5:24.0,,J. Crawford misses 3-pt jump shot from 27 ft,31,50
163,2,5:23.0,Defensive rebound by W. Cauley-Stein,,31,50
164,2,5:13.0,G. Temple misses 3-pt jump shot from 25 ft,,31,50
165,2,5:12.0,,Defensive rebound by A. Davis,31,50
166,2,5:01.0,,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),31,52
167,2,4:36.0,Turnover by B. McLemore (bad pass; steal by D. Cunningham),,31,52
168,2,4:32.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by T. Frazier),31,54
169,2,4:13.0,L. Galloway misses 2-pt layup from 2 ft (block by D. Cunningham),,31,54
170,2,4:13.0,,Defensive rebound by Team,31,54
171,2,4:13.0,Official timeout,,31,54
172,2,4:13.0,B. Hield enters the game for G. Temple,,31,54
173,2,4:13.0,D. Collison enters the game for L. Galloway,,31,54
174,2,4:13.0,,D. Cousins enters the game for T. Frazier,31,54
175,2,4:13.0,,S. Hill enters the game for D. Cunningham,31,54
176,2,4:00.0,,J. Holiday misses 2-pt jump shot from 6 ft (block by S. Labissière),31,54
177,2,3:58.0,Defensive rebound by D. Collison,,31,54
178,2,3:53.0,Turnover by B. Hield (bad pass; steal by S. Hill),,31,54
179,2,3:50.0,,Turnover by S. Hill (lost ball; steal by D. Collison),31,54
180,2,3:34.0,S. Labissière misses 2-pt hook shot from 9 ft,,31,54
181,2,3:32.0,Offensive rebound by W. Cauley-Stein,,31,54
182,2,3:30.0,W. Cauley-Stein makes 2-pt jump shot from 5 ft,,33,54
183,2,3:20.0,,Personal foul by D. Collison (drawn by J. Holiday),33,54
184,2,3:20.0,T. Evans enters the game for B. McLemore,,33,54
185,2,3:17.0,,J. Holiday misses 3-pt jump shot from 25 ft,33,54
186,2,3:15.0,Defensive rebound by W. Cauley-Stein,,33,54
187,2,2:58.0,Sacramento full timeout,,33,54
188,2,2:51.0,B. Hield misses 3-pt jump shot from 26 ft,,33,54
189,2,2:49.0,,Defensive rebound by D. Cousins,33,54
190,2,2:33.0,,J. Crawford misses 2-pt jump shot from 18 ft,33,54
191,2,2:31.0,Defensive rebound by W. Cauley-Stein,,33,54
192,2,2:15.0,B. Hield makes 2-pt jump shot from 11 ft,,35,54
193,2,2:02.0,,A. Davis misses 3-pt jump shot from 25 ft,35,54
194,2,2:00.0,Defensive rebound by D. Collison,,35,54
195,2,1:54.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Collison),,38,54
196,2,1:53.0,,New Orleans full timeout,38,54
197,2,1:53.0,G. Papagiannis enters the game for W. Cauley-Stein,,38,54
198,2,1:40.0,,A. Davis makes 2-pt jump shot from 7 ft,38,56
199,2,1:20.0,Turnover by B. Hield (lost ball; steal by J. Holiday),,38,56
200,2,1:15.0,,J. Crawford misses 3-pt jump shot from 25 ft,38,56
201,2,1:12.0,Defensive rebound by B. Hield,,38,56
202,2,1:00.0,Turnover by G. Papagiannis (lost ball),,38,56
203,2,0:41.0,,J. Crawford makes 2-pt jump shot from 18 ft (assist by D. Cousins),38,58
204,2,0:28.0,D. Collison misses 2-pt jump shot from 21 ft,,38,58
205,2,0:26.0,,Defensive rebound by J. Holiday,38,58
206,2,0:06.0,,J. Crawford misses 3-pt jump shot from 24 ft,38,58
207,2,0:04.0,Defensive rebound by T. Evans,,38,58
208,2,0:01.0,T. Evans misses 3-pt jump shot from 31 ft,,38,58
209,2,0:00.0,Offensive rebound by Team,,38,58
210,3,11:42.0,Turnover by D. Collison (bad pass; steal by T. Frazier),,38,58
211,3,11:38.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),38,60
212,3,11:20.0,D. Collison misses 2-pt jump shot from 15 ft,,38,60
213,3,11:18.0,,Defensive rebound by A. Davis,38,60
214,3,11:04.0,,Personal foul by W. Cauley-Stein (drawn by D. Cousins),38,60
215,3,10:54.0,,J. Holiday misses 2-pt jump shot from 21 ft,38,60
216,3,10:52.0,Defensive rebound by W. Cauley-Stein,,38,60
217,3,10:49.0,Turnover by W. Cauley-Stein (bad pass; steal by T. Frazier),,38,60
218,3,10:45.0,,T. Frazier misses 2-pt jump shot from 18 ft,38,60
219,3,10:44.0,,Offensive rebound by A. Davis,38,60
220,3,10:44.0,,A. Davis makes 2-pt dunk at rim,38,62
221,3,10:25.0,Turnover by B. Hield (lost ball),,38,62
222,3,10:15.0,,Personal foul by S. Labissière (drawn by A. Davis),38,62
223,3,10:07.0,,D. Cousins misses 3-pt jump shot from 25 ft,38,62
224,3,10:06.0,Defensive rebound by T. Evans,,38,62
225,3,9:56.0,S. Labissière misses 2-pt jump shot from 9 ft,,38,62
226,3,9:55.0,Offensive rebound by S. Labissière,,38,62
227,3,9:53.0,Shooting foul by D. Cousins (drawn by S. Labissière),,38,62
228,3,9:53.0,S. Labissière misses free throw 1 of 2,,38,62
229,3,9:53.0,Offensive rebound by Team,,38,62
230,3,9:53.0,S. Labissière misses free throw 2 of 2,,38,62
231,3,9:52.0,,Defensive rebound by A. Davis,38,62
232,3,9:35.0,,J. Holiday makes 2-pt jump shot from 16 ft,38,64
233,3,9:13.0,T. Evans misses 2-pt layup from 2 ft (block by A. Davis),,38,64
234,3,9:12.0,Offensive rebound by S. Labissière,,38,64
235,3,9:12.0,S. Labissière misses 2-pt layup from 1 ft (block by D. Cousins),,38,64
236,3,9:10.0,Offensive rebound by S. Labissière,,38,64
237,3,9:09.0,S. Labissière misses 2-pt layup from 2 ft (block by A. Davis),,38,64
238,3,9:09.0,Offensive rebound by Team,,38,64
239,3,9:04.0,T. Evans makes 3-pt jump shot from 26 ft (assist by B. Hield),,41,64
240,3,8:50.0,,T. Frazier makes 2-pt layup from 3 ft,41,66
241,3,8:29.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),,43,66
242,3,8:19.0,,Personal foul by S. Labissière (drawn by A. Davis),43,66
243,3,8:12.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),43,68
244,3,8:00.0,S. Labissière misses 2-pt layup from 3 ft,,43,68
245,3,7:58.0,Offensive rebound by B. Hield,,43,68
246,3,7:56.0,B. Hield misses 3-pt jump shot from 24 ft,,43,68
247,3,7:55.0,,Defensive rebound by D. Cousins,43,68
248,3,7:48.0,,Turnover by D. Cousins (lost ball; steal by B. Hield),43,68
249,3,7:43.0,B. Hield makes 2-pt layup from 2 ft,,45,68
250,3,7:15.0,,D. Cousins misses 2-pt jump shot from 20 ft,45,68
251,3,7:14.0,Defensive rebound by B. Hield,,45,68
252,3,7:00.0,T. Evans misses 2-pt layup from 2 ft (block by D. Cousins),,45,68
253,3,6:59.0,,Defensive rebound by A. Davis,45,68
254,3,6:52.0,,J. Holiday misses 3-pt jump shot from 23 ft,45,68
255,3,6:50.0,Defensive rebound by D. Collison,,45,68
256,3,6:35.0,Shooting foul by A. Davis (drawn by W. Cauley-Stein),,45,68
257,3,6:35.0,W. Cauley-Stein misses free throw 1 of 2,,45,68
258,3,6:35.0,Offensive rebound by Team,,45,68
259,3,6:35.0,W. Cauley-Stein makes free throw 2 of 2,,46,68
260,3,6:24.0,,A. Davis misses 2-pt jump shot from 6 ft,46,68
261,3,6:23.0,Defensive rebound by W. Cauley-Stein,,46,68
262,3,6:14.0,S. Labissière makes 2-pt jump shot from 16 ft (assist by D. Collison),,48,68
263,3,6:03.0,,A. Davis misses 2-pt dunk at rim,48,68
264,3,6:01.0,Defensive rebound by Team,,48,68
265,3,5:53.0,S. Labissière makes 2-pt jump shot from 17 ft (assist by D. Collison),,50,68
266,3,5:35.0,,S. Hill makes 2-pt layup from 2 ft (assist by D. Cousins),50,70
267,3,5:21.0,D. Collison makes 2-pt jump shot from 19 ft,,52,70
268,3,5:01.0,,S. Hill misses 3-pt jump shot from 26 ft,52,70
269,3,5:00.0,Defensive rebound by D. Collison,,52,70
270,3,4:50.0,Personal block foul by J. Holiday (drawn by T. Evans),,52,70
271,3,4:50.0,,New Orleans full timeout,52,70
272,3,4:50.0,,E. Moore enters the game for T. Frazier,52,70
273,3,4:50.0,,J. Crawford enters the game for S. Hill,52,70
274,3,4:43.0,Shooting foul by J. Crawford (drawn by T. Evans),,52,70
275,3,4:43.0,T. Evans makes free throw 1 of 3,,53,70
276,3,4:43.0,T. Evans makes free throw 2 of 3,,54,70
277,3,4:43.0,T. Evans makes free throw 3 of 3,,55,70
278,3,4:25.0,,Turnover by D. Cousins (offensive foul),55,70
279,3,4:25.0,,Offensive foul by D. Cousins (drawn by W. Cauley-Stein),55,70
280,3,4:04.0,B. Hield makes 2-pt jump shot from 19 ft (assist by T. Evans),,57,70
281,3,3:52.0,,A. Davis misses 3-pt jump shot from 25 ft,57,70
282,3,3:50.0,Defensive rebound by W. Cauley-Stein,,57,70
283,3,3:40.0,T. Evans misses 2-pt jump shot from 17 ft,,57,70
284,3,3:38.0,,Defensive rebound by D. Cousins,57,70
285,3,3:30.0,,D. Cousins makes 2-pt layup from 1 ft,57,72
286,3,3:20.0,D. Collison misses 2-pt layup from 2 ft (block by A. Davis),,57,72
287,3,3:19.0,Offensive rebound by S. Labissière,,57,72
288,3,3:17.0,Shooting foul by D. Cousins (drawn by S. Labissière),,57,72
289,3,3:17.0,S. Labissière misses free throw 1 of 2,,57,72
290,3,3:17.0,Offensive rebound by Team,,57,72
291,3,3:17.0,B. McLemore enters the game for B. Hield,,57,72
292,3,3:17.0,G. Temple enters the game for T. Evans,,57,72
293,3,3:17.0,,D. Cunningham enters the game for D. Cousins,57,72
294,3,3:17.0,S. Labissière makes free throw 2 of 2,,58,72
295,3,3:09.0,,J. Crawford misses 2-pt jump shot from 8 ft,58,72
296,3,3:07.0,,Offensive rebound by J. Crawford,58,72
297,3,3:03.0,,E. Moore makes 2-pt layup from 3 ft,58,74
298,3,3:03.0,,Shooting foul by D. Collison (drawn by E. Moore),58,74
299,3,3:03.0,G. Papagiannis enters the game for W. Cauley-Stein,,58,74
300,3,3:03.0,,E. Moore makes free throw 1 of 1,58,75
301,3,2:45.0,S. Labissière misses 2-pt layup from 1 ft (block by A. Davis),,58,75
302,3,2:44.0,,Defensive rebound by J. Holiday,58,75
303,3,2:35.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by A. Davis),58,78
304,3,2:16.0,S. Labissière misses 2-pt jump shot from 18 ft,,58,78
305,3,2:15.0,,Defensive rebound by E. Moore,58,78
306,3,2:05.0,,A. Davis misses 2-pt jump shot from 19 ft,58,78
307,3,2:04.0,Defensive rebound by S. Labissière,,58,78
308,3,2:01.0,Turnover by D. Collison (bad pass),,58,78
309,3,2:01.0,Sacramento full timeout,,58,78
310,3,2:01.0,,T. Frazier enters the game for J. Holiday,58,78
311,3,1:51.0,,T. Frazier misses 2-pt jump shot from 10 ft,58,78
312,3,1:50.0,Defensive rebound by G. Papagiannis,,58,78
313,3,1:37.0,G. Temple misses 3-pt jump shot from 25 ft,,58,78
314,3,1:37.0,,Defensive rebound by D. Cunningham,58,78
315,3,1:11.0,,J. Crawford misses 3-pt jump shot from 28 ft,58,78
316,3,1:10.0,Defensive rebound by S. Labissière,,58,78
317,3,0:57.0,G. Papagiannis makes 2-pt hook shot from 8 ft,,60,78
318,3,0:57.0,Shooting foul by A. Davis (drawn by G. Papagiannis),,60,78
319,3,0:57.0,G. Papagiannis makes free throw 1 of 1,,61,78
320,3,0:46.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Crawford),61,80
321,3,0:38.0,Shooting foul by T. Frazier (drawn by D. Collison),,61,80
322,3,0:38.0,D. Collison makes 2-pt layup from 1 ft,,63,80
323,3,0:38.0,D. Collison makes free throw 1 of 1,,64,80
324,3,0:30.0,,J. Crawford makes 2-pt jump shot from 17 ft (assist by T. Frazier),64,82
325,3,0:09.0,Turnover by S. Labissière (bad pass; steal by A. Davis),,64,82
326,3,0:03.0,,T. Frazier makes 2-pt layup from 1 ft (assist by A. Davis),64,84
327,3,0:00.0,B. McLemore misses 3-pt jump shot from 35 ft,,64,84
328,3,0:00.0,Offensive rebound by Team,,64,84
329,4,11:44.0,,D. Cousins misses 2-pt layup from 1 ft (block by G. Papagiannis),64,84
330,4,11:42.0,Defensive rebound by L. Galloway,,64,84
331,4,11:28.0,B. McLemore misses 3-pt jump shot from 24 ft,,64,84
332,4,11:26.0,,Defensive rebound by D. Cousins,64,84
333,4,11:05.0,,D. Cousins misses 3-pt jump shot from 25 ft,64,84
334,4,11:03.0,Defensive rebound by G. Temple,,64,84
335,4,10:55.0,W. Cauley-Stein misses 2-pt hook shot from 9 ft,,64,84
336,4,10:53.0,,Defensive rebound by E. Moore,64,84
337,4,10:42.0,,D. Cunningham misses 3-pt jump shot from 24 ft,64,84
338,4,10:40.0,Defensive rebound by B. McLemore,,64,84
339,4,10:32.0,Turnover by L. Galloway (bad pass; steal by T. Frazier),,64,84
340,4,10:16.0,,D. Cousins makes 2-pt layup from 2 ft,64,86
341,4,9:54.0,B. McLemore makes 2-pt jump shot from 12 ft (assist by G. Papagiannis),,66,86
342,4,9:39.0,,Shooting foul by B. McLemore (drawn by J. Crawford),66,86
343,4,9:39.0,,J. Crawford makes free throw 1 of 2,66,87
344,4,9:39.0,,J. Crawford makes free throw 2 of 2,66,88
345,4,9:28.0,B. McLemore makes 2-pt dunk at rim (assist by W. Cauley-Stein),,68,88
346,4,9:04.0,,E. Moore misses 3-pt jump shot from 26 ft,68,88
347,4,9:02.0,,Offensive rebound by D. Cunningham,68,88
348,4,9:01.0,,D. Cunningham misses 2-pt jump shot from 12 ft,68,88
349,4,8:59.0,,Offensive rebound by D. Cousins,68,88
350,4,8:58.0,,D. Cousins misses 2-pt layup from 2 ft (block by L. Galloway),68,88
351,4,8:58.0,,Offensive rebound by Team,68,88
352,4,8:58.0,Official timeout,,68,88
353,4,8:58.0,,S. Hill enters the game for E. Moore,68,88
354,4,8:48.0,,Personal foul by B. McLemore (drawn by D. Cousins),68,88
355,4,8:42.0,,J. Crawford misses 3-pt jump shot from 25 ft,68,88
356,4,8:41.0,Defensive rebound by B. McLemore,,68,88
357,4,8:33.0,Personal foul by S. Hill (drawn by B. McLemore),,68,88
358,4,8:20.0,G. Temple misses 2-pt jump shot from 14 ft (block by J. Crawford),,68,88
359,4,8:19.0,Offensive rebound by G. Temple,,68,88
360,4,8:17.0,G. Temple makes 2-pt jump shot from 9 ft,,70,88
361,4,7:58.0,Violation by L. Galloway (kicked ball),,70,88
362,4,7:52.0,,D. Cunningham misses 2-pt jump shot from 21 ft,70,88
363,4,7:49.0,Defensive rebound by W. Cauley-Stein,,70,88
364,4,7:43.0,B. McLemore misses 2-pt layup from 3 ft,,70,88
365,4,7:42.0,Offensive rebound by W. Cauley-Stein,,70,88
366,4,7:42.0,W. Cauley-Stein makes 2-pt dunk at rim,,72,88
367,4,7:25.0,,D. Cousins makes 2-pt dunk at rim (assist by J. Crawford),72,90
368,4,7:05.0,G. Papagiannis makes 2-pt jump shot from 17 ft (assist by B. McLemore),,74,90
369,4,6:51.0,,D. Cunningham makes 2-pt jump shot from 21 ft (assist by T. Frazier),74,92
370,4,6:40.0,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by B. McLemore),,76,92
371,4,6:28.0,,Shooting foul by W. Cauley-Stein (drawn by D. Cousins),76,92
372,4,6:28.0,,D. Cousins makes free throw 1 of 2,76,93
373,4,6:28.0,,D. Cousins misses free throw 2 of 2,76,93
374,4,6:28.0,,E. Moore enters the game for J. Crawford,76,93
375,4,6:28.0,,J. Holiday enters the game for T. Frazier,76,93
376,4,6:28.0,,A. Davis enters the game for D. Cunningham,76,93
377,4,6:27.0,Defensive rebound by W. Cauley-Stein,,76,93
378,4,6:14.0,Shooting foul by D. Cousins (drawn by B. McLemore),,76,93
379,4,6:14.0,B. McLemore makes free throw 1 of 2,,77,93
