,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHILADELPHIA_ACTION,INDIANA_SCORE,PHILADELPHIA_SCORE
79,1,2:25.0,,S. Long misses 3-pt jump shot from 26 ft,31,12
80,1,2:24.0,Defensive rebound by J. Teague,,31,12
81,1,2:17.0,P. George misses 3-pt jump shot from 25 ft,,31,12
82,1,2:15.0,,Defensive rebound by T. Luwawu-Cabarrot,31,12
83,1,2:13.0,,Personal foul by J. Teague (drawn by T. Luwawu-Cabarrot),31,12
84,1,2:13.0,L. Stephenson enters the game for M. Ellis,,31,12
85,1,2:13.0,,J. Anderson enters the game for G. Henderson,31,12
86,1,2:13.0,A. Brooks enters the game for J. Teague,,31,12
87,1,2:06.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 15 ft,31,12
88,1,2:04.0,Defensive rebound by C. Miles,,31,12
89,1,1:55.0,L. Stephenson makes 2-pt jump shot from 15 ft (assist by A. Brooks),,33,12
90,1,1:41.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by N. Stauskas),33,15
91,1,1:08.0,K. Séraphin makes 2-pt jump shot from 17 ft (assist by L. Stephenson),,35,15
92,1,0:57.0,,N. Stauskas misses 2-pt layup from 1 ft,35,15
93,1,0:57.0,,Offensive rebound by S. Long,35,15
94,1,0:57.0,,S. Long makes 2-pt layup from 1 ft,35,17
95,1,0:44.0,L. Stephenson misses 2-pt jump shot from 10 ft,,35,17
96,1,0:43.0,,Defensive rebound by S. Long,35,17
97,1,0:31.0,,Turnover by J. Anderson (traveling),35,17
98,1,0:31.0,L. Allen enters the game for P. George,,35,17
99,1,0:19.0,K. Séraphin misses 2-pt jump shot from 4 ft,,35,17
100,1,0:18.0,,Defensive rebound by S. Long,35,17
101,1,0:04.0,,N. Stauskas makes 3-pt jump shot from 26 ft,35,20
102,2,11:42.0,,Personal foul by K. Séraphin (drawn by S. Long),35,20
103,2,11:28.0,,N. Stauskas misses 2-pt jump shot from 13 ft,35,20
104,2,11:27.0,Defensive rebound by K. Séraphin,,35,20
105,2,11:15.0,C. Miles misses 3-pt jump shot from 25 ft,,35,20
106,2,11:13.0,Offensive rebound by L. Allen,,35,20
107,2,11:01.0,L. Allen misses 2-pt layup from 2 ft,,35,20
108,2,11:00.0,Offensive rebound by L. Allen,,35,20
109,2,10:59.0,L. Allen makes 2-pt layup from 1 ft,,37,20
110,2,10:45.0,,S. Long misses 3-pt jump shot from 25 ft,37,20
111,2,10:44.0,Defensive rebound by L. Stephenson,,37,20
112,2,10:35.0,K. Séraphin makes 2-pt hook shot from 8 ft (assist by L. Stephenson),,39,20
113,2,10:23.0,,N. Stauskas makes 2-pt jump shot from 11 ft,39,22
114,2,10:07.0,C. Miles misses 2-pt layup from 2 ft,,39,22
115,2,10:05.0,Offensive rebound by L. Allen,,39,22
116,2,9:59.0,A. Brooks misses 2-pt layup from 2 ft,,39,22
117,2,9:57.0,Offensive rebound by K. Séraphin,,39,22
118,2,9:56.0,K. Séraphin makes 2-pt layup at rim,,41,22
119,2,9:38.0,,A. Poythress makes 3-pt jump shot from 24 ft (assist by S. Long),41,25
120,2,9:24.0,Personal foul by T. Luwawu-Cabarrot,,41,25
121,2,9:24.0,,T. McConnell enters the game for N. Stauskas,41,25
122,2,9:24.0,,D. Šarić enters the game for A. Poythress,41,25
123,2,9:24.0,,R. Holmes enters the game for S. Long,41,25
124,2,9:15.0,A. Brooks makes 3-pt jump shot from 27 ft (assist by L. Allen),,44,25
125,2,9:02.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,44,25
126,2,9:01.0,Defensive rebound by K. Séraphin,,44,25
127,2,8:51.0,Turnover by K. Séraphin (3 sec),,44,25
128,2,8:51.0,Official timeout,,44,25
129,2,8:34.0,,D. Šarić misses 3-pt jump shot from 26 ft,44,25
130,2,8:32.0,Defensive rebound by K. Séraphin,,44,25
131,2,8:17.0,C. Miles misses 3-pt jump shot from 24 ft,,44,25
132,2,8:15.0,,Defensive rebound by T. Luwawu-Cabarrot,44,25
133,2,8:07.0,,T. McConnell makes 2-pt layup from 3 ft,44,27
134,2,7:50.0,Turnover by C. Miles (bad pass; steal by T. McConnell),,44,27
135,2,7:46.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),44,29
136,2,7:33.0,Indiana full timeout,,44,29
137,2,7:33.0,,G. Henderson enters the game for J. Anderson,44,29
138,2,7:33.0,P. George enters the game for L. Allen,,44,29
139,2,7:33.0,M. Turner enters the game for A. Brooks,,44,29
140,2,7:33.0,J. Teague enters the game for K. Séraphin,,44,29
141,2,7:14.0,J. Teague misses 3-pt jump shot from 23 ft,,44,29
142,2,7:14.0,Offensive rebound by Team,,44,29
143,2,7:14.0,Turnover by Team (shot clock),,44,29
144,2,6:57.0,,D. Šarić misses 2-pt jump shot from 15 ft,44,29
145,2,6:55.0,Defensive rebound by M. Turner,,44,29
146,2,6:49.0,J. Teague makes 2-pt layup from 2 ft,,46,29
147,2,6:33.0,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by J. Teague),46,29
148,2,6:27.0,J. Teague makes 2-pt jump shot from 13 ft,,48,29
149,2,6:17.0,,R. Holmes misses 2-pt layup from 3 ft (block by M. Turner),48,29
150,2,6:14.0,,Offensive rebound by D. Šarić,48,29
151,2,6:13.0,,Shooting foul by C. Miles (drawn by D. Šarić),48,29
152,2,6:13.0,,D. Šarić makes free throw 1 of 2,48,30
153,2,6:13.0,T. Young enters the game for C. Miles,,48,30
154,2,6:13.0,,D. Šarić makes free throw 2 of 2,48,31
155,2,6:07.0,Personal foul by G. Henderson (drawn by J. Teague),,48,31
156,2,5:55.0,M. Turner makes 2-pt dunk at rim (assist by T. Young),,50,31
157,2,5:34.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by T. McConnell),50,34
158,2,5:27.0,T. Young makes 2-pt layup from 2 ft (assist by J. Teague),,52,34
159,2,5:11.0,,Personal foul by L. Stephenson (drawn by T. Luwawu-Cabarrot),52,34
160,2,5:11.0,M. Ellis enters the game for L. Stephenson,,52,34
161,2,4:56.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,52,34
162,2,4:54.0,,Offensive rebound by R. Holmes,52,34
163,2,4:53.0,,R. Holmes makes 2-pt layup from 1 ft,52,36
164,2,4:53.0,,Shooting foul by M. Turner (drawn by R. Holmes),52,36
165,2,4:53.0,,R. Holmes makes free throw 1 of 1,52,37
166,2,4:47.0,Turnover by P. George (lost ball; steal by T. Luwawu-Cabarrot),,52,37
167,2,4:44.0,,R. Holmes makes 2-pt dunk at rim (assist by T. Luwawu-Cabarrot),52,39
168,2,4:44.0,,Shooting foul by M. Turner (drawn by R. Holmes),52,39
169,2,4:44.0,K. Séraphin enters the game for M. Turner,,52,39
170,2,4:44.0,,R. Holmes makes free throw 1 of 1,52,40
171,2,4:29.0,Turnover by T. Young (bad pass; steal by G. Henderson),,52,40
172,2,4:23.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),52,42
173,2,4:08.0,J. Teague misses 2-pt jump shot from 16 ft,,52,42
174,2,4:06.0,,Defensive rebound by D. Šarić,52,42
175,2,3:55.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),52,45
176,2,3:35.0,P. George makes 2-pt jump shot from 17 ft (assist by J. Teague),,54,45
177,2,3:20.0,,D. Šarić misses 3-pt jump shot from 25 ft,54,45
178,2,3:19.0,Defensive rebound by P. George,,54,45
179,2,3:09.0,P. George misses 2-pt jump shot from 17 ft,,54,45
180,2,3:07.0,,Defensive rebound by G. Henderson,54,45
181,2,3:00.0,,Philadelphia full timeout,54,45
182,2,2:52.0,Offensive charge foul by D. Šarić (drawn by T. Young),,54,45
183,2,2:52.0,,Turnover by D. Šarić (offensive foul),54,45
184,2,2:52.0,,A. Poythress enters the game for D. Šarić,54,45
185,2,2:41.0,K. Séraphin makes 2-pt dunk at rim (assist by P. George),,56,45
186,2,2:21.0,,A. Poythress makes 3-pt jump shot from 24 ft (assist by T. Luwawu-Cabarrot),56,48
187,2,2:00.0,T. Young misses 2-pt layup from 1 ft,,56,48
188,2,1:59.0,Offensive rebound by K. Séraphin,,56,48
189,2,1:57.0,K. Séraphin makes 2-pt hook shot from 4 ft,,58,48
190,2,1:51.0,,Turnover by A. Poythress (palming),58,48
191,2,1:51.0,,J. Anderson enters the game for G. Henderson,58,48
192,2,1:51.0,,N. Stauskas enters the game for T. Luwawu-Cabarrot,58,48
193,2,1:36.0,J. Teague makes 2-pt layup from 2 ft (assist by T. Young),,60,48
194,2,1:26.0,,Shooting foul by K. Séraphin (drawn by N. Stauskas),60,48
195,2,1:26.0,,N. Stauskas makes free throw 1 of 2,60,49
196,2,1:26.0,,N. Stauskas makes free throw 2 of 2,60,50
197,2,1:15.0,T. Young makes 2-pt layup from 1 ft (assist by M. Ellis),,62,50
198,2,1:04.0,,T. McConnell makes 2-pt jump shot from 16 ft,62,52
199,2,0:56.0,Shooting foul by T. McConnell (drawn by J. Teague),,62,52
200,2,0:56.0,J. Teague makes free throw 1 of 2,,63,52
201,2,0:56.0,J. Teague makes free throw 2 of 2,,64,52
202,2,0:41.0,,R. Holmes misses 2-pt layup from 1 ft,64,52
203,2,0:41.0,,Offensive rebound by R. Holmes,64,52
204,2,0:41.0,,R. Holmes makes 2-pt layup from 1 ft,64,54
205,2,0:25.0,Turnover by J. Teague (lost ball; steal by A. Poythress),,64,54
206,2,0:19.0,,Philadelphia full timeout,64,54
207,2,0:19.0,A. Brooks enters the game for J. Teague,,64,54
208,2,0:19.0,L. Allen enters the game for K. Séraphin,,64,54
209,2,0:04.0,,T. McConnell misses 2-pt layup at rim (block by L. Allen),64,54
210,2,0:02.0,Defensive rebound by T. Young,,64,54
211,3,11:37.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),64,57
212,3,11:21.0,Personal foul by D. Šarić (drawn by T. Young),,64,57
213,3,11:20.0,Turnover by J. Teague (bad pass; steal by T. McConnell),,64,57
214,3,11:17.0,,Shooting foul by J. Teague (drawn by T. Luwawu-Cabarrot),64,57
215,3,11:17.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,64,58
216,3,11:17.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,64,59
217,3,11:00.0,Personal foul by T. Luwawu-Cabarrot (drawn by T. Young),,64,59
218,3,10:55.0,,Offensive charge foul by M. Ellis (drawn by R. Holmes),64,59
219,3,10:55.0,Turnover by M. Ellis (offensive foul),,64,59
220,3,10:46.0,,Turnover by T. McConnell (bad pass; steal by M. Turner),64,59
221,3,10:41.0,M. Ellis misses 2-pt layup from 2 ft,,64,59
222,3,10:38.0,Offensive rebound by P. George,,64,59
223,3,10:32.0,M. Turner makes 2-pt layup from 1 ft (assist by M. Ellis),,66,59
224,3,10:22.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by M. Turner),66,59
225,3,10:20.0,Defensive rebound by M. Ellis,,66,59
226,3,10:15.0,Turnover by M. Ellis (bad pass; steal by D. Šarić),,66,59
227,3,9:52.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 17 ft (assist by N. Stauskas),66,61
228,3,9:36.0,P. George misses 3-pt jump shot from 24 ft,,66,61
229,3,9:34.0,,Defensive rebound by T. McConnell,66,61
230,3,9:26.0,,R. Holmes misses 3-pt jump shot from 25 ft,66,61
231,3,9:25.0,Defensive rebound by M. Ellis,,66,61
232,3,9:00.0,T. Young makes 2-pt layup from 2 ft (assist by M. Ellis),,68,61
233,3,8:43.0,,D. Šarić misses 2-pt jump shot from 19 ft,68,61
234,3,8:42.0,Defensive rebound by M. Turner,,68,61
235,3,8:32.0,M. Turner makes 2-pt jump shot from 15 ft (assist by P. George),,70,61
236,3,8:22.0,,Personal foul by M. Ellis (drawn by N. Stauskas),70,61
237,3,8:22.0,,J. Anderson enters the game for N. Stauskas,70,61
238,3,8:07.0,,D. Šarić makes 2-pt hook shot from 8 ft,70,63
239,3,7:55.0,T. Young misses 2-pt jump shot from 8 ft,,70,63
240,3,7:53.0,,Defensive rebound by T. McConnell,70,63
241,3,7:43.0,,R. Holmes misses 3-pt jump shot from 25 ft,70,63
242,3,7:40.0,,Offensive rebound by D. Šarić,70,63
243,3,7:38.0,,D. Šarić makes 2-pt layup from 1 ft,70,65
244,3,7:19.0,Shooting foul by D. Šarić (drawn by M. Turner),,70,65
245,3,7:19.0,M. Turner makes free throw 1 of 2,,71,65
246,3,7:19.0,M. Turner makes free throw 2 of 2,,72,65
247,3,6:59.0,,D. Šarić misses 2-pt layup from 2 ft (block by M. Turner),72,65
248,3,6:58.0,,Offensive rebound by D. Šarić,72,65
249,3,6:57.0,,Turnover by D. Šarić (bad pass; steal by P. George),72,65
250,3,6:56.0,Personal foul by T. Luwawu-Cabarrot (drawn by P. George),,72,65
251,3,6:39.0,P. George makes 2-pt jump shot from 16 ft,,74,65
252,3,6:17.0,,T. McConnell makes 2-pt layup from 3 ft,74,67
253,3,6:02.0,,G. Henderson enters the game for T. Luwawu-Cabarrot,74,67
254,3,6:02.0,,A. Poythress enters the game for D. Šarić,74,67
255,3,5:49.0,P. George makes 2-pt jump shot from 19 ft,,76,67
256,3,5:48.0,,Philadelphia full timeout,76,67
257,3,5:28.0,,J. Anderson misses 2-pt jump shot from 10 ft,76,67
258,3,5:26.0,Defensive rebound by M. Turner,,76,67
259,3,5:11.0,Shooting foul by A. Poythress (drawn by J. Teague),,76,67
260,3,5:11.0,J. Teague makes free throw 1 of 2,,77,67
261,3,5:11.0,J. Teague makes free throw 2 of 2,,78,67
262,3,4:59.0,,R. Holmes misses 2-pt jump shot from 10 ft,78,67
263,3,4:58.0,Defensive rebound by M. Turner,,78,67
264,3,4:43.0,P. George makes 2-pt layup from 2 ft,,80,67
265,3,4:27.0,,Shooting foul by M. Turner (drawn by R. Holmes),80,67
266,3,4:27.0,,R. Holmes makes free throw 1 of 2,80,68
267,3,4:27.0,,R. Holmes misses free throw 2 of 2,80,68
268,3,4:27.0,K. Séraphin enters the game for M. Turner,,80,68
269,3,4:24.0,Defensive rebound by T. Young,,80,68
270,3,4:17.0,K. Séraphin makes 2-pt jump shot from 3 ft (assist by J. Teague),,82,68
271,3,4:17.0,,Philadelphia full timeout,82,68
272,3,4:17.0,,T. Splitter enters the game for R. Holmes,82,68
273,3,4:03.0,,Shooting foul by K. Séraphin (drawn by G. Henderson),82,68
274,3,4:03.0,,G. Henderson misses free throw 1 of 2,82,68
275,3,4:03.0,,Offensive rebound by Team,82,68
276,3,4:03.0,,G. Henderson makes free throw 2 of 2,82,69
277,3,3:51.0,P. George misses 2-pt jump shot from 15 ft,,82,69
278,3,3:50.0,,Defensive rebound by T. Splitter,82,69
279,3,3:42.0,,T. McConnell makes 2-pt jump shot from 4 ft,82,71
280,3,3:23.0,Personal foul by J. Anderson (drawn by K. Séraphin),,82,71
281,3,3:23.0,K. Séraphin misses free throw 1 of 2,,82,71
282,3,3:23.0,Offensive rebound by Team,,82,71
283,3,3:23.0,,N. Stauskas enters the game for T. McConnell,82,71
284,3,3:23.0,C. Miles enters the game for T. Young,,82,71
285,3,3:23.0,K. Séraphin makes free throw 2 of 2,,83,71
286,3,3:07.0,,Personal foul by M. Ellis (drawn by J. Anderson),83,71
287,3,3:07.0,,J. Anderson makes free throw 1 of 2,83,72
288,3,3:07.0,,J. Anderson makes free throw 2 of 2,83,73
289,3,2:51.0,M. Ellis misses 2-pt jump shot from 17 ft,,83,73
290,3,2:49.0,,Defensive rebound by T. Splitter,83,73
291,3,2:41.0,,J. Anderson makes 2-pt jump shot from 16 ft,83,75
292,3,2:33.0,Indiana full timeout,,83,75
293,3,2:33.0,A. Brooks enters the game for J. Teague,,83,75
294,3,2:33.0,L. Stephenson enters the game for M. Ellis,,83,75
295,3,2:18.0,Turnover by C. Miles (bad pass; steal by J. Anderson),,83,75
296,3,2:10.0,,N. Stauskas makes 2-pt jump shot from 22 ft,83,77
297,3,1:56.0,K. Séraphin makes 2-pt jump shot from 4 ft (assist by A. Brooks),,85,77
298,3,1:41.0,,N. Stauskas misses 3-pt jump shot from 25 ft,85,77
299,3,1:39.0,Defensive rebound by K. Séraphin,,85,77
300,3,1:29.0,K. Séraphin makes 2-pt layup from 2 ft (assist by L. Stephenson),,87,77
301,3,1:08.0,,Turnover by T. Splitter (lost ball; steal by K. Séraphin),87,77
302,3,1:00.0,C. Miles makes 3-pt jump shot from 26 ft (assist by L. Stephenson),,90,77
303,3,0:49.0,,Personal foul by L. Stephenson (drawn by N. Stauskas),90,77
304,3,0:49.0,,N. Stauskas makes free throw 1 of 2,90,78
305,3,0:49.0,,T. Luwawu-Cabarrot enters the game for J. Anderson,90,78
306,3,0:49.0,L. Allen enters the game for P. George,,90,78
307,3,0:49.0,,N. Stauskas makes free throw 2 of 2,90,79
308,3,0:36.0,L. Stephenson misses 2-pt jump shot from 18 ft,,90,79
309,3,0:35.0,,Defensive rebound by A. Poythress,90,79
310,3,0:27.0,,G. Henderson misses 3-pt jump shot from 25 ft,90,79
311,3,0:23.0,,Offensive rebound by T. Luwawu-Cabarrot,90,79
312,3,0:04.0,,T. Splitter misses 3-pt jump shot from 27 ft,90,79
313,3,0:03.0,Defensive rebound by L. Stephenson,,90,79
314,4,11:43.0,K. Séraphin misses 2-pt jump shot from 5 ft,,90,79
315,4,11:42.0,,Defensive rebound by D. Šarić,90,79
316,4,11:31.0,,Shooting foul by A. Brooks (drawn by T. McConnell),90,79
317,4,11:31.0,,T. McConnell makes free throw 1 of 2,90,80
318,4,11:31.0,,T. McConnell makes free throw 2 of 2,90,81
319,4,11:17.0,C. Miles makes 2-pt jump shot from 15 ft (assist by L. Allen),,92,81
320,4,11:06.0,,Shooting foul by L. Allen (drawn by D. Šarić),92,81
321,4,11:06.0,,D. Šarić makes free throw 1 of 2,92,82
322,4,11:06.0,,D. Šarić makes free throw 2 of 2,92,83
323,4,10:44.0,C. Miles misses 3-pt jump shot from 25 ft,,92,83
324,4,10:42.0,Offensive rebound by L. Allen,,92,83
325,4,10:37.0,C. Miles makes 2-pt layup from 1 ft (assist by L. Allen),,94,83
326,4,10:22.0,,Shooting foul by K. Séraphin (drawn by R. Holmes),94,83
327,4,10:22.0,,R. Holmes makes free throw 1 of 2,94,84
328,4,10:22.0,,R. Holmes makes free throw 2 of 2,94,85
329,4,10:11.0,L. Stephenson makes 2-pt layup from 3 ft,,96,85
330,4,9:53.0,,Personal foul by L. Allen (drawn by R. Holmes),96,85
331,4,9:53.0,T. Young enters the game for L. Allen,,96,85
332,4,9:46.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),96,88
333,4,9:26.0,T. Young makes 2-pt layup from 1 ft (assist by L. Stephenson),,98,88
334,4,9:15.0,,Shooting foul by K. Séraphin (drawn by T. Luwawu-Cabarrot),98,88
335,4,9:15.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,98,89
336,4,9:15.0,M. Turner enters the game for K. Séraphin,,98,89
337,4,9:15.0,P. George enters the game for A. Brooks,,98,89
338,4,9:15.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,98,90
339,4,9:00.0,L. Stephenson makes 2-pt jump shot from 7 ft,,100,90
340,4,9:00.0,Shooting foul by T. Luwawu-Cabarrot (drawn by L. Stephenson),,100,90
341,4,9:00.0,L. Stephenson misses free throw 1 of 1,,100,90
342,4,9:00.0,,G. Henderson enters the game for N. Stauskas,100,90
343,4,8:59.0,,Defensive rebound by T. McConnell,100,90
344,4,8:45.0,,D. Šarić misses 2-pt jump shot from 6 ft,100,90
345,4,8:43.0,,Offensive rebound by D. Šarić,100,90
346,4,8:42.0,,Turnover by D. Šarić (bad pass),100,90
347,4,8:42.0,Official timeout,,100,90
348,4,8:31.0,C. Miles makes 2-pt dunk at rim (assist by P. George),,102,90
349,4,8:11.0,,R. Holmes misses 3-pt jump shot from 27 ft,102,90
350,4,8:10.0,Defensive rebound by C. Miles,,102,90
351,4,7:54.0,C. Miles misses 2-pt jump shot from 16 ft,,102,90
352,4,7:52.0,Offensive rebound by M. Turner,,102,90
353,4,7:45.0,C. Miles misses 3-pt jump shot from 24 ft,,102,90
354,4,7:44.0,,Defensive rebound by R. Holmes,102,90
355,4,7:40.0,,Personal foul by T. Young (drawn by D. Šarić),102,90
356,4,7:40.0,,D. Šarić misses free throw 1 of 2,102,90
357,4,7:40.0,,Offensive rebound by Team,102,90
358,4,7:40.0,,D. Šarić makes free throw 2 of 2,102,91
359,4,7:16.0,T. Young makes 2-pt jump shot from 16 ft,,104,91
360,4,7:04.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by R. Holmes),104,94
361,4,6:48.0,Turnover by M. Turner (traveling),,104,94
362,4,6:48.0,J. Teague enters the game for C. Miles,,104,94
363,4,6:34.0,,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),104,96
364,4,6:18.0,Shooting foul by R. Holmes (drawn by M. Turner),,104,96
365,4,6:18.0,M. Turner makes free throw 1 of 2,,105,96
366,4,6:18.0,,A. Poythress enters the game for D. Šarić,105,96
367,4,6:18.0,M. Turner makes free throw 2 of 2,,106,96
368,4,6:08.0,,R. Holmes makes 2-pt jump shot from 5 ft (assist by T. McConnell),106,98
369,4,6:00.0,Shooting foul by T. McConnell (drawn by J. Teague),,106,98
370,4,6:00.0,J. Teague makes free throw 1 of 2,,107,98
371,4,6:00.0,J. Teague misses free throw 2 of 2,,107,98
372,4,5:59.0,,Defensive rebound by R. Holmes,107,98
373,4,5:44.0,,Turnover by T. McConnell (bad pass; steal by M. Turner),107,98
374,4,5:28.0,P. George misses 2-pt jump shot from 11 ft,,107,98
375,4,5:26.0,Offensive rebound by T. Young,,107,98
376,4,5:26.0,T. Young makes 2-pt dunk at rim,,109,98
377,4,5:13.0,,G. Henderson misses 3-pt jump shot from 26 ft,109,98
378,4,5:11.0,Defensive rebound by M. Turner,,109,98
