,QUARTER,TIME_REMAINING,CHICAGO_ACTION,HOUSTON_ACTION,CHICAGO_SCORE,HOUSTON_SCORE
382,4,6:21.0,,J. Harden misses free throw 1 of 2,97,93
383,4,6:21.0,,Offensive rebound by Team,97,93
384,4,6:21.0,,J. Harden misses free throw 2 of 2,97,93
385,4,6:21.0,Defensive rebound by R. Rondo,,97,93
386,4,6:21.0,,T. Ariza enters the game for E. Gordon,97,93
387,4,6:21.0,M. Carter-Williams enters the game for P. Zipser,,97,93
388,4,6:03.0,D. Wade misses 2-pt jump shot from 6 ft,,97,93
389,4,6:02.0,Offensive rebound by R. Rondo,,97,93
390,4,5:53.0,M. Carter-Williams misses 3-pt jump shot from 40 ft,,97,93
391,4,5:51.0,Offensive rebound by R. Lopez,,97,93
392,4,5:45.0,Turnover by R. Rondo (bad pass),,97,93
393,4,5:45.0,,Houston full timeout,97,93
394,4,5:45.0,,R. Anderson enters the game for S. Dekker,97,93
395,4,5:45.0,,C. Capela enters the game for M. Harrell,97,93
396,4,5:45.0,P. Zipser enters the game for R. Rondo,,97,93
397,4,5:24.0,,J. Harden misses 3-pt jump shot from 25 ft (block by T. Gibson),97,93
398,4,5:22.0,Defensive rebound by M. Carter-Williams,,97,93
399,4,5:18.0,M. Carter-Williams makes 2-pt jump shot from 5 ft,,99,93
400,4,5:06.0,,J. Harden misses 3-pt jump shot from 26 ft,99,93
401,4,5:04.0,Defensive rebound by D. Wade,,99,93
402,4,4:52.0,D. Wade makes 2-pt dunk at rim (assist by T. Gibson),,101,93
403,4,4:28.0,,P. Beverley misses 3-pt jump shot from 26 ft,101,93
404,4,4:27.0,Defensive rebound by D. Wade,,101,93
405,4,4:10.0,T. Gibson misses 2-pt jump shot from 13 ft,,101,93
406,4,4:09.0,,Defensive rebound by Team,101,93
407,4,4:04.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),101,96
408,4,3:52.0,M. Carter-Williams makes 2-pt layup from 4 ft,,103,96
409,4,3:52.0,Shooting foul by C. Capela (drawn by M. Carter-Williams),,103,96
410,4,3:52.0,M. Carter-Williams misses free throw 1 of 1,,103,96
411,4,3:52.0,,Defensive rebound by J. Harden,103,96
412,4,3:36.0,,J. Harden makes 2-pt dunk at rim,103,98
413,4,3:20.0,D. Wade makes 3-pt jump shot from 25 ft,,106,98
414,4,3:06.0,,Shooting foul by M. Carter-Williams (drawn by J. Harden),106,98
415,4,3:06.0,,J. Harden makes free throw 1 of 2,106,99
416,4,3:06.0,,E. Gordon enters the game for P. Beverley,106,99
417,4,3:06.0,,J. Harden makes free throw 2 of 2,106,100
418,4,2:45.0,P. Zipser makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,108,100
419,4,2:22.0,,E. Gordon makes 2-pt layup from 4 ft (assist by T. Ariza),108,102
420,4,2:06.0,Turnover by D. Wade (lost ball; steal by T. Ariza),,108,102
421,4,2:02.0,,T. Ariza makes 2-pt layup from 1 ft,108,104
422,4,2:02.0,Chicago full timeout,,108,104
423,4,1:40.0,R. Lopez misses 2-pt hook shot from 11 ft,,108,104
424,4,1:39.0,,Defensive rebound by J. Harden,108,104
425,4,1:30.0,,E. Gordon misses 3-pt jump shot from 26 ft,108,104
426,4,1:29.0,Defensive rebound by T. Gibson,,108,104
427,4,1:14.0,D. Wade misses 2-pt jump shot from 21 ft,,108,104
428,4,1:13.0,,Defensive rebound by J. Harden,108,104
429,4,1:00.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),108,106
430,4,0:43.0,Turnover by P. Zipser (bad pass),,108,106
431,4,0:43.0,,Houston full timeout,108,106
432,4,0:27.0,,J. Harden makes 2-pt jump shot from 14 ft,108,108
433,4,0:27.0,Chicago full timeout,,108,108
434,4,0:27.0,D. McDermott enters the game for T. Gibson,,108,108
435,4,0:27.0,N. Mirotić enters the game for P. Zipser,,108,108
436,4,0:27.0,,P. Beverley enters the game for R. Anderson,108,108
437,4,0:03.0,Turnover by Team (shot clock),,108,108
438,4,0:03.0,,Houston full timeout,108,108
439,4,0:03.0,,R. Anderson enters the game for P. Beverley,108,108
440,4,0:03.0,J. Grant enters the game for R. Lopez,,108,108
441,4,0:03.0,T. Gibson enters the game for N. Mirotić,,108,108
442,4,0:03.0,P. Zipser enters the game for D. McDermott,,108,108
443,4,0:00.0,,J. Harden misses 2-pt jump shot from 20 ft,108,108
444,4,0:00.0,,Offensive rebound by Team,108,108
445,1OT,4:44.0,M. Carter-Williams misses 2-pt jump shot from 20 ft,,108,108
446,1OT,4:43.0,,Defensive rebound by T. Ariza,108,108
447,1OT,4:27.0,,C. Capela makes 2-pt layup from 2 ft (assist by E. Gordon),108,110
448,1OT,4:09.0,D. Wade misses 2-pt jump shot from 15 ft,,108,110
449,1OT,4:08.0,,Defensive rebound by T. Ariza,108,110
450,1OT,4:02.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),108,113
451,1OT,4:02.0,Chicago full timeout,,108,113
452,1OT,3:38.0,P. Zipser misses 3-pt jump shot from 26 ft,,108,113
453,1OT,3:36.0,Offensive rebound by R. Lopez,,108,113
454,1OT,3:31.0,P. Zipser misses 2-pt layup from 4 ft,,108,113
455,1OT,3:29.0,Offensive rebound by P. Zipser,,108,113
456,1OT,3:22.0,D. Wade makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,111,113
457,1OT,3:07.0,,J. Harden misses 2-pt jump shot from 6 ft,111,113
458,1OT,3:06.0,Defensive rebound by R. Lopez,,111,113
459,1OT,3:05.0,Personal foul by C. Capela (drawn by R. Lopez),,111,113
460,1OT,2:47.0,D. Wade misses 3-pt jump shot from 27 ft,,111,113
461,1OT,2:46.0,,Defensive rebound by E. Gordon,111,113
462,1OT,2:42.0,,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),111,115
463,1OT,2:28.0,D. Wade misses 2-pt hook shot from 7 ft,,111,115
464,1OT,2:26.0,Offensive rebound by T. Gibson,,111,115
465,1OT,2:19.0,M. Carter-Williams makes 2-pt jump shot from 9 ft,,113,115
466,1OT,2:19.0,Shooting foul by J. Harden (drawn by M. Carter-Williams),,113,115
467,1OT,2:19.0,M. Carter-Williams misses free throw 1 of 1,,113,115
468,1OT,2:18.0,Offensive rebound by M. Carter-Williams,,113,115
469,1OT,2:11.0,M. Carter-Williams makes 2-pt jump shot from 12 ft,,115,115
470,1OT,2:03.0,,Personal foul by M. Carter-Williams (drawn by J. Harden),115,115
471,1OT,2:03.0,D. McDermott enters the game for M. Carter-Williams,,115,115
472,1OT,1:49.0,,Shooting foul by R. Lopez (drawn by J. Harden),115,115
473,1OT,1:49.0,,J. Harden makes free throw 1 of 2,115,116
474,1OT,1:49.0,,J. Harden misses free throw 2 of 2,115,116
475,1OT,1:48.0,Defensive rebound by T. Gibson,,115,116
476,1OT,1:28.0,D. Wade makes 2-pt jump shot from 19 ft,,117,116
477,1OT,1:15.0,,Turnover by E. Gordon (bad pass; steal by T. Gibson),117,116
478,1OT,0:53.0,D. Wade misses 2-pt jump shot from 23 ft (block by E. Gordon),,117,116
479,1OT,0:53.0,Offensive rebound by Team,,117,116
480,1OT,0:53.0,,Violation by T. Ariza (kicked ball),117,116
481,1OT,0:53.0,Chicago full timeout,,117,116
482,1OT,0:47.0,Turnover by T. Gibson (traveling),,117,116
483,1OT,0:36.0,,Shooting foul by P. Zipser (drawn by J. Harden),117,116
484,1OT,0:36.0,,J. Harden makes 2-pt jump shot from 19 ft,117,118
485,1OT,0:36.0,N. Mirotić enters the game for T. Gibson,,117,118
486,1OT,0:36.0,,P. Beverley enters the game for R. Anderson,117,118
487,1OT,0:36.0,,J. Harden makes free throw 1 of 1,117,119
488,1OT,0:21.0,D. McDermott misses 2-pt jump shot from 23 ft,,117,119
489,1OT,0:20.0,,Defensive rebound by T. Ariza,117,119
490,1OT,0:16.0,,Personal take foul by P. Zipser (drawn by J. Harden),117,119
491,1OT,0:16.0,,J. Harden makes free throw 1 of 2,117,120
492,1OT,0:16.0,,J. Harden makes free throw 2 of 2,117,121
493,1OT,0:16.0,Chicago full timeout,,117,121
494,1OT,0:11.0,D. Wade misses 3-pt jump shot from 25 ft,,117,121
495,1OT,0:10.0,Offensive rebound by P. Zipser,,117,121
496,1OT,0:04.0,D. McDermott misses 3-pt jump shot from 27 ft,,117,121
497,1OT,0:03.0,,Defensive rebound by C. Capela,117,121
