,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
389,4,8:41.0,,J. Teague enters the game for A. Brooks,94,84
390,4,8:28.0,A. Williams makes 2-pt layup from 1 ft (assist by L. Barbosa),,96,84
391,4,8:12.0,,J. Teague makes 2-pt layup from 2 ft,96,86
392,4,7:47.0,P. Tucker misses 3-pt jump shot from 23 ft,,96,86
393,4,7:47.0,Offensive rebound by A. Williams,,96,86
394,4,7:47.0,,Loose ball foul by M. Turner (drawn by A. Williams),96,86
395,4,7:47.0,A. Williams makes free throw 1 of 2,,97,86
396,4,7:47.0,A. Williams makes free throw 2 of 2,,98,86
397,4,7:24.0,,T. Young makes 2-pt jump shot from 21 ft (assist by M. Ellis),98,88
398,4,7:00.0,T. Ulis misses 3-pt jump shot from 24 ft,,98,88
399,4,6:59.0,Offensive rebound by A. Williams,,98,88
400,4,6:41.0,L. Barbosa makes 3-pt jump shot from 25 ft (assist by J. Dudley),,101,88
401,4,6:20.0,,Turnover by M. Ellis (lost ball; steal by L. Barbosa),101,88
402,4,6:14.0,L. Barbosa misses 2-pt layup at rim,,101,88
403,4,6:14.0,,Defensive rebound by M. Turner,101,88
404,4,6:06.0,,M. Turner makes 2-pt jump shot from 10 ft,101,90
405,4,5:42.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by T. Ulis),,104,90
406,4,5:29.0,,Indiana full timeout,104,90
407,4,5:23.0,,Personal foul by T. Ulis (drawn by J. Teague),104,90
408,4,5:15.0,,Turnover by J. Teague (bad pass; steal by T. Ulis),104,90
409,4,4:51.0,P. Tucker misses 2-pt jump shot from 13 ft,,104,90
410,4,4:50.0,,Defensive rebound by J. Teague,104,90
411,4,4:41.0,,Shooting foul by A. Williams (drawn by M. Turner),104,90
412,4,4:41.0,,M. Turner misses free throw 1 of 2,104,90
413,4,4:41.0,,Offensive rebound by Team,104,90
414,4,4:41.0,,M. Turner makes free throw 2 of 2,104,91
415,4,4:23.0,T. Ulis makes 2-pt jump shot from 14 ft,,106,91
416,4,4:14.0,,Turnover by J. Teague (lost ball; steal by T. Ulis),106,91
417,4,3:51.0,T. Ulis makes 2-pt layup from 3 ft,,108,91
418,4,3:42.0,,J. Teague misses 2-pt layup at rim,108,91
419,4,3:40.0,Defensive rebound by A. Williams,,108,91
420,4,3:21.0,T. Ulis misses 3-pt jump shot from 27 ft,,108,91
421,4,3:21.0,,Defensive rebound by Team,108,91
422,4,3:21.0,Loose ball foul by A. Williams (drawn by M. Turner),,108,91
423,4,3:21.0,,M. Turner misses free throw 1 of 2,108,91
424,4,3:21.0,,Offensive rebound by Team,108,91
425,4,3:21.0,,M. Turner makes free throw 2 of 2,108,92
426,4,3:02.0,P. Tucker misses 2-pt layup from 1 ft,,108,92
427,4,3:00.0,Offensive rebound by A. Williams,,108,92
428,4,3:00.0,A. Williams makes 2-pt layup from 1 ft,,110,92
429,4,2:50.0,,M. Turner misses 3-pt jump shot from 26 ft,110,92
430,4,2:50.0,Defensive rebound by Team,,110,92
431,4,2:50.0,Phoenix full timeout,,110,92
432,4,2:50.0,,K. Séraphin enters the game for T. Young,110,92
433,4,2:50.0,,J. Young enters the game for M. Turner,110,92
434,4,2:50.0,,G. Niang enters the game for M. Ellis,110,92
435,4,2:50.0,,A. Brooks enters the game for J. Teague,110,92
436,4,2:29.0,J. Dudley misses 3-pt jump shot from 22 ft,,110,92
437,4,2:28.0,Offensive rebound by A. Williams,,110,92
438,4,2:25.0,A. Williams makes 2-pt jump shot from 9 ft,,112,92
439,4,2:09.0,,G. Robinson misses 2-pt jump shot from 15 ft,112,92
440,4,2:09.0,Defensive rebound by A. Williams,,112,92
441,4,1:50.0,T. Ulis makes 2-pt jump shot from 14 ft,,114,92
442,4,1:36.0,,K. Séraphin misses 2-pt jump shot from 15 ft,114,92
443,4,1:34.0,Defensive rebound by P. Tucker,,114,92
444,4,1:13.0,J. Dudley makes 2-pt jump shot from 20 ft (assist by T. Ulis),,116,92
445,4,1:02.0,,J. Young misses 3-pt jump shot from 27 ft,116,92
446,4,1:00.0,Defensive rebound by A. Williams,,116,92
447,4,0:44.0,T. Ulis misses 2-pt jump shot from 19 ft,,116,92
448,4,0:43.0,,Defensive rebound by A. Brooks,116,92
449,4,0:37.0,,G. Robinson makes 2-pt dunk at rim (assist by G. Niang),116,94
450,4,0:13.0,Turnover by Team (shot clock),,116,94
451,4,0:04.0,,J. Young makes 2-pt jump shot from 15 ft,116,96
