,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
382,4,7:55.0,,Offensive rebound by Team,89,90
383,4,7:55.0,Loose ball foul by P. Millsap (drawn by D. Gallinari),,89,90
384,4,7:55.0,M. Delaney enters the game for D. Schröder,,89,90
385,4,7:55.0,,N. Jokić enters the game for D. Arthur,89,90
386,4,7:48.0,,Turnover by J. Murray (lost ball; steal by D. Bembry),89,90
387,4,7:28.0,P. Millsap misses 2-pt layup from 3 ft,,89,90
388,4,7:27.0,,Defensive rebound by N. Jokić,89,90
389,4,7:26.0,,Personal foul by K. Humphries (drawn by N. Jokić),89,90
390,4,7:26.0,T. Sefolosha enters the game for K. Humphries,,89,90
391,4,7:07.0,,D. Gallinari misses 2-pt jump shot from 3 ft,89,90
392,4,7:05.0,,Offensive rebound by D. Gallinari,89,90
393,4,7:04.0,,D. Gallinari makes 2-pt jump shot from 6 ft,89,92
394,4,6:46.0,K. Bazemore misses 2-pt jump shot from 11 ft,,89,92
395,4,6:46.0,,Defensive rebound by N. Jokić,89,92
396,4,6:38.0,,Turnover by N. Jokić (lost ball; steal by T. Sefolosha),89,92
397,4,6:32.0,D. Bembry makes 2-pt layup from 3 ft,,91,92
398,4,6:12.0,,N. Jokić misses 2-pt jump shot from 9 ft,91,92
399,4,6:11.0,,Offensive rebound by J. Nelson,91,92
400,4,6:09.0,,Shooting foul by K. Bazemore (drawn by D. Gallinari),91,92
401,4,6:09.0,,D. Gallinari makes free throw 1 of 2,91,93
402,4,6:09.0,D. Schröder enters the game for K. Bazemore,,91,93
403,4,6:09.0,,G. Harris enters the game for J. Murray,91,93
404,4,6:09.0,,D. Gallinari makes free throw 2 of 2,91,94
405,4,5:54.0,D. Schröder makes 2-pt layup from 2 ft,,93,94
406,4,5:54.0,,Denver full timeout,93,94
407,4,5:54.0,,E. Mudiay enters the game for D. Gallinari,93,94
408,4,5:54.0,,W. Chandler enters the game for J. Nelson,93,94
409,4,5:33.0,,G. Harris makes 2-pt jump shot from 5 ft,93,96
410,4,5:24.0,D. Schröder misses 2-pt layup from 2 ft (block by N. Jokić),,93,96
411,4,5:23.0,,Defensive rebound by Team,93,96
412,4,5:13.0,,Personal foul by P. Millsap (drawn by N. Jokić),93,96
413,4,5:13.0,,N. Jokić misses free throw 1 of 2,93,96
414,4,5:13.0,,Offensive rebound by Team,93,96
415,4,5:13.0,,N. Jokić makes free throw 2 of 2,93,97
416,4,5:00.0,P. Millsap misses 2-pt layup from 2 ft (block by N. Jokić),,93,97
417,4,4:59.0,,Defensive rebound by W. Chandler,93,97
418,4,4:59.0,,Offensive foul by N. Jokić (drawn by D. Bembry),93,97
419,4,4:59.0,,Turnover by N. Jokić (offensive foul),93,97
420,4,4:59.0,,D. Arthur enters the game for N. Jokić,93,97
421,4,4:59.0,K. Bazemore enters the game for T. Sefolosha,,93,97
422,4,4:50.0,Turnover by K. Bazemore (traveling),,93,97
423,4,4:50.0,Technical foul by Team,,93,97
424,4,4:50.0,,W. Barton makes technical free throw,93,98
425,4,4:33.0,,W. Chandler misses 2-pt layup from 1 ft,93,98
426,4,4:32.0,Defensive rebound by D. Schröder,,93,98
427,4,4:15.0,P. Millsap misses 2-pt layup from 2 ft,,93,98
428,4,4:14.0,,Defensive rebound by E. Mudiay,93,98
429,4,4:09.0,,Shooting foul by M. Delaney (drawn by E. Mudiay),93,98
430,4,4:09.0,,E. Mudiay makes free throw 1 of 2,93,99
431,4,4:09.0,M. Muscala enters the game for D. Bembry,,93,99
432,4,4:09.0,,E. Mudiay makes free throw 2 of 2,93,100
433,4,3:54.0,D. Schröder makes 2-pt layup from 2 ft (assist by M. Muscala),,95,100
434,4,3:54.0,Shooting foul by W. Chandler (drawn by D. Schröder),,95,100
435,4,3:54.0,D. Schröder makes free throw 1 of 1,,96,100
436,4,3:42.0,,Turnover by D. Arthur (offensive foul),96,100
437,4,3:42.0,,Offensive foul by D. Arthur (drawn by M. Delaney),96,100
438,4,3:23.0,K. Bazemore misses 3-pt jump shot from 26 ft,,96,100
439,4,3:22.0,,Defensive rebound by E. Mudiay,96,100
440,4,3:16.0,,E. Mudiay makes 2-pt layup from 1 ft,96,102
441,4,2:58.0,Shooting foul by W. Chandler (drawn by P. Millsap),,96,102
442,4,2:58.0,Official timeout,,96,102
443,4,2:58.0,P. Millsap makes free throw 1 of 2,,97,102
444,4,2:58.0,T. Sefolosha enters the game for K. Bazemore,,96,102
445,4,2:58.0,,N. Jokić enters the game for D. Arthur,96,102
446,4,2:58.0,P. Millsap misses free throw 2 of 2,,97,102
447,4,2:56.0,Offensive rebound by P. Millsap,,97,102
448,4,2:53.0,Atlanta full timeout,,97,102
449,4,2:50.0,M. Muscala makes 3-pt jump shot from 27 ft (assist by T. Sefolosha),,100,102
450,4,2:30.0,,W. Barton makes 2-pt jump shot from 11 ft (assist by E. Mudiay),100,104
451,4,2:15.0,D. Schröder misses 2-pt layup from 2 ft,,100,104
452,4,2:14.0,,Defensive rebound by W. Chandler,100,104
453,4,2:04.0,,Shooting foul by M. Muscala (drawn by E. Mudiay),100,104
454,4,2:04.0,,E. Mudiay makes free throw 1 of 2,100,105
455,4,2:04.0,,D. Arthur enters the game for N. Jokić,100,105
456,4,2:04.0,,E. Mudiay makes free throw 2 of 2,100,106
457,4,1:49.0,P. Millsap misses 3-pt jump shot from 26 ft,,100,106
458,4,1:48.0,,Defensive rebound by W. Chandler,100,106
459,4,1:43.0,,Personal foul by M. Delaney (drawn by E. Mudiay),100,106
460,4,1:43.0,,E. Mudiay makes free throw 1 of 2,100,107
461,4,1:43.0,,E. Mudiay makes free throw 2 of 2,100,108
462,4,1:38.0,Personal foul by G. Harris (drawn by D. Schröder),,100,108
463,4,1:38.0,D. Schröder makes free throw 1 of 2,,101,108
464,4,1:38.0,D. Schröder makes free throw 2 of 2,,102,108
465,4,1:13.0,,E. Mudiay misses 3-pt jump shot from 23 ft,102,108
466,4,1:12.0,Defensive rebound by D. Schröder,,102,108
467,4,1:08.0,Shooting foul by D. Arthur (drawn by D. Schröder),,102,108
468,4,1:08.0,D. Schröder makes free throw 1 of 2,,103,108
469,4,1:08.0,,N. Jokić enters the game for D. Arthur,103,108
470,4,1:08.0,D. Schröder makes free throw 2 of 2,,104,108
471,4,0:44.0,,W. Barton misses 3-pt jump shot from 26 ft,104,108
472,4,0:43.0,Defensive rebound by D. Schröder,,104,108
473,4,0:43.0,,Loose ball foul by N. Jokić (drawn by T. Sefolosha),104,108
474,4,0:43.0,,Technical foul by Team,104,108
475,4,0:43.0,D. Schröder makes technical free throw,,105,108
476,4,0:43.0,T. Sefolosha makes free throw 1 of 2,,106,108
477,4,0:43.0,,D. Arthur enters the game for N. Jokić,104,108
478,4,0:43.0,T. Sefolosha makes free throw 2 of 2,,107,108
479,4,0:43.0,,Denver full timeout,107,108
480,4,0:33.0,,W. Chandler misses 2-pt jump shot from 6 ft,107,108
481,4,0:33.0,Defensive rebound by P. Millsap,,107,108
482,4,0:18.0,D. Schröder misses 2-pt layup from 3 ft (block by G. Harris),,107,108
483,4,0:16.0,,Defensive rebound by E. Mudiay,107,108
484,4,0:16.0,,Turnover by E. Mudiay (step out of bounds),107,108
485,4,0:16.0,Atlanta full timeout,,107,108
486,4,0:06.0,Shooting foul by D. Arthur (drawn by P. Millsap),,107,108
487,4,0:06.0,P. Millsap makes free throw 1 of 2,,108,108
488,4,0:06.0,,K. Faried enters the game for G. Harris,108,108
489,4,0:06.0,K. Humphries enters the game for M. Delaney,,108,108
490,4,0:06.0,K. Bazemore enters the game for K. Humphries,,109,108
491,4,0:06.0,,G. Harris enters the game for K. Faried,109,108
492,4,0:06.0,P. Millsap makes free throw 2 of 2,,109,108
493,4,0:06.0,,Denver full timeout,109,108
494,4,0:02.0,,W. Chandler misses 2-pt jump shot from 3 ft,109,108
495,4,0:00.0,Defensive rebound by P. Millsap,,109,108
