,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
119,1,0:18.0,,K. O'Quinn makes 2-pt dunk at rim,18,26
120,1,0:03.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by T. Lawson),,21,26
121,1,0:01.0,,C. Anthony misses 3-pt jump shot from 64 ft,21,26
122,1,0:00.0,,Offensive rebound by Team,21,26
123,2,11:46.0,K. Koufos misses 2-pt hook shot from 8 ft,,21,26
124,2,11:45.0,Offensive rebound by Team,,21,26
125,2,11:38.0,M. Barnes misses 3-pt jump shot from 24 ft,,21,26
126,2,11:37.0,,Defensive rebound by S. Vujačić,21,26
127,2,11:22.0,,C. Anthony misses 2-pt jump shot from 18 ft,21,26
128,2,11:21.0,Defensive rebound by K. Koufos,,21,26
129,2,11:14.0,O. Casspi misses 3-pt jump shot from 26 ft,,21,26
130,2,11:13.0,,Defensive rebound by W. Hernangómez,21,26
131,2,11:04.0,,Shooting foul by K. Koufos (drawn by W. Hernangómez),21,26
132,2,11:04.0,,W. Hernangómez makes free throw 1 of 2,21,27
133,2,11:04.0,,W. Hernangómez makes free throw 2 of 2,21,28
134,2,10:48.0,Turnover by T. Lawson (bad pass),,21,28
135,2,10:48.0,Violation by M. Barnes (kicked ball),,21,28
136,2,10:40.0,,Turnover by B. Jennings (bad pass),21,28
137,2,10:28.0,M. Barnes misses 2-pt jump shot from 4 ft,,21,28
138,2,10:27.0,Offensive rebound by K. Koufos,,21,28
139,2,10:22.0,O. Casspi misses 2-pt layup at rim,,21,28
140,2,10:21.0,,Defensive rebound by S. Vujačić,21,28
141,2,10:10.0,,C. Anthony makes 2-pt dunk at rim,21,30
142,2,10:02.0,O. Casspi makes 2-pt layup from 2 ft (assist by G. Temple),,23,30
143,2,9:50.0,,W. Hernangómez makes 2-pt layup at rim (assist by B. Jennings),23,32
144,2,9:42.0,T. Lawson misses 2-pt layup at rim (block by W. Hernangómez),,23,32
145,2,9:41.0,,Defensive rebound by Team,23,32
146,2,9:29.0,,C. Anthony makes 2-pt jump shot from 10 ft (assist by W. Hernangómez),23,34
147,2,9:23.0,Sacramento full timeout,,23,34
148,2,9:23.0,R. Gay enters the game for O. Casspi,,23,34
149,2,9:11.0,R. Gay misses 2-pt jump shot from 17 ft,,23,34
150,2,9:10.0,,Defensive rebound by K. Porziņģis,23,34
151,2,9:03.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,23,34
152,2,9:02.0,,Offensive rebound by S. Vujačić,23,34
153,2,8:55.0,,K. Porziņģis makes 2-pt dunk at rim (assist by W. Hernangómez),23,36
154,2,8:40.0,M. Barnes misses 2-pt jump shot from 18 ft,,23,36
155,2,8:39.0,Offensive rebound by K. Koufos,,23,36
156,2,8:39.0,K. Koufos misses 2-pt layup at rim,,23,36
157,2,8:38.0,,Defensive rebound by W. Hernangómez,23,36
158,2,8:27.0,,C. Anthony misses 2-pt layup from 1 ft,23,36
159,2,8:26.0,Defensive rebound by G. Temple,,23,36
160,2,8:21.0,G. Temple makes 2-pt layup from 1 ft,,25,36
161,2,8:00.0,,K. Porziņģis misses 2-pt jump shot from 21 ft,25,36
162,2,7:59.0,Defensive rebound by K. Koufos,,25,36
163,2,7:55.0,Turnover by T. Lawson (bad pass; steal by S. Vujačić),,25,36
164,2,7:47.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by S. Vujačić),25,39
165,2,7:38.0,M. Barnes misses 2-pt jump shot from 23 ft,,25,39
166,2,7:37.0,,Defensive rebound by S. Vujačić,25,39
167,2,7:32.0,,K. Porziņģis misses 2-pt layup from 3 ft (block by G. Temple),25,39
168,2,7:31.0,,Offensive rebound by K. Porziņģis,25,39
169,2,7:29.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,25,39
170,2,7:28.0,Defensive rebound by G. Temple,,25,39
171,2,7:25.0,Turnover by G. Temple (lost ball),,25,39
172,2,7:25.0,D. Cousins enters the game for M. Barnes,,25,39
173,2,7:10.0,,B. Jennings makes 3-pt jump shot from 26 ft,25,42
174,2,6:51.0,R. Gay makes 2-pt jump shot from 15 ft,,27,42
175,2,6:42.0,,Turnover by B. Jennings (lost ball; steal by T. Lawson),27,42
176,2,6:37.0,D. Collison enters the game for T. Lawson,,27,42
177,2,6:26.0,K. Koufos misses 2-pt layup from 1 ft,,27,42
178,2,6:25.0,Offensive rebound by K. Koufos,,27,42
179,2,6:21.0,K. Koufos misses 2-pt layup at rim,,27,42
180,2,6:20.0,,Defensive rebound by K. Porziņģis,27,42
181,2,6:07.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),27,45
182,2,5:59.0,Sacramento full timeout,,27,45
183,2,5:59.0,Official timeout,,27,45
184,2,5:59.0,,M. Kuzminskas enters the game for K. Porziņģis,27,45
185,2,5:47.0,D. Cousins misses 2-pt jump shot from 4 ft,,27,45
186,2,5:46.0,,Defensive rebound by W. Hernangómez,27,45
187,2,5:22.0,,S. Vujačić makes 3-pt jump shot from 26 ft (assist by M. Kuzminskas),27,48
188,2,5:05.0,D. Cousins misses 2-pt jump shot from 19 ft,,27,48
189,2,5:04.0,Offensive rebound by R. Gay,,27,48
190,2,4:58.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Gay),,29,48
191,2,4:50.0,,B. Jennings misses 3-pt jump shot from 25 ft,29,48
192,2,4:49.0,Defensive rebound by D. Cousins,,29,48
193,2,4:48.0,Turnover by D. Collison (traveling),,29,48
194,2,4:42.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,29,48
195,2,4:41.0,Defensive rebound by G. Temple,,29,48
196,2,4:31.0,R. Gay makes 2-pt layup from 1 ft,,31,48
197,2,4:10.0,,C. Anthony misses 2-pt jump shot from 17 ft,31,48
198,2,4:09.0,Defensive rebound by D. Cousins,,31,48
199,2,4:00.0,D. Collison makes 2-pt layup from 1 ft,,33,48
200,2,4:00.0,,New York full timeout,33,48
201,2,4:00.0,,D. Rose enters the game for C. Anthony,33,48
202,2,4:00.0,,J. Noah enters the game for W. Hernangómez,33,48
203,2,4:00.0,,K. Porziņģis enters the game for S. Vujačić,33,48
204,2,3:42.0,,Turnover by M. Kuzminskas (lost ball; steal by D. Collison),33,48
205,2,3:37.0,R. Gay misses 2-pt layup from 1 ft,,33,48
206,2,3:36.0,Offensive rebound by D. Collison,,33,48
207,2,3:35.0,D. Collison misses 2-pt layup from 1 ft,,33,48
208,2,3:34.0,,Defensive rebound by K. Porziņģis,33,48
209,2,3:23.0,,Turnover by D. Rose (bad pass; steal by D. Collison),33,48
210,2,3:15.0,Personal foul by M. Kuzminskas (drawn by D. Collison),,33,48
211,2,3:15.0,W. Cauley-Stein enters the game for K. Koufos,,33,48
212,2,3:05.0,Shooting foul by J. Noah (drawn by D. Cousins),,33,48
213,2,3:05.0,D. Cousins makes free throw 1 of 2,,34,48
214,2,3:05.0,D. Cousins makes free throw 2 of 2,,35,48
215,2,2:51.0,,Turnover by D. Rose (bad pass; steal by G. Temple),35,48
216,2,2:45.0,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Collison),,38,48
217,2,2:25.0,,M. Kuzminskas makes 3-pt jump shot from 23 ft (assist by D. Rose),38,51
218,2,2:13.0,Def 3 sec tech foul by K. Porziņģis,,38,51
219,2,2:13.0,R. Gay makes technical free throw,,39,51
220,2,2:13.0,,C. Anthony enters the game for M. Kuzminskas,39,51
221,2,2:13.0,,J. Holiday enters the game for B. Jennings,39,51
222,2,2:03.0,R. Gay misses 3-pt jump shot from 25 ft,,39,51
223,2,2:02.0,,Defensive rebound by D. Rose,39,51
224,2,1:53.0,,D. Rose makes 2-pt hook shot from 8 ft,39,53
225,2,1:29.0,D. Cousins misses 2-pt jump shot from 15 ft,,39,53
226,2,1:28.0,,Defensive rebound by C. Anthony,39,53
227,2,1:20.0,Violation by D. Collison (kicked ball),,39,53
228,2,1:06.0,,K. Porziņģis misses 2-pt jump shot from 21 ft,39,53
229,2,1:05.0,Defensive rebound by R. Gay,,39,53
230,2,0:55.0,Turnover by D. Cousins (bad pass; steal by J. Holiday),,39,53
231,2,0:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,39,53
232,2,0:48.0,Defensive rebound by R. Gay,,39,53
233,2,0:34.0,W. Cauley-Stein misses 2-pt jump shot from 3 ft,,39,53
234,2,0:33.0,Offensive rebound by W. Cauley-Stein,,39,53
235,2,0:33.0,W. Cauley-Stein makes 2-pt layup from 3 ft,,41,53
236,2,0:25.0,,D. Rose makes 2-pt jump shot from 17 ft,41,55
237,2,0:02.0,R. Gay misses 2-pt jump shot from 6 ft,,41,55
238,2,0:00.0,,Defensive rebound by J. Holiday,41,55
239,3,11:46.0,Personal foul by J. Noah (drawn by D. Cousins),,41,55
240,3,11:33.0,D. Cousins misses 2-pt jump shot from 13 ft,,41,55
241,3,11:32.0,,Defensive rebound by C. Anthony,41,55
242,3,11:15.0,,J. Noah misses 2-pt layup from 2 ft,41,55
243,3,11:14.0,,Offensive rebound by K. Porziņģis,41,55
244,3,11:14.0,,K. Porziņģis makes 2-pt dunk at rim,41,57
245,3,10:50.0,D. Cousins misses 2-pt jump shot from 6 ft,,41,57
246,3,10:49.0,,Defensive rebound by J. Holiday,41,57
247,3,10:38.0,,C. Anthony misses 3-pt jump shot from 26 ft,41,57
248,3,10:37.0,,Offensive rebound by J. Holiday,41,57
249,3,10:27.0,,Shooting foul by D. Collison (drawn by D. Rose),41,57
250,3,10:27.0,,D. Rose makes free throw 1 of 2,41,58
251,3,10:27.0,,D. Rose makes free throw 2 of 2,41,59
252,3,10:08.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by D. Collison),,44,59
253,3,9:57.0,,K. Porziņģis misses 2-pt jump shot from 4 ft,44,59
254,3,9:56.0,,Offensive rebound by J. Noah,44,59
255,3,9:56.0,,J. Noah makes 2-pt layup from 1 ft,44,61
256,3,9:42.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Collison),,47,61
257,3,9:29.0,,C. Anthony makes 2-pt jump shot from 10 ft,47,63
258,3,9:17.0,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),,50,63
259,3,9:02.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Holiday),50,66
260,3,8:39.0,K. Koufos misses 2-pt jump shot from 7 ft,,50,66
261,3,8:38.0,,Defensive rebound by J. Noah,50,66
262,3,8:28.0,,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by D. Rose),50,68
263,3,8:20.0,Turnover by D. Collison (bad pass),,50,68
264,3,8:20.0,W. Cauley-Stein enters the game for K. Koufos,,50,68
265,3,7:59.0,,K. Porziņģis makes 2-pt layup from 3 ft,50,70
266,3,7:35.0,Turnover by D. Cousins (bad pass; steal by J. Holiday),,50,70
267,3,7:31.0,,Turnover by J. Holiday (lost ball; steal by A. Afflalo),50,70
268,3,7:26.0,Personal foul by J. Noah (drawn by W. Cauley-Stein),,50,70
269,3,7:26.0,W. Cauley-Stein misses free throw 1 of 2,,50,70
270,3,7:26.0,Offensive rebound by Team,,50,70
271,3,7:26.0,W. Cauley-Stein misses free throw 2 of 2,,50,70
272,3,7:26.0,O. Casspi enters the game for A. Afflalo,,50,70
273,3,7:25.0,,Defensive rebound by K. Porziņģis,50,70
274,3,7:09.0,,C. Anthony misses 3-pt jump shot from 26 ft,50,70
275,3,7:08.0,Defensive rebound by O. Casspi,,50,70
276,3,7:02.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),,53,70
277,3,6:51.0,,D. Rose makes 2-pt layup from 1 ft,53,72
278,3,6:37.0,D. Cousins misses 3-pt jump shot from 25 ft,,53,72
279,3,6:37.0,,Defensive rebound by D. Rose,53,72
280,3,6:35.0,,Turnover by D. Rose (traveling),53,72
281,3,6:16.0,R. Gay makes 2-pt jump shot from 7 ft (assist by O. Casspi),,55,72
282,3,6:02.0,,J. Holiday misses 3-pt jump shot from 25 ft,55,72
283,3,6:02.0,Defensive rebound by R. Gay,,55,72
284,3,5:52.0,D. Collison makes 3-pt jump shot from 26 ft,,58,72
285,3,5:37.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,58,72
286,3,5:36.0,Defensive rebound by W. Cauley-Stein,,58,72
287,3,5:32.0,Personal foul by K. Porziņģis (drawn by D. Cousins),,58,72
288,3,5:32.0,,New York full timeout,58,72
289,3,5:32.0,,K. O'Quinn enters the game for K. Porziņģis,58,72
290,3,5:32.0,,L. Thomas enters the game for J. Noah,58,72
291,3,5:18.0,D. Cousins misses 2-pt hook shot from 7 ft,,58,72
292,3,5:17.0,Offensive rebound by D. Cousins,,58,72
293,3,5:16.0,D. Cousins makes 2-pt layup from 2 ft,,60,72
294,3,5:16.0,Shooting foul by K. O'Quinn (drawn by D. Cousins),,60,72
295,3,5:16.0,D. Cousins makes free throw 1 of 1,,61,72
296,3,4:51.0,,C. Anthony misses 2-pt jump shot from 15 ft,61,72
297,3,4:50.0,Defensive rebound by D. Cousins,,61,72
298,3,4:42.0,Personal foul by J. Holiday (drawn by R. Gay),,61,72
299,3,4:42.0,R. Gay makes free throw 1 of 2,,62,72
300,3,4:42.0,R. Gay makes free throw 2 of 2,,63,72
301,3,4:27.0,,D. Rose misses 2-pt jump shot from 11 ft,63,72
302,3,4:26.0,Defensive rebound by Team,,63,72
303,3,4:17.0,Shooting foul by C. Anthony (drawn by D. Collison),,63,72
304,3,4:17.0,D. Collison makes free throw 1 of 2,,64,72
305,3,4:17.0,D. Collison makes free throw 2 of 2,,65,72
306,3,4:01.0,,New York full timeout,65,72
307,3,3:53.0,,C. Anthony misses 2-pt jump shot from 17 ft (block by D. Cousins),65,72
308,3,3:52.0,,Offensive rebound by Team,65,72
309,3,3:52.0,,Turnover by Team (shot clock),65,72
310,3,3:43.0,Personal foul by L. Thomas (drawn by D. Collison),,65,72
311,3,3:43.0,D. Collison makes free throw 1 of 2,,66,72
312,3,3:43.0,,B. Jennings enters the game for D. Rose,66,72
313,3,3:43.0,,S. Vujačić enters the game for J. Holiday,66,72
314,3,3:43.0,D. Collison makes free throw 2 of 2,,67,72
315,3,3:26.0,,Offensive foul by L. Thomas (drawn by D. Cousins),67,72
316,3,3:26.0,,Turnover by L. Thomas (offensive foul),67,72
317,3,3:13.0,Shooting foul by K. O'Quinn (drawn by D. Cousins),,67,72
318,3,3:13.0,D. Cousins makes free throw 1 of 2,,68,72
319,3,3:13.0,D. Cousins makes free throw 2 of 2,,69,72
320,3,2:55.0,,Turnover by L. Thomas (traveling),69,72
321,3,2:55.0,Sacramento full timeout,,69,72
322,3,2:55.0,M. Barnes enters the game for R. Gay,,69,72
323,3,2:38.0,D. Cousins misses 2-pt jump shot from 19 ft,,69,72
324,3,2:37.0,,Defensive rebound by L. Thomas,69,72
325,3,2:17.0,,Personal foul by D. Collison (drawn by B. Jennings),69,72
326,3,2:17.0,,W. Hernangómez enters the game for C. Anthony,69,72
327,3,2:10.0,,K. O'Quinn misses 2-pt dunk at rim,69,72
328,3,2:09.0,Defensive rebound by M. Barnes,,69,72
329,3,2:03.0,M. Barnes misses 3-pt jump shot from 25 ft,,69,72
330,3,2:02.0,,Defensive rebound by K. O'Quinn,69,72
331,3,1:55.0,,Turnover by B. Jennings (bad pass; steal by M. Barnes),69,72
332,3,1:52.0,Shooting foul by S. Vujačić (drawn by O. Casspi),,69,72
333,3,1:52.0,O. Casspi makes free throw 1 of 2,,70,72
334,3,1:52.0,O. Casspi makes free throw 2 of 2,,71,72
335,3,1:38.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by B. Jennings),71,74
336,3,1:24.0,W. Cauley-Stein makes 2-pt hook shot from 3 ft (assist by M. Barnes),,73,74
337,3,1:04.0,,Shooting foul by W. Cauley-Stein (drawn by L. Thomas),73,74
338,3,1:04.0,,L. Thomas makes free throw 1 of 2,73,75
339,3,1:04.0,,L. Thomas makes free throw 2 of 2,73,76
340,3,0:54.0,D. Collison misses 2-pt layup from 3 ft (block by K. O'Quinn),,73,76
341,3,0:53.0,Offensive rebound by D. Cousins,,73,76
342,3,0:48.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),,75,76
343,3,0:35.0,,Shooting foul by W. Cauley-Stein (drawn by B. Jennings),75,76
344,3,0:35.0,,B. Jennings makes free throw 1 of 3,75,77
345,3,0:35.0,,B. Jennings makes free throw 2 of 3,75,78
346,3,0:35.0,,B. Jennings makes free throw 3 of 3,75,79
347,3,0:19.0,M. Barnes makes 2-pt layup from 2 ft,,77,79
348,3,0:01.0,,B. Jennings makes 2-pt jump shot from 22 ft,77,81
349,4,11:43.0,,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by S. Vujačić),77,83
350,4,11:23.0,D. Cousins misses 2-pt jump shot from 5 ft (block by K. Porziņģis),,77,83
351,4,11:22.0,Offensive rebound by D. Cousins,,77,83
352,4,11:21.0,Shooting foul by W. Hernangómez (drawn by D. Cousins),,77,83
353,4,11:21.0,D. Cousins makes free throw 1 of 2,,78,83
354,4,11:21.0,D. Cousins makes free throw 2 of 2,,79,83
355,4,11:06.0,,S. Vujačić makes 2-pt jump shot from 18 ft,79,85
356,4,10:39.0,M. Barnes misses 2-pt jump shot from 21 ft,,79,85
357,4,10:38.0,Offensive rebound by D. Cousins,,79,85
358,4,10:38.0,D. Cousins misses 2-pt dunk at rim,,79,85
359,4,10:37.0,,Defensive rebound by W. Hernangómez,79,85
360,4,10:33.0,,Shooting foul by D. Collison (drawn by K. Porziņģis),79,85
361,4,10:33.0,,K. Porziņģis makes free throw 1 of 2,79,86
362,4,10:33.0,,K. Porziņģis makes free throw 2 of 2,79,87
363,4,10:19.0,Shooting foul by K. Porziņģis (drawn by D. Cousins),,79,87
364,4,10:19.0,D. Cousins makes 2-pt layup at rim,,81,87
365,4,10:19.0,,J. Noah enters the game for W. Hernangómez,81,87
366,4,10:19.0,D. Cousins makes free throw 1 of 1,,82,87
367,4,10:06.0,,L. Thomas misses 3-pt jump shot from 23 ft,82,87
368,4,10:05.0,,Offensive rebound by K. Porziņģis,82,87
369,4,10:03.0,,Turnover by K. Porziņģis (bad pass; steal by W. Cauley-Stein),82,87
370,4,9:49.0,D. Collison misses 2-pt jump shot from 18 ft,,82,87
371,4,9:48.0,,Defensive rebound by L. Thomas,82,87
372,4,9:35.0,,L. Thomas misses 3-pt jump shot from 24 ft,82,87
373,4,9:34.0,Defensive rebound by O. Casspi,,82,87
374,4,9:22.0,M. Barnes misses 2-pt layup from 3 ft (block by K. Porziņģis),,82,87
375,4,9:21.0,,Defensive rebound by B. Jennings,82,87
376,4,9:20.0,,Personal foul by O. Casspi (drawn by B. Jennings),82,87
377,4,9:20.0,,D. Rose enters the game for L. Thomas,82,87
378,4,9:04.0,,Turnover by D. Rose (lost ball; steal by O. Casspi),82,87
379,4,9:00.0,O. Casspi makes 2-pt layup from 2 ft,,84,87
380,4,8:43.0,,Turnover by B. Jennings (bad pass; steal by O. Casspi),84,87
381,4,8:34.0,D. Cousins misses 3-pt jump shot from 25 ft,,84,87
