,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
108,1,0:48.0,A. Jefferson makes free throw 2 of 2,,19,18
109,1,0:36.0,,T. Johnson misses 2-pt jump shot from 19 ft,19,18
110,1,0:35.0,Defensive rebound by C. Miles,,19,18
111,1,0:32.0,Shooting foul by J. Johnson (drawn by R. Stuckey),,19,18
112,1,0:32.0,R. Stuckey makes free throw 1 of 2,,20,18
113,1,0:32.0,R. Stuckey makes free throw 2 of 2,,21,18
114,1,0:20.0,,Shooting foul by A. Brooks (drawn by T. Johnson),21,18
115,1,0:20.0,,T. Johnson misses free throw 1 of 2,21,18
116,1,0:20.0,,Offensive rebound by Team,21,18
117,1,0:20.0,,T. Johnson misses free throw 2 of 2,21,18
118,1,0:19.0,Defensive rebound by G. Robinson,,21,18
119,1,0:03.0,Turnover by R. Stuckey (lost ball),,21,18
120,1,0:00.0,,J. Johnson makes 2-pt jump shot from 20 ft,21,20
121,2,11:44.0,A. Jefferson misses 2-pt layup from 1 ft,,21,20
122,2,11:43.0,,Defensive rebound by W. Reed,21,20
123,2,11:34.0,,J. Winslow misses 2-pt jump shot from 8 ft,21,20
124,2,11:33.0,,Offensive rebound by W. Reed,21,20
125,2,11:32.0,,W. Reed makes 2-pt dunk from 1 ft (assist by J. Winslow),21,22
126,2,11:18.0,Personal foul by J. Winslow (drawn by G. Robinson),,21,22
127,2,11:12.0,A. Brooks misses 2-pt hook shot from 7 ft,,21,22
128,2,11:11.0,Offensive rebound by A. Jefferson,,21,22
129,2,11:10.0,A. Jefferson makes 2-pt layup at rim,,23,22
130,2,10:49.0,,J. Richardson misses 2-pt jump shot from 20 ft,23,22
131,2,10:48.0,Defensive rebound by A. Jefferson,,23,22
132,2,10:33.0,A. Jefferson misses 2-pt jump shot from 12 ft,,23,22
133,2,10:32.0,,Defensive rebound by W. Reed,23,22
134,2,10:27.0,,Personal foul by R. Stuckey (drawn by J. Richardson),23,22
135,2,10:17.0,,Shooting foul by A. Brooks (drawn by T. Johnson),23,22
136,2,10:17.0,,T. Johnson makes free throw 1 of 2,23,23
137,2,10:17.0,,T. Johnson makes free throw 2 of 2,23,24
138,2,10:03.0,C. Miles misses 3-pt jump shot from 23 ft,,23,24
139,2,10:02.0,,Defensive rebound by J. Winslow,23,24
140,2,9:50.0,,J. Johnson makes 2-pt layup from 2 ft (assist by T. Johnson),23,26
141,2,9:32.0,C. Miles misses 2-pt jump shot from 11 ft (block by T. Johnson),,23,26
142,2,9:31.0,,Defensive rebound by T. Johnson,23,26
143,2,9:24.0,,Personal foul by A. Brooks (drawn by T. Johnson),23,26
144,2,9:24.0,J. Teague enters the game for A. Brooks,,23,26
145,2,9:15.0,,J. Johnson misses 2-pt jump shot from 20 ft,23,26
146,2,9:14.0,Defensive rebound by R. Stuckey,,23,26
147,2,9:08.0,G. Robinson misses 2-pt dunk at rim,,23,26
148,2,9:07.0,,Defensive rebound by J. Richardson,23,26
149,2,8:58.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),23,29
150,2,8:48.0,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Teague),,26,29
151,2,8:31.0,,Shooting foul by C. Miles (drawn by J. Johnson),26,29
152,2,8:31.0,Official timeout,,26,29
153,2,8:31.0,,J. Johnson misses free throw 1 of 2,26,29
154,2,8:31.0,,Offensive rebound by Team,26,29
155,2,8:31.0,P. George enters the game for G. Robinson,,26,29
156,2,8:31.0,M. Turner enters the game for A. Jefferson,,26,29
157,2,8:31.0,,J. Johnson makes free throw 2 of 2,26,30
158,2,8:18.0,C. Miles makes 3-pt jump shot from 25 ft (assist by J. Teague),,29,30
159,2,7:58.0,,J. Johnson makes 2-pt jump shot from 12 ft,29,32
160,2,7:43.0,C. Miles misses 3-pt jump shot from 25 ft,,29,32
161,2,7:42.0,,Defensive rebound by W. Reed,29,32
162,2,7:21.0,,J. Winslow makes 2-pt jump shot from 21 ft (assist by J. Richardson),29,34
163,2,7:05.0,Shooting block foul by J. Johnson (drawn by C. Miles),,29,34
164,2,7:05.0,C. Miles makes free throw 1 of 2,,30,34
165,2,7:05.0,T. Young enters the game for R. Stuckey,,30,34
166,2,7:05.0,C. Miles makes free throw 2 of 2,,31,34
167,2,6:46.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by J. Johnson),31,37
168,2,6:26.0,M. Turner makes 2-pt jump shot from 10 ft,,33,37
169,2,6:14.0,,J. Johnson misses 2-pt layup from 2 ft (block by M. Turner),33,37
170,2,6:13.0,Defensive rebound by M. Turner,,33,37
171,2,6:06.0,P. George makes 3-pt jump shot from 24 ft (assist by M. Turner),,36,37
172,2,6:05.0,,Miami full timeout,36,37
173,2,6:05.0,,G. Dragić enters the game for J. Johnson,36,37
174,2,6:05.0,,H. Whiteside enters the game for W. Reed,36,37
175,2,5:38.0,,H. Whiteside makes 2-pt hook shot from 8 ft,36,39
176,2,5:19.0,M. Turner misses 2-pt jump shot from 20 ft,,36,39
177,2,5:18.0,,Defensive rebound by H. Whiteside,36,39
178,2,5:14.0,,Personal foul by J. Teague (drawn by G. Dragić),36,39
179,2,5:14.0,,G. Dragić makes free throw 1 of 2,36,40
180,2,5:14.0,R. Stuckey enters the game for C. Miles,,36,40
181,2,5:14.0,,G. Dragić makes free throw 2 of 2,36,41
182,2,4:58.0,P. George misses 3-pt jump shot from 24 ft,,36,41
183,2,4:57.0,,Defensive rebound by J. Winslow,36,41
184,2,4:45.0,,J. Winslow misses 2-pt jump shot from 16 ft,36,41
185,2,4:43.0,,Offensive rebound by H. Whiteside,36,41
186,2,4:37.0,,H. Whiteside misses 2-pt hook shot from 6 ft,36,41
187,2,4:36.0,Defensive rebound by P. George,,36,41
188,2,4:24.0,R. Stuckey misses 3-pt jump shot from 25 ft,,36,41
189,2,4:23.0,,Defensive rebound by H. Whiteside,36,41
190,2,4:10.0,,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),36,43
191,2,3:51.0,J. Teague makes 3-pt jump shot from 26 ft,,39,43
192,2,3:33.0,,J. Richardson misses 3-pt jump shot from 24 ft,39,43
193,2,3:32.0,Defensive rebound by R. Stuckey,,39,43
194,2,3:25.0,,R. McGruder enters the game for J. Richardson,39,43
195,2,3:15.0,R. Stuckey makes 2-pt jump shot from 10 ft,,41,43
196,2,2:59.0,,T. Johnson makes 2-pt jump shot from 20 ft,41,45
197,2,2:48.0,Shooting foul by T. Johnson (drawn by J. Teague),,41,45
198,2,2:48.0,Indiana full timeout,,41,45
199,2,2:48.0,J. Teague makes free throw 1 of 2,,42,45
200,2,2:48.0,J. Teague makes free throw 2 of 2,,43,45
201,2,2:35.0,,Turnover by H. Whiteside (lost ball; steal by T. Young),43,45
202,2,2:33.0,R. Stuckey misses 2-pt layup from 2 ft (block by T. Johnson),,43,45
203,2,2:32.0,Offensive rebound by Team,,43,45
204,2,2:28.0,M. Turner makes 2-pt layup from 1 ft (assist by R. Stuckey),,45,45
205,2,2:05.0,,T. Johnson misses 3-pt jump shot from 25 ft,45,45
206,2,2:04.0,,Offensive rebound by H. Whiteside,45,45
207,2,2:03.0,,Shooting foul by M. Turner (drawn by H. Whiteside),45,45
208,2,2:03.0,,H. Whiteside makes free throw 1 of 2,45,46
209,2,2:03.0,,H. Whiteside misses free throw 2 of 2,45,46
210,2,2:02.0,Defensive rebound by T. Young,,45,46
211,2,1:46.0,P. George misses 3-pt jump shot from 24 ft,,45,46
212,2,1:45.0,,Defensive rebound by H. Whiteside,45,46
213,2,1:37.0,,Shooting foul by J. Teague (drawn by H. Whiteside),45,46
214,2,1:37.0,,H. Whiteside makes 2-pt hook shot from 6 ft (assist by G. Dragić),45,48
215,2,1:37.0,,H. Whiteside makes free throw 1 of 1,45,49
216,2,1:21.0,J. Teague misses 2-pt layup from 2 ft (block by H. Whiteside),,45,49
217,2,1:20.0,Offensive rebound by M. Turner,,45,49
218,2,1:11.0,P. George makes 3-pt jump shot from 27 ft,,48,49
219,2,1:00.0,,G. Dragić misses 2-pt jump shot from 18 ft,48,49
220,2,0:58.0,,Offensive rebound by H. Whiteside,48,49
221,2,0:57.0,,H. Whiteside makes 2-pt layup from 1 ft,48,51
222,2,0:52.0,R. Stuckey makes 2-pt layup from 1 ft (assist by M. Turner),,50,51
223,2,0:47.0,,Miami full timeout,50,51
224,2,0:47.0,,J. Richardson enters the game for R. McGruder,50,51
225,2,0:47.0,,J. Johnson enters the game for H. Whiteside,50,51
226,2,0:29.0,,G. Dragić misses 2-pt layup from 1 ft (block by M. Turner),50,51
227,2,0:28.0,,Offensive rebound by T. Johnson,50,51
228,2,0:24.0,,J. Winslow misses 3-pt jump shot from 22 ft,50,51
229,2,0:22.0,Defensive rebound by P. George,,50,51
230,2,0:22.0,T. Young makes 2-pt dunk at rim (assist by P. George),,52,51
231,2,0:00.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by J. Richardson),52,53
232,3,11:44.0,M. Turner misses 2-pt jump shot from 18 ft,,52,53
233,3,11:43.0,Offensive rebound by G. Robinson,,52,53
234,3,11:36.0,Personal foul by G. Dragić (drawn by J. Teague),,52,53
235,3,11:24.0,P. George makes 2-pt jump shot from 20 ft,,54,53
236,3,10:58.0,,Shooting foul by J. Teague (drawn by G. Dragić),54,53
237,3,10:58.0,,G. Dragić makes free throw 1 of 2,54,54
238,3,10:58.0,,G. Dragić misses free throw 2 of 2,54,54
239,3,10:57.0,Defensive rebound by T. Young,,54,54
240,3,10:43.0,G. Robinson misses 2-pt hook shot from 7 ft,,54,54
241,3,10:42.0,Offensive rebound by G. Robinson,,54,54
242,3,10:42.0,G. Robinson makes 2-pt jump shot from 3 ft,,56,54
243,3,10:42.0,Shooting foul by G. Dragić (drawn by G. Robinson),,56,54
244,3,10:42.0,G. Robinson misses free throw 1 of 1,,56,54
245,3,10:41.0,,Defensive rebound by H. Whiteside,56,54
246,3,10:25.0,,W. Ellington misses 3-pt jump shot from 25 ft,56,54
247,3,10:24.0,,Offensive rebound by J. McRoberts,56,54
248,3,10:16.0,,G. Dragić makes 2-pt jump shot from 16 ft (assist by J. McRoberts),56,56
249,3,10:11.0,J. Teague misses 2-pt layup from 2 ft,,56,56
250,3,10:10.0,Offensive rebound by M. Turner,,56,56
251,3,10:09.0,M. Turner makes 2-pt layup from 1 ft,,58,56
252,3,10:09.0,Shooting foul by W. Ellington (drawn by M. Turner),,58,56
253,3,10:09.0,M. Turner makes free throw 1 of 1,,59,56
254,3,9:51.0,,Turnover by W. Ellington (bad pass),59,56
255,3,9:42.0,J. Teague misses 3-pt jump shot from 25 ft,,59,56
256,3,9:41.0,,Defensive rebound by H. Whiteside,59,56
257,3,9:31.0,,G. Dragić misses 2-pt jump shot from 6 ft (block by M. Turner),59,56
258,3,9:30.0,Defensive rebound by J. Teague,,59,56
259,3,9:15.0,P. George makes 2-pt layup from 3 ft,,61,56
260,3,9:15.0,Shooting foul by H. Whiteside (drawn by P. George),,61,56
261,3,9:15.0,P. George makes free throw 1 of 1,,62,56
262,3,9:02.0,,W. Ellington makes 2-pt jump shot from 20 ft (assist by J. McRoberts),62,58
263,3,8:42.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),,65,58
264,3,8:24.0,,R. McGruder misses 3-pt jump shot from 25 ft,65,58
265,3,8:23.0,,Offensive rebound by Team,65,58
266,3,8:19.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),65,61
267,3,8:06.0,Turnover by J. Teague (bad pass; steal by G. Dragić),,65,61
268,3,8:02.0,,Shooting foul by J. Teague (drawn by R. McGruder),65,61
269,3,8:02.0,,R. McGruder makes free throw 1 of 2,65,62
270,3,8:02.0,R. Stuckey enters the game for J. Teague,,65,62
271,3,8:02.0,,R. McGruder makes free throw 2 of 2,65,63
272,3,7:50.0,M. Turner misses 2-pt jump shot from 18 ft,,65,63
273,3,7:49.0,,Defensive rebound by Team,65,63
274,3,7:49.0,Loose ball foul by P. George (drawn by R. McGruder),,65,63
275,3,7:34.0,,H. Whiteside misses 2-pt hook shot from 9 ft,65,63
276,3,7:33.0,,Offensive rebound by R. McGruder,65,63
277,3,7:23.0,,H. Whiteside misses 2-pt jump shot from 14 ft,65,63
278,3,7:22.0,Defensive rebound by R. Stuckey,,65,63
279,3,7:16.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,68,63
280,3,6:57.0,,G. Dragić makes 2-pt jump shot from 9 ft,68,65
281,3,6:40.0,P. George misses 2-pt jump shot from 17 ft,,68,65
282,3,6:39.0,,Defensive rebound by W. Ellington,68,65
283,3,6:23.0,,G. Dragić misses 3-pt jump shot from 25 ft,68,65
284,3,6:22.0,Defensive rebound by G. Robinson,,68,65
285,3,6:18.0,Indiana full timeout,,68,65
286,3,6:18.0,C. Miles enters the game for G. Robinson,,68,65
287,3,6:04.0,R. Stuckey misses 2-pt jump shot from 12 ft,,68,65
288,3,6:03.0,,Defensive rebound by R. McGruder,68,65
289,3,5:45.0,,W. Ellington misses 3-pt jump shot from 25 ft,68,65
290,3,5:44.0,Defensive rebound by M. Turner,,68,65
291,3,5:30.0,C. Miles makes 2-pt jump shot from 12 ft,,70,65
292,3,5:08.0,,Shooting foul by M. Turner (drawn by H. Whiteside),70,65
293,3,5:08.0,,H. Whiteside makes free throw 1 of 2,70,66
294,3,5:08.0,,H. Whiteside makes free throw 2 of 2,70,67
295,3,4:51.0,P. George misses 3-pt jump shot from 26 ft,,70,67
296,3,4:50.0,,Defensive rebound by H. Whiteside,70,67
297,3,4:40.0,,J. McRoberts makes 3-pt jump shot from 24 ft (assist by G. Dragić),70,70
298,3,4:19.0,R. Stuckey misses 2-pt jump shot from 4 ft (block by H. Whiteside),,70,70
299,3,4:18.0,Offensive rebound by Team,,70,70
300,3,4:18.0,,T. Johnson enters the game for W. Ellington,70,70
301,3,4:14.0,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Stuckey),,73,70
302,3,3:55.0,,G. Dragić makes 2-pt jump shot from 8 ft,73,72
303,3,3:37.0,T. Young misses 3-pt jump shot from 25 ft,,73,72
304,3,3:36.0,,Defensive rebound by G. Dragić,73,72
305,3,3:21.0,,Personal foul by M. Turner (drawn by H. Whiteside),73,72
306,3,3:21.0,,H. Whiteside misses free throw 1 of 2,73,72
307,3,3:21.0,,Offensive rebound by Team,73,72
308,3,3:21.0,,H. Whiteside misses free throw 2 of 2,73,72
309,3,3:21.0,,J. Richardson enters the game for R. McGruder,73,72
310,3,3:20.0,Defensive rebound by M. Turner,,73,72
311,3,3:01.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by P. George),,76,72
312,3,3:01.0,A. Jefferson enters the game for P. George,,76,72
313,3,3:01.0,G. Robinson enters the game for M. Turner,,76,72
314,3,2:38.0,,H. Whiteside misses 2-pt jump shot from 13 ft,76,72
315,3,2:37.0,Defensive rebound by R. Stuckey,,76,72
316,3,2:34.0,R. Stuckey misses 2-pt layup from 3 ft (block by T. Johnson),,76,72
317,3,2:33.0,,Defensive rebound by G. Dragić,76,72
318,3,2:24.0,,T. Johnson misses 3-pt jump shot from 25 ft,76,72
319,3,2:23.0,Defensive rebound by C. Miles,,76,72
320,3,2:08.0,,J. Johnson enters the game for J. McRoberts,76,72
321,3,2:01.0,R. Stuckey misses 2-pt jump shot from 17 ft,,76,72
322,3,2:00.0,,Defensive rebound by G. Dragić,76,72
323,3,1:57.0,,Turnover by G. Dragić (lost ball),76,72
324,3,1:47.0,Shooting foul by J. Johnson (drawn by R. Stuckey),,76,72
325,3,1:47.0,R. Stuckey misses free throw 1 of 2,,76,72
326,3,1:47.0,Offensive rebound by Team,,76,72
327,3,1:47.0,R. Stuckey makes free throw 2 of 2,,77,72
328,3,1:34.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Johnson),77,75
329,3,1:12.0,A. Jefferson makes 2-pt layup from 1 ft,,79,75
330,3,1:00.0,,Shooting foul by A. Jefferson (drawn by H. Whiteside),79,75
331,3,1:00.0,,H. Whiteside misses free throw 1 of 2,79,75
332,3,1:00.0,,Offensive rebound by Team,79,75
333,3,1:00.0,,J. Winslow enters the game for G. Dragić,79,75
334,3,1:00.0,A. Brooks enters the game for T. Young,,79,75
335,3,1:00.0,,H. Whiteside makes free throw 2 of 2,79,76
336,3,0:42.0,A. Jefferson misses 2-pt jump shot from 15 ft,,79,76
337,3,0:41.0,,Defensive rebound by H. Whiteside,79,76
338,3,0:25.0,,J. Johnson makes 2-pt layup from 2 ft,79,78
339,3,0:05.0,R. Stuckey misses 2-pt layup from 1 ft,,79,78
340,3,0:04.0,,Defensive rebound by H. Whiteside,79,78
341,4,11:46.0,,T. Johnson makes 2-pt layup from 1 ft,79,80
342,4,11:31.0,C. Miles misses 2-pt jump shot from 22 ft,,79,80
343,4,11:30.0,Offensive rebound by Team,,79,80
344,4,11:17.0,Turnover by T. Young (lost ball; steal by W. Ellington),,79,80
345,4,11:12.0,,Shooting foul by A. Brooks (drawn by J. Winslow),79,80
346,4,11:12.0,,J. Winslow misses free throw 1 of 2,79,80
347,4,11:12.0,,Offensive rebound by Team,79,80
348,4,11:12.0,,J. Winslow misses free throw 2 of 2,79,80
349,4,11:12.0,M. Turner enters the game for A. Jefferson,,79,80
350,4,11:12.0,P. George enters the game for G. Robinson,,79,80
351,4,11:11.0,Defensive rebound by T. Young,,79,80
352,4,10:58.0,T. Young misses 2-pt hook shot from 7 ft,,79,80
353,4,10:57.0,Offensive rebound by Team,,79,80
354,4,10:56.0,,Loose ball foul by W. Ellington (drawn by T. Young),79,80
355,4,10:35.0,Turnover by M. Turner (3 sec),,79,80
356,4,10:16.0,,W. Ellington misses 3-pt jump shot from 24 ft,79,80
357,4,10:15.0,Defensive rebound by P. George,,79,80
358,4,10:05.0,C. Miles misses 3-pt jump shot from 24 ft,,79,80
359,4,10:04.0,,Defensive rebound by J. Johnson,79,80
360,4,9:49.0,,Turnover by J. Winslow (lost ball; steal by A. Brooks),79,80
361,4,9:38.0,Turnover by P. George (bad pass; steal by J. Winslow),,79,80
362,4,9:33.0,,T. Johnson makes 2-pt layup from 1 ft (assist by J. Winslow),79,82
363,4,9:23.0,Indiana full timeout,,79,82
364,4,9:23.0,J. Teague enters the game for A. Brooks,,79,82
365,4,9:15.0,Personal foul by T. Johnson (drawn by P. George),,79,82
366,4,9:01.0,Turnover by Team (shot clock),,79,82
367,4,8:53.0,,Personal foul by J. Teague (drawn by T. Johnson),79,82
368,4,8:53.0,A. Brooks enters the game for J. Teague,,79,82
369,4,8:42.0,,J. Richardson misses 2-pt jump shot from 17 ft,79,82
370,4,8:41.0,Defensive rebound by M. Turner,,79,82
371,4,8:26.0,P. George misses 2-pt jump shot from 7 ft,,79,82
372,4,8:26.0,Offensive rebound by Team,,79,82
373,4,8:13.0,A. Brooks misses 3-pt jump shot from 25 ft,,79,82
374,4,8:12.0,,Defensive rebound by J. Richardson,79,82
375,4,8:01.0,,T. Johnson misses 3-pt jump shot from 24 ft,79,82
376,4,8:00.0,Defensive rebound by Team,,79,82
377,4,7:42.0,Turnover by C. Miles (bad pass),,79,82
378,4,7:27.0,Violation by M. Turner (def goaltending),,79,82
379,4,7:27.0,,J. Richardson makes 2-pt layup from 2 ft,79,84
380,4,7:13.0,P. George misses 2-pt jump shot from 18 ft,,79,84
381,4,7:12.0,,Defensive rebound by T. Johnson,79,84
382,4,6:56.0,,W. Ellington misses 3-pt jump shot from 24 ft,79,84
383,4,6:55.0,,Offensive rebound by J. Richardson,79,84
384,4,6:48.0,,J. Winslow misses 2-pt hook shot from 9 ft,79,84
385,4,6:47.0,Defensive rebound by P. George,,79,84
386,4,6:38.0,Turnover by M. Turner (offensive foul),,79,84
387,4,6:38.0,Offensive foul by M. Turner (drawn by J. Richardson),,79,84
388,4,6:38.0,,G. Dragić enters the game for W. Ellington,79,84
389,4,6:38.0,G. Robinson enters the game for C. Miles,,79,84
390,4,6:27.0,,G. Dragić misses 3-pt jump shot from 25 ft,79,84
391,4,6:26.0,Defensive rebound by G. Robinson,,79,84
