,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW ORLEANS_ACTION,WASHINGTON_SCORE,NEW ORLEANS_SCORE
101,2,11:25.0,M. Morris misses 2-pt jump shot from 7 ft,,29,23
102,2,11:23.0,,Defensive rebound by T. Jones,29,23
103,2,10:59.0,,T. Jones misses 3-pt jump shot from 25 ft (block by J. Smith),29,23
104,2,10:58.0,,Offensive rebound by Team,29,23
105,2,10:58.0,,Turnover by Team (shot clock),29,23
106,2,10:45.0,T. Burke makes 3-pt jump shot from 28 ft (assist by T. Satoranský),,32,23
107,2,10:28.0,,S. Hill misses 2-pt layup from 3 ft (block by J. Smith),32,23
108,2,10:26.0,,Offensive rebound by S. Hill,32,23
109,2,10:25.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by S. Hill),32,26
110,2,10:11.0,M. Morris misses 2-pt jump shot from 21 ft,,32,26
111,2,10:09.0,,Defensive rebound by T. Evans,32,26
112,2,9:59.0,,S. Hill misses 3-pt jump shot from 27 ft,32,26
113,2,9:57.0,Defensive rebound by K. Oubre,,32,26
114,2,9:34.0,M. Morris misses 2-pt jump shot from 9 ft,,32,26
115,2,9:32.0,,Defensive rebound by L. Galloway,32,26
116,2,9:24.0,,Shooting block foul by T. Satoranský (drawn by T. Jones),32,26
117,2,9:24.0,,T. Jones makes free throw 1 of 2,32,27
118,2,9:24.0,,T. Jones makes free throw 2 of 2,32,28
119,2,9:11.0,Personal foul by T. Evans (drawn by M. Morris),,32,28
120,2,9:06.0,J. Smith misses 3-pt jump shot from 23 ft,,32,28
121,2,9:05.0,,Defensive rebound by T. Jones,32,28
122,2,8:55.0,,E. Moore misses 3-pt jump shot from 26 ft,32,28
123,2,8:53.0,,Offensive rebound by T. Jones,32,28
124,2,8:37.0,,T. Jones misses 2-pt jump shot from 7 ft,32,28
125,2,8:36.0,Defensive rebound by J. Smith,,32,28
126,2,8:26.0,T. Burke misses 3-pt jump shot from 25 ft,,32,28
127,2,8:25.0,,Defensive rebound by T. Evans,32,28
128,2,8:19.0,,T. Jones misses 2-pt layup from 2 ft,32,28
129,2,8:17.0,Defensive rebound by J. Smith,,32,28
130,2,8:13.0,Turnover by T. Burke (bad pass; steal by L. Galloway),,32,28
131,2,8:04.0,,T. Jones misses 2-pt jump shot from 16 ft,32,28
132,2,8:02.0,Defensive rebound by K. Oubre,,32,28
133,2,7:55.0,Washington full timeout,,32,28
134,2,7:55.0,B. Beal enters the game for T. Satoranský,,32,28
135,2,7:49.0,K. Oubre makes 2-pt jump shot from 19 ft,,34,28
136,2,7:35.0,,E. Moore misses 3-pt jump shot from 25 ft,34,28
137,2,7:33.0,Defensive rebound by J. Smith,,34,28
138,2,7:11.0,M. Morris misses 2-pt jump shot from 7 ft,,34,28
139,2,7:10.0,Offensive rebound by J. Smith,,34,28
140,2,7:10.0,J. Smith makes 2-pt dunk at rim,,36,28
141,2,6:51.0,,L. Galloway misses 3-pt jump shot from 26 ft,36,28
142,2,6:49.0,Defensive rebound by J. Smith,,36,28
143,2,6:39.0,B. Beal makes 2-pt jump shot from 17 ft,,38,28
144,2,6:21.0,,S. Hill misses 3-pt jump shot from 23 ft,38,28
145,2,6:19.0,Defensive rebound by B. Beal,,38,28
146,2,6:14.0,Personal foul by S. Hill (drawn by B. Beal),,38,28
147,2,6:14.0,,A. Davis enters the game for T. Jones,38,28
148,2,6:14.0,J. Wall enters the game for T. Burke,,38,28
149,2,6:14.0,,J. Holiday enters the game for T. Evans,38,28
150,2,6:10.0,Turnover by B. Beal (bad pass; steal by A. Davis),,38,28
151,2,5:53.0,,Shooting foul by M. Morris (drawn by S. Hill),38,28
152,2,5:53.0,Official timeout,,38,28
153,2,5:53.0,,S. Hill makes free throw 1 of 2,38,29
154,2,5:53.0,M. Gortat enters the game for J. Smith,,38,28
155,2,5:53.0,,S. Hill misses free throw 2 of 2,38,29
156,2,5:51.0,Defensive rebound by M. Gortat,,38,29
157,2,5:39.0,M. Gortat makes 2-pt dunk at rim (assist by B. Beal),,40,29
158,2,5:23.0,,E. Moore misses 2-pt jump shot from 6 ft,40,29
159,2,5:22.0,Defensive rebound by B. Beal,,40,29
160,2,5:04.0,B. Beal misses 3-pt jump shot from 25 ft,,40,29
161,2,5:02.0,Offensive rebound by M. Gortat,,40,29
162,2,4:54.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,42,29
163,2,4:54.0,Shooting foul by S. Hill (drawn by M. Gortat),,42,29
164,2,4:54.0,,D. Motiejūnas enters the game for S. Hill,42,29
165,2,4:54.0,O. Porter enters the game for K. Oubre,,42,29
166,2,4:54.0,M. Gortat makes free throw 1 of 1,,43,29
167,2,4:36.0,,Turnover by D. Motiejūnas (bad pass; steal by M. Gortat),43,29
168,2,4:24.0,O. Porter misses 3-pt jump shot from 23 ft,,43,29
169,2,4:22.0,,Defensive rebound by L. Galloway,43,29
170,2,4:15.0,,Turnover by J. Holiday (bad pass; steal by O. Porter),43,29
171,2,4:10.0,O. Porter misses 2-pt jump shot from 6 ft,,43,29
172,2,4:08.0,Offensive rebound by M. Morris,,43,29
173,2,4:08.0,M. Morris makes 2-pt layup from 2 ft,,45,29
174,2,3:57.0,,L. Galloway misses 3-pt jump shot from 25 ft,45,29
175,2,3:54.0,Defensive rebound by O. Porter,,45,29
176,2,3:38.0,Personal foul by L. Galloway (drawn by B. Beal),,45,29
177,2,3:38.0,,S. Hill enters the game for E. Moore,45,29
178,2,3:35.0,B. Beal misses 2-pt jump shot from 7 ft,,45,29
179,2,3:34.0,,Defensive rebound by A. Davis,45,29
180,2,3:13.0,,Turnover by J. Holiday (bad pass; steal by J. Wall),45,29
181,2,3:11.0,,Loose ball foul by L. Galloway (drawn by J. Wall),45,29
182,2,3:11.0,J. Wall makes free throw 1 of 2,,46,29
183,2,3:11.0,J. Wall misses free throw 2 of 2,,46,29
184,2,3:11.0,,Defensive rebound by D. Motiejūnas,46,29
185,2,3:11.0,,B. Hield enters the game for L. Galloway,46,29
186,2,2:57.0,,J. Holiday makes 2-pt layup from 2 ft,46,31
187,2,2:41.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),,49,31
188,2,2:30.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),49,34
189,2,2:17.0,B. Beal makes 2-pt layup from 3 ft (assist by J. Wall),,51,34
190,2,1:59.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),51,36
191,2,1:41.0,B. Beal misses 3-pt jump shot from 24 ft,,51,36
192,2,1:38.0,,Defensive rebound by J. Holiday,51,36
193,2,1:29.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by J. Holiday),51,38
194,2,1:29.0,,Shooting foul by B. Beal (drawn by D. Motiejūnas),51,38
195,2,1:29.0,,New Orleans full timeout,51,38
196,2,1:29.0,,D. Motiejūnas misses free throw 1 of 1,51,38
197,2,1:29.0,Defensive rebound by M. Morris,,51,38
198,2,1:10.0,B. Beal makes 2-pt layup from 4 ft (assist by M. Gortat),,53,38
199,2,0:52.0,,J. Holiday makes 2-pt jump shot from 6 ft (assist by D. Motiejūnas),53,40
200,2,0:35.0,J. Wall makes 2-pt jump shot from 18 ft,,55,40
201,2,0:23.0,,J. Holiday misses 3-pt jump shot from 24 ft,55,40
202,2,0:20.0,Defensive rebound by M. Gortat,,55,40
203,2,0:00.0,J. Wall makes 2-pt jump shot from 18 ft,,57,40
204,3,11:49.0,,Personal foul by J. Wall (drawn by J. Holiday),57,40
205,3,11:39.0,,D. Cunningham makes 3-pt jump shot from 25 ft (assist by J. Holiday),57,43
206,3,11:24.0,Turnover by B. Beal (bad pass; steal by S. Hill),,57,43
207,3,11:21.0,,B. Hield misses 2-pt layup from 2 ft (block by J. Wall),57,43
208,3,11:19.0,,Offensive rebound by D. Cunningham,57,43
209,3,11:08.0,,J. Holiday misses 2-pt jump shot from 6 ft,57,43
210,3,11:04.0,Defensive rebound by M. Morris,,57,43
211,3,11:00.0,Turnover by J. Wall (lost ball; steal by S. Hill),,57,43
212,3,10:54.0,,B. Hield misses 3-pt jump shot from 24 ft,57,43
213,3,10:52.0,Defensive rebound by B. Beal,,57,43
214,3,10:37.0,O. Porter makes 2-pt layup from 2 ft (assist by J. Wall),,59,43
215,3,10:14.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by J. Holiday),59,46
216,3,10:01.0,Offensive foul by M. Gortat (drawn by S. Hill),,59,46
217,3,10:01.0,Turnover by M. Gortat (offensive foul),,59,46
218,3,9:48.0,,Offensive foul by B. Hield (drawn by J. Wall),59,46
219,3,9:48.0,,Turnover by B. Hield (offensive foul),59,46
220,3,9:31.0,M. Morris misses 2-pt jump shot from 14 ft,,59,46
221,3,9:30.0,Offensive rebound by M. Gortat,,59,46
222,3,9:23.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,61,46
223,3,9:07.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Davis),61,49
224,3,8:48.0,Personal foul by B. Hield (drawn by O. Porter),,61,49
225,3,8:40.0,Turnover by M. Gortat (traveling),,61,49
226,3,8:27.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by J. Holiday),61,51
227,3,8:25.0,Washington full timeout,,61,51
228,3,8:10.0,B. Beal makes 2-pt jump shot from 18 ft (assist by M. Gortat),,63,51
229,3,8:01.0,,Turnover by A. Davis (bad pass),63,51
230,3,7:48.0,M. Gortat misses 2-pt jump shot from 6 ft,,63,51
231,3,7:47.0,,Defensive rebound by A. Davis,63,51
232,3,7:38.0,,S. Hill misses 2-pt layup from 3 ft,63,51
233,3,7:38.0,Defensive rebound by M. Gortat,,63,51
234,3,7:32.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,66,51
235,3,7:30.0,,New Orleans full timeout,66,51
236,3,7:21.0,,Personal foul by M. Gortat (drawn by A. Davis),66,51
237,3,7:15.0,,A. Davis misses 2-pt jump shot from 7 ft,66,51
238,3,7:14.0,Defensive rebound by B. Beal,,66,51
239,3,7:00.0,M. Morris misses 2-pt jump shot from 11 ft,,66,51
240,3,6:58.0,,Defensive rebound by A. Davis,66,51
241,3,6:51.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),66,53
242,3,6:27.0,Turnover by B. Beal (bad pass; steal by A. Davis),,66,53
243,3,6:18.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Cunningham),66,56
244,3,5:57.0,J. Wall misses 2-pt jump shot from 20 ft,,66,56
245,3,5:55.0,,Defensive rebound by B. Hield,66,56
246,3,5:46.0,,Personal foul by M. Morris (drawn by A. Davis),66,56
247,3,5:46.0,,E. Moore enters the game for B. Hield,66,56
248,3,5:46.0,K. Oubre enters the game for M. Morris,,66,56
249,3,5:40.0,,J. Holiday makes 2-pt jump shot from 6 ft,66,58
250,3,5:23.0,J. Wall misses 3-pt jump shot from 25 ft,,66,58
251,3,5:21.0,,Defensive rebound by A. Davis,66,58
252,3,5:13.0,,A. Davis misses 2-pt jump shot from 17 ft,66,58
253,3,5:12.0,Defensive rebound by O. Porter,,66,58
254,3,5:05.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,68,58
255,3,4:54.0,,J. Holiday misses 2-pt layup from 2 ft,68,58
256,3,4:53.0,,Offensive rebound by J. Holiday,68,58
257,3,4:53.0,,J. Holiday misses 2-pt layup from 1 ft,68,58
258,3,4:51.0,Defensive rebound by J. Wall,,68,58
259,3,4:45.0,B. Beal misses 3-pt jump shot from 24 ft,,68,58
260,3,4:43.0,Offensive rebound by K. Oubre,,68,58
261,3,4:41.0,J. Wall misses 3-pt jump shot from 24 ft,,68,58
262,3,4:39.0,,Defensive rebound by E. Moore,68,58
263,3,4:20.0,,Turnover by A. Davis (bad pass; steal by O. Porter),68,58
264,3,4:16.0,K. Oubre misses 3-pt jump shot from 26 ft,,68,58
265,3,4:12.0,,Defensive rebound by D. Cunningham,68,58
266,3,4:02.0,,Personal foul by K. Oubre (drawn by E. Moore),68,58
267,3,4:02.0,,D. Motiejūnas enters the game for D. Cunningham,68,58
268,3,4:02.0,J. Smith enters the game for M. Gortat,,68,58
269,3,3:59.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),68,60
270,3,3:32.0,J. Wall makes 2-pt jump shot from 20 ft,,70,60
271,3,3:23.0,,J. Holiday makes 3-pt jump shot from 24 ft,70,63
272,3,3:02.0,O. Porter misses 2-pt jump shot from 21 ft,,70,63
273,3,3:00.0,,Defensive rebound by S. Hill,70,63
274,3,2:51.0,,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),70,65
275,3,2:28.0,J. Wall misses 2-pt jump shot from 16 ft,,70,65
276,3,2:26.0,,Defensive rebound by A. Davis,70,65
277,3,2:18.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by E. Moore),70,68
278,3,1:55.0,Shooting block foul by A. Davis (drawn by B. Beal),,70,68
279,3,1:55.0,B. Beal makes free throw 1 of 2,,71,68
280,3,1:55.0,B. Beal makes free throw 2 of 2,,72,68
281,3,1:47.0,,Shooting foul by J. Smith (drawn by A. Davis),72,68
282,3,1:47.0,,A. Davis misses free throw 1 of 2,72,68
283,3,1:47.0,,Offensive rebound by Team,72,68
284,3,1:47.0,T. Satoranský enters the game for B. Beal,,72,68
285,3,1:47.0,,A. Davis makes free throw 2 of 2,72,69
286,3,1:35.0,O. Porter misses 2-pt jump shot from 17 ft,,72,69
287,3,1:32.0,,Defensive rebound by Team,72,69
288,3,1:18.0,,A. Davis makes 2-pt dunk at rim (assist by E. Moore),72,71
289,3,1:00.0,J. Wall misses 2-pt layup from 1 ft (block by S. Hill),,72,71
290,3,1:00.0,,Defensive rebound by A. Davis,72,71
291,3,0:51.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),72,73
292,3,0:43.0,Turnover by J. Wall (lost ball; steal by J. Holiday),,72,73
293,3,0:36.0,,A. Davis misses 2-pt jump shot from 14 ft,72,73
294,3,0:35.0,Defensive rebound by O. Porter,,72,73
295,3,0:15.0,J. Wall makes 2-pt jump shot from 18 ft,,74,73
296,3,0:02.0,,J. Holiday misses 2-pt jump shot from 19 ft,74,73
297,3,0:00.0,,Offensive rebound by Team,74,73
298,4,11:48.0,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Burke),,76,73
299,4,11:34.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by T. Evans),76,76
300,4,11:09.0,T. Burke misses 2-pt jump shot from 20 ft,,76,76
301,4,11:07.0,Offensive rebound by K. Oubre,,76,76
302,4,11:05.0,K. Oubre misses 2-pt jump shot from 11 ft,,76,76
303,4,11:03.0,,Defensive rebound by Team,76,76
304,4,10:47.0,,T. Jones misses 2-pt jump shot from 8 ft,76,76
305,4,10:46.0,Defensive rebound by J. Smith,,76,76
306,4,10:42.0,M. Morris makes 2-pt dunk at rim (assist by T. Burke),,78,76
307,4,10:26.0,,Shooting foul by K. Oubre (drawn by T. Evans),78,76
308,4,10:26.0,,T. Evans misses free throw 1 of 2,78,76
309,4,10:26.0,,Offensive rebound by Team,78,76
310,4,10:26.0,,T. Evans misses free throw 2 of 2,78,76
311,4,10:26.0,Defensive rebound by Team,,78,76
312,4,10:10.0,T. Burke makes 2-pt layup from 2 ft (assist by M. Morris),,80,76
313,4,9:53.0,,T. Jones misses 3-pt jump shot from 26 ft,80,76
314,4,9:50.0,Defensive rebound by Team,,80,76
315,4,9:42.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),,83,76
316,4,9:40.0,,New Orleans full timeout,83,76
317,4,9:40.0,,J. Holiday enters the game for T. Evans,83,76
318,4,9:40.0,,D. Cunningham enters the game for D. Motiejūnas,83,76
319,4,9:40.0,,A. Davis enters the game for T. Jones,83,76
320,4,9:40.0,,S. Hill enters the game for L. Galloway,83,76
321,4,9:20.0,,D. Cunningham misses 3-pt jump shot from 25 ft,83,76
322,4,9:18.0,Defensive rebound by M. Morris,,83,76
323,4,9:02.0,M. Morris misses 2-pt jump shot from 16 ft,,83,76
324,4,9:00.0,,Defensive rebound by A. Davis,83,76
325,4,8:54.0,,D. Cunningham misses 3-pt jump shot from 24 ft,83,76
326,4,8:52.0,Defensive rebound by K. Oubre,,83,76
327,4,8:28.0,T. Burke misses 2-pt layup from 1 ft,,83,76
328,4,8:27.0,,Defensive rebound by A. Davis,83,76
329,4,8:18.0,,Shooting foul by J. Smith (drawn by A. Davis),83,76
330,4,8:18.0,,A. Davis makes 2-pt layup from 2 ft,83,78
331,4,8:18.0,,A. Davis makes free throw 1 of 1,83,79
332,4,8:18.0,Technical foul by Team,,83,79
333,4,8:18.0,Violation by Team (jump ball),,83,79
334,4,8:18.0,,D. Motiejūnas enters the game for D. Cunningham,83,78
335,4,8:18.0,,A. Davis makes technical free throw,83,80
336,4,8:01.0,J. Smith makes 2-pt jump shot from 20 ft (assist by T. Burke),,85,80
337,4,7:44.0,,Turnover by D. Motiejūnas (lost ball; steal by J. Smith),85,80
338,4,7:40.0,B. Beal makes 2-pt jump shot from 23 ft,,87,80
339,4,7:23.0,,A. Davis makes 2-pt hook shot from 10 ft,87,82
340,4,7:12.0,Turnover by B. Beal (lost ball; steal by S. Hill),,87,82
341,4,7:05.0,,A. Davis misses 2-pt jump shot from 19 ft,87,82
342,4,7:03.0,,Offensive rebound by D. Motiejūnas,87,82
343,4,7:02.0,,A. Davis makes 2-pt dunk at rim (assist by D. Motiejūnas),87,84
344,4,6:51.0,Washington full timeout,,87,84
345,4,6:51.0,J. Wall enters the game for J. Smith,,87,84
346,4,6:51.0,M. Gortat enters the game for T. Burke,,87,84
347,4,6:40.0,J. Wall misses 2-pt layup from 1 ft,,87,84
348,4,6:38.0,,Defensive rebound by D. Motiejūnas,87,84
349,4,6:20.0,,A. Davis misses 3-pt jump shot from 25 ft,87,84
350,4,6:18.0,Defensive rebound by M. Morris,,87,84
351,4,5:58.0,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Wall),,90,84
352,4,5:43.0,,J. Holiday misses 3-pt jump shot from 26 ft,90,84
353,4,5:40.0,Defensive rebound by B. Beal,,90,84
354,4,5:32.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,93,84
355,4,5:27.0,,Personal foul by K. Oubre (drawn by J. Holiday),93,84
356,4,5:27.0,O. Porter enters the game for K. Oubre,,93,84
357,4,5:14.0,,A. Davis misses 2-pt jump shot from 20 ft,93,84
358,4,5:11.0,Defensive rebound by M. Morris,,93,84
359,4,5:04.0,J. Wall makes 2-pt layup from 1 ft,,95,84
360,4,5:00.0,,New Orleans full timeout,95,84
361,4,4:49.0,,D. Motiejūnas misses 3-pt jump shot from 25 ft,95,84
362,4,4:46.0,,Offensive rebound by A. Davis,95,84
363,4,4:40.0,,Shooting foul by M. Morris (drawn by D. Motiejūnas),95,84
364,4,4:40.0,,D. Motiejūnas misses free throw 1 of 2,95,84
365,4,4:40.0,,Offensive rebound by Team,95,84
366,4,4:40.0,,D. Motiejūnas misses free throw 2 of 2,95,84
367,4,4:40.0,,T. Evans enters the game for E. Moore,95,84
368,4,4:39.0,Defensive rebound by M. Gortat,,95,84
369,4,4:25.0,J. Wall misses 2-pt jump shot from 15 ft,,95,84
370,4,4:23.0,,Defensive rebound by A. Davis,95,84
371,4,4:11.0,,Personal foul by J. Wall (drawn by A. Davis),95,84
372,4,4:11.0,,A. Davis makes free throw 1 of 2,95,85
373,4,4:11.0,,A. Davis makes free throw 2 of 2,95,86
374,4,3:58.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,98,86
375,4,3:44.0,,J. Holiday makes 2-pt jump shot from 4 ft,98,88
376,4,3:25.0,M. Morris makes 2-pt jump shot from 20 ft (assist by J. Wall),,100,88
377,4,3:12.0,,Turnover by T. Evans (bad pass; steal by B. Beal),100,88
378,4,3:06.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,102,88
379,4,2:44.0,,Turnover by D. Motiejūnas (lost ball; steal by O. Porter),102,88
380,4,2:19.0,M. Morris misses 2-pt layup from 2 ft,,102,88
381,4,2:17.0,,Defensive rebound by A. Davis,102,88
382,4,2:12.0,,S. Hill misses 3-pt jump shot from 25 ft,102,88
383,4,2:10.0,,Offensive rebound by D. Motiejūnas,102,88
384,4,2:07.0,,D. Motiejūnas makes 2-pt layup from 7 ft,102,90
385,4,1:47.0,Def 3 sec tech foul by D. Motiejūnas,,102,90
386,4,1:47.0,B. Beal misses technical free throw,,102,90
