,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
379,4,7:16.0,Shooting block foul by I. Whitehead (drawn by Z. LaVine),,97,100
380,4,7:16.0,Z. LaVine makes free throw 1 of 2,,98,100
381,4,7:16.0,Z. LaVine makes free throw 2 of 2,,99,100
382,4,6:53.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,99,100
383,4,6:52.0,Defensive rebound by S. Muhammad,,99,100
384,4,6:41.0,Z. LaVine misses 2-pt layup from 1 ft,,99,100
385,4,6:40.0,,Defensive rebound by I. Whitehead,99,100
386,4,6:37.0,,Turnover by I. Whitehead (bad pass; steal by G. Dieng),99,100
387,4,6:31.0,G. Dieng misses 2-pt jump shot from 5 ft,,99,100
388,4,6:30.0,Offensive rebound by S. Muhammad,,99,100
389,4,6:29.0,S. Muhammad misses 2-pt layup from 1 ft,,99,100
390,4,6:27.0,,Defensive rebound by J. Hamilton,99,100
391,4,6:08.0,,B. Lopez misses 3-pt jump shot from 25 ft,99,100
392,4,6:07.0,Defensive rebound by Z. LaVine,,99,100
393,4,5:54.0,A. Wiggins makes 3-pt jump shot from 24 ft,,102,100
394,4,5:45.0,,Brooklyn full timeout,102,100
395,4,5:45.0,,T. Booker enters the game for J. Hamilton,102,100
396,4,5:45.0,,R. Hollis-Jefferson enters the game for I. Whitehead,102,100
397,4,5:39.0,,B. Lopez makes 2-pt jump shot from 3 ft,102,102
398,4,5:23.0,A. Wiggins misses 2-pt layup from 2 ft,,102,102
399,4,5:21.0,,Defensive rebound by S. Kilpatrick,102,102
400,4,5:16.0,,S. Kilpatrick makes 2-pt layup from 1 ft,102,104
401,4,5:15.0,Minnesota full timeout,,102,104
402,4,5:15.0,K. Towns enters the game for G. Dieng,,102,104
403,4,5:04.0,A. Wiggins makes 2-pt jump shot from 19 ft,,104,104
404,4,4:44.0,,B. Lopez makes 2-pt layup from 2 ft,104,106
405,4,4:29.0,K. Towns misses 3-pt jump shot from 24 ft,,104,106
406,4,4:28.0,Offensive rebound by Team,,104,106
407,4,4:28.0,,Loose ball foul by R. Hollis-Jefferson (drawn by A. Wiggins),104,106
408,4,4:09.0,Turnover by T. Jones (bad pass; steal by S. Kilpatrick),,104,106
409,4,4:00.0,,S. Kilpatrick misses 2-pt jump shot from 4 ft (block by K. Towns),104,106
410,4,3:59.0,Defensive rebound by K. Towns,,104,106
411,4,3:58.0,Personal foul by B. Lopez (drawn by A. Wiggins),,104,106
412,4,3:58.0,A. Wiggins makes free throw 1 of 2,,105,106
413,4,3:58.0,A. Wiggins makes free throw 2 of 2,,106,106
414,4,3:43.0,,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,106,108
415,4,3:32.0,Personal foul by R. Hollis-Jefferson (drawn by A. Wiggins),,106,108
416,4,3:32.0,A. Wiggins misses free throw 1 of 2,,106,108
417,4,3:32.0,Offensive rebound by Team,,106,108
418,4,3:32.0,A. Wiggins misses free throw 2 of 2,,106,108
419,4,3:31.0,,Defensive rebound by T. Booker,106,108
420,4,3:08.0,,B. Lopez makes 2-pt layup from 1 ft,106,110
421,4,2:54.0,S. Muhammad misses 3-pt jump shot from 24 ft (block by T. Booker),,106,110
422,4,2:52.0,Offensive rebound by S. Muhammad,,106,110
423,4,2:50.0,S. Muhammad makes 2-pt layup from 1 ft,,108,110
424,4,2:39.0,,Turnover by S. Kilpatrick (bad pass; steal by T. Jones),108,110
425,4,2:27.0,Z. LaVine misses 2-pt layup from 1 ft,,108,110
426,4,2:26.0,,Defensive rebound by R. Hollis-Jefferson,108,110
427,4,2:10.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,108,110
428,4,2:09.0,Defensive rebound by K. Towns,,108,110
429,4,1:47.0,S. Muhammad misses 2-pt jump shot from 9 ft,,108,110
430,4,1:46.0,Offensive rebound by A. Wiggins,,108,110
431,4,1:45.0,Turnover by Team (shot clock),,108,110
432,4,1:34.0,,Shooting foul by S. Muhammad (drawn by S. Kilpatrick),108,110
433,4,1:34.0,,S. Kilpatrick makes free throw 1 of 2,108,111
434,4,1:34.0,,S. Kilpatrick makes free throw 2 of 2,108,112
435,4,1:34.0,Minnesota full timeout,,108,112
436,4,1:25.0,Z. LaVine misses 2-pt jump shot from 16 ft,,108,112
437,4,1:24.0,,Defensive rebound by S. Kilpatrick,108,112
438,4,1:01.0,,T. Booker misses 2-pt layup from 1 ft,108,112
439,4,1:00.0,Defensive rebound by A. Wiggins,,108,112
440,4,0:56.0,A. Wiggins makes 2-pt jump shot from 19 ft,,110,112
441,4,0:37.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Lopez),110,115
442,4,0:37.0,Minnesota full timeout,,110,115
443,4,0:37.0,,I. Whitehead enters the game for B. Lopez,110,115
444,4,0:29.0,Z. LaVine misses 3-pt jump shot from 25 ft,,110,115
445,4,0:28.0,,Defensive rebound by R. Hollis-Jefferson,110,115
446,4,0:23.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by A. Wiggins),110,115
447,4,0:19.0,Turnover by A. Wiggins (bad pass; steal by B. Bogdanović),,110,115
448,4,0:16.0,,Personal foul by A. Wiggins (drawn by I. Whitehead),110,115
449,4,0:16.0,,I. Whitehead makes free throw 1 of 2,110,116
450,4,0:16.0,,I. Whitehead makes free throw 2 of 2,110,117
451,4,0:16.0,Minnesota full timeout,,110,117
452,4,0:12.0,K. Towns misses 2-pt layup from 3 ft,,110,117
453,4,0:11.0,,Defensive rebound by B. Bogdanović,110,117
454,4,0:08.0,,Personal foul by S. Muhammad (drawn by B. Bogdanović),110,117
455,4,0:08.0,,B. Bogdanović makes free throw 1 of 2,110,118
456,4,0:08.0,,B. Bogdanović makes free throw 2 of 2,110,119
457,4,0:04.0,Turnover by A. Wiggins (lost ball),,110,119
