,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
380,4,5:18.0,,D. Collison enters the game for B. McLemore,100,102
381,4,5:18.0,,B. Hield enters the game for L. Galloway,100,102
382,4,5:08.0,,D. Collison makes 2-pt jump shot from 8 ft,100,104
383,4,4:53.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,103,104
384,4,4:42.0,,Personal foul by E. Fournier (drawn by D. Collison),103,104
385,4,4:31.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Collison),103,107
386,4,4:07.0,N. Vučević makes 2-pt hook shot from 10 ft (assist by T. Ross),,105,107
387,4,3:41.0,,B. Hield misses 3-pt jump shot from 25 ft,105,107
388,4,3:40.0,Defensive rebound by Team,,105,107
389,4,3:28.0,E. Fournier misses 3-pt jump shot from 25 ft,,105,107
390,4,3:27.0,,Defensive rebound by A. Tolliver,105,107
391,4,3:16.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Collison),105,109
392,4,3:04.0,E. Payton misses 2-pt layup from 5 ft,,105,109
393,4,3:03.0,Offensive rebound by N. Vučević,,105,109
394,4,3:03.0,N. Vučević makes 2-pt layup from 2 ft,,107,109
395,4,2:48.0,,Turnover by D. Collison (lost ball),107,109
396,4,2:48.0,Orlando full timeout,,107,109
397,4,2:38.0,E. Fournier makes 2-pt layup from 4 ft (assist by E. Payton),,109,109
398,4,2:23.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),109,111
399,4,1:58.0,E. Payton misses 2-pt jump shot from 20 ft,,109,111
400,4,1:58.0,,Defensive rebound by B. Hield,109,111
401,4,1:34.0,,G. Temple misses 3-pt jump shot from 26 ft,109,111
402,4,1:34.0,Defensive rebound by T. Ross,,109,111
403,4,1:18.0,N. Vučević misses 2-pt hook shot from 12 ft,,109,111
404,4,1:17.0,,Defensive rebound by D. Collison,109,111
405,4,1:10.0,,A. Tolliver makes 2-pt dunk from 2 ft (assist by G. Temple),109,113
406,4,1:10.0,Orlando full timeout,,109,113
407,4,0:58.0,A. Gordon makes 3-pt jump shot from 27 ft (assist by T. Ross),,112,113
408,4,0:43.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Collison),112,116
409,4,0:43.0,Orlando full timeout,,112,116
410,4,0:35.0,E. Fournier misses 3-pt jump shot from 24 ft,,112,116
411,4,0:34.0,,Defensive rebound by W. Cauley-Stein,112,116
412,4,0:30.0,,Personal take foul by N. Vučević (drawn by D. Collison),112,116
413,4,0:30.0,,Sacramento full timeout,112,116
414,4,0:30.0,,Away from play foul by E. Payton (drawn by B. Hield),112,116
415,4,0:30.0,,B. Hield misses free throw 1 of 1,112,116
416,4,0:30.0,,Offensive rebound by Team,112,116
417,4,0:27.0,,B. Hield makes 2-pt layup from 2 ft (assist by G. Temple),112,118
418,4,0:08.0,E. Payton misses 3-pt jump shot from 27 ft,,112,118
419,4,0:07.0,Offensive rebound by N. Vučević,,112,118
420,4,0:03.0,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),,115,118
421,4,0:02.0,,Personal foul by A. Gordon (drawn by D. Collison),115,118
422,4,0:02.0,,D. Collison makes free throw 1 of 2,115,119
423,4,0:02.0,,D. Collison makes free throw 2 of 2,115,120
424,4,0:02.0,Orlando full timeout,,115,120
425,4,0:00.0,E. Fournier misses 3-pt jump shot from 25 ft,,115,120
426,4,0:00.0,Offensive rebound by Team,,115,120
