,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
383,4,2:27.0,,E. Mudiay misses free throw 1 of 2,99,93
384,4,2:27.0,,Offensive rebound by Team,99,93
385,4,2:27.0,,W. Chandler enters the game for J. Hernangómez,99,93
386,4,2:27.0,,E. Mudiay makes free throw 2 of 2,99,94
387,4,2:04.0,I. Smith makes 2-pt jump shot from 19 ft,,101,94
388,4,1:37.0,,W. Chandler misses 3-pt jump shot from 25 ft,101,94
389,4,1:36.0,,Offensive rebound by E. Mudiay,101,94
390,4,1:29.0,,Shooting foul by M. Morris (drawn by D. Gallinari),101,94
391,4,1:29.0,,D. Gallinari misses free throw 1 of 2,101,94
392,4,1:29.0,,Offensive rebound by Team,101,94
393,4,1:29.0,,J. Murray enters the game for G. Harris,101,94
394,4,1:29.0,,D. Gallinari makes free throw 2 of 2,101,95
395,4,1:07.0,T. Harris makes 2-pt jump shot from 12 ft (assist by I. Smith),,103,95
396,4,1:07.0,,Denver full timeout,103,95
397,4,1:07.0,S. Johnson enters the game for I. Smith,,103,95
398,4,0:59.0,,D. Gallinari misses 3-pt jump shot from 26 ft,103,95
399,4,0:59.0,Defensive rebound by A. Drummond,,103,95
400,4,0:55.0,Personal take foul by E. Mudiay (drawn by S. Johnson),,103,95
401,4,0:55.0,I. Smith enters the game for S. Johnson,,103,95
402,4,0:55.0,Detroit full timeout,,103,95
403,4,0:55.0,J. Leuer enters the game for A. Drummond,,103,95
404,4,0:55.0,B. Udrih enters the game for I. Smith,,103,95
405,4,0:53.0,Personal take foul by E. Mudiay (drawn by K. Caldwell-Pope),,103,95
406,4,0:53.0,K. Caldwell-Pope makes free throw 1 of 2,,104,95
407,4,0:53.0,S. Johnson enters the game for B. Udrih,,104,95
408,4,0:53.0,K. Caldwell-Pope makes free throw 2 of 2,,105,95
409,4,0:43.0,,E. Mudiay misses 3-pt jump shot from 26 ft,105,95
410,4,0:42.0,Defensive rebound by S. Johnson,,105,95
411,4,0:42.0,Personal take foul by J. Murray (drawn by S. Johnson),,105,95
412,4,0:42.0,S. Johnson makes free throw 1 of 2,,106,95
413,4,0:42.0,S. Johnson misses free throw 2 of 2,,106,95
414,4,0:41.0,,Defensive rebound by K. Faried,106,95
415,4,0:41.0,,Denver full timeout,106,95
416,4,0:37.0,,D. Gallinari misses 2-pt jump shot from 20 ft,106,95
417,4,0:36.0,Defensive rebound by J. Leuer,,106,95
418,4,0:14.0,M. Morris misses 3-pt jump shot from 24 ft,,106,95
419,4,0:14.0,,Defensive rebound by K. Faried,106,95
420,4,0:01.0,,K. Faried misses 3-pt jump shot from 28 ft,106,95
421,4,0:00.0,,Offensive rebound by Team,106,95
