,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
24,1,8:18.0,,Defensive rebound by E. Mudiay,12,12
25,1,8:12.0,,Turnover by N. Jokić (bad pass),12,12
26,1,7:57.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),,14,12
27,1,7:37.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by D. Gallinari),14,14
28,1,7:18.0,A. Gordon misses 3-pt jump shot from 26 ft,,14,14
29,1,7:17.0,,Defensive rebound by Team,14,14
30,1,7:03.0,,Shooting block foul by N. Vučević (drawn by D. Gallinari),14,14
31,1,7:03.0,,D. Gallinari makes free throw 1 of 2,14,15
32,1,7:03.0,B. Biyombo enters the game for N. Vučević,,14,15
33,1,7:03.0,,D. Gallinari makes free throw 2 of 2,14,16
34,1,6:54.0,E. Payton makes 2-pt layup from 2 ft (assist by A. Gordon),,16,16
35,1,6:51.0,,Denver full timeout,16,16
36,1,6:32.0,,D. Gallinari makes 2-pt jump shot from 7 ft,16,18
37,1,6:15.0,B. Biyombo misses 2-pt jump shot from 16 ft,,16,18
38,1,6:14.0,,Defensive rebound by N. Jokić,16,18
39,1,6:00.0,,E. Mudiay misses 2-pt jump shot from 7 ft,16,18
40,1,5:58.0,Defensive rebound by B. Biyombo,,16,18
41,1,5:45.0,S. Ibaka misses 3-pt jump shot from 24 ft,,16,18
42,1,5:43.0,,Defensive rebound by N. Jokić,16,18
43,1,5:34.0,,N. Jokić makes 2-pt layup from 2 ft (assist by K. Faried),16,20
44,1,5:34.0,,Shooting foul by B. Biyombo (drawn by N. Jokić),16,20
45,1,5:34.0,,N. Jokić makes free throw 1 of 1,16,21
46,1,5:25.0,A. Gordon misses 3-pt jump shot from 26 ft,,16,21
47,1,5:24.0,,Defensive rebound by N. Jokić,16,21
48,1,5:16.0,,Shooting foul by E. Payton (drawn by E. Mudiay),16,21
49,1,5:16.0,,E. Mudiay makes free throw 1 of 2,16,22
50,1,5:16.0,,E. Mudiay makes free throw 2 of 2,16,23
51,1,5:05.0,B. Biyombo makes 2-pt jump shot from 6 ft (assist by E. Payton),,18,23
52,1,4:52.0,,K. Faried misses 2-pt layup from 2 ft,18,23
53,1,4:50.0,,Offensive rebound by N. Jokić,18,23
54,1,4:49.0,,N. Jokić makes 2-pt layup from 3 ft,18,25
55,1,4:26.0,A. Gordon makes 2-pt jump shot from 12 ft,,20,25
56,1,4:12.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Nelson),20,28
57,1,3:56.0,E. Payton misses 2-pt jump shot from 16 ft,,20,28
58,1,3:53.0,,Defensive rebound by J. Nelson,20,28
59,1,3:47.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by J. Nelson),20,31
60,1,3:46.0,Orlando full timeout,,20,31
61,1,3:46.0,J. Green enters the game for A. Gordon,,20,31
62,1,3:46.0,D. Augustin enters the game for S. Ibaka,,20,31
63,1,3:46.0,C. Watson enters the game for J. Meeks,,20,31
64,1,3:46.0,M. Hezonja enters the game for E. Payton,,20,31
65,1,3:46.0,,W. Chandler enters the game for K. Faried,20,31
66,1,3:46.0,,W. Barton enters the game for E. Mudiay,20,31
67,1,3:28.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by D. Augustin),,23,31
68,1,3:16.0,,Turnover by D. Gallinari (traveling),23,31
69,1,3:02.0,D. Augustin misses 3-pt jump shot from 26 ft,,23,31
70,1,3:01.0,Offensive rebound by B. Biyombo,,23,31
71,1,2:57.0,B. Biyombo makes 2-pt layup from 3 ft,,25,31
72,1,2:43.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by W. Chandler),25,33
73,1,2:32.0,J. Green misses 2-pt layup from 1 ft,,25,33
74,1,2:31.0,Offensive rebound by B. Biyombo,,25,33
75,1,2:20.0,D. Augustin makes 2-pt jump shot from 18 ft (assist by C. Watson),,27,33
76,1,2:01.0,,N. Jokić misses 2-pt layup from 1 ft,27,33
77,1,1:59.0,,Offensive rebound by N. Jokić,27,33
78,1,1:59.0,,N. Jokić misses 2-pt layup from 2 ft,27,33
79,1,1:57.0,Defensive rebound by J. Green,,27,33
80,1,1:51.0,B. Biyombo makes 2-pt dunk at rim (assist by J. Green),,29,33
81,1,1:51.0,,Denver full timeout,29,33
82,1,1:51.0,,J. Nurkić enters the game for N. Jokić,29,33
83,1,1:36.0,,W. Barton makes 2-pt jump shot from 23 ft,29,35
84,1,1:14.0,Turnover by M. Hezonja (lost ball; steal by D. Gallinari),,29,35
85,1,0:59.0,,J. Nurkić makes 2-pt jump shot from 13 ft,29,37
86,1,0:49.0,Shooting foul by W. Barton (drawn by J. Green),,29,37
87,1,0:49.0,J. Green makes free throw 1 of 2,,30,37
88,1,0:49.0,J. Green makes free throw 2 of 2,,31,37
89,1,0:35.0,,W. Chandler misses 3-pt jump shot from 27 ft,31,37
90,1,0:33.0,Defensive rebound by C. Watson,,31,37
91,1,0:28.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by C. Watson),,34,37
92,1,0:09.0,,J. Nelson makes 2-pt jump shot from 18 ft,34,39
93,1,0:05.0,Shooting foul by W. Chandler (drawn by J. Green),,34,39
94,1,0:05.0,J. Green makes free throw 1 of 2,,35,39
95,1,0:05.0,J. Green makes free throw 2 of 2,,36,39
96,1,0:00.0,,W. Chandler misses 3-pt jump shot from 26 ft,36,39
97,1,0:00.0,,Offensive rebound by Team,36,39
98,2,11:47.0,Shooting foul by J. Nelson (drawn by D. Augustin),,36,39
99,2,11:47.0,D. Augustin makes free throw 1 of 2,,37,39
100,2,11:47.0,D. Augustin makes free throw 2 of 2,,38,39
101,2,11:22.0,,J. Nurkić misses 2-pt jump shot from 5 ft,38,39
102,2,11:21.0,Defensive rebound by M. Hezonja,,38,39
103,2,11:13.0,M. Hezonja misses 3-pt jump shot from 24 ft,,38,39
104,2,11:12.0,,Defensive rebound by W. Chandler,38,39
105,2,10:55.0,,J. Nelson misses 3-pt jump shot from 26 ft,38,39
106,2,10:54.0,,Offensive rebound by W. Chandler,38,39
107,2,10:50.0,,W. Chandler misses 2-pt jump shot from 5 ft,38,39
108,2,10:49.0,,Offensive rebound by W. Chandler,38,39
109,2,10:47.0,,Turnover by W. Chandler (lost ball; steal by C. Watson),38,39
110,2,10:43.0,Shooting foul by W. Barton (drawn by B. Biyombo),,38,39
111,2,10:43.0,B. Biyombo misses free throw 1 of 2,,38,39
112,2,10:43.0,Offensive rebound by Team,,38,39
113,2,10:43.0,B. Biyombo makes free throw 2 of 2,,39,39
114,2,10:26.0,,W. Barton misses 2-pt jump shot from 10 ft,39,39
115,2,10:25.0,,Offensive rebound by J. Nurkić,39,39
116,2,10:20.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by J. Nurkić),39,42
117,2,10:07.0,J. Green misses 2-pt jump shot from 17 ft,,39,42
118,2,10:06.0,,Defensive rebound by J. Nelson,39,42
119,2,9:57.0,,Turnover by J. Nurkić (offensive foul),39,42
120,2,9:57.0,,Offensive foul by J. Nurkić (drawn by J. Green),39,42
121,2,9:43.0,B. Biyombo makes 2-pt layup from 3 ft,,41,42
122,2,9:19.0,,W. Barton makes 2-pt jump shot from 20 ft (assist by W. Chandler),41,44
123,2,8:57.0,M. Hezonja misses 2-pt jump shot from 15 ft,,41,44
124,2,8:56.0,,Defensive rebound by W. Chandler,41,44
125,2,8:47.0,,W. Chandler misses 3-pt jump shot from 25 ft,41,44
126,2,8:47.0,Defensive rebound by B. Biyombo,,41,44
127,2,8:31.0,J. Green makes 3-pt jump shot from 25 ft (assist by M. Hezonja),,44,44
128,2,8:18.0,,J. Nelson makes 2-pt jump shot from 4 ft,44,46
129,2,8:02.0,D. Augustin makes 2-pt jump shot from 16 ft,,46,46
130,2,7:43.0,,J. Nelson misses 3-pt jump shot from 26 ft,46,46
131,2,7:42.0,,Offensive rebound by W. Chandler,46,46
132,2,7:39.0,,W. Chandler makes 2-pt layup from 2 ft,46,48
133,2,7:25.0,D. Augustin makes 2-pt jump shot from 17 ft,,48,48
134,2,7:25.0,,Denver full timeout,48,48
135,2,7:25.0,,E. Mudiay enters the game for J. Nelson,48,48
136,2,7:25.0,,D. Gallinari enters the game for J. Nurkić,48,48
137,2,7:25.0,,N. Jokić enters the game for J. Murray,48,48
138,2,7:08.0,,N. Jokić makes 2-pt layup from 2 ft (assist by E. Mudiay),48,50
139,2,6:53.0,Turnover by B. Biyombo (lost ball; steal by W. Chandler),,48,50
140,2,6:47.0,,E. Mudiay makes 2-pt dunk at rim (assist by W. Chandler),48,52
141,2,6:37.0,C. Watson misses 2-pt jump shot from 20 ft,,48,52
142,2,6:36.0,,Defensive rebound by W. Chandler,48,52
143,2,6:30.0,,W. Chandler makes 2-pt jump shot from 18 ft,48,54
144,2,6:30.0,Orlando full timeout,,48,54
145,2,6:30.0,E. Payton enters the game for B. Biyombo,,48,54
146,2,6:30.0,N. Vučević enters the game for D. Augustin,,48,54
147,2,6:30.0,J. Meeks enters the game for C. Watson,,48,54
148,2,6:14.0,J. Green misses 3-pt jump shot from 25 ft,,48,54
149,2,6:13.0,Offensive rebound by J. Meeks,,48,54
150,2,5:59.0,J. Green makes 2-pt jump shot from 8 ft,,50,54
151,2,5:46.0,,Personal foul by M. Hezonja,50,54
152,2,5:46.0,A. Gordon enters the game for J. Green,,50,54
153,2,5:46.0,S. Ibaka enters the game for M. Hezonja,,50,54
154,2,5:46.0,,K. Faried enters the game for W. Chandler,50,54
155,2,5:37.0,,E. Mudiay misses 3-pt jump shot from 26 ft,50,54
156,2,5:36.0,Defensive rebound by A. Gordon,,50,54
157,2,5:27.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by E. Payton),,52,54
158,2,5:12.0,,Turnover by W. Barton (lost ball; steal by N. Vučević),52,54
159,2,5:06.0,S. Ibaka misses 3-pt jump shot from 25 ft,,52,54
160,2,5:04.0,,Defensive rebound by Team,52,54
161,2,4:50.0,,W. Barton misses 2-pt jump shot from 20 ft,52,54
162,2,4:50.0,Defensive rebound by A. Gordon,,52,54
163,2,4:40.0,A. Gordon misses 3-pt jump shot from 25 ft,,52,54
164,2,4:39.0,,Defensive rebound by K. Faried,52,54
165,2,4:30.0,,D. Gallinari misses 2-pt jump shot from 22 ft,52,54
166,2,4:30.0,Defensive rebound by N. Vučević,,52,54
167,2,4:26.0,Personal foul by K. Faried,,52,54
168,2,4:16.0,E. Payton misses 2-pt jump shot from 12 ft,,52,54
169,2,4:15.0,,Defensive rebound by K. Faried,52,54
170,2,4:10.0,,K. Faried makes 2-pt layup from 2 ft,52,56
171,2,3:56.0,Turnover by J. Meeks (step out of bounds),,52,56
172,2,3:33.0,,N. Jokić misses 2-pt hook shot from 4 ft,52,56
173,2,3:32.0,Defensive rebound by S. Ibaka,,52,56
174,2,3:23.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by E. Payton),,55,56
175,2,3:07.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),55,58
176,2,2:55.0,N. Vučević misses 2-pt jump shot from 20 ft,,55,58
177,2,2:54.0,,Defensive rebound by D. Gallinari,55,58
178,2,2:47.0,,Turnover by D. Gallinari (lost ball; steal by A. Gordon),55,58
179,2,2:41.0,S. Ibaka makes 2-pt dunk at rim (assist by J. Meeks),,57,58
180,2,2:23.0,,W. Barton makes 2-pt jump shot from 12 ft,57,60
181,2,2:02.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,59,60
182,2,1:53.0,,Personal foul by A. Gordon,59,60
183,2,1:53.0,Official timeout,,59,60
184,2,1:53.0,,J. Nelson enters the game for W. Barton,59,60
185,2,1:44.0,,N. Jokić misses 2-pt jump shot from 17 ft,59,60
186,2,1:43.0,Defensive rebound by A. Gordon,,59,60
187,2,1:32.0,Turnover by E. Payton (lost ball; steal by N. Jokić),,59,60
188,2,1:27.0,,E. Mudiay misses 2-pt layup from 2 ft,59,60
189,2,1:26.0,Defensive rebound by J. Meeks,,59,60
190,2,1:21.0,Turnover by J. Meeks (lost ball; steal by E. Mudiay),,59,60
191,2,1:16.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),59,62
192,2,0:59.0,J. Meeks misses 2-pt jump shot from 16 ft,,59,62
193,2,0:57.0,,Defensive rebound by N. Jokić,59,62
194,2,0:50.0,,N. Jokić makes 2-pt layup from 1 ft (assist by E. Mudiay),59,64
195,2,0:44.0,E. Payton makes 2-pt layup from 1 ft,,61,64
196,2,0:35.0,,E. Mudiay makes 3-pt jump shot from 25 ft,61,67
197,2,0:23.0,N. Vučević misses 2-pt jump shot from 20 ft,,61,67
198,2,0:23.0,,Defensive rebound by D. Gallinari,61,67
199,2,0:01.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by E. Mudiay),61,69
200,3,11:40.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Payton),,63,69
201,3,11:22.0,,J. Nelson makes 2-pt jump shot from 3 ft (assist by E. Mudiay),63,71
202,3,10:58.0,E. Payton misses 2-pt jump shot from 17 ft,,63,71
203,3,10:57.0,,Defensive rebound by N. Jokić,63,71
204,3,10:44.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by J. Nelson),63,73
205,3,10:21.0,J. Meeks misses 2-pt jump shot from 19 ft,,63,73
206,3,10:20.0,,Defensive rebound by D. Gallinari,63,73
207,3,10:05.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by E. Mudiay),63,76
208,3,9:49.0,Turnover by S. Ibaka (lost ball; steal by K. Faried),,63,76
209,3,9:44.0,,K. Faried makes 2-pt layup from 1 ft,63,78
210,3,9:44.0,Orlando full timeout,,63,78
211,3,9:31.0,E. Payton misses 2-pt layup from 2 ft (block by E. Mudiay),,63,78
212,3,9:27.0,Offensive rebound by E. Payton,,63,78
213,3,9:27.0,E. Payton misses 2-pt layup from 2 ft,,63,78
214,3,9:26.0,,Defensive rebound by N. Jokić,63,78
215,3,9:22.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by N. Jokić),63,80
216,3,9:11.0,S. Ibaka misses 3-pt jump shot from 25 ft,,63,80
217,3,9:10.0,Offensive rebound by Team,,63,80
218,3,9:07.0,J. Meeks makes 2-pt layup from 2 ft (assist by A. Gordon),,65,80
219,3,8:50.0,,Turnover by D. Gallinari (bad pass; steal by A. Gordon),65,80
220,3,8:45.0,Turnover by A. Gordon (bad pass; steal by E. Mudiay),,65,80
221,3,8:38.0,,E. Mudiay misses 3-pt jump shot from 24 ft,65,80
222,3,8:35.0,,Offensive rebound by K. Faried,65,80
223,3,8:32.0,,K. Faried makes 2-pt layup from 1 ft,65,82
224,3,8:18.0,A. Gordon misses 3-pt jump shot from 26 ft,,65,82
225,3,8:17.0,,Defensive rebound by K. Faried,65,82
226,3,8:12.0,,Shooting foul by A. Gordon (drawn by D. Gallinari),65,82
227,3,8:12.0,,D. Gallinari makes free throw 1 of 2,65,83
228,3,8:12.0,M. Hezonja enters the game for A. Gordon,,65,83
229,3,8:12.0,,D. Gallinari misses free throw 2 of 2,65,83
230,3,8:11.0,Defensive rebound by N. Vučević,,65,83
231,3,8:01.0,Turnover by E. Payton (bad pass; steal by N. Jokić),,65,83
232,3,7:56.0,,Offensive foul by E. Mudiay (drawn by E. Payton),65,83
233,3,7:56.0,,Turnover by E. Mudiay (offensive foul),65,83
234,3,7:56.0,D. Augustin enters the game for E. Payton,,65,83
235,3,7:41.0,N. Vučević misses 2-pt jump shot from 15 ft,,65,83
236,3,7:40.0,,Defensive rebound by Team,65,83
237,3,7:23.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),65,85
238,3,7:10.0,J. Meeks makes 2-pt jump shot from 19 ft,,67,85
239,3,6:48.0,,D. Gallinari misses 3-pt jump shot from 26 ft,67,85
240,3,6:47.0,Defensive rebound by Team,,67,85
241,3,6:33.0,J. Meeks makes 2-pt layup from 2 ft (assist by N. Vučević),,69,85
242,3,6:12.0,,Turnover by E. Mudiay (bad pass; steal by S. Ibaka),69,85
243,3,6:05.0,M. Hezonja misses 2-pt jump shot from 12 ft,,69,85
244,3,6:04.0,,Defensive rebound by N. Jokić,69,85
245,3,5:58.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by N. Jokić),69,88
246,3,5:37.0,N. Vučević makes 2-pt layup from 2 ft,,71,88
247,3,5:21.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),71,90
248,3,5:20.0,Orlando full timeout,,71,90
249,3,5:20.0,,W. Barton enters the game for E. Mudiay,71,90
250,3,5:10.0,Turnover by J. Meeks (bad pass; steal by N. Jokić),,71,90
251,3,5:01.0,,W. Barton misses 3-pt jump shot from 25 ft,71,90
252,3,5:00.0,Defensive rebound by S. Ibaka,,71,90
253,3,4:49.0,D. Augustin misses 3-pt jump shot from 25 ft,,71,90
254,3,4:48.0,,Defensive rebound by Team,71,90
255,3,4:48.0,,W. Chandler enters the game for K. Faried,71,90
256,3,4:25.0,,J. Nelson misses 3-pt jump shot from 29 ft,71,90
257,3,4:24.0,Defensive rebound by D. Augustin,,71,90
258,3,4:15.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. Augustin),,74,90
259,3,3:54.0,,J. Nelson makes 3-pt jump shot from 26 ft (assist by W. Barton),74,93
260,3,3:42.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by N. Vučević),,76,93
261,3,3:25.0,,W. Chandler misses 3-pt jump shot from 25 ft,76,93
262,3,3:25.0,Defensive rebound by M. Hezonja,,76,93
263,3,3:15.0,M. Hezonja misses 2-pt jump shot from 4 ft,,76,93
264,3,3:13.0,Offensive rebound by S. Ibaka,,76,93
265,3,3:12.0,S. Ibaka misses 2-pt hook shot from 4 ft,,76,93
266,3,3:12.0,Offensive rebound by Team,,76,93
267,3,2:55.0,Turnover by S. Ibaka (bad pass; steal by W. Barton),,76,93
268,3,2:50.0,,W. Barton makes 2-pt layup from 2 ft,76,95
269,3,2:38.0,Personal foul by W. Chandler,,76,95
270,3,2:38.0,,Denver full timeout,76,95
271,3,2:38.0,B. Biyombo enters the game for S. Ibaka,,76,95
272,3,2:38.0,J. Green enters the game for N. Vučević,,76,95
273,3,2:38.0,,E. Mudiay enters the game for N. Jokić,76,95
274,3,2:38.0,,K. Faried enters the game for J. Nelson,76,95
275,3,2:24.0,J. Meeks misses 3-pt jump shot from 25 ft,,76,95
276,3,2:23.0,,Defensive rebound by D. Gallinari,76,95
277,3,2:07.0,,Turnover by E. Mudiay (bad pass; steal by J. Green),76,95
278,3,1:51.0,B. Biyombo makes 2-pt hook shot from 5 ft (assist by M. Hezonja),,78,95
279,3,1:30.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by W. Barton),78,98
280,3,1:13.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by J. Meeks),,81,98
281,3,0:45.0,,E. Mudiay misses 2-pt jump shot from 21 ft,81,98
282,3,0:43.0,Defensive rebound by B. Biyombo,,81,98
283,3,0:35.0,B. Biyombo makes 2-pt dunk at rim (assist by D. Augustin),,83,98
284,3,0:16.0,,W. Chandler makes 2-pt layup from 1 ft (assist by E. Mudiay),83,100
285,3,0:05.0,Personal take foul by E. Mudiay,,83,100
286,3,0:02.0,J. Green misses 3-pt jump shot from 29 ft,,83,100
287,3,0:00.0,Offensive rebound by Team,,83,100
288,4,11:36.0,,W. Chandler misses 2-pt hook shot from 3 ft,83,100
289,4,11:34.0,Defensive rebound by Team,,83,100
290,4,11:20.0,Shooting foul by W. Chandler (drawn by J. Green),,83,100
291,4,11:20.0,J. Green makes free throw 1 of 2,,84,100
292,4,11:20.0,J. Green makes free throw 2 of 2,,85,100
293,4,11:13.0,,Turnover by W. Chandler (traveling),85,100
294,4,11:02.0,Turnover by M. Hezonja (lost ball; steal by J. Hernangómez),,85,100
295,4,10:54.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by K. Faried),85,102
296,4,10:33.0,J. Green misses 3-pt jump shot from 25 ft,,85,102
297,4,10:32.0,,Defensive rebound by J. Hernangómez,85,102
298,4,10:23.0,,W. Barton makes 3-pt jump shot from 26 ft,85,105
299,4,10:09.0,D. Augustin misses 2-pt layup from 1 ft (block by K. Faried),,85,105
300,4,10:07.0,,Defensive rebound by W. Chandler,85,105
301,4,9:59.0,,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),85,107
302,4,9:59.0,Orlando full timeout,,85,107
303,4,9:59.0,A. Gordon enters the game for D. Augustin,,85,107
304,4,9:59.0,E. Payton enters the game for M. Hezonja,,85,107
305,4,9:52.0,Shooting foul by W. Chandler (drawn by B. Biyombo),,85,107
306,4,9:52.0,B. Biyombo misses free throw 1 of 2,,85,107
307,4,9:52.0,Offensive rebound by Team,,85,107
308,4,9:52.0,B. Biyombo misses free throw 2 of 2,,85,107
309,4,9:50.0,,Defensive rebound by J. Hernangómez,85,107
310,4,9:36.0,,W. Barton misses 3-pt jump shot from 25 ft,85,107
311,4,9:36.0,Defensive rebound by B. Biyombo,,85,107
312,4,9:23.0,J. Green makes 2-pt jump shot from 14 ft,,87,107
313,4,9:11.0,,W. Chandler misses 3-pt jump shot from 25 ft,87,107
314,4,9:09.0,Defensive rebound by B. Biyombo,,87,107
315,4,8:58.0,E. Payton misses 2-pt jump shot from 8 ft,,87,107
316,4,8:58.0,Offensive rebound by E. Payton,,87,107
317,4,8:55.0,B. Biyombo makes 2-pt hook shot from 5 ft (assist by E. Payton),,89,107
318,4,8:55.0,,Denver full timeout,89,107
319,4,8:55.0,,D. Gallinari enters the game for K. Faried,89,107
320,4,8:55.0,,N. Jokić enters the game for J. Hernangómez,89,107
321,4,8:35.0,,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),89,109
322,4,8:18.0,E. Payton makes 2-pt layup from 1 ft,,91,109
323,4,8:07.0,,D. Gallinari misses 3-pt jump shot from 26 ft,91,109
324,4,8:07.0,Defensive rebound by A. Gordon,,91,109
325,4,7:58.0,J. Green misses 2-pt jump shot from 18 ft,,91,109
326,4,7:57.0,Offensive rebound by B. Biyombo,,91,109
327,4,7:57.0,B. Biyombo misses 2-pt layup from 1 ft,,91,109
328,4,7:54.0,,Defensive rebound by W. Chandler,91,109
329,4,7:43.0,,W. Chandler misses 2-pt jump shot from 15 ft,91,109
330,4,7:41.0,Defensive rebound by E. Payton,,91,109
331,4,7:35.0,E. Payton misses 2-pt layup from 1 ft,,91,109
332,4,7:34.0,,Defensive rebound by N. Jokić,91,109
333,4,7:28.0,,E. Mudiay misses 2-pt jump shot from 6 ft,91,109
334,4,7:28.0,Defensive rebound by B. Biyombo,,91,109
335,4,7:26.0,E. Payton makes 2-pt layup from 2 ft,,93,109
336,4,7:26.0,Shooting foul by N. Jokić (drawn by E. Payton),,93,109
337,4,7:26.0,S. Ibaka enters the game for C. Watson,,93,109
338,4,7:26.0,N. Vučević enters the game for B. Biyombo,,93,109
339,4,7:26.0,E. Fournier enters the game for J. Green,,93,109
340,4,7:26.0,,J. Nelson enters the game for W. Barton,93,109
341,4,7:26.0,E. Payton misses free throw 1 of 1,,93,109
342,4,7:24.0,Offensive rebound by N. Vučević,,93,109
343,4,7:15.0,E. Payton makes 2-pt layup from 1 ft,,95,109
344,4,7:15.0,,Denver full timeout,95,109
345,4,7:15.0,J. Meeks enters the game for E. Fournier,,95,109
346,4,6:59.0,,Shooting foul by A. Gordon (drawn by E. Mudiay),95,109
347,4,6:59.0,,E. Mudiay makes free throw 1 of 2,95,110
348,4,6:59.0,,E. Mudiay makes free throw 2 of 2,95,111
349,4,6:46.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),,97,111
350,4,6:35.0,,N. Jokić makes 2-pt layup at rim (assist by E. Mudiay),97,113
351,4,6:24.0,N. Vučević misses 3-pt jump shot from 25 ft,,97,113
352,4,6:23.0,,Defensive rebound by J. Nelson,97,113
353,4,6:10.0,,Turnover by J. Nelson (bad pass),97,113
354,4,6:10.0,,K. Faried enters the game for W. Chandler,97,113
355,4,6:02.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,99,113
356,4,5:50.0,,N. Jokić misses 2-pt layup from 2 ft,99,113
357,4,5:49.0,Defensive rebound by S. Ibaka,,99,113
358,4,5:36.0,S. Ibaka misses 2-pt jump shot from 15 ft,,99,113
359,4,5:35.0,,Defensive rebound by D. Gallinari,99,113
360,4,5:11.0,,K. Faried misses 3-pt jump shot from 25 ft,99,113
361,4,5:09.0,Defensive rebound by J. Meeks,,99,113
362,4,4:57.0,E. Payton makes 2-pt jump shot from 5 ft,,101,113
363,4,4:35.0,,J. Nelson makes 2-pt layup from 2 ft,101,115
364,4,4:28.0,Personal foul by J. Nelson,,101,115
365,4,4:24.0,Turnover by E. Payton (discontinued dribble),,101,115
366,4,4:22.0,,Shooting foul by S. Ibaka (drawn by N. Jokić),101,115
367,4,4:22.0,,N. Jokić misses free throw 1 of 2,101,115
368,4,4:22.0,,Offensive rebound by Team,101,115
369,4,4:22.0,,N. Jokić misses free throw 2 of 2,101,115
370,4,4:16.0,Defensive rebound by S. Ibaka,,101,115
371,4,4:00.0,E. Payton makes 2-pt jump shot from 6 ft,,103,115
372,4,3:53.0,,J. Nelson makes 2-pt jump shot from 2 ft (assist by E. Mudiay),103,117
373,4,3:29.0,A. Gordon makes 2-pt layup from 2 ft (assist by E. Payton),,105,117
374,4,3:09.0,,D. Gallinari misses 3-pt jump shot from 24 ft,105,117
375,4,3:06.0,,Offensive rebound by N. Jokić,105,117
376,4,3:06.0,,N. Jokić makes 2-pt layup from 3 ft,105,119
377,4,2:55.0,S. Ibaka misses 3-pt jump shot from 25 ft,,105,119
378,4,2:55.0,,Defensive rebound by Team,105,119
379,4,2:55.0,Official timeout,,105,119
