,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
169,2,3:21.0,Turnover by T. Snell (offensive foul),,39,39
170,2,3:06.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by H. Barnes),39,42
171,2,3:05.0,Milwaukee full timeout,,39,42
172,2,2:50.0,Turnover by M. Teletović (bad pass; steal by H. Barnes),,39,42
173,2,2:38.0,,A. Bogut makes 2-pt dunk at rim (assist by J. Barea),39,44
174,2,2:19.0,M. Dellavedova misses 2-pt jump shot from 16 ft,,39,44
175,2,2:18.0,,Defensive rebound by J. Barea,39,44
176,2,2:00.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft,39,44
177,2,1:59.0,Defensive rebound by M. Teletović,,39,44
178,2,1:45.0,Offensive foul by J. Parker (drawn by W. Matthews),,39,44
179,2,1:45.0,Turnover by J. Parker (offensive foul),,39,44
180,2,1:32.0,,W. Matthews misses 3-pt jump shot from 24 ft,39,44
181,2,1:31.0,Defensive rebound by M. Teletović,,39,44
182,2,1:20.0,T. Snell misses 3-pt jump shot from 25 ft,,39,44
183,2,1:19.0,,Defensive rebound by A. Bogut,39,44
184,2,1:07.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by J. Barea),39,46
185,2,0:49.0,J. Parker misses 3-pt jump shot from 25 ft,,39,46
186,2,0:48.0,Offensive rebound by Team,,39,46
187,2,0:39.0,J. Parker misses 2-pt jump shot from 8 ft,,39,46
188,2,0:38.0,,Defensive rebound by W. Matthews,39,46
189,2,0:31.0,,J. Barea misses 3-pt jump shot from 26 ft,39,46
190,2,0:31.0,,Offensive rebound by H. Barnes,39,46
191,2,0:31.0,,Shooting foul by J. Parker (drawn by H. Barnes),39,46
192,2,0:31.0,,H. Barnes makes free throw 1 of 2,39,47
193,2,0:31.0,,H. Barnes misses free throw 2 of 2,39,47
194,2,0:30.0,Defensive rebound by J. Henson,,39,47
195,2,0:11.0,Offensive foul by T. Snell (drawn by J. Barea),,39,47
196,2,0:11.0,Turnover by T. Snell (offensive foul),,39,47
197,2,0:06.0,,Offensive foul by A. Bogut (drawn by M. Dellavedova),39,47
198,2,0:06.0,,Turnover by A. Bogut (offensive foul),39,47
199,2,0:01.0,Personal foul by A. Bogut (drawn by M. Dellavedova),,39,47
200,2,0:00.0,M. Teletović misses 3-pt jump shot from 30 ft,,39,47
201,2,0:00.0,Offensive rebound by Team,,39,47
202,3,11:43.0,,H. Barnes makes 2-pt hook shot from 6 ft,39,49
203,3,11:30.0,J. Parker misses 2-pt layup from 2 ft,,39,49
204,3,11:29.0,Offensive rebound by J. Parker,,39,49
205,3,11:27.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft,,42,49
206,3,11:04.0,,J. Barea misses 3-pt jump shot from 24 ft,42,49
207,3,11:03.0,Defensive rebound by G. Antetokounmpo,,42,49
208,3,10:52.0,T. Snell misses 3-pt jump shot from 23 ft,,42,49
209,3,10:51.0,,Defensive rebound by J. Barea,42,49
210,3,10:34.0,,H. Barnes misses 2-pt jump shot from 19 ft,42,49
211,3,10:33.0,Defensive rebound by M. Dellavedova,,42,49
212,3,10:19.0,Turnover by M. Dellavedova (bad pass; steal by D. Finney-Smith),,42,49
213,3,10:13.0,,Personal foul by M. Dellavedova (drawn by H. Barnes),42,49
214,3,10:02.0,,H. Barnes misses 2-pt jump shot from 12 ft,42,49
215,3,10:01.0,Defensive rebound by G. Antetokounmpo,,42,49
216,3,9:47.0,T. Snell makes 2-pt jump shot from 9 ft (assist by M. Dellavedova),,44,49
217,3,9:19.0,,W. Matthews misses 2-pt jump shot from 19 ft,44,49
218,3,9:18.0,,Offensive rebound by D. Finney-Smith,44,49
219,3,8:56.0,,Turnover by H. Barnes (bad pass; steal by G. Antetokounmpo),44,49
220,3,8:55.0,Personal take foul by J. Barea,,44,49
221,3,8:45.0,J. Parker misses 2-pt jump shot from 18 ft,,44,49
222,3,8:44.0,,Defensive rebound by A. Bogut,44,49
223,3,8:21.0,,Shooting foul by T. Snell (drawn by J. Barea),44,49
224,3,8:21.0,,J. Barea makes free throw 1 of 2,44,50
225,3,8:21.0,,D. Powell enters the game for A. Bogut,44,50
226,3,8:21.0,,J. Barea makes free throw 2 of 2,44,51
227,3,8:13.0,Shooting foul by D. Powell (drawn by G. Antetokounmpo),,44,51
228,3,8:13.0,G. Antetokounmpo makes free throw 1 of 2,,45,51
229,3,8:13.0,G. Antetokounmpo misses free throw 2 of 2,,45,51
230,3,8:11.0,,Defensive rebound by D. Powell,45,51
231,3,7:48.0,,W. Matthews misses 2-pt jump shot from 19 ft,45,51
232,3,7:47.0,Defensive rebound by J. Parker,,45,51
233,3,7:39.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,45,51
234,3,7:38.0,,Defensive rebound by H. Barnes,45,51
235,3,7:29.0,,J. Barea makes 2-pt jump shot from 11 ft,45,53
236,3,7:13.0,Turnover by M. Dellavedova (bad pass; steal by W. Matthews),,45,53
237,3,7:06.0,,W. Matthews misses 3-pt jump shot from 24 ft,45,53
238,3,7:05.0,Defensive rebound by T. Snell,,45,53
239,3,7:04.0,Personal foul by D. Powell (drawn by T. Snell),,45,53
240,3,6:56.0,Personal foul by D. Finney-Smith (drawn by M. Plumlee),,45,53
241,3,6:44.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,47,53
242,3,6:33.0,Offensive charge foul by J. Barea (drawn by M. Dellavedova),,47,53
243,3,6:33.0,,Turnover by J. Barea (offensive foul),47,53
244,3,6:33.0,,S. Curry enters the game for J. Barea,47,53
245,3,6:27.0,Turnover by J. Parker (step out of bounds),,47,53
246,3,6:06.0,,S. Curry misses 3-pt jump shot from 24 ft,47,53
247,3,6:05.0,Defensive rebound by M. Plumlee,,47,53
248,3,6:01.0,Turnover by T. Snell (offensive foul),,47,53
249,3,6:01.0,,Offensive charge foul by T. Snell (drawn by S. Curry),47,53
250,3,5:48.0,,Dallas full timeout,47,53
251,3,5:48.0,,A. Bogut enters the game for H. Barnes,47,53
252,3,5:47.0,M. Brogdon enters the game for M. Dellavedova,,47,53
253,3,5:42.0,,S. Curry makes 2-pt jump shot from 6 ft,47,55
254,3,5:21.0,Shooting foul by A. Bogut (drawn by M. Brogdon),,47,55
255,3,5:21.0,M. Brogdon makes free throw 1 of 2,,48,55
256,3,5:21.0,,S. Mejri enters the game for A. Bogut,48,55
257,3,5:21.0,,J. Barea enters the game for D. Finney-Smith,48,55
258,3,5:21.0,M. Brogdon makes free throw 2 of 2,,49,55
259,3,5:03.0,,S. Mejri misses 2-pt jump shot from 21 ft,49,55
260,3,5:02.0,Defensive rebound by J. Parker,,49,55
261,3,4:50.0,M. Plumlee makes 2-pt dunk at rim (assist by T. Snell),,51,55
262,3,4:29.0,,Turnover by D. Powell (bad pass),51,55
263,3,4:18.0,M. Brogdon makes 2-pt jump shot from 14 ft,,53,55
264,3,4:05.0,,H. Barnes enters the game for D. Powell,53,55
265,3,4:04.0,,H. Barnes misses 2-pt jump shot from 6 ft,53,55
266,3,4:03.0,Defensive rebound by T. Snell,,53,55
267,3,3:57.0,Turnover by J. Parker (lost ball),,53,55
268,3,3:57.0,G. Monroe enters the game for M. Plumlee,,53,55
269,3,3:57.0,J. Terry enters the game for T. Snell,,53,55
270,3,3:42.0,,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),53,55
271,3,3:25.0,Turnover by G. Antetokounmpo (lost ball; steal by S. Mejri),,53,55
272,3,3:17.0,,W. Matthews misses 3-pt jump shot from 23 ft,53,55
273,3,3:16.0,,Offensive rebound by S. Mejri,53,55
274,3,3:13.0,,S. Mejri misses 2-pt dunk at rim (block by G. Antetokounmpo),53,55
275,3,3:13.0,Defensive rebound by Team,,53,55
276,3,3:13.0,,Loose ball foul by S. Mejri (drawn by M. Brogdon),53,55
277,3,3:13.0,M. Brogdon misses free throw 1 of 2,,53,55
278,3,3:13.0,Offensive rebound by Team,,53,55
279,3,3:13.0,M. Brogdon makes free throw 2 of 2,,54,55
280,3,2:51.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),54,57
281,3,2:28.0,J. Parker makes 2-pt layup from 1 ft,,56,57
282,3,2:15.0,,J. Barea misses 2-pt jump shot from 10 ft,56,57
283,3,2:14.0,Defensive rebound by G. Antetokounmpo,,56,57
284,3,2:00.0,Turnover by G. Monroe (bad pass; steal by J. Barea),,56,57
285,3,1:43.0,,H. Barnes makes 2-pt jump shot from 17 ft,56,59
286,3,1:29.0,J. Parker misses 2-pt layup from 2 ft,,56,59
287,3,1:27.0,,Defensive rebound by S. Mejri,56,59
288,3,1:16.0,,Turnover by S. Mejri (lost ball; steal by M. Brogdon),56,59
289,3,1:00.0,J. Terry misses 3-pt jump shot from 23 ft,,56,59
290,3,0:59.0,,Defensive rebound by S. Mejri,56,59
291,3,0:34.0,,J. Barea misses 3-pt jump shot from 25 ft,56,59
292,3,0:33.0,Defensive rebound by J. Parker,,56,59
293,3,0:32.0,Milwaukee full timeout,,56,59
294,3,0:32.0,,D. Finney-Smith enters the game for S. Curry,56,59
295,3,0:32.0,M. Teletović enters the game for J. Parker,,56,59
296,3,0:25.0,,Offensive charge foul by G. Antetokounmpo (drawn by W. Matthews),56,59
297,3,0:25.0,Turnover by G. Antetokounmpo (offensive foul),,56,59
298,3,0:25.0,T. Snell enters the game for G. Antetokounmpo,,56,59
299,3,0:06.0,,J. Barea misses 2-pt jump shot from 7 ft,56,59
300,3,0:05.0,Defensive rebound by G. Monroe,,56,59
301,3,0:00.0,M. Brogdon misses 2-pt jump shot from 21 ft,,56,59
302,3,0:00.0,Offensive rebound by Team,,56,59
303,4,11:41.0,Shooting foul by D. Powell (drawn by G. Monroe),,56,59
304,4,11:41.0,G. Monroe makes free throw 1 of 2,,57,59
305,4,11:41.0,G. Monroe makes free throw 2 of 2,,58,59
306,4,11:24.0,,D. Finney-Smith misses 2-pt jump shot from 4 ft,58,59
307,4,11:23.0,,Offensive rebound by D. Powell,58,59
308,4,11:16.0,,H. Barnes misses 2-pt jump shot from 21 ft,58,59
309,4,11:15.0,Defensive rebound by G. Monroe,,58,59
310,4,10:54.0,Turnover by G. Monroe (traveling),,58,59
311,4,10:54.0,,A. Bogut enters the game for D. Powell,58,59
312,4,10:44.0,,H. Barnes misses 2-pt dunk at rim,58,59
313,4,10:43.0,Defensive rebound by J. Terry,,58,59
314,4,10:37.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Terry),,61,59
315,4,10:10.0,,Turnover by A. Bogut (lost ball; steal by G. Monroe),61,59
316,4,10:10.0,Personal take foul by A. Bogut (drawn by G. Monroe),,61,59
317,4,9:55.0,J. Terry misses 2-pt jump shot from 5 ft,,61,59
318,4,9:54.0,Offensive rebound by Team,,61,59
319,4,9:51.0,M. Teletović misses 2-pt jump shot from 6 ft (block by D. Finney-Smith),,61,59
320,4,9:49.0,Offensive rebound by M. Teletović,,61,59
321,4,9:47.0,M. Teletović misses 3-pt jump shot from 22 ft,,61,59
322,4,9:45.0,,Defensive rebound by J. Barea,61,59
323,4,9:33.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,61,59
324,4,9:31.0,Defensive rebound by G. Monroe,,61,59
325,4,9:13.0,J. Terry misses 2-pt jump shot from 16 ft,,61,59
326,4,9:12.0,,Defensive rebound by J. Barea,61,59
327,4,9:01.0,,Turnover by D. Finney-Smith (lost ball; steal by G. Monroe),61,59
328,4,8:56.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Terry),,64,59
329,4,8:55.0,,Dallas full timeout,64,59
330,4,8:54.0,,W. Matthews enters the game for S. Curry,64,59
331,4,8:41.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by A. Bogut),64,62
332,4,8:20.0,M. Teletović misses 3-pt jump shot from 25 ft,,64,62
333,4,8:19.0,,Defensive rebound by A. Bogut,64,62
334,4,8:06.0,,H. Barnes misses 2-pt jump shot from 11 ft,64,62
335,4,8:05.0,Defensive rebound by G. Monroe,,64,62
336,4,7:51.0,M. Brogdon makes 2-pt jump shot from 11 ft,,66,62
337,4,7:32.0,,W. Matthews misses 3-pt jump shot from 24 ft,66,62
338,4,7:31.0,Defensive rebound by G. Monroe,,66,62
339,4,7:10.0,T. Snell misses 3-pt jump shot from 24 ft,,66,62
340,4,7:09.0,,Defensive rebound by A. Bogut,66,62
341,4,7:03.0,,J. Barea misses 2-pt jump shot from 14 ft,66,62
342,4,7:00.0,Defensive rebound by J. Terry,,66,62
343,4,6:57.0,Turnover by M. Brogdon (bad pass; steal by W. Matthews),,66,62
344,4,6:55.0,,W. Matthews misses 3-pt jump shot from 23 ft,66,62
345,4,6:55.0,,Offensive rebound by D. Finney-Smith,66,62
346,4,6:55.0,Loose ball foul by M. Teletović (drawn by D. Finney-Smith),,66,62
347,4,6:55.0,M. Dellavedova enters the game for M. Brogdon,,66,62
348,4,6:48.0,,A. Bogut misses 2-pt hook shot from 6 ft,66,62
349,4,6:47.0,Defensive rebound by G. Monroe,,66,62
350,4,6:39.0,Offensive foul by G. Monroe (drawn by W. Matthews),,66,62
351,4,6:39.0,Turnover by G. Monroe (offensive foul),,66,62
352,4,6:24.0,,J. Barea misses 3-pt jump shot from 25 ft,66,62
353,4,6:22.0,Defensive rebound by J. Terry,,66,62
354,4,6:16.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Terry),,68,62
355,4,6:15.0,,Dallas full timeout,68,62
356,4,6:01.0,,W. Matthews misses 3-pt jump shot from 25 ft,68,62
357,4,6:00.0,Defensive rebound by M. Teletović,,68,62
358,4,5:44.0,J. Terry misses 3-pt jump shot from 24 ft,,68,62
359,4,5:43.0,,Defensive rebound by A. Bogut,68,62
360,4,5:28.0,,H. Barnes misses 2-pt jump shot from 17 ft,68,62
361,4,5:27.0,Defensive rebound by Team,,68,62
362,4,5:15.0,G. Monroe misses 2-pt jump shot from 18 ft,,68,62
363,4,5:14.0,,Defensive rebound by A. Bogut,68,62
364,4,4:57.0,,J. Barea misses 2-pt layup from 1 ft,68,62
365,4,4:55.0,Defensive rebound by G. Monroe,,68,62
366,4,4:45.0,T. Snell misses 3-pt jump shot from 24 ft,,68,62
367,4,4:44.0,Offensive rebound by M. Teletović,,68,62
368,4,4:28.0,M. Dellavedova misses 2-pt jump shot from 13 ft,,68,62
369,4,4:27.0,Offensive rebound by Team,,68,62
370,4,4:27.0,,S. Curry enters the game for D. Finney-Smith,68,62
371,4,4:19.0,M. Teletović misses 2-pt jump shot from 18 ft,,68,62
372,4,4:18.0,,Defensive rebound by A. Bogut,68,62
373,4,4:12.0,G. Antetokounmpo enters the game for M. Teletović,,68,62
374,4,4:12.0,J. Parker enters the game for T. Snell,,68,62
375,4,3:59.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by H. Barnes),68,65
376,4,3:36.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,68,65
377,4,3:35.0,,Defensive rebound by A. Bogut,68,65
378,4,3:23.0,,W. Matthews misses 3-pt jump shot from 25 ft,68,65
379,4,3:22.0,Defensive rebound by G. Antetokounmpo,,68,65
380,4,3:22.0,Milwaukee full timeout,,68,65
381,4,2:58.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,68,65
382,4,2:57.0,,Defensive rebound by A. Bogut,68,65
383,4,2:43.0,,H. Barnes makes 2-pt jump shot from 18 ft,68,67
