,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
53,1,4:59.0,T. Mozgov makes 2-pt hook shot from 2 ft,,15,18
54,1,4:59.0,Shooting foul by M. Plumlee (drawn by T. Mozgov),,15,18
55,1,4:59.0,,E. Turner enters the game for C. McCollum,15,18
56,1,4:59.0,,A. Crabbe enters the game for M. Harkless,15,18
57,1,4:59.0,T. Mozgov makes free throw 1 of 1,,16,18
58,1,4:46.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by E. Turner),16,21
59,1,4:24.0,Offensive foul by D. Russell (drawn by D. Lillard),,16,21
60,1,4:24.0,Turnover by D. Russell (offensive foul),,16,21
61,1,4:24.0,T. Black enters the game for T. Mozgov,,16,21
62,1,4:24.0,,E. Davis enters the game for M. Plumlee,16,21
63,1,4:12.0,,A. Crabbe misses 2-pt jump shot from 12 ft,16,21
64,1,4:11.0,,Offensive rebound by A. Crabbe,16,21
65,1,4:03.0,,A. Aminu misses 2-pt jump shot from 4 ft,16,21
66,1,4:03.0,,Offensive rebound by Team,16,21
67,1,4:03.0,J. Clarkson enters the game for N. Young,,16,21
68,1,3:54.0,,A. Crabbe misses 2-pt jump shot from 16 ft,16,21
69,1,3:52.0,Defensive rebound by D. Russell,,16,21
70,1,3:42.0,J. Randle misses 2-pt hook shot from 5 ft,,16,21
71,1,3:40.0,,Defensive rebound by D. Lillard,16,21
72,1,3:34.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),16,24
73,1,3:27.0,Shooting foul by D. Lillard (drawn by D. Russell),,16,24
74,1,3:27.0,D. Russell makes free throw 1 of 3,,17,24
75,1,3:27.0,D. Russell makes free throw 2 of 3,,18,24
76,1,3:27.0,,C. McCollum enters the game for D. Lillard,18,24
77,1,3:27.0,D. Russell makes free throw 3 of 3,,19,24
78,1,3:17.0,,Turnover by E. Turner (bad pass; steal by J. Clarkson),19,24
79,1,3:12.0,J. Clarkson misses 2-pt layup from 1 ft,,19,24
80,1,3:12.0,,Defensive rebound by E. Davis,19,24
81,1,3:01.0,,E. Turner misses 2-pt jump shot from 16 ft,19,24
82,1,3:00.0,Defensive rebound by T. Black,,19,24
83,1,2:49.0,J. Randle misses 2-pt jump shot from 4 ft,,19,24
84,1,2:46.0,Offensive rebound by J. Randle,,19,24
85,1,2:46.0,Personal foul by E. Turner (drawn by J. Randle),,19,24
86,1,2:46.0,,Portland full timeout,19,24
87,1,2:46.0,J. Randle makes free throw 1 of 2,,20,24
88,1,2:46.0,J. Randle makes free throw 2 of 2,,21,24
89,1,2:38.0,,Personal foul by T. Black (drawn by E. Davis),21,24
90,1,2:29.0,,A. Aminu misses 2-pt jump shot from 12 ft,21,24
91,1,2:28.0,Defensive rebound by D. Russell,,21,24
92,1,2:18.0,D. Russell misses 3-pt jump shot from 23 ft,,21,24
93,1,2:16.0,,Defensive rebound by A. Crabbe,21,24
94,1,2:08.0,,E. Turner misses 2-pt jump shot from 10 ft,21,24
95,1,2:07.0,Defensive rebound by L. Williams,,21,24
96,1,1:45.0,J. Randle misses 2-pt layup from 2 ft,,21,24
97,1,1:45.0,,Defensive rebound by E. Davis,21,24
98,1,1:33.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),21,27
99,1,1:18.0,J. Clarkson misses 2-pt jump shot from 21 ft,,21,27
100,1,1:17.0,,Defensive rebound by A. Aminu,21,27
101,1,1:09.0,,A. Crabbe misses 3-pt jump shot from 25 ft,21,27
102,1,1:08.0,Defensive rebound by J. Randle,,21,27
103,1,0:58.0,Shooting foul by A. Aminu (drawn by D. Russell),,21,27
104,1,0:58.0,D. Russell makes free throw 1 of 2,,22,27
105,1,0:58.0,D. Russell misses free throw 2 of 2,,22,27
106,1,0:58.0,,Defensive rebound by N. Vonleh,22,27
107,1,0:58.0,,N. Vonleh enters the game for A. Aminu,22,27
108,1,0:58.0,T. Robinson enters the game for J. Randle,,22,27
109,1,0:42.0,,C. McCollum makes 2-pt jump shot from 19 ft,22,29
110,1,0:33.0,Shooting foul by E. Davis (drawn by L. Williams),,22,29
111,1,0:33.0,L. Williams misses free throw 1 of 3,,22,29
112,1,0:33.0,Offensive rebound by Team,,22,29
113,1,0:33.0,L. Williams makes free throw 2 of 3,,23,29
114,1,0:33.0,B. Ingram enters the game for D. Russell,,23,29
115,1,0:33.0,L. Williams makes free throw 3 of 3,,24,29
116,1,0:13.0,,N. Vonleh misses 2-pt jump shot from 9 ft,24,29
117,1,0:12.0,,Offensive rebound by E. Davis,24,29
118,1,0:00.0,,C. McCollum misses 2-pt jump shot from 21 ft,24,29
119,1,0:00.0,,Offensive rebound by Team,24,29
120,2,11:46.0,J. Clarkson makes 2-pt jump shot from 6 ft (assist by T. Robinson),,26,29
121,2,11:36.0,,Turnover by E. Turner (bad pass; steal by T. Robinson),26,29
122,2,11:32.0,T. Robinson makes 2-pt dunk at rim,,28,29
123,2,11:12.0,,E. Davis misses 2-pt dunk at rim (block by B. Ingram),28,29
124,2,11:10.0,,Offensive rebound by E. Davis,28,29
125,2,11:10.0,,E. Davis misses 2-pt dunk at rim (block by T. Black),28,29
126,2,11:08.0,Defensive rebound by L. Williams,,28,29
127,2,11:02.0,J. Clarkson makes 3-pt jump shot from 26 ft,,31,29
128,2,10:49.0,,C. McCollum misses 3-pt jump shot from 24 ft,31,29
129,2,10:48.0,Defensive rebound by J. Clarkson,,31,29
130,2,10:33.0,Turnover by L. Williams (lost ball; steal by C. McCollum),,31,29
131,2,10:30.0,,Shooting foul by T. Robinson (drawn by N. Vonleh),31,29
132,2,10:30.0,,N. Vonleh misses free throw 1 of 2,31,29
133,2,10:30.0,,Offensive rebound by Team,31,29
134,2,10:30.0,,N. Vonleh misses free throw 2 of 2,31,29
135,2,10:29.0,Defensive rebound by T. Robinson,,31,29
136,2,10:18.0,L. Williams makes 3-pt jump shot from 25 ft,,34,29
137,2,10:04.0,,A. Crabbe misses 2-pt jump shot from 20 ft,34,29
138,2,10:02.0,Defensive rebound by T. Black,,34,29
139,2,9:50.0,Offensive foul by T. Black (drawn by C. McCollum),,34,29
140,2,9:50.0,Turnover by T. Black (offensive foul),,34,29
141,2,9:39.0,Offensive charge foul by N. Vonleh (drawn by T. Robinson),,34,29
142,2,9:39.0,,Turnover by N. Vonleh (offensive foul),34,29
143,2,9:27.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Williams),,37,29
144,2,9:27.0,,Portland full timeout,37,29
145,2,9:27.0,,M. Harkless enters the game for N. Vonleh,37,29
146,2,9:27.0,,M. Plumlee enters the game for E. Davis,37,29
147,2,9:11.0,,C. McCollum makes 2-pt jump shot from 20 ft,37,31
148,2,8:58.0,T. Robinson makes 2-pt hook shot from 6 ft,,39,31
149,2,8:45.0,,E. Turner misses 2-pt jump shot from 9 ft,39,31
150,2,8:45.0,Defensive rebound by B. Ingram,,39,31
151,2,8:39.0,T. Black makes 2-pt layup from 1 ft (assist by B. Ingram),,41,31
152,2,8:23.0,,D. Lillard enters the game for C. McCollum,41,31
153,2,8:13.0,,M. Plumlee makes 2-pt hook shot from 6 ft,41,33
154,2,7:57.0,B. Ingram misses 3-pt jump shot from 24 ft,,41,33
155,2,7:56.0,Offensive rebound by T. Robinson,,41,33
156,2,7:48.0,L. Williams misses 2-pt jump shot from 8 ft,,41,33
157,2,7:47.0,,Defensive rebound by M. Plumlee,41,33
158,2,7:40.0,,Shooting foul by T. Black (drawn by A. Crabbe),41,33
159,2,7:40.0,,A. Crabbe makes free throw 1 of 2,41,34
160,2,7:40.0,J. Randle enters the game for T. Black,,41,34
161,2,7:40.0,,A. Crabbe makes free throw 2 of 2,41,35
162,2,7:19.0,J. Clarkson makes 2-pt layup from 1 ft,,43,35
163,2,7:05.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by M. Plumlee),43,37
164,2,6:58.0,LA Lakers full timeout,,43,37
165,2,6:58.0,N. Young enters the game for T. Robinson,,43,37
166,2,6:58.0,D. Russell enters the game for L. Williams,,43,37
167,2,6:46.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),,46,37
168,2,6:30.0,,D. Lillard misses 3-pt jump shot from 25 ft,46,37
169,2,6:29.0,Defensive rebound by D. Russell,,46,37
170,2,6:19.0,J. Clarkson misses 3-pt jump shot from 23 ft,,46,37
171,2,6:19.0,,Defensive rebound by M. Plumlee,46,37
172,2,6:02.0,,D. Lillard makes 2-pt layup at rim,46,39
173,2,5:42.0,B. Ingram makes 2-pt layup from 2 ft,,48,39
174,2,5:20.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),48,41
175,2,5:02.0,,A. Aminu enters the game for E. Turner,48,41
176,2,4:55.0,J. Randle makes 2-pt layup at rim (assist by D. Russell),,50,41
177,2,4:36.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),50,43
178,2,4:14.0,D. Russell makes 2-pt jump shot from 16 ft,,52,43
179,2,4:02.0,,Shooting foul by B. Ingram (drawn by M. Plumlee),52,43
180,2,4:02.0,,M. Plumlee misses free throw 1 of 2,52,43
181,2,4:02.0,,Offensive rebound by Team,52,43
182,2,4:02.0,,M. Plumlee misses free throw 2 of 2,52,43
183,2,4:00.0,Defensive rebound by J. Randle,,52,43
184,2,3:45.0,D. Russell misses 3-pt jump shot from 23 ft,,52,43
185,2,3:44.0,,Defensive rebound by A. Aminu,52,43
186,2,3:41.0,,Turnover by D. Lillard (bad pass),52,43
187,2,3:30.0,D. Russell misses 3-pt jump shot from 24 ft,,52,43
188,2,3:29.0,,Defensive rebound by M. Harkless,52,43
189,2,3:24.0,,Turnover by D. Lillard (bad pass; steal by D. Russell),52,43
190,2,3:17.0,D. Russell misses 2-pt jump shot from 3 ft,,52,43
191,2,3:16.0,,Defensive rebound by A. Crabbe,52,43
192,2,3:11.0,,Turnover by M. Plumlee (lost ball; steal by J. Clarkson),52,43
193,2,3:06.0,J. Randle misses 2-pt layup from 1 ft (block by M. Plumlee),,52,43
194,2,3:05.0,Offensive rebound by D. Russell,,52,43
195,2,3:04.0,D. Russell makes 2-pt jump shot from 4 ft,,54,43
196,2,2:56.0,,Portland full timeout,54,43
197,2,2:56.0,Official timeout,,54,43
198,2,2:56.0,,C. McCollum enters the game for A. Crabbe,54,43
199,2,2:39.0,,M. Harkless misses 3-pt jump shot from 23 ft,54,43
200,2,2:39.0,Defensive rebound by J. Clarkson,,54,43
201,2,2:26.0,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),,57,43
202,2,2:10.0,,M. Harkless misses 2-pt layup from 2 ft,57,43
203,2,2:09.0,Defensive rebound by J. Randle,,57,43
204,2,2:00.0,D. Russell misses 2-pt layup from 2 ft (block by M. Harkless),,57,43
205,2,1:58.0,,Defensive rebound by D. Lillard,57,43
206,2,1:53.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),57,46
207,2,1:34.0,N. Young makes 2-pt jump shot from 17 ft,,59,46
208,2,1:22.0,,C. McCollum makes 2-pt dunk at rim (assist by M. Plumlee),59,48
209,2,1:00.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by N. Young),,62,48
210,2,0:48.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Harkless),62,51
211,2,0:33.0,B. Ingram misses 2-pt jump shot from 19 ft,,62,51
212,2,0:31.0,Offensive rebound by B. Ingram,,62,51
213,2,0:09.0,N. Young misses 3-pt jump shot from 27 ft,,62,51
214,2,0:08.0,,Defensive rebound by M. Harkless,62,51
215,2,0:02.0,,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),62,53
216,2,0:00.0,J. Randle misses 3-pt jump shot from 40 ft,,62,53
217,2,0:00.0,Offensive rebound by Team,,62,53
218,3,11:46.0,T. Mozgov misses 2-pt jump shot from 20 ft,,62,53
219,3,11:45.0,,Defensive rebound by A. Aminu,62,53
220,3,11:35.0,,Turnover by M. Harkless (lost ball),62,53
221,3,11:13.0,N. Young misses 3-pt jump shot from 23 ft,,62,53
222,3,11:12.0,,Defensive rebound by C. McCollum,62,53
223,3,11:06.0,,C. McCollum makes 3-pt jump shot from 26 ft,62,56
224,3,11:05.0,LA Lakers full timeout,,62,56
225,3,10:50.0,N. Young makes 2-pt jump shot from 14 ft (assist by J. Randle),,64,56
226,3,10:21.0,,M. Plumlee makes 2-pt jump shot from 12 ft (assist by M. Harkless),64,58
227,3,9:56.0,D. Russell makes 2-pt jump shot from 4 ft,,66,58
228,3,9:45.0,,Shooting foul by T. Mozgov (drawn by M. Plumlee),66,58
229,3,9:45.0,,M. Plumlee misses free throw 1 of 2,66,58
230,3,9:45.0,,Offensive rebound by Team,66,58
231,3,9:45.0,,M. Plumlee makes free throw 2 of 2,66,59
232,3,9:25.0,D. Russell misses 3-pt jump shot from 25 ft,,66,59
233,3,9:23.0,,Defensive rebound by A. Aminu,66,59
234,3,9:17.0,,M. Harkless makes 2-pt dunk at rim (assist by A. Aminu),66,61
235,3,8:55.0,Turnover by D. Russell (bad pass; steal by M. Harkless),,66,61
236,3,8:49.0,,A. Aminu misses 3-pt jump shot from 25 ft,66,61
237,3,8:48.0,Defensive rebound by B. Ingram,,66,61
238,3,8:43.0,Offensive foul by B. Ingram (drawn by A. Aminu),,66,61
239,3,8:43.0,Turnover by B. Ingram (offensive foul),,66,61
240,3,8:43.0,T. Black enters the game for J. Randle,,66,61
241,3,8:43.0,L. Williams enters the game for T. Mozgov,,66,61
242,3,8:43.0,J. Clarkson enters the game for N. Young,,66,61
243,3,8:43.0,T. Robinson enters the game for D. Russell,,66,61
244,3,8:31.0,,M. Harkless makes 2-pt layup from 1 ft (assist by A. Aminu),66,63
245,3,8:11.0,Turnover by T. Black (bad pass; steal by A. Aminu),,66,63
246,3,8:00.0,,A. Aminu misses 3-pt jump shot from 23 ft,66,63
247,3,8:00.0,Defensive rebound by Team,,66,63
248,3,8:00.0,,Loose ball foul by M. Plumlee (drawn by T. Black),66,63
249,3,7:45.0,L. Williams misses 2-pt jump shot from 16 ft,,66,63
250,3,7:43.0,,Defensive rebound by M. Harkless,66,63
251,3,7:26.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by D. Lillard),66,66
252,3,7:05.0,Shooting foul by C. McCollum (drawn by J. Clarkson),,66,66
253,3,7:05.0,J. Clarkson makes free throw 1 of 2,,67,66
254,3,7:05.0,J. Clarkson misses free throw 2 of 2,,67,66
255,3,7:04.0,,Defensive rebound by M. Harkless,67,66
256,3,6:50.0,,D. Lillard misses 3-pt jump shot from 25 ft,67,66
257,3,6:49.0,Defensive rebound by T. Robinson,,67,66
258,3,6:38.0,L. Williams makes 2-pt jump shot from 18 ft,,69,66
259,3,6:29.0,,C. McCollum makes 2-pt jump shot from 19 ft,69,68
260,3,6:12.0,J. Clarkson makes 2-pt jump shot from 11 ft,,71,68
261,3,5:55.0,,D. Lillard misses 3-pt jump shot from 24 ft,71,68
262,3,5:54.0,Defensive rebound by T. Black,,71,68
263,3,5:46.0,L. Williams makes 2-pt layup from 2 ft,,73,68
264,3,5:29.0,,C. McCollum misses 3-pt jump shot from 25 ft,73,68
265,3,5:27.0,,Offensive rebound by C. McCollum,73,68
266,3,5:24.0,,C. McCollum makes 2-pt jump shot from 13 ft,73,70
267,3,5:10.0,L. Williams misses 2-pt jump shot from 11 ft,,73,70
268,3,5:09.0,Offensive rebound by T. Black,,73,70
269,3,5:07.0,T. Black misses 2-pt jump shot from 3 ft,,73,70
270,3,5:06.0,,Defensive rebound by A. Aminu,73,70
271,3,5:02.0,,Personal foul by J. Clarkson (drawn by M. Plumlee),73,70
272,3,5:02.0,,A. Crabbe enters the game for M. Harkless,73,70
273,3,4:56.0,,Turnover by M. Plumlee (offensive foul),73,70
274,3,4:56.0,,Offensive foul by M. Plumlee (drawn by T. Robinson),73,70
275,3,4:56.0,N. Young enters the game for B. Ingram,,73,70
276,3,4:56.0,,E. Davis enters the game for M. Plumlee,73,70
277,3,4:36.0,N. Young misses 2-pt jump shot from 13 ft,,73,70
278,3,4:35.0,Offensive rebound by T. Robinson,,73,70
279,3,4:35.0,T. Robinson misses 2-pt layup at rim,,73,70
280,3,4:34.0,,Defensive rebound by E. Davis,73,70
281,3,4:16.0,,C. McCollum misses 3-pt jump shot from 23 ft,73,70
282,3,4:16.0,,Offensive rebound by E. Davis,73,70
283,3,4:13.0,,Shooting foul by T. Robinson (drawn by A. Crabbe),73,70
284,3,4:13.0,,A. Crabbe makes free throw 1 of 2,73,71
285,3,4:13.0,,E. Turner enters the game for C. McCollum,73,71
286,3,4:13.0,,A. Crabbe makes free throw 2 of 2,73,72
287,3,3:58.0,J. Clarkson misses 2-pt jump shot from 4 ft,,73,72
288,3,3:56.0,Offensive rebound by T. Robinson,,73,72
289,3,3:56.0,T. Robinson misses 2-pt layup from 1 ft,,73,72
290,3,3:54.0,,Defensive rebound by E. Davis,73,72
291,3,3:54.0,,Turnover by E. Davis (bad pass; steal by T. Robinson),73,72
292,3,3:50.0,T. Robinson makes 2-pt dunk at rim,,75,72
293,3,3:32.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Lillard),75,75
294,3,3:12.0,J. Clarkson makes 3-pt jump shot from 24 ft,,78,75
295,3,2:49.0,,A. Aminu misses 2-pt layup from 2 ft (block by T. Black),78,75
296,3,2:47.0,Defensive rebound by T. Black,,78,75
297,3,2:43.0,Turnover by L. Williams (bad pass; steal by E. Turner),,78,75
298,3,2:38.0,,A. Crabbe misses 3-pt jump shot from 25 ft,78,75
299,3,2:38.0,,Offensive rebound by Team,78,75
300,3,2:38.0,Loose ball foul by T. Black (drawn by E. Turner),,78,75
301,3,2:38.0,,Portland full timeout,78,75
302,3,2:38.0,,M. Harkless enters the game for A. Aminu,78,75
303,3,2:38.0,J. Randle enters the game for T. Black,,78,75
304,3,2:33.0,,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),78,77
305,3,2:14.0,J. Clarkson misses 3-pt jump shot from 24 ft,,78,77
306,3,2:14.0,,Defensive rebound by D. Lillard,78,77
307,3,2:11.0,,Shooting foul by N. Young (drawn by D. Lillard),78,77
308,3,2:11.0,,D. Lillard makes free throw 1 of 2,78,78
309,3,2:11.0,,D. Lillard makes free throw 2 of 2,78,79
310,3,1:52.0,N. Young makes 3-pt jump shot from 25 ft (assist by T. Robinson),,81,79
311,3,1:40.0,,D. Lillard misses 2-pt jump shot from 18 ft,81,79
312,3,1:39.0,Defensive rebound by J. Randle,,81,79
313,3,1:32.0,L. Williams misses 3-pt jump shot from 27 ft,,81,79
314,3,1:31.0,,Defensive rebound by D. Lillard,81,79
315,3,1:21.0,,E. Turner makes 3-pt jump shot from 26 ft (assist by D. Lillard),81,82
316,3,1:05.0,J. Randle misses 2-pt jump shot from 4 ft (block by M. Harkless),,81,82
317,3,1:04.0,,Defensive rebound by D. Lillard,81,82
318,3,1:01.0,,E. Turner makes 2-pt layup from 2 ft (assist by D. Lillard),81,84
319,3,1:01.0,LA Lakers full timeout,,81,84
320,3,1:01.0,D. Russell enters the game for L. Williams,,81,84
321,3,1:01.0,,C. McCollum enters the game for D. Lillard,81,84
322,3,0:47.0,Shooting foul by M. Harkless (drawn by J. Randle),,81,84
323,3,0:47.0,J. Randle misses free throw 1 of 2,,81,84
324,3,0:47.0,Offensive rebound by Team,,81,84
325,3,0:47.0,J. Randle makes free throw 2 of 2,,82,84
326,3,0:32.0,,Turnover by C. McCollum (bad pass; steal by J. Randle),82,84
327,3,0:28.0,Shooting foul by C. McCollum (drawn by J. Randle),,82,84
328,3,0:28.0,J. Randle makes free throw 1 of 2,,83,84
329,3,0:28.0,J. Randle makes free throw 2 of 2,,84,84
330,3,0:07.0,,A. Crabbe misses 3-pt jump shot from 25 ft,84,84
331,3,0:04.0,,Offensive rebound by A. Crabbe,84,84
332,4,11:47.0,,Shooting block foul by D. Russell (drawn by E. Davis),84,84
333,4,11:47.0,,E. Davis makes free throw 1 of 2,84,85
334,4,11:47.0,,E. Davis makes free throw 2 of 2,84,86
335,4,11:33.0,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),,87,86
336,4,11:17.0,,Turnover by M. Harkless (lost ball; steal by D. Russell),87,86
337,4,11:11.0,Personal foul by E. Davis (drawn by J. Randle),,87,86
338,4,10:59.0,Offensive foul by B. Ingram (drawn by M. Harkless),,87,86
339,4,10:59.0,Turnover by B. Ingram (offensive foul),,87,86
340,4,10:42.0,,C. McCollum misses 3-pt jump shot from 23 ft,87,86
341,4,10:42.0,Defensive rebound by N. Young,,87,86
342,4,10:32.0,J. Randle makes 2-pt layup from 2 ft,,89,86
343,4,10:32.0,Shooting foul by E. Davis (drawn by J. Randle),,89,86
344,4,10:32.0,J. Randle makes free throw 1 of 1,,90,86
345,4,10:18.0,,Shooting foul by J. Randle (drawn by E. Davis),90,86
346,4,10:18.0,,E. Davis misses free throw 1 of 2,90,86
347,4,10:18.0,,Offensive rebound by Team,90,86
348,4,10:18.0,,E. Davis makes free throw 2 of 2,90,87
349,4,10:05.0,D. Russell misses 2-pt jump shot from 8 ft,,90,87
350,4,10:04.0,,Defensive rebound by C. McCollum,90,87
351,4,9:56.0,,A. Crabbe makes 2-pt jump shot from 7 ft (assist by C. McCollum),90,89
352,4,9:41.0,Shooting foul by C. McCollum (drawn by D. Russell),,90,89
353,4,9:41.0,D. Russell makes free throw 1 of 2,,91,89
354,4,9:41.0,D. Russell makes free throw 2 of 2,,92,89
355,4,9:19.0,,Shooting block foul by J. Randle (drawn by E. Turner),92,89
356,4,9:19.0,,E. Turner makes free throw 1 of 2,92,90
357,4,9:19.0,,A. Aminu enters the game for M. Harkless,92,90
358,4,9:19.0,,E. Turner makes free throw 2 of 2,92,91
359,4,9:06.0,N. Young misses 3-pt jump shot from 25 ft,,92,91
360,4,9:05.0,Offensive rebound by Team,,92,91
361,4,9:05.0,L. Williams enters the game for J. Clarkson,,92,91
362,4,8:50.0,J. Randle misses 2-pt layup from 1 ft,,92,91
363,4,8:49.0,,Defensive rebound by E. Davis,92,91
364,4,8:43.0,,E. Turner makes 2-pt jump shot from 7 ft,92,93
365,4,8:22.0,D. Russell misses 3-pt jump shot from 24 ft,,92,93
366,4,8:20.0,Offensive rebound by N. Young,,92,93
367,4,8:01.0,D. Russell makes 2-pt jump shot from 20 ft (assist by L. Williams),,94,93
368,4,8:01.0,,Portland full timeout,94,93
369,4,8:01.0,,M. Plumlee enters the game for E. Davis,94,93
370,4,8:01.0,,D. Lillard enters the game for C. McCollum,94,93
371,4,7:42.0,,E. Turner makes 2-pt jump shot from 18 ft,94,95
372,4,7:23.0,Shooting foul by M. Plumlee (drawn by J. Randle),,94,95
373,4,7:23.0,J. Randle makes free throw 1 of 2,,95,95
374,4,7:23.0,J. Randle makes free throw 2 of 2,,96,95
375,4,7:01.0,,E. Turner makes 2-pt jump shot from 13 ft,96,97
376,4,6:39.0,D. Russell makes 2-pt jump shot from 9 ft,,98,97
377,4,6:27.0,,E. Turner makes 2-pt layup from 1 ft (assist by D. Lillard),98,99
378,4,6:27.0,LA Lakers full timeout,,98,99
379,4,6:14.0,Def 3 sec tech foul by M. Plumlee,,98,99
380,4,6:14.0,L. Williams makes technical free throw,,99,99
381,4,6:06.0,D. Russell makes 2-pt jump shot from 8 ft,,101,99
382,4,5:53.0,,D. Lillard misses 3-pt jump shot from 27 ft,101,99
383,4,5:52.0,Defensive rebound by L. Williams,,101,99
384,4,5:39.0,Shooting foul by D. Lillard (drawn by D. Russell),,101,99
385,4,5:39.0,D. Russell makes free throw 1 of 2,,102,99
386,4,5:39.0,,C. McCollum enters the game for A. Crabbe,102,99
