,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
39,1,5:55.0,,B. Jennings misses 3-pt jump shot from 27 ft,12,14
40,1,5:54.0,Defensive rebound by J. Holiday,,12,14
41,1,5:43.0,Personal foul by J. Noah (drawn by A. Davis),,12,14
42,1,5:26.0,J. Holiday misses 2-pt jump shot from 8 ft,,12,14
43,1,5:25.0,Offensive rebound by A. Davis,,12,14
44,1,5:24.0,A. Davis makes 2-pt layup from 3 ft,,14,14
45,1,5:07.0,,C. Anthony makes 2-pt jump shot from 11 ft,14,16
46,1,4:54.0,D. Cunningham makes 3-pt jump shot from 24 ft (assist by J. Holiday),,17,16
47,1,4:41.0,,C. Lee misses 2-pt jump shot from 16 ft,17,16
48,1,4:40.0,Defensive rebound by D. Cunningham,,17,16
49,1,4:25.0,A. Davis makes 2-pt hook shot from 6 ft,,19,16
50,1,4:16.0,,B. Jennings makes 2-pt layup at rim,19,18
51,1,3:59.0,B. Hield misses 2-pt jump shot from 10 ft,,19,18
52,1,3:58.0,,Defensive rebound by B. Jennings,19,18
53,1,3:49.0,,B. Jennings misses 2-pt jump shot from 5 ft,19,18
54,1,3:48.0,,Offensive rebound by B. Jennings,19,18
55,1,3:47.0,,J. Noah makes 2-pt layup at rim (assist by B. Jennings),19,20
56,1,3:44.0,,Violation by Team (jump ball),19,20
57,1,3:32.0,B. Hield makes 3-pt jump shot from 25 ft,,22,20
58,1,3:06.0,,L. Thomas misses 2-pt jump shot from 22 ft,22,20
59,1,3:05.0,,Offensive rebound by J. Noah,22,20
60,1,3:04.0,,Turnover by J. Noah (lost ball),22,20
61,1,3:04.0,T. Evans enters the game for S. Hill,,22,20
62,1,3:04.0,,K. O'Quinn enters the game for J. Noah,22,20
63,1,3:04.0,,R. Baker enters the game for B. Jennings,22,20
64,1,2:52.0,J. Holiday misses 3-pt jump shot from 25 ft,,22,20
65,1,2:51.0,,Defensive rebound by C. Anthony,22,20
66,1,2:41.0,,K. O'Quinn misses 2-pt jump shot from 12 ft,22,20
67,1,2:40.0,Defensive rebound by J. Holiday,,22,20
68,1,2:29.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,24,20
69,1,2:22.0,,New York full timeout,24,20
70,1,2:22.0,,J. Holiday enters the game for C. Lee,24,20
71,1,2:22.0,L. Galloway enters the game for J. Holiday,,24,20
72,1,2:09.0,,J. Holiday misses 3-pt jump shot from 26 ft,24,20
73,1,2:08.0,Defensive rebound by A. Davis,,24,20
74,1,2:01.0,T. Evans misses 2-pt layup from 1 ft (block by K. O'Quinn),,24,20
75,1,2:00.0,,Defensive rebound by C. Anthony,24,20
76,1,1:55.0,,C. Anthony makes 3-pt jump shot from 26 ft,24,23
77,1,1:34.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by T. Evans),,27,23
78,1,1:10.0,,R. Baker misses 2-pt layup from 2 ft (block by A. Davis),27,23
79,1,1:09.0,,Offensive rebound by Team,27,23
80,1,1:06.0,,Turnover by Team (shot clock),27,23
81,1,0:52.0,Shooting foul by K. O'Quinn (drawn by A. Davis),,27,23
82,1,0:52.0,A. Davis makes free throw 1 of 2,,28,23
83,1,0:52.0,E. Moore enters the game for B. Hield,,28,23
84,1,0:52.0,A. Davis makes free throw 2 of 2,,29,23
85,1,0:37.0,,C. Anthony makes 2-pt jump shot from 12 ft,29,25
86,1,0:37.0,,Shooting foul by D. Cunningham (drawn by C. Anthony),29,25
87,1,0:37.0,,C. Anthony makes free throw 1 of 1,29,26
88,1,0:29.0,L. Galloway misses 2-pt jump shot from 21 ft,,29,26
89,1,0:29.0,,Defensive rebound by C. Anthony,29,26
90,1,0:10.0,,C. Anthony misses 2-pt jump shot from 20 ft,29,26
91,1,0:09.0,,Offensive rebound by Team,29,26
92,1,0:06.0,,Turnover by J. Holiday (bad pass),29,26
93,1,0:01.0,A. Davis misses 2-pt jump shot from 11 ft,,29,26
94,1,0:00.0,Offensive rebound by Team,,29,26
95,2,11:34.0,Turnover by Team (shot clock),,29,26
96,2,11:34.0,D. Motiejūnas enters the game for S. Hill,,29,26
97,2,11:20.0,,Shooting foul by D. Motiejūnas (drawn by L. Thomas),29,26
98,2,11:20.0,,L. Thomas makes free throw 1 of 2,29,27
99,2,11:20.0,,L. Thomas makes free throw 2 of 2,29,28
100,2,11:16.0,Personal foul by R. Baker (drawn by E. Moore),,29,28
101,2,11:04.0,L. Galloway misses 3-pt jump shot from 27 ft,,29,28
102,2,11:03.0,,Defensive rebound by K. Porziņģis,29,28
103,2,10:53.0,,J. Holiday misses 3-pt jump shot from 26 ft,29,28
104,2,10:52.0,Defensive rebound by Team,,29,28
105,2,10:52.0,,Loose ball foul by L. Thomas (drawn by L. Galloway),29,28
106,2,10:42.0,Personal foul by L. Thomas (drawn by T. Evans),,29,28
107,2,10:42.0,,B. Jennings enters the game for R. Baker,29,28
108,2,10:30.0,L. Galloway misses 2-pt jump shot from 8 ft,,29,28
109,2,10:28.0,Offensive rebound by D. Motiejūnas,,29,28
110,2,10:28.0,D. Motiejūnas misses 2-pt layup from 1 ft,,29,28
111,2,10:27.0,,Defensive rebound by K. Porziņģis,29,28
112,2,10:22.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,29,28
113,2,10:21.0,,Offensive rebound by K. O'Quinn,29,28
114,2,10:19.0,,K. O'Quinn makes 2-pt dunk at rim,29,30
115,2,10:02.0,T. Evans makes 3-pt jump shot from 26 ft,,32,30
116,2,9:46.0,,L. Thomas makes 3-pt jump shot from 26 ft (assist by B. Jennings),32,33
117,2,9:35.0,T. Evans makes 3-pt jump shot from 24 ft,,35,33
118,2,9:21.0,,Offensive foul by K. Porziņģis (drawn by T. Jones),35,33
119,2,9:21.0,,Turnover by K. Porziņģis (offensive foul),35,33
120,2,9:10.0,T. Jones misses 2-pt layup from 3 ft,,35,33
121,2,9:09.0,Offensive rebound by D. Motiejūnas,,35,33
122,2,9:09.0,E. Moore misses 2-pt layup from 2 ft,,35,33
123,2,9:08.0,Offensive rebound by Team,,35,33
124,2,8:49.0,T. Jones makes 2-pt jump shot from 20 ft (assist by T. Evans),,37,33
125,2,8:27.0,,Personal foul by E. Moore (drawn by K. O'Quinn),37,33
126,2,8:27.0,Official timeout,,37,33
127,2,8:27.0,,C. Lee enters the game for J. Holiday,37,33
128,2,8:16.0,,K. Porziņģis misses 2-pt jump shot from 8 ft,37,33
129,2,8:15.0,Defensive rebound by D. Motiejūnas,,37,33
130,2,8:07.0,L. Galloway misses 2-pt jump shot from 18 ft,,37,33
131,2,8:06.0,Offensive rebound by T. Jones,,37,33
132,2,8:04.0,T. Jones makes 2-pt layup from 2 ft,,39,33
133,2,7:50.0,,B. Jennings makes 2-pt layup from 1 ft,39,35
134,2,7:28.0,D. Motiejūnas makes 3-pt jump shot from 23 ft (assist by L. Galloway),,42,35
135,2,7:15.0,,B. Jennings makes 3-pt jump shot from 23 ft,42,38
136,2,6:50.0,T. Jones misses 2-pt layup from 2 ft (block by K. O'Quinn),,42,38
137,2,6:49.0,,Defensive rebound by B. Jennings,42,38
138,2,6:46.0,,B. Jennings makes 3-pt jump shot from 25 ft,42,41
139,2,6:28.0,E. Moore misses 2-pt hook shot from 5 ft,,42,41
140,2,6:27.0,,Defensive rebound by K. Porziņģis,42,41
141,2,6:21.0,,B. Jennings misses 3-pt jump shot from 26 ft,42,41
142,2,6:20.0,Defensive rebound by T. Jones,,42,41
143,2,6:14.0,Personal foul by C. Lee (drawn by T. Evans),,42,41
144,2,6:14.0,J. Holiday enters the game for T. Evans,,42,41
145,2,6:14.0,A. Davis enters the game for T. Jones,,42,41
146,2,6:14.0,,R. Baker enters the game for L. Thomas,42,41
147,2,6:14.0,,J. Noah enters the game for K. O'Quinn,42,41
148,2,5:59.0,L. Galloway makes 2-pt jump shot from 12 ft (assist by D. Motiejūnas),,44,41
149,2,5:34.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,44,41
150,2,5:32.0,Defensive rebound by A. Davis,,44,41
151,2,5:23.0,A. Davis makes 2-pt jump shot from 20 ft (assist by J. Holiday),,46,41
152,2,5:03.0,,K. Porziņģis misses 2-pt jump shot from 5 ft,46,41
153,2,5:02.0,Defensive rebound by J. Holiday,,46,41
154,2,4:54.0,Personal foul by J. Noah (drawn by A. Davis),,46,41
155,2,4:54.0,,New York full timeout,46,41
156,2,4:54.0,A. Davis makes free throw 1 of 2,,47,41
157,2,4:54.0,,C. Anthony enters the game for K. Porziņģis,46,41
158,2,4:54.0,A. Davis makes free throw 2 of 2,,48,41
159,2,4:31.0,,C. Anthony misses 3-pt jump shot from 24 ft,48,41
160,2,4:30.0,Defensive rebound by A. Davis,,48,41
161,2,4:17.0,Personal foul by J. Noah (drawn by A. Davis),,48,41
162,2,4:17.0,A. Davis makes free throw 1 of 2,,49,41
163,2,4:17.0,,K. Porziņģis enters the game for J. Noah,49,41
164,2,4:17.0,S. Hill enters the game for D. Motiejūnas,,49,41
165,2,4:17.0,A. Davis makes free throw 2 of 2,,50,41
166,2,4:00.0,,Personal foul by E. Moore (drawn by K. Porziņģis),50,41
167,2,3:48.0,,K. Porziņģis misses 2-pt jump shot from 4 ft (block by A. Davis),50,41
168,2,3:47.0,Defensive rebound by A. Davis,,50,41
169,2,3:41.0,A. Davis misses 2-pt jump shot from 16 ft,,50,41
170,2,3:40.0,Offensive rebound by E. Moore,,50,41
171,2,3:38.0,E. Moore misses 2-pt layup from 3 ft,,50,41
172,2,3:36.0,,Defensive rebound by C. Anthony,50,41
173,2,3:30.0,,Shooting foul by L. Galloway (drawn by K. Porziņģis),50,41
174,2,3:30.0,,K. Porziņģis makes free throw 1 of 2,50,42
175,2,3:30.0,D. Cunningham enters the game for L. Galloway,,50,42
176,2,3:30.0,B. Hield enters the game for E. Moore,,50,42
177,2,3:30.0,,K. Porziņģis makes free throw 2 of 2,50,43
178,2,3:14.0,Turnover by S. Hill (bad pass; steal by B. Jennings),,50,43
179,2,2:55.0,,C. Anthony makes 2-pt jump shot from 9 ft (assist by C. Lee),50,45
180,2,2:45.0,J. Holiday makes 3-pt jump shot from 24 ft,,53,45
181,2,2:24.0,,C. Anthony misses 2-pt jump shot from 10 ft,53,45
182,2,2:23.0,Defensive rebound by A. Davis,,53,45
183,2,2:09.0,A. Davis misses 2-pt layup from 2 ft,,53,45
184,2,2:08.0,,Defensive rebound by C. Anthony,53,45
185,2,1:49.0,,Turnover by B. Jennings (lost ball; steal by B. Hield),53,45
186,2,1:44.0,B. Hield makes 3-pt jump shot from 25 ft (assist by J. Holiday),,56,45
187,2,1:22.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by R. Baker),56,48
188,2,1:08.0,J. Holiday makes 2-pt layup from 3 ft,,58,48
189,2,0:56.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,58,48
190,2,0:55.0,,Offensive rebound by C. Lee,58,48
191,2,0:51.0,,C. Lee misses 2-pt layup from 2 ft,58,48
192,2,0:51.0,Defensive rebound by J. Holiday,,58,48
193,2,0:42.0,A. Davis misses 2-pt jump shot from 4 ft,,58,48
194,2,0:41.0,,Defensive rebound by R. Baker,58,48
195,2,0:35.0,,Shooting foul by A. Davis (drawn by K. Porziņģis),58,48
196,2,0:35.0,New Orleans full timeout,,58,48
197,2,0:35.0,,K. Porziņģis makes free throw 1 of 2,58,49
198,2,0:35.0,,K. Porziņģis misses free throw 2 of 2,58,49
199,2,0:35.0,Defensive rebound by D. Cunningham,,58,49
200,2,0:26.0,A. Davis makes 2-pt jump shot from 12 ft (assist by J. Holiday),,60,49
201,2,0:03.0,,B. Jennings makes 2-pt layup from 3 ft,60,51
202,3,11:40.0,A. Davis makes 2-pt jump shot from 8 ft (assist by B. Hield),,62,51
203,3,11:14.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,62,51
204,3,11:12.0,Defensive rebound by Team,,62,51
205,3,11:01.0,Shooting foul by J. Noah (drawn by J. Holiday),,62,51
206,3,11:01.0,J. Holiday makes free throw 1 of 2,,63,51
207,3,11:01.0,J. Holiday makes free throw 2 of 2,,64,51
208,3,10:48.0,,K. Porziņģis makes 2-pt jump shot from 14 ft (assist by C. Anthony),64,53
209,3,10:35.0,J. Holiday misses 2-pt jump shot from 17 ft,,64,53
210,3,10:34.0,,Defensive rebound by J. Noah,64,53
211,3,10:16.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,64,53
212,3,10:16.0,Defensive rebound by A. Davis,,64,53
213,3,9:53.0,Turnover by Team (shot clock),,64,53
214,3,9:32.0,,B. Jennings makes 3-pt jump shot from 26 ft,64,56
215,3,9:13.0,J. Holiday makes 2-pt layup from 2 ft (assist by A. Davis),,66,56
216,3,9:13.0,Shooting foul by K. Porziņģis (drawn by J. Holiday),,66,56
217,3,9:13.0,J. Holiday misses free throw 1 of 1,,66,56
218,3,9:12.0,,Defensive rebound by J. Noah,66,56
219,3,8:49.0,,C. Lee misses 3-pt jump shot from 24 ft,66,56
220,3,8:49.0,Defensive rebound by B. Hield,,66,56
221,3,8:39.0,A. Davis misses 2-pt jump shot from 9 ft,,66,56
222,3,8:38.0,,Defensive rebound by K. Porziņģis,66,56
223,3,8:18.0,,C. Anthony makes 2-pt jump shot from 20 ft,66,58
224,3,8:02.0,J. Holiday misses 2-pt layup from 2 ft,,66,58
225,3,8:01.0,,Defensive rebound by J. Noah,66,58
226,3,7:55.0,,Turnover by C. Anthony (lost ball; steal by S. Hill),66,58
227,3,7:50.0,D. Cunningham misses 2-pt layup from 3 ft,,66,58
228,3,7:48.0,Offensive rebound by A. Davis,,66,58
229,3,7:48.0,A. Davis makes 2-pt dunk at rim,,68,58
230,3,7:30.0,,C. Lee misses 2-pt jump shot from 3 ft (block by A. Davis),68,58
231,3,7:29.0,Defensive rebound by B. Hield,,68,58
232,3,7:25.0,B. Hield misses 3-pt jump shot from 24 ft,,68,58
233,3,7:22.0,Offensive rebound by A. Davis,,68,58
234,3,7:22.0,A. Davis misses 2-pt layup from 1 ft,,68,58
235,3,7:21.0,,Defensive rebound by J. Noah,68,58
236,3,7:16.0,,Turnover by B. Jennings (lost ball; steal by J. Holiday),68,58
237,3,7:13.0,A. Davis makes 2-pt dunk at rim (assist by S. Hill),,70,58
238,3,7:13.0,,New York full timeout,70,58
239,3,6:56.0,,C. Anthony misses 2-pt jump shot from 16 ft,70,58
240,3,6:56.0,,Offensive rebound by J. Noah,70,58
241,3,6:56.0,,J. Noah makes 2-pt layup from 1 ft,70,60
242,3,6:38.0,Turnover by J. Holiday (bad pass; steal by B. Jennings),,70,60
243,3,6:24.0,,Turnover by K. Porziņģis (bad pass; steal by S. Hill),70,60
244,3,6:21.0,S. Hill makes 2-pt dunk at rim,,72,60
245,3,6:02.0,,Shooting foul by A. Davis (drawn by C. Anthony),72,60
246,3,6:02.0,,C. Anthony misses free throw 1 of 2,72,60
247,3,6:02.0,,Offensive rebound by Team,72,60
248,3,6:02.0,,C. Anthony makes free throw 2 of 2,72,61
249,3,5:43.0,A. Davis makes 2-pt jump shot from 11 ft,,74,61
250,3,5:30.0,,B. Jennings misses 3-pt jump shot from 26 ft,74,61
251,3,5:29.0,Defensive rebound by B. Hield,,74,61
252,3,5:09.0,D. Cunningham misses 2-pt layup from 1 ft (block by K. Porziņģis),,74,61
253,3,5:08.0,Offensive rebound by A. Davis,,74,61
254,3,5:08.0,,K. O'Quinn enters the game for J. Noah,74,61
255,3,5:08.0,,L. Thomas enters the game for K. Porziņģis,74,61
256,3,5:04.0,A. Davis makes 2-pt jump shot from 14 ft (assist by J. Holiday),,76,61
257,3,4:45.0,,C. Anthony misses 2-pt jump shot from 4 ft (block by S. Hill),76,61
258,3,4:45.0,Defensive rebound by S. Hill,,76,61
259,3,4:38.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by B. Hield),,79,61
260,3,4:38.0,,New York full timeout,79,61
261,3,4:21.0,,C. Lee misses 3-pt jump shot from 25 ft,79,61
262,3,4:20.0,Defensive rebound by A. Davis,,79,61
263,3,4:03.0,A. Davis misses 2-pt jump shot from 16 ft,,79,61
264,3,4:02.0,,Defensive rebound by C. Anthony,79,61
265,3,3:53.0,,B. Jennings makes 2-pt jump shot from 11 ft,79,63
266,3,3:30.0,A. Davis makes 3-pt jump shot from 25 ft (assist by B. Hield),,82,63
267,3,3:10.0,,B. Jennings misses 3-pt jump shot from 25 ft,82,63
268,3,3:10.0,Defensive rebound by B. Hield,,82,63
269,3,3:01.0,S. Hill misses 3-pt jump shot from 25 ft,,82,63
270,3,3:00.0,,Defensive rebound by B. Jennings,82,63
271,3,2:39.0,,C. Anthony misses 2-pt jump shot from 8 ft,82,63
272,3,2:38.0,,Offensive rebound by K. O'Quinn,82,63
273,3,2:36.0,,C. Anthony misses 2-pt jump shot from 12 ft,82,63
274,3,2:35.0,Defensive rebound by Team,,82,63
275,3,2:35.0,,Loose ball foul by K. O'Quinn (drawn by D. Cunningham),82,63
276,3,2:35.0,New Orleans full timeout,,82,63
277,3,2:35.0,,Technical foul by C. Anthony,82,63
278,3,2:35.0,,Technical foul by C. Anthony,82,63
279,3,2:35.0,A. Davis misses technical free throw,,82,63
280,3,2:35.0,Offensive rebound by Team,,82,63
281,3,2:35.0,,R. Baker enters the game for C. Anthony,82,63
282,3,2:35.0,,J. Holiday enters the game for B. Jennings,82,63
283,3,2:35.0,,M. Ndour enters the game for C. Lee,82,63
284,3,2:35.0,E. Moore enters the game for S. Hill,,82,63
285,3,2:35.0,T. Evans enters the game for J. Holiday,,82,63
286,3,2:35.0,A. Davis makes technical free throw,,83,63
287,3,2:22.0,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Moore),,85,63
288,3,2:02.0,,J. Holiday misses 3-pt jump shot from 23 ft,85,63
289,3,2:01.0,Defensive rebound by A. Davis,,85,63
290,3,1:53.0,B. Hield misses 3-pt jump shot from 26 ft,,85,63
291,3,1:52.0,,Defensive rebound by R. Baker,85,63
292,3,1:41.0,,L. Thomas misses 2-pt hook shot from 3 ft,85,63
293,3,1:40.0,Defensive rebound by A. Davis,,85,63
294,3,1:35.0,Offensive foul by T. Evans (drawn by R. Baker),,85,63
295,3,1:35.0,Turnover by T. Evans (offensive foul),,85,63
296,3,1:35.0,L. Galloway enters the game for B. Hield,,85,63
297,3,1:21.0,,J. Holiday misses 2-pt jump shot from 17 ft,85,63
298,3,1:20.0,Defensive rebound by A. Davis,,85,63
299,3,1:16.0,Flagrant foul type 1 by K. O'Quinn (drawn by A. Davis),,85,63
300,3,1:16.0,A. Davis makes flagrant free throw 1 of 2,,86,63
301,3,1:16.0,,W. Hernangómez enters the game for K. O'Quinn,85,63
302,3,1:16.0,T. Jones enters the game for A. Davis,,87,63
303,3,1:16.0,A. Davis makes flagrant free throw 2 of 2,,87,63
304,3,1:00.0,T. Jones makes 2-pt jump shot from 3 ft (assist by E. Moore),,89,63
305,3,0:49.0,,J. Holiday makes 2-pt layup from 2 ft (assist by W. Hernangómez),89,65
306,3,0:41.0,T. Evans misses 3-pt jump shot from 26 ft,,89,65
307,3,0:40.0,,Defensive rebound by R. Baker,89,65
308,3,0:33.0,,Turnover by J. Holiday (bad pass; steal by T. Jones),89,65
309,3,0:28.0,T. Evans makes 2-pt layup at rim (assist by E. Moore),,91,65
310,3,0:17.0,,Shooting block foul by T. Evans (drawn by L. Thomas),91,65
311,3,0:17.0,,L. Thomas misses free throw 1 of 2,91,65
312,3,0:17.0,,Offensive rebound by Team,91,65
313,3,0:17.0,,L. Thomas makes free throw 2 of 2,91,66
314,3,0:00.0,T. Evans misses 3-pt jump shot from 25 ft,,91,66
315,3,0:00.0,Offensive rebound by Team,,91,66
316,4,11:47.0,,M. Ndour misses 3-pt jump shot from 25 ft,91,66
317,4,11:46.0,Defensive rebound by T. Evans,,91,66
318,4,11:32.0,L. Galloway misses 3-pt jump shot from 25 ft,,91,66
319,4,11:31.0,,Defensive rebound by R. Baker,91,66
320,4,11:20.0,,L. Thomas makes 3-pt jump shot from 25 ft (assist by R. Baker),91,69
321,4,11:04.0,Shooting foul by L. Thomas (drawn by T. Jones),,91,69
322,4,11:04.0,T. Jones makes free throw 1 of 2,,92,69
323,4,11:04.0,T. Jones makes free throw 2 of 2,,93,69
324,4,10:38.0,,L. Thomas misses 2-pt jump shot from 11 ft,93,69
325,4,10:37.0,,Offensive rebound by W. Hernangómez,93,69
326,4,10:35.0,,Turnover by W. Hernangómez (lost ball; steal by D. Cunningham),93,69
327,4,10:30.0,T. Jones makes 2-pt dunk at rim (assist by T. Evans),,95,69
328,4,10:12.0,,W. Hernangómez misses 2-pt jump shot from 5 ft (block by T. Jones),95,69
329,4,10:11.0,,Offensive rebound by Team,95,69
330,4,10:06.0,,J. Holiday misses 2-pt layup from 2 ft (block by E. Moore),95,69
331,4,10:05.0,,Offensive rebound by L. Thomas,95,69
332,4,10:02.0,,J. Holiday misses 3-pt jump shot from 22 ft,95,69
333,4,10:00.0,Defensive rebound by T. Jones,,95,69
334,4,9:48.0,,S. Vujačić enters the game for L. Thomas,95,69
335,4,9:42.0,,Violation by M. Ndour (def goaltending),95,69
336,4,9:42.0,T. Evans makes 2-pt layup from 2 ft,,97,69
337,4,9:26.0,,R. Baker makes 2-pt layup from 1 ft,97,71
338,4,9:04.0,D. Motiejūnas enters the game for D. Cunningham,,97,71
339,4,9:03.0,T. Evans misses 3-pt jump shot from 26 ft,,97,71
340,4,9:02.0,,Defensive rebound by R. Baker,97,71
341,4,8:47.0,,S. Vujačić misses 3-pt jump shot from 24 ft,97,71
342,4,8:47.0,Defensive rebound by D. Motiejūnas,,97,71
343,4,8:38.0,Turnover by T. Evans (bad pass; steal by S. Vujačić),,97,71
344,4,8:33.0,,R. Baker misses 2-pt layup from 2 ft (block by L. Galloway),97,71
345,4,8:32.0,Defensive rebound by Team,,97,71
346,4,8:32.0,Official timeout,,97,71
347,4,8:14.0,L. Galloway misses 3-pt jump shot from 25 ft,,97,71
348,4,8:14.0,,Defensive rebound by R. Baker,97,71
349,4,7:55.0,,S. Vujačić misses 2-pt jump shot from 21 ft,97,71
350,4,7:54.0,Defensive rebound by T. Evans,,97,71
351,4,7:33.0,E. Moore makes 2-pt jump shot from 19 ft,,99,71
352,4,7:15.0,,W. Hernangómez makes 2-pt layup from 2 ft,99,73
353,4,7:04.0,E. Moore makes 2-pt jump shot from 18 ft,,101,73
354,4,6:50.0,,R. Baker makes 2-pt jump shot from 17 ft (assist by W. Hernangómez),101,75
355,4,6:32.0,Shooting foul by M. Ndour (drawn by T. Jones),,101,75
356,4,6:32.0,T. Jones misses free throw 1 of 2,,101,75
357,4,6:32.0,Offensive rebound by Team,,101,75
358,4,6:32.0,T. Jones makes free throw 2 of 2,,102,75
359,4,6:17.0,,Turnover by W. Hernangómez (bad pass; steal by D. Motiejūnas),102,75
360,4,5:58.0,T. Evans makes 2-pt jump shot from 22 ft,,104,75
361,4,5:41.0,,W. Hernangómez makes 2-pt jump shot from 19 ft (assist by R. Baker),104,77
362,4,5:27.0,Personal foul by J. Holiday (drawn by D. Motiejūnas),,104,77
363,4,5:27.0,,New York full timeout,104,77
364,4,5:27.0,T. Frazier enters the game for T. Jones,,104,77
365,4,5:27.0,C. Diallo enters the game for L. Galloway,,104,77
366,4,5:21.0,Personal foul by R. Baker (drawn by C. Diallo),,104,77
367,4,5:10.0,E. Moore makes 2-pt jump shot from 23 ft (assist by D. Motiejūnas),,106,77
368,4,4:57.0,,S. Vujačić misses 2-pt jump shot from 18 ft,106,77
369,4,4:56.0,,Offensive rebound by W. Hernangómez,106,77
370,4,4:51.0,,S. Vujačić makes 3-pt jump shot from 25 ft (assist by W. Hernangómez),106,80
371,4,4:37.0,E. Moore misses 3-pt jump shot from 23 ft,,106,80
372,4,4:36.0,,Defensive rebound by R. Baker,106,80
373,4,4:29.0,,R. Baker makes 2-pt jump shot from 23 ft,106,82
374,4,4:09.0,Turnover by D. Motiejūnas (bad pass; steal by M. Ndour),,106,82
375,4,4:05.0,,Turnover by S. Vujačić (bad pass; steal by T. Frazier),106,82
376,4,3:51.0,C. Diallo misses 2-pt jump shot from 5 ft,,106,82
377,4,3:50.0,,Defensive rebound by W. Hernangómez,106,82
378,4,3:46.0,,Shooting foul by T. Frazier (drawn by S. Vujačić),106,82
379,4,3:46.0,,S. Vujačić makes free throw 1 of 3,106,83
380,4,3:46.0,,S. Vujačić makes free throw 2 of 3,106,84
381,4,3:46.0,,S. Vujačić makes free throw 3 of 3,106,85
382,4,3:35.0,T. Frazier misses 3-pt jump shot from 26 ft,,106,85
383,4,3:35.0,,Defensive rebound by M. Ndour,106,85
384,4,3:34.0,,Personal foul by C. Diallo (drawn by M. Ndour),106,85
