,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
375,4,5:52.0,,N. Batum enters the game for M. Belinelli,103,107
376,4,5:52.0,,M. Kidd-Gilchrist enters the game for J. Lamb,103,107
377,4,5:40.0,D. Gallinari misses 2-pt layup from 1 ft (block by M. Williams),,103,107
378,4,5:40.0,Offensive rebound by D. Gallinari,,103,107
379,4,5:40.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Gallinari),,103,107
380,4,5:40.0,D. Gallinari makes free throw 1 of 2,,104,107
381,4,5:40.0,D. Gallinari makes free throw 2 of 2,,105,107
382,4,5:28.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),105,110
383,4,5:08.0,Turnover by D. Gallinari (lost ball; steal by K. Walker),,105,110
384,4,5:01.0,,K. Walker misses 3-pt jump shot from 25 ft,105,110
385,4,5:00.0,Defensive rebound by G. Harris,,105,110
386,4,4:48.0,D. Gallinari misses 3-pt jump shot from 24 ft,,105,110
387,4,4:46.0,Offensive rebound by K. Faried,,105,110
388,4,4:43.0,K. Faried misses 2-pt layup from 1 ft (block by F. Kaminsky),,105,110
389,4,4:40.0,,Defensive rebound by M. Williams,105,110
390,4,4:17.0,,K. Walker misses 2-pt jump shot from 8 ft,105,110
391,4,4:16.0,Defensive rebound by J. Murray,,105,110
392,4,4:08.0,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Murray),,108,110
393,4,4:08.0,,Charlotte full timeout,108,110
394,4,3:54.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by N. Batum),108,113
395,4,3:29.0,N. Jokić misses 2-pt layup from 2 ft (block by M. Williams),,108,113
396,4,3:27.0,,Defensive rebound by M. Kidd-Gilchrist,108,113
397,4,3:21.0,,K. Walker misses 3-pt jump shot from 25 ft,108,113
398,4,3:20.0,Defensive rebound by K. Faried,,108,113
399,4,3:09.0,K. Faried misses 2-pt jump shot from 5 ft (block by M. Williams),,108,113
400,4,3:07.0,,Defensive rebound by M. Williams,108,113
401,4,2:48.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),108,116
402,4,2:31.0,J. Murray makes 3-pt jump shot from 25 ft,,111,116
403,4,2:06.0,,K. Walker misses 2-pt layup from 1 ft (block by K. Faried),111,116
404,4,2:04.0,Defensive rebound by N. Jokić,,111,116
405,4,1:52.0,J. Murray misses 3-pt jump shot from 27 ft,,111,116
406,4,1:51.0,,Defensive rebound by K. Walker,111,116
407,4,1:49.0,,Personal foul by G. Harris (drawn by K. Walker),111,116
408,4,1:37.0,,N. Batum misses 2-pt jump shot from 19 ft,111,116
409,4,1:34.0,,Offensive rebound by M. Williams,111,116
410,4,1:32.0,,Shooting foul by N. Jokić (drawn by K. Walker),111,116
411,4,1:32.0,,K. Walker makes free throw 1 of 2,111,117
412,4,1:32.0,,K. Walker makes free throw 2 of 2,111,118
413,4,1:32.0,Denver full timeout,,111,118
414,4,1:32.0,,C. Zeller enters the game for F. Kaminsky,111,118
415,4,1:22.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,114,118
416,4,1:02.0,,N. Batum makes 2-pt jump shot from 17 ft,114,120
417,4,0:50.0,Turnover by G. Harris (bad pass; steal by M. Kidd-Gilchrist),,114,120
418,4,0:36.0,,Shooting block foul by K. Faried (drawn by K. Walker),114,120
419,4,0:36.0,,K. Walker makes free throw 1 of 2,114,121
420,4,0:36.0,,K. Walker makes free throw 2 of 2,114,122
421,4,0:36.0,Denver full timeout,,114,122
422,4,0:30.0,J. Murray misses 3-pt jump shot from 25 ft,,114,122
423,4,0:29.0,,Defensive rebound by Team,114,122
424,4,0:05.0,,Turnover by Team (shot clock),114,122
425,4,0:00.0,K. Faried misses 2-pt jump shot from 18 ft,,114,122
426,4,0:00.0,Offensive rebound by Team,,114,122
