,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
382,4,9:03.0,,Turnover by K. Bazemore (bad pass; steal by D. Green),101,93
383,4,8:56.0,D. Green misses 2-pt jump shot from 5 ft (block by T. Prince),,101,93
384,4,8:56.0,Offensive rebound by Team,,101,93
385,4,8:51.0,K. Thompson misses 2-pt jump shot from 19 ft,,101,93
386,4,8:49.0,,Defensive rebound by K. Bazemore,101,93
387,4,8:34.0,,M. Delaney misses 2-pt jump shot from 18 ft,101,93
388,4,8:32.0,Defensive rebound by S. Livingston,,101,93
389,4,8:26.0,Personal foul by E. İlyasova (drawn by D. Green),,101,93
390,4,8:20.0,D. West misses 2-pt jump shot from 20 ft,,101,93
391,4,8:19.0,,Defensive rebound by T. Prince,101,93
392,4,8:04.0,,K. Bazemore misses 2-pt jump shot from 17 ft,101,93
393,4,8:04.0,Defensive rebound by Team,,101,93
394,4,8:04.0,,Loose ball foul by D. Howard (drawn by A. Iguodala),101,93
395,4,8:04.0,,T. Hardaway enters the game for M. Delaney,101,93
396,4,7:48.0,S. Livingston misses 2-pt jump shot from 11 ft,,101,93
397,4,7:46.0,,Defensive rebound by D. Howard,101,93
398,4,7:37.0,,Shooting foul by D. West (drawn by T. Hardaway),101,93
399,4,7:37.0,,T. Hardaway misses free throw 1 of 2,101,93
400,4,7:37.0,,Offensive rebound by Team,101,93
401,4,7:37.0,,T. Sefolosha enters the game for T. Prince,101,93
402,4,7:37.0,P. McCaw enters the game for D. Green,,101,93
403,4,7:37.0,,T. Hardaway makes free throw 2 of 2,101,94
404,4,7:19.0,P. McCaw makes 3-pt jump shot from 25 ft (assist by S. Livingston),,104,94
405,4,7:00.0,,K. Bazemore misses 2-pt jump shot from 10 ft,104,94
406,4,6:57.0,Defensive rebound by D. West,,104,94
407,4,6:52.0,S. Livingston misses 2-pt layup from 1 ft (block by E. İlyasova),,104,94
408,4,6:49.0,Offensive rebound by S. Livingston,,104,94
409,4,6:39.0,Shooting foul by K. Bazemore (drawn by K. Thompson),,104,94
410,4,6:39.0,K. Thompson makes free throw 1 of 2,,105,94
411,4,6:39.0,K. Thompson misses free throw 2 of 2,,105,94
412,4,6:38.0,,Defensive rebound by D. Howard,105,94
413,4,6:21.0,,Shooting foul by P. McCaw (drawn by E. İlyasova),105,94
414,4,6:21.0,,E. İlyasova makes free throw 1 of 2,105,95
415,4,6:21.0,,P. Millsap enters the game for D. Howard,105,95
416,4,6:21.0,,M. Delaney enters the game for K. Bazemore,105,95
417,4,6:21.0,,E. İlyasova makes free throw 2 of 2,105,96
418,4,6:09.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by D. West),,108,96
419,4,5:40.0,,P. Millsap makes 3-pt jump shot from 26 ft,108,99
420,4,5:29.0,Golden State full timeout,,108,99
421,4,5:29.0,,D. Howard enters the game for E. İlyasova,108,99
422,4,5:29.0,S. Curry enters the game for K. Thompson,,108,99
423,4,5:29.0,M. Barnes enters the game for S. Livingston,,108,99
424,4,5:29.0,D. Green enters the game for D. West,,108,99
425,4,5:18.0,A. Iguodala misses 3-pt jump shot from 26 ft,,108,99
426,4,5:16.0,Offensive rebound by P. McCaw,,108,99
427,4,5:04.0,M. Barnes misses 3-pt jump shot from 23 ft,,108,99
428,4,5:03.0,,Defensive rebound by D. Howard,108,99
429,4,4:58.0,,Turnover by D. Howard (bad pass; steal by D. Green),108,99
430,4,4:53.0,Turnover by M. Barnes (traveling),,108,99
431,4,4:49.0,,Atlanta full timeout,108,99
432,4,4:49.0,,K. Bazemore enters the game for M. Delaney,108,99
433,4,4:42.0,,Personal foul by S. Curry (drawn by T. Hardaway),108,99
434,4,4:32.0,,P. Millsap misses 2-pt jump shot from 15 ft,108,99
435,4,4:30.0,Defensive rebound by P. McCaw,,108,99
436,4,4:10.0,S. Curry makes 3-pt jump shot from 23 ft (assist by P. McCaw),,111,99
437,4,3:53.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by T. Hardaway),111,102
438,4,3:37.0,D. Green misses 3-pt jump shot from 25 ft,,111,102
439,4,3:36.0,,Defensive rebound by D. Howard,111,102
440,4,3:27.0,,K. Bazemore misses 2-pt layup from 1 ft,111,102
441,4,3:26.0,Defensive rebound by D. Green,,111,102
442,4,3:22.0,Personal foul by D. Howard (drawn by D. Green),,111,102
443,4,3:22.0,,E. İlyasova enters the game for D. Howard,111,102
444,4,3:22.0,K. Thompson enters the game for M. Barnes,,111,102
445,4,3:16.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,114,102
446,4,2:52.0,,Shooting foul by D. Green (drawn by K. Bazemore),114,102
447,4,2:52.0,Official timeout,,114,102
448,4,2:52.0,,K. Bazemore makes free throw 1 of 2,114,103
449,4,2:52.0,,K. Bazemore makes free throw 2 of 2,114,104
450,4,2:38.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),,117,104
451,4,2:14.0,,K. Bazemore makes 2-pt layup from 3 ft (assist by T. Hardaway),117,106
452,4,1:59.0,S. Curry makes 2-pt layup from 2 ft,,119,106
453,4,1:59.0,Shooting foul by T. Sefolosha (drawn by S. Curry),,119,106
454,4,1:59.0,S. Curry misses free throw 1 of 1,,119,106
455,4,1:58.0,,Defensive rebound by P. Millsap,119,106
456,4,1:48.0,,Shooting foul by S. Curry (drawn by K. Bazemore),119,106
457,4,1:48.0,,K. Bazemore misses free throw 1 of 2,119,106
458,4,1:48.0,,Offensive rebound by Team,119,106
459,4,1:48.0,,K. Bazemore makes free throw 2 of 2,119,107
460,4,1:30.0,K. Thompson misses 3-pt jump shot from 26 ft,,119,107
461,4,1:29.0,,Defensive rebound by T. Hardaway,119,107
462,4,1:22.0,,Turnover by T. Hardaway (bad pass; steal by A. Iguodala),119,107
463,4,0:59.0,Turnover by Team (shot clock),,119,107
464,4,0:50.0,,Shooting foul by S. Curry (drawn by T. Hardaway),119,107
465,4,0:50.0,,T. Hardaway makes free throw 1 of 2,119,108
466,4,0:50.0,,T. Hardaway misses free throw 2 of 2,119,108
467,4,0:49.0,Defensive rebound by D. Green,,119,108
468,4,0:34.0,S. Curry misses 3-pt jump shot from 25 ft,,119,108
469,4,0:33.0,,Defensive rebound by T. Hardaway,119,108
470,4,0:25.0,,K. Bazemore makes 3-pt jump shot from 26 ft,119,111
471,4,0:00.0,Turnover by Team (shot clock),,119,111
