,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA CLIPPERS_ACTION,INDIANA_SCORE,LA CLIPPERS_SCORE
393,4,6:59.0,,C. Paul makes free throw 2 of 2,96,83
394,4,6:44.0,Turnover by P. George (lost ball; steal by B. Griffin),,96,83
395,4,6:40.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),96,85
396,4,6:40.0,,Shooting foul by P. George (drawn by B. Griffin),96,85
397,4,6:40.0,,B. Griffin makes free throw 1 of 1,96,86
398,4,6:28.0,T. Young makes 2-pt layup from 2 ft (assist by M. Turner),,98,86
399,4,6:02.0,,Turnover by J. Redick (bad pass; steal by P. George),98,86
400,4,5:46.0,R. Stuckey misses 2-pt jump shot from 18 ft,,98,86
401,4,5:43.0,,Defensive rebound by J. Redick,98,86
402,4,5:42.0,,Personal foul by R. Stuckey (drawn by D. Jordan),98,86
403,4,5:42.0,Official timeout,,98,86
404,4,5:42.0,,D. Jordan makes free throw 1 of 2,98,87
405,4,5:42.0,M. Ellis enters the game for R. Stuckey,,98,86
406,4,5:42.0,,D. Jordan makes free throw 2 of 2,98,88
407,4,5:29.0,Personal foul by J. Crawford (drawn by T. Young),,98,88
408,4,5:17.0,Personal foul by J. Redick (drawn by J. Teague),,98,88
409,4,5:03.0,T. Young misses 2-pt hook shot from 5 ft,,98,88
410,4,5:00.0,,Defensive rebound by D. Jordan,98,88
411,4,4:59.0,,Personal foul by J. Teague (drawn by D. Jordan),98,88
412,4,4:59.0,,D. Jordan misses free throw 1 of 2,98,88
413,4,4:59.0,,Offensive rebound by Team,98,88
414,4,4:59.0,,D. Jordan makes free throw 2 of 2,98,89
415,4,4:42.0,P. George misses 2-pt jump shot from 18 ft,,98,89
416,4,4:41.0,,Defensive rebound by J. Crawford,98,89
417,4,4:25.0,,J. Crawford misses 3-pt jump shot from 26 ft,98,89
418,4,4:24.0,Defensive rebound by P. George,,98,89
419,4,4:01.0,Turnover by Team (shot clock),,98,89
420,4,3:51.0,,C. Paul makes 2-pt jump shot from 14 ft,98,91
421,4,3:51.0,Indiana full timeout,,98,91
422,4,3:51.0,,L. Mbah a Moute enters the game for J. Crawford,98,91
423,4,3:38.0,J. Teague misses 2-pt jump shot from 3 ft,,98,91
424,4,3:36.0,,Defensive rebound by J. Redick,98,91
425,4,3:29.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),98,93
426,4,3:10.0,J. Teague makes 2-pt layup from 2 ft,,100,93
427,4,3:04.0,,LA Clippers full timeout,100,93
428,4,3:04.0,,J. Crawford enters the game for L. Mbah a Moute,100,93
429,4,2:47.0,,Turnover by B. Griffin (lost ball; steal by J. Teague),100,93
430,4,2:42.0,M. Turner makes 2-pt dunk at rim (assist by J. Teague),,102,93
431,4,2:24.0,,C. Paul makes 3-pt jump shot from 27 ft,102,96
432,4,2:08.0,Shooting foul by J. Redick (drawn by M. Ellis),,102,96
433,4,2:08.0,M. Ellis makes free throw 1 of 2,,103,96
434,4,2:08.0,M. Ellis misses free throw 2 of 2,,103,96
435,4,2:05.0,,Defensive rebound by D. Jordan,103,96
436,4,1:53.0,,Shooting foul by M. Turner (drawn by C. Paul),103,96
437,4,1:53.0,,C. Paul makes free throw 1 of 2,103,97
438,4,1:53.0,,L. Mbah a Moute enters the game for J. Crawford,103,97
439,4,1:53.0,,A. Rivers enters the game for J. Redick,103,97
440,4,1:53.0,,C. Paul makes free throw 2 of 2,103,98
441,4,1:38.0,Shooting foul by B. Griffin (drawn by M. Turner),,103,98
442,4,1:38.0,M. Turner makes free throw 1 of 2,,104,98
443,4,1:38.0,M. Turner misses free throw 2 of 2,,104,98
444,4,1:38.0,,Defensive rebound by B. Griffin,104,98
445,4,1:38.0,,LA Clippers full timeout,104,98
446,4,1:38.0,,J. Redick enters the game for L. Mbah a Moute,104,98
447,4,1:38.0,,J. Crawford enters the game for A. Rivers,104,98
448,4,1:26.0,,J. Redick misses 3-pt jump shot from 26 ft,104,98
449,4,1:26.0,,Offensive rebound by D. Jordan,104,98
450,4,1:26.0,,D. Jordan makes 2-pt dunk at rim,104,100
451,4,1:26.0,,Shooting foul by P. George (drawn by D. Jordan),104,100
452,4,1:26.0,,D. Jordan misses free throw 1 of 1,104,100
453,4,1:26.0,,A. Rivers enters the game for J. Redick,104,100
454,4,1:26.0,,L. Mbah a Moute enters the game for J. Crawford,104,100
455,4,1:24.0,,Offensive rebound by B. Griffin,104,100
456,4,1:24.0,,B. Griffin misses 2-pt layup from 2 ft,104,100
457,4,1:21.0,Defensive rebound by M. Ellis,,104,100
458,4,1:00.0,P. George makes 3-pt jump shot from 25 ft (assist by M. Turner),,107,100
459,4,1:00.0,,LA Clippers full timeout,107,100
460,4,1:00.0,,J. Crawford enters the game for L. Mbah a Moute,107,100
461,4,1:00.0,,J. Redick enters the game for A. Rivers,107,100
462,4,0:50.0,,B. Griffin misses 2-pt jump shot from 23 ft,107,100
463,4,0:49.0,Defensive rebound by Team,,107,100
464,4,0:49.0,,Loose ball foul by D. Jordan (drawn by M. Turner),107,100
465,4,0:49.0,M. Turner makes free throw 1 of 2,,108,100
466,4,0:49.0,,M. Speights enters the game for D. Jordan,108,100
467,4,0:49.0,M. Turner makes free throw 2 of 2,,109,100
468,4,0:42.0,,C. Paul misses 3-pt jump shot from 27 ft,109,100
469,4,0:41.0,Defensive rebound by P. George,,109,100
470,4,0:35.0,,Violation by J. Redick (kicked ball),109,100
471,4,0:35.0,Indiana full timeout,,109,100
472,4,0:35.0,,A. Rivers enters the game for M. Speights,109,100
473,4,0:35.0,C. Miles enters the game for T. Young,,109,100
474,4,0:31.0,Personal take foul by J. Crawford (drawn by J. Teague),,109,100
475,4,0:31.0,J. Teague makes free throw 1 of 2,,110,100
476,4,0:31.0,T. Young enters the game for M. Turner,,110,100
477,4,0:31.0,J. Teague makes free throw 2 of 2,,111,100
478,4,0:24.0,,C. Paul makes 2-pt layup from 4 ft,111,102
479,4,0:00.0,Turnover by Team (shot clock),,111,102
