,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
92,1,0:45.0,Offensive rebound by T. Johnson,,29,22
93,1,0:45.0,Personal foul by W. Cauley-Stein (drawn by T. Johnson),,29,22
94,1,0:45.0,T. Johnson misses free throw 1 of 2,,29,22
95,1,0:45.0,Offensive rebound by Team,,29,22
96,1,0:45.0,R. McGruder enters the game for J. Richardson,,29,22
97,1,0:45.0,T. Johnson makes free throw 2 of 2,,30,22
98,1,0:35.0,,Turnover by A. Tolliver (bad pass; steal by T. Johnson),30,22
99,1,0:28.0,D. Waiters misses 3-pt jump shot from 25 ft,,30,22
100,1,0:27.0,,Defensive rebound by W. Cauley-Stein,30,22
101,1,0:09.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by T. Lawson),30,25
102,1,0:00.0,U. Haslem misses 2-pt jump shot from 4 ft,,30,25
103,1,0:00.0,Offensive rebound by Team,,30,25
104,2,11:43.0,W. Ellington misses 2-pt jump shot from 16 ft,,30,25
105,2,11:41.0,Offensive rebound by R. McGruder,,30,25
106,2,11:27.0,Turnover by D. Waiters (bad pass; steal by W. Cauley-Stein),,30,25
107,2,11:05.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft,30,27
108,2,10:51.0,T. Johnson makes 2-pt layup from 2 ft,,32,27
109,2,10:36.0,,G. Temple misses 3-pt jump shot from 24 ft,32,27
110,2,10:36.0,Defensive rebound by U. Haslem,,32,27
111,2,10:30.0,W. Ellington misses 2-pt jump shot from 18 ft,,32,27
112,2,10:30.0,,Defensive rebound by A. Tolliver,32,27
113,2,10:15.0,,G. Temple makes 2-pt layup from 3 ft (assist by T. Lawson),32,29
114,2,10:15.0,,Shooting block foul by U. Haslem (drawn by G. Temple),32,29
115,2,10:15.0,L. Babbitt enters the game for R. McGruder,,32,29
116,2,10:15.0,G. Dragić enters the game for T. Johnson,,32,29
117,2,10:15.0,,G. Temple makes free throw 1 of 1,32,30
118,2,10:09.0,Personal foul by T. Lawson (drawn by G. Dragić),,32,30
119,2,9:59.0,D. Waiters makes 2-pt jump shot from 22 ft (assist by G. Dragić),,34,30
120,2,9:49.0,,T. Lawson misses 2-pt layup from 2 ft,34,30
121,2,9:48.0,,Offensive rebound by W. Cauley-Stein,34,30
122,2,9:43.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),34,33
123,2,9:20.0,U. Haslem makes 2-pt layup from 1 ft (assist by D. Waiters),,36,33
124,2,9:04.0,,G. Temple misses 3-pt jump shot from 23 ft,36,33
125,2,9:03.0,,Offensive rebound by W. Cauley-Stein,36,33
126,2,9:01.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,36,33
127,2,9:00.0,,Offensive rebound by Team,36,33
128,2,9:00.0,Loose ball foul by L. Babbitt (drawn by G. Temple),,36,33
129,2,9:00.0,W. Reed enters the game for L. Babbitt,,36,33
130,2,9:00.0,J. Johnson enters the game for U. Haslem,,36,33
131,2,8:48.0,,Turnover by G. Temple (traveling),36,33
132,2,8:48.0,Official timeout,,36,33
133,2,8:48.0,,M. Barnes enters the game for A. Tolliver,36,33
134,2,8:31.0,J. Johnson makes 2-pt jump shot from 10 ft,,38,33
135,2,8:09.0,,G. Temple makes 2-pt layup from 2 ft (assist by M. Barnes),38,35
136,2,7:55.0,G. Dragić makes 2-pt layup from 2 ft,,40,35
137,2,7:41.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),40,38
138,2,7:23.0,W. Reed makes 2-pt jump shot from 3 ft (assist by G. Dragić),,42,38
139,2,7:13.0,J. Richardson enters the game for D. Waiters,,42,38
140,2,7:13.0,,D. Cousins enters the game for W. Cauley-Stein,42,38
141,2,7:06.0,,Shooting foul by W. Reed (drawn by D. Cousins),42,38
142,2,7:06.0,,D. Cousins makes free throw 1 of 2,42,39
143,2,7:06.0,,D. Cousins misses free throw 2 of 2,42,39
144,2,7:06.0,U. Haslem enters the game for W. Reed,,42,39
145,2,7:05.0,Defensive rebound by J. Johnson,,42,39
146,2,6:45.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Richardson),,45,39
147,2,6:33.0,,T. Lawson makes 3-pt jump shot from 24 ft,45,42
148,2,6:24.0,Personal foul by G. Temple (drawn by G. Dragić),,45,42
149,2,6:24.0,G. Dragić makes free throw 1 of 2,,46,42
150,2,6:24.0,G. Dragić makes free throw 2 of 2,,47,42
151,2,6:10.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by A. Afflalo),47,45
152,2,6:07.0,Miami full timeout,,47,45
153,2,5:51.0,G. Dragić misses 3-pt jump shot from 25 ft,,47,45
154,2,5:49.0,Offensive rebound by U. Haslem,,47,45
155,2,5:47.0,U. Haslem makes 2-pt layup from 2 ft,,49,45
156,2,5:30.0,T. Johnson enters the game for G. Dragić,,49,45
157,2,5:24.0,,Turnover by M. Barnes (bad pass),49,45
158,2,5:24.0,,Loose ball foul by A. Afflalo (drawn by J. Richardson),49,45
159,2,5:08.0,T. Johnson makes 2-pt jump shot from 22 ft (assist by U. Haslem),,51,45
160,2,5:02.0,,Turnover by T. Lawson (bad pass; steal by J. Richardson),51,45
161,2,4:56.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,54,45
162,2,4:33.0,,A. Afflalo makes 2-pt jump shot from 14 ft (assist by D. Cousins),54,47
163,2,4:17.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by J. Richardson),,57,47
164,2,3:54.0,,M. Barnes misses 3-pt jump shot from 24 ft,57,47
165,2,3:54.0,Defensive rebound by J. Richardson,,57,47
166,2,3:37.0,Shooting foul by D. Cousins (drawn by U. Haslem),,57,47
167,2,3:37.0,U. Haslem makes free throw 1 of 2,,58,47
168,2,3:37.0,,D. Collison enters the game for G. Temple,58,47
169,2,3:37.0,U. Haslem makes free throw 2 of 2,,59,47
170,2,3:34.0,,Sacramento full timeout,59,47
171,2,3:34.0,,A. Tolliver enters the game for A. Afflalo,59,47
172,2,3:25.0,,Offensive foul by D. Cousins (drawn by U. Haslem),59,47
173,2,3:25.0,,Turnover by D. Cousins (offensive foul),59,47
174,2,3:16.0,Turnover by T. Johnson (step out of bounds),,59,47
175,2,3:06.0,,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),59,49
176,2,2:56.0,Turnover by J. Johnson (lost ball),,59,49
177,2,2:36.0,,D. Collison makes 2-pt hook shot from 4 ft (assist by M. Barnes),59,51
178,2,2:11.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by U. Haslem),,62,51
179,2,1:53.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by J. Johnson),62,51
180,2,1:53.0,,Offensive rebound by Team,62,51
181,2,1:53.0,R. McGruder enters the game for J. Johnson,,62,51
182,2,1:47.0,,A. Tolliver makes 2-pt hook shot from 9 ft (assist by M. Barnes),62,53
183,2,1:32.0,J. Richardson misses 2-pt jump shot from 21 ft,,62,53
184,2,1:32.0,,Defensive rebound by Team,62,53
185,2,1:25.0,,D. Cousins makes 2-pt layup from 3 ft (assist by T. Lawson),62,55
186,2,1:10.0,Turnover by J. Richardson (lost ball),,62,55
187,2,1:10.0,G. Dragić enters the game for J. Richardson,,62,55
188,2,0:59.0,,T. Lawson makes 2-pt layup from 3 ft,62,57
189,2,0:44.0,Turnover by U. Haslem (offensive goaltending),,62,57
190,2,0:28.0,,T. Lawson makes 2-pt jump shot from 18 ft,62,59
191,2,0:06.0,G. Dragić makes 2-pt jump shot from 13 ft,,64,59
192,2,0:02.0,,D. Collison misses 2-pt layup from 3 ft (block by W. Ellington),64,59
193,2,0:02.0,Defensive rebound by Team,,64,59
194,2,0:02.0,Miami full timeout,,64,59
195,2,0:02.0,,K. Koufos enters the game for D. Cousins,64,59
196,3,11:33.0,W. Reed misses 2-pt jump shot from 13 ft,,64,59
197,3,11:33.0,,Defensive rebound by Team,64,59
198,3,11:20.0,,D. Collison misses 2-pt jump shot from 17 ft,64,59
199,3,11:20.0,Defensive rebound by J. Richardson,,64,59
200,3,11:13.0,Personal foul by A. Afflalo (drawn by J. Richardson),,64,59
201,3,11:09.0,Personal foul by D. Collison (drawn by G. Dragić),,64,59
202,3,11:01.0,W. Reed makes 2-pt layup from 3 ft (assist by G. Dragić),,66,59
203,3,10:46.0,,D. Cousins misses 2-pt jump shot from 3 ft,66,59
204,3,10:44.0,Defensive rebound by L. Babbitt,,66,59
205,3,10:35.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by R. McGruder),,69,59
206,3,10:07.0,,D. Cousins misses 2-pt jump shot from 18 ft,69,59
207,3,10:07.0,Defensive rebound by R. McGruder,,69,59
208,3,9:55.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),,72,59
209,3,9:55.0,,Sacramento full timeout,72,59
210,3,9:43.0,,Shooting block foul by G. Dragić (drawn by D. Cousins),72,59
211,3,9:43.0,,D. Cousins makes free throw 1 of 2,72,60
212,3,9:43.0,,D. Cousins makes free throw 2 of 2,72,61
213,3,9:28.0,Shooting foul by D. Cousins (drawn by R. McGruder),,72,61
214,3,9:28.0,R. McGruder misses free throw 1 of 2,,72,61
215,3,9:28.0,Offensive rebound by Team,,72,61
216,3,9:28.0,R. McGruder makes free throw 2 of 2,,73,61
217,3,9:09.0,,D. Cousins misses 2-pt layup from 3 ft,73,61
218,3,9:08.0,Defensive rebound by W. Reed,,73,61
219,3,8:46.0,G. Dragić misses 2-pt layup from 4 ft,,73,61
220,3,8:46.0,,Defensive rebound by D. Cousins,73,61
221,3,8:36.0,,D. Cousins misses 3-pt jump shot from 25 ft,73,61
222,3,8:36.0,Defensive rebound by R. McGruder,,73,61
223,3,8:23.0,Shooting foul by D. Collison (drawn by G. Dragić),,73,61
224,3,8:23.0,G. Dragić makes free throw 1 of 2,,74,61
225,3,8:23.0,G. Dragić makes free throw 2 of 2,,75,61
226,3,8:13.0,,Personal foul by J. Richardson (drawn by A. Afflalo),75,61
227,3,8:05.0,,Turnover by A. Afflalo (lost ball),75,61
228,3,7:43.0,J. Richardson misses 3-pt jump shot from 25 ft,,75,61
229,3,7:43.0,,Defensive rebound by D. Cousins,75,61
230,3,7:31.0,,D. Collison misses 2-pt jump shot from 20 ft,75,61
231,3,7:30.0,Defensive rebound by G. Dragić,,75,61
232,3,7:22.0,G. Dragić misses 2-pt layup from 3 ft (block by D. Collison),,75,61
233,3,7:22.0,Offensive rebound by Team,,75,61
234,3,7:22.0,Technical foul by G. Dragić,,75,61
235,3,7:22.0,,D. Collison makes technical free throw,75,62
236,3,7:12.0,G. Dragić misses 2-pt jump shot from 9 ft,,75,62
237,3,7:12.0,,Defensive rebound by A. Afflalo,75,62
238,3,6:51.0,,A. Afflalo misses 2-pt jump shot from 17 ft,75,62
239,3,6:49.0,Defensive rebound by R. McGruder,,75,62
240,3,6:40.0,J. Richardson misses 3-pt jump shot from 24 ft,,75,62
241,3,6:40.0,,Defensive rebound by M. Barnes,75,62
242,3,6:30.0,,Turnover by M. Barnes (bad pass),75,62
243,3,6:12.0,R. McGruder misses 2-pt jump shot from 19 ft,,75,62
244,3,6:11.0,,Defensive rebound by A. Tolliver,75,62
245,3,5:57.0,,Turnover by M. Barnes (bad pass; steal by G. Dragić),75,62
246,3,5:55.0,Shooting foul by M. Barnes (drawn by G. Dragić),,75,62
247,3,5:55.0,G. Dragić makes free throw 1 of 2,,76,62
248,3,5:55.0,T. Johnson enters the game for R. McGruder,,76,62
249,3,5:55.0,,K. Koufos enters the game for D. Cousins,76,62
250,3,5:55.0,G. Dragić makes free throw 2 of 2,,77,62
251,3,5:41.0,,D. Collison misses 2-pt jump shot from 20 ft,77,62
252,3,5:41.0,Defensive rebound by W. Reed,,77,62
253,3,5:27.0,W. Reed misses 2-pt jump shot from 14 ft,,77,62
254,3,5:26.0,,Defensive rebound by M. Barnes,77,62
255,3,5:09.0,,A. Tolliver makes 2-pt layup from 4 ft (assist by D. Collison),77,64
256,3,4:57.0,Personal foul by A. Tolliver (drawn by G. Dragić),,77,64
257,3,4:57.0,G. Dragić makes free throw 1 of 2,,78,64
258,3,4:57.0,,G. Temple enters the game for A. Afflalo,78,64
259,3,4:57.0,J. Johnson enters the game for L. Babbitt,,78,64
260,3,4:57.0,G. Dragić makes free throw 2 of 2,,79,64
261,3,4:45.0,,Offensive foul by K. Koufos (drawn by G. Dragić),79,64
262,3,4:45.0,,Turnover by K. Koufos (offensive foul),79,64
263,3,4:27.0,J. Johnson misses 2-pt jump shot from 7 ft,,79,64
264,3,4:27.0,,Defensive rebound by M. Barnes,79,64
265,3,4:13.0,,D. Collison makes 2-pt jump shot from 4 ft,79,66
266,3,4:12.0,Miami full timeout,,79,66
267,3,4:12.0,W. Ellington enters the game for J. Richardson,,79,66
268,3,3:55.0,T. Johnson misses 2-pt jump shot from 5 ft,,79,66
269,3,3:55.0,,Defensive rebound by D. Collison,79,66
270,3,3:38.0,,K. Koufos makes 2-pt hook shot from 6 ft (assist by A. Tolliver),79,68
271,3,3:25.0,G. Dragić makes 2-pt jump shot from 6 ft (assist by J. Johnson),,81,68
272,3,3:04.0,,M. Barnes misses 2-pt layup from 5 ft (block by W. Reed),81,68
273,3,3:01.0,Defensive rebound by J. Johnson,,81,68
274,3,3:01.0,Shooting foul by A. Tolliver (drawn by T. Johnson),,81,68
275,3,3:01.0,T. Johnson misses free throw 1 of 2,,81,68
276,3,3:01.0,Offensive rebound by Team,,81,68
277,3,3:01.0,D. Waiters enters the game for W. Reed,,81,68
278,3,3:01.0,U. Haslem enters the game for G. Dragić,,81,68
279,3,3:01.0,,T. Lawson enters the game for M. Barnes,81,68
280,3,3:01.0,,A. Afflalo enters the game for D. Collison,81,68
281,3,3:01.0,T. Johnson makes free throw 2 of 2,,82,68
282,3,2:49.0,,A. Tolliver misses 3-pt jump shot from 24 ft,82,68
283,3,2:48.0,Defensive rebound by U. Haslem,,82,68
284,3,2:32.0,W. Ellington misses 2-pt jump shot from 19 ft,,82,68
285,3,2:32.0,Offensive rebound by T. Johnson,,82,68
286,3,2:30.0,Shooting foul by G. Temple (drawn by T. Johnson),,82,68
287,3,2:30.0,T. Johnson makes free throw 1 of 2,,83,68
288,3,2:30.0,T. Johnson makes free throw 2 of 2,,84,68
289,3,2:15.0,,A. Afflalo misses 2-pt jump shot from 4 ft (block by U. Haslem),84,68
290,3,2:13.0,Defensive rebound by J. Johnson,,84,68
291,3,2:12.0,T. Johnson misses 2-pt layup from 1 ft,,84,68
292,3,2:11.0,Offensive rebound by Team,,84,68
293,3,2:11.0,,Loose ball foul by A. Afflalo (drawn by J. Johnson),84,68
294,3,2:11.0,,Technical foul by Team,84,68
295,3,2:11.0,W. Ellington makes technical free throw,,85,68
296,3,2:11.0,J. Johnson makes free throw 1 of 2,,86,68
297,3,2:11.0,J. Johnson makes free throw 2 of 2,,87,68
298,3,1:58.0,,A. Tolliver makes 2-pt layup from 2 ft (assist by T. Lawson),87,70
299,3,1:58.0,,Shooting foul by J. Johnson (drawn by A. Tolliver),87,70
300,3,1:58.0,,A. Tolliver makes free throw 1 of 1,87,71
301,3,1:46.0,Turnover by D. Waiters (traveling),,87,71
302,3,1:36.0,,G. Temple makes 2-pt layup from 2 ft (assist by K. Koufos),87,73
303,3,1:20.0,W. Ellington misses 3-pt jump shot from 25 ft,,87,73
304,3,1:19.0,,Defensive rebound by K. Koufos,87,73
305,3,1:10.0,,T. Lawson makes 2-pt jump shot from 16 ft,87,75
306,3,0:54.0,Offensive foul by U. Haslem (drawn by G. Temple),,87,75
307,3,0:54.0,Turnover by U. Haslem (offensive foul),,87,75
308,3,0:38.0,,T. Lawson misses 2-pt layup from 2 ft,87,75
309,3,0:37.0,,Offensive rebound by K. Koufos,87,75
310,3,0:37.0,,K. Koufos makes 2-pt layup from 1 ft,87,77
311,3,0:31.0,J. Johnson misses 3-pt jump shot from 25 ft,,87,77
312,3,0:30.0,,Defensive rebound by A. Tolliver,87,77
313,3,0:30.0,,Personal foul by U. Haslem (drawn by A. Tolliver),87,77
314,3,0:30.0,,A. Tolliver makes free throw 1 of 2,87,78
315,3,0:30.0,,A. Tolliver makes free throw 2 of 2,87,79
316,3,0:10.0,D. Waiters misses 2-pt jump shot from 20 ft,,87,79
317,3,0:09.0,,Defensive rebound by K. Koufos,87,79
318,3,0:01.0,,T. Lawson makes 2-pt jump shot from 16 ft,87,81
319,4,11:51.0,,G. Temple makes 2-pt dunk at rim (assist by A. Tolliver),87,83
320,4,11:20.0,J. Richardson misses 3-pt jump shot from 24 ft,,87,83
321,4,11:20.0,,Defensive rebound by Team,87,83
322,4,11:20.0,W. Reed enters the game for U. Haslem,,87,83
323,4,11:09.0,,T. Lawson makes 2-pt layup from 3 ft,87,85
324,4,10:57.0,J. Richardson misses 3-pt jump shot from 25 ft,,87,85
325,4,10:57.0,,Defensive rebound by Team,87,85
326,4,10:37.0,,A. Afflalo misses 2-pt jump shot from 3 ft (block by W. Reed),87,85
327,4,10:37.0,Defensive rebound by T. Johnson,,87,85
328,4,10:37.0,Personal foul by T. Lawson (drawn by T. Johnson),,87,85
329,4,10:27.0,Turnover by J. Richardson (step out of bounds),,87,85
330,4,10:11.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by K. Koufos),87,87
331,4,9:54.0,W. Reed makes 2-pt jump shot from 8 ft (assist by T. Johnson),,89,87
332,4,9:44.0,,Shooting foul by T. Johnson (drawn by K. Koufos),89,87
333,4,9:44.0,,K. Koufos makes free throw 1 of 2,89,88
334,4,9:44.0,L. Babbitt enters the game for J. Johnson,,89,88
335,4,9:44.0,,K. Koufos makes free throw 2 of 2,89,89
336,4,9:32.0,Turnover by T. Johnson (bad pass; steal by G. Temple),,89,89
337,4,9:29.0,,G. Temple makes 2-pt layup from 2 ft,89,91
338,4,9:28.0,Miami full timeout,,89,91
339,4,9:11.0,Turnover by J. Richardson (bad pass; steal by K. Koufos),,89,91
340,4,8:57.0,,Turnover by T. Lawson (bad pass; steal by W. Reed),89,91
341,4,8:37.0,L. Babbitt misses 2-pt jump shot from 15 ft,,89,91
342,4,8:37.0,,Defensive rebound by K. Koufos,89,91
343,4,8:23.0,G. Dragić enters the game for W. Ellington,,89,91
344,4,8:23.0,,D. Cousins enters the game for K. Koufos,89,91
345,4,8:23.0,,M. Barnes enters the game for A. Tolliver,89,91
346,4,8:15.0,,Offensive foul by T. Lawson (drawn by T. Johnson),89,91
347,4,8:15.0,,Turnover by T. Lawson (offensive foul),89,91
348,4,8:04.0,Turnover by L. Babbitt (bad pass; steal by G. Temple),,89,91
349,4,7:59.0,,T. Lawson misses 2-pt layup from 4 ft (block by T. Johnson),89,91
350,4,7:57.0,Defensive rebound by J. Richardson,,89,91
351,4,7:52.0,J. Richardson makes 2-pt jump shot from 9 ft,,91,91
352,4,7:36.0,,D. Cousins makes 2-pt layup from 4 ft (assist by T. Lawson),91,93
353,4,7:24.0,T. Johnson misses 3-pt jump shot from 26 ft,,91,93
354,4,7:24.0,,Defensive rebound by M. Barnes,91,93
355,4,7:09.0,,G. Temple misses 3-pt jump shot from 24 ft,91,93
356,4,7:09.0,Defensive rebound by L. Babbitt,,91,93
357,4,6:45.0,Turnover by Team (shot clock),,91,93
358,4,6:45.0,J. Johnson enters the game for W. Reed,,91,93
359,4,6:32.0,,Turnover by T. Lawson (bad pass; steal by J. Richardson),91,93
360,4,6:32.0,Personal foul by M. Barnes (drawn by L. Babbitt),,91,93
361,4,6:14.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),,94,93
362,4,6:01.0,,D. Cousins misses 2-pt jump shot from 5 ft,94,93
363,4,6:00.0,Defensive rebound by L. Babbitt,,94,93
364,4,5:44.0,Turnover by J. Johnson (bad pass; steal by T. Lawson),,94,93
365,4,5:34.0,,Turnover by A. Afflalo (offensive foul),94,93
366,4,5:34.0,,Offensive foul by A. Afflalo (drawn by T. Johnson),94,93
367,4,5:34.0,Official timeout,,94,93
368,4,5:15.0,J. Richardson misses 3-pt jump shot from 25 ft,,94,93
369,4,5:15.0,Offensive rebound by T. Johnson,,94,93
370,4,5:00.0,G. Dragić makes 2-pt layup from 2 ft,,96,93
371,4,4:42.0,,M. Barnes misses 2-pt jump shot from 4 ft (block by J. Johnson),96,93
372,4,4:40.0,Defensive rebound by T. Johnson,,96,93
373,4,4:36.0,T. Johnson makes 2-pt layup from 1 ft,,98,93
374,4,4:13.0,,M. Barnes makes 2-pt layup from 2 ft,98,95
375,4,4:12.0,,Technical foul by M. Barnes,98,95
376,4,4:12.0,G. Dragić makes technical free throw,,99,95
377,4,4:12.0,R. McGruder enters the game for L. Babbitt,,99,95
378,4,4:12.0,,D. Collison enters the game for A. Afflalo,99,95
379,4,3:55.0,T. Johnson misses 3-pt jump shot from 25 ft,,99,95
