,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
61,1,5:16.0,,P. George misses 2-pt jump shot from 17 ft,15,11
62,1,5:15.0,,Offensive rebound by L. Allen,15,11
63,1,5:04.0,,M. Turner misses 2-pt jump shot from 5 ft,15,11
64,1,5:03.0,Defensive rebound by A. Roberson,,15,11
65,1,4:55.0,Turnover by R. Westbrook (bad pass; steal by P. George),,15,11
66,1,4:47.0,,J. Teague misses 3-pt jump shot from 24 ft,15,11
67,1,4:44.0,,Offensive rebound by P. George,15,11
68,1,4:41.0,,P. George misses 3-pt jump shot from 23 ft,15,11
69,1,4:38.0,Defensive rebound by D. Sabonis,,15,11
70,1,4:36.0,,Offensive charge foul by R. Westbrook (drawn by P. George),15,11
71,1,4:36.0,Turnover by R. Westbrook (offensive foul),,15,11
72,1,4:33.0,,P. George misses 3-pt jump shot from 25 ft,15,11
73,1,4:31.0,,Offensive rebound by P. George,15,11
74,1,4:25.0,,P. George misses 3-pt jump shot from 24 ft,15,11
75,1,4:24.0,Defensive rebound by R. Westbrook,,15,11
76,1,4:18.0,R. Westbrook misses 2-pt jump shot from 23 ft,,15,11
77,1,4:18.0,Offensive rebound by S. Adams,,15,11
78,1,4:18.0,,Loose ball foul by P. George (drawn by S. Adams),15,11
79,1,4:18.0,J. Lauvergne enters the game for D. Sabonis,,15,11
80,1,4:18.0,,M. Ellis enters the game for C. Miles,15,11
81,1,4:18.0,,G. Robinson enters the game for P. George,15,11
82,1,4:07.0,S. Adams misses 2-pt layup from 4 ft,,15,11
83,1,4:06.0,,Defensive rebound by G. Robinson,15,11
84,1,3:43.0,,L. Allen misses 2-pt jump shot from 10 ft,15,11
85,1,3:42.0,Defensive rebound by R. Westbrook,,15,11
86,1,3:32.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,17,11
87,1,3:20.0,,Indiana full timeout,17,11
88,1,3:20.0,V. Oladipo enters the game for A. Roberson,,17,11
89,1,3:20.0,J. Grant enters the game for S. Adams,,17,11
90,1,3:20.0,,K. Séraphin enters the game for L. Allen,17,11
91,1,3:13.0,,M. Turner misses 2-pt jump shot from 7 ft (block by J. Grant),17,11
92,1,3:11.0,Defensive rebound by A. Morrow,,17,11
93,1,3:02.0,Turnover by J. Lauvergne (lost ball; steal by M. Ellis),,17,11
94,1,2:58.0,,J. Teague makes 2-pt layup from 2 ft (assist by G. Robinson),17,13
95,1,2:47.0,R. Westbrook misses 2-pt layup from 3 ft (block by M. Turner),,17,13
96,1,2:46.0,,Defensive rebound by J. Teague,17,13
97,1,2:46.0,Loose ball foul by R. Westbrook (drawn by J. Teague),,17,13
98,1,2:46.0,C. Payne enters the game for R. Westbrook,,17,13
99,1,2:46.0,,R. Stuckey enters the game for M. Turner,17,13
100,1,2:46.0,,A. Jefferson enters the game for J. Teague,17,13
101,1,2:31.0,,Shooting foul by V. Oladipo (drawn by R. Stuckey),17,13
102,1,2:31.0,,R. Stuckey makes free throw 1 of 3,17,14
103,1,2:31.0,,R. Stuckey makes free throw 2 of 3,17,15
104,1,2:31.0,,R. Stuckey makes free throw 3 of 3,17,16
105,1,2:12.0,J. Grant misses 3-pt jump shot from 24 ft,,17,16
106,1,2:11.0,,Defensive rebound by R. Stuckey,17,16
107,1,2:01.0,,A. Jefferson makes 2-pt jump shot from 6 ft (assist by R. Stuckey),17,18
108,1,1:49.0,J. Lauvergne makes 2-pt jump shot from 19 ft (assist by C. Payne),,19,18
109,1,1:32.0,,A. Jefferson misses 2-pt jump shot from 7 ft,19,18
110,1,1:31.0,Defensive rebound by V. Oladipo,,19,18
111,1,1:23.0,V. Oladipo makes 2-pt jump shot from 13 ft,,21,18
112,1,1:14.0,,Turnover by R. Stuckey (bad pass; steal by A. Morrow),21,18
113,1,1:09.0,J. Grant makes 2-pt dunk from 4 ft (assist by V. Oladipo),,23,18
114,1,0:50.0,,A. Jefferson makes 2-pt layup from 2 ft,23,20
115,1,0:30.0,J. Lauvergne makes 2-pt dunk from 4 ft (assist by V. Oladipo),,25,20
116,1,0:07.0,,M. Ellis misses 2-pt layup from 3 ft,25,20
117,1,0:06.0,Defensive rebound by J. Grant,,25,20
118,1,0:01.0,J. Lauvergne misses 2-pt layup from 4 ft,,25,20
119,1,0:00.0,,Defensive rebound by A. Jefferson,25,20
120,2,11:46.0,A. Morrow misses 3-pt jump shot from 23 ft,,25,20
121,2,11:45.0,,Defensive rebound by K. Séraphin,25,20
122,2,11:33.0,,R. Stuckey makes 2-pt layup from 2 ft (assist by M. Ellis),25,22
123,2,11:20.0,C. Payne makes 2-pt jump shot from 5 ft,,27,22
124,2,11:09.0,,R. Stuckey misses 2-pt layup from 2 ft,27,22
125,2,11:07.0,,Offensive rebound by A. Jefferson,27,22
126,2,10:56.0,,M. Ellis misses 2-pt jump shot from 14 ft,27,22
127,2,10:56.0,,Offensive rebound by A. Jefferson,27,22
128,2,10:54.0,,A. Jefferson misses 2-pt layup from 2 ft,27,22
129,2,10:52.0,Defensive rebound by A. Morrow,,27,22
130,2,10:37.0,J. Grant makes 2-pt dunk from 3 ft,,29,22
131,2,10:25.0,S. Adams enters the game for J. Lauvergne,,29,22
132,2,10:25.0,Á. Abrines enters the game for A. Morrow,,29,22
133,2,10:14.0,,R. Stuckey misses 2-pt jump shot from 4 ft (block by V. Oladipo),29,22
134,2,10:14.0,,Offensive rebound by Team,29,22
135,2,10:11.0,,G. Robinson makes 2-pt jump shot from 14 ft (assist by M. Ellis),29,24
136,2,9:49.0,Turnover by S. Adams (step out of bounds),,29,24
137,2,9:35.0,,Shooting foul by Á. Abrines (drawn by G. Robinson),29,24
138,2,9:35.0,,G. Robinson makes free throw 1 of 2,29,25
139,2,9:35.0,,G. Robinson misses free throw 2 of 2,29,25
140,2,9:34.0,,Offensive rebound by G. Robinson,29,25
141,2,9:22.0,,M. Ellis makes 2-pt layup from 2 ft,29,27
142,2,9:08.0,S. Adams misses 2-pt jump shot from 9 ft,,29,27
143,2,9:08.0,,Defensive rebound by M. Ellis,29,27
144,2,8:58.0,,A. Jefferson misses 2-pt jump shot from 4 ft (block by J. Grant),29,27
145,2,8:57.0,Defensive rebound by C. Payne,,29,27
146,2,8:53.0,Shooting foul by M. Ellis (drawn by V. Oladipo),,29,27
147,2,8:53.0,Official timeout,,29,27
148,2,8:53.0,V. Oladipo makes free throw 1 of 2,,30,27
149,2,8:53.0,R. Westbrook enters the game for C. Payne,,29,27
150,2,8:53.0,V. Oladipo makes free throw 2 of 2,,31,27
151,2,8:32.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by A. Jefferson),31,29
152,2,8:20.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,34,29
153,2,7:56.0,,K. Séraphin misses 2-pt jump shot from 18 ft,34,29
154,2,7:56.0,Defensive rebound by R. Westbrook,,34,29
155,2,7:39.0,Á. Abrines misses 3-pt jump shot from 26 ft,,34,29
156,2,7:39.0,Offensive rebound by R. Westbrook,,34,29
157,2,7:28.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,37,29
158,2,7:08.0,,Shooting foul by J. Grant (drawn by M. Ellis),37,29
159,2,7:08.0,,M. Ellis misses free throw 1 of 2,37,29
160,2,7:08.0,,Offensive rebound by Team,37,29
161,2,7:08.0,,M. Ellis misses free throw 2 of 2,37,29
162,2,7:08.0,Defensive rebound by R. Westbrook,,37,29
163,2,7:08.0,C. Payne enters the game for V. Oladipo,,37,29
164,2,7:08.0,,P. George enters the game for G. Robinson,37,29
165,2,7:08.0,,M. Turner enters the game for A. Jefferson,37,29
166,2,7:08.0,,J. Teague enters the game for R. Stuckey,37,29
167,2,7:08.0,A. Roberson enters the game for Á. Abrines,,37,29
168,2,6:56.0,R. Westbrook misses 2-pt jump shot from 17 ft,,37,29
169,2,6:55.0,Offensive rebound by S. Adams,,37,29
170,2,6:51.0,S. Adams misses 2-pt layup from 1 ft (block by K. Séraphin),,37,29
171,2,6:49.0,Offensive rebound by J. Grant,,37,29
172,2,6:49.0,Turnover by J. Grant (traveling),,37,29
173,2,6:27.0,,P. George misses 2-pt jump shot from 15 ft,37,29
174,2,6:27.0,,Offensive rebound by Team,37,29
175,2,6:27.0,,C. Miles enters the game for K. Séraphin,37,29
176,2,6:03.0,,C. Miles misses 2-pt jump shot from 22 ft,37,29
177,2,6:02.0,Defensive rebound by A. Roberson,,37,29
178,2,5:51.0,R. Westbrook makes 2-pt jump shot from 13 ft,,39,29
179,2,5:47.0,,Indiana full timeout,39,29
180,2,5:47.0,,L. Allen enters the game for M. Ellis,39,29
181,2,5:32.0,,Turnover by L. Allen (bad pass; steal by J. Grant),39,29
182,2,5:17.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,41,29
183,2,4:59.0,,Shooting foul by A. Roberson (drawn by P. George),41,29
184,2,4:59.0,,P. George makes free throw 1 of 2,41,30
185,2,4:59.0,,P. George misses free throw 2 of 2,41,30
186,2,4:58.0,Defensive rebound by R. Westbrook,,41,30
187,2,4:53.0,,Violation by P. George (kicked ball),41,30
188,2,4:38.0,R. Westbrook misses 3-pt jump shot from 26 ft,,41,30
189,2,4:36.0,,Defensive rebound by C. Miles,41,30
190,2,4:35.0,,Personal foul by C. Payne (drawn by J. Teague),41,30
191,2,4:35.0,V. Oladipo enters the game for C. Payne,,41,30
192,2,4:11.0,,Turnover by J. Teague (bad pass; steal by A. Roberson),41,30
193,2,4:03.0,R. Westbrook misses 2-pt jump shot from 13 ft,,41,30
194,2,4:03.0,Offensive rebound by Team,,41,30
195,2,4:03.0,,Loose ball foul by C. Miles (drawn by S. Adams),41,30
196,2,3:49.0,S. Adams makes 2-pt dunk from 3 ft (assist by R. Westbrook),,43,30
197,2,3:39.0,,J. Teague misses 2-pt layup from 4 ft (block by J. Grant),43,30
198,2,3:38.0,Defensive rebound by R. Westbrook,,43,30
199,2,3:35.0,Shooting foul by C. Miles (drawn by V. Oladipo),,43,30
200,2,3:35.0,V. Oladipo makes free throw 1 of 2,,44,30
201,2,3:35.0,,G. Robinson enters the game for C. Miles,44,30
202,2,3:35.0,V. Oladipo makes free throw 2 of 2,,45,30
203,2,3:16.0,,M. Turner misses 3-pt jump shot from 25 ft,45,30
204,2,3:14.0,,Offensive rebound by P. George,45,30
205,2,3:14.0,,Shooting foul by J. Grant (drawn by P. George),45,30
206,2,3:14.0,,P. George makes free throw 1 of 2,45,31
207,2,3:14.0,,P. George makes free throw 2 of 2,45,32
208,2,2:54.0,J. Grant misses 3-pt jump shot from 23 ft,,45,32
209,2,2:51.0,,Defensive rebound by Team,45,32
210,2,2:51.0,Oklahoma City full timeout,,45,32
211,2,2:51.0,J. Lauvergne enters the game for J. Grant,,45,32
212,2,2:40.0,,M. Turner misses 2-pt layup from 4 ft (block by S. Adams),45,32
213,2,2:40.0,,Offensive rebound by Team,45,32
214,2,2:34.0,,P. George misses 2-pt jump shot from 22 ft,45,32
215,2,2:33.0,Defensive rebound by S. Adams,,45,32
216,2,2:18.0,V. Oladipo misses 3-pt jump shot from 25 ft,,45,32
217,2,2:17.0,Offensive rebound by R. Westbrook,,45,32
218,2,2:07.0,Shooting foul by J. Teague (drawn by J. Lauvergne),,45,32
219,2,2:07.0,J. Lauvergne misses free throw 1 of 2,,45,32
220,2,2:07.0,Offensive rebound by Team,,45,32
221,2,2:07.0,J. Lauvergne makes free throw 2 of 2,,46,32
222,2,1:55.0,,G. Robinson makes 3-pt jump shot from 26 ft (assist by J. Teague),46,35
223,2,1:41.0,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),,48,35
224,2,1:22.0,,J. Teague makes 2-pt jump shot from 6 ft,48,37
225,2,1:03.0,A. Roberson makes 2-pt layup from 1 ft,,50,37
226,2,0:55.0,,Personal foul by A. Roberson (drawn by J. Teague),50,37
227,2,0:55.0,,J. Teague makes free throw 1 of 2,50,38
228,2,0:55.0,,J. Teague misses free throw 2 of 2,50,38
229,2,0:55.0,Defensive rebound by J. Lauvergne,,50,38
230,2,0:55.0,,M. Ellis enters the game for P. George,50,38
231,2,0:31.0,V. Oladipo misses 3-pt jump shot from 24 ft,,50,38
232,2,0:30.0,Offensive rebound by A. Roberson,,50,38
233,2,0:28.0,A. Roberson misses 2-pt layup from 3 ft,,50,38
234,2,0:27.0,Offensive rebound by A. Roberson,,50,38
235,2,0:27.0,A. Roberson makes 2-pt layup from 2 ft,,52,38
236,2,0:03.0,,G. Robinson makes 3-pt jump shot from 25 ft (assist by M. Turner),52,41
237,2,0:00.0,R. Westbrook misses 3-pt jump shot from 34 ft,,52,41
238,2,0:00.0,Offensive rebound by Team,,52,41
239,3,11:50.0,Personal foul by M. Turner (drawn by R. Westbrook),,52,41
240,3,11:41.0,Shooting foul by M. Turner (drawn by S. Adams),,52,41
241,3,11:41.0,S. Adams makes free throw 1 of 2,,53,41
242,3,11:41.0,S. Adams makes free throw 2 of 2,,54,41
243,3,11:18.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Teague),54,43
244,3,11:04.0,V. Oladipo misses 2-pt jump shot from 4 ft (block by M. Turner),,54,43
245,3,11:03.0,,Defensive rebound by C. Miles,54,43
246,3,10:57.0,,C. Miles misses 3-pt jump shot from 27 ft,54,43
247,3,10:55.0,,Offensive rebound by M. Turner,54,43
248,3,10:53.0,,M. Turner makes 2-pt layup from 1 ft,54,45
249,3,10:31.0,V. Oladipo misses 3-pt jump shot from 23 ft,,54,45
250,3,10:30.0,,Defensive rebound by J. Teague,54,45
251,3,10:30.0,Loose ball foul by D. Sabonis (drawn by L. Allen),,54,45
252,3,10:21.0,Violation by S. Adams (kicked ball),,54,45
253,3,10:07.0,,P. George makes 2-pt jump shot from 16 ft (assist by L. Allen),54,47
254,3,9:54.0,D. Sabonis misses 2-pt hook shot from 6 ft,,54,47
255,3,9:53.0,Offensive rebound by S. Adams,,54,47
256,3,9:51.0,Turnover by S. Adams (lost ball; steal by M. Turner),,54,47
257,3,9:46.0,,J. Teague misses 2-pt layup from 3 ft,54,47
258,3,9:46.0,Defensive rebound by V. Oladipo,,54,47
259,3,9:46.0,Oklahoma City full timeout,,54,47
260,3,9:28.0,R. Westbrook misses 2-pt jump shot from 17 ft,,54,47
261,3,9:28.0,,Defensive rebound by J. Teague,54,47
262,3,9:22.0,,J. Teague misses 2-pt layup from 3 ft (block by A. Roberson),54,47
263,3,9:22.0,,Offensive rebound by Team,54,47
264,3,9:22.0,J. Lauvergne enters the game for D. Sabonis,,54,47
265,3,9:10.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by L. Allen),54,50
266,3,8:54.0,R. Westbrook misses 2-pt jump shot from 19 ft,,54,50
267,3,8:54.0,,Defensive rebound by P. George,54,50
268,3,8:37.0,,C. Miles misses 3-pt jump shot from 24 ft,54,50
269,3,8:37.0,Defensive rebound by R. Westbrook,,54,50
270,3,8:23.0,J. Lauvergne misses 3-pt jump shot from 24 ft,,54,50
271,3,8:23.0,,Defensive rebound by Team,54,50
272,3,8:15.0,,P. George misses 3-pt jump shot from 27 ft,54,50
273,3,8:14.0,Defensive rebound by R. Westbrook,,54,50
274,3,8:06.0,Turnover by S. Adams (traveling),,54,50
275,3,7:49.0,,M. Turner misses 2-pt jump shot from 19 ft,54,50
276,3,7:48.0,Defensive rebound by R. Westbrook,,54,50
277,3,7:40.0,S. Adams misses 2-pt layup from 3 ft (block by M. Turner),,54,50
278,3,7:40.0,,Defensive rebound by Team,54,50
279,3,7:22.0,,P. George makes 2-pt layup from 1 ft (assist by L. Allen),54,52
280,3,7:09.0,A. Roberson makes 2-pt layup from 3 ft (assist by R. Westbrook),,56,52
281,3,6:57.0,,Turnover by P. George (bad pass; steal by V. Oladipo),56,52
282,3,6:52.0,V. Oladipo misses 2-pt layup from 3 ft,,56,52
283,3,6:44.0,Offensive rebound by J. Lauvergne,,56,52
284,3,6:44.0,J. Lauvergne makes 2-pt layup from 3 ft,,58,52
285,3,6:38.0,,C. Miles misses 3-pt jump shot from 25 ft,58,52
286,3,6:37.0,Defensive rebound by A. Roberson,,58,52
287,3,6:22.0,A. Roberson misses 2-pt layup from 3 ft (block by L. Allen),,58,52
288,3,6:20.0,Offensive rebound by S. Adams,,58,52
289,3,6:19.0,S. Adams misses 2-pt dunk from 2 ft,,58,52
290,3,6:19.0,,Defensive rebound by Team,58,52
291,3,6:09.0,,Shooting foul by S. Adams (drawn by J. Teague),58,52
292,3,6:09.0,,J. Teague makes free throw 1 of 2,58,53
293,3,6:09.0,,J. Teague makes free throw 2 of 2,58,54
294,3,5:52.0,A. Roberson misses 2-pt layup from 2 ft (block by L. Allen),,58,54
295,3,5:51.0,,Defensive rebound by P. George,58,54
296,3,5:46.0,,C. Miles makes 2-pt layup from 3 ft (assist by P. George),58,56
297,3,5:46.0,,Shooting foul by V. Oladipo (drawn by C. Miles),58,56
298,3,5:46.0,,C. Miles makes free throw 1 of 1,58,57
299,3,5:36.0,R. Westbrook misses 2-pt jump shot from 12 ft (block by J. Teague),,58,57
300,3,5:34.0,Offensive rebound by S. Adams,,58,57
301,3,5:29.0,R. Westbrook makes 3-pt jump shot from 26 ft,,61,57
302,3,5:15.0,,Turnover by J. Teague (bad pass; steal by R. Westbrook),61,57
303,3,5:11.0,V. Oladipo makes 2-pt dunk from 2 ft (assist by R. Westbrook),,63,57
304,3,5:11.0,,Indiana full timeout,63,57
305,3,5:11.0,A. Morrow enters the game for V. Oladipo,,63,57
306,3,5:11.0,,G. Robinson enters the game for C. Miles,63,57
307,3,4:55.0,,Shooting foul by S. Adams (drawn by M. Turner),63,57
308,3,4:55.0,,M. Turner makes free throw 1 of 2,63,58
309,3,4:55.0,,M. Turner makes free throw 2 of 2,63,59
310,3,4:44.0,Shooting foul by P. George (drawn by R. Westbrook),,63,59
311,3,4:44.0,R. Westbrook misses free throw 1 of 2,,63,59
312,3,4:44.0,Offensive rebound by Team,,63,59
313,3,4:44.0,R. Westbrook makes free throw 2 of 2,,64,59
314,3,4:23.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by P. George),64,62
315,3,4:09.0,A. Morrow misses 3-pt jump shot from 25 ft,,64,62
316,3,4:09.0,,Defensive rebound by Team,64,62
317,3,4:09.0,Loose ball foul by S. Adams (drawn by M. Turner),,64,62
318,3,4:09.0,,M. Turner misses free throw 1 of 2,64,62
319,3,4:09.0,,Offensive rebound by Team,64,62
320,3,4:09.0,,M. Turner makes free throw 2 of 2,64,63
321,3,3:59.0,Turnover by A. Roberson (bad pass),,64,63
322,3,3:49.0,J. Grant enters the game for S. Adams,,64,63
323,3,3:42.0,,P. George makes 2-pt jump shot from 21 ft,64,65
324,3,3:25.0,R. Westbrook makes 2-pt jump shot from 16 ft,,66,65
325,3,3:11.0,,M. Turner misses 2-pt jump shot from 17 ft,66,65
326,3,3:10.0,Defensive rebound by J. Lauvergne,,66,65
327,3,3:06.0,Turnover by R. Westbrook (lost ball; steal by P. George),,66,65
328,3,2:59.0,,G. Robinson makes 2-pt layup from 2 ft (assist by P. George),66,67
329,3,2:47.0,R. Westbrook makes 2-pt jump shot from 15 ft,,68,67
330,3,2:35.0,,J. Teague makes 2-pt layup from 2 ft,68,69
331,3,2:23.0,R. Westbrook misses 2-pt jump shot from 14 ft,,68,69
332,3,2:22.0,,Defensive rebound by P. George,68,69
333,3,2:15.0,,J. Teague misses 2-pt layup from 3 ft,68,69
334,3,2:14.0,,Offensive rebound by M. Turner,68,69
335,3,2:11.0,,M. Turner misses 2-pt layup from 2 ft (block by J. Grant),68,69
336,3,2:10.0,Defensive rebound by J. Lauvergne,,68,69
337,3,2:01.0,Turnover by A. Roberson (lost ball; steal by P. George),,68,69
338,3,1:55.0,,Personal block foul by J. Grant (drawn by P. George),68,69
339,3,1:55.0,Oklahoma City full timeout,,68,69
340,3,1:55.0,,P. George makes free throw 1 of 2,68,70
341,3,1:55.0,,R. Stuckey enters the game for J. Teague,68,69
342,3,1:55.0,C. Payne enters the game for R. Westbrook,,68,69
343,3,1:55.0,,P. George makes free throw 2 of 2,68,71
344,3,1:39.0,A. Roberson makes 2-pt dunk from 3 ft (assist by C. Payne),,70,71
345,3,1:39.0,Shooting foul by M. Turner (drawn by A. Roberson),,70,71
346,3,1:39.0,A. Roberson misses free throw 1 of 1,,70,71
347,3,1:39.0,,K. Séraphin enters the game for L. Allen,70,71
348,3,1:39.0,,M. Ellis enters the game for P. George,70,71
349,3,1:38.0,Offensive rebound by J. Grant,,70,71
350,3,1:23.0,C. Payne misses 2-pt jump shot from 20 ft,,70,71
351,3,1:23.0,Offensive rebound by J. Lauvergne,,70,71
352,3,1:16.0,A. Morrow misses 3-pt jump shot from 26 ft,,70,71
353,3,1:15.0,Offensive rebound by C. Payne,,70,71
354,3,0:59.0,Turnover by J. Lauvergne (lost ball; steal by M. Turner),,70,71
355,3,0:50.0,,R. Stuckey misses 2-pt jump shot from 18 ft,70,71
356,3,0:49.0,Defensive rebound by C. Payne,,70,71
357,3,0:33.0,C. Payne misses 2-pt layup from 2 ft,,70,71
358,3,0:33.0,,Defensive rebound by K. Séraphin,70,71
359,3,0:18.0,,Turnover by M. Turner (3 sec),70,71
360,3,0:18.0,,L. Allen enters the game for M. Turner,70,71
361,3,0:18.0,V. Oladipo enters the game for A. Roberson,,70,71
362,3,0:05.0,Turnover by C. Payne (bad pass),,70,71
363,3,0:00.0,,R. Stuckey makes 2-pt layup from 3 ft,70,73
364,4,11:36.0,,R. Stuckey misses 3-pt jump shot from 26 ft,70,73
365,4,11:35.0,Defensive rebound by J. Lauvergne,,70,73
366,4,11:22.0,Personal foul by A. Jefferson (drawn by V. Oladipo),,70,73
367,4,11:22.0,Á. Abrines enters the game for A. Morrow,,70,73
368,4,11:17.0,V. Oladipo misses 2-pt jump shot from 15 ft,,70,73
369,4,11:17.0,,Defensive rebound by A. Jefferson,70,73
370,4,10:56.0,,A. Jefferson makes 2-pt jump shot from 4 ft,70,75
371,4,10:41.0,Turnover by C. Payne (bad pass; steal by G. Robinson),,70,75
372,4,10:37.0,,Shooting foul by C. Payne (drawn by R. Stuckey),70,75
373,4,10:37.0,,R. Stuckey makes free throw 1 of 2,70,76
374,4,10:37.0,,R. Stuckey makes free throw 2 of 2,70,77
375,4,10:20.0,V. Oladipo makes 2-pt jump shot from 4 ft,,72,77
376,4,9:58.0,,A. Jefferson makes 2-pt jump shot from 12 ft,72,79
377,4,9:43.0,Offensive foul by Á. Abrines (drawn by R. Stuckey),,72,79
378,4,9:43.0,Turnover by Á. Abrines (offensive foul),,72,79
379,4,9:43.0,S. Adams enters the game for J. Lauvergne,,72,79
380,4,9:25.0,,A. Jefferson misses 2-pt jump shot from 10 ft,72,79
381,4,9:24.0,Defensive rebound by V. Oladipo,,72,79
382,4,9:10.0,J. Grant misses 2-pt layup from 3 ft (block by K. Séraphin),,72,79
383,4,9:10.0,Offensive rebound by Team,,72,79
384,4,9:03.0,C. Payne misses 3-pt jump shot from 27 ft,,72,79
385,4,9:03.0,,Defensive rebound by A. Jefferson,72,79
386,4,8:55.0,Violation by S. Adams (kicked ball),,72,79
387,4,8:55.0,Official timeout,,72,79
388,4,8:55.0,R. Westbrook enters the game for C. Payne,,72,79
389,4,8:55.0,,P. George enters the game for G. Robinson,72,79
