,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
94,2,11:53.0,,N. Noel makes 2-pt dunk at rim (assist by D. Šarić),35,23
95,2,11:31.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by M. Richardson),,38,23
96,2,11:17.0,,N. Stauskas misses 2-pt layup from 1 ft (block by W. Cauley-Stein),38,23
97,2,11:15.0,Defensive rebound by W. Cauley-Stein,,38,23
98,2,11:13.0,Turnover by W. Cauley-Stein (lost ball; steal by N. Noel),,38,23
99,2,11:05.0,Loose ball foul by A. Tolliver (drawn by D. Šarić),,38,23
100,2,10:58.0,,Turnover by N. Noel (bad pass; steal by A. Tolliver),38,23
101,2,10:37.0,W. Cauley-Stein misses 2-pt jump shot from 15 ft,,38,23
102,2,10:36.0,,Defensive rebound by N. Noel,38,23
103,2,10:21.0,,R. Covington misses 3-pt jump shot from 25 ft,38,23
104,2,10:20.0,Defensive rebound by T. Lawson,,38,23
105,2,10:15.0,M. Barnes misses 2-pt jump shot from 4 ft,,38,23
106,2,10:14.0,,Defensive rebound by R. Covington,38,23
107,2,10:02.0,,Personal foul by M. Barnes (drawn by D. Šarić),38,23
108,2,10:02.0,,E. İlyasova enters the game for D. Šarić,38,23
109,2,9:49.0,,N. Stauskas misses 3-pt jump shot from 24 ft,38,23
110,2,9:48.0,Defensive rebound by M. Barnes,,38,23
111,2,9:30.0,M. Richardson misses 3-pt jump shot from 23 ft,,38,23
112,2,9:29.0,,Defensive rebound by R. Covington,38,23
113,2,9:24.0,,Personal foul by M. Richardson (drawn by N. Noel),38,23
114,2,9:14.0,,E. İlyasova misses 3-pt jump shot from 26 ft,38,23
115,2,9:13.0,Defensive rebound by A. Tolliver,,38,23
116,2,8:58.0,T. Lawson misses 2-pt jump shot from 6 ft,,38,23
117,2,8:57.0,,Defensive rebound by R. Covington,38,23
118,2,8:50.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),38,26
119,2,8:50.0,Sacramento full timeout,,38,26
120,2,8:50.0,,J. Okafor enters the game for N. Noel,38,26
121,2,8:26.0,M. Barnes makes 2-pt jump shot from 18 ft,,40,26
122,2,8:01.0,,J. Okafor makes 2-pt jump shot from 20 ft,40,28
123,2,7:52.0,W. Cauley-Stein makes 2-pt layup at rim (assist by T. Lawson),,42,28
124,2,7:38.0,,Personal foul by M. Richardson (drawn by N. Stauskas),42,28
125,2,7:28.0,,E. İlyasova misses 2-pt jump shot from 4 ft,42,28
126,2,7:27.0,,Offensive rebound by J. Okafor,42,28
127,2,7:26.0,,J. Okafor misses 2-pt layup from 2 ft,42,28
128,2,7:24.0,Defensive rebound by A. Tolliver,,42,28
129,2,7:20.0,W. Cauley-Stein makes 2-pt layup at rim (assist by T. Lawson),,44,28
130,2,7:20.0,,Philadelphia full timeout,44,28
131,2,7:20.0,D. Collison enters the game for M. Richardson,,44,28
132,2,6:57.0,,T. McConnell misses 2-pt jump shot from 11 ft,44,28
133,2,6:56.0,,Offensive rebound by E. İlyasova,44,28
134,2,6:55.0,,E. İlyasova makes 2-pt jump shot from 5 ft,44,30
135,2,6:33.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,46,30
136,2,6:15.0,,E. İlyasova misses 3-pt jump shot from 24 ft,46,30
137,2,6:14.0,Defensive rebound by A. Tolliver,,46,30
138,2,6:00.0,D. Collison misses 2-pt jump shot from 19 ft,,46,30
139,2,5:59.0,,Defensive rebound by R. Covington,46,30
140,2,5:53.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by T. McConnell),46,33
141,2,5:31.0,M. Barnes misses 2-pt jump shot from 22 ft,,46,33
142,2,5:30.0,,Defensive rebound by Team,46,33
143,2,5:30.0,,G. Henderson enters the game for R. Covington,46,33
144,2,5:30.0,D. Cousins enters the game for W. Cauley-Stein,,46,33
145,2,5:12.0,,N. Stauskas makes 2-pt layup from 1 ft,46,35
146,2,4:59.0,T. Lawson makes 2-pt layup from 1 ft,,48,35
147,2,4:41.0,,Turnover by E. İlyasova (lost ball; steal by D. Collison),48,35
148,2,4:36.0,M. Barnes makes 2-pt dunk from 1 ft (assist by D. Collison),,50,35
149,2,4:20.0,,Personal foul by D. Cousins (drawn by J. Okafor),50,35
150,2,4:20.0,,J. Okafor makes free throw 1 of 2,50,36
151,2,4:20.0,,J. Okafor misses free throw 2 of 2,50,36
152,2,4:20.0,,R. Covington enters the game for N. Stauskas,50,36
153,2,4:20.0,,S. Rodríguez enters the game for T. McConnell,50,36
154,2,4:20.0,A. Afflalo enters the game for M. Barnes,,50,36
155,2,4:20.0,G. Temple enters the game for T. Lawson,,50,36
156,2,4:19.0,Defensive rebound by D. Cousins,,50,36
157,2,4:02.0,D. Cousins misses 2-pt jump shot from 20 ft,,50,36
158,2,4:01.0,,Defensive rebound by R. Covington,50,36
159,2,3:52.0,,E. İlyasova makes 2-pt jump shot from 16 ft (assist by S. Rodríguez),50,38
160,2,3:27.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by G. Temple),,53,38
161,2,3:03.0,,J. Okafor misses 2-pt jump shot from 7 ft,53,38
162,2,3:02.0,Defensive rebound by A. Afflalo,,53,38
163,2,2:53.0,Turnover by D. Collison (back court),,53,38
164,2,2:53.0,Official timeout,,53,38
165,2,2:53.0,K. Koufos enters the game for A. Tolliver,,53,38
166,2,2:47.0,,E. İlyasova misses 3-pt jump shot from 25 ft,53,38
167,2,2:46.0,,Offensive rebound by J. Okafor,53,38
168,2,2:45.0,,Shooting foul by G. Temple (drawn by J. Okafor),53,38
169,2,2:45.0,,J. Okafor makes free throw 1 of 2,53,39
170,2,2:45.0,,J. Okafor makes free throw 2 of 2,53,40
171,2,2:28.0,Turnover by D. Cousins (bad pass; steal by G. Henderson),,53,40
172,2,2:16.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by G. Henderson),53,43
173,2,1:46.0,Turnover by Team (shot clock),,53,43
174,2,1:29.0,,R. Covington misses 3-pt jump shot from 24 ft,53,43
175,2,1:28.0,,Offensive rebound by Team,53,43
176,2,1:26.0,,G. Henderson misses 2-pt jump shot from 17 ft,53,43
177,2,1:25.0,Defensive rebound by D. Cousins,,53,43
178,2,1:13.0,G. Temple makes 2-pt layup at rim (assist by D. Cousins),,55,43
179,2,1:00.0,,G. Henderson makes 2-pt jump shot from 14 ft,55,45
180,2,0:41.0,Personal foul by R. Covington (drawn by D. Cousins),,55,45
181,2,0:41.0,,N. Noel enters the game for J. Okafor,55,45
182,2,0:41.0,,D. Šarić enters the game for E. İlyasova,55,45
183,2,0:38.0,Turnover by D. Cousins (traveling),,55,45
184,2,0:38.0,,Philadelphia full timeout,55,45
185,2,0:32.0,,S. Rodríguez makes 3-pt jump shot from 23 ft (assist by R. Covington),55,48
186,2,0:13.0,D. Cousins misses 2-pt layup from 2 ft,,55,48
187,2,0:12.0,,Defensive rebound by R. Covington,55,48
188,2,0:02.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,55,48
189,2,0:00.0,Defensive rebound by D. Cousins,,55,48
190,3,11:49.0,,Turnover by J. Okafor (lost ball; steal by G. Temple),55,48
191,3,11:32.0,D. Cousins makes 2-pt layup from 2 ft (assist by A. Afflalo),,57,48
192,3,11:20.0,,R. Covington makes 2-pt layup from 1 ft (assist by E. İlyasova),57,50
193,3,11:10.0,Shooting foul by T. McConnell (drawn by D. Cousins),,57,50
194,3,11:10.0,D. Cousins makes free throw 1 of 2,,58,50
195,3,11:10.0,D. Cousins makes free throw 2 of 2,,59,50
196,3,11:00.0,,T. McConnell misses 2-pt layup from 2 ft,59,50
197,3,10:59.0,,Offensive rebound by J. Okafor,59,50
198,3,10:58.0,,J. Okafor makes 2-pt dunk at rim,59,52
199,3,10:39.0,A. Afflalo misses 3-pt jump shot from 25 ft,,59,52
200,3,10:38.0,Offensive rebound by D. Cousins,,59,52
201,3,10:36.0,D. Cousins makes 2-pt layup from 1 ft,,61,52
202,3,10:10.0,,J. Okafor makes 2-pt jump shot from 4 ft,61,54
203,3,9:57.0,D. Cousins misses 3-pt jump shot from 26 ft,,61,54
204,3,9:55.0,,Defensive rebound by R. Covington,61,54
205,3,9:51.0,,N. Stauskas misses 3-pt jump shot from 27 ft,61,54
206,3,9:50.0,Defensive rebound by D. Cousins,,61,54
207,3,9:39.0,D. Collison makes 2-pt jump shot from 22 ft,,63,54
208,3,9:28.0,,Personal foul by K. Koufos (drawn by J. Okafor),63,54
209,3,9:16.0,,Shooting foul by D. Cousins (drawn by J. Okafor),63,54
210,3,9:16.0,,J. Okafor makes free throw 1 of 2,63,55
211,3,9:16.0,,J. Okafor makes free throw 2 of 2,63,56
212,3,8:59.0,Shooting foul by J. Okafor (drawn by D. Cousins),,63,56
213,3,8:59.0,D. Cousins makes free throw 1 of 2,,64,56
214,3,8:59.0,D. Cousins makes free throw 2 of 2,,65,56
215,3,8:45.0,,R. Covington misses 2-pt layup from 3 ft,65,56
216,3,8:44.0,Defensive rebound by D. Cousins,,65,56
217,3,8:41.0,Shooting foul by N. Stauskas (drawn by D. Collison),,65,56
218,3,8:41.0,D. Collison makes free throw 1 of 2,,66,56
219,3,8:41.0,D. Collison makes free throw 2 of 2,,67,56
220,3,8:35.0,,Personal foul by A. Afflalo (drawn by R. Covington),67,56
221,3,8:26.0,,N. Stauskas makes 3-pt jump shot from 27 ft,67,59
222,3,8:06.0,D. Collison makes 2-pt jump shot from 20 ft (assist by D. Cousins),,69,59
223,3,7:54.0,,J. Okafor misses 2-pt jump shot from 2 ft (block by K. Koufos),69,59
224,3,7:53.0,,Offensive rebound by Team,69,59
225,3,7:53.0,,N. Noel enters the game for J. Okafor,69,59
226,3,7:42.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by T. McConnell),69,62
227,3,7:25.0,K. Koufos makes 2-pt hook shot from 6 ft (assist by G. Temple),,71,62
228,3,7:18.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),71,64
229,3,7:02.0,Shooting foul by R. Covington (drawn by D. Cousins),,71,64
230,3,7:02.0,D. Cousins makes free throw 1 of 2,,72,64
231,3,7:02.0,,D. Šarić enters the game for E. İlyasova,72,64
232,3,7:02.0,A. Tolliver enters the game for K. Koufos,,72,64
233,3,7:02.0,D. Cousins makes free throw 2 of 2,,73,64
234,3,6:54.0,,R. Covington makes 2-pt layup from 1 ft (assist by T. McConnell),73,66
235,3,6:54.0,,Shooting foul by G. Temple (drawn by R. Covington),73,66
236,3,6:54.0,,R. Covington makes free throw 1 of 1,73,67
237,3,6:34.0,Shooting foul by N. Stauskas (drawn by A. Tolliver),,73,67
238,3,6:34.0,A. Tolliver misses free throw 1 of 2,,73,67
239,3,6:34.0,Offensive rebound by Team,,73,67
240,3,6:34.0,A. Tolliver makes free throw 2 of 2,,74,67
241,3,6:25.0,,T. McConnell makes 2-pt jump shot from 17 ft,74,69
242,3,6:17.0,Sacramento full timeout,,74,69
243,3,6:12.0,,Violation by D. Šarić (kicked ball),74,69
244,3,6:02.0,D. Collison makes 2-pt jump shot from 18 ft,,76,69
245,3,5:42.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by N. Stauskas),76,72
246,3,5:26.0,Shooting foul by N. Noel (drawn by D. Cousins),,76,72
247,3,5:26.0,D. Cousins makes free throw 1 of 2,,77,72
248,3,5:26.0,,G. Henderson enters the game for N. Stauskas,77,72
249,3,5:26.0,D. Cousins makes free throw 2 of 2,,78,72
250,3,5:10.0,,D. Šarić makes 2-pt jump shot from 12 ft (assist by T. McConnell),78,74
251,3,4:53.0,Turnover by D. Cousins (lost ball; steal by N. Noel),,78,74
252,3,4:48.0,,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),78,76
253,3,4:30.0,D. Collison misses 2-pt jump shot from 16 ft,,78,76
254,3,4:29.0,,Defensive rebound by R. Covington,78,76
255,3,4:16.0,,N. Noel makes 2-pt jump shot from 17 ft (assist by T. McConnell),78,78
256,3,4:01.0,Offensive foul by A. Afflalo (drawn by R. Covington),,78,78
257,3,4:01.0,Turnover by A. Afflalo (offensive foul),,78,78
258,3,4:01.0,T. Lawson enters the game for D. Collison,,78,78
259,3,3:40.0,,T. McConnell misses 2-pt layup from 2 ft,78,78
260,3,3:38.0,Defensive rebound by D. Cousins,,78,78
261,3,3:33.0,A. Afflalo misses 3-pt jump shot from 23 ft,,78,78
262,3,3:32.0,,Defensive rebound by G. Henderson,78,78
263,3,3:25.0,,Philadelphia full timeout,78,78
264,3,3:25.0,W. Cauley-Stein enters the game for D. Cousins,,78,78
265,3,3:25.0,,S. Rodríguez enters the game for T. McConnell,78,78
266,3,3:16.0,,N. Noel makes 2-pt dunk at rim (assist by D. Šarić),78,80
267,3,2:53.0,W. Cauley-Stein misses 2-pt layup from 3 ft (block by N. Noel),,78,80
268,3,2:52.0,Offensive rebound by W. Cauley-Stein,,78,80
269,3,2:49.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),,81,80
270,3,2:23.0,,D. Šarić misses 2-pt jump shot from 20 ft,81,80
271,3,2:22.0,,Offensive rebound by R. Covington,81,80
272,3,2:21.0,,R. Covington makes 2-pt layup from 1 ft,81,82
273,3,2:07.0,Turnover by T. Lawson (lost ball; steal by N. Noel),,81,82
274,3,1:46.0,,S. Rodríguez makes 2-pt jump shot from 13 ft (assist by D. Šarić),81,84
275,3,1:28.0,A. Tolliver misses 3-pt jump shot from 27 ft,,81,84
276,3,1:26.0,,Defensive rebound by G. Henderson,81,84
277,3,1:20.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by G. Henderson),81,87
278,3,0:55.0,G. Temple misses 3-pt jump shot from 25 ft,,81,87
279,3,0:53.0,Offensive rebound by A. Tolliver,,81,87
280,3,0:39.0,Shooting foul by N. Noel (drawn by W. Cauley-Stein),,81,87
281,3,0:39.0,W. Cauley-Stein misses free throw 1 of 2,,81,87
282,3,0:39.0,Offensive rebound by Team,,81,87
283,3,0:39.0,M. Barnes enters the game for G. Temple,,81,87
284,3,0:39.0,W. Cauley-Stein makes free throw 2 of 2,,82,87
285,3,0:24.0,,G. Henderson misses 2-pt jump shot from 17 ft,82,87
286,3,0:22.0,,Offensive rebound by N. Noel,82,87
287,3,0:22.0,,Shooting foul by M. Barnes (drawn by N. Noel),82,87
288,3,0:22.0,,N. Noel makes free throw 1 of 2,82,88
289,3,0:22.0,,N. Noel misses free throw 2 of 2,82,88
290,3,0:21.0,Defensive rebound by A. Afflalo,,82,88
291,3,0:03.0,M. Barnes makes 3-pt jump shot from 27 ft (assist by T. Lawson),,85,88
292,3,0:02.0,,G. Henderson makes 2-pt dunk at rim (assist by R. Covington),85,90
293,3,0:01.0,Turnover by W. Cauley-Stein (bad pass),,85,90
294,4,11:48.0,A. Tolliver misses 2-pt jump shot from 21 ft,,85,90
295,4,11:46.0,Offensive rebound by Team,,85,90
296,4,11:39.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Lawson),,87,90
297,4,11:22.0,,Personal foul by M. Barnes (drawn by N. Noel),87,90
298,4,11:11.0,,N. Stauskas misses 2-pt layup from 2 ft,87,90
299,4,11:10.0,,Offensive rebound by D. Šarić,87,90
300,4,11:08.0,,Turnover by Team (shot clock),87,90
301,4,10:58.0,A. Afflalo makes 2-pt layup from 2 ft (assist by A. Tolliver),,89,90
302,4,10:57.0,,Philadelphia full timeout,89,90
303,4,10:41.0,,N. Stauskas makes 2-pt layup from 2 ft (assist by G. Henderson),89,92
304,4,10:25.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by T. Lawson),,92,92
305,4,10:11.0,,G. Henderson makes 2-pt layup from 3 ft (assist by N. Noel),92,94
306,4,9:53.0,Turnover by T. Lawson (bad pass; steal by G. Henderson),,92,94
307,4,9:44.0,,S. Rodríguez misses 2-pt jump shot from 16 ft,92,94
308,4,9:42.0,Defensive rebound by T. Lawson,,92,94
309,4,9:33.0,W. Cauley-Stein makes 2-pt jump shot from 9 ft (assist by M. Barnes),,94,94
310,4,9:18.0,,Personal foul by A. Tolliver (drawn by D. Šarić),94,94
311,4,9:18.0,,J. Okafor enters the game for N. Noel,94,94
312,4,9:18.0,,T. McConnell enters the game for S. Rodríguez,94,94
313,4,9:18.0,D. Cousins enters the game for A. Tolliver,,94,94
314,4,9:18.0,G. Temple enters the game for A. Afflalo,,94,94
315,4,9:04.0,,D. Šarić makes 2-pt layup from 1 ft (assist by T. McConnell),94,96
316,4,8:51.0,T. Lawson misses 2-pt jump shot from 14 ft,,94,96
317,4,8:49.0,Offensive rebound by G. Temple,,94,96
318,4,8:39.0,T. Lawson misses 3-pt jump shot from 24 ft,,94,96
319,4,8:37.0,,Defensive rebound by D. Šarić,94,96
320,4,8:27.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by J. Okafor),94,99
321,4,8:19.0,Sacramento full timeout,,94,99
322,4,8:19.0,,R. Covington enters the game for G. Henderson,94,99
323,4,8:08.0,Shooting foul by J. Okafor (drawn by D. Cousins),,94,99
324,4,8:08.0,D. Cousins makes free throw 1 of 2,,95,99
325,4,8:08.0,D. Cousins misses free throw 2 of 2,,95,99
326,4,8:07.0,,Defensive rebound by J. Okafor,95,99
327,4,7:55.0,,J. Okafor misses 2-pt layup from 2 ft (block by D. Cousins),95,99
328,4,7:53.0,Defensive rebound by D. Cousins,,95,99
329,4,7:45.0,M. Barnes misses 3-pt jump shot from 24 ft,,95,99
330,4,7:44.0,,Defensive rebound by T. McConnell,95,99
331,4,7:33.0,,T. McConnell makes 2-pt layup from 1 ft (assist by J. Okafor),95,101
332,4,7:20.0,M. Barnes makes 3-pt jump shot from 26 ft (assist by T. Lawson),,98,101
333,4,7:01.0,,Personal foul by D. Cousins (drawn by J. Okafor),98,101
334,4,6:47.0,,J. Okafor misses 2-pt jump shot from 15 ft,98,101
335,4,6:46.0,,Offensive rebound by Team,98,101
336,4,6:46.0,,Turnover by Team (shot clock),98,101
337,4,6:27.0,Turnover by W. Cauley-Stein (lost ball; steal by R. Covington),,98,101
338,4,6:19.0,,R. Covington misses 3-pt jump shot from 26 ft,98,101
339,4,6:17.0,,Offensive rebound by Team,98,101
340,4,6:17.0,,N. Noel enters the game for J. Okafor,98,101
341,4,6:13.0,,T. McConnell makes 2-pt layup from 2 ft (assist by N. Noel),98,103
342,4,6:13.0,,Shooting foul by T. Lawson (drawn by T. McConnell),98,103
343,4,6:13.0,,T. McConnell makes free throw 1 of 1,98,104
344,4,5:55.0,Sacramento full timeout,,98,104
345,4,5:52.0,Shooting foul by N. Stauskas (drawn by D. Cousins),,98,104
346,4,5:52.0,D. Cousins misses free throw 1 of 2,,98,104
347,4,5:52.0,Offensive rebound by Team,,98,104
348,4,5:52.0,A. Afflalo enters the game for W. Cauley-Stein,,98,104
349,4,5:52.0,D. Cousins makes free throw 2 of 2,,99,104
350,4,5:34.0,,Shooting foul by A. Afflalo (drawn by N. Noel),99,104
351,4,5:34.0,,N. Noel misses free throw 1 of 2,99,104
352,4,5:34.0,,Offensive rebound by Team,99,104
353,4,5:34.0,,N. Noel makes free throw 2 of 2,99,105
354,4,5:22.0,D. Cousins misses 3-pt jump shot from 25 ft,,99,105
355,4,5:21.0,,Defensive rebound by R. Covington,99,105
356,4,5:12.0,,R. Covington misses 3-pt jump shot from 26 ft,99,105
357,4,5:10.0,,Offensive rebound by N. Noel,99,105
358,4,4:57.0,,D. Šarić misses 3-pt jump shot from 27 ft,99,105
359,4,4:56.0,Defensive rebound by Team,,99,105
360,4,4:55.0,,E. İlyasova enters the game for D. Šarić,99,105
361,4,4:37.0,,Offensive charge foul by D. Cousins (drawn by N. Noel),99,105
362,4,4:37.0,Turnover by D. Cousins (offensive foul),,99,105
363,4,4:26.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),99,108
364,4,4:12.0,D. Cousins makes 3-pt jump shot from 27 ft (assist by T. Lawson),,102,108
365,4,3:53.0,,T. McConnell makes 2-pt jump shot from 15 ft,102,110
366,4,3:39.0,Personal foul by N. Noel (drawn by D. Cousins),,102,110
367,4,3:39.0,Inbound foul by N. Stauskas,,102,110
368,4,3:39.0,G. Temple misses free throw 1 of 1,,102,110
369,4,3:39.0,Offensive rebound by Team,,102,110
370,4,3:39.0,,G. Henderson enters the game for N. Stauskas,102,110
371,4,3:25.0,D. Cousins makes 3-pt jump shot from 26 ft,,105,110
372,4,3:13.0,,Turnover by N. Noel (lost ball),105,110
