,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
374,4,3:51.0,Loose ball foul by D. Cousins (drawn by M. Williams),,99,96
375,4,3:51.0,,M. Williams makes free throw 1 of 2,99,97
376,4,3:51.0,,M. Williams makes free throw 2 of 2,99,98
377,4,3:31.0,D. Cousins makes 2-pt layup from 2 ft,,101,98
378,4,3:12.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by S. Hawes),101,101
379,4,2:48.0,D. Cousins misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,101,101
380,4,2:46.0,Offensive rebound by D. Cousins,,101,101
381,4,2:42.0,A. Afflalo makes 2-pt jump shot from 10 ft (assist by D. Cousins),,103,101
382,4,2:19.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),103,104
383,4,1:57.0,D. Cousins misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,103,104
384,4,1:57.0,Offensive rebound by D. Cousins,,103,104
385,4,1:57.0,D. Cousins makes 2-pt layup from 1 ft,,105,104
386,4,1:45.0,,M. Williams misses 3-pt jump shot from 24 ft,105,104
387,4,1:43.0,,Offensive rebound by K. Walker,105,104
388,4,1:38.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by N. Batum),105,106
389,4,1:26.0,Shooting foul by M. Williams (drawn by D. Cousins),,105,106
390,4,1:26.0,,Charlotte full timeout,105,106
391,4,1:26.0,D. Cousins misses free throw 1 of 2,,105,106
392,4,1:26.0,Offensive rebound by Team,,105,106
393,4,1:26.0,D. Cousins makes free throw 2 of 2,,106,106
394,4,1:14.0,,K. Walker misses 3-pt jump shot from 25 ft,106,106
395,4,1:13.0,Defensive rebound by D. Cousins,,106,106
396,4,0:50.0,Turnover by Team (shot clock),,106,106
397,4,0:32.0,,N. Batum misses 2-pt jump shot from 7 ft,106,106
398,4,0:31.0,Defensive rebound by D. Cousins,,106,106
399,4,0:30.0,Sacramento full timeout,,106,106
400,4,0:14.0,D. Cousins makes 2-pt layup from 2 ft (assist by T. Lawson),,108,106
401,4,0:14.0,,Charlotte full timeout,108,106
402,4,0:14.0,G. Temple enters the game for D. Collison,,108,106
403,4,0:14.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,108,106
404,4,0:01.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,108,106
405,4,0:01.0,Defensive rebound by D. Cousins,,108,106
406,4,0:01.0,Personal take foul by K. Walker (drawn by D. Cousins),,108,106
407,4,0:01.0,D. Cousins makes free throw 1 of 2,,109,106
408,4,0:01.0,D. Cousins misses free throw 2 of 2,,109,106
409,4,0:01.0,,Defensive rebound by F. Kaminsky,109,106
410,4,0:00.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,109,106
411,4,0:00.0,,Offensive rebound by Team,109,106
