,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA LAKERS_ACTION,ORLANDO_SCORE,LA LAKERS_SCORE
391,4,7:02.0,S. Ibaka misses 2-pt hook shot from 3 ft,,79,97
392,4,7:00.0,,Defensive rebound by J. Clarkson,79,97
393,4,6:51.0,,L. Williams misses 3-pt jump shot from 26 ft,79,97
394,4,6:50.0,Defensive rebound by N. Vučević,,79,97
395,4,6:39.0,N. Vučević misses 2-pt jump shot from 5 ft,,79,97
396,4,6:36.0,Offensive rebound by S. Ibaka,,79,97
397,4,6:36.0,S. Ibaka makes 2-pt hook shot from 5 ft,,81,97
398,4,6:36.0,,LA Lakers full timeout,81,97
399,4,6:36.0,J. Green enters the game for N. Vučević,,81,97
400,4,6:20.0,,L. Williams misses 3-pt jump shot from 27 ft,81,97
401,4,6:18.0,Defensive rebound by S. Ibaka,,81,97
402,4,6:02.0,E. Fournier misses 2-pt jump shot from 8 ft,,81,97
403,4,5:59.0,,Defensive rebound by T. Mozgov,81,97
404,4,5:59.0,,Turnover by L. Williams (bad pass),81,97
405,4,5:59.0,,D. Russell enters the game for L. Williams,81,97
406,4,5:59.0,,J. Randle enters the game for T. Mozgov,81,97
407,4,5:46.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,83,97
408,4,5:28.0,,L. Deng misses 3-pt jump shot from 25 ft,83,97
409,4,5:27.0,Defensive rebound by D. Augustin,,83,97
410,4,5:20.0,J. Green makes 2-pt layup from 1 ft (assist by D. Augustin),,85,97
411,4,5:20.0,,LA Lakers full timeout,85,97
412,4,5:20.0,J. Meeks enters the game for A. Gordon,,85,97
413,4,5:02.0,,J. Clarkson misses 2-pt jump shot from 4 ft,85,97
414,4,5:00.0,Defensive rebound by D. Augustin,,85,97
415,4,4:57.0,J. Meeks misses 2-pt jump shot from 4 ft (block by B. Ingram),,85,97
416,4,4:55.0,Offensive rebound by S. Ibaka,,85,97
417,4,4:52.0,S. Ibaka misses 2-pt jump shot from 3 ft (block by D. Russell),,85,97
418,4,4:51.0,,Defensive rebound by D. Russell,85,97
419,4,4:50.0,,Shooting foul by E. Fournier (drawn by J. Randle),85,97
420,4,4:50.0,,J. Randle makes free throw 1 of 2,85,98
421,4,4:50.0,,J. Randle makes free throw 2 of 2,85,99
422,4,4:38.0,S. Ibaka misses 3-pt jump shot from 26 ft,,85,99
423,4,4:37.0,,Defensive rebound by D. Russell,85,99
424,4,4:22.0,,B. Ingram makes 2-pt jump shot from 9 ft (assist by D. Russell),85,101
425,4,4:22.0,,Shooting foul by D. Augustin (drawn by B. Ingram),85,101
426,4,4:22.0,N. Vučević enters the game for J. Green,,85,101
427,4,4:22.0,,B. Ingram makes free throw 1 of 1,85,102
428,4,4:10.0,Shooting foul by D. Russell (drawn by E. Fournier),,85,102
429,4,4:10.0,E. Fournier makes free throw 1 of 2,,86,102
430,4,4:10.0,E. Fournier makes free throw 2 of 2,,87,102
431,4,4:02.0,,Personal foul by E. Fournier (drawn by B. Ingram),87,102
432,4,4:02.0,,B. Ingram misses free throw 1 of 2,87,102
433,4,4:02.0,,Offensive rebound by Team,87,102
434,4,4:02.0,,B. Ingram makes free throw 2 of 2,87,103
435,4,3:51.0,Shooting foul by J. Randle (drawn by S. Ibaka),,87,103
436,4,3:51.0,S. Ibaka makes free throw 1 of 2,,88,103
437,4,3:51.0,S. Ibaka makes free throw 2 of 2,,89,103
438,4,3:36.0,,Turnover by D. Russell (lost ball; steal by E. Fournier),89,103
439,4,3:32.0,E. Fournier makes 2-pt layup from 2 ft (assist by J. Meeks),,91,103
440,4,3:14.0,,J. Clarkson misses 3-pt jump shot from 25 ft,91,103
441,4,3:13.0,Defensive rebound by N. Vučević,,91,103
442,4,3:03.0,J. Meeks misses 3-pt jump shot from 25 ft,,91,103
443,4,3:02.0,Offensive rebound by S. Ibaka,,91,103
444,4,3:00.0,S. Ibaka makes 2-pt hook shot from 5 ft,,93,103
445,4,2:40.0,,J. Randle makes 2-pt layup from 2 ft (assist by B. Ingram),93,105
446,4,2:20.0,E. Fournier misses 3-pt jump shot from 25 ft,,93,105
447,4,2:15.0,,Defensive rebound by D. Russell,93,105
448,4,2:03.0,,Turnover by D. Russell (lost ball; steal by E. Fournier),93,105
449,4,1:58.0,E. Fournier misses 2-pt layup at rim (block by J. Randle),,93,105
450,4,1:56.0,Offensive rebound by S. Ibaka,,93,105
451,4,1:53.0,Turnover by S. Ibaka (lost ball; steal by J. Randle),,93,105
452,4,1:32.0,,D. Russell makes 2-pt layup from 1 ft (assist by J. Clarkson),93,107
453,4,1:32.0,Orlando full timeout,,93,107
454,4,1:27.0,Personal foul by D. Russell (drawn by D. Augustin),,93,107
455,4,1:23.0,Turnover by J. Meeks (bad pass; steal by D. Russell),,93,107
456,4,1:19.0,,D. Russell makes 2-pt layup from 1 ft,93,109
457,4,1:14.0,D. Augustin misses 3-pt jump shot from 25 ft,,93,109
458,4,1:09.0,,Defensive rebound by J. Randle,93,109
459,4,0:53.0,,Turnover by B. Ingram (step out of bounds),93,109
460,4,0:53.0,Orlando full timeout,,93,109
461,4,0:53.0,D. Rudež enters the game for S. Ibaka,,93,109
462,4,0:53.0,C. Watson enters the game for E. Fournier,,93,109
463,4,0:53.0,C. Wilcox enters the game for N. Vučević,,93,109
464,4,0:53.0,M. Hezonja enters the game for D. Augustin,,93,109
465,4,0:53.0,A. Gordon enters the game for J. Meeks,,93,109
466,4,0:40.0,A. Gordon misses 3-pt jump shot from 24 ft,,93,109
467,4,0:37.0,,Defensive rebound by J. Clarkson,93,109
468,4,0:17.0,,L. Deng makes 2-pt jump shot from 20 ft (assist by J. Clarkson),93,111
469,4,0:12.0,C. Watson misses 2-pt jump shot from 19 ft,,93,111
470,4,0:10.0,Offensive rebound by M. Hezonja,,93,111
471,4,0:09.0,M. Hezonja misses 2-pt layup from 2 ft,,93,111
472,4,0:08.0,Offensive rebound by M. Hezonja,,93,111
473,4,0:07.0,Shooting foul by J. Randle (drawn by M. Hezonja),,93,111
474,4,0:07.0,M. Hezonja makes free throw 1 of 2,,94,111
475,4,0:07.0,M. Hezonja makes free throw 2 of 2,,95,111
