,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
387,4,4:14.0,Offensive foul by J. Butler (drawn by T. Allen),,95,93
388,4,4:14.0,Turnover by J. Butler (offensive foul),,95,93
389,4,4:14.0,,J. Ennis enters the game for T. Allen,95,93
390,4,3:59.0,,Inbound foul by M. Carter-Williams,95,93
391,4,3:59.0,,M. Conley makes free throw 1 of 1,95,94
392,4,3:47.0,,M. Gasol misses 2-pt jump shot from 9 ft,95,94
393,4,3:44.0,,Offensive rebound by Z. Randolph,95,94
394,4,3:44.0,,Z. Randolph misses 2-pt hook shot from 6 ft,95,94
395,4,3:43.0,Defensive rebound by M. Carter-Williams,,95,94
396,4,3:33.0,Shooting foul by J. Ennis (drawn by J. Butler),,95,94
397,4,3:33.0,J. Butler makes free throw 1 of 2,,96,94
398,4,3:33.0,J. Butler makes free throw 2 of 2,,97,94
399,4,3:24.0,,M. Gasol misses 3-pt jump shot from 25 ft,97,94
400,4,3:23.0,Defensive rebound by M. Carter-Williams,,97,94
401,4,3:16.0,Personal foul by M. Conley (drawn by M. Carter-Williams),,97,94
402,4,3:16.0,,T. Allen enters the game for J. Ennis,97,94
403,4,3:00.0,M. Carter-Williams makes 2-pt jump shot from 11 ft,,99,94
404,4,2:42.0,,M. Gasol makes 2-pt layup from 1 ft (assist by V. Carter),99,96
405,4,2:21.0,D. McDermott misses 2-pt jump shot from 10 ft (block by V. Carter),,99,96
406,4,2:18.0,,Defensive rebound by M. Gasol,99,96
407,4,2:12.0,,Personal foul by T. Gibson (drawn by Z. Randolph),99,96
408,4,2:12.0,,Memphis full timeout,99,96
409,4,2:02.0,,M. Conley misses 3-pt jump shot from 24 ft,99,96
410,4,2:01.0,Defensive rebound by T. Gibson,,99,96
411,4,2:01.0,Personal foul by Z. Randolph (drawn by T. Gibson),,99,96
412,4,2:01.0,T. Gibson misses free throw 1 of 2,,99,96
413,4,2:01.0,Offensive rebound by Team,,99,96
414,4,2:01.0,,T. Daniels enters the game for T. Allen,99,96
415,4,2:01.0,T. Gibson makes free throw 2 of 2,,100,96
416,4,1:54.0,,T. Daniels misses 3-pt jump shot from 25 ft,100,96
417,4,1:52.0,,Offensive rebound by Z. Randolph,100,96
418,4,1:52.0,,Z. Randolph makes 2-pt layup from 2 ft,100,98
419,4,1:40.0,J. Butler misses 3-pt jump shot from 25 ft,,100,98
420,4,1:39.0,,Defensive rebound by M. Conley,100,98
421,4,1:33.0,,Shooting foul by M. Carter-Williams (drawn by M. Conley),100,98
422,4,1:33.0,,M. Conley makes free throw 1 of 2,100,99
423,4,1:33.0,,T. Allen enters the game for T. Daniels,100,99
424,4,1:33.0,,M. Conley makes free throw 2 of 2,100,100
425,4,1:16.0,T. Gibson makes 2-pt dunk at rim (assist by M. Carter-Williams),,102,100
426,4,1:06.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Conley),102,102
427,4,0:54.0,J. Butler makes 2-pt jump shot from 18 ft,,104,102
428,4,0:39.0,,M. Conley makes 2-pt jump shot from 20 ft (assist by M. Gasol),104,104
429,4,0:26.0,J. Butler makes 2-pt jump shot from 15 ft,,106,104
430,4,0:24.0,,Memphis full timeout,106,104
431,4,0:24.0,,T. Daniels enters the game for T. Allen,106,104
432,4,0:09.0,,M. Conley misses 3-pt jump shot from 25 ft,106,104
433,4,0:07.0,Defensive rebound by D. McDermott,,106,104
434,4,0:07.0,Personal take foul by M. Conley (drawn by D. McDermott),,106,104
435,4,0:07.0,D. McDermott makes free throw 1 of 2,,107,104
436,4,0:07.0,D. McDermott makes free throw 2 of 2,,108,104
437,4,0:06.0,,Turnover by M. Gasol (bad pass; steal by J. Butler),108,104
438,4,0:06.0,Chicago full timeout,,108,104
439,4,0:06.0,D. Valentine enters the game for T. Gibson,,108,104
