,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
378,4,6:59.0,,R. Gay enters the game for A. Tolliver,89,86
379,4,6:59.0,B. Jennings makes free throw 2 of 2,,90,86
380,4,6:35.0,,D. Cousins misses 3-pt jump shot from 26 ft,90,86
381,4,6:34.0,Defensive rebound by C. Anthony,,90,86
382,4,6:25.0,B. Jennings misses 3-pt jump shot from 25 ft,,90,86
383,4,6:24.0,,Defensive rebound by R. Gay,90,86
384,4,6:16.0,,O. Casspi makes 2-pt layup from 2 ft (assist by T. Lawson),90,88
385,4,5:54.0,C. Anthony misses 2-pt jump shot from 6 ft,,90,88
386,4,5:53.0,,Defensive rebound by R. Gay,90,88
387,4,5:40.0,,Turnover by T. Lawson (bad pass; steal by L. Thomas),90,88
388,4,5:32.0,J. Noah misses 2-pt jump shot from 3 ft (block by D. Cousins),,90,88
389,4,5:29.0,Offensive rebound by J. Holiday,,90,88
390,4,5:19.0,Personal foul by R. Gay (drawn by C. Anthony),,90,88
391,4,5:19.0,Official timeout,,90,88
392,4,5:19.0,Technical foul by C. Anthony,,90,88
393,4,5:19.0,,D. Collison makes technical free throw,90,89
394,4,5:19.0,C. Anthony makes free throw 1 of 2,,91,89
395,4,5:19.0,K. Porziņģis enters the game for L. Thomas,,90,88
396,4,5:19.0,,D. Collison enters the game for T. Lawson,90,88
397,4,5:19.0,C. Anthony makes free throw 2 of 2,,92,89
398,4,5:01.0,,Personal foul by J. Holiday (drawn by D. Cousins),92,89
399,4,4:53.0,,D. Collison makes 3-pt jump shot from 25 ft,92,92
400,4,4:24.0,C. Anthony misses 2-pt jump shot from 11 ft,,92,92
401,4,4:24.0,,Defensive rebound by O. Casspi,92,92
402,4,4:18.0,,D. Collison makes 2-pt layup from 3 ft (assist by O. Casspi),92,94
403,4,4:00.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by B. Jennings),,95,94
404,4,3:40.0,,D. Cousins misses 2-pt jump shot from 9 ft (block by J. Noah),95,94
405,4,3:40.0,Defensive rebound by Team,,95,94
406,4,3:40.0,C. Lee enters the game for J. Holiday,,95,94
407,4,3:14.0,C. Anthony misses 3-pt jump shot from 30 ft,,95,94
408,4,3:14.0,Offensive rebound by C. Lee,,95,94
409,4,3:12.0,Personal foul by O. Casspi (drawn by K. Porziņģis),,95,94
410,4,3:07.0,Turnover by J. Noah (lost ball; steal by D. Cousins),,95,94
411,4,3:03.0,,D. Cousins makes 2-pt layup from 1 ft,95,96
412,4,2:43.0,B. Jennings makes 2-pt jump shot from 8 ft,,97,96
413,4,2:30.0,,R. Gay misses 3-pt jump shot from 26 ft,97,96
414,4,2:29.0,Defensive rebound by J. Noah,,97,96
415,4,2:23.0,Turnover by J. Noah (offensive foul),,97,96
416,4,2:23.0,Offensive foul by J. Noah (drawn by D. Collison),,97,96
417,4,2:23.0,New York full timeout,,97,96
418,4,2:23.0,,Technical foul by D. Collison,97,96
419,4,2:23.0,Technical foul by C. Lee,,97,96
420,4,2:11.0,,Personal foul by C. Anthony (drawn by D. Collison),97,96
421,4,2:11.0,,D. Collison makes free throw 1 of 2,97,97
422,4,2:11.0,,K. Koufos enters the game for D. Cousins,97,97
423,4,2:11.0,,D. Collison makes free throw 2 of 2,97,98
424,4,2:09.0,Personal take foul by K. Koufos (drawn by J. Noah),,97,98
425,4,2:09.0,J. Noah makes free throw 1 of 2,,98,98
426,4,2:09.0,,D. Cousins enters the game for K. Koufos,98,98
427,4,2:09.0,J. Noah makes free throw 2 of 2,,99,98
428,4,1:51.0,,D. Cousins misses 2-pt jump shot from 18 ft,99,98
429,4,1:50.0,Defensive rebound by K. Porziņģis,,99,98
430,4,1:29.0,C. Anthony misses 3-pt jump shot from 27 ft,,99,98
431,4,1:28.0,Offensive rebound by K. Porziņģis,,99,98
432,4,1:24.0,New York full timeout,,99,98
433,4,1:10.0,C. Anthony misses 3-pt jump shot from 24 ft,,99,98
434,4,1:10.0,,Defensive rebound by D. Cousins,99,98
435,4,0:56.0,,R. Gay misses 2-pt jump shot from 18 ft,99,98
436,4,0:56.0,Defensive rebound by C. Lee,,99,98
437,4,0:37.0,B. Jennings misses 3-pt jump shot from 25 ft,,99,98
438,4,0:36.0,,Defensive rebound by D. Cousins,99,98
439,4,0:22.0,,D. Cousins misses 2-pt layup from 2 ft,99,98
440,4,0:21.0,Defensive rebound by B. Jennings,,99,98
441,4,0:20.0,Personal block foul by D. Collison (drawn by B. Jennings),,99,98
442,4,0:20.0,B. Jennings makes free throw 1 of 2,,100,98
443,4,0:20.0,B. Jennings makes free throw 2 of 2,,101,98
444,4,0:20.0,,Sacramento full timeout,101,98
445,4,0:20.0,L. Thomas enters the game for K. Porziņģis,,101,98
446,4,0:16.0,,D. Cousins makes 2-pt layup from 2 ft,101,100
447,4,0:15.0,Personal foul by O. Casspi (drawn by C. Anthony),,101,100
448,4,0:15.0,C. Anthony makes free throw 1 of 2,,102,100
449,4,0:15.0,C. Anthony makes free throw 2 of 2,,103,100
450,4,0:15.0,,Sacramento full timeout,103,100
451,4,0:08.0,,Sacramento full timeout,103,100
452,4,0:04.0,,R. Gay misses 3-pt jump shot from 25 ft,103,100
453,4,0:04.0,Defensive rebound by Team,,103,100
454,4,0:04.0,New York full timeout,,103,100
455,4,0:04.0,K. Porziņģis enters the game for J. Noah,,103,100
456,4,0:04.0,,W. Cauley-Stein enters the game for O. Casspi,103,100
457,4,0:03.0,Personal foul by R. Gay (drawn by C. Anthony),,103,100
458,4,0:03.0,C. Anthony misses free throw 1 of 2,,103,100
459,4,0:03.0,Offensive rebound by Team,,103,100
460,4,0:03.0,C. Anthony misses free throw 2 of 2,,103,100
461,4,0:02.0,,Defensive rebound by D. Cousins,103,100
462,4,0:00.0,,D. Cousins misses 3-pt jump shot from 52 ft,103,100
463,4,0:00.0,,Offensive rebound by Team,103,100
