,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
147,2,6:06.0,,Personal foul by J. Ennis (drawn by J. Grant),32,39
148,2,6:06.0,,J. Lauvergne enters the game for E. Freedom,32,39
149,2,6:06.0,T. Allen enters the game for J. Ennis,,32,39
150,2,5:49.0,,R. Westbrook misses 3-pt jump shot from 26 ft,32,39
151,2,5:48.0,Defensive rebound by M. Conley,,32,39
152,2,5:44.0,J. Green misses 2-pt layup from 2 ft,,32,39
153,2,5:42.0,,Defensive rebound by J. Grant,32,39
154,2,5:37.0,,Shooting foul by T. Allen (drawn by R. Westbrook),32,39
155,2,5:37.0,,Oklahoma City full timeout,32,39
156,2,5:37.0,,R. Westbrook makes free throw 1 of 2,32,40
157,2,5:37.0,C. Parsons enters the game for V. Carter,,32,39
158,2,5:37.0,,R. Westbrook makes free throw 2 of 2,32,41
159,2,5:22.0,M. Conley misses 2-pt jump shot from 20 ft,,32,41
160,2,5:22.0,,Defensive rebound by S. Adams,32,41
161,2,5:02.0,,J. Lauvergne makes 2-pt jump shot from 11 ft (assist by V. Oladipo),32,43
162,2,4:48.0,M. Conley makes 2-pt jump shot from 8 ft,,34,43
163,2,4:33.0,,Personal foul by T. Allen (drawn by S. Adams),34,43
164,2,4:33.0,,A. Roberson enters the game for J. Grant,34,43
165,2,4:25.0,,Personal foul by T. Allen (drawn by R. Westbrook),34,43
166,2,4:25.0,V. Carter enters the game for T. Allen,,34,43
167,2,4:15.0,,V. Oladipo misses 2-pt layup at rim,34,43
168,2,4:14.0,Defensive rebound by J. Green,,34,43
169,2,4:00.0,Shooting foul by S. Adams (drawn by M. Gasol),,34,43
170,2,4:00.0,M. Gasol misses free throw 1 of 2,,34,43
171,2,4:00.0,Offensive rebound by Team,,34,43
172,2,4:00.0,M. Gasol misses free throw 2 of 2,,34,43
173,2,3:59.0,,Defensive rebound by R. Westbrook,34,43
174,2,3:37.0,,R. Westbrook misses 3-pt jump shot from 31 ft,34,43
175,2,3:36.0,Defensive rebound by Team,,34,43
176,2,3:25.0,M. Conley makes 2-pt layup from 1 ft,,36,43
177,2,3:14.0,,Personal foul by M. Conley (drawn by J. Lauvergne),36,43
178,2,3:14.0,,J. Lauvergne makes free throw 1 of 2,36,44
179,2,3:14.0,,J. Lauvergne makes free throw 2 of 2,36,45
180,2,3:03.0,,E. Freedom enters the game for J. Lauvergne,36,45
181,2,2:54.0,J. Green makes 2-pt layup at rim (assist by M. Conley),,38,45
182,2,2:42.0,,S. Adams misses 2-pt layup from 1 ft,38,45
183,2,2:41.0,Defensive rebound by M. Gasol,,38,45
184,2,2:26.0,M. Gasol misses 2-pt jump shot from 12 ft,,38,45
185,2,2:26.0,,Defensive rebound by R. Westbrook,38,45
186,2,2:20.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by R. Westbrook),38,48
187,2,1:55.0,C. Parsons makes 2-pt jump shot from 12 ft,,40,48
188,2,1:41.0,,R. Westbrook makes 2-pt jump shot from 16 ft,40,50
189,2,1:19.0,J. Green misses 2-pt jump shot from 20 ft,,40,50
190,2,1:19.0,,Defensive rebound by R. Westbrook,40,50
191,2,1:06.0,,A. Roberson misses 3-pt jump shot from 23 ft,40,50
192,2,1:06.0,Defensive rebound by Team,,40,50
193,2,1:05.0,Memphis full timeout,,40,50
194,2,1:05.0,Z. Randolph enters the game for M. Gasol,,40,50
195,2,0:52.0,Z. Randolph misses 2-pt jump shot from 19 ft,,40,50
196,2,0:48.0,Offensive rebound by J. Green,,40,50
197,2,0:48.0,J. Green misses 2-pt layup from 2 ft,,40,50
198,2,0:46.0,Offensive rebound by J. Green,,40,50
199,2,0:46.0,J. Green makes 2-pt layup from 2 ft,,42,50
200,2,0:35.0,,E. Freedom misses 3-pt jump shot from 25 ft,42,50
201,2,0:35.0,,Offensive rebound by Team,42,50
202,2,0:27.0,,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),42,52
203,2,0:05.0,Z. Randolph makes 2-pt jump shot from 11 ft (assist by M. Conley),,44,52
204,2,0:02.0,,Shooting block foul by C. Parsons (drawn by R. Westbrook),44,52
205,2,0:02.0,,R. Westbrook makes free throw 1 of 3,44,53
206,2,0:02.0,,R. Westbrook makes free throw 2 of 3,44,54
207,2,0:02.0,T. Daniels enters the game for J. Green,,44,54
208,2,0:02.0,,J. Grant enters the game for E. Freedom,44,54
209,2,0:02.0,,R. Westbrook makes free throw 3 of 3,44,55
210,2,0:00.0,M. Conley misses 3-pt jump shot from 49 ft,,44,55
211,2,0:00.0,Offensive rebound by Team,,44,55
212,3,11:41.0,,Turnover by R. Westbrook (bad pass),44,55
213,3,11:31.0,M. Gasol misses 2-pt jump shot from 18 ft,,44,55
214,3,11:31.0,,Defensive rebound by R. Westbrook,44,55
215,3,11:18.0,,D. Sabonis misses 2-pt hook shot from 8 ft,44,55
216,3,11:16.0,Defensive rebound by J. Green,,44,55
217,3,10:59.0,M. Conley makes 3-pt jump shot from 23 ft (assist by M. Gasol),,47,55
218,3,10:41.0,,Shooting block foul by C. Parsons (drawn by A. Roberson),47,55
219,3,10:41.0,,A. Roberson misses free throw 1 of 2,47,55
220,3,10:41.0,,Offensive rebound by Team,47,55
221,3,10:41.0,,A. Roberson makes free throw 2 of 2,47,56
222,3,10:28.0,C. Parsons makes 2-pt layup from 2 ft,,49,56
223,3,10:19.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by R. Westbrook),49,58
224,3,10:19.0,,Shooting foul by C. Parsons (drawn by V. Oladipo),49,58
225,3,10:19.0,,V. Oladipo makes free throw 1 of 1,49,59
226,3,10:03.0,C. Parsons makes 2-pt layup from 2 ft,,51,59
227,3,9:53.0,,Personal foul by J. Green (drawn by R. Westbrook),51,59
228,3,9:43.0,,R. Westbrook misses 2-pt jump shot from 16 ft,51,59
229,3,9:42.0,Defensive rebound by J. Green,,51,59
230,3,9:29.0,J. Green misses 2-pt hook shot from 4 ft,,51,59
231,3,9:28.0,Offensive rebound by T. Allen,,51,59
232,3,9:18.0,C. Parsons misses 3-pt jump shot from 25 ft,,51,59
233,3,9:18.0,,Defensive rebound by D. Sabonis,51,59
234,3,9:02.0,,S. Adams misses 2-pt hook shot from 9 ft,51,59
235,3,9:02.0,Defensive rebound by J. Green,,51,59
236,3,9:01.0,J. Ennis enters the game for C. Parsons,,51,59
237,3,8:43.0,M. Gasol makes 2-pt jump shot from 9 ft,,53,59
238,3,8:15.0,,S. Adams misses 2-pt jump shot from 9 ft,53,59
239,3,8:15.0,Defensive rebound by J. Ennis,,53,59
240,3,8:09.0,M. Conley misses 3-pt jump shot from 25 ft,,53,59
241,3,8:07.0,,Defensive rebound by V. Oladipo,53,59
242,3,8:07.0,,Oklahoma City full timeout,53,59
243,3,7:53.0,,R. Westbrook misses 2-pt jump shot from 17 ft,53,59
244,3,7:51.0,,Offensive rebound by A. Roberson,53,59
245,3,7:48.0,,R. Westbrook misses 3-pt jump shot from 25 ft,53,59
246,3,7:46.0,,Offensive rebound by S. Adams,53,59
247,3,7:42.0,,Turnover by A. Roberson (lost ball; steal by J. Green),53,59
248,3,7:29.0,T. Allen misses 2-pt layup from 1 ft (block by S. Adams),,53,59
249,3,7:29.0,Offensive rebound by Team,,53,59
250,3,7:29.0,,E. Freedom enters the game for D. Sabonis,53,59
251,3,7:26.0,M. Conley makes 3-pt jump shot from 25 ft (assist by T. Allen),,56,59
252,3,7:05.0,,Turnover by E. Freedom (bad pass; steal by M. Gasol),56,59
253,3,7:00.0,Personal foul by A. Roberson (drawn by T. Allen),,56,59
254,3,6:43.0,J. Ennis makes 2-pt jump shot from 6 ft,,58,59
255,3,6:25.0,,V. Oladipo misses 3-pt jump shot from 25 ft,58,59
256,3,6:24.0,,Offensive rebound by E. Freedom,58,59
257,3,6:20.0,,Turnover by R. Westbrook (kicked ball),58,59
258,3,6:02.0,J. Green misses 3-pt jump shot from 25 ft,,58,59
259,3,6:02.0,,Defensive rebound by A. Roberson,58,59
260,3,5:56.0,,V. Oladipo misses 2-pt jump shot from 15 ft,58,59
261,3,5:54.0,,Offensive rebound by S. Adams,58,59
262,3,5:53.0,,S. Adams misses 2-pt layup from 1 ft,58,59
263,3,5:53.0,,Offensive rebound by S. Adams,58,59
264,3,5:53.0,,S. Adams makes 2-pt layup from 1 ft,58,61
265,3,5:53.0,,Shooting foul by M. Gasol (drawn by S. Adams),58,61
266,3,5:53.0,,S. Adams misses free throw 1 of 1,58,61
267,3,5:53.0,Z. Randolph enters the game for J. Green,,58,61
268,3,5:52.0,Defensive rebound by M. Gasol,,58,61
269,3,5:39.0,M. Gasol misses 3-pt jump shot from 25 ft,,58,61
270,3,5:38.0,,Defensive rebound by A. Roberson,58,61
271,3,5:32.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by R. Westbrook),58,64
272,3,5:11.0,M. Gasol misses 2-pt jump shot from 3 ft,,58,64
273,3,5:11.0,Offensive rebound by Team,,58,64
274,3,5:11.0,,Loose ball foul by S. Adams (drawn by M. Gasol),58,64
275,3,5:02.0,Z. Randolph misses 2-pt jump shot from 6 ft,,58,64
276,3,5:02.0,,Defensive rebound by R. Westbrook,58,64
277,3,4:57.0,,R. Westbrook misses 2-pt layup from 2 ft,58,64
278,3,4:55.0,Defensive rebound by M. Conley,,58,64
279,3,4:50.0,T. Allen misses 2-pt layup at rim,,58,64
280,3,4:49.0,Offensive rebound by J. Ennis,,58,64
281,3,4:49.0,J. Ennis makes 2-pt layup from 1 ft,,60,64
282,3,4:41.0,,R. Westbrook misses 3-pt jump shot from 25 ft,60,64
283,3,4:40.0,Defensive rebound by Z. Randolph,,60,64
284,3,4:18.0,Shooting foul by E. Freedom (drawn by Z. Randolph),,60,64
285,3,4:18.0,Z. Randolph makes free throw 1 of 2,,61,64
286,3,4:18.0,V. Carter enters the game for T. Allen,,61,64
287,3,4:18.0,Z. Randolph makes free throw 2 of 2,,62,64
288,3,4:05.0,,E. Freedom misses 3-pt jump shot from 26 ft,62,64
289,3,4:04.0,Defensive rebound by Z. Randolph,,62,64
290,3,4:00.0,Turnover by Z. Randolph (bad pass),,62,64
291,3,4:00.0,,Á. Abrines enters the game for V. Oladipo,62,64
292,3,3:43.0,,E. Freedom makes 2-pt hook shot from 5 ft,62,66
293,3,3:13.0,M. Conley misses 2-pt jump shot from 5 ft,,62,66
294,3,3:12.0,,Defensive rebound by S. Adams,62,66
295,3,3:08.0,,Shooting foul by J. Ennis (drawn by R. Westbrook),62,66
296,3,3:08.0,,R. Westbrook makes free throw 1 of 2,62,67
297,3,3:08.0,A. Harrison enters the game for M. Conley,,62,67
298,3,3:08.0,J. Green enters the game for M. Gasol,,62,67
299,3,3:08.0,,R. Westbrook makes free throw 2 of 2,62,68
300,3,2:52.0,J. Ennis misses 2-pt jump shot from 16 ft,,62,68
301,3,2:52.0,Offensive rebound by Z. Randolph,,62,68
302,3,2:43.0,Turnover by Z. Randolph (lost ball; steal by E. Freedom),,62,68
303,3,2:42.0,,Personal take foul by Z. Randolph (drawn by E. Freedom),62,68
304,3,2:42.0,Memphis full timeout,,62,68
305,3,2:42.0,,E. Freedom makes free throw 1 of 2,62,69
306,3,2:42.0,,C. Payne enters the game for R. Westbrook,62,68
307,3,2:42.0,,E. Freedom makes free throw 2 of 2,62,70
308,3,2:26.0,V. Carter misses 2-pt layup from 2 ft,,62,70
309,3,2:25.0,,Defensive rebound by E. Freedom,62,70
310,3,2:02.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by E. Freedom),62,73
311,3,1:37.0,Z. Randolph misses 2-pt jump shot from 6 ft,,62,73
312,3,1:36.0,,Defensive rebound by E. Freedom,62,73
313,3,1:15.0,,E. Freedom misses 2-pt jump shot from 13 ft,62,73
314,3,1:14.0,Defensive rebound by J. Ennis,,62,73
315,3,1:09.0,Shooting foul by Á. Abrines (drawn by J. Ennis),,62,73
316,3,1:09.0,J. Ennis makes free throw 1 of 2,,63,73
317,3,1:09.0,J. Ennis misses free throw 2 of 2,,63,73
318,3,1:09.0,,J. Grant enters the game for A. Roberson,63,73
319,3,1:09.0,,J. Lauvergne enters the game for S. Adams,63,73
320,3,1:08.0,,Defensive rebound by J. Grant,63,73
321,3,0:50.0,,E. Freedom makes 2-pt jump shot from 6 ft,63,75
322,3,0:41.0,A. Harrison makes 2-pt layup from 2 ft,,65,75
323,3,0:31.0,,C. Payne misses 2-pt jump shot from 19 ft,65,75
324,3,0:31.0,Defensive rebound by Z. Randolph,,65,75
325,3,0:10.0,Z. Randolph misses 2-pt jump shot from 4 ft,,65,75
326,3,0:09.0,Offensive rebound by J. Ennis,,65,75
327,3,0:09.0,J. Ennis makes 2-pt layup from 1 ft,,67,75
328,4,11:46.0,Z. Randolph makes 2-pt hook shot from 5 ft (assist by M. Conley),,69,75
329,4,11:26.0,,Turnover by E. Freedom (bad pass; steal by M. Conley),69,75
330,4,11:19.0,J. Green misses 2-pt layup from 1 ft,,69,75
331,4,11:18.0,Offensive rebound by M. Conley,,69,75
332,4,11:13.0,V. Carter misses 3-pt jump shot from 24 ft,,69,75
333,4,11:13.0,Offensive rebound by V. Carter,,69,75
334,4,11:05.0,T. Daniels misses 3-pt jump shot from 25 ft,,69,75
335,4,11:05.0,,Defensive rebound by J. Lauvergne,69,75
336,4,10:40.0,,E. Freedom misses 2-pt jump shot from 12 ft,69,75
337,4,10:40.0,Defensive rebound by V. Carter,,69,75
338,4,10:33.0,Shooting foul by C. Payne (drawn by M. Conley),,69,75
339,4,10:33.0,M. Conley makes free throw 1 of 2,,70,75
340,4,10:33.0,M. Conley makes free throw 2 of 2,,71,75
341,4,10:12.0,,J. Grant misses 2-pt layup from 2 ft (block by V. Carter),71,75
342,4,10:11.0,Defensive rebound by Team,,71,75
343,4,9:55.0,Turnover by Z. Randolph (lost ball; steal by E. Freedom),,71,75
344,4,9:50.0,,C. Payne misses 3-pt jump shot from 25 ft,71,75
345,4,9:49.0,,Offensive rebound by E. Freedom,71,75
346,4,9:34.0,,E. Freedom misses 2-pt jump shot from 17 ft,71,75
347,4,9:34.0,Defensive rebound by J. Green,,71,75
348,4,9:25.0,Offensive foul by J. Green (drawn by C. Payne),,71,75
349,4,9:25.0,Turnover by J. Green (offensive foul),,71,75
350,4,9:11.0,,Á. Abrines misses 3-pt jump shot from 23 ft,71,75
351,4,9:11.0,Defensive rebound by Team,,71,75
352,4,9:11.0,,Loose ball foul by J. Lauvergne (drawn by J. Green),71,75
353,4,9:11.0,,R. Westbrook enters the game for C. Payne,71,75
354,4,8:52.0,J. Green misses 3-pt jump shot from 23 ft,,71,75
355,4,8:52.0,,Defensive rebound by E. Freedom,71,75
356,4,8:47.0,,Shooting foul by V. Carter (drawn by R. Westbrook),71,75
357,4,8:47.0,Official timeout,,71,75
358,4,8:47.0,,R. Westbrook misses free throw 1 of 2,71,75
359,4,8:47.0,,Offensive rebound by Team,71,75
360,4,8:47.0,,R. Westbrook makes free throw 2 of 2,71,76
361,4,8:35.0,Turnover by T. Daniels (bad pass; steal by R. Westbrook),,71,76
362,4,8:32.0,,R. Westbrook makes 2-pt dunk at rim,71,78
363,4,8:29.0,Memphis full timeout,,71,78
364,4,8:29.0,,V. Oladipo enters the game for Á. Abrines,71,78
365,4,8:29.0,M. Gasol enters the game for Z. Randolph,,71,78
366,4,8:29.0,,S. Adams enters the game for E. Freedom,71,78
367,4,8:18.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Conley),,74,78
368,4,8:01.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by J. Lauvergne),74,81
369,4,7:40.0,Shooting foul by R. Westbrook (drawn by M. Conley),,74,81
370,4,7:40.0,M. Conley misses free throw 1 of 3,,74,81
371,4,7:40.0,Offensive rebound by Team,,74,81
372,4,7:40.0,M. Conley makes free throw 2 of 3,,75,81
373,4,7:40.0,M. Conley misses free throw 3 of 3,,75,81
374,4,7:40.0,,Defensive rebound by R. Westbrook,75,81
375,4,7:40.0,T. Allen enters the game for V. Carter,,75,81
376,4,7:28.0,,V. Oladipo misses 3-pt jump shot from 25 ft,75,81
377,4,7:27.0,Defensive rebound by M. Gasol,,75,81
378,4,7:09.0,M. Conley misses 2-pt layup from 2 ft,,75,81
379,4,7:07.0,,Defensive rebound by J. Lauvergne,75,81
380,4,6:58.0,,V. Oladipo misses 3-pt jump shot from 23 ft,75,81
381,4,6:57.0,,Offensive rebound by J. Lauvergne,75,81
382,4,6:42.0,,R. Westbrook misses 2-pt jump shot from 17 ft,75,81
383,4,6:41.0,Defensive rebound by M. Gasol,,75,81
384,4,6:29.0,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),,78,81
385,4,6:13.0,,S. Adams makes 2-pt layup from 2 ft (assist by V. Oladipo),78,83
386,4,5:59.0,Turnover by M. Conley (bad pass; steal by S. Adams),,78,83
387,4,5:54.0,,Shooting foul by T. Daniels (drawn by J. Lauvergne),78,83
388,4,5:54.0,,J. Lauvergne makes free throw 1 of 2,78,84
