,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PORTLAND_ACTION,CLEVELAND_SCORE,PORTLAND_SCORE
125,2,9:35.0,,M. Harkless misses 2-pt jump shot from 7 ft,24,29
126,2,9:33.0,,Offensive rebound by M. Harkless,24,29
127,2,9:31.0,,A. Crabbe misses 3-pt jump shot from 24 ft,24,29
128,2,9:30.0,,Offensive rebound by M. Harkless,24,29
129,2,9:26.0,,M. Harkless misses 2-pt jump shot from 5 ft (block by C. Frye),24,29
130,2,9:25.0,Defensive rebound by R. Jefferson,,24,29
131,2,9:18.0,K. Korver misses 3-pt jump shot from 25 ft,,24,29
132,2,9:16.0,,Defensive rebound by A. Crabbe,24,29
133,2,9:04.0,,C. McCollum makes 2-pt jump shot from 6 ft,24,31
134,2,8:52.0,Offensive foul by C. Frye (drawn by M. Harkless),,24,31
135,2,8:52.0,Turnover by C. Frye (offensive foul),,24,31
136,2,8:52.0,Official timeout,,24,31
137,2,8:41.0,,A. Crabbe makes 2-pt jump shot from 23 ft (assist by E. Davis),24,33
138,2,8:41.0,,Shooting foul by K. Korver (drawn by A. Crabbe),24,33
139,2,8:41.0,K. Irving enters the game for K. Felder,,24,33
140,2,8:41.0,L. James enters the game for R. Jefferson,,24,33
141,2,8:41.0,,A. Crabbe makes free throw 1 of 1,24,34
142,2,8:22.0,Shooting foul by M. Harkless (drawn by I. Shumpert),,24,34
143,2,8:22.0,I. Shumpert misses free throw 1 of 2,,24,34
144,2,8:22.0,Offensive rebound by Team,,24,34
145,2,8:22.0,I. Shumpert misses free throw 2 of 2,,24,34
146,2,8:22.0,K. Love enters the game for C. Frye,,24,34
147,2,8:21.0,,Defensive rebound by E. Davis,24,34
148,2,8:03.0,,E. Davis misses 2-pt jump shot from 6 ft,24,34
149,2,8:02.0,Defensive rebound by K. Love,,24,34
150,2,7:48.0,K. Love misses 2-pt jump shot from 6 ft,,24,34
151,2,7:46.0,,Defensive rebound by M. Harkless,24,34
152,2,7:37.0,,M. Harkless misses 3-pt jump shot from 24 ft,24,34
153,2,7:35.0,Defensive rebound by K. Love,,24,34
154,2,7:29.0,K. Irving misses 2-pt layup from 2 ft,,24,34
155,2,7:28.0,,Defensive rebound by E. Davis,24,34
156,2,7:21.0,,C. McCollum misses 3-pt jump shot from 23 ft,24,34
157,2,7:21.0,Defensive rebound by K. Love,,24,34
158,2,7:06.0,K. Love misses 2-pt layup from 2 ft (block by C. McCollum),,24,34
159,2,7:05.0,,Defensive rebound by E. Turner,24,34
160,2,7:01.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Turner),24,37
161,2,6:40.0,Shooting foul by E. Davis (drawn by K. Love),,24,37
162,2,6:40.0,K. Love makes free throw 1 of 2,,25,37
163,2,6:40.0,,D. Lillard enters the game for C. McCollum,24,37
164,2,6:40.0,,A. Aminu enters the game for E. Davis,24,37
165,2,6:40.0,D. Liggins enters the game for K. Korver,,24,37
166,2,6:40.0,K. Love makes free throw 2 of 2,,26,37
167,2,6:21.0,,D. Lillard misses 3-pt jump shot from 28 ft,26,37
168,2,6:21.0,Defensive rebound by K. Love,,26,37
169,2,6:16.0,,Offensive charge foul by L. James (drawn by M. Harkless),26,37
170,2,6:16.0,Turnover by L. James (offensive foul),,26,37
171,2,6:04.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by E. Turner),26,40
172,2,5:45.0,K. Irving misses 2-pt layup from 2 ft (block by A. Aminu),,26,40
173,2,5:44.0,,Defensive rebound by A. Aminu,26,40
174,2,5:39.0,,M. Harkless makes 2-pt dunk at rim (assist by E. Turner),26,42
175,2,5:39.0,Cleveland full timeout,,26,42
176,2,5:29.0,Personal foul by M. Harkless (drawn by L. James),,26,42
177,2,5:29.0,L. James makes free throw 1 of 2,,27,42
178,2,5:29.0,T. Thompson enters the game for I. Shumpert,,27,42
179,2,5:29.0,,M. Plumlee enters the game for E. Turner,27,42
180,2,5:29.0,L. James makes free throw 2 of 2,,28,42
181,2,5:21.0,,Personal foul by D. Liggins (drawn by D. Lillard),28,42
182,2,5:15.0,,D. Lillard misses 2-pt jump shot from 9 ft,28,42
183,2,5:15.0,Defensive rebound by L. James,,28,42
184,2,5:09.0,L. James makes 2-pt layup from 1 ft,,30,42
185,2,4:44.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by M. Harkless),30,45
186,2,4:27.0,Shooting foul by M. Harkless (drawn by K. Love),,30,45
187,2,4:27.0,K. Love makes free throw 1 of 2,,31,45
188,2,4:27.0,,E. Turner enters the game for M. Harkless,31,45
189,2,4:27.0,K. Love makes free throw 2 of 2,,32,45
190,2,4:09.0,,Turnover by D. Lillard (lost ball; steal by D. Liggins),32,45
191,2,4:00.0,K. Love misses 3-pt jump shot from 24 ft,,32,45
192,2,3:59.0,,Defensive rebound by A. Crabbe,32,45
193,2,3:52.0,,Shooting foul by D. Liggins (drawn by M. Plumlee),32,45
194,2,3:52.0,,M. Plumlee misses free throw 1 of 2,32,45
195,2,3:52.0,,Offensive rebound by Team,32,45
196,2,3:52.0,,M. Plumlee misses free throw 2 of 2,32,45
197,2,3:51.0,Defensive rebound by T. Thompson,,32,45
198,2,3:36.0,Shooting foul by E. Turner (drawn by L. James),,32,45
199,2,3:36.0,L. James makes free throw 1 of 3,,33,45
200,2,3:36.0,L. James makes free throw 2 of 3,,34,45
201,2,3:36.0,L. James misses free throw 3 of 3,,34,45
202,2,3:36.0,,C. McCollum enters the game for A. Crabbe,34,45
203,2,3:35.0,,Defensive rebound by A. Aminu,34,45
204,2,3:23.0,,D. Lillard misses 2-pt jump shot from 10 ft,34,45
205,2,3:23.0,Defensive rebound by T. Thompson,,34,45
206,2,3:12.0,K. Irving misses 2-pt layup from 1 ft,,34,45
207,2,3:11.0,Offensive rebound by T. Thompson,,34,45
208,2,3:11.0,T. Thompson makes 2-pt layup from 1 ft,,36,45
209,2,3:11.0,,Portland full timeout,36,45
210,2,2:55.0,,D. Lillard misses 2-pt layup from 2 ft,36,45
211,2,2:55.0,Defensive rebound by L. James,,36,45
212,2,2:48.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,39,45
213,2,2:23.0,,M. Plumlee makes 2-pt jump shot from 12 ft,39,47
214,2,2:12.0,Turnover by L. James (bad pass; steal by E. Turner),,39,47
215,2,2:07.0,,Turnover by E. Turner (lost ball; steal by K. Irving),39,47
216,2,2:06.0,Cleveland full timeout,,39,47
217,2,1:47.0,D. Liggins misses 3-pt jump shot from 24 ft,,39,47
218,2,1:46.0,Offensive rebound by T. Thompson,,39,47
219,2,1:44.0,K. Love makes 2-pt layup at rim (assist by T. Thompson),,41,47
220,2,1:19.0,,A. Aminu misses 2-pt jump shot from 17 ft,41,47
221,2,1:18.0,Defensive rebound by L. James,,41,47
222,2,1:09.0,L. James misses 2-pt layup from 1 ft (block by E. Turner),,41,47
223,2,1:08.0,Offensive rebound by L. James,,41,47
224,2,1:01.0,L. James misses 3-pt jump shot from 23 ft,,41,47
225,2,1:00.0,,Defensive rebound by E. Turner,41,47
226,2,0:57.0,,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),41,49
227,2,0:44.0,K. Irving misses 2-pt layup from 2 ft (block by C. McCollum),,41,49
228,2,0:44.0,Offensive rebound by Team,,41,49
229,2,0:44.0,I. Shumpert enters the game for D. Liggins,,41,49
230,2,0:30.0,K. Love misses 3-pt jump shot from 25 ft,,41,49
231,2,0:29.0,,Defensive rebound by E. Turner,41,49
232,2,0:24.0,,Personal foul by I. Shumpert (drawn by D. Lillard),41,49
233,2,0:09.0,,C. McCollum misses 2-pt jump shot from 21 ft,41,49
234,2,0:09.0,Defensive rebound by T. Thompson,,41,49
235,2,0:01.0,Turnover by L. James (lost ball; steal by E. Turner),,41,49
236,2,0:00.0,,A. Aminu misses 3-pt jump shot from 62 ft,41,49
237,2,0:00.0,,Offensive rebound by Team,41,49
238,3,11:43.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by A. Aminu),41,52
239,3,11:25.0,K. Irving misses 3-pt jump shot from 24 ft,,41,52
240,3,11:24.0,,Defensive rebound by A. Aminu,41,52
241,3,11:20.0,,M. Harkless makes 2-pt dunk at rim (assist by A. Aminu),41,54
242,3,11:04.0,D. Liggins makes 2-pt jump shot from 3 ft,,43,54
243,3,10:43.0,,A. Aminu misses 3-pt jump shot from 23 ft,43,54
244,3,10:42.0,Defensive rebound by K. Love,,43,54
245,3,10:39.0,Turnover by K. Love (bad pass),,43,54
246,3,10:20.0,,M. Plumlee misses 2-pt jump shot from 8 ft,43,54
247,3,10:19.0,Defensive rebound by D. Liggins,,43,54
248,3,10:06.0,D. Liggins misses 3-pt jump shot from 23 ft,,43,54
249,3,10:04.0,,Defensive rebound by M. Plumlee,43,54
250,3,9:41.0,,Turnover by Team (shot clock),43,54
251,3,9:29.0,Turnover by K. Irving (step out of bounds),,43,54
252,3,9:12.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Plumlee),43,57
253,3,8:53.0,K. Love misses 3-pt jump shot from 25 ft,,43,57
254,3,8:52.0,,Defensive rebound by M. Plumlee,43,57
255,3,8:40.0,Violation by K. Love (kicked ball),,43,57
256,3,8:27.0,,D. Lillard misses 2-pt layup from 2 ft,43,57
257,3,8:26.0,Defensive rebound by L. James,,43,57
258,3,8:04.0,K. Irving makes 3-pt jump shot from 28 ft (assist by T. Thompson),,46,57
259,3,7:43.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by M. Harkless),46,59
260,3,7:23.0,D. Liggins misses 3-pt jump shot from 22 ft,,46,59
261,3,7:21.0,,Defensive rebound by D. Lillard,46,59
262,3,7:12.0,,D. Lillard misses 2-pt jump shot from 16 ft,46,59
263,3,7:10.0,Defensive rebound by L. James,,46,59
264,3,6:58.0,T. Thompson makes 2-pt layup from 3 ft (assist by L. James),,48,59
265,3,6:38.0,,C. McCollum makes 2-pt jump shot from 16 ft,48,61
266,3,6:28.0,,Offensive charge foul by T. Thompson (drawn by D. Lillard),48,61
267,3,6:28.0,Turnover by T. Thompson (offensive foul),,48,61
268,3,6:28.0,I. Shumpert enters the game for D. Liggins,,48,61
269,3,6:09.0,,A. Aminu misses 3-pt jump shot from 23 ft,48,61
270,3,6:08.0,,Offensive rebound by M. Plumlee,48,61
271,3,5:59.0,,D. Lillard makes 2-pt jump shot from 8 ft,48,63
272,3,5:59.0,Cleveland full timeout,,48,63
273,3,5:49.0,L. James misses 2-pt jump shot from 4 ft,,48,63
274,3,5:48.0,Offensive rebound by T. Thompson,,48,63
275,3,5:48.0,T. Thompson misses 2-pt layup from 1 ft,,48,63
276,3,5:47.0,,Defensive rebound by D. Lillard,48,63
277,3,5:43.0,,D. Lillard makes 2-pt jump shot from 4 ft,48,65
278,3,5:43.0,,Shooting foul by I. Shumpert (drawn by D. Lillard),48,65
279,3,5:43.0,,D. Lillard makes free throw 1 of 1,48,66
280,3,5:32.0,K. Irving misses 2-pt layup from 1 ft,,48,66
281,3,5:32.0,Offensive rebound by T. Thompson,,48,66
282,3,5:32.0,Shooting foul by M. Harkless (drawn by T. Thompson),,48,66
283,3,5:32.0,T. Thompson misses free throw 1 of 2,,48,66
284,3,5:32.0,Offensive rebound by Team,,48,66
285,3,5:32.0,,E. Turner enters the game for M. Harkless,48,66
286,3,5:32.0,T. Thompson makes free throw 2 of 2,,49,66
287,3,5:22.0,,Personal foul by K. Irving (drawn by C. McCollum),49,66
288,3,5:20.0,,C. McCollum misses 3-pt jump shot from 23 ft,49,66
289,3,5:18.0,,Offensive rebound by A. Aminu,49,66
290,3,5:09.0,,A. Aminu misses 3-pt jump shot from 22 ft,49,66
291,3,5:08.0,Defensive rebound by L. James,,49,66
292,3,4:53.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Love),,51,66
293,3,4:37.0,,A. Aminu makes 2-pt jump shot from 2 ft (assist by E. Turner),51,68
294,3,4:37.0,,Shooting foul by K. Irving (drawn by A. Aminu),51,68
295,3,4:37.0,,A. Crabbe enters the game for C. McCollum,51,68
296,3,4:37.0,,A. Aminu makes free throw 1 of 1,51,69
297,3,4:27.0,L. James misses 3-pt jump shot from 26 ft,,51,69
298,3,4:26.0,,Defensive rebound by M. Plumlee,51,69
299,3,4:16.0,,D. Lillard misses 3-pt jump shot from 26 ft,51,69
300,3,4:15.0,Defensive rebound by L. James,,51,69
301,3,4:09.0,L. James makes 2-pt layup from 1 ft,,53,69
302,3,3:48.0,,E. Turner misses 3-pt jump shot from 24 ft,53,69
303,3,3:48.0,Defensive rebound by K. Love,,53,69
304,3,3:44.0,Personal foul by E. Turner (drawn by L. James),,53,69
305,3,3:30.0,L. James makes 3-pt jump shot from 26 ft,,56,69
306,3,3:30.0,,Portland full timeout,56,69
307,3,3:14.0,,A. Crabbe makes 2-pt layup from 2 ft (assist by M. Plumlee),56,71
308,3,2:56.0,Turnover by L. James (bad pass),,56,71
309,3,2:56.0,K. Korver enters the game for K. Irving,,56,71
310,3,2:40.0,R. Jefferson enters the game for K. Love,,56,71
311,3,2:37.0,,A. Aminu misses 3-pt jump shot from 25 ft,56,71
312,3,2:36.0,Defensive rebound by K. Korver,,56,71
313,3,2:28.0,I. Shumpert makes 2-pt jump shot from 21 ft,,58,71
314,3,2:10.0,,E. Turner misses 2-pt layup at rim,58,71
315,3,2:10.0,,Offensive rebound by A. Aminu,58,71
316,3,2:10.0,,A. Aminu misses 2-pt layup from 1 ft,58,71
317,3,2:09.0,,Offensive rebound by A. Aminu,58,71
318,3,2:09.0,,A. Aminu misses 2-pt layup from 2 ft,58,71
319,3,2:08.0,,Offensive rebound by A. Aminu,58,71
320,3,2:08.0,,A. Aminu misses 2-pt layup from 1 ft,58,71
321,3,2:08.0,,Offensive rebound by A. Aminu,58,71
322,3,2:08.0,,A. Aminu misses 2-pt layup from 1 ft,58,71
323,3,2:08.0,Defensive rebound by Team,,58,71
324,3,2:08.0,,M. Harkless enters the game for A. Aminu,58,71
325,3,1:58.0,C. Frye enters the game for T. Thompson,,58,71
326,3,1:58.0,,C. McCollum enters the game for D. Lillard,58,71
327,3,1:58.0,,E. Davis enters the game for M. Plumlee,58,71
328,3,1:45.0,L. James makes 3-pt jump shot from 27 ft,,61,71
329,3,1:21.0,,E. Turner misses 3-pt jump shot from 24 ft,61,71
330,3,1:20.0,Defensive rebound by C. Frye,,61,71
331,3,1:09.0,I. Shumpert misses 2-pt jump shot from 14 ft,,61,71
332,3,1:08.0,,Defensive rebound by E. Davis,61,71
333,3,1:00.0,,Turnover by C. McCollum (bad pass; steal by L. James),61,71
334,3,0:56.0,Turnover by L. James (bad pass; steal by C. McCollum),,61,71
335,3,0:33.0,,A. Crabbe makes 2-pt jump shot from 15 ft (assist by M. Harkless),61,73
336,3,0:11.0,L. James misses 3-pt jump shot from 29 ft,,61,73
337,3,0:09.0,,Defensive rebound by C. McCollum,61,73
338,4,11:48.0,K. Irving makes 2-pt jump shot from 16 ft,,63,73
339,4,11:28.0,,E. Davis makes 2-pt jump shot from 2 ft (assist by E. Turner),63,75
340,4,11:11.0,R. Jefferson makes 2-pt layup from 1 ft (assist by I. Shumpert),,65,75
341,4,11:11.0,Shooting foul by E. Davis (drawn by R. Jefferson),,65,75
342,4,11:11.0,R. Jefferson makes free throw 1 of 1,,66,75
343,4,10:56.0,,M. Harkless makes 2-pt dunk at rim (assist by E. Davis),66,77
344,4,10:37.0,I. Shumpert misses 3-pt jump shot from 23 ft,,66,77
345,4,10:35.0,,Defensive rebound by E. Turner,66,77
346,4,10:25.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by E. Turner),66,80
347,4,10:12.0,K. Irving misses 2-pt layup from 1 ft (block by C. McCollum),,66,80
348,4,10:11.0,Offensive rebound by C. Frye,,66,80
349,4,10:10.0,Shooting foul by E. Davis (drawn by C. Frye),,66,80
350,4,10:10.0,C. Frye misses free throw 1 of 2,,66,80
351,4,10:10.0,Offensive rebound by Team,,66,80
352,4,10:10.0,C. Frye makes free throw 2 of 2,,67,80
353,4,9:53.0,,Turnover by E. Turner (lost ball),67,80
354,4,9:46.0,Shooting foul by C. McCollum (drawn by K. Irving),,67,80
355,4,9:46.0,K. Irving makes free throw 1 of 2,,68,80
356,4,9:46.0,K. Irving makes free throw 2 of 2,,69,80
357,4,9:27.0,,C. McCollum makes 2-pt jump shot from 4 ft (assist by E. Turner),69,82
358,4,9:17.0,K. Irving misses 2-pt jump shot from 4 ft,,69,82
359,4,9:17.0,Offensive rebound by K. Irving,,69,82
360,4,9:17.0,K. Irving misses 2-pt layup from 4 ft,,69,82
361,4,9:17.0,Offensive rebound by Team,,69,82
362,4,9:15.0,Turnover by K. Korver (lost ball; steal by A. Crabbe),,69,82
363,4,9:05.0,,E. Turner misses 2-pt jump shot from 16 ft,69,82
364,4,9:04.0,,Offensive rebound by E. Turner,69,82
365,4,8:54.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by E. Turner),69,85
366,4,8:54.0,Cleveland full timeout,,69,85
367,4,8:44.0,C. Frye misses 2-pt hook shot from 6 ft,,69,85
368,4,8:43.0,Offensive rebound by C. Frye,,69,85
369,4,8:41.0,C. Frye misses 2-pt layup from 2 ft,,69,85
370,4,8:41.0,,Defensive rebound by E. Davis,69,85
371,4,8:30.0,,Personal foul by R. Jefferson (drawn by E. Davis),69,85
372,4,8:24.0,,Personal foul by R. Jefferson (drawn by A. Crabbe),69,85
373,4,8:15.0,,Turnover by E. Turner (bad pass; steal by K. Irving),69,85
374,4,8:10.0,K. Irving misses 2-pt layup from 1 ft,,69,85
375,4,8:09.0,Offensive rebound by C. Frye,,69,85
376,4,8:09.0,C. Frye misses 2-pt layup from 1 ft,,69,85
377,4,8:07.0,Offensive rebound by K. Irving,,69,85
378,4,8:05.0,K. Korver misses 3-pt jump shot from 25 ft,,69,85
379,4,8:04.0,,Defensive rebound by E. Turner,69,85
380,4,7:52.0,,Shooting foul by C. Frye (drawn by M. Harkless),69,85
381,4,7:52.0,,M. Harkless makes free throw 1 of 2,69,86
382,4,7:52.0,,D. Lillard enters the game for C. McCollum,69,86
383,4,7:52.0,,M. Harkless makes free throw 2 of 2,69,87
384,4,7:40.0,R. Jefferson misses 3-pt jump shot from 24 ft,,69,87
385,4,7:39.0,,Defensive rebound by Team,69,87
386,4,7:39.0,K. Felder enters the game for K. Irving,,69,87
387,4,7:17.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by E. Turner),69,90
388,4,6:59.0,I. Shumpert makes 2-pt layup from 1 ft (assist by K. Felder),,71,90
389,4,6:46.0,,Personal foul by R. Jefferson (drawn by A. Crabbe),71,90
390,4,6:46.0,J. McRae enters the game for C. Frye,,71,90
391,4,6:46.0,J. Jones enters the game for R. Jefferson,,71,90
392,4,6:46.0,,A. Aminu enters the game for E. Davis,71,90
