,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
397,4,1:05.0,Defensive rebound by T. Gibson,,84,77
398,4,0:43.0,J. Grant misses 3-pt jump shot from 25 ft,,84,77
399,4,0:42.0,,Defensive rebound by R. Hood,84,77
400,4,0:31.0,,R. Hood misses 2-pt jump shot from 23 ft (block by T. Gibson),84,77
401,4,0:30.0,Defensive rebound by T. Gibson,,84,77
402,4,0:28.0,Personal foul by T. Lyles (drawn by J. Butler),,84,77
403,4,0:28.0,J. Butler misses free throw 1 of 2,,84,77
404,4,0:28.0,Offensive rebound by Team,,84,77
405,4,0:28.0,J. Butler makes free throw 2 of 2,,85,77
406,4,0:28.0,,Utah full timeout,85,77
407,4,0:28.0,,J. Johnson enters the game for D. Exum,85,77
408,4,0:24.0,,T. Lyles misses 3-pt jump shot from 25 ft,85,77
409,4,0:22.0,Defensive rebound by J. Butler,,85,77
