,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
378,4,2:38.0,Shooting foul by L. Nogueira (drawn by M. Harris),,73,94
379,4,2:38.0,M. Harris makes free throw 1 of 2,,74,94
380,4,2:38.0,M. Harris misses free throw 2 of 2,,74,94
381,4,2:37.0,,Defensive rebound by N. Powell,74,94
382,4,2:29.0,,Shooting foul by D. Powell (drawn by N. Powell),74,94
383,4,2:29.0,,N. Powell makes free throw 1 of 2,74,95
384,4,2:29.0,,N. Powell makes free throw 2 of 2,74,96
385,4,2:16.0,D. Powell makes 2-pt hook shot from 6 ft (assist by Y. Ferrell),,76,96
386,4,1:51.0,,F. VanVleet misses 2-pt layup from 4 ft,76,96
387,4,1:49.0,Defensive rebound by D. Powell,,76,96
388,4,1:41.0,M. Harris misses 2-pt jump shot from 19 ft,,76,96
389,4,1:41.0,,Defensive rebound by N. Powell,76,96
390,4,1:32.0,,P. Siakam misses 2-pt jump shot from 12 ft,76,96
391,4,1:32.0,Defensive rebound by M. Harris,,76,96
392,4,1:21.0,N. Brussino misses 3-pt jump shot from 26 ft,,76,96
393,4,1:20.0,Offensive rebound by J. Uthoff,,76,96
394,4,1:10.0,N. Brussino makes 2-pt layup from 4 ft,,78,96
395,4,1:01.0,,D. Wright makes 2-pt jump shot from 8 ft,78,98
396,4,0:48.0,J. Uthoff misses 2-pt jump shot from 14 ft,,78,98
397,4,0:47.0,,Defensive rebound by L. Nogueira,78,98
398,4,0:43.0,,F. VanVleet misses 2-pt layup from 4 ft (block by J. Uthoff),78,98
399,4,0:42.0,,Offensive rebound by P. Siakam,78,98
400,4,0:39.0,,Turnover by P. Siakam (bad pass; steal by Y. Ferrell),78,98
401,4,0:34.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,78,98
402,4,0:33.0,,Defensive rebound by N. Powell,78,98
403,4,0:21.0,,Shooting foul by N. Brussino (drawn by N. Powell),78,98
404,4,0:21.0,,N. Powell makes free throw 1 of 2,78,99
405,4,0:21.0,,N. Powell makes free throw 2 of 2,78,100
406,4,0:04.0,D. Powell misses 2-pt jump shot from 15 ft,,78,100
407,4,0:04.0,,Defensive rebound by F. VanVleet,78,100
