,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
382,4,5:50.0,,M. Beasley misses 2-pt layup at rim (block by R. Gobert),101,84
383,4,5:48.0,Defensive rebound by G. Hayward,,101,84
384,4,5:48.0,Personal foul by M. Beasley (drawn by R. Gobert),,101,84
385,4,5:48.0,,Milwaukee full timeout,101,84
386,4,5:48.0,,J. Henson enters the game for G. Monroe,101,84
387,4,5:48.0,R. Hood enters the game for G. Hill,,101,84
388,4,5:48.0,G. Hill enters the game for R. Hood,,101,84
389,4,5:40.0,D. Exum misses 3-pt jump shot from 24 ft,,101,84
390,4,5:40.0,Offensive rebound by Team,,101,84
391,4,5:40.0,,Loose ball foul by J. Henson (drawn by R. Gobert),101,84
392,4,5:32.0,J. Johnson misses 3-pt jump shot from 28 ft,,101,84
393,4,5:31.0,Offensive rebound by R. Gobert,,101,84
394,4,5:27.0,Turnover by R. Gobert (traveling),,101,84
395,4,5:12.0,,J. Henson makes 2-pt layup from 1 ft (assist by M. Brogdon),101,86
396,4,4:50.0,G. Hill misses 3-pt jump shot from 26 ft,,101,86
397,4,4:49.0,,Defensive rebound by M. Beasley,101,86
398,4,4:38.0,,Turnover by M. Beasley (lost ball; steal by G. Hill),101,86
399,4,4:26.0,Personal foul by J. Henson (drawn by R. Gobert),,101,86
400,4,4:26.0,J. Ingles enters the game for D. Exum,,101,86
401,4,4:21.0,G. Hayward misses 3-pt jump shot from 26 ft,,101,86
402,4,4:20.0,,Defensive rebound by J. Henson,101,86
403,4,4:10.0,,Shooting foul by G. Hayward (drawn by M. Brogdon),101,86
404,4,4:10.0,,M. Brogdon makes free throw 1 of 2,101,87
405,4,4:10.0,,M. Brogdon makes free throw 2 of 2,101,88
406,4,3:53.0,G. Hayward makes 2-pt jump shot from 7 ft,,103,88
407,4,3:32.0,,G. Antetokounmpo makes 2-pt jump shot from 13 ft,103,90
408,4,3:17.0,Shooting foul by M. Brogdon (drawn by G. Hill),,103,90
409,4,3:17.0,G. Hill makes free throw 1 of 2,,104,90
410,4,3:17.0,,M. Dellavedova enters the game for M. Brogdon,104,90
411,4,3:17.0,G. Hill makes free throw 2 of 2,,105,90
412,4,2:58.0,,J. Henson misses 2-pt hook shot from 8 ft,105,90
413,4,2:57.0,Defensive rebound by J. Ingles,,105,90
414,4,2:43.0,G. Hill misses 2-pt layup at rim,,105,90
415,4,2:42.0,,Defensive rebound by G. Antetokounmpo,105,90
416,4,2:37.0,,Shooting foul by G. Hayward (drawn by G. Antetokounmpo),105,90
417,4,2:37.0,Utah full timeout,,105,90
418,4,2:37.0,,G. Antetokounmpo makes free throw 1 of 2,105,91
419,4,2:37.0,,G. Antetokounmpo makes free throw 2 of 2,105,92
420,4,2:16.0,G. Hayward makes 2-pt jump shot from 5 ft,,107,92
421,4,2:02.0,,J. Terry misses 3-pt jump shot from 26 ft,107,92
422,4,2:00.0,Defensive rebound by R. Gobert,,107,92
423,4,1:43.0,Offensive foul by J. Johnson (drawn by G. Antetokounmpo),,107,92
424,4,1:43.0,Turnover by J. Johnson (offensive foul),,107,92
425,4,1:25.0,,Turnover by G. Antetokounmpo (bad pass),107,92
426,4,1:16.0,Personal foul by G. Antetokounmpo (drawn by G. Hayward),,107,92
427,4,1:16.0,G. Hayward makes free throw 1 of 2,,108,92
428,4,1:16.0,G. Hayward makes free throw 2 of 2,,109,92
429,4,1:06.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,109,92
430,4,1:04.0,Defensive rebound by R. Gobert,,109,92
431,4,0:48.0,G. Hayward misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,109,92
432,4,0:46.0,,Defensive rebound by G. Antetokounmpo,109,92
433,4,0:44.0,,J. Terry makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),109,95
434,4,0:20.0,J. Johnson misses 2-pt jump shot from 9 ft,,109,95
435,4,0:19.0,Offensive rebound by G. Hayward,,109,95
