,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
386,4,4:00.0,,Turnover by T. Zeller (bad pass; steal by D. Green),97,81
387,4,3:59.0,Personal foul by J. Brown (drawn by D. Green),,97,81
388,4,3:44.0,P. McCaw misses 3-pt jump shot from 25 ft,,97,81
389,4,3:42.0,,Defensive rebound by T. Zeller,97,81
390,4,3:34.0,,Personal foul by S. Livingston (drawn by I. Thomas),97,81
391,4,3:34.0,,T. Rozier enters the game for A. Bradley,97,81
392,4,3:27.0,,T. Zeller misses 2-pt hook shot from 8 ft,97,81
393,4,3:26.0,Defensive rebound by D. Green,,97,81
394,4,3:11.0,Offensive foul by Z. Pachulia (drawn by T. Rozier),,97,81
395,4,3:11.0,Turnover by Z. Pachulia (offensive foul),,97,81
396,4,2:57.0,,J. Young misses 3-pt jump shot from 25 ft,97,81
397,4,2:56.0,,Offensive rebound by T. Rozier,97,81
398,4,2:54.0,,T. Rozier makes 2-pt layup from 2 ft,97,83
399,4,2:39.0,Shooting foul by J. Brown (drawn by D. Green),,97,83
400,4,2:39.0,D. Green makes free throw 1 of 2,,98,83
401,4,2:39.0,I. Clark enters the game for S. Livingston,,98,83
402,4,2:39.0,D. Green makes free throw 2 of 2,,99,83
403,4,2:22.0,,Shooting foul by I. Clark (drawn by I. Thomas),99,83
404,4,2:22.0,,I. Thomas makes free throw 1 of 2,99,84
405,4,2:22.0,,I. Thomas makes free throw 2 of 2,99,85
406,4,2:09.0,Turnover by S. Curry (bad pass),,99,85
407,4,1:49.0,,J. Brown makes 2-pt jump shot from 11 ft,99,87
408,4,1:29.0,D. Green misses 2-pt layup from 2 ft,,99,87
409,4,1:28.0,,Defensive rebound by J. Young,99,87
410,4,1:26.0,,Shooting foul by P. McCaw (drawn by T. Zeller),99,87
411,4,1:26.0,,T. Zeller misses free throw 1 of 2,99,87
412,4,1:26.0,,Offensive rebound by Team,99,87
413,4,1:26.0,,T. Zeller makes free throw 2 of 2,99,88
414,4,1:13.0,S. Curry makes 3-pt jump shot from 24 ft,,102,88
415,4,1:03.0,,J. Brown misses 3-pt jump shot from 27 ft,102,88
416,4,1:02.0,Defensive rebound by D. Green,,102,88
417,4,0:49.0,S. Curry makes 2-pt layup from 2 ft,,104,88
418,4,0:36.0,,I. Thomas misses 3-pt jump shot from 25 ft,104,88
419,4,0:33.0,Defensive rebound by S. Curry,,104,88
420,4,0:13.0,S. Curry misses 3-pt jump shot from 30 ft,,104,88
421,4,0:13.0,,Defensive rebound by Team,104,88
422,4,0:13.0,,D. Jackson enters the game for I. Thomas,104,88
