,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
388,4,7:16.0,Turnover by J. Randle (lost ball; steal by R. Rubio),,89,99
389,4,6:55.0,,Shooting foul by J. Clarkson (drawn by A. Wiggins),89,99
390,4,6:55.0,,A. Wiggins makes free throw 1 of 2,89,100
391,4,6:55.0,,A. Wiggins misses free throw 2 of 2,89,100
392,4,6:54.0,Defensive rebound by J. Randle,,89,100
393,4,6:47.0,L. Williams misses 2-pt layup at rim,,89,100
394,4,6:45.0,,Defensive rebound by K. Towns,89,100
395,4,6:25.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by R. Rubio),89,103
396,4,6:23.0,LA Lakers full timeout,,89,103
397,4,6:23.0,D. Russell enters the game for J. Clarkson,,89,103
398,4,6:23.0,L. Deng enters the game for L. Nance,,89,103
399,4,6:11.0,L. Williams misses 3-pt jump shot from 26 ft,,89,103
400,4,6:10.0,Offensive rebound by L. Deng,,89,103
401,4,6:04.0,J. Randle makes 2-pt layup from 2 ft,,91,103
402,4,5:46.0,,A. Wiggins makes 2-pt layup from 1 ft,91,105
403,4,5:34.0,J. Randle misses 2-pt layup from 1 ft,,91,105
404,4,5:33.0,,Defensive rebound by R. Rubio,91,105
405,4,5:27.0,,Turnover by K. Towns (bad pass; steal by D. Russell),91,105
406,4,5:26.0,Personal foul by K. Towns (drawn by D. Russell),,91,105
407,4,5:16.0,L. Williams makes 2-pt jump shot from 11 ft,,93,105
408,4,5:01.0,,A. Wiggins makes 2-pt dunk at rim,93,107
409,4,4:42.0,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Russell),,96,107
410,4,4:25.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by A. Wiggins),96,110
411,4,4:07.0,B. Ingram misses 3-pt jump shot from 23 ft,,96,110
412,4,4:06.0,,Defensive rebound by R. Rubio,96,110
413,4,3:51.0,,Turnover by A. Wiggins (bad pass; steal by D. Russell),96,110
414,4,3:44.0,Shooting foul by A. Wiggins (drawn by J. Randle),,96,110
415,4,3:44.0,J. Randle makes free throw 1 of 2,,97,110
416,4,3:44.0,J. Clarkson enters the game for B. Ingram,,97,110
417,4,3:44.0,,T. Jones enters the game for G. Dieng,97,110
418,4,3:44.0,J. Randle makes free throw 2 of 2,,98,110
419,4,3:34.0,,Personal foul by D. Russell (drawn by A. Wiggins),98,110
420,4,3:34.0,,A. Wiggins makes free throw 1 of 2,98,111
421,4,3:34.0,,A. Wiggins makes free throw 2 of 2,98,112
422,4,3:24.0,,Violation by T. Jones (kicked ball),98,112
423,4,3:19.0,Offensive foul by J. Randle (drawn by T. Jones),,98,112
424,4,3:19.0,Turnover by J. Randle (offensive foul),,98,112
425,4,3:02.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by T. Jones),98,115
426,4,2:50.0,L. Williams misses 2-pt layup from 2 ft,,98,115
427,4,2:49.0,,Defensive rebound by R. Rubio,98,115
428,4,2:43.0,,T. Jones makes 3-pt jump shot from 23 ft (assist by R. Rubio),98,118
429,4,2:41.0,LA Lakers full timeout,,98,118
430,4,2:41.0,I. Zubac enters the game for L. Deng,,98,118
431,4,2:41.0,B. Ingram enters the game for J. Randle,,98,118
432,4,2:41.0,T. Robinson enters the game for L. Williams,,98,118
433,4,2:41.0,J. Calderón enters the game for J. Clarkson,,98,118
434,4,2:28.0,Personal foul by K. Towns (drawn by I. Zubac),,98,118
435,4,2:19.0,D. Russell misses 2-pt jump shot from 17 ft,,98,118
436,4,2:18.0,,Defensive rebound by K. Towns,98,118
437,4,2:07.0,,Shooting foul by I. Zubac (drawn by A. Wiggins),98,118
438,4,2:07.0,,A. Wiggins misses free throw 1 of 2,98,118
439,4,2:07.0,,Offensive rebound by Team,98,118
440,4,2:07.0,,A. Wiggins misses free throw 2 of 2,98,118
441,4,2:04.0,,Offensive rebound by K. Towns,98,118
442,4,1:50.0,,Shooting foul by T. Robinson (drawn by A. Wiggins),98,118
443,4,1:50.0,,A. Wiggins makes free throw 1 of 2,98,119
444,4,1:50.0,,A. Wiggins makes free throw 2 of 2,98,120
445,4,1:35.0,I. Zubac misses 2-pt jump shot from 15 ft,,98,120
446,4,1:34.0,,Defensive rebound by N. Bjelica,98,120
447,4,1:17.0,,A. Wiggins misses 3-pt jump shot from 27 ft,98,120
448,4,1:15.0,Defensive rebound by D. Russell,,98,120
449,4,1:11.0,Shooting foul by A. Wiggins (drawn by I. Zubac),,98,120
450,4,1:11.0,I. Zubac makes free throw 1 of 2,,99,120
451,4,1:11.0,I. Zubac misses free throw 2 of 2,,99,120
452,4,1:11.0,,J. Lucas III enters the game for R. Rubio,99,120
453,4,1:11.0,,A. Payne enters the game for K. Towns,99,120
454,4,1:11.0,,K. Dunn enters the game for A. Wiggins,99,120
455,4,1:10.0,,Defensive rebound by K. Dunn,99,120
456,4,0:49.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by T. Jones),99,123
457,4,0:36.0,T. Robinson misses 2-pt layup from 3 ft,,99,123
458,4,0:35.0,,Defensive rebound by A. Payne,99,123
459,4,0:10.0,,A. Payne makes 2-pt jump shot from 20 ft,99,125
