,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
52,1,5:35.0,,J. Randle misses free throw 1 of 2,17,18
53,1,5:35.0,,Offensive rebound by Team,17,18
54,1,5:35.0,,T. Black enters the game for T. Mozgov,17,18
55,1,5:35.0,,J. Randle makes free throw 2 of 2,17,19
56,1,5:15.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by K. Lowry),,19,19
57,1,5:04.0,,D. Russell misses 2-pt jump shot from 17 ft,19,19
58,1,5:02.0,Defensive rebound by L. Nogueira,,19,19
59,1,4:50.0,K. Lowry misses 2-pt layup from 2 ft,,19,19
60,1,4:47.0,Offensive rebound by J. Valančiūnas,,19,19
61,1,4:47.0,L. Nogueira misses 2-pt layup from 1 ft,,19,19
62,1,4:45.0,,Defensive rebound by T. Black,19,19
63,1,4:34.0,,N. Young misses 3-pt jump shot from 24 ft,19,19
64,1,4:32.0,,Offensive rebound by T. Black,19,19
65,1,4:27.0,,L. Deng misses 3-pt jump shot from 24 ft,19,19
66,1,4:25.0,Defensive rebound by K. Lowry,,19,19
67,1,4:19.0,T. Ross misses 3-pt jump shot from 24 ft,,19,19
68,1,4:17.0,,Defensive rebound by N. Young,19,19
69,1,4:13.0,,D. Russell misses 3-pt jump shot from 25 ft,19,19
70,1,4:11.0,,Offensive rebound by L. Deng,19,19
71,1,4:09.0,,L. Deng makes 2-pt layup from 1 ft,19,21
72,1,3:51.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by L. Nogueira),,22,21
73,1,3:30.0,,Turnover by J. Randle (bad pass; steal by J. Valančiūnas),22,21
74,1,3:18.0,T. Ross makes 2-pt jump shot from 19 ft,,24,21
75,1,3:18.0,,LA Lakers full timeout,24,21
76,1,3:18.0,C. Joseph enters the game for J. Valančiūnas,,24,21
77,1,3:18.0,D. Carroll enters the game for K. Lowry,,24,21
78,1,3:18.0,,L. Williams enters the game for L. Deng,24,21
79,1,3:18.0,,B. Ingram enters the game for J. Randle,24,21
80,1,3:18.0,,T. Robinson enters the game for D. Russell,24,21
81,1,3:03.0,,L. Williams makes 2-pt layup from 1 ft,24,23
82,1,2:49.0,D. DeRozan misses 2-pt jump shot from 19 ft,,24,23
83,1,2:46.0,,Defensive rebound by T. Black,24,23
84,1,2:39.0,,J. Clarkson enters the game for N. Young,24,23
85,1,2:32.0,,Shooting foul by D. Carroll (drawn by T. Black),24,23
86,1,2:32.0,,T. Black makes free throw 1 of 2,24,24
87,1,2:32.0,,T. Black makes free throw 2 of 2,24,25
88,1,2:12.0,T. Ross misses 2-pt jump shot from 20 ft,,24,25
89,1,2:09.0,,Defensive rebound by B. Ingram,24,25
90,1,2:05.0,,Personal foul by L. Nogueira (drawn by T. Black),24,25
91,1,2:05.0,,T. Black makes free throw 1 of 2,24,26
92,1,2:05.0,N. Powell enters the game for D. Carroll,,24,26
93,1,2:05.0,,T. Black makes free throw 2 of 2,24,27
94,1,1:52.0,Shooting foul by T. Black (drawn by D. DeRozan),,24,27
95,1,1:52.0,D. DeRozan misses free throw 1 of 2,,24,27
96,1,1:52.0,Offensive rebound by Team,,24,27
97,1,1:52.0,D. DeRozan makes free throw 2 of 2,,25,27
98,1,1:41.0,,L. Williams misses 2-pt jump shot from 3 ft (block by L. Nogueira),25,27
99,1,1:38.0,,Offensive rebound by B. Ingram,25,27
100,1,1:33.0,,L. Williams misses 3-pt jump shot from 23 ft,25,27
101,1,1:32.0,Defensive rebound by L. Nogueira,,25,27
102,1,1:24.0,C. Joseph makes 2-pt jump shot from 21 ft,,27,27
103,1,1:13.0,,T. Black makes 2-pt dunk at rim (assist by J. Clarkson),27,29
104,1,0:59.0,D. DeRozan misses 2-pt jump shot from 19 ft,,27,29
105,1,0:57.0,,Defensive rebound by T. Black,27,29
106,1,0:49.0,,J. Clarkson misses 3-pt jump shot from 25 ft,27,29
107,1,0:48.0,,Offensive rebound by T. Robinson,27,29
108,1,0:47.0,,T. Robinson makes 2-pt layup from 1 ft,27,31
109,1,0:39.0,D. DeRozan misses 2-pt jump shot from 10 ft,,27,31
110,1,0:37.0,,Defensive rebound by J. Clarkson,27,31
111,1,0:31.0,,L. Williams misses 3-pt jump shot from 24 ft,27,31
112,1,0:28.0,,Offensive rebound by T. Black,27,31
113,1,0:28.0,,T. Black misses 2-pt layup from 2 ft (block by D. DeRozan),27,31
114,1,0:28.0,,Offensive rebound by T. Robinson,27,31
115,1,0:25.0,,T. Robinson makes 2-pt layup from 2 ft,27,33
116,1,0:02.0,T. Ross misses 3-pt jump shot from 25 ft,,27,33
117,1,0:00.0,,Defensive rebound by T. Robinson,27,33
118,2,11:41.0,,T. Black misses 2-pt jump shot from 4 ft,27,33
119,2,11:39.0,,Offensive rebound by T. Black,27,33
120,2,11:37.0,,T. Black misses 2-pt layup from 2 ft,27,33
121,2,11:34.0,,Offensive rebound by T. Robinson,27,33
122,2,11:34.0,,T. Robinson makes 2-pt dunk at rim,27,35
123,2,11:15.0,C. Joseph misses 3-pt jump shot from 23 ft,,27,35
124,2,11:14.0,Offensive rebound by P. Siakam,,27,35
125,2,11:14.0,Shooting foul by T. Black (drawn by P. Siakam),,27,35
126,2,11:14.0,P. Siakam makes free throw 1 of 2,,28,35
127,2,11:14.0,P. Siakam misses free throw 2 of 2,,28,35
128,2,11:10.0,,Defensive rebound by T. Black,28,35
129,2,10:59.0,,T. Robinson misses 2-pt hook shot from 4 ft,28,35
130,2,10:57.0,Defensive rebound by P. Siakam,,28,35
131,2,10:51.0,P. Siakam misses 2-pt hook shot from 7 ft,,28,35
132,2,10:48.0,,Defensive rebound by T. Black,28,35
133,2,10:40.0,,B. Ingram makes 2-pt jump shot from 12 ft (assist by L. Williams),28,37
134,2,10:29.0,L. Nogueira makes 2-pt layup from 2 ft (assist by C. Joseph),,30,37
135,2,10:23.0,,J. Clarkson makes 2-pt layup from 2 ft,30,39
136,2,10:23.0,,Shooting foul by T. Ross (drawn by J. Clarkson),30,39
137,2,10:23.0,,J. Clarkson misses free throw 1 of 1,30,39
138,2,10:23.0,,J. Randle enters the game for T. Black,30,39
139,2,10:23.0,J. Valančiūnas enters the game for L. Nogueira,,30,39
140,2,10:22.0,Defensive rebound by P. Siakam,,30,39
141,2,10:01.0,Turnover by C. Joseph (bad pass; steal by T. Robinson),,30,39
142,2,9:51.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Randle),30,42
143,2,9:49.0,Toronto full timeout,,30,42
144,2,9:49.0,N. Powell enters the game for T. Ross,,30,42
145,2,9:43.0,Turnover by C. Joseph (bad pass),,30,42
146,2,9:20.0,,Turnover by J. Randle (lost ball; steal by N. Powell),30,42
147,2,9:15.0,N. Powell makes 2-pt dunk at rim,,32,42
148,2,9:02.0,,Turnover by J. Clarkson (lost ball),32,42
149,2,8:47.0,K. Lowry misses 3-pt jump shot from 25 ft,,32,42
150,2,8:44.0,,Defensive rebound by J. Randle,32,42
151,2,8:33.0,,L. Williams misses 2-pt jump shot from 4 ft,32,42
152,2,8:33.0,,Offensive rebound by Team,32,42
153,2,8:33.0,,Shooting foul by K. Lowry (drawn by J. Randle),32,42
154,2,8:33.0,,J. Randle makes free throw 1 of 2,32,43
155,2,8:33.0,,T. Mozgov enters the game for T. Robinson,32,43
156,2,8:33.0,,J. Randle makes free throw 2 of 2,32,44
157,2,8:11.0,C. Joseph misses 2-pt jump shot from 6 ft (block by T. Mozgov),,32,44
158,2,8:11.0,Offensive rebound by Team,,32,44
159,2,8:11.0,,Loose ball foul by J. Randle (drawn by P. Siakam),32,44
160,2,8:05.0,Shooting foul by T. Mozgov (drawn by J. Valančiūnas),,32,44
161,2,8:05.0,J. Valančiūnas makes free throw 1 of 2,,33,44
162,2,8:05.0,J. Valančiūnas makes free throw 2 of 2,,34,44
163,2,7:58.0,,Personal foul by P. Siakam (drawn by J. Randle),34,44
164,2,7:43.0,,J. Randle misses 2-pt hook shot from 6 ft,34,44
165,2,7:43.0,,Offensive rebound by Team,34,44
166,2,7:43.0,Loose ball foul by K. Lowry (drawn by T. Mozgov),,34,44
167,2,7:37.0,,J. Randle misses 2-pt layup from 3 ft (block by P. Siakam),34,44
168,2,7:36.0,,Offensive rebound by J. Randle,34,44
169,2,7:34.0,,B. Ingram misses 3-pt jump shot from 24 ft,34,44
170,2,7:34.0,Defensive rebound by Team,,34,44
171,2,7:21.0,Shooting foul by B. Ingram (drawn by K. Lowry),,34,44
172,2,7:21.0,K. Lowry makes free throw 1 of 3,,35,44
173,2,7:21.0,K. Lowry makes free throw 2 of 3,,36,44
174,2,7:21.0,,N. Young enters the game for B. Ingram,36,44
175,2,7:21.0,K. Lowry makes free throw 3 of 3,,37,44
176,2,7:06.0,,L. Williams misses 2-pt jump shot from 3 ft (block by P. Siakam),37,44
177,2,7:04.0,Defensive rebound by K. Lowry,,37,44
178,2,7:01.0,K. Lowry makes 2-pt layup at rim,,39,44
179,2,7:01.0,,LA Lakers full timeout,39,44
180,2,7:01.0,,L. Deng enters the game for L. Williams,39,44
181,2,7:01.0,,D. Russell enters the game for J. Clarkson,39,44
182,2,6:48.0,,N. Young misses 2-pt jump shot from 19 ft,39,44
183,2,6:46.0,Defensive rebound by K. Lowry,,39,44
184,2,6:38.0,K. Lowry makes 2-pt layup from 3 ft (assist by C. Joseph),,41,44
185,2,6:38.0,Shooting foul by N. Young (drawn by K. Lowry),,41,44
186,2,6:38.0,K. Lowry makes free throw 1 of 1,,42,44
187,2,6:21.0,,Shooting foul by C. Joseph (drawn by D. Russell),42,44
188,2,6:21.0,,D. Russell makes free throw 1 of 2,42,45
189,2,6:21.0,,D. Russell makes free throw 2 of 2,42,46
190,2,6:07.0,K. Lowry makes 2-pt jump shot from 20 ft,,44,46
191,2,5:55.0,Violation by P. Siakam (kicked ball),,44,46
192,2,5:55.0,D. DeRozan enters the game for C. Joseph,,44,46
193,2,5:47.0,,N. Young makes 3-pt jump shot from 24 ft (assist by J. Randle),44,49
194,2,5:33.0,P. Siakam misses 2-pt jump shot from 15 ft,,44,49
195,2,5:32.0,,Defensive rebound by T. Mozgov,44,49
196,2,5:15.0,,D. Russell misses 3-pt jump shot from 25 ft,44,49
197,2,5:14.0,Defensive rebound by J. Valančiūnas,,44,49
198,2,5:04.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. DeRozan),,46,49
199,2,4:49.0,,Shooting foul by J. Valančiūnas (drawn by D. Russell),46,49
200,2,4:49.0,,D. Russell makes free throw 1 of 2,46,50
201,2,4:49.0,,D. Russell makes free throw 2 of 2,46,51
202,2,4:37.0,Turnover by P. Siakam (lost ball; steal by N. Young),,46,51
203,2,4:31.0,,Turnover by N. Young (lost ball; steal by N. Powell),46,51
204,2,4:23.0,Turnover by D. DeRozan (bad pass; steal by T. Mozgov),,46,51
205,2,4:20.0,,Turnover by T. Mozgov (bad pass; steal by D. DeRozan),46,51
206,2,4:13.0,N. Powell misses 3-pt jump shot from 27 ft,,46,51
207,2,4:12.0,,Defensive rebound by L. Deng,46,51
208,2,4:04.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by L. Deng),46,53
209,2,3:56.0,Toronto full timeout,,46,53
210,2,3:56.0,D. Carroll enters the game for N. Powell,,46,53
211,2,3:44.0,D. DeRozan misses 2-pt jump shot from 6 ft,,46,53
212,2,3:41.0,,Defensive rebound by J. Randle,46,53
213,2,3:27.0,,N. Young misses 2-pt jump shot from 18 ft,46,53
214,2,3:25.0,Defensive rebound by K. Lowry,,46,53
215,2,3:20.0,K. Lowry makes 3-pt jump shot from 25 ft,,49,53
216,2,3:05.0,,D. Russell misses 3-pt jump shot from 29 ft,49,53
217,2,3:04.0,Defensive rebound by D. DeRozan,,49,53
218,2,2:47.0,D. DeRozan misses 2-pt jump shot from 9 ft,,49,53
219,2,2:46.0,,Defensive rebound by J. Randle,49,53
220,2,2:28.0,,T. Mozgov misses 2-pt layup from 2 ft,49,53
221,2,2:27.0,Defensive rebound by P. Siakam,,49,53
222,2,2:24.0,Shooting foul by L. Deng (drawn by D. DeRozan),,49,53
223,2,2:24.0,Official timeout,,49,53
224,2,2:24.0,D. DeRozan makes free throw 1 of 2,,50,53
225,2,2:24.0,C. Joseph enters the game for J. Valančiūnas,,49,53
226,2,2:24.0,L. Nogueira enters the game for K. Lowry,,49,53
227,2,2:24.0,D. DeRozan makes free throw 2 of 2,,51,53
228,2,2:09.0,,T. Mozgov makes 2-pt dunk at rim (assist by J. Randle),51,55
229,2,1:46.0,C. Joseph makes 2-pt jump shot from 10 ft,,53,55
230,2,1:32.0,,J. Randle misses 2-pt jump shot from 4 ft,53,55
231,2,1:31.0,Defensive rebound by C. Joseph,,53,55
232,2,1:21.0,D. DeRozan makes 2-pt jump shot from 15 ft,,55,55
233,2,1:06.0,,D. Russell makes 2-pt layup from 2 ft,55,57
234,2,0:50.0,Flagrant foul type 1 by T. Mozgov (drawn by D. DeRozan),,55,57
235,2,0:50.0,D. DeRozan makes flagrant free throw 1 of 2,,56,57
236,2,0:50.0,D. DeRozan makes flagrant free throw 2 of 2,,57,57
237,2,0:44.0,Shooting foul by N. Young (drawn by D. DeRozan),,57,57
238,2,0:44.0,D. DeRozan makes free throw 1 of 2,,58,57
239,2,0:44.0,D. DeRozan misses free throw 2 of 2,,58,57
240,2,0:44.0,,Defensive rebound by T. Mozgov,58,57
241,2,0:44.0,,B. Ingram enters the game for N. Young,58,57
242,2,0:19.0,,B. Ingram misses 3-pt jump shot from 25 ft (block by D. Carroll),58,57
243,2,0:17.0,Defensive rebound by P. Siakam,,58,57
244,2,0:03.0,D. DeRozan misses 2-pt jump shot from 17 ft,,58,57
245,2,0:01.0,,Defensive rebound by L. Deng,58,57
246,3,11:39.0,,Shooting foul by P. Siakam (drawn by J. Randle),58,57
247,3,11:39.0,,J. Randle makes free throw 1 of 2,58,58
248,3,11:39.0,,J. Randle makes free throw 2 of 2,58,59
249,3,11:15.0,J. Valančiūnas makes 2-pt jump shot from 5 ft,,60,59
250,3,11:00.0,,T. Mozgov misses 2-pt jump shot from 15 ft,60,59
251,3,10:59.0,Defensive rebound by P. Siakam,,60,59
252,3,10:49.0,D. DeRozan makes 2-pt jump shot from 20 ft,,62,59
253,3,10:31.0,,N. Young makes 2-pt jump shot from 20 ft (assist by J. Randle),62,61
254,3,10:13.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by K. Lowry),,64,61
255,3,9:54.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),64,64
256,3,9:37.0,D. DeRozan misses 2-pt jump shot from 21 ft,,64,64
257,3,9:35.0,,Defensive rebound by N. Young,64,64
258,3,9:24.0,,D. Russell misses 3-pt jump shot from 25 ft,64,64
259,3,9:23.0,Defensive rebound by J. Valančiūnas,,64,64
260,3,9:16.0,D. Carroll misses 3-pt jump shot from 25 ft,,64,64
261,3,9:15.0,,Defensive rebound by D. Russell,64,64
262,3,9:05.0,,D. Russell makes 2-pt jump shot from 15 ft,64,66
263,3,8:47.0,D. DeRozan misses 2-pt jump shot from 14 ft,,64,66
264,3,8:45.0,,Defensive rebound by D. Russell,64,66
265,3,8:41.0,,D. Russell misses 2-pt jump shot from 12 ft,64,66
266,3,8:39.0,,Offensive rebound by D. Russell,64,66
267,3,8:35.0,,L. Deng misses 3-pt jump shot from 25 ft,64,66
268,3,8:35.0,Defensive rebound by J. Valančiūnas,,64,66
269,3,8:23.0,K. Lowry misses 2-pt layup from 1 ft,,64,66
270,3,8:22.0,Offensive rebound by Team,,64,66
271,3,8:06.0,D. DeRozan misses 2-pt jump shot from 22 ft,,64,66
272,3,8:05.0,,Defensive rebound by T. Mozgov,64,66
273,3,7:56.0,,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),64,69
274,3,7:45.0,Toronto full timeout,,64,69
275,3,7:34.0,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by K. Lowry),,66,69
276,3,7:16.0,,Personal foul by D. Carroll (drawn by T. Mozgov),66,69
277,3,7:10.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),66,72
278,3,6:52.0,D. DeRozan misses 2-pt jump shot from 5 ft,,66,72
279,3,6:49.0,,Defensive rebound by J. Randle,66,72
280,3,6:45.0,,D. Russell misses 3-pt jump shot from 25 ft,66,72
281,3,6:44.0,Defensive rebound by P. Siakam,,66,72
282,3,6:40.0,Offensive foul by D. Carroll (drawn by N. Young),,66,72
283,3,6:40.0,Turnover by D. Carroll (offensive foul),,66,72
284,3,6:40.0,T. Ross enters the game for D. Carroll,,66,72
285,3,6:24.0,,J. Randle misses 2-pt jump shot from 4 ft,66,72
286,3,6:24.0,Defensive rebound by K. Lowry,,66,72
287,3,6:23.0,Personal take foul by D. Russell (drawn by K. Lowry),,66,72
288,3,6:12.0,Turnover by K. Lowry (bad pass; steal by J. Randle),,66,72
289,3,6:03.0,,N. Young misses 2-pt jump shot from 8 ft,66,72
290,3,6:02.0,Defensive rebound by J. Valančiūnas,,66,72
291,3,5:52.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,69,72
292,3,5:51.0,,LA Lakers full timeout,69,72
293,3,5:51.0,,T. Robinson enters the game for T. Mozgov,69,72
294,3,5:41.0,,Personal foul by K. Lowry (drawn by N. Young),69,72
295,3,5:30.0,,L. Deng misses 2-pt jump shot from 16 ft,69,72
296,3,5:27.0,Defensive rebound by J. Valančiūnas,,69,72
297,3,5:16.0,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by K. Lowry),,71,72
298,3,4:52.0,,L. Deng misses 2-pt dunk from 3 ft (block by P. Siakam),71,72
299,3,4:51.0,Defensive rebound by T. Ross,,71,72
300,3,4:49.0,Turnover by K. Lowry (bad pass),,71,72
301,3,4:49.0,,B. Ingram enters the game for L. Deng,71,72
302,3,4:49.0,,L. Williams enters the game for N. Young,71,72
303,3,4:49.0,,J. Clarkson enters the game for D. Russell,71,72
304,3,4:30.0,,J. Randle misses 2-pt jump shot from 10 ft,71,72
305,3,4:27.0,,Offensive rebound by T. Robinson,71,72
306,3,4:27.0,,T. Robinson makes 2-pt layup from 1 ft,71,74
307,3,4:03.0,P. Siakam makes 2-pt jump shot from 12 ft,,73,74
308,3,3:43.0,,B. Ingram makes 2-pt dunk at rim,73,76
309,3,3:33.0,D. DeRozan makes 2-pt layup from 1 ft,,75,76
310,3,3:17.0,,L. Williams misses 2-pt jump shot from 3 ft,75,76
311,3,3:16.0,Defensive rebound by Team,,75,76
312,3,3:16.0,,Loose ball foul by J. Randle (drawn by J. Valančiūnas),75,76
313,3,3:16.0,C. Joseph enters the game for J. Valančiūnas,,75,76
314,3,3:16.0,L. Nogueira enters the game for K. Lowry,,75,76
315,3,3:16.0,,T. Black enters the game for J. Randle,75,76
316,3,3:07.0,D. DeRozan makes 2-pt jump shot from 6 ft,,77,76
317,3,3:07.0,Shooting foul by B. Ingram (drawn by D. DeRozan),,77,76
318,3,3:07.0,D. DeRozan makes free throw 1 of 1,,78,76
319,3,2:49.0,,T. Robinson makes 2-pt layup from 1 ft,78,78
320,3,2:29.0,T. Ross makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,81,78
321,3,2:10.0,,Shooting foul by P. Siakam (drawn by B. Ingram),81,78
322,3,2:10.0,,B. Ingram makes free throw 1 of 2,81,79
323,3,2:10.0,J. Poeltl enters the game for P. Siakam,,81,79
324,3,2:10.0,,B. Ingram makes free throw 2 of 2,81,80
325,3,1:52.0,T. Ross misses 2-pt jump shot from 19 ft,,81,80
326,3,1:51.0,Offensive rebound by Team,,81,80
327,3,1:43.0,D. DeRozan misses 2-pt jump shot from 20 ft,,81,80
328,3,1:41.0,,Defensive rebound by T. Robinson,81,80
329,3,1:36.0,,Turnover by T. Robinson (lost ball),81,80
330,3,1:16.0,D. DeRozan makes 2-pt jump shot from 5 ft,,83,80
331,3,1:09.0,,Shooting block foul by L. Nogueira (drawn by L. Williams),83,80
332,3,1:09.0,,L. Williams misses free throw 1 of 2,83,80
333,3,1:09.0,,Offensive rebound by Team,83,80
334,3,1:09.0,,L. Williams misses free throw 2 of 2,83,80
335,3,1:07.0,Defensive rebound by Team,,83,80
336,3,0:50.0,D. DeRozan misses 2-pt jump shot from 17 ft,,83,80
337,3,0:48.0,,Defensive rebound by T. Black,83,80
338,3,0:44.0,,J. Clarkson misses 2-pt layup from 1 ft,83,80
339,3,0:41.0,Defensive rebound by T. Ross,,83,80
340,3,0:25.0,Shooting foul by T. Black (drawn by D. DeRozan),,83,80
341,3,0:25.0,D. DeRozan makes free throw 1 of 2,,84,80
342,3,0:25.0,D. DeRozan makes free throw 2 of 2,,85,80
343,3,0:02.0,,T. Black makes 2-pt layup from 2 ft (assist by T. Robinson),85,82
344,3,0:02.0,,Shooting foul by J. Poeltl (drawn by T. Black),85,82
345,3,0:02.0,,T. Black makes free throw 1 of 1,85,83
346,4,11:41.0,T. Ross makes 3-pt jump shot from 26 ft (assist by C. Joseph),,88,83
347,4,11:21.0,,T. Robinson misses 2-pt jump shot from 3 ft,88,83
348,4,11:20.0,Defensive rebound by T. Ross,,88,83
349,4,11:13.0,C. Joseph makes 2-pt jump shot from 21 ft,,90,83
350,4,10:51.0,,T. Black misses 2-pt hook shot from 4 ft,90,83
351,4,10:49.0,Defensive rebound by T. Ross,,90,83
352,4,10:42.0,C. Joseph makes 2-pt layup from 1 ft,,92,83
353,4,10:42.0,,LA Lakers full timeout,92,83
354,4,10:25.0,,J. Clarkson misses 2-pt hook shot from 6 ft,92,83
355,4,10:23.0,Defensive rebound by K. Lowry,,92,83
356,4,10:09.0,Shooting foul by L. Williams (drawn by K. Lowry),,92,83
357,4,10:09.0,K. Lowry makes free throw 1 of 2,,93,83
358,4,10:09.0,K. Lowry makes free throw 2 of 2,,94,83
359,4,9:50.0,,B. Ingram misses 2-pt jump shot from 17 ft,94,83
360,4,9:48.0,,Offensive rebound by T. Robinson,94,83
361,4,9:48.0,,T. Robinson misses 2-pt layup from 3 ft,94,83
362,4,9:46.0,,Offensive rebound by T. Robinson,94,83
363,4,9:42.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by T. Robinson),94,86
364,4,9:28.0,Turnover by C. Joseph (traveling),,94,86
365,4,9:21.0,,L. Williams misses 2-pt layup from 3 ft (block by L. Nogueira),94,86
366,4,9:21.0,Defensive rebound by Team,,94,86
367,4,9:04.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by C. Joseph),,97,86
368,4,8:44.0,,T. Robinson makes 2-pt dunk at rim (assist by B. Ingram),97,88
369,4,8:33.0,J. Poeltl makes 2-pt dunk at rim (assist by C. Joseph),,99,88
370,4,8:33.0,,LA Lakers full timeout,99,88
371,4,8:21.0,,L. Williams misses 2-pt jump shot from 10 ft (block by C. Joseph),99,88
372,4,8:19.0,Offensive rebound by J. Poeltl,,99,88
373,4,8:04.0,Shooting foul by T. Robinson (drawn by J. Poeltl),,99,88
374,4,8:04.0,J. Poeltl makes free throw 1 of 2,,100,88
375,4,8:04.0,,D. Russell enters the game for L. Williams,100,88
376,4,8:04.0,,J. Randle enters the game for T. Black,100,88
377,4,8:04.0,J. Poeltl makes free throw 2 of 2,,101,88
378,4,7:41.0,,B. Ingram misses 2-pt jump shot from 13 ft,101,88
379,4,7:39.0,,Offensive rebound by T. Robinson,101,88
380,4,7:27.0,,J. Clarkson misses 3-pt jump shot from 23 ft,101,88
381,4,7:26.0,Defensive rebound by T. Ross,,101,88
382,4,7:11.0,K. Lowry makes 3-pt jump shot from 25 ft,,104,88
383,4,7:11.0,Shooting foul by T. Robinson (drawn by K. Lowry),,104,88
384,4,7:11.0,,N. Young enters the game for J. Clarkson,104,88
385,4,7:11.0,,L. Deng enters the game for T. Robinson,104,88
386,4,7:11.0,K. Lowry makes free throw 1 of 1,,105,88
