,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
111,2,9:32.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),31,32
112,2,9:23.0,I. Canaan misses 3-pt jump shot from 25 ft,,31,32
113,2,9:22.0,,Defensive rebound by J. Nelson,31,32
114,2,9:13.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by J. Nelson),31,35
115,2,9:12.0,Chicago full timeout,,31,35
116,2,9:12.0,T. Gibson enters the game for B. Portis,,31,35
117,2,8:58.0,R. Rondo misses 3-pt jump shot from 23 ft,,31,35
118,2,8:56.0,Offensive rebound by D. Wade,,31,35
119,2,8:53.0,D. Wade misses 2-pt jump shot from 8 ft,,31,35
120,2,8:52.0,,Defensive rebound by N. Jokić,31,35
121,2,8:46.0,,J. Nelson makes 3-pt jump shot from 25 ft,31,38
122,2,8:40.0,Turnover by N. Mirotić (bad pass; steal by W. Chandler),,31,38
123,2,8:30.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by J. Hernangómez),31,41
124,2,8:08.0,D. Wade makes 3-pt jump shot from 23 ft (assist by N. Mirotić),,34,41
125,2,7:51.0,,J. Murray makes 2-pt jump shot from 6 ft,34,43
126,2,7:51.0,,Shooting foul by I. Canaan (drawn by J. Murray),34,43
127,2,7:51.0,J. Butler enters the game for I. Canaan,,34,43
128,2,7:51.0,,J. Murray makes free throw 1 of 1,34,44
129,2,7:40.0,J. Butler makes 2-pt layup from 2 ft (assist by D. Wade),,36,44
130,2,7:40.0,Shooting foul by N. Jokić (drawn by J. Butler),,36,44
131,2,7:40.0,J. Butler makes free throw 1 of 1,,37,44
132,2,7:27.0,,J. Murray misses 3-pt jump shot from 25 ft,37,44
133,2,7:26.0,,Offensive rebound by Team,37,44
134,2,7:26.0,Loose ball foul by D. Wade,,37,44
135,2,7:18.0,,Shooting foul by T. Gibson (drawn by N. Jokić),37,44
136,2,7:18.0,,N. Jokić makes free throw 1 of 2,37,45
137,2,7:18.0,,N. Jokić makes free throw 2 of 2,37,46
138,2,7:08.0,D. Wade makes 2-pt jump shot from 8 ft,,39,46
139,2,6:53.0,,J. Nelson makes 2-pt layup from 1 ft (assist by N. Jokić),39,48
140,2,6:42.0,N. Mirotić makes 2-pt layup from 1 ft (assist by T. Gibson),,41,48
141,2,6:42.0,Shooting foul by J. Hernangómez (drawn by N. Mirotić),,41,48
142,2,6:42.0,N. Mirotić makes free throw 1 of 1,,42,48
143,2,6:17.0,,J. Murray misses 2-pt layup from 3 ft (block by N. Mirotić),42,48
144,2,6:15.0,Defensive rebound by T. Gibson,,42,48
145,2,6:06.0,N. Mirotić misses 2-pt layup from 3 ft (block by J. Hernangómez),,42,48
146,2,6:04.0,Offensive rebound by T. Gibson,,42,48
147,2,6:03.0,T. Gibson makes 2-pt dunk at rim,,44,48
148,2,5:51.0,,Turnover by J. Nelson (bad pass; steal by N. Mirotić),44,48
149,2,5:46.0,N. Mirotić makes 2-pt layup from 3 ft (assist by D. Wade),,46,48
150,2,5:46.0,,Denver full timeout,46,48
151,2,5:46.0,D. Valentine enters the game for D. Wade,,46,48
152,2,5:46.0,,J. Nurkić enters the game for J. Nelson,46,48
153,2,5:46.0,,E. Mudiay enters the game for N. Jokić,46,48
154,2,5:46.0,,D. Gallinari enters the game for J. Murray,46,48
155,2,5:46.0,,W. Barton enters the game for J. Hernangómez,46,48
156,2,5:29.0,,W. Chandler makes 2-pt layup from 2 ft (assist by E. Mudiay),46,50
157,2,5:17.0,J. Butler makes 2-pt dunk at rim (assist by R. Rondo),,48,50
158,2,4:56.0,,W. Chandler misses 2-pt jump shot from 10 ft (block by R. Rondo),48,50
159,2,4:54.0,Defensive rebound by D. Valentine,,48,50
160,2,4:50.0,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Butler),,50,50
161,2,4:35.0,,D. Gallinari misses 2-pt jump shot from 22 ft,50,50
162,2,4:35.0,Defensive rebound by D. Valentine,,50,50
163,2,4:29.0,Personal foul by D. Gallinari (drawn by T. Gibson),,50,50
164,2,4:29.0,R. Lopez enters the game for N. Mirotić,,50,50
165,2,4:12.0,T. Gibson misses 2-pt jump shot from 7 ft,,50,50
166,2,4:11.0,,Defensive rebound by J. Nurkić,50,50
167,2,4:09.0,,W. Chandler makes 2-pt layup from 3 ft,50,52
168,2,4:09.0,,Shooting foul by R. Lopez (drawn by W. Chandler),50,52
169,2,4:09.0,,W. Chandler makes free throw 1 of 1,50,53
170,2,3:53.0,J. Butler misses 3-pt jump shot from 23 ft,,50,53
171,2,3:51.0,,Defensive rebound by W. Barton,50,53
172,2,3:46.0,,W. Barton misses 2-pt jump shot from 6 ft,50,53
173,2,3:45.0,,Offensive rebound by Team,50,53
174,2,3:32.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by E. Mudiay),50,56
175,2,3:15.0,R. Rondo makes 2-pt jump shot from 18 ft,,52,56
176,2,3:04.0,,Turnover by E. Mudiay (traveling),52,56
177,2,2:51.0,R. Rondo misses 2-pt jump shot from 5 ft,,52,56
178,2,2:51.0,,Defensive rebound by J. Nurkić,52,56
179,2,2:43.0,,W. Chandler misses 3-pt jump shot from 26 ft,52,56
180,2,2:42.0,Defensive rebound by D. Valentine,,52,56
181,2,2:35.0,D. Valentine misses 3-pt jump shot from 24 ft,,52,56
182,2,2:33.0,Offensive rebound by T. Gibson,,52,56
183,2,2:31.0,T. Gibson makes 2-pt layup from 2 ft,,54,56
184,2,2:15.0,,W. Chandler misses 2-pt layup from 2 ft,54,56
185,2,2:13.0,,Offensive rebound by W. Chandler,54,56
186,2,2:13.0,,W. Chandler misses 2-pt layup at rim,54,56
187,2,2:10.0,,Offensive rebound by W. Chandler,54,56
188,2,2:10.0,,W. Chandler makes 2-pt layup at rim,54,58
189,2,1:48.0,J. Butler misses 2-pt jump shot from 17 ft,,54,58
190,2,1:48.0,,Defensive rebound by J. Nurkić,54,58
191,2,1:40.0,,Turnover by J. Nurkić (lost ball),54,58
192,2,1:40.0,Official timeout,,54,58
193,2,1:40.0,D. Wade enters the game for D. Valentine,,54,58
194,2,1:25.0,J. Butler misses 2-pt jump shot from 20 ft,,54,58
195,2,1:24.0,,Defensive rebound by J. Nurkić,54,58
196,2,1:10.0,,W. Barton misses 3-pt jump shot from 25 ft,54,58
197,2,1:09.0,Defensive rebound by R. Rondo,,54,58
198,2,1:00.0,J. Butler makes 2-pt hook shot from 7 ft,,56,58
199,2,0:39.0,,J. Nurkić makes 2-pt layup from 3 ft (assist by E. Mudiay),56,60
200,2,0:33.0,R. Rondo makes 2-pt jump shot from 17 ft,,58,60
201,2,0:16.0,,E. Mudiay misses 2-pt jump shot from 11 ft,58,60
202,2,0:15.0,Defensive rebound by T. Gibson,,58,60
203,2,0:15.0,,Loose ball foul by J. Nurkić (drawn by T. Gibson),58,60
204,2,0:15.0,N. Mirotić enters the game for R. Lopez,,58,60
205,2,0:15.0,,J. Murray enters the game for D. Gallinari,58,60
206,2,0:15.0,,J. Hernangómez enters the game for W. Barton,58,60
207,2,0:01.0,D. Wade makes 2-pt layup from 1 ft (assist by R. Rondo),,60,60
208,3,11:43.0,,K. Faried misses 2-pt jump shot from 10 ft,60,60
209,3,11:42.0,,Offensive rebound by J. Nurkić,60,60
210,3,11:39.0,,J. Nurkić misses 2-pt layup from 1 ft (block by J. Butler),60,60
211,3,11:38.0,Defensive rebound by J. Butler,,60,60
212,3,11:19.0,T. Gibson misses 2-pt jump shot from 16 ft,,60,60
213,3,11:16.0,Offensive rebound by R. Lopez,,60,60
214,3,11:16.0,R. Lopez makes 2-pt layup from 3 ft,,62,60
215,3,11:05.0,,J. Nurkić makes 2-pt hook shot from 3 ft,62,62
216,3,10:48.0,R. Lopez makes 2-pt jump shot from 16 ft (assist by R. Rondo),,64,62
217,3,10:31.0,,J. Nurkić misses 2-pt layup from 2 ft (block by R. Lopez),64,62
218,3,10:29.0,Defensive rebound by R. Rondo,,64,62
219,3,10:24.0,Turnover by R. Rondo (lost ball; steal by K. Faried),,64,62
220,3,10:18.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),64,64
221,3,10:02.0,D. Wade makes 2-pt layup from 1 ft (assist by T. Gibson),,66,64
222,3,9:49.0,,E. Mudiay misses 2-pt jump shot from 18 ft,66,64
223,3,9:47.0,,Offensive rebound by J. Nurkić,66,64
224,3,9:47.0,,J. Nurkić misses 2-pt layup from 1 ft,66,64
225,3,9:46.0,,Offensive rebound by J. Nurkić,66,64
226,3,9:46.0,,J. Nurkić misses 2-pt layup from 3 ft,66,64
227,3,9:45.0,Defensive rebound by J. Butler,,66,64
228,3,9:38.0,R. Lopez misses 2-pt jump shot from 16 ft,,66,64
229,3,9:37.0,Offensive rebound by T. Gibson,,66,64
230,3,9:33.0,Shooting foul by K. Faried (drawn by J. Butler),,66,64
231,3,9:33.0,,Denver full timeout,66,64
232,3,9:33.0,J. Butler makes free throw 1 of 2,,67,64
233,3,9:33.0,J. Butler makes free throw 2 of 2,,68,64
234,3,9:13.0,,J. Nurkić makes 2-pt layup from 3 ft,68,66
235,3,8:54.0,T. Gibson misses 2-pt jump shot from 12 ft,,68,66
236,3,8:52.0,Offensive rebound by R. Lopez,,68,66
237,3,8:52.0,R. Lopez misses 2-pt layup from 4 ft,,68,66
238,3,8:51.0,Offensive rebound by R. Lopez,,68,66
239,3,8:51.0,R. Lopez makes 2-pt layup from 2 ft,,70,66
240,3,8:37.0,,Turnover by W. Barton (lost ball; steal by R. Rondo),70,66
241,3,8:35.0,Loose ball foul by J. Butler (drawn by E. Mudiay),,70,66
242,3,8:35.0,Turnover by J. Butler (offensive foul),,70,66
243,3,8:18.0,,W. Barton misses 2-pt jump shot from 14 ft,70,66
244,3,8:17.0,,Offensive rebound by J. Nurkić,70,66
245,3,8:13.0,,J. Nurkić makes 2-pt jump shot from 3 ft,70,68
246,3,8:00.0,D. Wade misses 2-pt jump shot from 16 ft,,70,68
247,3,7:59.0,,Defensive rebound by J. Nurkić,70,68
248,3,7:51.0,,W. Barton makes 2-pt layup from 3 ft,70,70
249,3,7:34.0,J. Butler misses 2-pt layup from 2 ft,,70,70
250,3,7:34.0,,Defensive rebound by D. Gallinari,70,70
251,3,7:32.0,,Personal foul by R. Rondo (drawn by D. Gallinari),70,70
252,3,7:21.0,,D. Gallinari makes 2-pt layup from 3 ft (assist by J. Nurkić),70,72
253,3,7:02.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by R. Rondo),,72,72
254,3,6:43.0,,J. Nurkić makes 2-pt jump shot from 4 ft,72,74
255,3,6:22.0,T. Gibson makes 2-pt jump shot from 18 ft (assist by J. Butler),,74,74
256,3,6:05.0,,J. Nurkić makes 2-pt jump shot from 20 ft (assist by W. Barton),74,76
257,3,5:51.0,R. Rondo makes 2-pt jump shot from 17 ft,,76,76
258,3,5:38.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nurkić),76,79
259,3,5:23.0,Personal foul by K. Faried (drawn by D. Wade),,76,79
260,3,5:23.0,N. Mirotić enters the game for T. Gibson,,76,79
261,3,5:23.0,,N. Jokić enters the game for J. Nurkić,76,79
262,3,5:17.0,R. Lopez misses 2-pt jump shot from 20 ft,,76,79
263,3,5:16.0,,Defensive rebound by D. Gallinari,76,79
264,3,5:10.0,,E. Mudiay misses 3-pt jump shot from 24 ft,76,79
265,3,5:08.0,Defensive rebound by J. Butler,,76,79
266,3,5:02.0,Shooting foul by K. Faried (drawn by J. Butler),,76,79
267,3,5:02.0,J. Butler makes free throw 1 of 2,,77,79
268,3,5:02.0,,W. Chandler enters the game for K. Faried,77,79
269,3,5:02.0,I. Canaan enters the game for D. Wade,,77,79
270,3,5:02.0,J. Butler makes free throw 2 of 2,,78,79
271,3,4:51.0,,E. Mudiay misses 2-pt layup from 2 ft,78,79
272,3,4:49.0,,Offensive rebound by N. Jokić,78,79
273,3,4:49.0,,N. Jokić misses 2-pt layup from 3 ft,78,79
274,3,4:48.0,,Offensive rebound by N. Jokić,78,79
275,3,4:35.0,,W. Barton misses 2-pt jump shot from 14 ft,78,79
276,3,4:35.0,Defensive rebound by R. Rondo,,78,79
277,3,4:29.0,R. Rondo misses 2-pt layup from 1 ft,,78,79
278,3,4:27.0,,Defensive rebound by W. Chandler,78,79
279,3,4:21.0,,W. Chandler misses 2-pt jump shot from 6 ft,78,79
280,3,4:20.0,,Offensive rebound by W. Chandler,78,79
281,3,4:20.0,,W. Chandler misses 2-pt layup from 2 ft,78,79
282,3,4:19.0,Defensive rebound by R. Rondo,,78,79
283,3,4:13.0,N. Mirotić misses 2-pt jump shot from 19 ft,,78,79
284,3,4:11.0,,Defensive rebound by N. Jokić,78,79
285,3,3:55.0,,E. Mudiay misses 2-pt layup from 2 ft (block by R. Lopez),78,79
286,3,3:54.0,,Offensive rebound by N. Jokić,78,79
287,3,3:49.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by W. Chandler),78,82
288,3,3:49.0,Chicago full timeout,,78,82
289,3,3:49.0,D. Valentine enters the game for R. Rondo,,78,82
290,3,3:49.0,,J. Nelson enters the game for W. Barton,78,82
291,3,3:49.0,,J. Murray enters the game for E. Mudiay,78,82
292,3,3:37.0,J. Butler misses 2-pt jump shot from 17 ft,,78,82
293,3,3:36.0,,Defensive rebound by D. Gallinari,78,82
294,3,3:22.0,,W. Chandler makes 2-pt jump shot from 6 ft,78,84
295,3,3:04.0,J. Butler makes 2-pt layup from 2 ft,,80,84
296,3,2:43.0,,N. Jokić misses 2-pt jump shot from 21 ft,80,84
297,3,2:43.0,Defensive rebound by N. Mirotić,,80,84
298,3,2:33.0,J. Butler makes 2-pt jump shot from 10 ft,,82,84
299,3,2:18.0,Violation by D. Valentine (kicked ball),,82,84
300,3,2:07.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by J. Nelson),82,87
301,3,1:50.0,J. Butler misses 2-pt layup from 2 ft (block by N. Jokić),,82,87
302,3,1:49.0,,Defensive rebound by J. Murray,82,87
303,3,1:46.0,,Shooting foul by D. Valentine (drawn by J. Murray),82,87
304,3,1:46.0,,J. Murray makes free throw 1 of 2,82,88
305,3,1:46.0,B. Portis enters the game for R. Lopez,,82,88
306,3,1:46.0,,J. Hernangómez enters the game for D. Gallinari,82,88
307,3,1:46.0,,J. Murray makes free throw 2 of 2,82,89
308,3,1:30.0,I. Canaan makes 2-pt jump shot from 10 ft,,84,89
309,3,1:20.0,,Turnover by J. Nelson (traveling),84,89
310,3,1:01.0,N. Mirotić misses 2-pt layup from 2 ft,,84,89
311,3,1:00.0,,Defensive rebound by J. Nelson,84,89
312,3,0:57.0,,J. Murray makes 2-pt dunk at rim (assist by J. Nelson),84,91
313,3,0:45.0,J. Butler makes 2-pt jump shot from 8 ft,,86,91
314,3,0:35.0,,J. Nelson misses 3-pt jump shot from 26 ft,86,91
315,3,0:33.0,,Offensive rebound by Team,86,91
316,3,0:22.0,,Turnover by W. Chandler (bad pass; steal by I. Canaan),86,91
317,3,0:18.0,Shooting foul by J. Nelson (drawn by J. Butler),,86,91
318,3,0:18.0,J. Butler makes free throw 1 of 2,,87,91
319,3,0:18.0,J. Butler makes free throw 2 of 2,,88,91
320,3,0:02.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,88,91
321,3,0:00.0,Defensive rebound by N. Mirotić,,88,91
322,4,11:45.0,B. Portis misses 3-pt jump shot from 23 ft,,88,91
323,4,11:44.0,,Defensive rebound by J. Hernangómez,88,91
324,4,11:31.0,,J. Murray misses 2-pt jump shot from 10 ft,88,91
325,4,11:30.0,Defensive rebound by D. Wade,,88,91
326,4,11:22.0,D. Wade makes 2-pt jump shot from 17 ft,,90,91
327,4,11:06.0,,J. Nelson misses 3-pt jump shot from 26 ft,90,91
328,4,11:06.0,Defensive rebound by B. Portis,,90,91
329,4,10:56.0,Shooting foul by J. Hernangómez (drawn by N. Mirotić),,90,91
330,4,10:56.0,N. Mirotić misses free throw 1 of 3,,90,91
331,4,10:56.0,Offensive rebound by Team,,90,91
332,4,10:56.0,N. Mirotić makes free throw 2 of 3,,91,91
333,4,10:56.0,N. Mirotić misses free throw 3 of 3,,91,91
334,4,10:54.0,,Defensive rebound by W. Chandler,91,91
335,4,10:41.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Nelson),91,93
336,4,10:22.0,N. Mirotić misses 2-pt jump shot from 17 ft,,91,93
337,4,10:21.0,Offensive rebound by T. Gibson,,91,93
338,4,10:16.0,Turnover by N. Mirotić (bad pass; steal by N. Jokić),,91,93
339,4,9:59.0,,Turnover by J. Nelson (bad pass; steal by I. Canaan),91,93
340,4,9:50.0,I. Canaan misses 2-pt jump shot from 13 ft,,91,93
341,4,9:50.0,,Defensive rebound by N. Jokić,91,93
342,4,9:33.0,,J. Hernangómez misses 2-pt jump shot from 8 ft,91,93
343,4,9:32.0,Defensive rebound by T. Gibson,,91,93
344,4,9:25.0,D. Wade misses 2-pt layup from 3 ft (block by W. Chandler),,91,93
345,4,9:24.0,Offensive rebound by Team,,91,93
346,4,9:24.0,,J. Nurkić enters the game for N. Jokić,91,93
347,4,9:12.0,D. Wade makes 2-pt jump shot from 20 ft,,93,93
348,4,9:02.0,,Personal foul by T. Gibson (drawn by W. Chandler),93,93
349,4,9:02.0,R. Lopez enters the game for B. Portis,,93,93
350,4,8:54.0,,J. Hernangómez misses 2-pt dunk at rim (block by R. Lopez),93,93
351,4,8:53.0,Defensive rebound by Team,,93,93
352,4,8:53.0,Official timeout,,93,93
353,4,8:53.0,,D. Gallinari enters the game for J. Hernangómez,93,93
354,4,8:41.0,N. Mirotić misses 3-pt jump shot from 25 ft,,93,93
355,4,8:40.0,,Defensive rebound by D. Gallinari,93,93
356,4,8:19.0,,W. Chandler makes 2-pt jump shot from 6 ft,93,95
357,4,8:00.0,D. Wade misses 2-pt jump shot from 19 ft,,93,95
358,4,8:00.0,,Defensive rebound by J. Nurkić,93,95
359,4,7:51.0,,W. Chandler misses 2-pt jump shot from 20 ft,93,95
360,4,7:49.0,Defensive rebound by I. Canaan,,93,95
361,4,7:38.0,I. Canaan misses 3-pt jump shot from 23 ft,,93,95
362,4,7:37.0,,Defensive rebound by W. Chandler,93,95
363,4,7:33.0,Violation by I. Canaan (kicked ball),,93,95
364,4,7:33.0,J. Butler enters the game for N. Mirotić,,93,95
365,4,7:33.0,R. Rondo enters the game for I. Canaan,,93,95
366,4,7:25.0,,J. Nelson makes 2-pt layup from 2 ft,93,97
367,4,7:07.0,J. Butler misses 2-pt jump shot from 17 ft,,93,97
368,4,7:06.0,,Defensive rebound by J. Murray,93,97
369,4,6:55.0,,J. Murray misses 2-pt jump shot from 4 ft,93,97
370,4,6:54.0,Defensive rebound by R. Rondo,,93,97
371,4,6:45.0,D. Wade misses 3-pt jump shot from 25 ft,,93,97
372,4,6:44.0,,Defensive rebound by D. Gallinari,93,97
373,4,6:42.0,,J. Nurkić makes 2-pt dunk at rim (assist by J. Nelson),93,99
374,4,6:42.0,Chicago full timeout,,93,99
375,4,6:24.0,D. Wade misses 2-pt jump shot from 5 ft,,93,99
376,4,6:23.0,Offensive rebound by T. Gibson,,93,99
377,4,6:23.0,T. Gibson makes 2-pt layup at rim,,95,99
378,4,6:11.0,,W. Chandler misses 2-pt jump shot from 7 ft,95,99
379,4,6:09.0,Defensive rebound by T. Gibson,,95,99
380,4,6:00.0,Shooting foul by J. Murray (drawn by D. Wade),,95,99
381,4,6:00.0,D. Wade makes free throw 1 of 2,,96,99
382,4,6:00.0,D. Wade makes free throw 2 of 2,,97,99
