,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
30,1,7:19.0,B. Beal misses 3-pt jump shot from 25 ft,,14,12
31,1,7:18.0,,Defensive rebound by N. Vonleh,14,12
32,1,7:11.0,,Turnover by D. Lillard (bad pass; steal by O. Porter),14,12
33,1,7:05.0,J. Wall misses 2-pt layup from 2 ft (block by J. Nurkić),,14,12
34,1,7:04.0,Offensive rebound by O. Porter,,14,12
35,1,7:00.0,O. Porter misses 2-pt jump shot from 20 ft,,14,12
36,1,7:00.0,,Defensive rebound by N. Vonleh,14,12
37,1,6:48.0,,D. Lillard makes 2-pt layup from 1 ft,14,14
38,1,6:31.0,M. Morris makes 2-pt layup at rim (assist by J. Wall),,16,14
39,1,6:10.0,,M. Harkless makes 2-pt layup from 1 ft (assist by J. Nurkić),16,16
40,1,5:54.0,J. Wall misses 2-pt jump shot from 20 ft,,16,16
41,1,5:53.0,,Defensive rebound by N. Vonleh,16,16
42,1,5:40.0,,M. Harkless makes 2-pt dunk at rim,16,18
43,1,5:40.0,Washington full timeout,,16,18
44,1,5:40.0,K. Oubre enters the game for B. Beal,,16,18
45,1,5:40.0,,A. Crabbe enters the game for C. McCollum,16,18
46,1,5:27.0,Shooting foul by J. Nurkić (drawn by M. Gortat),,16,18
47,1,5:27.0,M. Gortat makes free throw 1 of 2,,17,18
48,1,5:27.0,M. Gortat misses free throw 2 of 2,,17,18
49,1,5:27.0,,M. Leonard enters the game for J. Nurkić,17,18
50,1,5:25.0,,Defensive rebound by N. Vonleh,17,18
51,1,5:09.0,,D. Lillard misses 3-pt jump shot from 24 ft,17,18
52,1,5:08.0,Defensive rebound by M. Morris,,17,18
53,1,5:01.0,J. Wall makes 2-pt jump shot from 18 ft,,19,18
54,1,4:40.0,,D. Lillard makes 3-pt jump shot from 28 ft,19,21
55,1,4:30.0,O. Porter misses 2-pt jump shot from 20 ft,,19,21
56,1,4:29.0,,Defensive rebound by A. Crabbe,19,21
57,1,4:19.0,,M. Leonard makes 2-pt jump shot from 15 ft (assist by D. Lillard),19,23
58,1,3:56.0,O. Porter makes 2-pt jump shot from 19 ft,,21,23
59,1,3:38.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by M. Leonard),21,26
60,1,3:23.0,Shooting foul by M. Leonard (drawn by M. Gortat),,21,26
61,1,3:23.0,M. Gortat makes free throw 1 of 2,,22,26
62,1,3:23.0,B. Bogdanović enters the game for M. Morris,,22,26
63,1,3:23.0,,A. Aminu enters the game for N. Vonleh,22,26
64,1,3:23.0,B. Jennings enters the game for O. Porter,,22,26
65,1,3:23.0,M. Gortat makes free throw 2 of 2,,23,26
66,1,3:10.0,,A. Crabbe makes 2-pt layup at rim (assist by D. Lillard),23,28
67,1,3:00.0,Shooting foul by M. Leonard (drawn by J. Wall),,23,28
68,1,3:00.0,J. Wall makes 2-pt layup from 2 ft,,25,28
69,1,3:00.0,,S. Napier enters the game for M. Harkless,25,28
70,1,3:00.0,I. Mahinmi enters the game for M. Gortat,,25,28
71,1,3:00.0,J. Wall makes free throw 1 of 1,,26,28
72,1,2:44.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Napier),26,31
73,1,2:32.0,Shooting foul by D. Lillard (drawn by J. Wall),,26,31
74,1,2:32.0,,Portland full timeout,26,31
75,1,2:32.0,J. Wall makes free throw 1 of 2,,27,31
76,1,2:32.0,,C. McCollum enters the game for D. Lillard,26,31
77,1,2:32.0,J. Wall misses free throw 2 of 2,,27,31
78,1,2:30.0,,Defensive rebound by M. Leonard,27,31
79,1,2:11.0,,Shooting foul by I. Mahinmi (drawn by A. Crabbe),27,31
80,1,2:11.0,,A. Crabbe makes free throw 1 of 2,27,32
81,1,2:11.0,,A. Crabbe misses free throw 2 of 2,27,32
82,1,2:11.0,J. Smith enters the game for J. Wall,,27,32
83,1,2:09.0,Defensive rebound by I. Mahinmi,,27,32
84,1,1:49.0,B. Jennings makes 2-pt jump shot from 13 ft,,29,32
85,1,1:38.0,,C. McCollum makes 2-pt jump shot from 20 ft,29,34
86,1,1:27.0,Shooting foul by S. Napier (drawn by B. Jennings),,29,34
87,1,1:27.0,B. Jennings makes free throw 1 of 2,,30,34
88,1,1:27.0,B. Jennings misses free throw 2 of 2,,30,34
89,1,1:24.0,,Defensive rebound by A. Aminu,30,34
90,1,1:09.0,,A. Crabbe misses 3-pt jump shot from 25 ft,30,34
91,1,1:08.0,Defensive rebound by B. Jennings,,30,34
92,1,0:54.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,30,34
93,1,0:54.0,,Defensive rebound by M. Leonard,30,34
94,1,0:31.0,,M. Leonard misses 2-pt jump shot from 16 ft,30,34
95,1,0:29.0,Defensive rebound by B. Bogdanović,,30,34
96,1,0:09.0,Turnover by B. Jennings (bad pass),,30,34
97,1,0:09.0,,D. Lillard enters the game for A. Aminu,30,34
98,1,0:06.0,,Personal take foul by K. Oubre,30,34
99,1,0:02.0,,M. Leonard makes 2-pt jump shot from 10 ft (assist by D. Lillard),30,36
100,2,11:51.0,Offensive foul by I. Mahinmi (drawn by M. Leonard),,30,36
101,2,11:51.0,Turnover by I. Mahinmi (offensive foul),,30,36
102,2,11:34.0,,C. McCollum makes 2-pt jump shot from 19 ft (assist by M. Leonard),30,38
103,2,11:22.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by B. Jennings),,32,38
104,2,11:00.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by A. Crabbe),32,40
105,2,10:47.0,Shooting foul by A. Crabbe (drawn by B. Bogdanović),,32,40
106,2,10:47.0,B. Bogdanović misses free throw 1 of 2,,32,40
107,2,10:47.0,Offensive rebound by Team,,32,40
108,2,10:47.0,B. Bogdanović makes free throw 2 of 2,,33,40
109,2,10:33.0,,A. Crabbe misses 2-pt jump shot from 23 ft,33,40
110,2,10:33.0,Defensive rebound by K. Oubre,,33,40
111,2,10:27.0,Turnover by B. Jennings (offensive foul),,33,40
112,2,10:27.0,Offensive foul by B. Jennings (drawn by S. Napier),,33,40
113,2,10:16.0,,Personal foul by B. Bogdanović,33,40
114,2,10:02.0,,C. McCollum makes 2-pt jump shot from 15 ft,33,42
115,2,9:47.0,I. Mahinmi misses 2-pt layup from 2 ft (block by A. Aminu),,33,42
116,2,9:46.0,,Defensive rebound by M. Leonard,33,42
117,2,9:34.0,,Personal foul by K. Oubre (drawn by S. Napier),33,42
118,2,9:27.0,,C. McCollum makes 3-pt jump shot from 24 ft,33,45
119,2,9:26.0,Washington full timeout,,33,45
120,2,9:26.0,M. Morris enters the game for J. Smith,,33,45
121,2,9:05.0,Turnover by I. Mahinmi (traveling),,33,45
122,2,8:45.0,,C. McCollum makes 3-pt jump shot from 24 ft,33,48
123,2,8:28.0,B. Jennings misses 2-pt jump shot from 4 ft,,33,48
124,2,8:28.0,,Defensive rebound by M. Leonard,33,48
125,2,8:07.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by S. Napier),33,50
126,2,7:57.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,33,50
127,2,7:56.0,,Defensive rebound by A. Aminu,33,50
128,2,7:49.0,,Turnover by S. Napier (bad pass),33,50
129,2,7:49.0,M. Gortat enters the game for I. Mahinmi,,33,50
130,2,7:49.0,J. Wall enters the game for B. Jennings,,33,50
131,2,7:40.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,33,50
132,2,7:37.0,Offensive rebound by M. Gortat,,33,50
133,2,7:31.0,Shooting foul by A. Aminu (drawn by M. Gortat),,33,50
134,2,7:31.0,M. Gortat misses free throw 1 of 2,,33,50
135,2,7:31.0,Offensive rebound by Team,,33,50
136,2,7:31.0,M. Gortat misses free throw 2 of 2,,33,50
137,2,7:31.0,,D. Lillard enters the game for S. Napier,33,50
138,2,7:31.0,,J. Nurkić enters the game for M. Leonard,33,50
139,2,7:31.0,O. Porter enters the game for K. Oubre,,33,50
140,2,7:29.0,Offensive rebound by M. Morris,,33,50
141,2,7:22.0,J. Wall makes 2-pt layup from 2 ft,,35,50
142,2,7:09.0,,Turnover by D. Lillard (bad pass; steal by M. Morris),35,50
143,2,7:05.0,J. Wall makes 2-pt dunk at rim (assist by M. Morris),,37,50
144,2,7:05.0,,Portland full timeout,37,50
145,2,7:05.0,,M. Harkless enters the game for C. McCollum,37,50
146,2,6:45.0,,D. Lillard misses 3-pt jump shot from 27 ft,37,50
147,2,6:45.0,Defensive rebound by M. Morris,,37,50
148,2,6:45.0,J. Wall makes 2-pt layup from 2 ft (assist by M. Morris),,39,50
149,2,6:45.0,Shooting foul by A. Crabbe (drawn by J. Wall),,39,50
150,2,6:45.0,J. Wall makes free throw 1 of 1,,40,50
151,2,6:25.0,,Shooting foul by M. Gortat (drawn by J. Nurkić),40,50
152,2,6:25.0,,J. Nurkić makes free throw 1 of 2,40,51
153,2,6:25.0,,J. Nurkić misses free throw 2 of 2,40,51
154,2,6:24.0,Defensive rebound by M. Morris,,40,51
155,2,6:08.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Nurkić),,40,51
156,2,6:07.0,,Defensive rebound by J. Nurkić,40,51
157,2,5:59.0,,A. Crabbe misses 3-pt jump shot from 24 ft,40,51
158,2,5:59.0,,Offensive rebound by Team,40,51
159,2,5:59.0,Loose ball foul by M. Gortat (drawn by J. Nurkić),,40,51
160,2,5:59.0,B. Beal enters the game for B. Bogdanović,,40,51
161,2,5:56.0,,D. Lillard misses 3-pt jump shot from 24 ft,40,51
162,2,5:54.0,Defensive rebound by M. Gortat,,40,51
163,2,5:39.0,Shooting foul by D. Lillard (drawn by J. Wall),,40,51
164,2,5:39.0,J. Wall makes free throw 1 of 2,,41,51
165,2,5:39.0,J. Wall misses free throw 2 of 2,,41,51
166,2,5:38.0,,Defensive rebound by A. Aminu,41,51
167,2,5:25.0,,M. Harkless makes 2-pt hook shot from 3 ft,41,53
168,2,5:08.0,M. Morris makes 2-pt layup from 2 ft (assist by O. Porter),,43,53
169,2,4:55.0,,Turnover by J. Nurkić (bad pass; steal by M. Morris),43,53
170,2,4:52.0,Shooting foul by J. Nurkić (drawn by J. Wall),,43,53
171,2,4:52.0,J. Wall makes free throw 1 of 2,,44,53
172,2,4:52.0,,M. Leonard enters the game for J. Nurkić,44,53
173,2,4:52.0,J. Wall makes free throw 2 of 2,,45,53
174,2,4:38.0,,D. Lillard makes 2-pt layup from 2 ft,45,55
175,2,4:23.0,O. Porter makes 2-pt jump shot from 4 ft (assist by J. Wall),,47,55
176,2,4:10.0,,Shooting foul by M. Gortat (drawn by D. Lillard),47,55
177,2,4:10.0,,D. Lillard misses free throw 1 of 2,47,55
178,2,4:10.0,,Offensive rebound by Team,47,55
179,2,4:10.0,J. Smith enters the game for M. Gortat,,47,55
180,2,4:10.0,,D. Lillard makes free throw 2 of 2,47,56
181,2,4:02.0,Personal foul by D. Lillard (drawn by J. Wall),,47,56
182,2,4:02.0,J. Wall makes free throw 1 of 2,,48,56
183,2,4:02.0,,C. McCollum enters the game for D. Lillard,48,56
184,2,4:02.0,J. Wall makes free throw 2 of 2,,49,56
185,2,3:38.0,,C. McCollum misses 2-pt jump shot from 3 ft (block by J. Smith),49,56
186,2,3:37.0,Defensive rebound by O. Porter,,49,56
187,2,3:34.0,Turnover by J. Wall (step out of bounds),,49,56
188,2,3:24.0,,C. McCollum misses 2-pt jump shot from 20 ft,49,56
189,2,3:23.0,Defensive rebound by O. Porter,,49,56
190,2,3:12.0,B. Beal misses 2-pt jump shot from 8 ft,,49,56
191,2,3:11.0,,Defensive rebound by A. Aminu,49,56
192,2,3:09.0,,Personal foul by O. Porter (drawn by A. Aminu),49,56
193,2,3:09.0,,A. Aminu makes free throw 1 of 2,49,57
194,2,3:09.0,,A. Aminu makes free throw 2 of 2,49,58
195,2,2:57.0,J. Smith misses 2-pt jump shot from 17 ft,,49,58
196,2,2:56.0,Offensive rebound by M. Morris,,49,58
197,2,2:56.0,M. Morris misses 2-pt layup from 1 ft,,49,58
198,2,2:55.0,,Defensive rebound by A. Aminu,49,58
199,2,2:39.0,,M. Harkless makes 2-pt layup from 2 ft (assist by M. Leonard),49,60
200,2,2:25.0,J. Wall misses 2-pt jump shot from 16 ft,,49,60
201,2,2:25.0,,Defensive rebound by A. Crabbe,49,60
202,2,2:06.0,,M. Harkless makes 2-pt jump shot from 6 ft,49,62
203,2,1:50.0,Turnover by J. Wall (bad pass; steal by M. Leonard),,49,62
204,2,1:44.0,,A. Aminu misses 2-pt layup from 2 ft,49,62
205,2,1:44.0,Defensive rebound by J. Wall,,49,62
206,2,1:32.0,O. Porter misses 3-pt jump shot from 24 ft,,49,62
207,2,1:32.0,,Defensive rebound by A. Crabbe,49,62
208,2,1:18.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by C. McCollum),49,65
209,2,1:16.0,Washington full timeout,,49,65
210,2,1:16.0,Official timeout,,49,65
211,2,1:03.0,O. Porter misses 3-pt jump shot from 24 ft,,49,65
212,2,1:02.0,,Defensive rebound by A. Aminu,49,65
213,2,0:42.0,,Personal foul by J. Smith,49,65
214,2,0:42.0,,C. McCollum makes free throw 1 of 2,49,66
215,2,0:42.0,,S. Napier enters the game for A. Crabbe,49,66
216,2,0:42.0,,C. McCollum makes free throw 2 of 2,49,67
217,2,0:24.0,M. Morris misses 2-pt jump shot from 16 ft,,49,67
218,2,0:23.0,,Defensive rebound by A. Aminu,49,67
219,2,0:22.0,,Portland full timeout,49,67
220,2,0:22.0,,D. Lillard enters the game for S. Napier,49,67
221,2,0:22.0,,A. Crabbe enters the game for A. Aminu,49,67
222,2,0:01.0,,C. McCollum makes 3-pt jump shot from 26 ft,49,70
223,2,0:00.0,B. Beal misses 3-pt jump shot from 48 ft,,49,70
224,2,0:00.0,Offensive rebound by Team,,49,70
225,3,11:45.0,M. Gortat makes 2-pt jump shot from 18 ft (assist by B. Beal),,51,70
226,3,11:27.0,,D. Lillard misses 3-pt jump shot from 26 ft,51,70
227,3,11:26.0,Defensive rebound by M. Gortat,,51,70
228,3,11:18.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,54,70
229,3,10:57.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Harkless),54,73
230,3,10:35.0,M. Morris misses 2-pt hook shot from 9 ft,,54,73
231,3,10:35.0,,Defensive rebound by J. Nurkić,54,73
232,3,10:22.0,,Personal foul by M. Morris,54,73
233,3,10:12.0,,C. McCollum makes 2-pt layup from 2 ft (assist by J. Nurkić),54,75
234,3,9:59.0,B. Beal makes 2-pt jump shot from 16 ft,,56,75
235,3,9:42.0,,D. Lillard makes 2-pt jump shot from 10 ft,56,77
236,3,9:22.0,B. Beal makes 2-pt jump shot from 22 ft,,58,77
237,3,9:17.0,,Offensive foul by N. Vonleh (drawn by M. Morris),58,77
238,3,9:17.0,,Turnover by N. Vonleh (offensive foul),58,77
239,3,9:06.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,61,77
240,3,8:49.0,,Shooting foul by O. Porter (drawn by M. Harkless),61,77
241,3,8:49.0,,M. Harkless misses free throw 1 of 2,61,77
242,3,8:49.0,,Offensive rebound by Team,61,77
243,3,8:49.0,,Turnover by J. Nurkić (lane violation.),61,77
244,3,8:35.0,B. Beal makes 2-pt jump shot from 16 ft (assist by M. Gortat),,63,77
245,3,8:35.0,Shooting foul by D. Lillard (drawn by B. Beal),,63,77
246,3,8:35.0,B. Beal makes free throw 1 of 1,,64,77
247,3,8:15.0,,Turnover by D. Lillard (bad pass),64,77
248,3,8:04.0,B. Beal misses 3-pt jump shot from 24 ft,,64,77
249,3,8:03.0,,Defensive rebound by D. Lillard,64,77
250,3,7:57.0,,D. Lillard misses 2-pt jump shot from 8 ft,64,77
251,3,7:56.0,,Offensive rebound by M. Harkless,64,77
252,3,7:56.0,,M. Harkless misses 2-pt layup from 2 ft,64,77
253,3,7:54.0,,Offensive rebound by M. Harkless,64,77
254,3,7:54.0,,M. Harkless makes 2-pt layup at rim,64,79
255,3,7:37.0,J. Wall misses 2-pt jump shot from 20 ft,,64,79
256,3,7:37.0,,Defensive rebound by N. Vonleh,64,79
257,3,7:32.0,,Turnover by D. Lillard (lost ball),64,79
258,3,7:25.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,67,79
259,3,7:24.0,,Portland full timeout,67,79
260,3,7:05.0,,D. Lillard makes 2-pt layup at rim,67,81
261,3,7:05.0,,Shooting foul by M. Morris (drawn by D. Lillard),67,81
262,3,7:05.0,,D. Lillard makes free throw 1 of 1,67,82
263,3,6:48.0,M. Morris misses 2-pt layup from 2 ft,,67,82
264,3,6:48.0,,Defensive rebound by J. Nurkić,67,82
265,3,6:43.0,Offensive charge foul by J. Nurkić (drawn by O. Porter),,67,82
266,3,6:43.0,,Turnover by J. Nurkić (offensive foul),67,82
267,3,6:43.0,,Violation by Team (jump ball),67,82
268,3,6:27.0,M. Gortat misses 2-pt jump shot from 5 ft (block by N. Vonleh),,67,82
269,3,6:26.0,Offensive rebound by M. Gortat,,67,82
270,3,6:19.0,Turnover by Team (shot clock),,67,82
271,3,6:19.0,,A. Crabbe enters the game for D. Lillard,67,82
272,3,6:19.0,,M. Leonard enters the game for J. Nurkić,67,82
273,3,5:59.0,,M. Harkless misses 3-pt jump shot from 25 ft,67,82
274,3,5:59.0,Defensive rebound by M. Gortat,,67,82
275,3,5:46.0,J. Wall makes 2-pt jump shot from 9 ft,,69,82
276,3,5:27.0,,C. McCollum misses 2-pt jump shot from 8 ft,69,82
277,3,5:27.0,Defensive rebound by O. Porter,,69,82
278,3,5:18.0,B. Beal makes 3-pt jump shot from 24 ft,,72,82
279,3,4:51.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),72,85
280,3,4:27.0,M. Gortat makes 2-pt layup from 2 ft (assist by B. Beal),,74,85
281,3,4:10.0,,C. McCollum makes 2-pt jump shot from 6 ft,74,87
282,3,3:58.0,Turnover by B. Beal (lost ball; steal by M. Leonard),,74,87
283,3,3:45.0,,M. Harkless misses 2-pt hook shot from 4 ft,74,87
284,3,3:45.0,Defensive rebound by M. Gortat,,74,87
285,3,3:34.0,J. Wall makes 2-pt layup from 1 ft,,76,87
286,3,3:12.0,,C. McCollum misses 3-pt jump shot from 23 ft,76,87
287,3,3:11.0,,Offensive rebound by N. Vonleh,76,87
288,3,3:11.0,,N. Vonleh misses 2-pt dunk at rim,76,87
289,3,3:10.0,Defensive rebound by M. Morris,,76,87
290,3,2:50.0,J. Wall misses 2-pt jump shot from 20 ft,,76,87
291,3,2:50.0,,Defensive rebound by M. Leonard,76,87
292,3,2:30.0,,C. McCollum misses 2-pt layup from 3 ft,76,87
293,3,2:30.0,Defensive rebound by B. Beal,,76,87
294,3,2:24.0,O. Porter makes 2-pt layup from 2 ft (assist by J. Wall),,78,87
295,3,2:10.0,,A. Crabbe misses 2-pt layup from 2 ft (block by M. Morris),78,87
296,3,2:10.0,,Offensive rebound by Team,78,87
297,3,2:10.0,Washington full timeout,,78,87
298,3,2:10.0,B. Jennings enters the game for B. Beal,,78,87
299,3,2:10.0,,S. Napier enters the game for M. Harkless,78,87
300,3,2:10.0,,A. Aminu enters the game for N. Vonleh,78,87
301,3,2:10.0,B. Bogdanović enters the game for M. Morris,,78,87
302,3,2:03.0,,M. Leonard makes 2-pt jump shot from 17 ft,78,89
303,3,1:51.0,O. Porter makes 2-pt jump shot from 12 ft (assist by J. Wall),,80,89
304,3,1:26.0,,C. McCollum makes 2-pt layup at rim,80,91
305,3,1:01.0,M. Gortat makes 2-pt jump shot from 9 ft,,82,91
306,3,0:46.0,,A. Crabbe misses 2-pt jump shot from 20 ft,82,91
307,3,0:45.0,Defensive rebound by M. Gortat,,82,91
308,3,0:31.0,B. Jennings misses 3-pt jump shot from 24 ft,,82,91
309,3,0:31.0,,Defensive rebound by Team,82,91
310,3,0:22.0,,C. McCollum misses 3-pt jump shot from 25 ft,82,91
311,3,0:21.0,Defensive rebound by M. Gortat,,82,91
312,4,11:38.0,,D. Lillard misses 2-pt layup from 2 ft,82,91
313,4,11:37.0,Defensive rebound by I. Mahinmi,,82,91
314,4,11:15.0,B. Bogdanović misses 2-pt hook shot from 9 ft,,82,91
315,4,11:13.0,,Defensive rebound by M. Leonard,82,91
316,4,10:55.0,,S. Napier misses 2-pt jump shot from 18 ft,82,91
317,4,10:55.0,Defensive rebound by O. Porter,,82,91
318,4,10:43.0,B. Jennings misses 2-pt jump shot from 14 ft,,82,91
319,4,10:43.0,,Defensive rebound by D. Lillard,82,91
320,4,10:37.0,,D. Lillard makes 2-pt jump shot from 6 ft,82,93
321,4,10:16.0,O. Porter makes 2-pt jump shot from 20 ft,,84,93
322,4,9:53.0,,Personal foul by O. Porter (drawn by M. Leonard),84,93
323,4,9:53.0,M. Morris enters the game for O. Porter,,84,93
324,4,9:42.0,,Turnover by M. Leonard (traveling),84,93
325,4,9:23.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by M. Morris),,86,93
326,4,9:02.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Napier),86,96
327,4,8:41.0,Turnover by B. Bogdanović (lost ball; steal by A. Aminu),,86,96
328,4,8:26.0,,D. Lillard misses 2-pt layup from 2 ft,86,96
329,4,8:26.0,Defensive rebound by I. Mahinmi,,86,96
330,4,8:18.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by B. Jennings),,89,96
331,4,8:18.0,,Portland full timeout,89,96
332,4,8:18.0,,J. Nurkić enters the game for M. Leonard,89,96
333,4,8:18.0,,M. Harkless enters the game for S. Napier,89,96
334,4,7:59.0,,D. Lillard makes 2-pt jump shot from 11 ft (assist by M. Harkless),89,98
335,4,7:39.0,M. Morris makes 2-pt jump shot from 21 ft,,91,98
336,4,7:29.0,,C. McCollum enters the game for A. Crabbe,91,98
337,4,7:22.0,,D. Lillard misses 2-pt jump shot from 21 ft,91,98
338,4,7:22.0,Defensive rebound by B. Bogdanović,,91,98
339,4,7:13.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by B. Jennings),,94,98
340,4,6:51.0,,C. McCollum misses 3-pt jump shot from 25 ft,94,98
341,4,6:50.0,Defensive rebound by M. Morris,,94,98
342,4,6:36.0,M. Morris makes 2-pt jump shot from 6 ft (assist by B. Jennings),,96,98
343,4,6:36.0,Shooting foul by J. Nurkić (drawn by M. Morris),,96,98
344,4,6:36.0,M. Morris makes free throw 1 of 1,,97,98
345,4,6:12.0,,A. Aminu misses 3-pt jump shot from 25 ft,97,98
346,4,6:12.0,,Offensive rebound by J. Nurkić,97,98
347,4,6:12.0,,J. Nurkić misses 2-pt layup from 1 ft,97,98
348,4,6:12.0,,Offensive rebound by Team,97,98
349,4,6:12.0,,Turnover by Team (shot clock),97,98
350,4,5:56.0,M. Morris misses 2-pt jump shot from 10 ft,,97,98
351,4,5:56.0,,Defensive rebound by J. Nurkić,97,98
352,4,5:45.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),97,101
353,4,5:43.0,Washington full timeout,,97,101
354,4,5:43.0,J. Wall enters the game for B. Jennings,,97,101
355,4,5:43.0,B. Beal enters the game for T. Satoranský,,97,101
356,4,5:36.0,Turnover by J. Wall (bad pass),,97,101
357,4,5:22.0,,Turnover by J. Nurkić (bad pass; steal by B. Beal),97,101
358,4,5:18.0,B. Beal misses 2-pt layup from 1 ft,,97,101
359,4,5:17.0,,Defensive rebound by A. Aminu,97,101
360,4,5:12.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by A. Aminu),97,104
361,4,4:44.0,J. Wall misses 3-pt jump shot from 29 ft,,97,104
362,4,4:44.0,Offensive rebound by Team,,97,104
363,4,4:44.0,Turnover by Team (shot clock),,97,104
364,4,4:29.0,,Personal foul by B. Beal,97,104
365,4,4:29.0,M. Gortat enters the game for I. Mahinmi,,97,104
366,4,4:29.0,O. Porter enters the game for B. Bogdanović,,97,104
367,4,4:22.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),97,106
368,4,3:59.0,J. Wall makes 3-pt jump shot from 28 ft (assist by B. Beal),,100,106
369,4,3:44.0,,D. Lillard misses 3-pt jump shot from 26 ft,100,106
370,4,3:42.0,Defensive rebound by M. Morris,,100,106
371,4,3:39.0,Shooting block foul by D. Lillard (drawn by J. Wall),,100,106
372,4,3:39.0,J. Wall makes free throw 1 of 2,,101,106
373,4,3:39.0,J. Wall makes free throw 2 of 2,,102,106
374,4,3:26.0,,C. McCollum misses 2-pt jump shot from 4 ft,102,106
375,4,3:25.0,,Offensive rebound by J. Nurkić,102,106
376,4,3:25.0,,J. Nurkić misses 2-pt layup from 1 ft,102,106
377,4,3:24.0,Defensive rebound by J. Wall,,102,106
378,4,3:17.0,J. Wall misses 2-pt layup from 2 ft,,102,106
379,4,3:15.0,Offensive rebound by M. Morris,,102,106
380,4,3:15.0,M. Morris misses 2-pt layup from 1 ft,,102,106
381,4,3:15.0,Offensive rebound by O. Porter,,102,106
382,4,3:15.0,O. Porter misses 2-pt layup at rim,,102,106
383,4,3:11.0,,Defensive rebound by M. Harkless,102,106
384,4,2:57.0,,A. Aminu misses 2-pt layup from 1 ft,102,106
385,4,2:56.0,,Offensive rebound by M. Harkless,102,106
