,QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
25,1,9:02.0,,D. Collison misses 2-pt jump shot from 18 ft,6,0
26,1,9:02.0,Defensive rebound by S. Mack,,6,0
27,1,8:54.0,R. Hood makes 3-pt jump shot from 25 ft,,9,0
28,1,8:47.0,,Sacramento full timeout,9,0
29,1,8:47.0,D. Exum enters the game for S. Mack,,9,0
30,1,8:29.0,,B. Hield misses 3-pt jump shot from 27 ft,9,0
31,1,8:29.0,Defensive rebound by R. Hood,,9,0
32,1,8:18.0,B. Diaw makes 2-pt layup from 2 ft (assist by R. Hood),,11,0
33,1,7:52.0,,T. Evans misses 2-pt jump shot from 19 ft,11,0
34,1,7:51.0,Defensive rebound by G. Hayward,,11,0
35,1,7:36.0,G. Hayward misses 3-pt jump shot from 25 ft,,11,0
36,1,7:35.0,,Defensive rebound by W. Cauley-Stein,11,0
37,1,7:28.0,,T. Evans makes 2-pt layup from 2 ft,11,2
38,1,7:06.0,B. Diaw misses 3-pt jump shot from 25 ft,,11,2
39,1,7:05.0,Offensive rebound by R. Gobert,,11,2
40,1,6:44.0,D. Exum misses 2-pt jump shot from 6 ft,,11,2
41,1,6:43.0,Offensive rebound by R. Gobert,,11,2
42,1,6:42.0,R. Gobert makes 2-pt dunk at rim,,13,2
43,1,6:24.0,,S. Labissière makes 2-pt dunk at rim (assist by T. Evans),13,4
44,1,6:07.0,D. Exum misses 3-pt jump shot from 25 ft,,13,4
45,1,6:06.0,,Defensive rebound by D. Collison,13,4
46,1,5:59.0,,Shooting foul by D. Exum (drawn by D. Collison),13,4
47,1,5:59.0,,D. Collison makes free throw 1 of 2,13,5
48,1,5:59.0,J. Ingles enters the game for B. Diaw,,13,5
49,1,5:59.0,J. Johnson enters the game for R. Hood,,13,5
50,1,5:59.0,,G. Papagiannis enters the game for S. Labissière,13,5
51,1,5:59.0,,D. Collison makes free throw 2 of 2,13,6
52,1,5:44.0,Turnover by G. Hayward (bad pass; steal by B. Hield),,13,6
53,1,5:43.0,,Personal foul by J. Johnson (drawn by B. Hield),13,6
54,1,5:33.0,,D. Collison makes 2-pt jump shot from 21 ft,13,8
55,1,5:18.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Ingles),,16,8
56,1,5:07.0,,Turnover by D. Collison (bad pass),16,8
57,1,5:07.0,S. Mack enters the game for D. Exum,,16,8
58,1,4:54.0,J. Ingles makes 2-pt layup from 1 ft,,18,8
59,1,4:30.0,,D. Collison makes 2-pt layup from 4 ft,18,10
60,1,4:05.0,J. Johnson makes 2-pt jump shot from 20 ft,,20,10
61,1,3:47.0,,Turnover by W. Cauley-Stein (lost ball; steal by J. Johnson),20,10
62,1,3:41.0,J. Ingles makes 2-pt layup from 3 ft (assist by G. Hayward),,22,10
63,1,3:30.0,,G. Papagiannis misses 2-pt jump shot from 16 ft,22,10
64,1,3:29.0,Defensive rebound by R. Gobert,,22,10
65,1,3:20.0,Shooting foul by T. Evans (drawn by R. Gobert),,22,10
66,1,3:20.0,R. Gobert makes free throw 1 of 2,,23,10
67,1,3:20.0,R. Gobert misses free throw 2 of 2,,23,10
68,1,3:20.0,,B. McLemore enters the game for B. Hield,23,10
69,1,3:19.0,,Defensive rebound by W. Cauley-Stein,23,10
70,1,3:03.0,,D. Collison makes 2-pt jump shot from 19 ft,23,12
71,1,2:51.0,S. Mack makes 3-pt jump shot from 24 ft (assist by G. Hayward),,26,12
72,1,2:30.0,,T. Evans misses 2-pt jump shot from 7 ft,26,12
73,1,2:30.0,Defensive rebound by Team,,26,12
74,1,2:30.0,Utah full timeout,,26,12
75,1,2:30.0,J. Withey enters the game for R. Gobert,,26,12
76,1,2:30.0,,T. Lawson enters the game for D. Collison,26,12
77,1,2:06.0,J. Johnson misses 3-pt jump shot from 26 ft,,26,12
78,1,2:05.0,,Defensive rebound by T. Evans,26,12
79,1,1:42.0,,G. Papagiannis makes 2-pt jump shot from 14 ft (assist by B. McLemore),26,14
80,1,1:29.0,Shooting foul by B. McLemore (drawn by G. Hayward),,26,14
81,1,1:29.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by J. Johnson),,29,14
82,1,1:29.0,G. Hayward makes free throw 1 of 1,,30,14
83,1,1:15.0,,T. Evans misses 3-pt jump shot from 26 ft,30,14
84,1,1:15.0,Defensive rebound by J. Withey,,30,14
85,1,1:05.0,Personal foul by B. McLemore (drawn by S. Mack),,30,14
86,1,1:05.0,S. Mack makes free throw 1 of 2,,31,14
87,1,1:05.0,,A. Tolliver enters the game for W. Cauley-Stein,31,14
88,1,1:05.0,A. Burks enters the game for G. Hayward,,31,14
89,1,1:05.0,S. Mack makes free throw 2 of 2,,32,14
90,1,0:45.0,,Turnover by T. Evans (bad pass; steal by J. Withey),32,14
91,1,0:37.0,J. Withey makes 2-pt layup from 1 ft (assist by J. Ingles),,34,14
92,1,0:29.0,,Turnover by T. Lawson (bad pass; steal by J. Ingles),34,14
93,1,0:04.0,S. Mack misses 3-pt jump shot from 25 ft,,34,14
94,1,0:03.0,,Defensive rebound by G. Papagiannis,34,14
95,1,0:00.0,,T. Evans misses 3-pt jump shot from 49 ft,34,14
96,1,0:00.0,,Offensive rebound by Team,34,14
97,2,11:44.0,,T. Lawson misses 3-pt jump shot from 25 ft,34,14
98,2,11:43.0,Defensive rebound by J. Withey,,34,14
99,2,11:27.0,J. Ingles makes 3-pt jump shot from 25 ft,,37,14
100,2,11:13.0,,B. McLemore makes 2-pt jump shot from 19 ft (assist by G. Papagiannis),37,16
101,2,10:47.0,J. Johnson makes 2-pt jump shot from 14 ft,,39,16
102,2,10:28.0,,A. Tolliver misses 2-pt jump shot from 13 ft,39,16
103,2,10:27.0,Defensive rebound by S. Mack,,39,16
104,2,10:16.0,J. Johnson misses 3-pt jump shot from 25 ft,,39,16
105,2,10:16.0,,Defensive rebound by B. McLemore,39,16
106,2,10:10.0,,Personal foul by J. Withey (drawn by G. Papagiannis),39,16
107,2,10:10.0,,S. Labissière enters the game for G. Papagiannis,39,16
108,2,10:10.0,R. Hood enters the game for S. Mack,,39,16
109,2,10:10.0,D. Exum enters the game for J. Ingles,,39,16
110,2,9:54.0,,A. Tolliver misses 2-pt jump shot from 7 ft (block by J. Johnson),39,16
111,2,9:54.0,Defensive rebound by J. Johnson,,39,16
112,2,9:36.0,A. Burks misses 2-pt layup from 3 ft,,39,16
113,2,9:36.0,,Defensive rebound by B. McLemore,39,16
114,2,9:31.0,,B. McLemore makes 2-pt layup from 3 ft,39,18
115,2,9:31.0,,Shooting foul by J. Withey (drawn by B. McLemore),39,18
116,2,9:31.0,T. Lyles enters the game for J. Johnson,,39,18
117,2,9:31.0,,B. McLemore makes free throw 1 of 1,39,19
118,2,9:19.0,Offensive foul by J. Withey (drawn by B. McLemore),,39,19
119,2,9:19.0,Turnover by J. Withey (offensive foul),,39,19
120,2,9:19.0,R. Gobert enters the game for J. Withey,,39,19
121,2,9:07.0,,L. Galloway misses 3-pt jump shot from 25 ft,39,19
122,2,9:07.0,Defensive rebound by R. Gobert,,39,19
123,2,8:45.0,T. Lyles misses 3-pt jump shot from 23 ft,,39,19
124,2,8:44.0,Offensive rebound by R. Gobert,,39,19
125,2,8:44.0,R. Gobert misses 2-pt layup from 2 ft,,39,19
126,2,8:44.0,Offensive rebound by Team,,39,19
127,2,8:44.0,Shooting foul by S. Labissière (drawn by R. Gobert),,39,19
128,2,8:44.0,Official timeout,,39,19
129,2,8:44.0,R. Gobert makes free throw 1 of 2,,40,19
130,2,8:44.0,R. Gobert makes free throw 2 of 2,,41,19
131,2,8:33.0,,S. Labissière misses 2-pt jump shot from 18 ft,41,19
132,2,8:33.0,Defensive rebound by A. Burks,,41,19
133,2,8:15.0,R. Hood makes 2-pt layup from 3 ft,,43,19
134,2,8:05.0,,B. McLemore makes 2-pt jump shot from 9 ft,43,21
135,2,7:46.0,A. Burks misses 2-pt jump shot from 19 ft,,43,21
136,2,7:45.0,,Defensive rebound by S. Labissière,43,21
137,2,7:31.0,,L. Galloway misses 2-pt jump shot from 19 ft,43,21
138,2,7:31.0,,Offensive rebound by Team,43,21
139,2,7:31.0,G. Hayward enters the game for A. Burks,,43,21
140,2,7:18.0,,T. Lawson makes 2-pt jump shot from 13 ft,43,23
141,2,6:56.0,R. Hood makes 3-pt jump shot from 25 ft,,46,23
142,2,6:50.0,,T. Lawson makes 2-pt jump shot from 18 ft,46,25
143,2,6:50.0,,Shooting foul by D. Exum (drawn by T. Lawson),46,25
144,2,6:50.0,J. Johnson enters the game for T. Lyles,,46,25
145,2,6:50.0,,T. Lawson makes free throw 1 of 1,46,26
146,2,6:31.0,D. Exum misses 3-pt jump shot from 25 ft,,46,26
147,2,6:31.0,,Defensive rebound by L. Galloway,46,26
148,2,6:19.0,,B. McLemore makes 2-pt dunk at rim,46,28
149,2,6:02.0,Turnover by D. Exum (bad pass),,46,28
150,2,6:02.0,,W. Cauley-Stein enters the game for S. Labissière,46,28
151,2,5:51.0,,B. McLemore makes 2-pt jump shot from 20 ft,46,30
152,2,5:30.0,R. Hood misses 2-pt jump shot from 20 ft,,46,30
153,2,5:30.0,,Defensive rebound by T. Lawson,46,30
154,2,5:16.0,,B. McLemore makes 3-pt jump shot from 28 ft (assist by A. Tolliver),46,33
155,2,5:16.0,,Shooting foul by G. Hayward (drawn by B. McLemore),46,33
156,2,5:16.0,,Sacramento full timeout,46,33
157,2,5:16.0,S. Mack enters the game for D. Exum,,46,33
158,2,5:16.0,,B. McLemore makes free throw 1 of 1,46,34
159,2,4:55.0,Turnover by G. Hayward (lost ball; steal by T. Lawson),,46,34
160,2,4:49.0,,Turnover by B. McLemore (lost ball; steal by R. Hood),46,34
161,2,4:42.0,G. Hayward misses 2-pt layup from 2 ft,,46,34
162,2,4:41.0,,Defensive rebound by W. Cauley-Stein,46,34
163,2,4:38.0,,Personal foul by S. Mack (drawn by T. Lawson),46,34
164,2,4:38.0,,T. Lawson makes free throw 1 of 2,46,35
165,2,4:38.0,,T. Lawson misses free throw 2 of 2,46,35
166,2,4:36.0,Defensive rebound by J. Johnson,,46,35
167,2,4:20.0,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),,48,35
168,2,4:03.0,,A. Tolliver misses 3-pt jump shot from 25 ft,48,35
169,2,4:02.0,Defensive rebound by G. Hayward,,48,35
170,2,3:45.0,R. Hood misses 2-pt jump shot from 12 ft,,48,35
171,2,3:43.0,,Defensive rebound by A. Tolliver,48,35
172,2,3:37.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by T. Lawson),48,37
173,2,3:23.0,G. Hayward misses 2-pt jump shot from 9 ft,,48,37
174,2,3:21.0,,Defensive rebound by B. McLemore,48,37
175,2,3:13.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by A. Tolliver),48,39
176,2,3:13.0,Utah full timeout,,48,39
177,2,3:13.0,J. Ingles enters the game for R. Hood,,48,39
178,2,3:13.0,,D. Collison enters the game for T. Lawson,48,39
179,2,3:13.0,,T. Evans enters the game for L. Galloway,48,39
180,2,2:49.0,J. Johnson misses 3-pt jump shot from 28 ft,,48,39
181,2,2:49.0,,Defensive rebound by W. Cauley-Stein,48,39
182,2,2:34.0,,B. McLemore misses 3-pt jump shot from 26 ft,48,39
183,2,2:33.0,Defensive rebound by J. Ingles,,48,39
184,2,2:18.0,Turnover by G. Hayward (lost ball; steal by W. Cauley-Stein),,48,39
185,2,2:11.0,,B. McLemore makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),48,41
186,2,1:53.0,J. Ingles misses 3-pt jump shot from 26 ft,,48,41
187,2,1:53.0,,Defensive rebound by T. Evans,48,41
188,2,1:44.0,,Turnover by T. Evans (bad pass),48,41
189,2,1:44.0,,S. Labissière enters the game for B. McLemore,48,41
190,2,1:44.0,,B. Hield enters the game for A. Tolliver,48,41
191,2,1:23.0,G. Hayward makes 2-pt jump shot from 15 ft (assist by J. Johnson),,50,41
192,2,0:58.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,50,41
193,2,0:56.0,Defensive rebound by G. Hayward,,50,41
194,2,0:43.0,J. Johnson misses 3-pt jump shot from 23 ft,,50,41
195,2,0:43.0,,Defensive rebound by B. Hield,50,41
196,2,0:31.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by S. Labissière),50,43
197,2,0:10.0,G. Hayward misses 3-pt jump shot from 28 ft,,50,43
198,2,0:10.0,,Defensive rebound by Team,50,43
199,2,0:02.0,,D. Collison misses 2-pt jump shot from 15 ft,50,43
200,2,0:01.0,Defensive rebound by G. Hayward,,50,43
201,3,11:38.0,,W. Cauley-Stein misses 2-pt hook shot from 6 ft,50,43
202,3,11:37.0,Defensive rebound by D. Exum,,50,43
203,3,11:28.0,Personal foul by T. Evans (drawn by G. Hayward),,50,43
204,3,11:19.0,Turnover by G. Hayward (bad pass; steal by T. Evans),,50,43
205,3,11:04.0,,S. Labissière makes 2-pt jump shot from 17 ft,50,45
206,3,10:50.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by R. Hood),,53,45
207,3,10:30.0,,W. Cauley-Stein misses 2-pt jump shot from 12 ft,53,45
208,3,10:29.0,Defensive rebound by D. Exum,,53,45
209,3,10:15.0,D. Exum misses 3-pt jump shot from 25 ft,,53,45
210,3,10:15.0,,Defensive rebound by W. Cauley-Stein,53,45
211,3,9:55.0,Violation by R. Gobert (def goaltending),,53,45
212,3,9:55.0,,T. Evans makes 2-pt hook shot from 5 ft,53,47
213,3,9:43.0,G. Hayward makes 2-pt jump shot from 21 ft (assist by D. Exum),,55,47
214,3,9:24.0,,S. Labissière makes 2-pt jump shot from 8 ft,55,49
215,3,9:03.0,D. Exum misses 3-pt jump shot from 24 ft,,55,49
216,3,9:02.0,,Defensive rebound by W. Cauley-Stein,55,49
217,3,8:53.0,,S. Labissière misses 2-pt jump shot from 11 ft,55,49
218,3,8:52.0,Defensive rebound by R. Gobert,,55,49
219,3,8:43.0,G. Hayward misses 2-pt jump shot from 11 ft (block by S. Labissière),,55,49
220,3,8:42.0,Offensive rebound by G. Hayward,,55,49
221,3,8:35.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hayward),,58,49
222,3,8:23.0,,Shooting foul by R. Hood (drawn by W. Cauley-Stein),58,49
223,3,8:23.0,,W. Cauley-Stein makes free throw 1 of 2,58,50
224,3,8:23.0,,W. Cauley-Stein misses free throw 2 of 2,58,50
225,3,8:23.0,J. Ingles enters the game for R. Hood,,58,50
226,3,8:22.0,Defensive rebound by R. Gobert,,58,50
227,3,8:02.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,60,50
228,3,7:48.0,,B. Hield makes 2-pt layup from 3 ft,60,52
229,3,7:38.0,Personal foul by T. Evans (drawn by G. Hayward),,60,52
230,3,7:27.0,R. Gobert misses 2-pt hook shot from 9 ft,,60,52
231,3,7:26.0,,Defensive rebound by D. Collison,60,52
232,3,7:18.0,,D. Collison makes 2-pt jump shot from 17 ft,60,54
233,3,6:54.0,B. Diaw misses 2-pt jump shot from 18 ft,,60,54
234,3,6:53.0,,Defensive rebound by S. Labissière,60,54
235,3,6:45.0,,T. Evans misses 2-pt jump shot from 20 ft,60,54
236,3,6:43.0,,Offensive rebound by Team,60,54
237,3,6:43.0,S. Mack enters the game for D. Exum,,60,54
238,3,6:21.0,,B. Hield misses 2-pt jump shot from 12 ft,60,54
239,3,6:21.0,Defensive rebound by R. Gobert,,60,54
240,3,6:01.0,Turnover by J. Ingles (bad pass; steal by T. Evans),,60,54
241,3,5:59.0,,D. Collison misses 2-pt layup from 2 ft (block by B. Diaw),60,54
242,3,5:57.0,,Offensive rebound by T. Evans,60,54
243,3,5:55.0,,T. Evans makes 2-pt layup from 2 ft,60,56
244,3,5:55.0,Utah full timeout,,60,56
245,3,5:55.0,J. Johnson enters the game for B. Diaw,,60,56
246,3,5:35.0,Turnover by J. Johnson (lost ball),,60,56
247,3,5:24.0,,Shooting foul by S. Mack (drawn by D. Collison),60,56
248,3,5:24.0,,D. Collison makes free throw 1 of 2,60,57
249,3,5:24.0,,D. Collison makes free throw 2 of 2,60,58
250,3,5:06.0,J. Johnson misses 2-pt hook shot from 8 ft,,60,58
251,3,5:05.0,,Defensive rebound by S. Labissière,60,58
252,3,4:54.0,,B. Hield misses 3-pt jump shot from 25 ft,60,58
253,3,4:53.0,Defensive rebound by R. Gobert,,60,58
254,3,4:36.0,S. Mack makes 2-pt jump shot from 17 ft,,62,58
255,3,4:18.0,,W. Cauley-Stein makes 2-pt hook shot from 11 ft (assist by D. Collison),62,60
256,3,3:54.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hayward),,65,60
257,3,3:39.0,,Turnover by D. Collison (bad pass; steal by J. Johnson),65,60
258,3,3:34.0,G. Hayward makes 2-pt dunk at rim (assist by J. Johnson),,67,60
259,3,3:14.0,,T. Evans makes 3-pt jump shot from 26 ft,67,63
260,3,2:53.0,J. Ingles misses 2-pt jump shot from 7 ft,,67,63
261,3,2:52.0,Offensive rebound by R. Gobert,,67,63
262,3,2:52.0,R. Gobert misses 2-pt layup from 1 ft,,67,63
263,3,2:51.0,,Defensive rebound by S. Labissière,67,63
264,3,2:42.0,,T. Evans misses 3-pt jump shot from 26 ft,67,63
265,3,2:42.0,,Offensive rebound by S. Labissière,67,63
266,3,2:41.0,,Sacramento full timeout,67,63
267,3,2:41.0,,G. Papagiannis enters the game for W. Cauley-Stein,67,63
268,3,2:41.0,,T. Lawson enters the game for D. Collison,67,63
269,3,2:32.0,R. Hood enters the game for G. Hayward,,67,63
270,3,2:32.0,,B. Hield misses 2-pt jump shot from 12 ft,67,63
271,3,2:32.0,Defensive rebound by Team,,67,63
272,3,2:32.0,,Loose ball foul by S. Labissière (drawn by J. Johnson),67,63
273,3,2:20.0,Shooting foul by G. Papagiannis (drawn by R. Gobert),,67,63
274,3,2:20.0,R. Gobert makes free throw 1 of 2,,68,63
275,3,2:20.0,R. Gobert misses free throw 2 of 2,,68,63
276,3,2:20.0,,B. McLemore enters the game for T. Evans,68,63
277,3,2:17.0,,Defensive rebound by B. Hield,68,63
278,3,2:03.0,,B. McLemore makes 2-pt jump shot from 17 ft,68,65
279,3,1:40.0,J. Johnson misses 2-pt jump shot from 19 ft,,68,65
280,3,1:39.0,Offensive rebound by Team,,68,65
281,3,1:39.0,J. Withey enters the game for R. Gobert,,68,65
282,3,1:27.0,S. Mack makes 2-pt jump shot from 13 ft,,70,65
283,3,1:13.0,,G. Papagiannis misses 2-pt hook shot from 10 ft,70,65
284,3,1:12.0,Defensive rebound by J. Johnson,,70,65
285,3,1:01.0,J. Withey makes 2-pt layup from 3 ft (assist by J. Ingles),,72,65
286,3,1:01.0,Shooting foul by S. Labissière (drawn by J. Withey),,72,65
287,3,1:01.0,,L. Galloway enters the game for S. Labissière,72,65
288,3,1:01.0,,A. Tolliver enters the game for B. Hield,72,65
289,3,1:01.0,J. Withey makes free throw 1 of 1,,73,65
290,3,0:52.0,,Personal foul by S. Mack (drawn by G. Papagiannis),73,65
291,3,0:40.0,,Turnover by T. Lawson (bad pass; steal by J. Ingles),73,65
292,3,0:31.0,Personal foul by G. Papagiannis (drawn by J. Ingles),,73,65
293,3,0:31.0,J. Ingles makes free throw 1 of 2,,74,65
294,3,0:31.0,J. Ingles makes free throw 2 of 2,,75,65
295,3,0:21.0,,G. Papagiannis makes 2-pt jump shot from 11 ft (assist by T. Lawson),75,67
296,3,0:03.0,R. Hood makes 3-pt jump shot from 22 ft (assist by J. Ingles),,78,67
297,3,0:02.0,,Turnover by L. Galloway (bad pass; steal by S. Mack),78,67
298,4,11:36.0,S. Mack makes 2-pt layup from 4 ft,,80,67
299,4,11:19.0,,G. Papagiannis makes 2-pt dunk at rim (assist by T. Lawson),80,69
300,4,11:08.0,D. Exum enters the game for S. Mack,,80,69
301,4,10:58.0,J. Johnson makes 3-pt jump shot from 25 ft,,83,69
302,4,10:51.0,,Turnover by T. Lawson (bad pass; steal by R. Hood),83,69
303,4,10:50.0,Personal foul by G. Papagiannis (drawn by R. Hood),,83,69
304,4,10:34.0,J. Johnson makes 2-pt layup from 1 ft,,85,69
305,4,10:34.0,,Sacramento full timeout,85,69
306,4,10:11.0,,B. McLemore misses 3-pt jump shot from 26 ft,85,69
307,4,10:10.0,Defensive rebound by J. Withey,,85,69
308,4,9:56.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Withey),,88,69
309,4,9:48.0,,Personal foul by D. Exum (drawn by A. Tolliver),88,69
310,4,9:48.0,B. Diaw enters the game for J. Johnson,,88,69
311,4,9:48.0,,S. Labissière enters the game for A. Tolliver,88,69
312,4,9:40.0,,T. Lawson makes 2-pt layup from 2 ft (assist by S. Labissière),88,71
313,4,9:21.0,D. Exum misses 3-pt jump shot from 23 ft,,88,71
314,4,9:20.0,,Defensive rebound by S. Labissière,88,71
315,4,9:16.0,,Turnover by B. McLemore (traveling),88,71
316,4,9:03.0,Shooting foul by B. McLemore (drawn by R. Hood),,88,71
317,4,9:03.0,R. Hood misses free throw 1 of 2,,88,71
318,4,9:03.0,Offensive rebound by Team,,88,71
319,4,9:03.0,R. Hood makes free throw 2 of 2,,89,71
320,4,8:41.0,,G. Papagiannis makes 2-pt hook shot from 7 ft,89,73
321,4,8:21.0,J. Withey makes 2-pt dunk at rim,,91,73
322,4,8:11.0,,T. Lawson makes 2-pt jump shot from 10 ft,91,75
323,4,8:11.0,,Shooting foul by D. Exum (drawn by T. Lawson),91,75
324,4,8:11.0,G. Hayward enters the game for J. Ingles,,91,75
325,4,8:11.0,R. Gobert enters the game for J. Withey,,91,75
326,4,8:11.0,,B. Hield enters the game for L. Galloway,91,75
327,4,8:11.0,,T. Lawson makes free throw 1 of 1,91,76
328,4,7:56.0,B. Diaw makes 2-pt layup from 3 ft (assist by D. Exum),,93,76
329,4,7:45.0,,B. McLemore misses 3-pt jump shot from 24 ft,93,76
330,4,7:44.0,Defensive rebound by R. Gobert,,93,76
331,4,7:38.0,Turnover by G. Hayward (bad pass),,93,76
332,4,7:31.0,,Personal foul by R. Hood (drawn by B. Hield),93,76
333,4,7:31.0,S. Mack enters the game for D. Exum,,93,76
334,4,7:26.0,,S. Labissière misses 2-pt jump shot from 6 ft,93,76
335,4,7:25.0,Defensive rebound by Team,,93,76
336,4,7:14.0,Personal foul by B. McLemore (drawn by G. Hayward),,93,76
337,4,7:14.0,J. Ingles enters the game for R. Hood,,93,76
338,4,7:08.0,S. Mack makes 2-pt layup from 4 ft,,95,76
339,4,7:08.0,Shooting foul by T. Lawson (drawn by S. Mack),,95,76
340,4,7:08.0,S. Mack makes free throw 1 of 1,,96,76
341,4,6:47.0,,S. Labissière makes 2-pt jump shot from 18 ft (assist by B. Hield),96,78
342,4,6:31.0,J. Ingles misses 3-pt jump shot from 25 ft,,96,78
343,4,6:31.0,,Defensive rebound by G. Papagiannis,96,78
344,4,6:17.0,,G. Papagiannis misses 2-pt hook shot from 9 ft,96,78
345,4,6:17.0,Defensive rebound by S. Mack,,96,78
346,4,5:58.0,B. Diaw makes 2-pt layup from 2 ft,,98,78
347,4,5:47.0,,Shooting foul by R. Gobert (drawn by S. Labissière),98,78
348,4,5:47.0,Official timeout,,98,78
349,4,5:47.0,,S. Labissière makes free throw 1 of 2,98,79
350,4,5:47.0,,W. Cauley-Stein enters the game for G. Papagiannis,98,78
351,4,5:47.0,,L. Galloway enters the game for T. Lawson,98,78
352,4,5:47.0,,S. Labissière misses free throw 2 of 2,98,79
353,4,5:46.0,Defensive rebound by R. Gobert,,98,79
354,4,5:26.0,B. Diaw makes 2-pt jump shot from 9 ft,,100,79
355,4,5:03.0,,S. Labissière misses 2-pt hook shot from 7 ft,100,79
356,4,5:02.0,Defensive rebound by R. Gobert,,100,79
357,4,4:48.0,R. Gobert makes 2-pt dunk at rim (assist by B. Diaw),,102,79
358,4,4:48.0,Shooting foul by S. Labissière (drawn by R. Gobert),,102,79
359,4,4:48.0,R. Gobert makes free throw 1 of 1,,103,79
360,4,4:35.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by J. Ingles),103,79
361,4,4:35.0,Defensive rebound by R. Gobert,,103,79
362,4,4:20.0,S. Mack misses 3-pt jump shot from 25 ft,,103,79
363,4,4:19.0,Offensive rebound by B. Diaw,,103,79
364,4,4:03.0,G. Hayward makes 2-pt jump shot from 13 ft,,105,79
365,4,3:48.0,,L. Galloway misses 2-pt jump shot from 21 ft,105,79
366,4,3:48.0,Defensive rebound by B. Diaw,,105,79
367,4,3:33.0,G. Hayward makes 2-pt jump shot from 9 ft,,107,79
368,4,3:15.0,,B. Hield misses 3-pt jump shot from 24 ft,107,79
369,4,3:14.0,Defensive rebound by J. Ingles,,107,79
370,4,3:08.0,Utah full timeout,,107,79
371,4,3:08.0,A. Burks enters the game for G. Hayward,,107,79
372,4,3:08.0,J. Withey enters the game for B. Diaw,,107,79
373,4,3:08.0,T. Lyles enters the game for R. Gobert,,107,79
374,4,3:08.0,D. Exum enters the game for J. Ingles,,107,79
375,4,3:08.0,,G. Papagiannis enters the game for W. Cauley-Stein,107,79
376,4,2:52.0,S. Mack misses 3-pt jump shot from 25 ft,,107,79
377,4,2:52.0,Offensive rebound by D. Exum,,107,79
378,4,2:39.0,T. Lyles misses 2-pt jump shot from 12 ft,,107,79
379,4,2:38.0,,Defensive rebound by G. Papagiannis,107,79
380,4,2:22.0,,Turnover by B. Hield (bad pass; steal by A. Burks),107,79
381,4,2:05.0,Turnover by A. Burks (bad pass; steal by S. Labissière),,107,79
382,4,2:01.0,,Shooting foul by A. Burks (drawn by S. Labissière),107,79
383,4,2:01.0,,Sacramento full timeout,107,79
384,4,2:01.0,,S. Labissière misses free throw 1 of 2,107,79
385,4,2:01.0,,Offensive rebound by Team,107,79
