,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
105,2,10:24.0,D. Harris makes free throw 2 of 2,,38,41
106,2,10:02.0,,Shooting foul by S. Mejri (drawn by B. Bogdanović),38,41
107,2,10:02.0,,B. Bogdanović makes free throw 1 of 2,38,42
108,2,10:02.0,,B. Bogdanović makes free throw 2 of 2,38,43
109,2,9:38.0,D. Harris misses 2-pt layup from 3 ft (block by I. Mahinmi),,38,43
110,2,9:37.0,,Defensive rebound by B. Jennings,38,43
111,2,9:30.0,,J. Smith misses 2-pt jump shot from 19 ft,38,43
112,2,9:29.0,Defensive rebound by S. Mejri,,38,43
113,2,9:16.0,N. Brussino misses 3-pt jump shot from 28 ft,,38,43
114,2,9:15.0,,Defensive rebound by J. Smith,38,43
115,2,9:07.0,,B. Jennings misses 3-pt jump shot from 27 ft,38,43
116,2,9:06.0,Defensive rebound by N. Brussino,,38,43
117,2,8:58.0,Official timeout,,38,43
118,2,8:58.0,H. Barnes enters the game for D. Nowitzki,,38,43
119,2,8:47.0,H. Barnes misses 2-pt jump shot from 14 ft,,38,43
120,2,8:46.0,,Defensive rebound by B. Bogdanović,38,43
121,2,8:35.0,,B. Bogdanović makes 3-pt jump shot from 31 ft (assist by J. Smith),38,46
122,2,8:22.0,S. Mejri misses 2-pt layup from 2 ft,,38,46
123,2,8:21.0,Offensive rebound by S. Mejri,,38,46
124,2,8:21.0,Shooting foul by B. Bogdanović (drawn by S. Mejri),,38,46
125,2,8:21.0,S. Mejri makes free throw 1 of 2,,39,46
126,2,8:21.0,S. Mejri misses free throw 2 of 2,,39,46
127,2,8:21.0,Y. Ferrell enters the game for D. Harris,,39,46
128,2,8:21.0,D. Finney-Smith enters the game for N. Brussino,,39,46
129,2,8:20.0,,Defensive rebound by I. Mahinmi,39,46
130,2,7:57.0,,B. Bogdanović misses 3-pt jump shot from 31 ft,39,46
131,2,7:56.0,Defensive rebound by S. Mejri,,39,46
132,2,7:44.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),,42,46
133,2,7:30.0,,Turnover by B. Bogdanović (bad pass),42,46
134,2,7:30.0,,B. Beal enters the game for T. Satoranský,42,46
135,2,7:30.0,,M. Morris enters the game for J. Smith,42,46
136,2,7:12.0,S. Curry makes 2-pt jump shot from 10 ft,,44,46
137,2,6:57.0,,I. Mahinmi makes 2-pt layup from 3 ft (assist by B. Jennings),44,48
138,2,6:48.0,Personal foul by B. Jennings (drawn by Y. Ferrell),,44,48
139,2,6:40.0,S. Curry misses 3-pt jump shot from 25 ft,,44,48
140,2,6:40.0,,Defensive rebound by B. Jennings,44,48
141,2,6:32.0,,B. Jennings misses 3-pt jump shot from 24 ft,44,48
142,2,6:31.0,Defensive rebound by H. Barnes,,44,48
143,2,6:26.0,Turnover by Y. Ferrell (bad pass),,44,48
144,2,6:26.0,Violation by Team (delay of game),,44,48
145,2,6:26.0,,Washington full timeout,44,48
146,2,6:26.0,,M. Gortat enters the game for I. Mahinmi,44,48
147,2,6:26.0,,J. Wall enters the game for B. Jennings,44,48
148,2,6:26.0,N. Noel enters the game for S. Mejri,,44,48
149,2,6:08.0,,Personal foul by D. Finney-Smith (drawn by B. Bogdanović),44,48
150,2,6:02.0,,M. Gortat misses 2-pt jump shot from 7 ft,44,48
151,2,6:01.0,Defensive rebound by D. Finney-Smith,,44,48
152,2,5:39.0,N. Noel misses 2-pt jump shot from 18 ft,,44,48
153,2,5:38.0,,Defensive rebound by M. Gortat,44,48
154,2,5:21.0,,Offensive foul by M. Morris (drawn by S. Curry),44,48
155,2,5:21.0,,Turnover by M. Morris (offensive foul),44,48
156,2,5:21.0,,O. Porter enters the game for B. Bogdanović,44,48
157,2,4:59.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,44,48
158,2,4:59.0,,Defensive rebound by O. Porter,44,48
159,2,4:46.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by O. Porter),44,50
160,2,4:37.0,Dallas full timeout,,44,50
161,2,4:35.0,D. Nowitzki enters the game for D. Finney-Smith,,44,50
162,2,4:35.0,J. Barea enters the game for Y. Ferrell,,44,50
163,2,4:27.0,H. Barnes misses 2-pt jump shot from 11 ft,,44,50
164,2,4:26.0,,Defensive rebound by M. Gortat,44,50
165,2,4:15.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),44,52
166,2,3:50.0,Personal foul by M. Gortat (drawn by D. Nowitzki),,44,52
167,2,3:50.0,D. Nowitzki makes free throw 1 of 2,,45,52
168,2,3:50.0,D. Nowitzki makes free throw 2 of 2,,46,52
169,2,3:34.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),46,55
170,2,3:08.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Nowitzki),,48,55
171,2,3:00.0,,M. Morris misses 2-pt jump shot from 17 ft,48,55
172,2,2:59.0,Defensive rebound by N. Noel,,48,55
173,2,2:43.0,S. Curry makes 3-pt jump shot from 29 ft (assist by J. Barea),,51,55
174,2,2:29.0,,Personal foul by S. Curry (drawn by B. Beal),51,55
175,2,2:17.0,,J. Wall misses 2-pt jump shot from 18 ft,51,55
176,2,2:16.0,Defensive rebound by Team,,51,55
177,2,1:57.0,N. Noel misses 2-pt jump shot from 18 ft,,51,55
178,2,1:56.0,,Defensive rebound by M. Morris,51,55
179,2,1:50.0,,J. Wall misses 2-pt layup from 2 ft (block by N. Noel),51,55
180,2,1:48.0,Defensive rebound by J. Barea,,51,55
181,2,1:42.0,J. Barea misses 3-pt jump shot from 26 ft,,51,55
182,2,1:41.0,,Defensive rebound by M. Gortat,51,55
183,2,1:37.0,,Washington full timeout,51,55
184,2,1:36.0,,B. Jennings enters the game for J. Wall,51,55
185,2,1:27.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by B. Beal),51,57
186,2,1:14.0,Personal foul by M. Morris (drawn by D. Nowitzki),,51,57
187,2,1:14.0,D. Nowitzki misses free throw 1 of 2,,51,57
188,2,1:14.0,Offensive rebound by Team,,51,57
189,2,1:14.0,D. Nowitzki misses free throw 2 of 2,,51,57
190,2,1:14.0,,J. Smith enters the game for M. Morris,51,57
191,2,1:13.0,,Defensive rebound by M. Gortat,51,57
192,2,0:56.0,,B. Beal misses 3-pt jump shot from 27 ft,51,57
193,2,0:55.0,Defensive rebound by H. Barnes,,51,57
194,2,0:39.0,D. Nowitzki misses 3-pt jump shot from 30 ft,,51,57
195,2,0:39.0,,Defensive rebound by J. Smith,51,57
196,2,0:28.0,,O. Porter misses 2-pt jump shot from 18 ft,51,57
197,2,0:27.0,Defensive rebound by D. Nowitzki,,51,57
198,2,0:03.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by J. Barea),,53,57
199,2,0:01.0,,B. Beal misses 3-pt jump shot from 42 ft,53,57
200,2,0:00.0,,Offensive rebound by Team,53,57
201,3,11:36.0,H. Barnes makes 2-pt jump shot from 5 ft,,55,57
202,3,11:18.0,,O. Porter misses 3-pt jump shot from 27 ft,55,57
203,3,11:18.0,Defensive rebound by D. Finney-Smith,,55,57
204,3,11:03.0,D. Finney-Smith misses 2-pt jump shot from 18 ft,,55,57
205,3,11:02.0,,Defensive rebound by M. Morris,55,57
206,3,10:42.0,,J. Wall misses 3-pt jump shot from 26 ft,55,57
207,3,10:42.0,,Offensive rebound by Team,55,57
208,3,10:42.0,Loose ball foul by S. Curry (drawn by O. Porter),,55,57
209,3,10:36.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by O. Porter),55,59
210,3,10:23.0,Personal foul by M. Morris (drawn by H. Barnes),,55,59
211,3,10:11.0,H. Barnes misses 2-pt jump shot from 10 ft,,55,59
212,3,10:10.0,,Defensive rebound by O. Porter,55,59
213,3,10:03.0,,M. Gortat misses 2-pt jump shot from 5 ft (block by D. Nowitzki),55,59
214,3,10:02.0,Defensive rebound by D. Finney-Smith,,55,59
215,3,9:48.0,Turnover by D. Nowitzki (lost ball; steal by J. Wall),,55,59
216,3,9:44.0,,J. Wall makes 2-pt dunk at rim,55,61
217,3,9:23.0,H. Barnes makes 2-pt layup from 1 ft (assist by Y. Ferrell),,57,61
218,3,8:58.0,,O. Porter makes 2-pt jump shot from 23 ft (assist by J. Wall),57,63
219,3,8:33.0,Turnover by D. Finney-Smith (traveling),,57,63
220,3,8:24.0,,Personal foul by S. Curry (drawn by O. Porter),57,63
221,3,8:24.0,D. Harris enters the game for S. Curry,,57,63
222,3,8:24.0,J. Barea enters the game for Y. Ferrell,,57,63
223,3,8:19.0,,M. Morris misses 3-pt jump shot from 25 ft,57,63
224,3,8:18.0,Defensive rebound by D. Finney-Smith,,57,63
225,3,8:01.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,57,63
226,3,8:00.0,,Defensive rebound by B. Beal,57,63
227,3,7:53.0,,J. Wall misses 3-pt jump shot from 28 ft,57,63
228,3,7:52.0,Defensive rebound by D. Finney-Smith,,57,63
229,3,7:29.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,57,63
230,3,7:28.0,,Defensive rebound by M. Gortat,57,63
231,3,7:23.0,,B. Beal misses 3-pt jump shot from 26 ft,57,63
232,3,7:22.0,,Offensive rebound by M. Gortat,57,63
233,3,7:12.0,,J. Wall makes 2-pt jump shot from 21 ft (assist by O. Porter),57,65
234,3,6:54.0,D. Harris makes 3-pt jump shot from 26 ft (assist by H. Barnes),,60,65
235,3,6:38.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),60,67
236,3,6:15.0,Personal foul by O. Porter (drawn by H. Barnes),,60,67
237,3,6:08.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,60,67
238,3,6:07.0,,Defensive rebound by O. Porter,60,67
239,3,5:58.0,,Personal foul by J. Barea,60,67
240,3,5:58.0,,Washington full timeout,60,67
241,3,5:53.0,,B. Beal misses 3-pt jump shot from 26 ft,60,67
242,3,5:52.0,Defensive rebound by D. Harris,,60,67
243,3,5:44.0,Offensive foul by D. Harris (drawn by M. Gortat),,60,67
244,3,5:44.0,Turnover by D. Harris (offensive foul),,60,67
245,3,5:35.0,,Shooting foul by D. Finney-Smith (drawn by J. Wall),60,67
246,3,5:35.0,,J. Wall makes free throw 1 of 2,60,68
247,3,5:35.0,,J. Wall makes free throw 2 of 2,60,69
248,3,5:21.0,H. Barnes makes 2-pt dunk at rim (assist by J. Barea),,62,69
249,3,5:01.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by B. Beal),62,71
250,3,4:50.0,J. Barea misses 3-pt jump shot from 27 ft,,62,71
251,3,4:49.0,,Defensive rebound by O. Porter,62,71
252,3,4:33.0,,J. Wall misses 2-pt jump shot from 15 ft,62,71
253,3,4:32.0,Defensive rebound by H. Barnes,,62,71
254,3,4:20.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,62,71
255,3,4:19.0,,Defensive rebound by M. Morris,62,71
256,3,4:15.0,,Turnover by B. Beal (lost ball),62,71
257,3,4:15.0,Dallas full timeout,,62,71
258,3,4:15.0,N. Noel enters the game for D. Nowitzki,,62,71
259,3,4:15.0,N. Brussino enters the game for D. Finney-Smith,,62,71
260,3,4:05.0,D. Harris misses 2-pt jump shot from 5 ft,,62,71
261,3,4:04.0,,Defensive rebound by M. Gortat,62,71
262,3,3:59.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),62,74
263,3,3:47.0,H. Barnes makes 2-pt jump shot from 13 ft (assist by J. Barea),,64,74
264,3,3:35.0,,B. Beal misses 3-pt jump shot from 25 ft,64,74
265,3,3:34.0,Defensive rebound by N. Brussino,,64,74
266,3,3:25.0,J. Barea makes 2-pt jump shot from 13 ft,,66,74
267,3,2:57.0,,B. Beal makes 2-pt jump shot from 11 ft (assist by J. Wall),66,76
268,3,2:45.0,N. Noel makes 2-pt jump shot from 3 ft (assist by J. Barea),,68,76
269,3,2:29.0,,Offensive foul by M. Gortat (drawn by D. Harris),68,76
270,3,2:29.0,,Turnover by M. Gortat (offensive foul),68,76
271,3,2:29.0,,B. Jennings enters the game for B. Beal,68,76
272,3,2:29.0,,I. Mahinmi enters the game for M. Morris,68,76
273,3,2:29.0,,B. Bogdanović enters the game for M. Gortat,68,76
274,3,2:16.0,N. Noel misses 2-pt jump shot from 11 ft,,68,76
275,3,2:15.0,,Defensive rebound by B. Bogdanović,68,76
276,3,1:58.0,,J. Wall misses 2-pt layup from 2 ft,68,76
277,3,1:57.0,Defensive rebound by H. Barnes,,68,76
278,3,1:48.0,J. Barea misses 3-pt jump shot from 29 ft,,68,76
279,3,1:48.0,,Defensive rebound by O. Porter,68,76
280,3,1:40.0,,B. Jennings makes 3-pt jump shot from 24 ft (assist by O. Porter),68,79
281,3,1:38.0,Dallas full timeout,,68,79
282,3,1:38.0,S. Curry enters the game for J. Barea,,68,79
283,3,1:38.0,Y. Ferrell enters the game for D. Harris,,68,79
284,3,1:23.0,Personal foul by I. Mahinmi (drawn by Y. Ferrell),,68,79
285,3,1:12.0,H. Barnes makes 2-pt jump shot from 12 ft,,70,79
286,3,1:00.0,,Personal foul by N. Brussino (drawn by B. Bogdanović),70,79
287,3,1:00.0,,B. Bogdanović makes free throw 1 of 2,70,80
288,3,1:00.0,,B. Bogdanović misses free throw 2 of 2,70,80
289,3,0:59.0,Defensive rebound by H. Barnes,,70,80
290,3,0:43.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,70,80
291,3,0:42.0,,Defensive rebound by O. Porter,70,80
292,3,0:35.0,,I. Mahinmi misses 2-pt layup from 1 ft,70,80
293,3,0:34.0,Defensive rebound by N. Brussino,,70,80
294,3,0:15.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by N. Noel),,73,80
295,3,0:00.0,,J. Wall misses 2-pt jump shot from 21 ft,73,80
296,3,0:00.0,,Offensive rebound by Team,73,80
297,4,11:50.0,,Turnover by B. Bogdanović (traveling),73,80
298,4,11:33.0,Shooting foul by I. Mahinmi (drawn by S. Curry),,73,80
299,4,11:33.0,S. Curry makes free throw 1 of 2,,74,80
300,4,11:33.0,S. Curry makes free throw 2 of 2,,75,80
301,4,11:12.0,,T. Satoranský makes 2-pt jump shot from 11 ft,75,82
302,4,11:01.0,S. Curry makes 3-pt jump shot from 28 ft,,78,82
303,4,10:44.0,,Turnover by B. Bogdanović (bad pass; steal by N. Brussino),78,82
304,4,10:32.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,81,82
305,4,10:30.0,,Washington full timeout,81,82
306,4,10:30.0,,B. Beal enters the game for T. Satoranský,81,82
307,4,10:14.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by B. Beal),81,84
308,4,10:05.0,Turnover by S. Curry (palming),,81,84
309,4,9:47.0,,I. Mahinmi misses 2-pt jump shot from 6 ft,81,84
310,4,9:46.0,Defensive rebound by D. Nowitzki,,81,84
311,4,9:37.0,S. Curry misses 3-pt jump shot from 29 ft,,81,84
312,4,9:36.0,Offensive rebound by N. Brussino,,81,84
313,4,9:26.0,Y. Ferrell makes 3-pt jump shot from 27 ft,,84,84
314,4,9:07.0,,B. Beal misses 3-pt jump shot from 25 ft,84,84
315,4,9:06.0,Defensive rebound by Y. Ferrell,,84,84
316,4,8:46.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,84,84
317,4,8:45.0,,Defensive rebound by O. Porter,84,84
318,4,8:34.0,,B. Beal makes 3-pt jump shot from 26 ft,84,87
319,4,8:33.0,Dallas full timeout,,84,87
320,4,8:33.0,,M. Morris enters the game for O. Porter,84,87
321,4,8:33.0,H. Barnes enters the game for N. Noel,,84,87
322,4,8:11.0,Y. Ferrell misses 2-pt layup from 1 ft,,84,87
323,4,8:10.0,,Defensive rebound by M. Morris,84,87
324,4,8:08.0,,Turnover by M. Morris (bad pass; steal by S. Curry),84,87
325,4,8:03.0,S. Curry makes 3-pt jump shot from 23 ft,,87,87
326,4,7:37.0,,Turnover by B. Beal (bad pass; steal by S. Curry),87,87
327,4,7:37.0,Personal foul by M. Morris (drawn by S. Curry),,87,87
328,4,7:37.0,,J. Wall enters the game for B. Jennings,87,87
329,4,7:25.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by S. Curry),,89,87
330,4,7:12.0,,Personal foul by S. Curry (drawn by B. Beal),89,87
331,4,7:03.0,,B. Beal misses 2-pt jump shot from 21 ft,89,87
332,4,7:02.0,Defensive rebound by N. Brussino,,89,87
333,4,6:58.0,Personal foul by I. Mahinmi (drawn by D. Nowitzki),,89,87
334,4,6:46.0,D. Nowitzki misses 3-pt jump shot from 28 ft,,89,87
335,4,6:46.0,,Defensive rebound by B. Bogdanović,89,87
336,4,6:40.0,,Turnover by J. Wall (lost ball; steal by N. Brussino),89,87
337,4,6:31.0,S. Curry misses 3-pt jump shot from 28 ft,,89,87
338,4,6:30.0,,Defensive rebound by I. Mahinmi,89,87
339,4,6:19.0,,J. Wall misses 2-pt jump shot from 18 ft,89,87
340,4,6:18.0,Defensive rebound by H. Barnes,,89,87
341,4,5:59.0,N. Brussino makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,92,87
342,4,5:58.0,,Washington full timeout,92,87
343,4,5:58.0,D. Harris enters the game for S. Curry,,92,87
344,4,5:58.0,N. Noel enters the game for D. Nowitzki,,92,87
345,4,5:58.0,,O. Porter enters the game for I. Mahinmi,92,87
346,4,5:58.0,,M. Gortat enters the game for B. Bogdanović,92,87
347,4,5:50.0,,Shooting foul by N. Noel (drawn by M. Gortat),92,87
348,4,5:50.0,,M. Gortat misses free throw 1 of 2,92,87
349,4,5:50.0,,Offensive rebound by Team,92,87
350,4,5:50.0,,M. Gortat misses free throw 2 of 2,92,87
351,4,5:49.0,Defensive rebound by N. Brussino,,92,87
352,4,5:31.0,N. Brussino makes 3-pt jump shot from 28 ft (assist by Y. Ferrell),,95,87
353,4,5:11.0,,M. Gortat misses 2-pt jump shot from 6 ft,95,87
354,4,5:10.0,Defensive rebound by H. Barnes,,95,87
355,4,4:48.0,H. Barnes misses 3-pt jump shot from 26 ft,,95,87
356,4,4:47.0,Offensive rebound by N. Noel,,95,87
357,4,4:46.0,N. Noel makes 2-pt dunk at rim,,97,87
358,4,4:46.0,,Washington full timeout,97,87
359,4,4:46.0,,B. Bogdanović enters the game for M. Gortat,97,87
360,4,4:34.0,,Turnover by J. Wall (bad pass; steal by D. Harris),97,87
361,4,4:13.0,Turnover by H. Barnes (lost ball; steal by J. Wall),,97,87
362,4,4:09.0,,Personal foul by Y. Ferrell (drawn by J. Wall),97,87
363,4,4:01.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by B. Beal),97,90
364,4,3:36.0,Turnover by H. Barnes (bad pass; steal by J. Wall),,97,90
365,4,3:34.0,,Personal foul by H. Barnes (drawn by J. Wall),97,90
366,4,3:34.0,S. Curry enters the game for D. Harris,,97,90
367,4,3:34.0,D. Nowitzki enters the game for N. Noel,,97,90
368,4,3:28.0,,Turnover by J. Wall (traveling),97,90
369,4,3:08.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,97,90
370,4,3:07.0,Offensive rebound by N. Brussino,,97,90
371,4,3:05.0,N. Brussino makes 2-pt layup from 2 ft,,99,90
372,4,2:50.0,,Personal foul by S. Curry (drawn by M. Morris),99,90
373,4,2:50.0,,M. Morris misses free throw 1 of 2,99,90
374,4,2:50.0,,Offensive rebound by Team,99,90
375,4,2:50.0,,M. Morris makes free throw 2 of 2,99,91
376,4,2:28.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,99,91
377,4,2:28.0,,Defensive rebound by O. Porter,99,91
378,4,2:20.0,,J. Wall makes 2-pt layup from 1 ft,99,93
379,4,2:01.0,D. Nowitzki makes 2-pt jump shot from 3 ft,,101,93
380,4,1:57.0,,J. Wall makes 2-pt layup from 2 ft,101,95
381,4,1:33.0,D. Nowitzki makes 3-pt jump shot from 30 ft (assist by H. Barnes),,104,95
