,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
104,1,0:00.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,30,29
105,1,0:00.0,Offensive rebound by Team,,30,29
106,2,11:46.0,,L. Stephenson misses 3-pt jump shot from 25 ft,30,29
107,2,11:45.0,Defensive rebound by A. Len,,30,29
108,2,11:31.0,L. Barbosa misses 2-pt layup from 1 ft (block by Ö. Aşık),,30,29
109,2,11:29.0,,Defensive rebound by Ö. Aşık,30,29
110,2,11:25.0,,Shooting foul by A. Len (drawn by T. Jones),30,29
111,2,11:25.0,,T. Jones misses free throw 1 of 2,30,29
112,2,11:25.0,,Offensive rebound by Team,30,29
113,2,11:25.0,,T. Jones misses free throw 2 of 2,30,29
114,2,11:25.0,Defensive rebound by M. Chriss,,30,29
115,2,11:25.0,T. Chandler enters the game for A. Len,,30,29
116,2,11:15.0,B. Knight makes 2-pt jump shot from 9 ft,,32,29
117,2,10:56.0,,Ö. Aşık misses 2-pt jump shot from 5 ft,32,29
118,2,10:55.0,Defensive rebound by P. Tucker,,32,29
119,2,10:49.0,B. Knight misses 3-pt jump shot from 25 ft,,32,29
120,2,10:49.0,,Defensive rebound by Team,32,29
121,2,10:25.0,,L. Stephenson misses 2-pt jump shot from 11 ft,32,29
122,2,10:25.0,Defensive rebound by Team,,32,29
123,2,10:25.0,,Loose ball foul by Ö. Aşık (drawn by P. Tucker),32,29
124,2,10:25.0,Turnover by M. Chriss (bad pass; steal by T. Jones),,32,29
125,2,10:22.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by T. Jones),32,32
126,2,10:22.0,Phoenix full timeout,,32,32
127,2,10:07.0,L. Barbosa makes 2-pt layup from 2 ft (assist by M. Chriss),,34,32
128,2,9:51.0,,B. Hield misses 3-pt jump shot from 25 ft,34,32
129,2,9:49.0,,Offensive rebound by T. Jones,34,32
130,2,9:43.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by L. Stephenson),34,35
131,2,9:32.0,Turnover by B. Knight (bad pass),,34,35
132,2,9:20.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by B. Hield),34,38
133,2,9:03.0,T. Chandler makes 2-pt layup from 2 ft (assist by L. Barbosa),,36,38
134,2,8:50.0,,L. Stephenson makes 2-pt jump shot from 21 ft (assist by T. Jones),36,40
135,2,8:38.0,B. Knight misses 2-pt layup from 2 ft,,36,40
136,2,8:38.0,,Defensive rebound by T. Jones,36,40
137,2,8:35.0,,Turnover by T. Jones (bad pass; steal by M. Chriss),36,40
138,2,8:26.0,M. Chriss makes 2-pt layup from 2 ft,,38,40
139,2,8:09.0,,B. Hield makes 2-pt jump shot from 13 ft (assist by Ö. Aşık),38,42
140,2,7:52.0,L. Barbosa misses 2-pt layup from 2 ft,,38,42
141,2,7:52.0,,Defensive rebound by Ö. Aşık,38,42
142,2,7:52.0,Loose ball foul by M. Chriss (drawn by Ö. Aşık),,38,42
143,2,7:41.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Jones),38,45
144,2,7:20.0,Personal foul by L. Stephenson (drawn by B. Knight),,38,45
145,2,7:20.0,E. Bledsoe enters the game for B. Knight,,38,45
146,2,7:20.0,T. Warren enters the game for T. Chandler,,38,45
147,2,7:20.0,,A. Davis enters the game for Ö. Aşık,38,45
148,2,7:16.0,L. Barbosa misses 2-pt jump shot from 16 ft,,38,45
149,2,7:15.0,,Defensive rebound by A. Davis,38,45
150,2,7:04.0,,Turnover by A. Davis (lost ball; steal by T. Warren),38,45
151,2,6:53.0,P. Tucker misses 3-pt jump shot from 24 ft,,38,45
152,2,6:52.0,,Defensive rebound by B. Hield,38,45
153,2,6:45.0,,B. Hield misses 3-pt jump shot from 26 ft,38,45
154,2,6:44.0,Defensive rebound by E. Bledsoe,,38,45
155,2,6:28.0,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by P. Tucker),,41,45
156,2,6:16.0,,L. Stephenson misses 2-pt layup from 1 ft,41,45
157,2,6:15.0,Defensive rebound by T. Warren,,41,45
158,2,6:09.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,43,45
159,2,6:07.0,,New Orleans full timeout,43,45
160,2,6:07.0,J. Dudley enters the game for P. Tucker,,43,45
161,2,6:07.0,T. Chandler enters the game for M. Chriss,,43,45
162,2,6:07.0,D. Booker enters the game for L. Barbosa,,43,45
163,2,6:07.0,,S. Hill enters the game for T. Jones,43,45
164,2,5:52.0,,A. Davis misses 2-pt jump shot from 7 ft,43,45
165,2,5:50.0,Defensive rebound by E. Bledsoe,,43,45
166,2,5:35.0,T. Warren misses 2-pt layup from 2 ft,,43,45
167,2,5:34.0,Offensive rebound by T. Chandler,,43,45
168,2,5:34.0,T. Chandler makes 2-pt dunk at rim,,45,45
169,2,5:10.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by L. Stephenson),45,48
170,2,4:50.0,Shooting foul by L. Stephenson (drawn by T. Warren),,45,48
171,2,4:50.0,T. Warren makes free throw 1 of 2,,46,48
172,2,4:50.0,,E. Moore enters the game for L. Stephenson,46,48
173,2,4:50.0,,T. Frazier enters the game for L. Galloway,46,48
174,2,4:50.0,T. Warren makes free throw 2 of 2,,47,48
175,2,4:35.0,,A. Davis makes 2-pt jump shot from 15 ft,47,50
176,2,4:32.0,,Violation by Team (jump ball),47,50
177,2,4:15.0,Shooting foul by B. Hield (drawn by D. Booker),,47,50
178,2,4:15.0,D. Booker makes free throw 1 of 2,,48,50
179,2,4:15.0,D. Booker makes free throw 2 of 2,,49,50
180,2,3:58.0,,Shooting foul by T. Chandler (drawn by S. Hill),49,50
181,2,3:58.0,,S. Hill makes free throw 1 of 2,49,51
182,2,3:58.0,,S. Hill misses free throw 2 of 2,49,51
183,2,3:57.0,Defensive rebound by T. Chandler,,49,51
184,2,3:46.0,D. Booker makes 2-pt jump shot from 13 ft,,51,51
185,2,3:35.0,,A. Davis makes 2-pt jump shot from 19 ft,51,53
186,2,3:26.0,Turnover by D. Booker (bad pass; steal by S. Hill),,51,53
187,2,3:23.0,,T. Frazier makes 2-pt layup from 2 ft (assist by S. Hill),51,55
188,2,3:18.0,T. Chandler misses 2-pt layup from 1 ft (block by A. Davis),,51,55
189,2,3:17.0,,Defensive rebound by S. Hill,51,55
190,2,3:05.0,,B. Hield misses 3-pt jump shot from 26 ft,51,55
191,2,3:05.0,Defensive rebound by T. Chandler,,51,55
192,2,2:47.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,51,55
193,2,2:46.0,,Defensive rebound by A. Davis,51,55
194,2,2:38.0,,Personal foul by E. Bledsoe (drawn by T. Frazier),51,55
195,2,2:38.0,Official timeout,,51,55
196,2,2:26.0,,B. Hield misses 2-pt layup from 2 ft,51,55
197,2,2:25.0,Defensive rebound by T. Chandler,,51,55
198,2,2:02.0,J. Dudley misses 3-pt jump shot from 25 ft,,51,55
199,2,2:02.0,,Defensive rebound by S. Hill,51,55
200,2,1:50.0,,S. Hill misses 3-pt jump shot from 24 ft,51,55
201,2,1:49.0,Defensive rebound by T. Warren,,51,55
202,2,1:32.0,T. Warren makes 2-pt jump shot from 7 ft,,53,55
203,2,1:10.0,,E. Moore makes 2-pt jump shot from 7 ft,53,57
204,2,0:58.0,Shooting foul by T. Frazier (drawn by D. Booker),,53,57
205,2,0:58.0,D. Booker makes free throw 1 of 2,,54,57
206,2,0:58.0,D. Booker makes free throw 2 of 2,,55,57
207,2,0:36.0,,T. Frazier makes 2-pt jump shot from 5 ft,55,59
208,2,0:13.0,Shooting foul by E. Moore (drawn by T. Warren),,55,59
209,2,0:13.0,T. Warren makes free throw 1 of 3,,56,59
210,2,0:13.0,T. Warren makes free throw 2 of 3,,57,59
211,2,0:13.0,P. Tucker enters the game for J. Dudley,,57,59
212,2,0:13.0,T. Warren makes free throw 3 of 3,,58,59
213,2,0:00.0,,S. Hill makes 2-pt layup from 2 ft (assist by T. Frazier),58,61
214,3,11:44.0,,A. Davis misses 3-pt jump shot from 27 ft,58,61
215,3,11:43.0,Defensive rebound by E. Bledsoe,,58,61
216,3,11:25.0,J. Dudley makes 2-pt layup from 2 ft (assist by D. Booker),,60,61
217,3,11:17.0,,Personal foul by E. Bledsoe (drawn by A. Davis),60,61
218,3,11:08.0,,E. Moore makes 2-pt jump shot from 6 ft,60,63
219,3,10:41.0,E. Bledsoe misses 3-pt jump shot from 25 ft (block by T. Jones),,60,63
220,3,10:40.0,,Defensive rebound by T. Jones,60,63
221,3,10:37.0,,E. Moore makes 2-pt layup from 1 ft (assist by T. Jones),60,65
222,3,10:35.0,Phoenix full timeout,,60,65
223,3,10:12.0,D. Booker misses 2-pt layup from 2 ft,,60,65
224,3,10:12.0,,Defensive rebound by T. Jones,60,65
225,3,10:04.0,,T. Frazier makes 2-pt layup from 2 ft (assist by S. Hill),60,67
226,3,9:52.0,T. Chandler makes 2-pt dunk from 1 ft (assist by T. Warren),,62,67
227,3,9:33.0,,E. Moore misses 2-pt jump shot from 4 ft,62,67
228,3,9:32.0,Defensive rebound by J. Dudley,,62,67
229,3,9:27.0,T. Warren misses 2-pt jump shot from 5 ft,,62,67
230,3,9:26.0,,Defensive rebound by S. Hill,62,67
231,3,9:05.0,,T. Jones misses 3-pt jump shot from 24 ft,62,67
232,3,9:04.0,Defensive rebound by T. Chandler,,62,67
233,3,8:49.0,D. Booker makes 2-pt jump shot from 13 ft,,64,67
234,3,8:36.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by T. Frazier),64,69
235,3,8:26.0,Turnover by D. Booker (lost ball; steal by E. Moore),,64,69
236,3,8:24.0,,Shooting foul by J. Dudley (drawn by E. Moore),64,69
237,3,8:24.0,,E. Moore makes free throw 1 of 2,64,70
238,3,8:24.0,,E. Moore misses free throw 2 of 2,64,70
239,3,8:22.0,Defensive rebound by T. Chandler,,64,70
240,3,8:07.0,T. Warren misses 2-pt layup from 3 ft (block by T. Jones),,64,70
241,3,8:04.0,Offensive rebound by E. Bledsoe,,64,70
242,3,8:01.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,67,70
243,3,7:39.0,,A. Davis misses 2-pt jump shot from 20 ft,67,70
244,3,7:38.0,Defensive rebound by D. Booker,,67,70
245,3,7:32.0,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,70,70
246,3,7:14.0,,Shooting foul by J. Dudley (drawn by A. Davis),70,70
247,3,7:14.0,,A. Davis makes free throw 1 of 2,70,71
248,3,7:14.0,,A. Davis makes free throw 2 of 2,70,72
249,3,6:59.0,Shooting foul by T. Frazier (drawn by D. Booker),,70,72
250,3,6:59.0,D. Booker makes free throw 1 of 2,,71,72
251,3,6:59.0,P. Tucker enters the game for J. Dudley,,71,72
252,3,6:59.0,D. Booker makes free throw 2 of 2,,72,72
253,3,6:36.0,,T. Jones misses 2-pt jump shot from 21 ft,72,72
254,3,6:35.0,Defensive rebound by T. Chandler,,72,72
255,3,6:27.0,D. Booker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,75,72
256,3,6:20.0,,Personal foul by E. Bledsoe (drawn by T. Frazier),75,72
257,3,6:13.0,,T. Jones misses 2-pt jump shot from 20 ft,75,72
258,3,6:12.0,Defensive rebound by D. Booker,,75,72
259,3,5:52.0,D. Booker misses 2-pt layup from 2 ft,,75,72
260,3,5:51.0,,Defensive rebound by A. Davis,75,72
261,3,5:47.0,,T. Jones makes 2-pt dunk at rim (assist by A. Davis),75,74
262,3,5:23.0,T. Warren misses 2-pt jump shot from 15 ft (block by S. Hill),,75,74
263,3,5:21.0,Offensive rebound by T. Warren,,75,74
264,3,5:17.0,D. Booker misses 3-pt jump shot from 27 ft,,75,74
265,3,5:17.0,Offensive rebound by P. Tucker,,75,74
266,3,5:15.0,P. Tucker makes 2-pt layup from 2 ft,,77,74
267,3,4:57.0,,T. Frazier misses 2-pt layup from 2 ft (block by P. Tucker),77,74
268,3,4:56.0,Defensive rebound by T. Chandler,,77,74
269,3,4:52.0,Shooting foul by S. Hill (drawn by T. Warren),,77,74
270,3,4:52.0,T. Warren misses free throw 1 of 2,,77,74
271,3,4:52.0,Offensive rebound by Team,,77,74
272,3,4:52.0,,Ö. Aşık enters the game for T. Jones,77,74
273,3,4:52.0,,L. Galloway enters the game for T. Frazier,77,74
274,3,4:52.0,A. Len enters the game for T. Chandler,,77,74
275,3,4:52.0,B. Knight enters the game for E. Bledsoe,,77,74
276,3,4:52.0,T. Warren makes free throw 2 of 2,,78,74
277,3,4:35.0,,Turnover by Ö. Aşık (bad pass),78,74
278,3,4:24.0,T. Warren misses 2-pt jump shot from 10 ft,,78,74
279,3,4:23.0,,Defensive rebound by Ö. Aşık,78,74
280,3,4:13.0,,L. Galloway misses 2-pt jump shot from 22 ft,78,74
281,3,4:11.0,Defensive rebound by D. Booker,,78,74
282,3,4:06.0,Shooting foul by S. Hill (drawn by A. Len),,78,74
283,3,4:06.0,A. Len makes free throw 1 of 2,,79,74
284,3,4:06.0,A. Len makes free throw 2 of 2,,80,74
285,3,3:58.0,,New Orleans full timeout,80,74
286,3,3:58.0,,L. Stephenson enters the game for S. Hill,80,74
287,3,3:44.0,,E. Moore misses 3-pt jump shot from 26 ft,80,74
288,3,3:43.0,Defensive rebound by P. Tucker,,80,74
289,3,3:28.0,P. Tucker misses 2-pt jump shot from 12 ft (block by A. Davis),,80,74
290,3,3:27.0,,Defensive rebound by Ö. Aşık,80,74
291,3,3:14.0,,L. Stephenson misses 2-pt jump shot from 19 ft,80,74
292,3,3:14.0,Defensive rebound by B. Knight,,80,74
293,3,3:07.0,D. Booker misses 3-pt jump shot from 26 ft,,80,74
294,3,3:06.0,,Defensive rebound by A. Davis,80,74
295,3,2:49.0,,Personal foul by B. Knight (drawn by E. Moore),80,74
296,3,2:49.0,,E. Moore makes free throw 1 of 2,80,75
297,3,2:49.0,,E. Moore makes free throw 2 of 2,80,76
298,3,2:33.0,B. Knight misses 2-pt jump shot from 14 ft,,80,76
299,3,2:31.0,Offensive rebound by A. Len,,80,76
300,3,2:30.0,A. Len misses 2-pt layup from 2 ft,,80,76
301,3,2:28.0,,Defensive rebound by A. Davis,80,76
302,3,2:20.0,,L. Galloway misses 3-pt jump shot from 27 ft,80,76
303,3,2:20.0,Defensive rebound by P. Tucker,,80,76
304,3,2:09.0,T. Warren misses 2-pt jump shot from 8 ft (block by E. Moore),,80,76
305,3,2:08.0,Offensive rebound by T. Warren,,80,76
306,3,2:00.0,D. Booker misses 2-pt layup from 2 ft (block by Ö. Aşık),,80,76
307,3,1:59.0,,Defensive rebound by Ö. Aşık,80,76
308,3,1:52.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by L. Stephenson),80,79
309,3,1:22.0,D. Booker misses 2-pt jump shot from 14 ft,,80,79
310,3,1:21.0,,Defensive rebound by Ö. Aşık,80,79
311,3,1:16.0,,Turnover by L. Galloway (bad pass; steal by T. Warren),80,79
312,3,1:01.0,Personal foul by Ö. Aşık (drawn by A. Len),,80,79
313,3,1:01.0,,B. Hield enters the game for E. Moore,80,79
314,3,1:01.0,,T. Jones enters the game for A. Davis,80,79
315,3,1:01.0,L. Barbosa enters the game for D. Booker,,80,79
316,3,0:55.0,P. Tucker misses 3-pt jump shot from 24 ft,,80,79
317,3,0:54.0,Offensive rebound by T. Warren,,80,79
318,3,0:54.0,T. Warren misses 2-pt dunk at rim,,80,79
319,3,0:53.0,,Defensive rebound by B. Hield,80,79
320,3,0:48.0,,B. Hield misses 2-pt layup from 2 ft (block by P. Tucker),80,79
321,3,0:47.0,,Offensive rebound by T. Jones,80,79
322,3,0:35.0,,L. Stephenson misses 2-pt layup from 3 ft,80,79
323,3,0:31.0,,Offensive rebound by B. Hield,80,79
324,3,0:11.0,,L. Galloway misses 3-pt jump shot from 26 ft,80,79
325,3,0:09.0,Defensive rebound by A. Len,,80,79
326,3,0:05.0,Shooting foul by L. Galloway (drawn by T. Warren),,80,79
327,3,0:05.0,T. Warren misses free throw 1 of 2,,80,79
328,3,0:05.0,Offensive rebound by Team,,80,79
329,3,0:05.0,T. Warren makes free throw 2 of 2,,81,79
330,3,0:00.0,,B. Hield misses 3-pt jump shot from 26 ft,81,79
331,3,0:00.0,,Offensive rebound by Team,81,79
332,4,11:47.0,L. Barbosa misses 2-pt layup from 2 ft (block by T. Jones),,81,79
333,4,11:47.0,Offensive rebound by Team,,81,79
334,4,11:44.0,B. Knight makes 2-pt jump shot from 19 ft,,83,79
335,4,11:44.0,Shooting foul by L. Galloway (drawn by B. Knight),,83,79
336,4,11:44.0,B. Knight makes free throw 1 of 1,,84,79
337,4,11:23.0,,L. Stephenson misses 2-pt jump shot from 14 ft,84,79
338,4,11:22.0,Defensive rebound by A. Len,,84,79
339,4,11:15.0,Turnover by M. Chriss (step out of bounds),,84,79
340,4,11:01.0,,L. Stephenson misses 3-pt jump shot from 25 ft,84,79
341,4,11:00.0,Defensive rebound by P. Tucker,,84,79
342,4,10:54.0,B. Knight misses 2-pt jump shot from 5 ft,,84,79
343,4,10:53.0,,Defensive rebound by Ö. Aşık,84,79
344,4,10:42.0,,L. Stephenson misses 3-pt jump shot from 25 ft,84,79
345,4,10:42.0,Defensive rebound by L. Barbosa,,84,79
346,4,10:31.0,L. Barbosa misses 2-pt jump shot from 10 ft,,84,79
347,4,10:31.0,,Defensive rebound by L. Galloway,84,79
348,4,10:27.0,,B. Hield misses 3-pt jump shot from 25 ft,84,79
349,4,10:26.0,Defensive rebound by P. Tucker,,84,79
350,4,10:08.0,M. Chriss misses 2-pt jump shot from 6 ft,,84,79
351,4,10:07.0,,Defensive rebound by Ö. Aşık,84,79
352,4,9:59.0,,T. Jones makes 2-pt jump shot from 8 ft (assist by L. Stephenson),84,81
353,4,9:34.0,B. Knight misses 2-pt jump shot from 10 ft,,84,81
354,4,9:33.0,,Defensive rebound by L. Galloway,84,81
355,4,9:13.0,,T. Jones makes 2-pt layup from 2 ft,84,83
356,4,9:13.0,,Shooting foul by L. Barbosa (drawn by T. Jones),84,83
357,4,9:13.0,,T. Jones misses free throw 1 of 1,84,83
358,4,9:13.0,D. Booker enters the game for M. Chriss,,84,83
359,4,9:12.0,,Offensive rebound by Team,84,83
360,4,9:03.0,,T. Jones misses 3-pt jump shot from 26 ft,84,83
361,4,9:02.0,,Offensive rebound by Ö. Aşık,84,83
362,4,8:41.0,,B. Hield misses 3-pt jump shot from 28 ft,84,83
363,4,8:40.0,Defensive rebound by A. Len,,84,83
364,4,8:16.0,B. Knight makes 3-pt jump shot from 23 ft (assist by L. Barbosa),,87,83
365,4,8:01.0,,T. Jones makes 2-pt layup from 1 ft (assist by L. Stephenson),87,85
366,4,8:01.0,,Shooting foul by P. Tucker (drawn by T. Jones),87,85
367,4,8:01.0,Official timeout,,87,85
368,4,8:01.0,,T. Jones misses free throw 1 of 1,87,85
369,4,8:01.0,E. Bledsoe enters the game for A. Len,,87,85
370,4,8:01.0,T. Chandler enters the game for L. Barbosa,,87,85
371,4,7:59.0,Defensive rebound by T. Chandler,,87,85
372,4,7:37.0,D. Booker makes 2-pt jump shot from 22 ft,,89,85
373,4,7:14.0,,Personal foul by D. Booker (drawn by L. Stephenson),89,85
374,4,7:14.0,,A. Davis enters the game for T. Jones,89,85
375,4,7:07.0,,L. Stephenson makes 2-pt jump shot from 18 ft,89,87
376,4,7:00.0,T. Chandler misses 2-pt dunk at rim,,89,87
377,4,6:59.0,,Defensive rebound by L. Galloway,89,87
378,4,6:54.0,Violation by P. Tucker (def goaltending),,89,87
379,4,6:54.0,,B. Hield makes 2-pt layup from 1 ft,89,89
380,4,6:32.0,D. Booker misses 2-pt jump shot from 7 ft,,89,89
381,4,6:31.0,,Defensive rebound by A. Davis,89,89
382,4,6:20.0,,L. Stephenson makes 2-pt jump shot from 20 ft,89,91
383,4,6:05.0,Offensive foul by D. Booker (drawn by L. Stephenson),,89,91
384,4,6:05.0,Turnover by D. Booker (offensive foul),,89,91
385,4,5:50.0,,B. Hield misses 3-pt jump shot from 26 ft,89,91
386,4,5:49.0,Defensive rebound by T. Chandler,,89,91
