,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
389,4,4:06.0,C. Paul misses 3-pt jump shot from 28 ft,,68,87
390,4,4:05.0,Offensive rebound by B. Griffin,,68,87
391,4,4:05.0,Personal foul by J. Teague (drawn by B. Griffin),,68,87
392,4,4:05.0,J. Crawford enters the game for B. Griffin,,68,87
393,4,4:05.0,W. Johnson enters the game for D. Jordan,,68,87
394,4,4:05.0,M. Speights enters the game for C. Paul,,68,87
395,4,4:05.0,,R. Stuckey enters the game for M. Turner,68,87
396,4,4:05.0,,A. Jefferson enters the game for J. Teague,68,87
397,4,3:57.0,W. Johnson misses 3-pt jump shot from 23 ft,,68,87
398,4,3:56.0,,Defensive rebound by M. Ellis,68,87
399,4,3:36.0,,T. Young makes 2-pt dunk from 3 ft (assist by A. Jefferson),68,89
400,4,3:19.0,M. Speights misses 3-pt jump shot from 27 ft,,68,89
401,4,3:19.0,,Defensive rebound by G. Robinson,68,89
402,4,3:04.0,,A. Jefferson misses 2-pt jump shot from 15 ft,68,89
403,4,3:04.0,Defensive rebound by W. Johnson,,68,89
404,4,2:57.0,Turnover by A. Rivers (lost ball),,68,89
405,4,2:57.0,,Indiana full timeout,68,89
406,4,2:57.0,B. Bass enters the game for W. Johnson,,68,89
407,4,2:42.0,,M. Ellis misses 2-pt jump shot from 14 ft,68,89
408,4,2:41.0,Defensive rebound by M. Speights,,68,89
409,4,2:28.0,R. Felton misses 2-pt layup from 2 ft,,68,89
410,4,2:27.0,,Defensive rebound by R. Stuckey,68,89
411,4,2:11.0,,Turnover by R. Stuckey (step out of bounds),68,89
412,4,2:11.0,,G. Niang enters the game for M. Ellis,68,89
413,4,2:11.0,,J. Young enters the game for A. Jefferson,68,89
414,4,1:51.0,A. Rivers makes 2-pt layup from 1 ft,,70,89
415,4,1:51.0,Shooting foul by J. Young (drawn by A. Rivers),,70,89
416,4,1:51.0,A. Rivers misses free throw 1 of 1,,70,89
417,4,1:51.0,,Defensive rebound by A. Brooks,70,89
418,4,1:51.0,,L. Allen enters the game for T. Young,70,89
419,4,1:51.0,,A. Brooks enters the game for R. Stuckey,70,89
420,4,1:30.0,,G. Niang misses 3-pt jump shot from 27 ft,70,89
421,4,1:28.0,Defensive rebound by M. Speights,,70,89
422,4,1:16.0,M. Speights misses 2-pt layup from 1 ft (block by A. Brooks),,70,89
423,4,1:14.0,,Defensive rebound by A. Brooks,70,89
424,4,0:56.0,,G. Robinson makes 2-pt layup from 1 ft (assist by A. Brooks),70,91
425,4,0:38.0,R. Felton misses 3-pt jump shot from 28 ft,,70,91
426,4,0:37.0,,Defensive rebound by G. Robinson,70,91
427,4,0:21.0,,Turnover by J. Young (bad pass; steal by A. Rivers),70,91
428,4,0:18.0,Turnover by A. Rivers (bad pass; steal by A. Brooks),,70,91
