,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
386,4,3:07.0,D. Lillard makes free throw 1 of 2,,106,110
387,4,3:07.0,D. Lillard makes free throw 2 of 2,,107,110
388,4,2:49.0,,P. George misses 2-pt jump shot from 16 ft,107,110
389,4,2:48.0,Defensive rebound by C. McCollum,,107,110
390,4,2:31.0,E. Davis misses 2-pt jump shot from 7 ft (block by T. Young),,107,110
391,4,2:30.0,,Defensive rebound by M. Turner,107,110
392,4,2:08.0,,R. Stuckey misses 2-pt jump shot from 20 ft,107,110
393,4,2:07.0,Defensive rebound by M. Plumlee,,107,110
394,4,1:52.0,D. Lillard makes 2-pt layup from 4 ft,,109,110
395,4,1:37.0,,P. George makes 2-pt jump shot from 20 ft (assist by R. Stuckey),109,112
396,4,1:21.0,Turnover by M. Plumlee (lost ball; steal by T. Young),,109,112
397,4,1:00.0,,T. Young misses 3-pt jump shot from 23 ft,109,112
398,4,1:00.0,Defensive rebound by M. Plumlee,,109,112
399,4,0:53.0,D. Lillard misses 3-pt jump shot from 26 ft,,109,112
400,4,0:51.0,,Defensive rebound by P. George,109,112
401,4,0:41.0,,Indiana full timeout,109,112
402,4,0:34.0,,P. George misses 2-pt jump shot from 19 ft,109,112
403,4,0:33.0,,Offensive rebound by P. George,109,112
404,4,0:31.0,,P. George makes 2-pt dunk from 2 ft,109,114
405,4,0:31.0,Portland full timeout,,109,114
406,4,0:31.0,M. Leonard enters the game for E. Davis,,109,114
407,4,0:31.0,A. Crabbe enters the game for M. Plumlee,,109,114
408,4,0:31.0,Turnover by Team (5 sec inbounds),,109,114
409,4,0:31.0,,Indiana full timeout,109,114
410,4,0:31.0,M. Plumlee enters the game for M. Leonard,,109,114
411,4,0:31.0,,C. Miles enters the game for T. Young,109,114
412,4,0:28.0,,Personal foul by M. Plumlee (drawn by P. George),109,114
413,4,0:28.0,,P. George makes free throw 1 of 2,109,115
414,4,0:28.0,,P. George makes free throw 2 of 2,109,116
415,4,0:28.0,Portland full timeout,,109,116
416,4,0:28.0,,T. Young enters the game for C. Miles,109,116
417,4,0:20.0,D. Lillard misses 3-pt jump shot from 25 ft,,109,116
418,4,0:19.0,,Defensive rebound by R. Stuckey,109,116
419,4,0:17.0,,Personal take foul by C. McCollum (drawn by R. Stuckey),109,116
420,4,0:17.0,,R. Stuckey makes free throw 1 of 2,109,117
421,4,0:17.0,,R. Stuckey makes free throw 2 of 2,109,118
422,4,0:11.0,D. Lillard makes 2-pt layup from 2 ft,,111,118
