,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
101,2,11:36.0,,Turnover by Team (shot clock),29,29
102,2,11:20.0,O. Casspi misses 2-pt jump shot from 7 ft,,29,29
103,2,11:19.0,,Defensive rebound by J. Jerebko,29,29
104,2,11:07.0,,K. Olynyk misses 2-pt jump shot from 19 ft,29,29
105,2,11:06.0,Defensive rebound by M. Barnes,,29,29
106,2,10:47.0,T. Lawson misses 2-pt jump shot from 14 ft,,29,29
107,2,10:46.0,,Defensive rebound by K. Olynyk,29,29
108,2,10:27.0,,Offensive foul by M. Smart (drawn by G. Temple),29,29
109,2,10:27.0,,Turnover by M. Smart (offensive foul),29,29
110,2,10:27.0,,A. Bradley enters the game for J. Brown,29,29
111,2,10:08.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by M. Barnes),,31,29
112,2,9:54.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Jerebko),31,32
113,2,9:39.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by T. Lawson),,33,32
114,2,9:21.0,,Turnover by J. Jerebko (lost ball; steal by M. Barnes),33,32
115,2,9:18.0,,J. Young enters the game for T. Rozier,33,32
116,2,9:14.0,M. Barnes misses 3-pt jump shot from 26 ft,,33,32
117,2,9:13.0,,Defensive rebound by J. Young,33,32
118,2,8:58.0,,A. Bradley misses 2-pt layup from 2 ft (block by G. Temple),33,32
119,2,8:57.0,Defensive rebound by M. Barnes,,33,32
120,2,8:52.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by M. Smart),,33,32
121,2,8:51.0,,Defensive rebound by J. Jerebko,33,32
122,2,8:37.0,,Def 3 sec tech foul by W. Cauley-Stein,33,32
123,2,8:37.0,Official timeout,,33,32
124,2,8:37.0,,A. Johnson enters the game for K. Olynyk,33,32
125,2,8:37.0,,A. Bradley makes technical free throw,33,33
126,2,8:27.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by M. Smart),33,36
127,2,8:04.0,M. Barnes makes 2-pt layup from 1 ft (assist by T. Lawson),,35,36
128,2,7:44.0,,A. Johnson makes 2-pt hook shot from 7 ft (assist by M. Smart),35,38
129,2,7:34.0,Turnover by T. Lawson (traveling),,35,38
130,2,7:34.0,R. Gay enters the game for T. Lawson,,35,38
131,2,7:20.0,,J. Jerebko misses 2-pt jump shot from 6 ft,35,38
132,2,7:19.0,Defensive rebound by M. Barnes,,35,38
133,2,7:16.0,O. Casspi makes 2-pt layup from 1 ft (assist by M. Barnes),,37,38
134,2,7:16.0,Shooting foul by A. Johnson (drawn by O. Casspi),,37,38
135,2,7:16.0,,A. Horford enters the game for A. Johnson,37,38
136,2,7:16.0,O. Casspi makes free throw 1 of 1,,38,38
137,2,7:03.0,,A. Bradley misses 3-pt jump shot from 26 ft,38,38
138,2,7:02.0,,Offensive rebound by Team,38,38
139,2,7:02.0,,J. Crowder enters the game for J. Young,38,38
140,2,6:49.0,,J. Crowder misses 2-pt jump shot from 19 ft,38,38
141,2,6:48.0,Defensive rebound by G. Temple,,38,38
142,2,6:34.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by R. Gay),,40,38
143,2,6:16.0,,A. Horford misses 2-pt hook shot from 7 ft,40,38
144,2,6:15.0,Defensive rebound by M. Barnes,,40,38
145,2,6:09.0,Sacramento full timeout,,40,38
146,2,6:09.0,,I. Thomas enters the game for M. Smart,40,38
147,2,6:09.0,D. Cousins enters the game for W. Cauley-Stein,,40,38
148,2,5:58.0,R. Gay misses 2-pt jump shot from 21 ft,,40,38
149,2,5:57.0,,Defensive rebound by I. Thomas,40,38
150,2,5:43.0,,Shooting foul by R. Gay (drawn by J. Crowder),40,38
151,2,5:43.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Bradley),40,40
152,2,5:43.0,,J. Crowder makes free throw 1 of 1,40,41
153,2,5:32.0,O. Casspi misses 2-pt jump shot from 10 ft,,40,41
154,2,5:31.0,Offensive rebound by O. Casspi,,40,41
155,2,5:30.0,O. Casspi misses 2-pt jump shot from 6 ft,,40,41
156,2,5:28.0,Offensive rebound by O. Casspi,,40,41
157,2,5:15.0,O. Casspi misses 2-pt layup from 2 ft,,40,41
158,2,5:14.0,Offensive rebound by O. Casspi,,40,41
159,2,5:14.0,O. Casspi misses 2-pt layup from 1 ft,,40,41
160,2,5:13.0,,Defensive rebound by J. Jerebko,40,41
161,2,5:09.0,,Personal foul by M. Barnes (drawn by J. Jerebko),40,41
162,2,5:09.0,D. Collison enters the game for G. Temple,,40,41
163,2,4:52.0,,J. Jerebko misses 2-pt layup from 1 ft,40,41
164,2,4:50.0,Defensive rebound by D. Cousins,,40,41
165,2,4:44.0,D. Cousins misses 3-pt jump shot from 26 ft,,40,41
166,2,4:42.0,,Defensive rebound by A. Bradley,40,41
167,2,4:25.0,,A. Horford makes 2-pt jump shot from 14 ft (assist by J. Crowder),40,43
168,2,4:00.0,D. Cousins misses 2-pt layup from 2 ft (block by A. Horford),,40,43
169,2,3:59.0,,Defensive rebound by J. Jerebko,40,43
170,2,3:59.0,,Personal foul by O. Casspi (drawn by J. Jerebko),40,43
171,2,3:59.0,T. Lawson enters the game for M. Barnes,,40,43
172,2,3:59.0,,M. Smart enters the game for J. Jerebko,40,43
173,2,3:37.0,,A. Bradley misses 2-pt jump shot from 17 ft,40,43
174,2,3:36.0,Defensive rebound by D. Cousins,,40,43
175,2,3:21.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by T. Lawson),,42,43
176,2,3:12.0,,Personal foul by T. Lawson (drawn by I. Thomas),42,43
177,2,3:05.0,,Turnover by I. Thomas (bad pass; steal by D. Collison),42,43
178,2,3:00.0,T. Lawson makes 2-pt layup at rim (assist by D. Collison),,44,43
179,2,2:39.0,,A. Horford misses 3-pt jump shot from 24 ft,44,43
180,2,2:37.0,Defensive rebound by R. Gay,,44,43
181,2,2:35.0,Personal foul by A. Horford (drawn by D. Cousins),,44,43
182,2,2:35.0,,Boston full timeout,44,43
183,2,2:35.0,,K. Olynyk enters the game for A. Bradley,44,43
184,2,2:18.0,D. Cousins misses 2-pt jump shot from 18 ft,,44,43
185,2,2:17.0,Offensive rebound by T. Lawson,,44,43
186,2,2:13.0,R. Gay misses 3-pt jump shot from 26 ft,,44,43
187,2,2:12.0,,Defensive rebound by K. Olynyk,44,43
188,2,2:00.0,,I. Thomas makes 2-pt layup from 2 ft,44,45
189,2,1:47.0,,Offensive charge foul by R. Gay (drawn by M. Smart),44,45
190,2,1:47.0,Turnover by R. Gay (offensive foul),,44,45
191,2,1:34.0,,J. Crowder misses 3-pt jump shot from 26 ft,44,45
192,2,1:33.0,Defensive rebound by Team,,44,45
193,2,1:33.0,Personal foul by K. Olynyk (drawn by R. Gay),,44,45
194,2,1:20.0,D. Collison makes 2-pt layup from 1 ft,,46,45
195,2,1:03.0,,I. Thomas misses 2-pt jump shot from 5 ft (block by D. Cousins),46,45
196,2,1:01.0,,Offensive rebound by A. Horford,46,45
197,2,1:00.0,,I. Thomas misses 3-pt jump shot from 23 ft,46,45
198,2,0:59.0,,Offensive rebound by I. Thomas,46,45
199,2,0:55.0,,I. Thomas misses 2-pt jump shot from 16 ft,46,45
200,2,0:55.0,Defensive rebound by R. Gay,,46,45
201,2,0:52.0,,Offensive charge foul by R. Gay (drawn by I. Thomas),46,45
202,2,0:52.0,Turnover by R. Gay (offensive foul),,46,45
203,2,0:52.0,M. Barnes enters the game for R. Gay,,46,45
204,2,0:42.0,Offensive charge foul by M. Smart (drawn by D. Cousins),,46,45
205,2,0:42.0,,Turnover by M. Smart (offensive foul),46,45
206,2,0:29.0,Turnover by D. Cousins (bad pass; steal by A. Horford),,46,45
207,2,0:26.0,,I. Thomas misses 2-pt layup from 3 ft,46,45
208,2,0:25.0,,Offensive rebound by A. Horford,46,45
209,2,0:25.0,,A. Horford makes 2-pt layup from 2 ft,46,47
210,2,0:02.0,D. Cousins misses 3-pt jump shot from 24 ft,,46,47
211,2,0:01.0,Offensive rebound by T. Lawson,,46,47
212,2,0:00.0,D. Collison misses 2-pt jump shot from 7 ft,,46,47
213,2,0:00.0,Offensive rebound by Team,,46,47
214,3,11:40.0,,Turnover by J. Crowder (bad pass; steal by D. Collison),46,47
215,3,11:37.0,Shooting foul by J. Crowder (drawn by D. Collison),,46,47
216,3,11:37.0,D. Collison makes free throw 1 of 2,,47,47
217,3,11:37.0,D. Collison makes free throw 2 of 2,,48,47
218,3,11:17.0,,I. Thomas misses 2-pt layup from 2 ft,48,47
219,3,11:16.0,Defensive rebound by K. Koufos,,48,47
220,3,10:58.0,D. Cousins makes 2-pt jump shot from 22 ft (assist by A. Afflalo),,50,47
221,3,10:43.0,,J. Crowder misses 2-pt layup from 1 ft,50,47
222,3,10:42.0,Defensive rebound by R. Gay,,50,47
223,3,10:39.0,Turnover by D. Collison (bad pass; steal by A. Johnson),,50,47
224,3,10:31.0,,A. Bradley misses 3-pt jump shot from 24 ft,50,47
225,3,10:31.0,,Offensive rebound by A. Johnson,50,47
226,3,10:30.0,,A. Johnson makes 2-pt layup at rim,50,49
227,3,10:06.0,,K. Olynyk enters the game for A. Johnson,50,49
228,3,9:59.0,D. Cousins misses 2-pt jump shot from 22 ft,,50,49
229,3,9:59.0,,Defensive rebound by A. Bradley,50,49
230,3,9:47.0,,J. Crowder misses 2-pt jump shot from 21 ft,50,49
231,3,9:46.0,Defensive rebound by K. Koufos,,50,49
232,3,9:40.0,Shooting foul by J. Crowder (drawn by A. Afflalo),,50,49
233,3,9:40.0,A. Afflalo makes free throw 1 of 2,,51,49
234,3,9:40.0,A. Afflalo misses free throw 2 of 2,,51,49
235,3,9:38.0,Offensive rebound by Team,,51,49
236,3,9:37.0,Turnover by R. Gay (bad pass; steal by I. Thomas),,51,49
237,3,9:35.0,,Shooting foul by D. Collison (drawn by I. Thomas),51,49
238,3,9:35.0,,I. Thomas makes free throw 1 of 2,51,50
239,3,9:35.0,,I. Thomas makes free throw 2 of 2,51,51
240,3,9:18.0,Turnover by R. Gay (lost ball; steal by I. Thomas),,51,51
241,3,9:14.0,,I. Thomas makes 2-pt layup from 1 ft,51,53
242,3,8:53.0,D. Cousins misses 2-pt layup from 1 ft,,51,53
243,3,8:53.0,,Defensive rebound by A. Bradley,51,53
244,3,8:49.0,,Turnover by A. Bradley (bad pass; steal by A. Afflalo),51,53
245,3,8:44.0,A. Afflalo misses 2-pt layup from 2 ft (block by A. Horford),,51,53
246,3,8:44.0,,Defensive rebound by Team,51,53
247,3,8:33.0,,K. Olynyk misses 3-pt jump shot from 24 ft,51,53
248,3,8:32.0,,Offensive rebound by A. Bradley,51,53
249,3,8:25.0,,I. Thomas misses 3-pt jump shot from 26 ft,51,53
250,3,8:24.0,Defensive rebound by K. Koufos,,51,53
251,3,8:23.0,Sacramento full timeout,,51,53
252,3,8:23.0,M. Barnes enters the game for K. Koufos,,51,53
253,3,8:06.0,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),,53,53
254,3,7:48.0,,A. Bradley misses 2-pt jump shot from 7 ft (block by D. Cousins),53,53
255,3,7:47.0,Defensive rebound by M. Barnes,,53,53
256,3,7:41.0,R. Gay makes 2-pt layup from 1 ft (assist by M. Barnes),,55,53
257,3,7:29.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Horford),55,56
258,3,7:17.0,D. Cousins misses 3-pt jump shot from 25 ft,,55,56
259,3,7:16.0,,Defensive rebound by A. Bradley,55,56
260,3,6:55.0,,A. Horford misses 2-pt hook shot from 6 ft,55,56
261,3,6:54.0,Defensive rebound by M. Barnes,,55,56
262,3,6:48.0,Turnover by M. Barnes (bad pass; steal by A. Bradley),,55,56
263,3,6:44.0,,A. Bradley makes 2-pt layup from 1 ft,55,58
264,3,6:27.0,D. Cousins misses 2-pt jump shot from 6 ft,,55,58
265,3,6:26.0,Offensive rebound by D. Cousins,,55,58
266,3,6:25.0,D. Cousins misses 2-pt layup from 1 ft,,55,58
267,3,6:24.0,Offensive rebound by D. Cousins,,55,58
268,3,6:24.0,D. Cousins makes 2-pt layup at rim,,57,58
269,3,6:24.0,Shooting foul by K. Olynyk (drawn by D. Cousins),,57,58
270,3,6:24.0,D. Cousins misses free throw 1 of 1,,57,58
271,3,6:24.0,,Defensive rebound by J. Crowder,57,58
272,3,6:12.0,,J. Crowder misses 3-pt jump shot from 25 ft,57,58
273,3,6:11.0,Defensive rebound by A. Afflalo,,57,58
274,3,5:49.0,M. Barnes misses 2-pt layup from 2 ft,,57,58
275,3,5:49.0,,Defensive rebound by J. Crowder,57,58
276,3,5:47.0,,Turnover by J. Crowder (bad pass; steal by D. Cousins),57,58
277,3,5:45.0,Shooting foul by J. Crowder (drawn by M. Barnes),,57,58
278,3,5:45.0,M. Barnes makes free throw 1 of 2,,58,58
279,3,5:45.0,,A. Johnson enters the game for A. Horford,58,58
280,3,5:45.0,O. Casspi enters the game for R. Gay,,58,58
281,3,5:45.0,M. Barnes makes free throw 2 of 2,,59,58
282,3,5:22.0,,A. Johnson makes 2-pt layup from 3 ft (assist by K. Olynyk),59,60
283,3,4:58.0,D. Collison makes 2-pt jump shot from 21 ft,,61,60
284,3,4:58.0,Loose ball foul by M. Barnes (drawn by I. Thomas),,61,60
285,3,4:47.0,,I. Thomas makes 2-pt jump shot from 11 ft,61,62
286,3,4:47.0,,Shooting foul by D. Collison (drawn by I. Thomas),61,62
287,3,4:47.0,,I. Thomas makes free throw 1 of 1,61,63
288,3,4:21.0,D. Cousins makes 2-pt jump shot from 7 ft (assist by A. Afflalo),,63,63
289,3,4:01.0,,J. Crowder misses 2-pt jump shot from 7 ft (block by O. Casspi),63,63
290,3,4:00.0,,Offensive rebound by Team,63,63
291,3,4:00.0,,Boston full timeout,63,63
292,3,4:00.0,,M. Smart enters the game for K. Olynyk,63,63
293,3,3:57.0,,A. Bradley misses 2-pt jump shot from 18 ft,63,63
294,3,3:56.0,Defensive rebound by M. Barnes,,63,63
295,3,3:55.0,Personal foul by I. Thomas (drawn by O. Casspi),,63,63
296,3,3:55.0,O. Casspi misses free throw 1 of 2,,63,63
297,3,3:55.0,Offensive rebound by Team,,63,63
298,3,3:55.0,O. Casspi makes free throw 2 of 2,,64,63
299,3,3:43.0,,Turnover by M. Smart (bad pass; steal by A. Afflalo),64,63
300,3,3:38.0,D. Collison makes 2-pt layup from 2 ft (assist by O. Casspi),,66,63
301,3,3:20.0,,Turnover by M. Smart (bad pass),66,63
302,3,3:20.0,,T. Rozier enters the game for I. Thomas,66,63
303,3,3:20.0,,K. Olynyk enters the game for J. Crowder,66,63
304,3,3:00.0,D. Cousins makes 2-pt layup from 1 ft,,68,63
305,3,2:51.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by A. Johnson),68,65
306,3,2:42.0,M. Barnes misses 3-pt jump shot from 24 ft,,68,65
307,3,2:42.0,,Defensive rebound by K. Olynyk,68,65
308,3,2:26.0,,Shooting foul by D. Cousins (drawn by A. Johnson),68,65
309,3,2:26.0,,A. Johnson makes free throw 1 of 2,68,66
310,3,2:26.0,T. Lawson enters the game for A. Afflalo,,68,66
311,3,2:26.0,G. Temple enters the game for D. Collison,,68,66
312,3,2:26.0,,A. Horford enters the game for K. Olynyk,68,66
313,3,2:26.0,,A. Johnson makes free throw 2 of 2,68,67
314,3,2:08.0,Turnover by D. Cousins (lost ball; steal by A. Bradley),,68,67
315,3,2:03.0,,A. Bradley makes 2-pt jump shot from 18 ft,68,69
316,3,1:43.0,O. Casspi misses 3-pt jump shot from 26 ft,,68,69
317,3,1:41.0,Offensive rebound by G. Temple,,68,69
318,3,1:30.0,Shooting foul by A. Horford (drawn by M. Barnes),,68,69
319,3,1:30.0,M. Barnes makes free throw 1 of 2,,69,69
320,3,1:30.0,,J. Jerebko enters the game for A. Johnson,69,69
321,3,1:30.0,W. Cauley-Stein enters the game for D. Cousins,,69,69
322,3,1:30.0,M. Barnes makes free throw 2 of 2,,70,69
323,3,1:06.0,,A. Horford misses 2-pt layup from 2 ft,70,69
324,3,1:06.0,Defensive rebound by M. Barnes,,70,69
325,3,1:03.0,Turnover by M. Barnes (lost ball; steal by A. Horford),,70,69
326,3,0:56.0,,T. Rozier misses 2-pt layup from 1 ft,70,69
327,3,0:55.0,Defensive rebound by M. Barnes,,70,69
328,3,0:50.0,T. Lawson makes 2-pt jump shot from 16 ft,,72,69
329,3,0:29.0,,T. Rozier misses 3-pt jump shot from 26 ft,72,69
330,3,0:27.0,,Offensive rebound by J. Jerebko,72,69
331,3,0:27.0,,J. Jerebko misses 2-pt layup from 2 ft,72,69
332,3,0:26.0,Defensive rebound by W. Cauley-Stein,,72,69
333,3,0:02.0,Turnover by T. Lawson (lost ball; steal by T. Rozier),,72,69
334,3,0:00.0,,M. Smart misses 3-pt jump shot from 54 ft,72,69
335,3,0:00.0,,Offensive rebound by Team,72,69
336,4,11:51.0,Personal foul by J. Crowder (drawn by R. Gay),,72,69
337,4,11:38.0,T. Lawson misses 3-pt jump shot from 26 ft,,72,69
338,4,11:37.0,,Defensive rebound by A. Horford,72,69
339,4,11:19.0,,A. Horford misses 3-pt jump shot from 25 ft,72,69
340,4,11:18.0,Defensive rebound by R. Gay,,72,69
341,4,11:09.0,R. Gay makes 2-pt jump shot from 13 ft,,74,69
342,4,10:52.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by M. Smart),74,72
343,4,10:29.0,Turnover by R. Gay (bad pass; steal by T. Rozier),,74,72
344,4,10:25.0,,T. Rozier makes 2-pt layup from 1 ft,74,74
345,4,10:00.0,O. Casspi misses 2-pt layup from 2 ft,,74,74
346,4,10:00.0,,Defensive rebound by J. Jerebko,74,74
347,4,9:41.0,,M. Smart misses 2-pt jump shot from 15 ft,74,74
348,4,9:41.0,Defensive rebound by G. Temple,,74,74
349,4,9:31.0,G. Temple misses 3-pt jump shot from 24 ft,,74,74
350,4,9:30.0,,Defensive rebound by T. Rozier,74,74
351,4,9:15.0,,M. Smart misses 3-pt jump shot from 25 ft,74,74
352,4,9:14.0,Defensive rebound by O. Casspi,,74,74
353,4,9:03.0,T. Lawson misses 2-pt jump shot from 17 ft,,74,74
354,4,9:02.0,,Defensive rebound by Team,74,74
355,4,8:45.0,,A. Horford misses 2-pt jump shot from 20 ft,74,74
356,4,8:44.0,Defensive rebound by R. Gay,,74,74
357,4,8:34.0,R. Gay makes 2-pt layup from 1 ft,,76,74
358,4,8:31.0,,Boston full timeout,76,74
359,4,8:31.0,,I. Thomas enters the game for M. Smart,76,74
360,4,8:19.0,,T. Rozier misses 2-pt layup from 1 ft (block by T. Lawson),76,74
361,4,8:18.0,,Offensive rebound by T. Rozier,76,74
362,4,8:13.0,,Turnover by J. Jerebko (bad pass; steal by R. Gay),76,74
363,4,8:07.0,R. Gay misses 3-pt jump shot from 26 ft (block by A. Horford),,76,74
364,4,8:06.0,,Defensive rebound by A. Horford,76,74
365,4,7:54.0,,A. Horford makes 2-pt hook shot from 7 ft (assist by I. Thomas),76,76
366,4,7:38.0,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by A. Horford),,76,76
367,4,7:36.0,,Defensive rebound by T. Rozier,76,76
368,4,7:31.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by T. Rozier),76,78
369,4,7:22.0,Sacramento full timeout,,76,78
370,4,7:22.0,,K. Olynyk enters the game for A. Horford,76,78
371,4,7:22.0,D. Cousins enters the game for W. Cauley-Stein,,76,78
372,4,7:16.0,Turnover by T. Lawson (bad pass; steal by T. Rozier),,76,78
373,4,7:10.0,,T. Rozier misses 2-pt layup at rim (block by G. Temple),76,78
374,4,7:09.0,,Offensive rebound by K. Olynyk,76,78
375,4,7:08.0,,K. Olynyk makes 2-pt layup from 1 ft,76,80
376,4,7:08.0,M. Barnes enters the game for D. Cousins,,76,80
377,4,6:48.0,M. Barnes misses 3-pt jump shot from 25 ft,,76,80
378,4,6:47.0,,Defensive rebound by J. Crowder,76,80
379,4,6:33.0,,I. Thomas makes 2-pt layup from 1 ft (assist by T. Rozier),76,82
380,4,6:33.0,,Shooting foul by G. Temple (drawn by I. Thomas),76,82
381,4,6:33.0,D. Collison enters the game for T. Lawson,,76,82
382,4,6:33.0,,I. Thomas makes free throw 1 of 1,76,83
