,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,OKLAHOMA CITY_ACTION,CHARLOTTE_SCORE,OKLAHOMA CITY_SCORE
373,4,5:08.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by R. Westbrook),102,89
374,4,4:41.0,Turnover by K. Walker (lost ball; steal by A. Roberson),,102,89
375,4,4:37.0,,A. Roberson makes 2-pt layup from 2 ft (assist by V. Oladipo),102,91
376,4,4:37.0,Charlotte full timeout,,102,91
377,4,4:37.0,C. Zeller enters the game for F. Kaminsky,,102,91
378,4,4:23.0,Turnover by C. Zeller (bad pass; steal by R. Westbrook),,102,91
379,4,4:16.0,,R. Westbrook misses 3-pt jump shot from 25 ft,102,91
380,4,4:16.0,Defensive rebound by K. Walker,,102,91
381,4,4:02.0,C. Zeller makes 2-pt jump shot from 4 ft (assist by N. Batum),,104,91
382,4,4:02.0,Shooting foul by A. Roberson (drawn by C. Zeller),,104,91
383,4,4:02.0,C. Zeller makes free throw 1 of 1,,105,91
384,4,3:49.0,,R. Westbrook makes 2-pt layup from 1 ft,105,93
385,4,3:23.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft (block by S. Adams),,105,93
386,4,3:23.0,,Defensive rebound by R. Westbrook,105,93
387,4,3:16.0,,R. Westbrook misses 2-pt layup from 1 ft (block by M. Williams),105,93
388,4,3:15.0,,Offensive rebound by Team,105,93
389,4,3:15.0,,Oklahoma City full timeout,105,93
390,4,3:11.0,,R. Westbrook misses 3-pt jump shot from 25 ft,105,93
391,4,3:11.0,,Offensive rebound by Team,105,93
392,4,3:05.0,,V. Oladipo misses 2-pt jump shot from 18 ft,105,93
393,4,3:04.0,Defensive rebound by N. Batum,,105,93
394,4,2:52.0,K. Walker misses 2-pt layup from 2 ft (block by A. Roberson),,105,93
395,4,2:52.0,Offensive rebound by Team,,105,93
396,4,2:42.0,K. Walker makes 3-pt jump shot from 26 ft,,108,93
397,4,2:30.0,,R. Westbrook makes 3-pt jump shot from 26 ft,108,96
398,4,2:10.0,K. Walker misses 3-pt jump shot from 26 ft,,108,96
399,4,2:10.0,,Defensive rebound by R. Westbrook,108,96
400,4,2:01.0,,R. Westbrook misses 2-pt layup from 2 ft,108,96
401,4,2:00.0,,Offensive rebound by S. Adams,108,96
402,4,1:57.0,,Turnover by S. Adams (bad pass; steal by N. Batum),108,96
403,4,1:52.0,Shooting foul by V. Oladipo (drawn by M. Williams),,108,96
404,4,1:52.0,M. Williams makes free throw 1 of 2,,109,96
405,4,1:52.0,M. Williams makes free throw 2 of 2,,110,96
406,4,1:35.0,,R. Westbrook makes 3-pt jump shot from 25 ft,110,99
407,4,1:35.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Westbrook),110,99
408,4,1:35.0,,Turnover by R. Westbrook (lane violation.),110,99
409,4,1:33.0,Personal take foul by A. Roberson (drawn by K. Walker),,110,99
410,4,1:33.0,K. Walker makes free throw 1 of 2,,111,99
411,4,1:33.0,K. Walker misses free throw 2 of 2,,111,99
412,4,1:32.0,,Defensive rebound by A. Roberson,111,99
413,4,1:25.0,,R. Westbrook misses 3-pt jump shot from 25 ft,111,99
414,4,1:25.0,Defensive rebound by M. Williams,,111,99
415,4,1:23.0,Personal take foul by R. Westbrook (drawn by N. Batum),,111,99
416,4,1:23.0,N. Batum makes free throw 1 of 2,,112,99
417,4,1:23.0,,Á. Abrines enters the game for S. Adams,112,99
418,4,1:23.0,,D. Sabonis enters the game for V. Oladipo,112,99
419,4,1:23.0,,J. Grant enters the game for R. Westbrook,112,99
420,4,1:23.0,N. Batum makes free throw 2 of 2,,113,99
421,4,1:11.0,,A. Roberson makes 2-pt jump shot from 4 ft,113,101
422,4,0:48.0,K. Walker misses 3-pt jump shot from 25 ft,,113,101
423,4,0:46.0,,Defensive rebound by A. Roberson,113,101
424,4,0:33.0,,D. Sabonis misses 2-pt jump shot from 13 ft,113,101
425,4,0:33.0,Defensive rebound by N. Batum,,113,101
426,4,0:09.0,Turnover by Team (shot clock),,113,101
