,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
47,1,5:22.0,,Personal foul by J. Okafor (drawn by D. Cousins),6,13
48,1,5:10.0,,B. McLemore misses 3-pt jump shot from 24 ft,6,13
49,1,5:10.0,Defensive rebound by R. Covington,,6,13
50,1,5:03.0,N. Stauskas enters the game for G. Henderson,,6,13
51,1,4:58.0,E. İlyasova makes 3-pt jump shot from 25 ft,,9,13
52,1,4:47.0,,Turnover by D. Collison (bad pass; steal by N. Stauskas),9,13
53,1,4:46.0,Personal foul by K. Koufos (drawn by N. Stauskas),,9,13
54,1,4:46.0,D. Šarić enters the game for R. Covington,,9,13
55,1,4:46.0,,M. Barnes enters the game for K. Koufos,9,13
56,1,4:35.0,D. Šarić misses 3-pt jump shot from 24 ft,,9,13
57,1,4:34.0,Offensive rebound by J. Okafor,,9,13
58,1,4:33.0,J. Okafor makes 2-pt layup from 2 ft,,11,13
59,1,4:16.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Cousins),11,15
60,1,3:59.0,J. Okafor makes 2-pt hook shot from 4 ft,,13,15
61,1,3:49.0,,Personal foul by N. Stauskas (drawn by D. Cousins),13,15
62,1,3:49.0,,G. Temple enters the game for B. McLemore,13,15
63,1,3:39.0,,Turnover by R. Gay (traveling),13,15
64,1,3:25.0,Turnover by T. McConnell (lost ball; steal by D. Cousins),,13,15
65,1,3:22.0,,D. Collison makes 2-pt layup from 2 ft (assist by D. Cousins),13,17
66,1,3:22.0,Violation by E. İlyasova (def goaltending),,13,17
67,1,3:04.0,N. Stauskas makes 2-pt layup from 2 ft,,15,17
68,1,2:48.0,,D. Collison misses 2-pt layup from 2 ft,15,17
69,1,2:47.0,,Offensive rebound by D. Collison,15,17
70,1,2:47.0,,D. Collison makes 2-pt layup from 2 ft,15,19
71,1,2:37.0,E. İlyasova misses 3-pt jump shot from 25 ft,,15,19
72,1,2:37.0,,Defensive rebound by D. Cousins,15,19
73,1,2:26.0,,Turnover by G. Temple (bad pass; steal by E. İlyasova),15,19
74,1,2:23.0,E. İlyasova makes 2-pt layup from 3 ft,,17,19
75,1,2:16.0,,Sacramento full timeout,17,19
76,1,2:16.0,,T. Lawson enters the game for D. Collison,17,19
77,1,2:16.0,,A. Tolliver enters the game for R. Gay,17,19
78,1,2:05.0,,D. Cousins makes 2-pt layup from 2 ft (assist by M. Barnes),17,21
79,1,1:51.0,Turnover by D. Šarić (palming),,17,21
80,1,1:45.0,,Turnover by A. Tolliver (lost ball),17,21
81,1,1:44.0,,Loose ball foul by A. Tolliver (drawn by E. İlyasova),17,21
82,1,1:29.0,E. İlyasova makes 3-pt jump shot from 23 ft (assist by J. Okafor),,20,21
83,1,1:08.0,,D. Cousins makes 2-pt layup from 4 ft,20,23
84,1,1:08.0,,Shooting foul by J. Okafor (drawn by D. Cousins),20,23
85,1,1:08.0,,D. Cousins makes free throw 1 of 1,20,24
86,1,0:57.0,N. Stauskas makes 2-pt jump shot from 20 ft (assist by J. Okafor),,22,24
87,1,0:46.0,,D. Cousins misses 2-pt layup from 4 ft,22,24
88,1,0:46.0,Defensive rebound by D. Šarić,,22,24
89,1,0:36.0,J. Okafor misses 2-pt jump shot from 15 ft,,22,24
90,1,0:35.0,,Defensive rebound by M. Barnes,22,24
91,1,0:26.0,N. Noel enters the game for J. Okafor,,22,24
92,1,0:23.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by N. Noel),22,24
93,1,0:21.0,Defensive rebound by D. Šarić,,22,24
94,1,0:21.0,Personal foul by M. Barnes (drawn by T. McConnell),,22,24
95,1,0:21.0,T. McConnell misses free throw 1 of 2,,22,24
96,1,0:21.0,Offensive rebound by Team,,22,24
97,1,0:21.0,T. McConnell makes free throw 2 of 2,,23,24
98,1,0:00.0,,D. Cousins misses 2-pt layup from 2 ft,23,24
99,1,0:00.0,,Offensive rebound by Team,23,24
100,2,11:48.0,Turnover by T. McConnell (bad pass),,23,24
101,2,11:31.0,,W. Cauley-Stein makes 2-pt hook shot from 4 ft (assist by G. Temple),23,26
102,2,11:14.0,D. Šarić misses 2-pt jump shot from 18 ft,,23,26
103,2,11:13.0,,Defensive rebound by W. Cauley-Stein,23,26
104,2,11:05.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Lawson),23,29
105,2,10:46.0,T. McConnell misses 2-pt jump shot from 8 ft (block by W. Cauley-Stein),,23,29
106,2,10:45.0,,Defensive rebound by M. Barnes,23,29
107,2,10:42.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by R. Covington),23,29
108,2,10:42.0,,Offensive rebound by Team,23,29
109,2,10:42.0,S. Rodríguez enters the game for T. McConnell,,23,29
110,2,10:37.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by G. Temple),23,32
111,2,10:27.0,N. Noel makes 2-pt layup from 2 ft,,25,32
112,2,10:27.0,Shooting foul by W. Cauley-Stein (drawn by N. Noel),,25,32
113,2,10:27.0,N. Noel makes free throw 1 of 1,,26,32
114,2,10:13.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft,26,32
115,2,10:13.0,,Offensive rebound by W. Cauley-Stein,26,32
116,2,10:06.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft,26,32
117,2,10:05.0,Defensive rebound by N. Noel,,26,32
118,2,9:45.0,R. Covington makes 2-pt layup from 1 ft (assist by S. Rodríguez),,28,32
119,2,9:22.0,,G. Temple misses 2-pt jump shot from 18 ft,28,32
120,2,9:22.0,Defensive rebound by S. Rodríguez,,28,32
121,2,9:16.0,N. Noel misses 2-pt layup from 2 ft,,28,32
122,2,9:14.0,,Defensive rebound by W. Cauley-Stein,28,32
123,2,9:05.0,,T. Lawson makes 2-pt layup from 2 ft,28,34
124,2,9:05.0,Philadelphia full timeout,,28,34
125,2,9:05.0,J. Embiid enters the game for N. Noel,,28,34
126,2,8:48.0,D. Šarić misses 2-pt jump shot from 7 ft,,28,34
127,2,8:48.0,Offensive rebound by J. Embiid,,28,34
128,2,8:48.0,Shooting foul by W. Cauley-Stein (drawn by J. Embiid),,28,34
129,2,8:48.0,J. Embiid misses free throw 1 of 2,,28,34
130,2,8:48.0,Offensive rebound by Team,,28,34
131,2,8:48.0,G. Henderson enters the game for N. Stauskas,,28,34
132,2,8:48.0,J. Embiid makes free throw 2 of 2,,29,34
133,2,8:37.0,,G. Temple misses 3-pt jump shot from 24 ft,29,34
134,2,8:36.0,Defensive rebound by D. Šarić,,29,34
135,2,8:25.0,J. Embiid makes 2-pt dunk at rim (assist by S. Rodríguez),,31,34
136,2,8:18.0,,Turnover by T. Lawson (lost ball),31,34
137,2,8:18.0,,O. Casspi enters the game for M. Barnes,31,34
138,2,8:07.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by G. Henderson),,34,34
139,2,7:50.0,,O. Casspi misses 2-pt jump shot from 9 ft (block by J. Embiid),34,34
140,2,7:50.0,,Offensive rebound by Team,34,34
141,2,7:49.0,,Sacramento full timeout,34,34
142,2,7:49.0,,K. Koufos enters the game for W. Cauley-Stein,34,34
143,2,7:44.0,,Turnover by T. Lawson (bad pass; steal by S. Rodríguez),34,34
144,2,7:40.0,Turnover by S. Rodríguez (bad pass; steal by T. Lawson),,34,34
145,2,7:36.0,,T. Lawson makes 2-pt layup from 2 ft,34,36
146,2,7:23.0,J. Embiid misses 2-pt hook shot from 5 ft,,34,36
147,2,7:22.0,,Defensive rebound by A. Tolliver,34,36
148,2,7:09.0,,K. Koufos makes 2-pt hook shot from 5 ft (assist by T. Lawson),34,38
149,2,6:52.0,Personal foul by K. Koufos (drawn by J. Embiid),,34,38
150,2,6:52.0,,R. Gay enters the game for A. Tolliver,34,38
151,2,6:52.0,E. İlyasova enters the game for D. Šarić,,34,38
152,2,6:43.0,G. Henderson misses 2-pt jump shot from 17 ft,,34,38
153,2,6:43.0,,Defensive rebound by K. Koufos,34,38
154,2,6:32.0,,T. Lawson makes 2-pt layup from 2 ft (assist by R. Gay),34,40
155,2,6:22.0,J. Embiid misses 2-pt layup from 2 ft,,34,40
156,2,6:21.0,,Defensive rebound by O. Casspi,34,40
157,2,6:14.0,,R. Gay misses 3-pt jump shot from 24 ft,34,40
158,2,6:12.0,,Offensive rebound by O. Casspi,34,40
159,2,6:12.0,,O. Casspi misses 2-pt layup from 2 ft,34,40
160,2,6:10.0,,Offensive rebound by O. Casspi,34,40
161,2,6:09.0,,O. Casspi misses 2-pt layup from 2 ft (block by R. Covington),34,40
162,2,6:07.0,Defensive rebound by S. Rodríguez,,34,40
163,2,5:57.0,E. İlyasova misses 2-pt jump shot from 6 ft,,34,40
164,2,5:56.0,Offensive rebound by Team,,34,40
165,2,5:56.0,,Loose ball foul by K. Koufos (drawn by J. Embiid),34,40
166,2,5:56.0,Official timeout,,34,40
167,2,5:56.0,,D. Cousins enters the game for K. Koufos,34,40
168,2,5:48.0,S. Rodríguez makes 2-pt layup from 4 ft,,36,40
169,2,5:25.0,,D. Cousins misses 2-pt jump shot from 10 ft,36,40
170,2,5:24.0,,Offensive rebound by T. Lawson,36,40
171,2,5:19.0,,T. Lawson misses 3-pt jump shot from 25 ft,36,40
172,2,5:18.0,,Offensive rebound by R. Gay,36,40
173,2,5:16.0,,R. Gay misses 2-pt layup from 3 ft (block by J. Embiid),36,40
174,2,5:15.0,,Offensive rebound by D. Cousins,36,40
175,2,5:14.0,,D. Cousins makes 2-pt layup from 1 ft,36,42
176,2,5:04.0,J. Embiid misses 2-pt layup from 1 ft,,36,42
177,2,5:03.0,Offensive rebound by J. Embiid,,36,42
178,2,4:45.0,Turnover by S. Rodríguez (bad pass; steal by O. Casspi),,36,42
179,2,4:40.0,,O. Casspi makes 2-pt layup from 1 ft,36,44
180,2,4:26.0,J. Embiid makes 2-pt jump shot from 5 ft,,38,44
181,2,4:26.0,Shooting foul by D. Cousins (drawn by J. Embiid),,38,44
182,2,4:26.0,,D. Collison enters the game for T. Lawson,38,44
183,2,4:26.0,J. Embiid makes free throw 1 of 1,,39,44
184,2,4:11.0,,R. Gay misses 2-pt jump shot from 21 ft,39,44
185,2,4:10.0,Defensive rebound by J. Embiid,,39,44
186,2,3:58.0,G. Henderson makes 2-pt jump shot from 20 ft (assist by S. Rodríguez),,41,44
187,2,3:40.0,,Turnover by D. Cousins (lost ball),41,44
188,2,3:40.0,T. McConnell enters the game for S. Rodríguez,,41,44
189,2,3:21.0,J. Embiid misses 2-pt jump shot from 4 ft,,41,44
190,2,3:20.0,Offensive rebound by J. Embiid,,41,44
191,2,3:19.0,J. Embiid makes 2-pt layup from 2 ft,,43,44
192,2,3:11.0,,Personal foul by G. Henderson (drawn by D. Cousins),43,44
193,2,3:11.0,,D. Cousins makes free throw 1 of 2,43,45
194,2,3:11.0,,D. Cousins makes free throw 2 of 2,43,46
195,2,2:58.0,E. İlyasova makes 2-pt jump shot from 19 ft (assist by T. McConnell),,45,46
196,2,2:41.0,,G. Temple misses 3-pt jump shot from 25 ft,45,46
197,2,2:41.0,Defensive rebound by J. Embiid,,45,46
198,2,2:30.0,Turnover by J. Embiid (bad pass; steal by G. Temple),,45,46
199,2,2:20.0,,D. Collison misses 2-pt jump shot from 16 ft,45,46
200,2,2:18.0,Defensive rebound by R. Covington,,45,46
201,2,2:11.0,E. İlyasova misses 3-pt jump shot from 24 ft,,45,46
202,2,2:10.0,,Defensive rebound by O. Casspi,45,46
203,2,1:53.0,,D. Cousins misses 2-pt jump shot from 18 ft,45,46
204,2,1:52.0,,Offensive rebound by R. Gay,45,46
205,2,1:52.0,,Sacramento full timeout,45,46
206,2,1:52.0,J. Okafor enters the game for J. Embiid,,45,46
207,2,1:37.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by G. Temple),45,49
208,2,1:20.0,G. Henderson misses 3-pt jump shot from 24 ft,,45,49
209,2,1:19.0,,Defensive rebound by O. Casspi,45,49
210,2,1:05.0,,R. Gay makes 2-pt jump shot from 9 ft,45,51
211,2,0:47.0,J. Okafor makes 2-pt dunk at rim (assist by T. McConnell),,47,51
212,2,0:34.0,,R. Gay misses 2-pt layup from 2 ft,47,51
213,2,0:33.0,Defensive rebound by E. İlyasova,,47,51
214,2,0:26.0,G. Henderson misses 2-pt jump shot from 16 ft,,47,51
215,2,0:26.0,,Defensive rebound by R. Gay,47,51
216,2,0:04.0,,R. Gay misses 3-pt jump shot from 23 ft,47,51
217,2,0:04.0,Defensive rebound by T. McConnell,,47,51
218,2,0:00.0,T. McConnell misses 2-pt jump shot from 21 ft,,47,51
219,2,0:00.0,Offensive rebound by Team,,47,51
220,3,11:47.0,E. İlyasova misses 3-pt jump shot from 24 ft,,47,51
221,3,11:47.0,,Defensive rebound by Team,47,51
222,3,11:32.0,,R. Gay makes 2-pt jump shot from 12 ft,47,53
223,3,11:20.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by J. Embiid),,50,53
224,3,10:56.0,,B. McLemore misses 3-pt jump shot from 24 ft,50,53
225,3,10:55.0,,Offensive rebound by W. Cauley-Stein,50,53
226,3,10:47.0,,Turnover by B. McLemore (step out of bounds),50,53
227,3,10:24.0,S. Rodríguez makes 2-pt layup from 3 ft,,52,53
228,3,10:06.0,,B. McLemore makes 2-pt jump shot from 23 ft (assist by D. Cousins),52,55
229,3,9:52.0,Shooting foul by W. Cauley-Stein (drawn by J. Embiid),,52,55
230,3,9:52.0,J. Embiid makes free throw 1 of 2,,53,55
231,3,9:52.0,J. Embiid makes free throw 2 of 2,,54,55
232,3,9:31.0,,D. Cousins misses 2-pt jump shot from 13 ft,54,55
233,3,9:31.0,Defensive rebound by G. Henderson,,54,55
234,3,9:21.0,R. Covington misses 3-pt jump shot from 26 ft,,54,55
235,3,9:20.0,,Defensive rebound by R. Gay,54,55
236,3,9:19.0,,Personal foul by R. Covington (drawn by D. Cousins),54,55
237,3,9:09.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),54,57
238,3,8:54.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by R. Covington),,56,57
239,3,8:35.0,,Turnover by D. Cousins (lost ball; steal by R. Covington),56,57
240,3,8:27.0,Turnover by J. Embiid (lost ball; steal by W. Cauley-Stein),,56,57
241,3,8:20.0,,Turnover by D. Cousins (bad pass; steal by S. Rodríguez),56,57
242,3,8:15.0,J. Embiid misses 2-pt layup from 1 ft (block by D. Cousins),,56,57
243,3,8:14.0,Offensive rebound by Team,,56,57
244,3,8:10.0,J. Embiid makes 2-pt jump shot from 3 ft (assist by S. Rodríguez),,58,57
245,3,8:01.0,,Personal block foul by E. İlyasova (drawn by B. McLemore),58,57
246,3,7:51.0,,D. Cousins makes 2-pt layup from 3 ft,58,59
247,3,7:34.0,Turnover by J. Embiid (lost ball; steal by D. Collison),,58,59
248,3,7:30.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. McLemore),58,61
249,3,7:06.0,J. Embiid makes 2-pt dunk at rim (assist by E. İlyasova),,60,61
250,3,6:52.0,,Turnover by R. Gay (lost ball; steal by S. Rodríguez),60,61
251,3,6:48.0,Shooting foul by D. Cousins (drawn by R. Covington),,60,61
252,3,6:48.0,R. Covington makes free throw 1 of 2,,61,61
253,3,6:48.0,R. Covington misses free throw 2 of 2,,61,61
254,3,6:48.0,T. McConnell enters the game for J. Embiid,,61,61
255,3,6:48.0,J. Okafor enters the game for S. Rodríguez,,61,61
256,3,6:48.0,D. Šarić enters the game for E. İlyasova,,61,61
257,3,6:46.0,,Defensive rebound by D. Cousins,61,61
258,3,6:37.0,,B. McLemore misses 3-pt jump shot from 25 ft,61,61
259,3,6:36.0,Defensive rebound by R. Covington,,61,61
260,3,6:13.0,G. Henderson makes 2-pt jump shot from 13 ft,,63,61
261,3,5:52.0,,Turnover by D. Cousins (bad pass; steal by R. Covington),63,61
262,3,5:46.0,D. Šarić misses 2-pt jump shot from 4 ft,,63,61
263,3,5:44.0,Offensive rebound by T. McConnell,,63,61
264,3,5:43.0,T. McConnell misses 2-pt layup from 2 ft,,63,61
265,3,5:41.0,Offensive rebound by R. Covington,,63,61
266,3,5:40.0,R. Covington misses 2-pt jump shot from 8 ft (block by R. Gay),,63,61
267,3,5:39.0,,Defensive rebound by R. Gay,63,61
268,3,5:38.0,,Turnover by R. Gay (bad pass; steal by J. Okafor),63,61
269,3,5:34.0,R. Covington misses 3-pt jump shot from 24 ft,,63,61
270,3,5:34.0,,Defensive rebound by R. Gay,63,61
271,3,5:34.0,,Sacramento full timeout,63,61
272,3,5:34.0,N. Stauskas enters the game for G. Henderson,,63,61
273,3,5:34.0,,A. Tolliver enters the game for W. Cauley-Stein,63,61
274,3,5:15.0,,D. Cousins makes 2-pt dunk at rim (assist by B. McLemore),63,63
275,3,5:05.0,Turnover by R. Covington (bad pass),,63,63
276,3,4:58.0,,Turnover by D. Collison (traveling),63,63
277,3,4:41.0,D. Šarić makes 2-pt hook shot from 7 ft,,65,63
278,3,4:21.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by D. Collison),65,65
279,3,4:02.0,D. Šarić makes 2-pt layup from 3 ft,,67,65
280,3,3:47.0,,B. McLemore misses 2-pt layup from 2 ft,67,65
281,3,3:46.0,Defensive rebound by D. Šarić,,67,65
282,3,3:38.0,D. Šarić misses 3-pt jump shot from 25 ft,,67,65
283,3,3:37.0,,Defensive rebound by B. McLemore,67,65
284,3,3:19.0,,Sacramento full timeout,67,65
285,3,3:19.0,,G. Temple enters the game for R. Gay,67,65
286,3,3:19.0,,M. Barnes enters the game for B. McLemore,67,65
287,3,3:19.0,,T. Lawson enters the game for D. Collison,67,65
288,3,3:19.0,E. İlyasova enters the game for R. Covington,,67,65
289,3,3:13.0,,Turnover by M. Barnes (bad pass; steal by D. Šarić),67,65
290,3,3:10.0,Personal foul by D. Cousins (drawn by D. Šarić),,67,65
291,3,3:10.0,Philadelphia full timeout,,67,65
292,3,3:00.0,Turnover by J. Okafor (lost ball; steal by D. Cousins),,67,65
293,3,2:34.0,,M. Barnes misses 3-pt jump shot from 24 ft,67,65
294,3,2:34.0,,Offensive rebound by Team,67,65
295,3,2:34.0,Loose ball foul by J. Okafor (drawn by D. Cousins),,67,65
296,3,2:26.0,,A. Tolliver misses 3-pt jump shot from 24 ft,67,65
297,3,2:25.0,,Offensive rebound by T. Lawson,67,65
298,3,2:21.0,,T. Lawson misses 2-pt jump shot from 16 ft,67,65
299,3,2:20.0,Defensive rebound by D. Šarić,,67,65
300,3,2:12.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),,70,65
301,3,1:59.0,,D. Cousins misses 2-pt jump shot from 18 ft,70,65
302,3,1:58.0,Defensive rebound by N. Stauskas,,70,65
303,3,1:51.0,Turnover by J. Okafor (bad pass; steal by D. Cousins),,70,65
304,3,1:50.0,,Personal foul by E. İlyasova (drawn by T. Lawson),70,65
305,3,1:50.0,J. Embiid enters the game for J. Okafor,,70,65
306,3,1:50.0,,W. Cauley-Stein enters the game for D. Cousins,70,65
307,3,1:42.0,,Shooting foul by D. Šarić (drawn by W. Cauley-Stein),70,65
308,3,1:42.0,,W. Cauley-Stein misses free throw 1 of 2,70,65
309,3,1:42.0,,Offensive rebound by Team,70,65
310,3,1:42.0,,W. Cauley-Stein makes free throw 2 of 2,70,66
311,3,1:29.0,J. Embiid misses 2-pt jump shot from 3 ft,,70,66
312,3,1:27.0,,Defensive rebound by A. Tolliver,70,66
313,3,1:18.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by T. Lawson),70,68
314,3,0:55.0,N. Stauskas misses 3-pt jump shot from 25 ft,,70,68
315,3,0:54.0,Offensive rebound by D. Šarić,,70,68
316,3,0:54.0,D. Šarić makes 2-pt layup from 1 ft,,72,68
317,3,0:40.0,,Personal block foul by T. McConnell (drawn by T. Lawson),72,68
318,3,0:40.0,,T. Lawson makes free throw 1 of 2,72,69
319,3,0:40.0,,T. Lawson makes free throw 2 of 2,72,70
320,3,0:31.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by T. McConnell),,75,70
321,3,0:11.0,,A. Tolliver misses 3-pt jump shot from 23 ft,75,70
322,3,0:10.0,Defensive rebound by D. Šarić,,75,70
323,3,0:04.0,E. İlyasova makes 2-pt layup from 3 ft (assist by T. McConnell),,77,70
324,3,0:00.0,,T. Lawson misses 3-pt jump shot from 41 ft,77,70
325,3,0:00.0,,Offensive rebound by Team,77,70
326,4,11:41.0,,A. Tolliver makes 2-pt jump shot from 19 ft (assist by M. Barnes),77,72
327,4,11:27.0,Turnover by N. Stauskas (bad pass; steal by T. Lawson),,77,72
328,4,11:18.0,,Turnover by M. Barnes (bad pass; steal by T. McConnell),77,72
329,4,11:16.0,Personal foul by T. Lawson (drawn by T. McConnell),,77,72
330,4,11:08.0,Personal foul by T. Lawson (drawn by T. McConnell),,77,72
331,4,11:08.0,T. McConnell makes free throw 1 of 2,,78,72
332,4,11:08.0,T. McConnell misses free throw 2 of 2,,78,72
333,4,11:07.0,,Defensive rebound by A. Tolliver,78,72
334,4,10:44.0,,M. Barnes misses 2-pt jump shot from 6 ft,78,72
335,4,10:43.0,Defensive rebound by D. Šarić,,78,72
336,4,10:28.0,Shooting foul by K. Koufos (drawn by J. Embiid),,78,72
337,4,10:28.0,J. Embiid makes free throw 1 of 2,,79,72
338,4,10:28.0,,R. Gay enters the game for M. Barnes,79,72
339,4,10:28.0,J. Embiid makes free throw 2 of 2,,80,72
340,4,10:16.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by K. Koufos),80,75
341,4,10:07.0,Offensive foul by J. Embiid (drawn by T. Lawson),,80,75
342,4,10:07.0,Turnover by J. Embiid (offensive foul),,80,75
343,4,10:07.0,J. Okafor enters the game for J. Embiid,,80,75
344,4,9:52.0,,R. Gay makes 2-pt dunk at rim,80,77
345,4,9:35.0,G. Henderson misses 3-pt jump shot from 23 ft,,80,77
346,4,9:34.0,,Defensive rebound by T. Lawson,80,77
347,4,9:29.0,,R. Gay misses 2-pt layup from 3 ft,80,77
348,4,9:25.0,Defensive rebound by J. Okafor,,80,77
349,4,9:21.0,D. Šarić misses 3-pt jump shot from 24 ft,,80,77
350,4,9:21.0,,Defensive rebound by K. Koufos,80,77
351,4,9:08.0,,T. Lawson misses 2-pt hook shot from 5 ft,80,77
352,4,9:07.0,Defensive rebound by G. Henderson,,80,77
353,4,8:58.0,Philadelphia full timeout,,80,77
354,4,8:58.0,,Technical foul by K. Koufos,80,77
355,4,8:58.0,Technical foul by D. Šarić,,80,77
356,4,8:58.0,E. İlyasova enters the game for G. Henderson,,80,77
357,4,8:58.0,R. Covington enters the game for D. Šarić,,80,77
358,4,8:49.0,Turnover by J. Okafor (lost ball),,80,77
359,4,8:36.0,,Shooting foul by R. Covington (drawn by R. Gay),80,77
360,4,8:36.0,,R. Gay makes free throw 1 of 2,80,78
361,4,8:36.0,,R. Gay makes free throw 2 of 2,80,79
362,4,8:26.0,Turnover by T. McConnell (step out of bounds),,80,79
363,4,8:05.0,,Shooting foul by E. İlyasova (drawn by K. Koufos),80,79
364,4,8:05.0,,K. Koufos misses free throw 1 of 2,80,79
365,4,8:05.0,,Offensive rebound by Team,80,79
366,4,8:05.0,,K. Koufos misses free throw 2 of 2,80,79
367,4,8:03.0,,Offensive rebound by T. Lawson,80,79
368,4,7:57.0,,Turnover by R. Gay (lost ball; steal by E. İlyasova),80,79
369,4,7:46.0,Offensive foul by R. Covington (drawn by A. Tolliver),,80,79
370,4,7:46.0,Turnover by R. Covington (offensive foul),,80,79
371,4,7:38.0,,Shooting foul by E. İlyasova (drawn by T. Lawson),80,79
372,4,7:38.0,,T. Lawson makes free throw 1 of 2,80,80
373,4,7:38.0,,T. Lawson makes free throw 2 of 2,80,81
374,4,7:24.0,Personal foul by T. Lawson (drawn by E. İlyasova),,80,81
375,4,7:09.0,N. Stauskas misses 2-pt jump shot from 21 ft,,80,81
376,4,7:09.0,,Defensive rebound by R. Gay,80,81
377,4,6:59.0,,T. Lawson makes 2-pt jump shot from 18 ft,80,83
378,4,6:59.0,Philadelphia full timeout,,80,83
379,4,6:51.0,Turnover by N. Stauskas (bad pass; steal by K. Koufos),,80,83
