,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
112,2,9:09.0,,D. Hilliard makes 2-pt dunk at rim (assist by S. Johnson),17,37
113,2,9:09.0,Toronto full timeout,,17,37
114,2,9:09.0,,M. Morris enters the game for S. Johnson,17,37
115,2,9:09.0,D. Wright enters the game for P. Patterson,,17,37
116,2,9:01.0,Turnover by C. Joseph (bad pass),,17,37
117,2,8:48.0,,T. Harris misses 3-pt jump shot from 26 ft,17,37
118,2,8:47.0,Defensive rebound by C. Joseph,,17,37
119,2,8:36.0,Personal foul by D. Hilliard,,17,37
120,2,8:32.0,C. Joseph makes 2-pt layup from 1 ft,,19,37
121,2,8:32.0,Shooting foul by A. Baynes (drawn by C. Joseph),,19,37
122,2,8:32.0,C. Joseph makes free throw 1 of 1,,20,37
123,2,8:19.0,,B. Udrih misses 2-pt layup from 2 ft,20,37
124,2,8:18.0,,Offensive rebound by A. Baynes,20,37
125,2,8:15.0,,A. Baynes makes 2-pt dunk at rim,20,39
126,2,8:06.0,K. Lowry misses 2-pt layup from 3 ft (block by A. Baynes),,20,39
127,2,8:05.0,,Defensive rebound by D. Hilliard,20,39
128,2,7:54.0,,M. Morris misses 2-pt jump shot from 13 ft,20,39
129,2,7:52.0,Defensive rebound by C. Joseph,,20,39
130,2,7:45.0,C. Joseph makes 2-pt layup from 1 ft (assist by K. Lowry),,22,39
131,2,7:19.0,,B. Udrih makes 2-pt layup from 1 ft,22,41
132,2,7:00.0,C. Joseph misses 2-pt jump shot from 8 ft,,22,41
133,2,6:59.0,Offensive rebound by C. Joseph,,22,41
134,2,6:47.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. Wright),,25,41
135,2,6:32.0,,M. Morris makes 2-pt jump shot from 10 ft,25,43
136,2,6:13.0,S. Ibaka misses 3-pt jump shot from 26 ft,,25,43
137,2,6:13.0,,Defensive rebound by Team,25,43
138,2,6:13.0,,A. Drummond enters the game for A. Baynes,25,43
139,2,5:56.0,,T. Harris misses 2-pt jump shot from 6 ft (block by S. Ibaka),25,43
140,2,5:53.0,Defensive rebound by D. Wright,,25,43
141,2,5:49.0,Personal foul by M. Morris (drawn by K. Lowry),,25,43
142,2,5:49.0,Official timeout,,25,43
143,2,5:49.0,,J. Leuer enters the game for M. Morris,25,43
144,2,5:49.0,,S. Johnson enters the game for T. Harris,25,43
145,2,5:49.0,,I. Smith enters the game for B. Udrih,25,43
146,2,5:49.0,J. Valančiūnas enters the game for P. Tucker,,25,43
147,2,5:49.0,D. DeRozan enters the game for C. Joseph,,25,43
148,2,5:34.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,28,43
149,2,5:20.0,,Shooting foul by J. Valančiūnas (drawn by D. Hilliard),28,43
150,2,5:20.0,,D. Hilliard makes free throw 1 of 2,28,44
151,2,5:20.0,,D. Hilliard makes free throw 2 of 2,28,45
152,2,5:07.0,D. DeRozan misses 2-pt jump shot from 20 ft,,28,45
153,2,5:07.0,,Defensive rebound by D. Hilliard,28,45
154,2,4:52.0,,Shooting foul by D. DeRozan (drawn by A. Drummond),28,45
155,2,4:52.0,,A. Drummond misses free throw 1 of 2,28,45
156,2,4:52.0,,Offensive rebound by Team,28,45
157,2,4:52.0,,A. Drummond makes free throw 2 of 2,28,46
158,2,4:32.0,K. Lowry misses 3-pt jump shot from 26 ft,,28,46
159,2,4:32.0,,Defensive rebound by J. Leuer,28,46
160,2,4:20.0,,Personal foul by J. Valančiūnas (drawn by I. Smith),28,46
161,2,4:20.0,J. Poeltl enters the game for J. Valančiūnas,,28,46
162,2,4:04.0,,A. Drummond makes 2-pt layup from 1 ft,28,48
163,2,3:53.0,S. Ibaka misses 3-pt jump shot from 27 ft,,28,48
164,2,3:53.0,,Defensive rebound by A. Drummond,28,48
165,2,3:49.0,,Turnover by A. Drummond (lost ball; steal by K. Lowry),28,48
166,2,3:48.0,K. Lowry makes 2-pt layup at rim,,30,48
167,2,3:48.0,Shooting foul by A. Drummond (drawn by K. Lowry),,30,48
168,2,3:48.0,K. Lowry makes free throw 1 of 1,,31,48
169,2,3:47.0,,Personal take foul by J. Poeltl (drawn by A. Drummond),31,48
170,2,3:47.0,,A. Drummond misses free throw 1 of 2,31,48
171,2,3:47.0,,Offensive rebound by Team,31,48
172,2,3:47.0,,A. Drummond misses free throw 2 of 2,31,48
173,2,3:46.0,Defensive rebound by S. Ibaka,,31,48
174,2,3:39.0,J. Poeltl makes 2-pt dunk at rim (assist by K. Lowry),,33,48
175,2,3:37.0,,Detroit full timeout,33,48
176,2,3:37.0,,R. Bullock enters the game for J. Leuer,33,48
177,2,3:37.0,,T. Harris enters the game for A. Drummond,33,48
178,2,3:37.0,,A. Baynes enters the game for D. Hilliard,33,48
179,2,3:37.0,C. Joseph enters the game for D. Wright,,33,48
180,2,3:28.0,,Offensive foul by A. Baynes (drawn by C. Joseph),33,48
181,2,3:28.0,,Turnover by A. Baynes (offensive foul),33,48
182,2,3:10.0,C. Joseph makes 3-pt jump shot from 27 ft (assist by K. Lowry),,36,48
183,2,2:56.0,,I. Smith makes 2-pt layup from 1 ft,36,50
184,2,2:41.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,39,50
185,2,2:24.0,,I. Smith makes 2-pt jump shot from 15 ft,39,52
186,2,2:12.0,K. Lowry misses 2-pt jump shot from 13 ft,,39,52
187,2,2:10.0,,Defensive rebound by S. Johnson,39,52
188,2,2:03.0,,T. Harris misses 2-pt hook shot from 6 ft,39,52
189,2,2:02.0,Defensive rebound by K. Lowry,,39,52
190,2,1:46.0,S. Ibaka makes 2-pt jump shot from 16 ft (assist by D. DeRozan),,41,52
191,2,1:30.0,,T. Harris misses 3-pt jump shot from 25 ft,41,52
192,2,1:28.0,Defensive rebound by K. Lowry,,41,52
193,2,1:28.0,Turnover by K. Lowry (bad pass),,41,52
194,2,1:14.0,,Shooting foul by D. DeRozan (drawn by A. Baynes),41,52
195,2,1:14.0,,A. Baynes makes free throw 1 of 2,41,53
196,2,1:14.0,,A. Baynes makes free throw 2 of 2,41,54
197,2,0:57.0,Personal foul by S. Johnson (drawn by S. Ibaka),,41,54
198,2,0:57.0,S. Ibaka makes free throw 1 of 2,,42,54
199,2,0:57.0,S. Ibaka makes free throw 2 of 2,,43,54
200,2,0:42.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by I. Smith),43,56
201,2,0:33.0,Shooting foul by R. Bullock (drawn by K. Lowry),,43,56
202,2,0:33.0,K. Lowry makes free throw 1 of 3,,44,56
203,2,0:33.0,K. Lowry makes free throw 2 of 3,,45,56
204,2,0:33.0,P. Tucker enters the game for D. DeRozan,,45,56
205,2,0:33.0,K. Lowry makes free throw 3 of 3,,46,56
206,2,0:17.0,,Turnover by I. Smith (lost ball; steal by C. Joseph),46,56
207,2,0:01.0,K. Lowry misses 3-pt jump shot from 27 ft,,46,56
208,2,0:00.0,Offensive rebound by Team,,46,56
209,3,11:47.0,J. Valančiūnas makes 2-pt layup at rim (assist by D. DeRozan),,48,56
210,3,11:29.0,,M. Morris misses 2-pt jump shot from 17 ft,48,56
211,3,11:29.0,Defensive rebound by Team,,48,56
212,3,11:16.0,Personal foul by A. Drummond (drawn by D. DeRozan),,48,56
213,3,11:00.0,J. Valančiūnas makes 2-pt hook shot from 9 ft (assist by K. Lowry),,50,56
214,3,10:44.0,,Personal foul by K. Lowry (drawn by A. Drummond),50,56
215,3,10:44.0,Flagrant foul type 1 by A. Drummond (drawn by K. Lowry),,50,56
216,3,10:44.0,K. Lowry makes flagrant free throw 1 of 2,,51,56
217,3,10:44.0,K. Lowry makes flagrant free throw 2 of 2,,52,56
218,3,10:20.0,D. DeRozan misses 2-pt jump shot from 11 ft,,52,56
219,3,10:19.0,,Defensive rebound by A. Drummond,52,56
220,3,10:09.0,,Turnover by K. Caldwell-Pope (bad pass; steal by D. Carroll),52,56
221,3,10:03.0,D. Carroll misses 3-pt jump shot from 24 ft,,52,56
222,3,10:02.0,,Defensive rebound by M. Morris,52,56
223,3,9:54.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),52,59
224,3,9:33.0,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by K. Lowry),,54,59
225,3,9:20.0,,Shooting foul by D. Carroll (drawn by A. Drummond),54,59
226,3,9:20.0,,A. Drummond misses free throw 1 of 2,54,59
227,3,9:20.0,,Offensive rebound by Team,54,59
228,3,9:20.0,,A. Drummond makes free throw 2 of 2,54,60
229,3,9:07.0,S. Ibaka misses 3-pt jump shot from 26 ft,,54,60
230,3,9:07.0,,Defensive rebound by I. Smith,54,60
231,3,8:59.0,,Shooting foul by J. Valančiūnas (drawn by A. Drummond),54,60
232,3,8:59.0,,A. Drummond makes free throw 1 of 2,54,61
233,3,8:59.0,,A. Drummond misses free throw 2 of 2,54,61
234,3,8:58.0,,Offensive rebound by J. Leuer,54,61
235,3,8:54.0,,J. Leuer makes 2-pt layup at rim,54,63
236,3,8:38.0,Shooting foul by J. Leuer (drawn by D. DeRozan),,54,63
237,3,8:38.0,D. DeRozan makes free throw 1 of 2,,55,63
238,3,8:38.0,J. Poeltl enters the game for J. Valančiūnas,,55,63
239,3,8:38.0,D. DeRozan makes free throw 2 of 2,,56,63
240,3,8:21.0,,A. Drummond misses 2-pt hook shot from 7 ft,56,63
241,3,8:20.0,Defensive rebound by S. Ibaka,,56,63
242,3,8:14.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. DeRozan),,58,63
243,3,7:54.0,,J. Leuer misses 2-pt jump shot from 10 ft,58,63
244,3,7:54.0,,Offensive rebound by A. Drummond,58,63
245,3,7:42.0,,M. Morris makes 2-pt jump shot from 16 ft,58,65
246,3,7:26.0,D. DeRozan misses 2-pt jump shot from 14 ft,,58,65
247,3,7:25.0,,Defensive rebound by A. Drummond,58,65
248,3,7:18.0,,I. Smith misses 2-pt layup from 1 ft,58,65
249,3,7:16.0,Defensive rebound by J. Poeltl,,58,65
250,3,7:13.0,D. DeRozan makes 2-pt jump shot from 5 ft (assist by K. Lowry),,60,65
251,3,7:13.0,Shooting foul by M. Morris (drawn by D. DeRozan),,60,65
252,3,7:13.0,D. DeRozan misses free throw 1 of 1,,60,65
253,3,7:13.0,,S. Johnson enters the game for M. Morris,60,65
254,3,7:12.0,,Defensive rebound by Team,60,65
255,3,7:12.0,C. Joseph enters the game for D. Carroll,,60,65
256,3,6:55.0,,S. Johnson makes 3-pt jump shot from 26 ft (assist by I. Smith),60,68
257,3,6:42.0,Turnover by D. DeRozan (bad pass; steal by K. Caldwell-Pope),,60,68
258,3,6:35.0,,Turnover by K. Caldwell-Pope (traveling),60,68
259,3,6:35.0,,T. Harris enters the game for J. Leuer,60,68
260,3,6:15.0,J. Poeltl misses 2-pt jump shot from 8 ft,,60,68
261,3,6:15.0,Offensive rebound by S. Ibaka,,60,68
262,3,6:11.0,Turnover by S. Ibaka (bad pass; steal by K. Caldwell-Pope),,60,68
263,3,6:06.0,,S. Johnson misses 3-pt jump shot from 26 ft,60,68
264,3,6:05.0,Defensive rebound by S. Ibaka,,60,68
265,3,5:57.0,K. Lowry misses 3-pt jump shot from 26 ft,,60,68
266,3,5:57.0,,Defensive rebound by A. Drummond,60,68
267,3,5:37.0,,T. Harris misses 2-pt jump shot from 15 ft,60,68
268,3,5:36.0,Defensive rebound by C. Joseph,,60,68
269,3,5:25.0,Turnover by D. DeRozan (bad pass),,60,68
270,3,5:25.0,,Detroit full timeout,60,68
271,3,5:25.0,P. Tucker enters the game for S. Ibaka,,60,68
272,3,5:06.0,,I. Smith misses 2-pt jump shot from 15 ft,60,68
273,3,5:05.0,Defensive rebound by K. Lowry,,60,68
274,3,4:58.0,J. Poeltl misses 2-pt layup from 1 ft,,60,68
275,3,4:58.0,,Defensive rebound by Team,60,68
276,3,4:32.0,,I. Smith makes 2-pt jump shot from 17 ft,60,70
277,3,4:17.0,Turnover by P. Tucker (bad pass; steal by S. Johnson),,60,70
278,3,4:17.0,,Personal foul by J. Poeltl (drawn by S. Johnson),60,70
279,3,3:54.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,60,70
280,3,3:54.0,Defensive rebound by D. DeRozan,,60,70
281,3,3:36.0,D. DeRozan misses 2-pt jump shot from 18 ft,,60,70
282,3,3:35.0,,Defensive rebound by A. Drummond,60,70
283,3,3:28.0,,S. Johnson misses 3-pt jump shot from 23 ft,60,70
284,3,3:28.0,Defensive rebound by P. Tucker,,60,70
285,3,3:12.0,D. DeRozan misses 3-pt jump shot from 24 ft,,60,70
286,3,3:11.0,,Defensive rebound by A. Drummond,60,70
287,3,3:06.0,,Personal foul by C. Joseph (drawn by I. Smith),60,70
288,3,3:06.0,,I. Smith makes free throw 1 of 2,60,71
289,3,3:06.0,,A. Baynes enters the game for A. Drummond,60,71
290,3,3:06.0,D. Wright enters the game for K. Lowry,,60,71
291,3,3:06.0,,I. Smith makes free throw 2 of 2,60,72
292,3,2:53.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,63,72
293,3,2:34.0,,A. Baynes makes 2-pt jump shot from 13 ft (assist by S. Johnson),63,74
294,3,2:20.0,C. Joseph misses 3-pt jump shot from 24 ft (block by I. Smith),,63,74
295,3,2:18.0,,Defensive rebound by K. Caldwell-Pope,63,74
296,3,2:13.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,63,74
297,3,2:13.0,,Offensive rebound by A. Baynes,63,74
298,3,2:13.0,,A. Baynes makes 2-pt dunk at rim,63,76
299,3,2:13.0,Toronto full timeout,,63,76
300,3,2:13.0,,B. Udrih enters the game for I. Smith,63,76
301,3,2:13.0,P. Patterson enters the game for J. Poeltl,,63,76
302,3,1:58.0,D. DeRozan misses 2-pt jump shot from 18 ft,,63,76
303,3,1:58.0,Offensive rebound by D. Wright,,63,76
304,3,1:46.0,D. DeRozan misses 2-pt layup from 1 ft,,63,76
305,3,1:45.0,,Defensive rebound by A. Baynes,63,76
306,3,1:29.0,,Turnover by B. Udrih (bad pass; steal by D. Wright),63,76
307,3,1:14.0,Turnover by C. Joseph (bad pass),,63,76
308,3,1:02.0,,Shooting foul by D. Wright (drawn by B. Udrih),63,76
309,3,1:02.0,,B. Udrih makes free throw 1 of 2,63,77
310,3,1:02.0,,B. Udrih makes free throw 2 of 2,63,78
311,3,0:39.0,P. Patterson makes 2-pt layup from 1 ft (assist by D. Wright),,65,78
312,3,0:19.0,,A. Baynes makes 2-pt layup at rim (assist by B. Udrih),65,80
313,3,0:02.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Wright),,68,80
314,4,11:43.0,,Turnover by S. Johnson (lost ball; steal by P. Tucker),68,80
315,4,11:30.0,C. Joseph misses 3-pt jump shot from 27 ft,,68,80
316,4,11:29.0,Offensive rebound by J. Valančiūnas,,68,80
317,4,11:26.0,J. Valančiūnas makes 2-pt layup from 1 ft,,70,80
318,4,11:17.0,,B. Udrih misses 2-pt jump shot from 15 ft,70,80
319,4,11:17.0,Defensive rebound by C. Joseph,,70,80
320,4,11:06.0,C. Joseph misses 2-pt jump shot from 11 ft,,70,80
321,4,11:06.0,,Defensive rebound by S. Johnson,70,80
322,4,11:00.0,,Turnover by A. Baynes (bad pass),70,80
323,4,10:51.0,Personal foul by A. Baynes (drawn by K. Lowry),,70,80
324,4,10:43.0,C. Joseph misses 2-pt jump shot from 11 ft,,70,80
325,4,10:42.0,,Defensive rebound by A. Baynes,70,80
326,4,10:23.0,,B. Udrih makes 2-pt jump shot from 15 ft,70,82
327,4,10:10.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by C. Joseph),,72,82
328,4,9:55.0,,T. Harris makes 2-pt layup at rim (assist by B. Udrih),72,84
329,4,9:42.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),,75,84
330,4,9:41.0,,Detroit full timeout,75,84
331,4,9:23.0,,T. Harris misses 2-pt jump shot from 18 ft,75,84
332,4,9:22.0,Defensive rebound by J. Valančiūnas,,75,84
333,4,9:06.0,Turnover by P. Patterson (bad pass),,75,84
334,4,9:01.0,,Offensive foul by A. Baynes (drawn by P. Patterson),75,84
335,4,9:01.0,,Turnover by A. Baynes (offensive foul),75,84
336,4,9:01.0,,A. Drummond enters the game for A. Baynes,75,84
337,4,8:37.0,C. Joseph misses 3-pt jump shot from 27 ft,,75,84
338,4,8:36.0,Offensive rebound by J. Valančiūnas,,75,84
339,4,8:32.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,75,84
340,4,8:32.0,,Defensive rebound by A. Drummond,75,84
341,4,8:12.0,,R. Bullock makes 2-pt layup from 1 ft (assist by B. Udrih),75,86
342,4,7:57.0,J. Valančiūnas makes 2-pt jump shot from 9 ft (assist by K. Lowry),,77,86
343,4,7:45.0,,Turnover by S. Johnson (bad pass; steal by C. Joseph),77,86
344,4,7:39.0,P. Patterson misses 3-pt jump shot from 23 ft,,77,86
345,4,7:39.0,,Defensive rebound by T. Harris,77,86
346,4,7:26.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by B. Udrih),77,89
347,4,7:13.0,K. Lowry makes 2-pt layup at rim,,79,89
348,4,6:58.0,,B. Udrih makes 2-pt jump shot from 13 ft,79,91
349,4,6:43.0,C. Joseph makes 2-pt jump shot from 17 ft (assist by P. Patterson),,81,91
350,4,6:24.0,,T. Harris makes 2-pt layup from 1 ft (assist by B. Udrih),81,93
351,4,6:11.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by P. Patterson),,84,93
352,4,5:45.0,,T. Harris misses 3-pt jump shot from 26 ft,84,93
353,4,5:44.0,Defensive rebound by P. Tucker,,84,93
354,4,5:35.0,K. Lowry makes 2-pt jump shot from 11 ft,,86,93
355,4,5:24.0,,Turnover by R. Bullock (lost ball; steal by K. Lowry),86,93
356,4,5:08.0,P. Tucker misses 3-pt jump shot from 26 ft,,86,93
357,4,5:07.0,,Defensive rebound by R. Bullock,86,93
358,4,5:06.0,,Detroit full timeout,86,93
359,4,5:06.0,Official timeout,,86,93
360,4,5:06.0,D. DeRozan enters the game for P. Patterson,,86,93
361,4,5:06.0,S. Ibaka enters the game for C. Joseph,,86,93
362,4,5:06.0,,I. Smith enters the game for R. Bullock,86,93
363,4,5:06.0,,M. Morris enters the game for S. Johnson,86,93
364,4,5:06.0,,K. Caldwell-Pope enters the game for B. Udrih,86,93
365,4,4:49.0,,A. Drummond misses 2-pt layup from 1 ft,86,93
366,4,4:47.0,Defensive rebound by S. Ibaka,,86,93
367,4,4:42.0,K. Lowry makes 2-pt layup from 1 ft,,88,93
368,4,4:26.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by I. Smith),88,95
369,4,4:01.0,J. Valančiūnas makes 2-pt jump shot from 15 ft (assist by P. Tucker),,90,95
370,4,3:41.0,,Offensive foul by I. Smith (drawn by K. Lowry),90,95
371,4,3:41.0,,Turnover by I. Smith (offensive foul),90,95
372,4,3:27.0,Shooting foul by I. Smith (drawn by K. Lowry),,90,95
373,4,3:27.0,K. Lowry makes 2-pt jump shot from 6 ft (assist by D. DeRozan),,92,95
374,4,3:27.0,K. Lowry makes free throw 1 of 1,,93,95
375,4,3:12.0,,I. Smith misses 2-pt jump shot from 16 ft,93,95
376,4,3:12.0,Defensive rebound by D. DeRozan,,93,95
377,4,3:01.0,D. DeRozan misses 2-pt jump shot from 17 ft,,93,95
378,4,2:59.0,Offensive rebound by Team,,93,95
379,4,2:59.0,Toronto full timeout,,93,95
