,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
114,1,0:39.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by D. Booker),36,28
115,1,0:31.0,R. Felton makes 2-pt jump shot from 21 ft,,38,28
116,1,0:12.0,,D. Booker makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),38,30
117,1,0:12.0,,Shooting foul by R. Felton (drawn by D. Booker),38,30
118,1,0:12.0,J. Redick enters the game for R. Felton,,38,30
119,1,0:12.0,M. Speights enters the game for D. Jordan,,38,30
120,1,0:12.0,,D. Booker makes free throw 1 of 1,38,31
121,1,0:01.0,J. Crawford misses 2-pt jump shot from 22 ft,,38,31
122,1,0:00.0,Offensive rebound by Team,,38,31
123,2,11:42.0,,P. Tucker misses 2-pt jump shot from 13 ft,38,31
124,2,11:41.0,Defensive rebound by A. Anderson,,38,31
125,2,11:19.0,M. Speights misses 2-pt jump shot from 12 ft (block by B. Knight),,38,31
126,2,11:19.0,,Defensive rebound by Team,38,31
127,2,11:19.0,Loose ball foul by L. Mbah a Moute (drawn by D. Booker),,38,31
128,2,11:13.0,,Shooting foul by L. Mbah a Moute (drawn by A. Len),38,31
129,2,11:13.0,,A. Len misses free throw 1 of 2,38,31
130,2,11:13.0,,Offensive rebound by Team,38,31
131,2,11:13.0,,A. Len makes free throw 2 of 2,38,32
132,2,10:57.0,Personal foul by D. Booker (drawn by A. Anderson),,38,32
133,2,10:57.0,,L. Barbosa enters the game for D. Booker,38,32
134,2,10:54.0,Personal foul by P. Tucker (drawn by M. Speights),,38,32
135,2,10:50.0,Offensive foul by J. Crawford (drawn by L. Barbosa),,38,32
136,2,10:50.0,Turnover by J. Crawford (offensive foul),,38,32
137,2,10:38.0,,D. Bender misses 3-pt jump shot from 25 ft,38,32
138,2,10:37.0,,Offensive rebound by P. Tucker,38,32
139,2,10:37.0,Loose ball foul by L. Mbah a Moute (drawn by P. Tucker),,38,32
140,2,10:37.0,A. Rivers enters the game for L. Mbah a Moute,,38,32
141,2,10:30.0,,D. Bender misses 2-pt layup from 2 ft,38,32
142,2,10:27.0,,Offensive rebound by A. Len,38,32
143,2,10:27.0,,A. Len misses 2-pt layup at rim (block by M. Speights),38,32
144,2,10:25.0,Defensive rebound by M. Speights,,38,32
145,2,10:17.0,A. Anderson misses 3-pt jump shot from 24 ft,,38,32
146,2,10:16.0,Offensive rebound by Team,,38,32
147,2,10:16.0,M. Speights misses 2-pt layup from 6 ft (block by P. Tucker),,38,32
148,2,10:16.0,Offensive rebound by M. Speights,,38,32
149,2,10:13.0,M. Speights makes 3-pt jump shot from 26 ft (assist by A. Rivers),,41,32
150,2,10:01.0,,B. Knight misses 3-pt jump shot from 25 ft,41,32
151,2,9:59.0,,Offensive rebound by D. Bender,41,32
152,2,9:56.0,,D. Bender makes 2-pt layup from 2 ft,41,34
153,2,9:43.0,A. Rivers misses 2-pt layup from 3 ft,,41,34
154,2,9:43.0,,Defensive rebound by A. Len,41,34
155,2,9:37.0,,B. Knight misses 2-pt layup from 1 ft,41,34
156,2,9:35.0,Defensive rebound by A. Anderson,,41,34
157,2,9:29.0,Personal foul by A. Len (drawn by M. Speights),,41,34
158,2,9:24.0,Personal foul by L. Barbosa (drawn by A. Anderson),,41,34
159,2,9:24.0,,T. Warren enters the game for A. Len,41,34
160,2,9:13.0,Shooting block foul by P. Tucker (drawn by A. Rivers),,41,34
161,2,9:13.0,A. Rivers makes free throw 1 of 2,,42,34
162,2,9:13.0,A. Rivers makes free throw 2 of 2,,43,34
163,2,8:59.0,,L. Barbosa misses 2-pt jump shot from 20 ft,43,34
164,2,8:57.0,Defensive rebound by A. Anderson,,43,34
165,2,8:51.0,M. Speights makes 2-pt layup from 2 ft (assist by J. Crawford),,45,34
166,2,8:37.0,,L. Barbosa misses 2-pt layup from 2 ft,45,34
167,2,8:35.0,,Offensive rebound by L. Barbosa,45,34
168,2,8:35.0,,L. Barbosa makes 2-pt layup from 2 ft,45,36
169,2,8:14.0,A. Rivers misses 3-pt jump shot from 26 ft,,45,36
170,2,8:13.0,,Defensive rebound by P. Tucker,45,36
171,2,8:07.0,,T. Warren misses 2-pt jump shot from 17 ft,45,36
172,2,8:06.0,,Offensive rebound by T. Warren,45,36
173,2,7:57.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by P. Tucker),45,38
174,2,7:57.0,LA Clippers full timeout,,45,38
175,2,7:39.0,W. Johnson makes 2-pt jump shot from 21 ft (assist by A. Rivers),,47,38
176,2,7:14.0,,P. Tucker misses 2-pt hook shot from 3 ft,47,38
177,2,7:12.0,,Offensive rebound by D. Bender,47,38
178,2,7:12.0,,D. Bender misses 2-pt layup from 3 ft,47,38
179,2,7:12.0,,Offensive rebound by D. Bender,47,38
180,2,7:09.0,,P. Tucker makes 2-pt jump shot from 7 ft (assist by D. Bender),47,40
181,2,6:50.0,Shooting foul by D. Bender (drawn by A. Rivers),,47,40
182,2,6:50.0,A. Rivers misses free throw 1 of 2,,47,40
183,2,6:50.0,Offensive rebound by Team,,47,40
184,2,6:50.0,A. Rivers makes free throw 2 of 2,,48,40
185,2,6:24.0,,P. Tucker misses 3-pt jump shot from 25 ft,48,40
186,2,6:24.0,Defensive rebound by M. Speights,,48,40
187,2,6:17.0,J. Crawford misses 3-pt jump shot from 25 ft,,48,40
188,2,6:16.0,,Defensive rebound by P. Tucker,48,40
189,2,6:08.0,,Shooting foul by M. Speights (drawn by L. Barbosa),48,40
190,2,6:08.0,,L. Barbosa makes free throw 1 of 2,48,41
191,2,6:08.0,J. Redick enters the game for A. Anderson,,48,41
192,2,6:08.0,,L. Barbosa makes free throw 2 of 2,48,42
193,2,5:56.0,A. Rivers misses 2-pt jump shot from 22 ft,,48,42
194,2,5:56.0,,Defensive rebound by P. Tucker,48,42
195,2,5:47.0,,T. Warren makes 2-pt jump shot from 9 ft,48,44
196,2,5:20.0,J. Crawford makes 2-pt jump shot from 22 ft,,50,44
197,2,4:59.0,,D. Bender makes 3-pt jump shot from 24 ft (assist by L. Barbosa),50,47
198,2,4:41.0,A. Rivers makes 2-pt layup from 1 ft,,52,47
199,2,4:33.0,,Turnover by B. Knight (lost ball; steal by A. Rivers),52,47
200,2,4:28.0,A. Rivers makes 2-pt layup from 1 ft,,54,47
201,2,4:11.0,,B. Knight misses 2-pt jump shot from 17 ft,54,47
202,2,4:09.0,Defensive rebound by M. Speights,,54,47
203,2,3:50.0,A. Rivers misses 3-pt jump shot from 25 ft,,54,47
204,2,3:50.0,,Defensive rebound by L. Barbosa,54,47
205,2,3:44.0,,Shooting foul by J. Crawford (drawn by L. Barbosa),54,47
206,2,3:44.0,Official timeout,,54,47
207,2,3:44.0,,L. Barbosa misses free throw 1 of 2,54,47
208,2,3:44.0,,Offensive rebound by Team,54,47
209,2,3:44.0,,E. Bledsoe enters the game for D. Bender,54,47
210,2,3:44.0,,M. Chriss enters the game for B. Knight,54,47
211,2,3:44.0,B. Griffin enters the game for M. Speights,,54,47
212,2,3:44.0,D. Jordan enters the game for W. Johnson,,54,47
213,2,3:44.0,,L. Barbosa makes free throw 2 of 2,54,48
214,2,3:34.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,56,48
215,2,3:18.0,,L. Barbosa makes 2-pt jump shot from 22 ft,56,50
216,2,3:05.0,J. Crawford makes 2-pt jump shot from 17 ft,,58,50
217,2,2:56.0,,L. Barbosa misses 2-pt layup at rim,58,50
218,2,2:56.0,,Offensive rebound by P. Tucker,58,50
219,2,2:56.0,,Shooting foul by A. Rivers (drawn by P. Tucker),58,50
220,2,2:56.0,,Phoenix full timeout,58,50
221,2,2:56.0,,P. Tucker makes free throw 1 of 2,58,51
222,2,2:56.0,R. Felton enters the game for A. Rivers,,58,50
223,2,2:56.0,,D. Booker enters the game for T. Warren,58,50
224,2,2:56.0,,T. Chandler enters the game for L. Barbosa,58,50
225,2,2:56.0,,P. Tucker makes free throw 2 of 2,58,52
226,2,2:33.0,J. Crawford makes 2-pt jump shot from 13 ft,,60,52
227,2,2:05.0,,D. Booker misses 2-pt jump shot from 17 ft,60,52
228,2,2:04.0,Defensive rebound by B. Griffin,,60,52
229,2,1:57.0,J. Redick misses 3-pt jump shot from 26 ft,,60,52
230,2,1:56.0,,Defensive rebound by Team,60,52
231,2,1:40.0,,M. Chriss misses 3-pt jump shot from 26 ft,60,52
232,2,1:39.0,Defensive rebound by D. Jordan,,60,52
233,2,1:21.0,B. Griffin misses 2-pt jump shot from 12 ft,,60,52
234,2,1:19.0,Offensive rebound by J. Crawford,,60,52
235,2,1:19.0,J. Crawford makes 2-pt layup from 1 ft,,62,52
236,2,0:57.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by D. Booker),62,55
237,2,0:47.0,J. Crawford misses 2-pt jump shot from 20 ft,,62,55
238,2,0:47.0,,Defensive rebound by Team,62,55
239,2,0:37.0,,T. Chandler makes 2-pt dunk at rim (assist by E. Bledsoe),62,57
240,2,0:23.0,Offensive foul by D. Jordan (drawn by D. Booker),,62,57
241,2,0:23.0,Turnover by D. Jordan (offensive foul),,62,57
242,2,0:02.0,,Shooting foul by R. Felton (drawn by E. Bledsoe),62,57
243,2,0:02.0,,E. Bledsoe makes free throw 1 of 2,62,58
244,2,0:02.0,,E. Bledsoe makes free throw 2 of 2,62,59
245,3,11:42.0,,D. Booker misses 2-pt jump shot from 9 ft (block by J. Redick),62,59
246,3,11:40.0,Defensive rebound by J. Redick,,62,59
247,3,11:29.0,Shooting foul by T. Warren (drawn by A. Rivers),,62,59
248,3,11:29.0,A. Rivers makes free throw 1 of 2,,63,59
249,3,11:29.0,A. Rivers misses free throw 2 of 2,,63,59
250,3,11:27.0,,Defensive rebound by M. Chriss,63,59
251,3,11:07.0,,T. Warren misses 2-pt jump shot from 9 ft,63,59
252,3,11:05.0,Defensive rebound by D. Jordan,,63,59
253,3,10:54.0,J. Redick misses 3-pt jump shot from 24 ft,,63,59
254,3,10:53.0,,Defensive rebound by E. Bledsoe,63,59
255,3,10:38.0,,Turnover by T. Chandler (3 sec),63,59
256,3,10:21.0,R. Felton makes 2-pt jump shot from 20 ft,,65,59
257,3,10:06.0,,D. Booker misses 2-pt jump shot from 18 ft,65,59
258,3,10:05.0,Defensive rebound by D. Jordan,,65,59
259,3,9:51.0,B. Griffin makes 2-pt dunk at rim,,67,59
260,3,9:51.0,,Phoenix full timeout,67,59
261,3,9:28.0,,M. Chriss misses 2-pt jump shot from 4 ft,67,59
262,3,9:28.0,Defensive rebound by R. Felton,,67,59
263,3,9:08.0,A. Rivers makes 2-pt layup from 2 ft,,69,59
264,3,8:58.0,,Shooting foul by R. Felton (drawn by E. Bledsoe),69,59
265,3,8:58.0,,E. Bledsoe makes free throw 1 of 3,69,60
266,3,8:58.0,,E. Bledsoe misses free throw 2 of 3,69,60
267,3,8:58.0,,Offensive rebound by Team,69,60
268,3,8:58.0,L. Mbah a Moute enters the game for R. Felton,,69,60
269,3,8:58.0,,E. Bledsoe makes free throw 3 of 3,69,61
270,3,8:47.0,A. Rivers makes 2-pt layup from 1 ft (assist by D. Jordan),,71,61
271,3,8:34.0,,D. Booker misses 2-pt layup from 3 ft (block by D. Jordan),71,61
272,3,8:33.0,Defensive rebound by A. Rivers,,71,61
273,3,8:28.0,B. Griffin makes 2-pt dunk at rim (assist by A. Rivers),,73,61
274,3,8:09.0,,M. Chriss misses 3-pt jump shot from 25 ft,73,61
275,3,8:09.0,Defensive rebound by B. Griffin,,73,61
276,3,8:04.0,Offensive foul by D. Jordan (drawn by M. Chriss),,73,61
277,3,8:04.0,Turnover by D. Jordan (offensive foul),,73,61
278,3,7:53.0,,D. Booker misses 2-pt jump shot from 20 ft,73,61
279,3,7:52.0,,Offensive rebound by M. Chriss,73,61
280,3,7:52.0,,M. Chriss misses 2-pt dunk at rim,73,61
281,3,7:50.0,Defensive rebound by L. Mbah a Moute,,73,61
282,3,7:49.0,J. Redick misses 2-pt layup from 1 ft,,73,61
283,3,7:48.0,,Defensive rebound by E. Bledsoe,73,61
284,3,7:38.0,,Turnover by E. Bledsoe (bad pass; steal by A. Rivers),73,61
285,3,7:37.0,Personal foul by T. Warren,,73,61
286,3,7:27.0,B. Griffin misses 2-pt jump shot from 22 ft,,73,61
287,3,7:26.0,,Defensive rebound by T. Chandler,73,61
288,3,7:21.0,,Shooting foul by J. Redick (drawn by D. Booker),73,61
289,3,7:21.0,,D. Booker makes free throw 1 of 2,73,62
290,3,7:21.0,,D. Booker makes free throw 2 of 2,73,63
291,3,7:12.0,Shooting foul by T. Chandler (drawn by B. Griffin),,73,63
292,3,7:12.0,B. Griffin makes free throw 1 of 2,,74,63
293,3,7:12.0,B. Griffin makes free throw 2 of 2,,75,63
294,3,6:57.0,,Turnover by E. Bledsoe (bad pass; steal by B. Griffin),75,63
295,3,6:53.0,J. Redick misses 2-pt layup from 1 ft (block by D. Booker),,75,63
296,3,6:52.0,Offensive rebound by L. Mbah a Moute,,75,63
297,3,6:52.0,,Loose ball foul by E. Bledsoe (drawn by L. Mbah a Moute),75,63
298,3,6:40.0,J. Redick misses 3-pt jump shot from 27 ft,,75,63
299,3,6:40.0,Offensive rebound by D. Jordan,,75,63
300,3,6:36.0,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by D. Jordan),,77,63
301,3,6:17.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by D. Booker),77,66
302,3,6:02.0,Personal foul by M. Chriss (drawn by B. Griffin),,77,66
303,3,6:02.0,B. Griffin makes free throw 1 of 2,,78,66
304,3,6:02.0,,P. Tucker enters the game for T. Warren,78,66
305,3,6:02.0,B. Griffin makes free throw 2 of 2,,79,66
306,3,5:48.0,,D. Booker makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),79,68
307,3,5:34.0,J. Redick makes 2-pt jump shot from 21 ft (assist by A. Rivers),,81,68
308,3,5:23.0,,Personal foul by L. Mbah a Moute (drawn by E. Bledsoe),81,68
309,3,5:20.0,,E. Bledsoe makes 2-pt layup from 1 ft,81,70
310,3,5:20.0,,Shooting foul by L. Mbah a Moute (drawn by E. Bledsoe),81,70
311,3,5:20.0,,E. Bledsoe makes free throw 1 of 1,81,71
312,3,5:01.0,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by J. Redick),,83,71
313,3,4:53.0,,Turnover by D. Booker (bad pass; steal by D. Jordan),83,71
314,3,4:52.0,Turnover by L. Mbah a Moute (bad pass; steal by M. Chriss),,83,71
315,3,4:52.0,,Flagrant foul type 1 by D. Jordan (drawn by M. Chriss),83,71
316,3,4:52.0,,M. Chriss makes flagrant free throw 1 of 2,83,72
317,3,4:52.0,M. Speights enters the game for D. Jordan,,83,71
318,3,4:52.0,,M. Chriss makes flagrant free throw 2 of 2,83,73
319,3,4:48.0,Technical foul by Team,,83,73
320,3,4:48.0,,E. Bledsoe misses technical free throw,83,73
321,3,4:48.0,,Offensive rebound by Team,83,73
322,3,4:45.0,,Offensive foul by T. Chandler (drawn by A. Rivers),83,73
323,3,4:45.0,,Turnover by T. Chandler (offensive foul),83,73
324,3,4:27.0,Turnover by A. Rivers (traveling),,83,73
325,3,4:25.0,J. Crawford enters the game for L. Mbah a Moute,,83,73
326,3,4:14.0,,E. Bledsoe makes 2-pt jump shot from 11 ft,83,75
327,3,3:56.0,B. Griffin misses 2-pt jump shot from 18 ft,,83,75
328,3,3:55.0,,Defensive rebound by P. Tucker,83,75
329,3,3:48.0,,P. Tucker misses 2-pt layup from 3 ft,83,75
330,3,3:46.0,Defensive rebound by Team,,83,75
331,3,3:31.0,Personal foul by P. Tucker (drawn by J. Crawford),,83,75
332,3,3:31.0,J. Crawford misses free throw 1 of 2,,83,75
333,3,3:31.0,Offensive rebound by Team,,83,75
334,3,3:31.0,J. Crawford makes free throw 2 of 2,,84,75
335,3,3:20.0,,D. Booker misses 3-pt jump shot from 25 ft,84,75
336,3,3:19.0,Defensive rebound by J. Redick,,84,75
337,3,3:14.0,Turnover by J. Redick (bad pass; steal by M. Chriss),,84,75
338,3,3:11.0,,T. Chandler makes 2-pt layup from 1 ft (assist by D. Booker),84,77
339,3,2:51.0,A. Rivers misses 3-pt jump shot from 26 ft,,84,77
340,3,2:51.0,,Defensive rebound by P. Tucker,84,77
341,3,2:44.0,LA Clippers full timeout,,84,77
342,3,2:44.0,W. Johnson enters the game for J. Redick,,84,77
343,3,2:41.0,,D. Booker makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),84,79
344,3,2:17.0,B. Griffin makes 2-pt jump shot from 21 ft (assist by J. Crawford),,86,79
345,3,2:05.0,,Shooting block foul by M. Speights (drawn by E. Bledsoe),86,79
346,3,2:05.0,,E. Bledsoe makes free throw 1 of 2,86,80
347,3,2:05.0,Violation by J. Crawford (lane),,86,80
348,3,2:05.0,,T. Warren enters the game for T. Chandler,86,80
349,3,2:05.0,,E. Bledsoe makes free throw 2 of 2,86,81
350,3,1:46.0,B. Griffin makes 2-pt layup from 1 ft,,88,81
351,3,1:24.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,88,84
352,3,1:14.0,Turnover by B. Griffin (lost ball; steal by P. Tucker),,88,84
353,3,1:08.0,,D. Booker makes 2-pt layup at rim (assist by E. Bledsoe),88,86
354,3,0:44.0,J. Crawford misses 2-pt jump shot from 23 ft,,88,86
355,3,0:43.0,,Defensive rebound by M. Chriss,88,86
356,3,0:35.0,,D. Booker misses 3-pt jump shot from 25 ft,88,86
357,3,0:35.0,Defensive rebound by J. Crawford,,88,86
358,3,0:28.0,Shooting foul by M. Chriss (drawn by M. Speights),,88,86
359,3,0:28.0,M. Speights makes free throw 1 of 2,,89,86
360,3,0:28.0,R. Felton enters the game for A. Rivers,,89,86
361,3,0:28.0,A. Anderson enters the game for B. Griffin,,89,86
362,3,0:28.0,B. Bass enters the game for W. Johnson,,89,86
363,3,0:28.0,M. Speights makes free throw 2 of 2,,90,86
364,3,0:10.0,,E. Bledsoe makes 2-pt layup from 1 ft,90,88
365,3,0:01.0,B. Bass makes 2-pt jump shot from 9 ft (assist by J. Crawford),,92,88
366,4,11:46.0,R. Felton misses 2-pt jump shot from 21 ft,,92,88
367,4,11:46.0,,Defensive rebound by P. Tucker,92,88
368,4,11:39.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,92,88
369,4,11:39.0,Defensive rebound by M. Speights,,92,88
370,4,11:30.0,J. Crawford misses 2-pt jump shot from 19 ft,,92,88
371,4,11:30.0,,Defensive rebound by P. Tucker,92,88
372,4,11:13.0,,L. Barbosa misses 2-pt layup at rim,92,88
373,4,11:13.0,,Offensive rebound by Team,92,88
374,4,11:13.0,,Personal foul by M. Speights (drawn by P. Tucker),92,88
375,4,11:06.0,,E. Bledsoe makes 2-pt layup from 1 ft,92,90
376,4,10:44.0,B. Bass makes 2-pt jump shot from 17 ft,,94,90
377,4,10:26.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),94,93
378,4,9:58.0,B. Bass makes 2-pt jump shot from 15 ft,,96,93
379,4,9:42.0,,Turnover by E. Bledsoe (bad pass; steal by J. Crawford),96,93
380,4,9:36.0,Shooting foul by T. Warren (drawn by B. Bass),,96,93
381,4,9:36.0,B. Bass makes free throw 1 of 2,,97,93
382,4,9:36.0,B. Bass makes free throw 2 of 2,,98,93
