,QUARTER,TIME_REMAINING,DETROIT_ACTION,BROOKLYN_ACTION,DETROIT_SCORE,BROOKLYN_SCORE
24,1,7:51.0,T. Harris makes 3-pt jump shot from 23 ft (assist by A. Drummond),,10,16
25,1,7:43.0,,Shooting foul by I. Smith (drawn by B. Lopez),10,16
26,1,7:43.0,,B. Lopez misses free throw 1 of 2,10,16
27,1,7:43.0,,Offensive rebound by Team,10,16
28,1,7:43.0,,B. Lopez makes free throw 2 of 2,10,17
29,1,7:20.0,M. Morris misses 2-pt layup from 2 ft,,10,17
30,1,7:19.0,Offensive rebound by K. Caldwell-Pope,,10,17
31,1,7:18.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,10,17
32,1,7:16.0,Offensive rebound by K. Caldwell-Pope,,10,17
33,1,7:08.0,T. Harris makes 2-pt jump shot from 14 ft (assist by M. Morris),,12,17
34,1,6:51.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),12,20
35,1,6:31.0,,J. Hamilton enters the game for T. Booker,12,20
36,1,6:31.0,,J. Harris enters the game for B. Bogdanović,12,20
37,1,6:31.0,Offensive foul by K. Caldwell-Pope (drawn by J. Harris),,12,20
38,1,6:31.0,Turnover by K. Caldwell-Pope (offensive foul),,12,20
39,1,6:29.0,,J. Lin makes 2-pt layup at rim (assist by B. Lopez),12,22
40,1,6:16.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by I. Smith),,14,22
41,1,6:16.0,Shooting foul by J. Harris (drawn by K. Caldwell-Pope),,14,22
42,1,6:16.0,K. Caldwell-Pope makes free throw 1 of 1,,15,22
43,1,6:04.0,,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,15,22
44,1,6:03.0,Defensive rebound by Team,,15,22
45,1,5:53.0,I. Smith misses 2-pt layup from 3 ft,,15,22
46,1,5:52.0,,Defensive rebound by B. Lopez,15,22
47,1,5:50.0,,Turnover by B. Lopez (bad pass; steal by K. Caldwell-Pope),15,22
48,1,5:47.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,17,22
49,1,5:33.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by J. Lin),17,25
50,1,5:13.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by M. Morris),,19,25
51,1,4:59.0,,Turnover by J. Hamilton (bad pass; steal by K. Caldwell-Pope),19,25
52,1,4:51.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Harris),,19,25
53,1,4:51.0,T. Harris makes free throw 1 of 2,,20,25
54,1,4:51.0,,L. Scola enters the game for B. Lopez,20,25
55,1,4:51.0,,I. Whitehead enters the game for J. Lin,20,25
56,1,4:51.0,J. Leuer enters the game for M. Morris,,20,25
57,1,4:51.0,T. Harris makes free throw 2 of 2,,21,25
58,1,4:38.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,21,25
59,1,4:37.0,Defensive rebound by A. Drummond,,21,25
60,1,4:36.0,Personal foul by R. Hollis-Jefferson (drawn by A. Drummond),,21,25
61,1,4:36.0,,S. Kilpatrick enters the game for R. Hollis-Jefferson,21,25
62,1,4:18.0,T. Harris misses 2-pt hook shot from 3 ft,,21,25
63,1,4:17.0,,Defensive rebound by S. Kilpatrick,21,25
64,1,4:07.0,,J. Harris makes 2-pt layup from 3 ft (assist by S. Kilpatrick),21,27
65,1,3:49.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by T. Harris),,23,27
66,1,3:34.0,,Turnover by I. Whitehead (bad pass; steal by I. Smith),23,27
67,1,3:27.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by I. Smith),,26,27
68,1,3:26.0,,Brooklyn full timeout,26,27
69,1,3:26.0,A. Baynes enters the game for A. Drummond,,26,27
70,1,3:26.0,B. Udrih enters the game for I. Smith,,26,27
71,1,3:15.0,Offensive charge foul by I. Whitehead (drawn by B. Udrih),,26,27
72,1,3:15.0,,Turnover by I. Whitehead (offensive foul),26,27
73,1,2:53.0,Turnover by T. Harris (bad pass; steal by L. Scola),,26,27
74,1,2:48.0,,L. Scola makes 2-pt layup from 2 ft (assist by I. Whitehead),26,29
75,1,2:28.0,Personal foul by L. Scola (drawn by B. Udrih),,26,29
76,1,2:28.0,B. Udrih makes free throw 1 of 2,,27,29
77,1,2:28.0,B. Udrih makes free throw 2 of 2,,28,29
78,1,2:17.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by J. Hamilton),28,31
79,1,2:03.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,28,31
80,1,2:02.0,,Defensive rebound by J. Hamilton,28,31
81,1,1:54.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by I. Whitehead),28,34
82,1,1:42.0,B. Udrih makes 2-pt jump shot from 20 ft,,30,34
83,1,1:25.0,,J. Harris makes 2-pt layup from 1 ft (assist by L. Scola),30,36
84,1,1:13.0,,J. Lin enters the game for I. Whitehead,30,36
85,1,1:13.0,,T. Booker enters the game for J. Hamilton,30,36
86,1,1:13.0,M. Morris enters the game for T. Harris,,30,36
87,1,1:13.0,S. Johnson enters the game for K. Caldwell-Pope,,30,36
88,1,0:59.0,S. Johnson misses 3-pt jump shot from 24 ft,,30,36
89,1,0:58.0,Offensive rebound by J. Leuer,,30,36
90,1,0:54.0,Turnover by J. Leuer (bad pass; steal by T. Booker),,30,36
91,1,0:38.0,,S. Kilpatrick misses 2-pt layup from 1 ft (block by A. Baynes),30,36
92,1,0:37.0,,Offensive rebound by Team,30,36
93,1,0:33.0,,T. Booker misses 2-pt jump shot from 5 ft,30,36
94,1,0:31.0,Defensive rebound by J. Leuer,,30,36
95,1,0:21.0,B. Udrih misses 2-pt jump shot from 12 ft,,30,36
96,1,0:20.0,,Defensive rebound by J. Lin,30,36
97,1,0:01.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by J. Lin),30,38
98,2,11:49.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by J. Hamilton),30,41
99,2,11:35.0,M. Morris misses 2-pt jump shot from 8 ft,,30,41
100,2,11:34.0,,Defensive rebound by B. Bogdanović,30,41
101,2,11:28.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,30,41
102,2,11:26.0,Defensive rebound by J. Leuer,,30,41
103,2,11:07.0,A. Baynes makes 2-pt jump shot from 12 ft (assist by B. Udrih),,32,41
104,2,10:49.0,,J. Hamilton makes 2-pt jump shot from 20 ft (assist by J. Lin),32,43
105,2,10:34.0,A. Baynes misses 2-pt jump shot from 13 ft,,32,43
106,2,10:33.0,,Defensive rebound by B. Bogdanović,32,43
107,2,10:21.0,,T. Booker misses 2-pt layup from 1 ft,32,43
108,2,10:20.0,Defensive rebound by J. Leuer,,32,43
109,2,10:07.0,J. Leuer makes 3-pt jump shot from 24 ft (assist by S. Johnson),,35,43
110,2,9:50.0,,J. Lin misses 3-pt jump shot from 25 ft,35,43
111,2,9:49.0,Defensive rebound by S. Johnson,,35,43
112,2,9:41.0,B. Udrih makes 2-pt jump shot from 9 ft,,37,43
113,2,9:30.0,,S. Kilpatrick makes 2-pt jump shot from 17 ft,37,45
114,2,9:15.0,J. Leuer misses 2-pt layup from 2 ft (block by J. Hamilton),,37,45
115,2,9:14.0,Offensive rebound by Team,,37,45
116,2,9:14.0,A. Drummond enters the game for A. Baynes,,37,45
117,2,9:09.0,B. Udrih makes 2-pt jump shot from 10 ft,,39,45
118,2,8:48.0,,Turnover by B. Bogdanović (lost ball),39,45
119,2,8:48.0,Official timeout,,39,45
120,2,8:28.0,A. Drummond misses 2-pt hook shot from 4 ft,,39,45
121,2,8:27.0,Offensive rebound by M. Morris,,39,45
122,2,8:26.0,Shooting foul by J. Hamilton (drawn by M. Morris),,39,45
123,2,8:26.0,M. Morris makes free throw 1 of 2,,40,45
124,2,8:26.0,M. Morris makes free throw 2 of 2,,41,45
125,2,8:16.0,,Shooting foul by S. Johnson (drawn by J. Lin),41,45
126,2,8:16.0,,J. Lin makes free throw 1 of 2,41,46
127,2,8:16.0,,J. Lin makes free throw 2 of 2,41,47
128,2,7:57.0,J. Leuer misses 3-pt jump shot from 25 ft,,41,47
129,2,7:56.0,,Defensive rebound by J. Lin,41,47
130,2,7:51.0,,Turnover by T. Booker (bad pass; steal by M. Morris),41,47
131,2,7:46.0,J. Leuer makes 2-pt layup from 2 ft (assist by B. Udrih),,43,47
132,2,7:36.0,,T. Booker makes 2-pt hook shot from 6 ft,43,49
133,2,7:15.0,A. Drummond misses 2-pt layup from 1 ft,,43,49
134,2,7:14.0,,Defensive rebound by T. Booker,43,49
135,2,7:07.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by T. Booker),43,52
136,2,6:59.0,Detroit full timeout,,43,52
137,2,6:59.0,,B. Lopez enters the game for T. Booker,43,52
138,2,6:59.0,,I. Whitehead enters the game for J. Lin,43,52
139,2,6:59.0,I. Smith enters the game for M. Morris,,43,52
140,2,6:59.0,T. Harris enters the game for B. Udrih,,43,52
141,2,6:53.0,A. Drummond misses 2-pt hook shot from 8 ft,,43,52
142,2,6:52.0,,Defensive rebound by S. Kilpatrick,43,52
143,2,6:49.0,,Personal foul by A. Drummond (drawn by B. Lopez),43,52
144,2,6:45.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by J. Hamilton),43,55
145,2,6:22.0,Turnover by S. Johnson (lost ball; steal by S. Kilpatrick),,43,55
146,2,6:14.0,,B. Lopez misses 3-pt jump shot from 24 ft,43,55
147,2,6:13.0,Defensive rebound by S. Johnson,,43,55
148,2,6:09.0,Personal foul by B. Lopez (drawn by A. Drummond),,43,55
149,2,5:54.0,I. Smith misses 2-pt jump shot from 20 ft,,43,55
150,2,5:53.0,Offensive rebound by T. Harris,,43,55
151,2,5:46.0,Shooting foul by I. Whitehead (drawn by T. Harris),,43,55
152,2,5:46.0,T. Harris makes free throw 1 of 2,,44,55
153,2,5:46.0,K. Caldwell-Pope enters the game for S. Johnson,,44,55
154,2,5:46.0,T. Harris makes free throw 2 of 2,,45,55
155,2,5:33.0,,B. Lopez makes 2-pt layup from 1 ft,45,57
156,2,5:21.0,Shooting foul by S. Kilpatrick (drawn by K. Caldwell-Pope),,45,57
157,2,5:21.0,K. Caldwell-Pope makes free throw 1 of 2,,46,57
158,2,5:21.0,K. Caldwell-Pope makes free throw 2 of 2,,47,57
159,2,5:12.0,,I. Whitehead misses 2-pt layup from 2 ft (block by A. Drummond),47,57
160,2,5:11.0,,Offensive rebound by B. Bogdanović,47,57
161,2,4:59.0,,B. Lopez misses 2-pt layup from 1 ft (block by A. Drummond),47,57
162,2,4:57.0,Defensive rebound by I. Smith,,47,57
163,2,4:52.0,I. Smith makes 2-pt layup from 3 ft,,49,57
164,2,4:32.0,,J. Lin enters the game for I. Whitehead,49,57
165,2,4:32.0,,J. Harris enters the game for B. Bogdanović,49,57
166,2,4:32.0,,Brooklyn full timeout,49,57
167,2,4:32.0,S. Johnson enters the game for J. Leuer,,49,57
168,2,4:26.0,,B. Lopez makes 2-pt layup from 3 ft,49,59
169,2,4:10.0,Turnover by T. Harris (bad pass; steal by J. Harris),,49,59
170,2,4:05.0,,J. Lin misses 2-pt layup at rim,49,59
171,2,4:03.0,Defensive rebound by A. Drummond,,49,59
172,2,3:52.0,T. Harris makes 2-pt layup from 2 ft (assist by A. Drummond),,51,59
173,2,3:43.0,,J. Lin makes 2-pt layup from 1 ft,51,61
174,2,3:22.0,T. Harris misses 2-pt jump shot from 8 ft,,51,61
175,2,3:21.0,,Defensive rebound by S. Kilpatrick,51,61
176,2,3:13.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by J. Lin),51,64
177,2,2:54.0,A. Drummond makes 2-pt jump shot from 7 ft,,53,64
178,2,2:38.0,,Turnover by J. Harris (bad pass),53,64
179,2,2:38.0,,T. Booker enters the game for J. Hamilton,53,64
180,2,2:38.0,,R. Hollis-Jefferson enters the game for S. Kilpatrick,53,64
181,2,2:26.0,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),,55,64
182,2,2:14.0,,Offensive foul by B. Lopez (drawn by A. Drummond),55,64
183,2,2:14.0,,Turnover by B. Lopez (offensive foul),55,64
184,2,2:14.0,,I. Whitehead enters the game for J. Lin,55,64
185,2,2:01.0,T. Harris misses 2-pt hook shot from 3 ft,,55,64
186,2,2:00.0,,Defensive rebound by I. Whitehead,55,64
187,2,1:54.0,,I. Whitehead makes 2-pt jump shot from 18 ft,55,66
188,2,1:40.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,55,66
189,2,1:39.0,,Defensive rebound by J. Harris,55,66
190,2,1:26.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by I. Whitehead),55,69
191,2,1:02.0,Turnover by I. Smith (lost ball; steal by B. Lopez),,55,69
192,2,0:43.0,,J. Harris makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),55,71
193,2,0:30.0,Turnover by A. Drummond (traveling),,55,71
194,2,0:07.0,,Brooklyn full timeout,55,71
195,2,0:07.0,J. Leuer enters the game for T. Harris,,55,71
196,2,0:05.0,,B. Lopez misses 2-pt jump shot from 8 ft,55,71
197,2,0:03.0,Defensive rebound by A. Drummond,,55,71
198,3,11:39.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by I. Whitehead),55,74
199,3,11:24.0,I. Smith misses 2-pt layup from 1 ft,,55,74
200,3,11:22.0,,Defensive rebound by T. Booker,55,74
201,3,11:06.0,,Personal foul by K. Caldwell-Pope (drawn by B. Bogdanović),55,74
202,3,11:03.0,,B. Lopez makes 2-pt dunk at rim (assist by R. Hollis-Jefferson),55,76
203,3,11:02.0,Detroit full timeout,,55,76
204,3,10:40.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by I. Smith),,58,76
205,3,10:27.0,,Turnover by I. Whitehead (bad pass; steal by M. Morris),58,76
206,3,10:22.0,T. Harris makes 2-pt layup from 3 ft (assist by I. Smith),,60,76
207,3,10:03.0,,B. Lopez makes 2-pt jump shot from 6 ft,60,78
208,3,9:44.0,Personal foul by I. Whitehead (drawn by I. Smith),,60,78
209,3,9:34.0,Turnover by K. Caldwell-Pope (lost ball; steal by R. Hollis-Jefferson),,60,78
210,3,9:29.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,60,78
211,3,9:28.0,Defensive rebound by T. Harris,,60,78
212,3,9:20.0,I. Smith misses 2-pt layup at rim,,60,78
213,3,9:17.0,,Defensive rebound by B. Lopez,60,78
214,3,9:10.0,,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,60,78
215,3,9:09.0,Defensive rebound by K. Caldwell-Pope,,60,78
216,3,8:56.0,A. Drummond makes 2-pt hook shot from 10 ft,,62,78
217,3,8:42.0,,Turnover by I. Whitehead (bad pass; steal by K. Caldwell-Pope),62,78
218,3,8:36.0,T. Harris makes 2-pt layup from 3 ft (assist by I. Smith),,64,78
219,3,8:36.0,Shooting foul by T. Booker (drawn by T. Harris),,64,78
220,3,8:36.0,T. Harris misses free throw 1 of 1,,64,78
221,3,8:34.0,,Defensive rebound by B. Lopez,64,78
222,3,8:23.0,,I. Whitehead misses 2-pt jump shot from 14 ft,64,78
223,3,8:22.0,Defensive rebound by A. Drummond,,64,78
224,3,8:11.0,M. Morris makes 2-pt jump shot from 23 ft,,66,78
225,3,8:10.0,,Brooklyn full timeout,66,78
226,3,7:56.0,,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,66,78
227,3,7:54.0,,Offensive rebound by B. Lopez,66,78
228,3,7:53.0,,B. Lopez misses 2-pt layup from 3 ft,66,78
229,3,7:51.0,Defensive rebound by A. Drummond,,66,78
230,3,7:40.0,M. Morris makes 3-pt jump shot from 24 ft (assist by A. Drummond),,69,78
231,3,7:27.0,,B. Lopez misses 3-pt jump shot from 24 ft,69,78
232,3,7:26.0,Defensive rebound by M. Morris,,69,78
233,3,7:19.0,T. Harris misses 3-pt jump shot from 24 ft,,69,78
234,3,7:18.0,,Defensive rebound by I. Whitehead,69,78
235,3,7:07.0,,I. Whitehead makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),69,81
236,3,6:51.0,M. Morris misses 2-pt jump shot from 5 ft,,69,81
237,3,6:50.0,,Defensive rebound by R. Hollis-Jefferson,69,81
238,3,6:31.0,,Shooting foul by A. Drummond (drawn by B. Lopez),69,81
239,3,6:31.0,,B. Lopez makes free throw 1 of 2,69,82
240,3,6:31.0,,S. Kilpatrick enters the game for I. Whitehead,69,82
241,3,6:31.0,,J. Hamilton enters the game for T. Booker,69,82
242,3,6:31.0,,B. Lopez makes free throw 2 of 2,69,83
243,3,6:14.0,A. Drummond misses 2-pt jump shot from 9 ft (block by B. Lopez),,69,83
244,3,6:13.0,,Defensive rebound by J. Hamilton,69,83
245,3,5:59.0,,S. Kilpatrick misses 2-pt layup from 1 ft,69,83
246,3,5:58.0,,Offensive rebound by J. Hamilton,69,83
247,3,5:57.0,,J. Hamilton makes 2-pt layup from 1 ft,69,85
248,3,5:42.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,69,85
249,3,5:41.0,,Defensive rebound by B. Lopez,69,85
250,3,5:32.0,,Turnover by S. Kilpatrick (traveling),69,85
251,3,5:32.0,,L. Scola enters the game for B. Lopez,69,85
252,3,5:32.0,,J. Harris enters the game for B. Bogdanović,69,85
253,3,5:32.0,J. Leuer enters the game for M. Morris,,69,85
254,3,5:18.0,I. Smith makes 2-pt layup from 3 ft (assist by K. Caldwell-Pope),,71,85
255,3,4:59.0,,J. Harris misses 3-pt jump shot from 25 ft,71,85
256,3,4:58.0,Defensive rebound by A. Drummond,,71,85
257,3,4:38.0,Shooting foul by J. Hamilton (drawn by I. Smith),,71,85
258,3,4:38.0,I. Smith makes free throw 1 of 2,,72,85
259,3,4:38.0,A. Baynes enters the game for A. Drummond,,72,85
260,3,4:38.0,I. Smith makes free throw 2 of 2,,73,85
261,3,4:18.0,,J. Hamilton makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),73,87
262,3,3:59.0,J. Leuer makes 2-pt jump shot from 7 ft,,75,87
263,3,3:46.0,,J. Hamilton misses 2-pt jump shot from 19 ft,75,87
264,3,3:45.0,Defensive rebound by T. Harris,,75,87
265,3,3:33.0,Personal foul by L. Scola (drawn by A. Baynes),,75,87
266,3,3:33.0,,B. Bogdanović enters the game for R. Hollis-Jefferson,75,87
267,3,3:33.0,B. Udrih enters the game for I. Smith,,75,87
268,3,3:23.0,B. Udrih makes 2-pt jump shot from 16 ft,,77,87
269,3,3:08.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Harris),77,90
270,3,2:56.0,Turnover by K. Caldwell-Pope (lost ball),,77,90
271,3,2:41.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Kilpatrick),77,92
272,3,2:28.0,,Violation by J. Hamilton (kicked ball),77,92
273,3,2:20.0,T. Harris misses 3-pt jump shot from 24 ft,,77,92
274,3,2:20.0,,Defensive rebound by S. Kilpatrick,77,92
275,3,2:19.0,,Personal foul by J. Leuer (drawn by S. Kilpatrick),77,92
276,3,2:10.0,,Turnover by B. Bogdanović (lost ball; steal by B. Udrih),77,92
277,3,2:04.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,77,92
278,3,2:03.0,Offensive rebound by Team,,77,92
279,3,2:03.0,,I. Whitehead enters the game for S. Kilpatrick,77,92
280,3,2:03.0,,T. Booker enters the game for J. Hamilton,77,92
281,3,1:56.0,B. Udrih misses 2-pt jump shot from 11 ft,,77,92
282,3,1:55.0,,Defensive rebound by L. Scola,77,92
283,3,1:47.0,,I. Whitehead misses 2-pt jump shot from 4 ft (block by A. Baynes),77,92
284,3,1:44.0,Defensive rebound by K. Caldwell-Pope,,77,92
285,3,1:40.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,77,92
286,3,1:38.0,,Defensive rebound by I. Whitehead,77,92
287,3,1:24.0,,L. Scola misses 3-pt jump shot from 24 ft,77,92
288,3,1:23.0,Defensive rebound by Team,,77,92
289,3,1:12.0,Personal foul by J. Harris (drawn by K. Caldwell-Pope),,77,92
290,3,1:12.0,K. Caldwell-Pope makes free throw 1 of 2,,78,92
291,3,1:12.0,S. Johnson enters the game for T. Harris,,78,92
292,3,1:12.0,K. Caldwell-Pope makes free throw 2 of 2,,79,92
293,3,1:05.0,,Personal foul by J. Leuer (drawn by T. Booker),79,92
294,3,0:53.0,,Turnover by J. Harris (step out of bounds),79,92
295,3,0:40.0,A. Baynes misses 2-pt hook shot from 7 ft,,79,92
296,3,0:39.0,Offensive rebound by B. Udrih,,79,92
297,3,0:27.0,S. Johnson misses 2-pt jump shot from 8 ft,,79,92
298,3,0:26.0,,Defensive rebound by I. Whitehead,79,92
299,3,0:06.0,,Offensive foul by T. Booker (drawn by K. Caldwell-Pope),79,92
300,3,0:06.0,,Turnover by T. Booker (offensive foul),79,92
301,3,0:06.0,,S. Kilpatrick enters the game for I. Whitehead,79,92
302,3,0:02.0,B. Udrih misses 3-pt jump shot from 25 ft,,79,92
303,3,0:01.0,Offensive rebound by A. Baynes,,79,92
304,3,0:01.0,A. Baynes makes 2-pt layup from 2 ft,,81,92
305,4,11:42.0,Personal foul by L. Scola (drawn by A. Baynes),,81,92
306,4,11:31.0,S. Johnson misses 3-pt jump shot from 23 ft,,81,92
307,4,11:29.0,,Defensive rebound by B. Bogdanović,81,92
308,4,11:12.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,81,92
309,4,11:11.0,Defensive rebound by S. Johnson,,81,92
310,4,10:53.0,S. Johnson misses 3-pt jump shot from 24 ft,,81,92
311,4,10:52.0,Offensive rebound by Team,,81,92
312,4,10:52.0,,Loose ball foul by I. Whitehead (drawn by A. Baynes),81,92
313,4,10:43.0,B. Udrih misses 2-pt jump shot from 13 ft,,81,92
314,4,10:42.0,,Defensive rebound by L. Scola,81,92
315,4,10:41.0,Personal foul by T. Booker (drawn by A. Baynes),,81,92
316,4,10:41.0,,Personal foul by A. Baynes,81,92
317,4,10:24.0,,J. Harris misses 3-pt jump shot from 24 ft,81,92
318,4,10:23.0,Defensive rebound by M. Morris,,81,92
319,4,10:11.0,M. Morris makes 2-pt jump shot from 14 ft,,83,92
320,4,9:52.0,,Turnover by L. Scola (bad pass; steal by M. Morris),83,92
321,4,9:39.0,M. Morris makes 3-pt jump shot from 24 ft (assist by B. Udrih),,86,92
322,4,9:39.0,,Brooklyn full timeout,86,92
323,4,9:39.0,,J. Hamilton enters the game for T. Booker,86,92
324,4,9:39.0,,S. Kilpatrick enters the game for I. Whitehead,86,92
325,4,9:28.0,,S. Kilpatrick makes 2-pt jump shot from 7 ft,86,94
326,4,9:01.0,B. Udrih misses 2-pt jump shot from 19 ft,,86,94
327,4,9:00.0,,Defensive rebound by L. Scola,86,94
328,4,8:47.0,,Shooting foul by A. Baynes (drawn by S. Kilpatrick),86,94
329,4,8:47.0,,S. Kilpatrick makes free throw 1 of 2,86,95
330,4,8:47.0,,S. Kilpatrick makes free throw 2 of 2,86,96
331,4,8:30.0,M. Morris misses 2-pt jump shot from 17 ft,,86,96
332,4,8:29.0,Offensive rebound by A. Baynes,,86,96
333,4,8:24.0,M. Morris makes 2-pt jump shot from 12 ft (assist by B. Udrih),,88,96
334,4,8:24.0,Shooting foul by B. Bogdanović (drawn by M. Morris),,88,96
335,4,8:24.0,K. Caldwell-Pope enters the game for S. Johnson,,88,96
336,4,8:24.0,,B. Lopez enters the game for L. Scola,88,96
337,4,8:24.0,M. Morris makes free throw 1 of 1,,89,96
338,4,8:10.0,,B. Lopez misses 3-pt jump shot from 25 ft,89,96
339,4,8:09.0,Defensive rebound by J. Leuer,,89,96
340,4,7:59.0,A. Baynes misses 2-pt layup from 1 ft,,89,96
341,4,7:58.0,,Defensive rebound by B. Lopez,89,96
342,4,7:45.0,,Turnover by S. Kilpatrick (bad pass; steal by A. Baynes),89,96
343,4,7:30.0,M. Morris misses 3-pt jump shot from 25 ft,,89,96
344,4,7:29.0,,Defensive rebound by S. Kilpatrick,89,96
345,4,7:17.0,,Shooting foul by A. Baynes (drawn by B. Lopez),89,96
346,4,7:17.0,,B. Lopez misses free throw 1 of 2,89,96
347,4,7:17.0,,Offensive rebound by Team,89,96
348,4,7:17.0,,B. Lopez misses free throw 2 of 2,89,96
349,4,7:17.0,I. Smith enters the game for B. Udrih,,89,96
350,4,7:17.0,T. Harris enters the game for J. Leuer,,89,96
351,4,7:17.0,,I. Whitehead enters the game for J. Harris,89,96
352,4,7:17.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,89,96
353,4,7:15.0,Defensive rebound by K. Caldwell-Pope,,89,96
354,4,6:54.0,M. Morris misses 2-pt jump shot from 22 ft,,89,96
355,4,6:53.0,Offensive rebound by A. Baynes,,89,96
356,4,6:41.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Harris),,89,96
357,4,6:41.0,T. Harris makes free throw 1 of 2,,90,96
358,4,6:41.0,T. Harris misses free throw 2 of 2,,90,96
359,4,6:40.0,,Defensive rebound by B. Lopez,90,96
360,4,6:23.0,,B. Lopez misses 3-pt jump shot from 24 ft,90,96
361,4,6:22.0,,Offensive rebound by B. Lopez,90,96
362,4,6:19.0,,B. Lopez misses 2-pt layup from 1 ft,90,96
363,4,6:18.0,Defensive rebound by I. Smith,,90,96
364,4,6:06.0,M. Morris misses 2-pt layup from 3 ft,,90,96
365,4,6:05.0,,Defensive rebound by B. Lopez,90,96
366,4,5:57.0,,Turnover by I. Whitehead (bad pass; steal by K. Caldwell-Pope),90,96
367,4,5:42.0,Personal foul by S. Kilpatrick (drawn by M. Morris),,90,96
368,4,5:42.0,Official timeout,,90,96
369,4,5:42.0,M. Morris misses free throw 1 of 2,,90,96
370,4,5:42.0,Offensive rebound by Team,,90,96
